Municipio código	Municipio nombre	Explotaciones	Superficie total código	Superficie total
22053	Benabarre	5	17	200 a < 300 Ha
22053	Benabarre	3	18	300 a < 500 Ha
22054	Benasque	5	05	1  a  < 2 Ha
22054	Benasque	1	06	2 a < 3 Ha
22054	Benasque	2	07	3 a < 4 Ha
22054	Benasque	3	09	5 a < 10 Ha
22054	Benasque	6	10	10 a <20 Ha
22054	Benasque	4	11	20 a < 30 Ha
22054	Benasque	7	12	30 a < 50 Ha
22054	Benasque	2	13	50 a < 70 Ha
22054	Benasque	1	14	70 a < 100 Ha
22054	Benasque	1	15	100 a <150 Ha
22054	Benasque	2	16	150 a < 200 Ha
22054	Benasque	1	17	200 a < 300 Ha
22054	Benasque	3	18	300 a < 500 Ha
22054	Benasque	1	20	1000 a < 2500 Ha
22054	Benasque	1	21	2500 Ha
22055	Berbegal	8	05	1  a  < 2 Ha
22055	Berbegal	7	06	2 a < 3 Ha
22055	Berbegal	3	07	3 a < 4 Ha
22055	Berbegal	4	08	4 a < 5 Ha
22055	Berbegal	10	09	5 a < 10 Ha
22055	Berbegal	17	10	10 a <20 Ha
22055	Berbegal	4	11	20 a < 30 Ha
22055	Berbegal	12	12	30 a < 50 Ha
22055	Berbegal	7	13	50 a < 70 Ha
22055	Berbegal	9	14	70 a < 100 Ha
22055	Berbegal	5	15	100 a <150 Ha
22055	Berbegal	3	17	200 a < 300 Ha
22057	Bielsa	2	01	Sin tierras
22057	Bielsa	3	05	1  a  < 2 Ha
22057	Bielsa	4	07	3 a < 4 Ha
22057	Bielsa	3	09	5 a < 10 Ha
22057	Bielsa	4	10	10 a <20 Ha
22057	Bielsa	3	11	20 a < 30 Ha
22057	Bielsa	2	13	50 a < 70 Ha
22057	Bielsa	2	17	200 a < 300 Ha
22057	Bielsa	1	18	300 a < 500 Ha
22057	Bielsa	1	21	2500 Ha
22058	Bierge	4	05	1  a  < 2 Ha
22058	Bierge	9	06	2 a < 3 Ha
22058	Bierge	6	07	3 a < 4 Ha
22058	Bierge	1	08	4 a < 5 Ha
22058	Bierge	14	09	5 a < 10 Ha
22058	Bierge	13	10	10 a <20 Ha
22058	Bierge	8	11	20 a < 30 Ha
22058	Bierge	26	12	30 a < 50 Ha
22058	Bierge	15	13	50 a < 70 Ha
22058	Bierge	5	14	70 a < 100 Ha
22058	Bierge	4	15	100 a <150 Ha
22058	Bierge	2	16	150 a < 200 Ha
22058	Bierge	1	17	200 a < 300 Ha
22058	Bierge	2	18	300 a < 500 Ha
22058	Bierge	1	21	2500 Ha
22059	Biescas	3	01	Sin tierras
22059	Biescas	1	04	0,5  a  < 1 Ha
22059	Biescas	1	05	1  a  < 2 Ha
22059	Biescas	3	06	2 a < 3 Ha
22059	Biescas	4	07	3 a < 4 Ha
22059	Biescas	1	08	4 a < 5 Ha
22059	Biescas	11	09	5 a < 10 Ha
22059	Biescas	18	10	10 a <20 Ha
22059	Biescas	6	11	20 a < 30 Ha
22059	Biescas	7	12	30 a < 50 Ha
22059	Biescas	5	13	50 a < 70 Ha
22059	Biescas	2	14	70 a < 100 Ha
22059	Biescas	5	15	100 a <150 Ha
22059	Biescas	3	16	150 a < 200 Ha
22059	Biescas	5	17	200 a < 300 Ha
22059	Biescas	3	18	300 a < 500 Ha
22059	Biescas	1	19	500 a < 1000 Ha
22059	Biescas	4	20	1000 a < 2500 Ha
22059	Biescas	1	21	2500 Ha
22060	Binaced	9	01	Sin tierras
22060	Binaced	3	03	0,2  a  < 0,5 Ha
22060	Binaced	7	04	0,5  a  < 1 Ha
22060	Binaced	20	05	1  a  < 2 Ha
22060	Binaced	15	06	2 a < 3 Ha
22060	Binaced	11	07	3 a < 4 Ha
22060	Binaced	16	08	4 a < 5 Ha
22060	Binaced	54	09	5 a < 10 Ha
22060	Binaced	56	10	10 a <20 Ha
22060	Binaced	37	11	20 a < 30 Ha
22060	Binaced	18	12	30 a < 50 Ha
22060	Binaced	7	13	50 a < 70 Ha
22060	Binaced	7	14	70 a < 100 Ha
22060	Binaced	3	15	100 a <150 Ha
22060	Binaced	2	16	150 a < 200 Ha
22060	Binaced	2	17	200 a < 300 Ha
22060	Binaced	5	18	300 a < 500 Ha
22061	Binéfar	4	01	Sin tierras
22061	Binéfar	10	03	0,2  a  < 0,5 Ha
22061	Binéfar	8	04	0,5  a  < 1 Ha
22061	Binéfar	37	05	1  a  < 2 Ha
22061	Binéfar	22	06	2 a < 3 Ha
22061	Binéfar	18	07	3 a < 4 Ha
22061	Binéfar	13	08	4 a < 5 Ha
22061	Binéfar	31	09	5 a < 10 Ha
22061	Binéfar	16	10	10 a <20 Ha
22061	Binéfar	4	11	20 a < 30 Ha
22061	Binéfar	10	12	30 a < 50 Ha
22061	Binéfar	2	13	50 a < 70 Ha
22061	Binéfar	3	14	70 a < 100 Ha
22061	Binéfar	1	15	100 a <150 Ha
22061	Binéfar	2	16	150 a < 200 Ha
22062	Bisaurri	2	01	Sin tierras
22062	Bisaurri	1	05	1  a  < 2 Ha
22062	Bisaurri	1	07	3 a < 4 Ha
22062	Bisaurri	5	09	5 a < 10 Ha
22062	Bisaurri	4	10	10 a <20 Ha
22062	Bisaurri	4	11	20 a < 30 Ha
22062	Bisaurri	10	12	30 a < 50 Ha
22062	Bisaurri	3	13	50 a < 70 Ha
22062	Bisaurri	3	14	70 a < 100 Ha
22062	Bisaurri	4	15	100 a <150 Ha
22062	Bisaurri	3	16	150 a < 200 Ha
22062	Bisaurri	3	17	200 a < 300 Ha
22062	Bisaurri	2	18	300 a < 500 Ha
22062	Bisaurri	3	19	500 a < 1000 Ha
22063	Biscarrués	1	01	Sin tierras
22063	Biscarrués	2	06	2 a < 3 Ha
22063	Biscarrués	4	07	3 a < 4 Ha
22063	Biscarrués	2	08	4 a < 5 Ha
22063	Biscarrués	9	09	5 a < 10 Ha
22063	Biscarrués	7	10	10 a <20 Ha
22063	Biscarrués	5	11	20 a < 30 Ha
22063	Biscarrués	4	12	30 a < 50 Ha
22063	Biscarrués	8	14	70 a < 100 Ha
22063	Biscarrués	4	15	100 a <150 Ha
22063	Biscarrués	4	16	150 a < 200 Ha
22064	Blecua y Torres	2	01	Sin tierras
22064	Blecua y Torres	3	05	1  a  < 2 Ha
22064	Blecua y Torres	3	06	2 a < 3 Ha
22064	Blecua y Torres	2	07	3 a < 4 Ha
22064	Blecua y Torres	1	08	4 a < 5 Ha
22064	Blecua y Torres	4	09	5 a < 10 Ha
22064	Blecua y Torres	1	10	10 a <20 Ha
22064	Blecua y Torres	4	11	20 a < 30 Ha
22064	Blecua y Torres	5	12	30 a < 50 Ha
22064	Blecua y Torres	4	13	50 a < 70 Ha
22064	Blecua y Torres	4	14	70 a < 100 Ha
22064	Blecua y Torres	4	15	100 a <150 Ha
22064	Blecua y Torres	1	16	150 a < 200 Ha
22064	Blecua y Torres	3	17	200 a < 300 Ha
22064	Blecua y Torres	2	18	300 a < 500 Ha
22066	Boltaña	2	01	Sin tierras
22066	Boltaña	1	03	0,2  a  < 0,5 Ha
22066	Boltaña	2	05	1  a  < 2 Ha
22066	Boltaña	1	06	2 a < 3 Ha
22066	Boltaña	1	08	4 a < 5 Ha
22066	Boltaña	2	09	5 a < 10 Ha
22066	Boltaña	4	10	10 a <20 Ha
22066	Boltaña	9	12	30 a < 50 Ha
22066	Boltaña	5	13	50 a < 70 Ha
22066	Boltaña	2	14	70 a < 100 Ha
22066	Boltaña	3	15	100 a <150 Ha
22066	Boltaña	4	16	150 a < 200 Ha
22066	Boltaña	3	17	200 a < 300 Ha
22066	Boltaña	3	18	300 a < 500 Ha
22066	Boltaña	3	19	500 a < 1000 Ha
22066	Boltaña	1	20	1000 a < 2500 Ha
22067	Bonansa	1	09	5 a < 10 Ha
22067	Bonansa	1	10	10 a <20 Ha
22067	Bonansa	1	12	30 a < 50 Ha
22067	Bonansa	3	14	70 a < 100 Ha
22067	Bonansa	4	15	100 a <150 Ha
22067	Bonansa	2	16	150 a < 200 Ha
22067	Bonansa	1	17	200 a < 300 Ha
22068	Borau	1	07	3 a < 4 Ha
22068	Borau	1	12	30 a < 50 Ha
22068	Borau	2	15	100 a <150 Ha
22068	Borau	1	16	150 a < 200 Ha
22068	Borau	1	21	2500 Ha
22069	Broto	3	01	Sin tierras
22069	Broto	2	05	1  a  < 2 Ha
22069	Broto	1	07	3 a < 4 Ha
22069	Broto	5	09	5 a < 10 Ha
22069	Broto	8	10	10 a <20 Ha
22069	Broto	3	11	20 a < 30 Ha
22069	Broto	6	12	30 a < 50 Ha
22069	Broto	5	13	50 a < 70 Ha
22069	Broto	13	14	70 a < 100 Ha
22069	Broto	1	16	150 a < 200 Ha
22069	Broto	1	18	300 a < 500 Ha
22069	Broto	1	21	2500 Ha
22072	Caldearenas	2	01	Sin tierras
22072	Caldearenas	3	06	2 a < 3 Ha
22072	Caldearenas	1	09	5 a < 10 Ha
22072	Caldearenas	5	10	10 a <20 Ha
22072	Caldearenas	5	11	20 a < 30 Ha
22072	Caldearenas	25	12	30 a < 50 Ha
22072	Caldearenas	5	13	50 a < 70 Ha
22072	Caldearenas	5	14	70 a < 100 Ha
22072	Caldearenas	4	15	100 a <150 Ha
22072	Caldearenas	2	16	150 a < 200 Ha
22072	Caldearenas	3	17	200 a < 300 Ha
22072	Caldearenas	1	18	300 a < 500 Ha
22072	Caldearenas	1	19	500 a < 1000 Ha
22072	Caldearenas	2	21	2500 Ha
22074	Campo	2	01	Sin tierras
22074	Campo	1	06	2 a < 3 Ha
22074	Campo	2	09	5 a < 10 Ha
22074	Campo	3	10	10 a <20 Ha
22074	Campo	2	12	30 a < 50 Ha
22074	Campo	1	15	100 a <150 Ha
22074	Campo	1	16	150 a < 200 Ha
22074	Campo	1	17	200 a < 300 Ha
22075	Camporrells	2	01	Sin tierras
22075	Camporrells	2	05	1  a  < 2 Ha
22075	Camporrells	4	06	2 a < 3 Ha
22075	Camporrells	1	07	3 a < 4 Ha
22075	Camporrells	1	08	4 a < 5 Ha
22075	Camporrells	9	09	5 a < 10 Ha
22075	Camporrells	16	10	10 a <20 Ha
22075	Camporrells	8	12	30 a < 50 Ha
22075	Camporrells	2	13	50 a < 70 Ha
22075	Camporrells	2	14	70 a < 100 Ha
22075	Camporrells	1	19	500 a < 1000 Ha
22076	Canal de Berdún	1	01	Sin tierras
22076	Canal de Berdún	3	05	1  a  < 2 Ha
22076	Canal de Berdún	1	07	3 a < 4 Ha
22076	Canal de Berdún	14	09	5 a < 10 Ha
22076	Canal de Berdún	11	10	10 a <20 Ha
22076	Canal de Berdún	11	11	20 a < 30 Ha
22076	Canal de Berdún	18	12	30 a < 50 Ha
22076	Canal de Berdún	13	13	50 a < 70 Ha
22076	Canal de Berdún	13	14	70 a < 100 Ha
22076	Canal de Berdún	5	15	100 a <150 Ha
22076	Canal de Berdún	3	16	150 a < 200 Ha
22076	Canal de Berdún	6	17	200 a < 300 Ha
22076	Canal de Berdún	3	18	300 a < 500 Ha
22077	Candasnos	2	05	1  a  < 2 Ha
22077	Candasnos	2	06	2 a < 3 Ha
22077	Candasnos	1	08	4 a < 5 Ha
22077	Candasnos	3	09	5 a < 10 Ha
22077	Candasnos	17	10	10 a <20 Ha
22077	Candasnos	8	11	20 a < 30 Ha
22077	Candasnos	19	12	30 a < 50 Ha
22077	Candasnos	12	13	50 a < 70 Ha
22077	Candasnos	16	14	70 a < 100 Ha
22077	Candasnos	11	15	100 a <150 Ha
22077	Candasnos	3	16	150 a < 200 Ha
22077	Candasnos	5	17	200 a < 300 Ha
22077	Candasnos	3	18	300 a < 500 Ha
22078	Canfranc	1	01	Sin tierras
22078	Canfranc	1	05	1  a  < 2 Ha
22078	Canfranc	1	14	70 a < 100 Ha
22078	Canfranc	1	21	2500 Ha
22079	Capdesaso	1	06	2 a < 3 Ha
22079	Capdesaso	3	09	5 a < 10 Ha
22079	Capdesaso	4	10	10 a <20 Ha
22079	Capdesaso	4	11	20 a < 30 Ha
22079	Capdesaso	6	12	30 a < 50 Ha
22079	Capdesaso	2	13	50 a < 70 Ha
22079	Capdesaso	1	14	70 a < 100 Ha
22079	Capdesaso	2	15	100 a <150 Ha
22080	Capella	2	01	Sin tierras
22080	Capella	2	05	1  a  < 2 Ha
22080	Capella	1	06	2 a < 3 Ha
22080	Capella	2	07	3 a < 4 Ha
22080	Capella	2	08	4 a < 5 Ha
22080	Capella	6	09	5 a < 10 Ha
22080	Capella	16	10	10 a <20 Ha
22080	Capella	7	11	20 a < 30 Ha
22080	Capella	10	12	30 a < 50 Ha
22080	Capella	2	13	50 a < 70 Ha
22080	Capella	6	14	70 a < 100 Ha
22080	Capella	2	15	100 a <150 Ha
22080	Capella	4	16	150 a < 200 Ha
22080	Capella	3	17	200 a < 300 Ha
22081	Casbas de Huesca	6	05	1  a  < 2 Ha
22081	Casbas de Huesca	2	06	2 a < 3 Ha
22081	Casbas de Huesca	1	07	3 a < 4 Ha
22081	Casbas de Huesca	3	08	4 a < 5 Ha
22081	Casbas de Huesca	9	09	5 a < 10 Ha
22081	Casbas de Huesca	7	10	10 a <20 Ha
22081	Casbas de Huesca	19	11	20 a < 30 Ha
22081	Casbas de Huesca	22	12	30 a < 50 Ha
22081	Casbas de Huesca	10	13	50 a < 70 Ha
22081	Casbas de Huesca	7	14	70 a < 100 Ha
22081	Casbas de Huesca	10	15	100 a <150 Ha
22081	Casbas de Huesca	2	16	150 a < 200 Ha
22081	Casbas de Huesca	1	17	200 a < 300 Ha
22082	Castejón del Puente	5	05	1  a  < 2 Ha
22082	Castejón del Puente	4	06	2 a < 3 Ha
22082	Castejón del Puente	4	07	3 a < 4 Ha
22082	Castejón del Puente	2	08	4 a < 5 Ha
22082	Castejón del Puente	7	09	5 a < 10 Ha
22082	Castejón del Puente	6	10	10 a <20 Ha
22082	Castejón del Puente	7	11	20 a < 30 Ha
22082	Castejón del Puente	8	12	30 a < 50 Ha
22082	Castejón del Puente	2	13	50 a < 70 Ha
22082	Castejón del Puente	2	14	70 a < 100 Ha
22082	Castejón del Puente	3	15	100 a <150 Ha
22082	Castejón del Puente	1	16	150 a < 200 Ha
22082	Castejón del Puente	1	17	200 a < 300 Ha
22082	Castejón del Puente	1	18	300 a < 500 Ha
22083	Castejón de Monegros	7	01	Sin tierras
22083	Castejón de Monegros	1	03	0,2  a  < 0,5 Ha
22083	Castejón de Monegros	3	05	1  a  < 2 Ha
22083	Castejón de Monegros	1	06	2 a < 3 Ha
22083	Castejón de Monegros	1	07	3 a < 4 Ha
22083	Castejón de Monegros	3	08	4 a < 5 Ha
22083	Castejón de Monegros	12	09	5 a < 10 Ha
22083	Castejón de Monegros	19	10	10 a <20 Ha
22083	Castejón de Monegros	13	11	20 a < 30 Ha
22083	Castejón de Monegros	19	12	30 a < 50 Ha
22083	Castejón de Monegros	9	13	50 a < 70 Ha
22083	Castejón de Monegros	12	14	70 a < 100 Ha
22083	Castejón de Monegros	7	15	100 a <150 Ha
22083	Castejón de Monegros	5	16	150 a < 200 Ha
22083	Castejón de Monegros	6	17	200 a < 300 Ha
22083	Castejón de Monegros	8	18	300 a < 500 Ha
22083	Castejón de Monegros	1	20	1000 a < 2500 Ha
22084	Castejón de Sos	1	01	Sin tierras
22084	Castejón de Sos	2	06	2 a < 3 Ha
22084	Castejón de Sos	1	07	3 a < 4 Ha
22084	Castejón de Sos	2	09	5 a < 10 Ha
22084	Castejón de Sos	4	10	10 a <20 Ha
22084	Castejón de Sos	4	11	20 a < 30 Ha
22084	Castejón de Sos	8	12	30 a < 50 Ha
22084	Castejón de Sos	1	13	50 a < 70 Ha
22084	Castejón de Sos	2	16	150 a < 200 Ha
22084	Castejón de Sos	1	17	200 a < 300 Ha
22084	Castejón de Sos	1	18	300 a < 500 Ha
22084	Castejón de Sos	1	19	500 a < 1000 Ha
22085	Castelflorite	1	01	Sin tierras
22085	Castelflorite	1	06	2 a < 3 Ha
22085	Castelflorite	3	09	5 a < 10 Ha
22085	Castelflorite	4	10	10 a <20 Ha
22085	Castelflorite	5	11	20 a < 30 Ha
22085	Castelflorite	8	12	30 a < 50 Ha
22085	Castelflorite	14	13	50 a < 70 Ha
22085	Castelflorite	5	14	70 a < 100 Ha
22085	Castelflorite	1	15	100 a <150 Ha
22086	Castiello de Jaca	1	01	Sin tierras
22086	Castiello de Jaca	1	05	1  a  < 2 Ha
22086	Castiello de Jaca	1	06	2 a < 3 Ha
22086	Castiello de Jaca	2	09	5 a < 10 Ha
22086	Castiello de Jaca	4	10	10 a <20 Ha
22086	Castiello de Jaca	2	11	20 a < 30 Ha
22086	Castiello de Jaca	1	12	30 a < 50 Ha
22086	Castiello de Jaca	1	15	100 a <150 Ha
22086	Castiello de Jaca	1	17	200 a < 300 Ha
22086	Castiello de Jaca	1	20	1000 a < 2500 Ha
22087	Castigaleu	1	08	4 a < 5 Ha
22087	Castigaleu	2	12	30 a < 50 Ha
22087	Castigaleu	2	13	50 a < 70 Ha
22087	Castigaleu	4	14	70 a < 100 Ha
22087	Castigaleu	7	15	100 a <150 Ha
22087	Castigaleu	2	16	150 a < 200 Ha
22087	Castigaleu	2	17	200 a < 300 Ha
22088	Castillazuelo	2	03	0,2  a  < 0,5 Ha
22088	Castillazuelo	9	05	1  a  < 2 Ha
22088	Castillazuelo	3	06	2 a < 3 Ha
22088	Castillazuelo	5	07	3 a < 4 Ha
22088	Castillazuelo	3	08	4 a < 5 Ha
22088	Castillazuelo	10	09	5 a < 10 Ha
22088	Castillazuelo	2	10	10 a <20 Ha
22088	Castillazuelo	2	11	20 a < 30 Ha
22088	Castillazuelo	5	12	30 a < 50 Ha
22088	Castillazuelo	2	13	50 a < 70 Ha
22088	Castillazuelo	2	15	100 a <150 Ha
22088	Castillazuelo	1	16	150 a < 200 Ha
22089	Castillonroy	3	01	Sin tierras
22089	Castillonroy	1	04	0,5  a  < 1 Ha
22089	Castillonroy	5	05	1  a  < 2 Ha
22089	Castillonroy	2	06	2 a < 3 Ha
22089	Castillonroy	3	07	3 a < 4 Ha
22089	Castillonroy	1	08	4 a < 5 Ha
22089	Castillonroy	12	09	5 a < 10 Ha
22089	Castillonroy	17	10	10 a <20 Ha
22089	Castillonroy	10	11	20 a < 30 Ha
22089	Castillonroy	18	12	30 a < 50 Ha
22089	Castillonroy	2	13	50 a < 70 Ha
22089	Castillonroy	2	14	70 a < 100 Ha
22089	Castillonroy	1	15	100 a <150 Ha
22090	Colungo	1	06	2 a < 3 Ha
22090	Colungo	1	07	3 a < 4 Ha
22090	Colungo	4	08	4 a < 5 Ha
22090	Colungo	11	09	5 a < 10 Ha
22090	Colungo	7	10	10 a <20 Ha
22090	Colungo	9	11	20 a < 30 Ha
22090	Colungo	2	12	30 a < 50 Ha
22090	Colungo	1	13	50 a < 70 Ha
22090	Colungo	3	14	70 a < 100 Ha
22090	Colungo	1	15	100 a <150 Ha
22090	Colungo	2	16	150 a < 200 Ha
22090	Colungo	1	17	200 a < 300 Ha
22094	Chalamera	1	04	0,5  a  < 1 Ha
22094	Chalamera	1	05	1  a  < 2 Ha
22094	Chalamera	1	06	2 a < 3 Ha
22094	Chalamera	1	07	3 a < 4 Ha
22094	Chalamera	1	08	4 a < 5 Ha
22094	Chalamera	2	09	5 a < 10 Ha
22094	Chalamera	2	10	10 a <20 Ha
22094	Chalamera	7	11	20 a < 30 Ha
22094	Chalamera	8	12	30 a < 50 Ha
22094	Chalamera	2	13	50 a < 70 Ha
22094	Chalamera	1	14	70 a < 100 Ha
22094	Chalamera	1	17	200 a < 300 Ha
22095	Chía	1	01	Sin tierras
22095	Chía	2	09	5 a < 10 Ha
22095	Chía	1	10	10 a <20 Ha
22095	Chía	1	11	20 a < 30 Ha
22095	Chía	3	12	30 a < 50 Ha
22095	Chía	2	13	50 a < 70 Ha
22095	Chía	1	14	70 a < 100 Ha
22095	Chía	1	20	1000 a < 2500 Ha
22096	Chimillas	1	06	2 a < 3 Ha
22096	Chimillas	4	10	10 a <20 Ha
22096	Chimillas	3	13	50 a < 70 Ha
22096	Chimillas	1	14	70 a < 100 Ha
22096	Chimillas	2	15	100 a <150 Ha
22096	Chimillas	1	17	200 a < 300 Ha
22099	Esplús	4	01	Sin tierras
22099	Esplús	1	03	0,2  a  < 0,5 Ha
22099	Esplús	5	04	0,5  a  < 1 Ha
22099	Esplús	17	05	1  a  < 2 Ha
22099	Esplús	11	06	2 a < 3 Ha
22099	Esplús	11	07	3 a < 4 Ha
22099	Esplús	9	08	4 a < 5 Ha
22099	Esplús	14	09	5 a < 10 Ha
22099	Esplús	10	10	10 a <20 Ha
22099	Esplús	7	11	20 a < 30 Ha
22099	Esplús	3	12	30 a < 50 Ha
22099	Esplús	7	13	50 a < 70 Ha
22099	Esplús	7	14	70 a < 100 Ha
22099	Esplús	1	15	100 a <150 Ha
22099	Esplús	1	16	150 a < 200 Ha
22099	Esplús	3	18	300 a < 500 Ha
22099	Esplús	5	19	500 a < 1000 Ha
22099	Esplús	1	20	1000 a < 2500 Ha
22102	Estada	1	01	Sin tierras
22102	Estada	1	03	0,2  a  < 0,5 Ha
22102	Estada	2	05	1  a  < 2 Ha
22102	Estada	1	06	2 a < 3 Ha
22102	Estada	3	07	3 a < 4 Ha
22102	Estada	6	08	4 a < 5 Ha
22102	Estada	7	09	5 a < 10 Ha
22102	Estada	5	10	10 a <20 Ha
22102	Estada	2	11	20 a < 30 Ha
22102	Estada	1	12	30 a < 50 Ha
22102	Estada	1	17	200 a < 300 Ha
22102	Estada	1	19	500 a < 1000 Ha
22103	Estadilla	4	01	Sin tierras
22103	Estadilla	3	03	0,2  a  < 0,5 Ha
22103	Estadilla	14	05	1  a  < 2 Ha
22103	Estadilla	6	06	2 a < 3 Ha
22103	Estadilla	12	07	3 a < 4 Ha
22103	Estadilla	9	08	4 a < 5 Ha
22103	Estadilla	19	09	5 a < 10 Ha
22103	Estadilla	29	10	10 a <20 Ha
22103	Estadilla	10	11	20 a < 30 Ha
22103	Estadilla	8	12	30 a < 50 Ha
22103	Estadilla	7	13	50 a < 70 Ha
22103	Estadilla	5	14	70 a < 100 Ha
22103	Estadilla	3	15	100 a <150 Ha
22103	Estadilla	1	17	200 a < 300 Ha
22103	Estadilla	1	20	1000 a < 2500 Ha
22105	Estopiñán del Castillo	4	01	Sin tierras
22105	Estopiñán del Castillo	3	05	1  a  < 2 Ha
22105	Estopiñán del Castillo	2	06	2 a < 3 Ha
22105	Estopiñán del Castillo	2	07	3 a < 4 Ha
22105	Estopiñán del Castillo	1	08	4 a < 5 Ha
22105	Estopiñán del Castillo	10	09	5 a < 10 Ha
22105	Estopiñán del Castillo	12	10	10 a <20 Ha
22105	Estopiñán del Castillo	16	11	20 a < 30 Ha
22105	Estopiñán del Castillo	14	12	30 a < 50 Ha
22105	Estopiñán del Castillo	9	13	50 a < 70 Ha
22105	Estopiñán del Castillo	4	14	70 a < 100 Ha
22105	Estopiñán del Castillo	3	15	100 a <150 Ha
22105	Estopiñán del Castillo	2	16	150 a < 200 Ha
22105	Estopiñán del Castillo	2	17	200 a < 300 Ha
22105	Estopiñán del Castillo	1	19	500 a < 1000 Ha
22106	Fago	1	12	30 a < 50 Ha
22107	Fanlo	4	10	10 a <20 Ha
22107	Fanlo	1	11	20 a < 30 Ha
22107	Fanlo	15	12	30 a < 50 Ha
22107	Fanlo	3	13	50 a < 70 Ha
22107	Fanlo	1	14	70 a < 100 Ha
22107	Fanlo	2	18	300 a < 500 Ha
22107	Fanlo	1	19	500 a < 1000 Ha
22107	Fanlo	2	20	1000 a < 2500 Ha
22107	Fanlo	2	21	2500 Ha
22109	Fiscal	2	06	2 a < 3 Ha
22109	Fiscal	1	08	4 a < 5 Ha
22109	Fiscal	3	09	5 a < 10 Ha
22109	Fiscal	5	10	10 a <20 Ha
22109	Fiscal	1	12	30 a < 50 Ha
22109	Fiscal	3	13	50 a < 70 Ha
22109	Fiscal	3	14	70 a < 100 Ha
22109	Fiscal	5	15	100 a <150 Ha
22109	Fiscal	2	16	150 a < 200 Ha
22109	Fiscal	3	17	200 a < 300 Ha
22109	Fiscal	5	18	300 a < 500 Ha
22109	Fiscal	1	19	500 a < 1000 Ha
22109	Fiscal	1	20	1000 a < 2500 Ha
22109	Fiscal	1	21	2500 Ha
22110	Fonz	7	01	Sin tierras
22110	Fonz	1	02	0,1  a  < 0,2
22110	Fonz	1	03	0,2  a  < 0,5 Ha
22110	Fonz	2	04	0,5  a  < 1 Ha
22110	Fonz	19	05	1  a  < 2 Ha
22110	Fonz	15	06	2 a < 3 Ha
22110	Fonz	7	07	3 a < 4 Ha
22110	Fonz	6	08	4 a < 5 Ha
22110	Fonz	38	09	5 a < 10 Ha
22110	Fonz	32	10	10 a <20 Ha
22110	Fonz	16	11	20 a < 30 Ha
22110	Fonz	17	12	30 a < 50 Ha
22110	Fonz	5	13	50 a < 70 Ha
22110	Fonz	3	14	70 a < 100 Ha
22110	Fonz	3	15	100 a <150 Ha
22110	Fonz	3	16	150 a < 200 Ha
22110	Fonz	2	17	200 a < 300 Ha
22110	Fonz	3	18	300 a < 500 Ha
22111	Foradada del Toscar	3	01	Sin tierras
22111	Foradada del Toscar	1	06	2 a < 3 Ha
22111	Foradada del Toscar	2	07	3 a < 4 Ha
22111	Foradada del Toscar	1	08	4 a < 5 Ha
22111	Foradada del Toscar	7	09	5 a < 10 Ha
22111	Foradada del Toscar	5	10	10 a <20 Ha
22111	Foradada del Toscar	8	11	20 a < 30 Ha
22111	Foradada del Toscar	20	12	30 a < 50 Ha
22111	Foradada del Toscar	4	14	70 a < 100 Ha
22111	Foradada del Toscar	3	15	100 a <150 Ha
22111	Foradada del Toscar	6	16	150 a < 200 Ha
22111	Foradada del Toscar	3	17	200 a < 300 Ha
22111	Foradada del Toscar	3	18	300 a < 500 Ha
22111	Foradada del Toscar	2	19	500 a < 1000 Ha
22111	Foradada del Toscar	1	20	1000 a < 2500 Ha
22112	Fraga	17	01	Sin tierras
22112	Fraga	29	03	0,2  a  < 0,5 Ha
22112	Fraga	49	04	0,5  a  < 1 Ha
22112	Fraga	83	05	1  a  < 2 Ha
22112	Fraga	53	06	2 a < 3 Ha
22112	Fraga	64	07	3 a < 4 Ha
22112	Fraga	38	08	4 a < 5 Ha
22112	Fraga	141	09	5 a < 10 Ha
22112	Fraga	134	10	10 a <20 Ha
22112	Fraga	56	11	20 a < 30 Ha
22112	Fraga	57	12	30 a < 50 Ha
22112	Fraga	32	13	50 a < 70 Ha
22112	Fraga	22	14	70 a < 100 Ha
22112	Fraga	23	15	100 a <150 Ha
22112	Fraga	9	16	150 a < 200 Ha
22112	Fraga	14	17	200 a < 300 Ha
22112	Fraga	7	18	300 a < 500 Ha
22112	Fraga	2	19	500 a < 1000 Ha
22112	Fraga	1	21	2500 Ha
22113	Fueva (La)	8	01	Sin tierras
22113	Fueva (La)	1	02	0,1  a  < 0,2
22113	Fueva (La)	3	05	1  a  < 2 Ha
22113	Fueva (La)	1	06	2 a < 3 Ha
22113	Fueva (La)	2	07	3 a < 4 Ha
22113	Fueva (La)	3	08	4 a < 5 Ha
22113	Fueva (La)	6	09	5 a < 10 Ha
22113	Fueva (La)	24	10	10 a <20 Ha
22113	Fueva (La)	13	11	20 a < 30 Ha
22113	Fueva (La)	24	12	30 a < 50 Ha
22113	Fueva (La)	13	13	50 a < 70 Ha
22113	Fueva (La)	11	14	70 a < 100 Ha
22113	Fueva (La)	7	15	100 a <150 Ha
22113	Fueva (La)	3	16	150 a < 200 Ha
22113	Fueva (La)	8	17	200 a < 300 Ha
22113	Fueva (La)	1	19	500 a < 1000 Ha
22114	Gistaín	3	01	Sin tierras
22114	Gistaín	1	04	0,5  a  < 1 Ha
22114	Gistaín	2	05	1  a  < 2 Ha
22114	Gistaín	4	06	2 a < 3 Ha
