Comarca código	Comarca nombre	Continente	Area nacionalidad, código	Área	Nacionalidad, código	Nacionalidad, nombre	Personas
10	Los Monegros	Europa	01	UE-15	126	ALEMANIA	6
10	Los Monegros	Europa	02	Resto de Europa	104	BULGARIA	8
10	Los Monegros	Europa	02	Resto de Europa	112	HUNGRIA	5
10	Los Monegros	Europa	02	Resto de Europa	122	POLONIA	26
10	Los Monegros	Europa	02	Resto de Europa	128	RUMANIA	55
10	Los Monegros	Europa	02	Resto de Europa	135	UCRANIA	24
10	Los Monegros	Europa	02	Resto de Europa	137	MOLDAVA	1
10	Los Monegros	Europa	02	Resto de Europa	142	LITUANIA	7
10	Los Monegros	Europa	02	Resto de Europa	154	RUSIA	1
10	Los Monegros	África	03	Magreb	203	ARGELIA	10
10	Los Monegros	África	03	Magreb	228	MARRUECOS	69
10	Los Monegros	África	03	Magreb	230	MAURITANIA	13
10	Los Monegros	África	04	Resto de África	215	GABON	1
10	Los Monegros	África	04	Resto de África	216	GAMBIA	10
10	Los Monegros	África	04	Resto de África	219	GUINEA-BISSAU	2
10	Los Monegros	África	04	Resto de África	227	MALI	2
10	Los Monegros	África	04	Resto de África	239	SENEGAL	12
11	Bajo Cinca / Baix Cinca	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	6
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	315	CUBA	1
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	319	GUATEMALA	8
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	326	REPUBLICA DOMINICANA	5
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	340	ARGENTINA	30
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	341	BOLIVIA	1
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	342	BRASIL	8
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	343	COLOMBIA	15
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	344	CHILE	1
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	345	ECUADOR	11
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	347	PARAGUAY	1
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	348	PERU	6
11	Bajo Cinca / Baix Cinca	América	06	Resto de América	350	URUGUAY	11
11	Bajo Cinca / Baix Cinca	Asia	07	Asia	407	CHINA	5
11	Bajo Cinca / Baix Cinca	Asia	07	Asia	419	LAOS	1
11	Bajo Cinca / Baix Cinca	Asia	07	Asia	435	TAILANDIA	2
11	Bajo Cinca / Baix Cinca	Europa	01	UE-15	102	AUSTRIA	1
11	Bajo Cinca / Baix Cinca	Europa	01	UE-15	110	FRANCIA	8
11	Bajo Cinca / Baix Cinca	Europa	01	UE-15	115	ITALIA	3
11	Bajo Cinca / Baix Cinca	Europa	01	UE-15	121	PAISES BAJOS	2
11	Bajo Cinca / Baix Cinca	Europa	01	UE-15	123	PORTUGAL	1
11	Bajo Cinca / Baix Cinca	Europa	01	UE-15	126	ALEMANIA	6
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	104	BULGARIA	112
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	112	HUNGRIA	1
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	122	POLONIA	16
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	128	RUMANIA	18
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	132	SUIZA	1
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	135	UCRANIA	36
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	136	LETONIA	1
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	138	BIELORRUSIA	2
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	142	LITUANIA	72
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	143	REPUBLICA CHECA	1
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	144	REPUBLICA ESLOVACA	1
11	Bajo Cinca / Baix Cinca	Europa	02	Resto de Europa	154	RUSIA	2
11	Bajo Cinca / Baix Cinca	África	03	Magreb	203	ARGELIA	222
11	Bajo Cinca / Baix Cinca	África	03	Magreb	228	MARRUECOS	138
11	Bajo Cinca / Baix Cinca	África	03	Magreb	230	MAURITANIA	11
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	210	CONGO	1
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	213	EGIPTO	1
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	216	GAMBIA	45
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	218	GUINEA	8
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	219	GUINEA-BISSAU	13
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	227	MALI	15
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	233	NIGER	1
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	234	NIGERIA	10
11	Bajo Cinca / Baix Cinca	África	04	Resto de África	239	SENEGAL	11
12	Tarazona y el Moncayo	América	06	Resto de América	303	MEXICO	2
12	Tarazona y el Moncayo	América	06	Resto de América	315	CUBA	8
12	Tarazona y el Moncayo	América	06	Resto de América	321	HONDURAS	3
12	Tarazona y el Moncayo	América	06	Resto de América	326	REPUBLICA DOMINICANA	2
12	Tarazona y el Moncayo	América	06	Resto de América	340	ARGENTINA	8
12	Tarazona y el Moncayo	América	06	Resto de América	342	BRASIL	6
12	Tarazona y el Moncayo	América	06	Resto de América	343	COLOMBIA	50
12	Tarazona y el Moncayo	América	06	Resto de América	345	ECUADOR	88
12	Tarazona y el Moncayo	América	06	Resto de América	348	PERU	2
12	Tarazona y el Moncayo	América	06	Resto de América	350	URUGUAY	1
12	Tarazona y el Moncayo	América	06	Resto de América	351	VENEZUELA	4
12	Tarazona y el Moncayo	Asia	07	Asia	415	JAPON	1
12	Tarazona y el Moncayo	Asia	07	Asia	433	SIRIA	5
12	Tarazona y el Moncayo	Europa	01	UE-15	110	FRANCIA	7
12	Tarazona y el Moncayo	Europa	01	UE-15	123	PORTUGAL	1
12	Tarazona y el Moncayo	Europa	01	UE-15	126	ALEMANIA	3
12	Tarazona y el Moncayo	Europa	02	Resto de Europa	122	POLONIA	1
12	Tarazona y el Moncayo	Europa	02	Resto de Europa	128	RUMANIA	15
12	Tarazona y el Moncayo	Europa	02	Resto de Europa	132	SUIZA	4
12	Tarazona y el Moncayo	Europa	02	Resto de Europa	142	LITUANIA	1
12	Tarazona y el Moncayo	África	03	Magreb	203	ARGELIA	18
12	Tarazona y el Moncayo	África	03	Magreb	228	MARRUECOS	58
12	Tarazona y el Moncayo	África	04	Resto de África	220	GUINEA ECUATORIAL	2
12	Tarazona y el Moncayo	África	04	Resto de África	234	NIGERIA	4
13	Campo de Borja	América	06	Resto de América	303	MEXICO	6
13	Campo de Borja	América	06	Resto de América	326	REPUBLICA DOMINICANA	5
13	Campo de Borja	América	06	Resto de América	340	ARGENTINA	10
13	Campo de Borja	América	06	Resto de América	341	BOLIVIA	1
13	Campo de Borja	América	06	Resto de América	342	BRASIL	6
13	Campo de Borja	América	06	Resto de América	343	COLOMBIA	17
13	Campo de Borja	América	06	Resto de América	345	ECUADOR	20
13	Campo de Borja	América	06	Resto de América	347	PARAGUAY	1
13	Campo de Borja	América	06	Resto de América	350	URUGUAY	1
13	Campo de Borja	Europa	01	UE-15	103	BELGICA	4
13	Campo de Borja	Europa	01	UE-15	110	FRANCIA	17
13	Campo de Borja	Europa	01	UE-15	111	GRECIA	1
13	Campo de Borja	Europa	01	UE-15	115	ITALIA	1
13	Campo de Borja	Europa	01	UE-15	121	PAISES BAJOS	1
13	Campo de Borja	Europa	01	UE-15	123	PORTUGAL	2
13	Campo de Borja	Europa	01	UE-15	125	REINO UNIDO	2
13	Campo de Borja	Europa	01	UE-15	126	ALEMANIA	7
13	Campo de Borja	Europa	02	Resto de Europa	104	BULGARIA	9
13	Campo de Borja	Europa	02	Resto de Europa	122	POLONIA	3
13	Campo de Borja	Europa	02	Resto de Europa	128	RUMANIA	202
13	Campo de Borja	Europa	02	Resto de Europa	135	UCRANIA	5
13	Campo de Borja	Europa	02	Resto de Europa	137	MOLDAVA	6
13	Campo de Borja	Europa	02	Resto de Europa	142	LITUANIA	8
13	Campo de Borja	África	03	Magreb	203	ARGELIA	88
13	Campo de Borja	África	03	Magreb	228	MARRUECOS	38
13	Campo de Borja	África	03	Magreb	248	TUNEZ	1
13	Campo de Borja	África	04	Resto de África	218	GUINEA	1
14	Aranda	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	1
14	Aranda	América	06	Resto de América	326	REPUBLICA DOMINICANA	7
14	Aranda	América	06	Resto de América	340	ARGENTINA	2
14	Aranda	América	06	Resto de América	342	BRASIL	1
14	Aranda	América	06	Resto de América	343	COLOMBIA	21
14	Aranda	América	06	Resto de América	344	CHILE	1
14	Aranda	América	06	Resto de América	345	ECUADOR	21
14	Aranda	América	06	Resto de América	348	PERU	5
14	Aranda	Europa	01	UE-15	123	PORTUGAL	3
14	Aranda	Europa	01	UE-15	126	ALEMANIA	2
14	Aranda	Europa	02	Resto de Europa	128	RUMANIA	36
14	Aranda	Europa	02	Resto de Europa	139	GEORGIA	6
14	Aranda	Europa	02	Resto de Europa	148	ARMENIA	7
14	Aranda	África	03	Magreb	203	ARGELIA	39
14	Aranda	África	03	Magreb	228	MARRUECOS	57
15	Ribera Alta del Ebro	América	05	América del Norte	301	CANADA	1
15	Ribera Alta del Ebro	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	1
15	Ribera Alta del Ebro	América	06	Resto de América	315	CUBA	11
15	Ribera Alta del Ebro	América	06	Resto de América	326	REPUBLICA DOMINICANA	4
15	Ribera Alta del Ebro	América	06	Resto de América	340	ARGENTINA	8
15	Ribera Alta del Ebro	América	06	Resto de América	342	BRASIL	14
15	Ribera Alta del Ebro	América	06	Resto de América	343	COLOMBIA	32
15	Ribera Alta del Ebro	América	06	Resto de América	345	ECUADOR	24
15	Ribera Alta del Ebro	América	06	Resto de América	347	PARAGUAY	1
15	Ribera Alta del Ebro	América	06	Resto de América	348	PERU	2
15	Ribera Alta del Ebro	América	06	Resto de América	351	VENEZUELA	1
15	Ribera Alta del Ebro	Asia	07	Asia	405	MYANMAR	1
15	Ribera Alta del Ebro	Asia	07	Asia	415	JAPON	1
15	Ribera Alta del Ebro	Asia	07	Asia	416	JORDANIA	2
15	Ribera Alta del Ebro	Asia	07	Asia	419	LAOS	2
15	Ribera Alta del Ebro	Asia	07	Asia	433	SIRIA	3
15	Ribera Alta del Ebro	Europa	01	UE-15	103	BELGICA	3
15	Ribera Alta del Ebro	Europa	01	UE-15	110	FRANCIA	24
15	Ribera Alta del Ebro	Europa	01	UE-15	115	ITALIA	1
15	Ribera Alta del Ebro	Europa	01	UE-15	121	PAISES BAJOS	1
15	Ribera Alta del Ebro	Europa	01	UE-15	123	PORTUGAL	23
15	Ribera Alta del Ebro	Europa	01	UE-15	125	REINO UNIDO	6
15	Ribera Alta del Ebro	Europa	01	UE-15	126	ALEMANIA	8
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	104	BULGARIA	43
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	120	NORUEGA	1
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	122	POLONIA	25
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	128	RUMANIA	92
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	132	SUIZA	4
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	135	UCRANIA	16
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	138	BIELORRUSIA	1
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	142	LITUANIA	5
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	143	REPUBLICA CHECA	3
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	144	REPUBLICA ESLOVACA	4
15	Ribera Alta del Ebro	Europa	02	Resto de Europa	154	RUSIA	1
15	Ribera Alta del Ebro	África	03	Magreb	203	ARGELIA	66
15	Ribera Alta del Ebro	África	03	Magreb	228	MARRUECOS	76
15	Ribera Alta del Ebro	África	03	Magreb	230	MAURITANIA	11
15	Ribera Alta del Ebro	África	04	Resto de África	202	ANGOLA	1
15	Ribera Alta del Ebro	África	04	Resto de África	213	EGIPTO	1
15	Ribera Alta del Ebro	África	04	Resto de África	220	GUINEA ECUATORIAL	2
15	Ribera Alta del Ebro	África	04	Resto de África	239	SENEGAL	1
16	Valdejalón	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	3
16	Valdejalón	América	06	Resto de América	303	MEXICO	7
16	Valdejalón	América	06	Resto de América	315	CUBA	6
16	Valdejalón	América	06	Resto de América	316	DOMINICA	2
16	Valdejalón	América	06	Resto de América	323	NICARAGUA	2
16	Valdejalón	América	06	Resto de América	326	REPUBLICA DOMINICANA	2
16	Valdejalón	América	06	Resto de América	340	ARGENTINA	2
16	Valdejalón	América	06	Resto de América	342	BRASIL	6
16	Valdejalón	América	06	Resto de América	343	COLOMBIA	34
16	Valdejalón	América	06	Resto de América	345	ECUADOR	71
16	Valdejalón	América	06	Resto de América	348	PERU	2
16	Valdejalón	América	06	Resto de América	350	URUGUAY	7
16	Valdejalón	Asia	07	Asia	416	JORDANIA	2
16	Valdejalón	Europa	01	UE-15	110	FRANCIA	7
16	Valdejalón	Europa	01	UE-15	121	PAISES BAJOS	1
16	Valdejalón	Europa	01	UE-15	123	PORTUGAL	33
16	Valdejalón	Europa	01	UE-15	125	REINO UNIDO	4
16	Valdejalón	Europa	01	UE-15	126	ALEMANIA	2
16	Valdejalón	Europa	02	Resto de Europa	104	BULGARIA	30
16	Valdejalón	Europa	02	Resto de Europa	112	HUNGRIA	1
16	Valdejalón	Europa	02	Resto de Europa	122	POLONIA	20
16	Valdejalón	Europa	02	Resto de Europa	128	RUMANIA	439
16	Valdejalón	Europa	02	Resto de Europa	132	SUIZA	2
16	Valdejalón	Europa	02	Resto de Europa	135	UCRANIA	55
16	Valdejalón	Europa	02	Resto de Europa	136	LETONIA	2
16	Valdejalón	Europa	02	Resto de Europa	137	MOLDAVA	1
16	Valdejalón	Europa	02	Resto de Europa	139	GEORGIA	5
16	Valdejalón	Europa	02	Resto de Europa	142	LITUANIA	1
16	Valdejalón	Europa	02	Resto de Europa	143	REPUBLICA CHECA	1
16	Valdejalón	Europa	02	Resto de Europa	144	REPUBLICA ESLOVACA	1
16	Valdejalón	Europa	02	Resto de Europa	148	ARMENIA	1
16	Valdejalón	Europa	02	Resto de Europa	154	RUSIA	4
16	Valdejalón	África	03	Magreb	203	ARGELIA	141
16	Valdejalón	África	03	Magreb	228	MARRUECOS	291
16	Valdejalón	África	03	Magreb	248	TUNEZ	1
16	Valdejalón	África	04	Resto de África	202	ANGOLA	1
16	Valdejalón	África	04	Resto de África	211	COSTA DE MARFIL	1
16	Valdejalón	África	04	Resto de África	217	GHANA	1
16	Valdejalón	África	04	Resto de África	219	GUINEA-BISSAU	1
16	Valdejalón	África	04	Resto de África	220	GUINEA ECUATORIAL	1
16	Valdejalón	África	04	Resto de África	234	NIGERIA	1
16	Valdejalón	África	04	Resto de África	239	SENEGAL	19
17	D.C. Zaragoza	 Apátridas y no consta	09	Apátridas y no consta	555	APÁTRIDAS	11
17	D.C. Zaragoza	 Apátridas y no consta	09	Apátridas y no consta	600	PALESTINA	2
17	D.C. Zaragoza	América	05	América del Norte	301	CANADA	13
17	D.C. Zaragoza	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	293
17	D.C. Zaragoza	América	06	Resto de América	303	MEXICO	141
17	D.C. Zaragoza	América	06	Resto de América	314	COSTA RICA	7
17	D.C. Zaragoza	América	06	Resto de América	315	CUBA	419
17	D.C. Zaragoza	América	06	Resto de América	316	DOMINICA	4
17	D.C. Zaragoza	América	06	Resto de América	317	EL SALVADOR	17
17	D.C. Zaragoza	América	06	Resto de América	319	GUATEMALA	16
17	D.C. Zaragoza	América	06	Resto de América	321	HONDURAS	67
17	D.C. Zaragoza	América	06	Resto de América	322	JAMAICA	1
17	D.C. Zaragoza	América	06	Resto de América	323	NICARAGUA	38
17	D.C. Zaragoza	América	06	Resto de América	324	PANAMA	17
17	D.C. Zaragoza	América	06	Resto de América	326	REPUBLICA DOMINICANA	443
17	D.C. Zaragoza	América	06	Resto de América	340	ARGENTINA	383
17	D.C. Zaragoza	América	06	Resto de América	341	BOLIVIA	37
17	D.C. Zaragoza	América	06	Resto de América	342	BRASIL	336
17	D.C. Zaragoza	América	06	Resto de América	343	COLOMBIA	2456
17	D.C. Zaragoza	América	06	Resto de América	344	CHILE	164
17	D.C. Zaragoza	América	06	Resto de América	345	ECUADOR	4992
17	D.C. Zaragoza	América	06	Resto de América	347	PARAGUAY	12
17	D.C. Zaragoza	América	06	Resto de América	348	PERU	313
17	D.C. Zaragoza	América	06	Resto de América	350	URUGUAY	69
17	D.C. Zaragoza	América	06	Resto de América	351	VENEZUELA	218
17	D.C. Zaragoza	Asia	07	Asia	404	BANGLADESH	11
17	D.C. Zaragoza	Asia	07	Asia	407	CHINA	509
17	D.C. Zaragoza	Asia	07	Asia	409	FILIPINAS	11
17	D.C. Zaragoza	Asia	07	Asia	410	INDIA	25
17	D.C. Zaragoza	Asia	07	Asia	412	IRAQ	1
17	D.C. Zaragoza	Asia	07	Asia	413	IRAN	5
17	D.C. Zaragoza	Asia	07	Asia	414	ISRAEL	1
17	D.C. Zaragoza	Asia	07	Asia	415	JAPON	11
17	D.C. Zaragoza	Asia	07	Asia	416	JORDANIA	26
17	D.C. Zaragoza	Asia	07	Asia	419	LAOS	1
17	D.C. Zaragoza	Asia	07	Asia	420	LIBANO	17
17	D.C. Zaragoza	Asia	07	Asia	421	MALASIA	2
17	D.C. Zaragoza	Asia	07	Asia	426	PAKISTAN	16
17	D.C. Zaragoza	Asia	07	Asia	430	COREA	20
17	D.C. Zaragoza	Asia	07	Asia	432	SINGAPUR	1
17	D.C. Zaragoza	Asia	07	Asia	433	SIRIA	22
17	D.C. Zaragoza	Asia	07	Asia	434	SRI LANKA	1
17	D.C. Zaragoza	Asia	07	Asia	435	TAILANDIA	4
17	D.C. Zaragoza	Asia	07	Asia	437	VIETNAM	1
17	D.C. Zaragoza	Asia	07	Asia	442	AZERBAIYAN	5
17	D.C. Zaragoza	Asia	07	Asia	443	KAZAJSTAN	1
17	D.C. Zaragoza	Asia	07	Asia	447	UZBEKISTAN	4
17	D.C. Zaragoza	Europa	01	UE-15	102	AUSTRIA	15
17	D.C. Zaragoza	Europa	01	UE-15	103	BELGICA	41
17	D.C. Zaragoza	Europa	01	UE-15	107	DINAMARCA	12
17	D.C. Zaragoza	Europa	01	UE-15	109	FINLANDIA	7
17	D.C. Zaragoza	Europa	01	UE-15	110	FRANCIA	492
17	D.C. Zaragoza	Europa	01	UE-15	111	GRECIA	2
17	D.C. Zaragoza	Europa	01	UE-15	113	IRLANDA	25
17	D.C. Zaragoza	Europa	01	UE-15	115	ITALIA	346
17	D.C. Zaragoza	Europa	01	UE-15	121	PAISES BAJOS	79
17	D.C. Zaragoza	Europa	01	UE-15	123	PORTUGAL	444
17	D.C. Zaragoza	Europa	01	UE-15	125	REINO UNIDO	190
17	D.C. Zaragoza	Europa	01	UE-15	126	ALEMANIA	188
17	D.C. Zaragoza	Europa	01	UE-15	131	SUECIA	17
17	D.C. Zaragoza	Europa	02	Resto de Europa	101	ALBANIA	16
17	D.C. Zaragoza	Europa	02	Resto de Europa	104	BULGARIA	128
17	D.C. Zaragoza	Europa	02	Resto de Europa	112	HUNGRIA	20
17	D.C. Zaragoza	Europa	02	Resto de Europa	118	MALTA	1
17	D.C. Zaragoza	Europa	02	Resto de Europa	119	MONACO	1
17	D.C. Zaragoza	Europa	02	Resto de Europa	120	NORUEGA	7
17	D.C. Zaragoza	Europa	02	Resto de Europa	122	POLONIA	142
17	D.C. Zaragoza	Europa	02	Resto de Europa	124	ANDORRA	3
17	D.C. Zaragoza	Europa	02	Resto de Europa	128	RUMANIA	1766
17	D.C. Zaragoza	Europa	02	Resto de Europa	132	SUIZA	18
17	D.C. Zaragoza	Europa	02	Resto de Europa	135	UCRANIA	381
17	D.C. Zaragoza	Europa	02	Resto de Europa	136	LETONIA	1
17	D.C. Zaragoza	Europa	02	Resto de Europa	137	MOLDAVA	41
17	D.C. Zaragoza	Europa	02	Resto de Europa	138	BIELORRUSIA	29
17	D.C. Zaragoza	Europa	02	Resto de Europa	139	GEORGIA	4
17	D.C. Zaragoza	Europa	02	Resto de Europa	142	LITUANIA	7
17	D.C. Zaragoza	Europa	02	Resto de Europa	143	REPUBLICA CHECA	15
17	D.C. Zaragoza	Europa	02	Resto de Europa	144	REPUBLICA ESLOVACA	3
17	D.C. Zaragoza	Europa	02	Resto de Europa	145	BOSNIA Y HERZEGOVINA	17
17	D.C. Zaragoza	Europa	02	Resto de Europa	146	CROACIA	5
17	D.C. Zaragoza	Europa	02	Resto de Europa	147	ESLOVENIA	2
17	D.C. Zaragoza	Europa	02	Resto de Europa	148	ARMENIA	11
17	D.C. Zaragoza	Europa	02	Resto de Europa	154	RUSIA	175
17	D.C. Zaragoza	Europa	02	Resto de Europa	155	YUGOSLAVIA	22
17	D.C. Zaragoza	Europa	02	Resto de Europa	436	TURQUIA	9
17	D.C. Zaragoza	Oceanía	08	Oceanía	501	AUSTRALIA	9
17	D.C. Zaragoza	Oceanía	08	Oceanía	504	NUEVA ZELANDA	2
17	D.C. Zaragoza	África	03	Magreb	203	ARGELIA	1036
17	D.C. Zaragoza	África	03	Magreb	224	LIBIA	6
17	D.C. Zaragoza	África	03	Magreb	228	MARRUECOS	2048
17	D.C. Zaragoza	África	03	Magreb	230	MAURITANIA	67
17	D.C. Zaragoza	África	03	Magreb	248	TUNEZ	24
17	D.C. Zaragoza	África	04	Resto de África	202	ANGOLA	50
17	D.C. Zaragoza	África	04	Resto de África	204	BENIN	2
17	D.C. Zaragoza	África	04	Resto de África	207	CABO VERDE	217
17	D.C. Zaragoza	África	04	Resto de África	208	CAMERUN	75
17	D.C. Zaragoza	África	04	Resto de África	210	CONGO	28
17	D.C. Zaragoza	África	04	Resto de África	211	COSTA DE MARFIL	29
17	D.C. Zaragoza	África	04	Resto de África	213	EGIPTO	50
17	D.C. Zaragoza	África	04	Resto de África	214	ETIOPIA	1
17	D.C. Zaragoza	África	04	Resto de África	215	GABON	2
17	D.C. Zaragoza	África	04	Resto de África	216	GAMBIA	539
17	D.C. Zaragoza	África	04	Resto de África	217	GHANA	368
17	D.C. Zaragoza	África	04	Resto de África	218	GUINEA	234
17	D.C. Zaragoza	África	04	Resto de África	219	GUINEA-BISSAU	25
17	D.C. Zaragoza	África	04	Resto de África	220	GUINEA ECUATORIAL	444
17	D.C. Zaragoza	África	04	Resto de África	221	KENIA	5
17	D.C. Zaragoza	África	04	Resto de África	223	LIBERIA	28
17	D.C. Zaragoza	África	04	Resto de África	227	MALI	128
17	D.C. Zaragoza	África	04	Resto de África	231	MOZAMBIQUE	3
17	D.C. Zaragoza	África	04	Resto de África	234	NIGERIA	201
17	D.C. Zaragoza	África	04	Resto de África	235	REPUBLICA CENTROAFRICANA	3
17	D.C. Zaragoza	África	04	Resto de África	236	SUDAFRICA	8
17	D.C. Zaragoza	África	04	Resto de África	237	RUANDA	2
17	D.C. Zaragoza	África	04	Resto de África	238	SANTO TOME Y PRINCIPE	1
17	D.C. Zaragoza	África	04	Resto de África	239	SENEGAL	655
17	D.C. Zaragoza	África	04	Resto de África	241	SIERRA LEONA	13
17	D.C. Zaragoza	África	04	Resto de África	242	SOMALIA	1
17	D.C. Zaragoza	África	04	Resto de África	243	SUDAN	5
17	D.C. Zaragoza	África	04	Resto de África	246	CHAD	2
17	D.C. Zaragoza	África	04	Resto de África	247	TOGO	5
17	D.C. Zaragoza	África	04	Resto de África	250	REP.DEMOCRATICA DEL CONGO	31
17	D.C. Zaragoza	África	04	Resto de África	251	ZAMBIA	1
18	Ribera Baja del Ebro	América	05	América del Norte	302	ESTADOS UNIDOS DE AMERICA	1
18	Ribera Baja del Ebro	América	06	Resto de América	315	CUBA	6
18	Ribera Baja del Ebro	América	06	Resto de América	323	NICARAGUA	1
18	Ribera Baja del Ebro	América	06	Resto de América	326	REPUBLICA DOMINICANA	26
18	Ribera Baja del Ebro	América	06	Resto de América	340	ARGENTINA	3
18	Ribera Baja del Ebro	América	06	Resto de América	343	COLOMBIA	10
18	Ribera Baja del Ebro	América	06	Resto de América	345	ECUADOR	1
18	Ribera Baja del Ebro	América	06	Resto de América	348	PERU	2
18	Ribera Baja del Ebro	Europa	01	UE-15	110	FRANCIA	5
18	Ribera Baja del Ebro	Europa	01	UE-15	115	ITALIA	2
18	Ribera Baja del Ebro	Europa	01	UE-15	121	PAISES BAJOS	1
18	Ribera Baja del Ebro	Europa	01	UE-15	123	PORTUGAL	5
18	Ribera Baja del Ebro	Europa	02	Resto de Europa	104	BULGARIA	8
18	Ribera Baja del Ebro	Europa	02	Resto de Europa	122	POLONIA	6
18	Ribera Baja del Ebro	Europa	02	Resto de Europa	128	RUMANIA	11
18	Ribera Baja del Ebro	Europa	02	Resto de Europa	132	SUIZA	1
18	Ribera Baja del Ebro	Europa	02	Resto de Europa	135	UCRANIA	4
18	Ribera Baja del Ebro	Europa	02	Resto de Europa	143	REPUBLICA CHECA	2
18	Ribera Baja del Ebro	África	03	Magreb	203	ARGELIA	2
18	Ribera Baja del Ebro	África	03	Magreb	228	MARRUECOS	41
18	Ribera Baja del Ebro	África	04	Resto de África	216	GAMBIA	1
18	Ribera Baja del Ebro	África	04	Resto de África	239	SENEGAL	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	América	06	Resto de América	303	MEXICO	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	América	06	Resto de América	315	CUBA	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	América	06	Resto de América	326	REPUBLICA DOMINICANA	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	América	06	Resto de América	340	ARGENTINA	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	América	06	Resto de América	343	COLOMBIA	14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	América	06	Resto de América	345	ECUADOR	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	América	06	Resto de América	351	VENEZUELA	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Asia	07	Asia	410	INDIA	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Asia	07	Asia	426	PAKISTAN	77
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	01	UE-15	110	FRANCIA	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	01	UE-15	115	ITALIA	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	01	UE-15	121	PAISES BAJOS	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	01	UE-15	123	PORTUGAL	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	01	UE-15	126	ALEMANIA	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	02	Resto de Europa	112	HUNGRIA	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	02	Resto de Europa	122	POLONIA	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	02	Resto de Europa	128	RUMANIA	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	02	Resto de Europa	135	UCRANIA	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	02	Resto de Europa	143	REPUBLICA CHECA	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Europa	02	Resto de Europa	144	REPUBLICA ESLOVACA	1
