Municipio código	Municipio nombre	Estado	Número de edificios
50283	Villadoz	Deficiente	1
50283	Villadoz	Bueno	72
50284	Villafeliche	Ruinoso	1
50284	Villafeliche	Malo	3
50284	Villafeliche	Deficiente	19
50284	Villafeliche	Bueno	240
50285	Villafranca de Ebro	Ruinoso	1
50285	Villafranca de Ebro	Deficiente	4
50285	Villafranca de Ebro	Bueno	289
50286	Villalba de Perejil	Deficiente	5
50286	Villalba de Perejil	Bueno	43
50287	Villalengua	Ruinoso	2
50287	Villalengua	Malo	1
50287	Villalengua	Bueno	305
50288	Villanueva de Gállego	Ruinoso	2
50288	Villanueva de Gállego	Malo	6
50288	Villanueva de Gállego	Deficiente	23
50288	Villanueva de Gállego	Bueno	1043
50289	Villanueva de Jiloca	Deficiente	7
50289	Villanueva de Jiloca	Bueno	123
50290	Villanueva de Huerva	Malo	8
50290	Villanueva de Huerva	Deficiente	21
50290	Villanueva de Huerva	Bueno	369
50291	Villar de los Navarros	Ruinoso	8
50291	Villar de los Navarros	Malo	1
50291	Villar de los Navarros	Deficiente	58
50291	Villar de los Navarros	Bueno	126
50292	Villarreal de Huerva	Ruinoso	1
50292	Villarreal de Huerva	Malo	3
50292	Villarreal de Huerva	Deficiente	2
50292	Villarreal de Huerva	Bueno	127
50293	Villarroya de la Sierra	Malo	6
50293	Villarroya de la Sierra	Deficiente	36
50293	Villarroya de la Sierra	Bueno	419
50294	Villarroya del Campo	Ruinoso	3
50294	Villarroya del Campo	Malo	2
50294	Villarroya del Campo	Deficiente	3
50294	Villarroya del Campo	Bueno	61
50295	Vistabella	Malo	1
50295	Vistabella	Deficiente	2
50295	Vistabella	Bueno	162
50296	Zaida (La)	Ruinoso	23
50296	Zaida (La)	Malo	4
50296	Zaida (La)	Deficiente	30
50296	Zaida (La)	Bueno	241
50297	Zaragoza	Ruinoso	339
50297	Zaragoza	Malo	618
50297	Zaragoza	Deficiente	2122
50297	Zaragoza	Bueno	32287
50298	Zuera	Ruinoso	22
50298	Zuera	Malo	19
50298	Zuera	Deficiente	68
50298	Zuera	Bueno	1985
50901	Biel	Ruinoso	1
50901	Biel	Malo	6
50901	Biel	Deficiente	15
50901	Biel	Bueno	152
50902	Marracos	Ruinoso	2
50902	Marracos	Malo	3
50902	Marracos	Deficiente	3
50902	Marracos	Bueno	65
