Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2003	50073	Cariñena	2041	37606	37606	206834	206834
2003	50074	Caspe	6757	140645	140645	862306	860207
2003	50075	Castejón de Alarba	202	805	805	3220	3220
2003	50076	Castejón de las Armas	235	885	885	3542	3542
2003	50077	Castejón de Valdejasa	395	2092	2092	12550	12550
2003	50078	Castiliscar	409	3927	3927	29450	29450
2003	50079	Cervera de la Cañada	478	2888	2888	11553	11553
2003	50080	Cerveruela	245	259	259	1035	1035
2003	50081	Cetina	898	10972	10972	49372	49372
2003	50082	Cimballa	332	1716	1716	10298	10298
2003	50083	Cinco Olivas	185	1806	1486	5944	5944
2003	50084	Clarés de Ribota	338	776	776	3102	3102
2003	50085	Codo	360	2709	2709	10836	10836
2003	50086	Codos	561	2719	2719	10874	10874
2003	50087	Contamina	121	388	388	2718	2718
2003	50088	Cosuenda	616	4665	4665	36387	36387
2003	50089	Cuarte de Huerva	2503	121652	121652	729911	725655
2003	50090	Cubel	371	2230	2230	8919	8919
2003	50091	Cuerlas (Las)	203	988	988	5534	5534
2003	50092	Chiprana	570	8319	8319	33276	33276
2003	50093	Chodes	215	1495	1495	5981	5981
2003	50094	Daroca	2227	44533	44533	200398	200398
2003	50095	Ejea de los Caballeros	10966	220182	220182	1321091	1320950
2003	50096	Embid de Ariza	225	814	814	3257	3257
2003	50098	Encinacorba	389	2612	2612	18284	18284
2003	50099	Épila	3014	64539	64539	450484	450484
2003	50100	Erla	434	4880	4880	27330	27330
2003	50101	Escatrón	1308	28396	25182	151269	151269
2003	50102	Fabara	1064	15851	15851	109373	109373
2003	50104	Farlete	337	4145	4145	16581	16581
2003	50105	Fayón	318	7747	7747	65849	64633
2003	50106	Fayos (Los)	249	1363	1363	6813	6813
2003	50107	Figueruelas	817	115391	115391	576956	547819
2003	50108	Fombuena	126	198	198	791	791
2003	50109	Frago (El)	195	763	763	4577	4577
2003	50110	Frasno (El)	926	7124	7124	35622	35622
2003	50111	Fréscano	220	1769	1769	11498	11498
2003	50113	Fuendejalón	787	7896	7896	39481	39481
2003	50114	Fuendetodos	230	2061	2061	8245	8245
2003	50115	Fuentes de Ebro	2406	41191	41191	247147	247147
2003	50116	Fuentes de Jiloca	456	3032	3032	18193	18193
2003	50117	Gallocanta	258	1917	1917	10928	10928
2003	50118	Gallur	2024	38365	38365	306922	269269
2003	50119	Gelsa	893	14014	14014	90191	90191
2003	50120	Godojos	210	1106	1106	4424	4424
2003	50121	Gotor	389	2064	2064	10319	10319
2003	50122	Grisel	184	899	899	3594	3594
2003	50123	Grisén	399	6266	6266	31328	31328
2003	50124	Herrera de los Navarros	1147	6698	6698	26791	26791
2003	50125	Ibdes	844	6890	6890	41341	41341
2003	50126	Illueca	2964	33955	33955	169775	151392
2003	50128	Isuerre	96	585	585	4684	4684
2003	50129	Jaraba	444	5246	5246	36722	36722
2003	50130	Jarque	1004	5942	5942	29709	29709
2003	50131	Jaulín	321	2772	2772	12474	12474
2003	50132	Joyosa (La)	416	15303	15303	70547	46566
2003	50133	Lagata	243	1133	1133	4533	4533
2003	50134	Langa del Castillo	392	1995	1995	7979	7979
2003	50135	Layana	148	1339	1339	8035	8035
2003	50136	Lécera	857	8364	8364	41818	41818
2003	50137	Leciñena	818	22371	16556	66226	66226
2003	50138	Lechón	59	440	440	1759	1759
2003	50139	Letux	537	3968	3968	15871	15871
2003	50140	Litago	383	1466	1466	8799	8799
2003	50141	Lituénigo	354	1101	1101	5506	5506
2003	50142	Lobera de Onsella	178	766	766	4750	4750
2003	50143	Longares	736	8176	8176	47420	47420
2003	50144	Longás	122	377	377	2340	2340
2003	50146	Lucena de Jalón	292	3327	3327	19960	19960
2003	50147	Luceni	815	15984	15984	75126	57080
2003	50148	Luesia	498	3045	3045	17055	17055
2003	50149	Luesma	176	477	477	1909	1909
2003	50150	Lumpiaque	884	10084	10084	50421	50421
2003	50151	Luna	937	10807	10807	54034	54034
2003	50152	Maella	1437	24144	24144	118303	118303
2003	50153	Magallón	934	17152	17152	97944	57691
2003	50154	Mainar	186	1408	1408	5632	5632
2003	50155	Malanquilla	300	1057	1057	4228	4228
2003	50156	Maleján	267	1937	1937	16468	16468
2003	50157	Malón	418	4543	4543	36347	36347
2003	50159	Maluenda	761	9513	9513	47564	47564
2003	50160	Mallén	1869	47691	47691	219379	156707
2003	50161	Manchones	231	1198	1198	7187	7187
2003	50162	Mara	327	2611	2611	10444	10444
2003	50163	María de Huerva	1277	39276	39276	196380	196380
2003	50164	Mediana de Aragón	326	2310	2310	9238	9238
2003	50165	Mequinenza	1549	37763	37763	304907	304907
2003	50166	Mesones de Isuela	511	3055	3055	12220	12220
2003	50167	Mezalocha	261	1353	1353	8120	8120
2003	50168	Mianos	51	395	395	2371	2371
2003	50169	Miedes de Aragón	532	3740	3740	14960	14960
2003	50170	Monegrillo	350	4344	4344	23893	23893
2003	50171	Moneva	286	1213	1213	6005	6005
2003	50172	Monreal de Ariza	387	2424	2424	12122	12122
2003	50173	Monterde	521	2502	2502	15012	15012
2003	50174	Montón	192	902	902	3609	3609
2003	50175	Morata de Jalón	1476	19995	19995	79981	79981
2003	50176	Morata de Jiloca	489	3472	3472	24302	24302
2003	50177	Morés	693	6178	6178	30889	30889
2003	50178	Moros	714	2515	2515	15088	15088
2003	50179	Moyuela	552	4074	4074	16296	16296
2003	50180	Mozota	207	1327	1327	7961	7961
2003	50181	Muel	1214	26359	26359	152879	152879
2003	50182	Muela (La)	1775	51953	51953	259766	259766
2003	50183	Munébrega	536	3109	3109	17413	17413
2003	50184	Murero	222	1080	1080	6481	6481
2003	50185	Murillo de Gállego	423	2746	2746	12357	12357
2003	50186	Navardún	150	832	832	5161	5161
2003	50187	Nigüella	215	893	893	3573	3573
2003	50188	Nombrevilla	86	339	339	1357	1357
2003	50189	Nonaspe	1105	12293	12293	73760	73760
2003	50190	Novallas	681	6878	6878	58460	58460
2003	50191	Novillas	434	7505	5854	35122	35122
2003	50192	Nuévalos	568	7870	7870	47218	47218
2003	50193	Nuez de Ebro	612	14733	14733	103132	103132
2003	50194	Olvés	288	856	856	7273	7273
2003	50195	Orcajo	205	658	658	2633	2633
2003	50196	Orera	158	1717	1717	6869	6869
2003	50197	Orés	260	951	951	6274	6274
2003	50198	Oseja	105	212	212	848	848
2003	50199	Osera de Ebro	439	8876	8876	62129	48979
2003	50200	Paniza	649	6237	6237	42412	42412
2003	50201	Paracuellos de Jiloca	518	7176	7176	43057	43057
2003	50202	Paracuellos de la Ribera	386	1424	1424	9255	9255
2003	50203	Pastriz	881	21891	17400	104398	104398
2003	50204	Pedrola	1910	63849	63849	351168	304845
2003	50205	Pedrosas (Las)	149	899	899	5842	5842
2003	50206	Perdiguera	422	5789	5789	34737	34737
2003	50207	Piedratajada	145	1313	1313	6565	6565
2003	50208	Pina de Ebro	1385	53120	53120	265602	163685
2003	50209	Pinseque	2109	116153	49053	269789	269670
2003	50210	Pintanos (Los)	190	605	605	3630	3630
2003	50211	Plasencia de Jalón	362	3809	3809	15235	15235
2003	50212	Pleitas	62	358	358	1673	1673
2003	50213	Plenas	434	1871	1871	7485	7485
2003	50214	Pomer	202	1153	619	2476	2476
2003	50215	Pozuel de Ariza	243	855	855	3420	3420
2003	50216	Pozuelo de Aragón	378	3188	3188	14344	14344
2003	50217	Pradilla de Ebro	516	7893	6136	47787	47787
2003	50218	Puebla de Albortón	199	1178	1178	4714	4714
2003	50219	Puebla de Alfindén (La)	2470	162292	108275	443927	443843
2003	50220	Puendeluna	112	665	665	5322	5322
2003	50221	Purujosa	205	172	172	689	689
2003	50222	Quinto	1426	21201	21201	101766	101766
2003	50223	Remolinos	770	8861	8861	53166	53166
2003	50224	Retascón	117	684	684	2737	2737
2003	50225	Ricla	1552	19595	19595	117568	117568
2003	50227	Romanos	146	1380	1380	5519	5519
2003	50228	Rueda de Jalón	361	3085	3085	20053	20053
2003	50229	Ruesca	90	549	549	2198	2198
2003	50230	Sádaba	1347	20916	20916	116292	116292
2003	50231	Salillas de Jalón	386	3505	3505	21033	21033
2003	50232	Salvatierra de Esca	385	2291	2291	13747	13747
2003	50233	Samper del Salz	179	742	742	2970	2970
2003	50234	San Martín de la Virgen de Moncayo	669	4606	4606	29942	29942
2003	50235	San Mateo de Gállego	2021	40627	40627	268135	268135
2003	50236	Santa Cruz de Grío	366	1998	1998	12986	12986
2003	50237	Santa Cruz de Moncayo	185	737	737	3315	3315
2003	50238	Santa Eulalia de Gállego	253	1463	1463	6585	6585
2003	50239	Santed	130	616	616	3448	3448
2003	50240	Sástago	1081	23229	20633	86660	86660
2003	50241	Saviñán	641	7787	7787	66192	66192
2003	50242	Sediles	160	685	685	4792	4792
2003	50243	Sestrica	722	4196	4196	20980	20980
2003	50244	Sierra de Luna	347	3888	2593	20741	20741
2003	50245	Sigüés	258	1780	1780	10678	10678
2003	50246	Sisamón	363	1563	1563	6250	6250
2003	50247	Sobradiel	389	12045	12045	48180	37281
2003	50248	Sos del Rey Católico	767	7908	7908	49029	49029
2003	50249	Tabuenca	745	3968	3968	19841	19841
2003	50250	Talamantes	215	821	821	3282	3282
2003	50251	Tarazona	9395	129044	129044	926539	921770
2003	50252	Tauste	4733	86745	86745	607217	607217
2003	50253	Terrer	642	8137	8137	56958	56958
2003	50254	Tierga	398	1976	1976	7905	7905
2003	50255	Tobed	458	2768	2768	17991	17991
2003	50256	Torralba de los Frailes	327	1781	1781	7123	7123
2003	50257	Torralba de Ribota	316	1750	1750	7000	7000
2003	50258	Torralbilla	218	963	963	3851	3851
2003	50259	Torrehermosa	208	1406	1406	5622	5622
2003	50260	Torrelapaja	133	649	649	2598	2598
2003	50261	Torrellas	503	3117	3117	18700	18700
2003	50262	Torres de Berrellén	951	16180	16180	64721	63235
2003	50263	Torrijo de la Cañada	670	2524	2524	15146	15146
2003	50264	Tosos	394	1976	1976	11856	11856
2003	50265	Trasmoz	180	939	939	3756	3756
2003	50266	Trasobares	601	1729	1729	6917	6917
2003	50267	Uncastillo	924	7369	7369	55264	55264
2003	50268	Undués de Lerda	141	568	568	3522	3522
2003	50269	Urrea de Jalón	403	4002	4002	26012	26012
2003	50270	Urriés	140	613	613	2451	2451
2003	50271	Used	601	5152	5152	20609	20609
2003	50272	Utebo	8381	386308	231451	1365559	1356542
2003	50273	Valdehorna	126	481	481	1925	1925
2003	50274	Val de San Martín	120	397	397	1587	1587
2003	50275	Valmadrid	98	787	787	3148	3148
2003	50276	Valpalmas	196	1444	1444	11549	11549
2003	50277	Valtorres	252	1636	1636	6546	6546
2003	50278	Velilla de Ebro	336	3820	3820	29799	29799
2003	50279	Velilla de Jiloca	288	1414	1414	8483	8483
2003	50280	Vera de Moncayo	672	3679	3679	20600	20600
2003	50281	Vierlas	113	1005	1005	6027	6027
2003	50282	Vilueña (La)	177	1370	1370	6165	6165
2003	50283	Villadoz	163	896	896	3584	3584
2003	50284	Villafeliche	368	2734	2734	13672	13672
2003	50285	Villafranca de Ebro	491	21522	21522	144198	144198
2003	50286	Villalba de Perejil	90	501	501	2005	2005
2003	50287	Villalengua	598	2344	2344	14064	14064
2003	50288	Villanueva de Gállego	2147	137244	85842	429208	429208
2003	50289	Villanueva de Jiloca	259	994	994	3977	3977
2003	50290	Villanueva de Huerva	598	5487	5487	32923	32923
2003	50291	Villar de los Navarros	429	1982	1982	11889	11889
2003	50292	Villarreal de Huerva	241	3422	3422	13689	13689
2003	50293	Villarroya de la Sierra	1094	4454	4454	26727	26727
2003	50294	Villarroya del Campo	141	853	853	3412	3412
2003	50295	Vistabella	221	916	916	6139	6139
2003	50296	Zaida (La)	465	15710	12410	49638	49638
2003	50297	Zaragoza	411907	16369495	16369495	65477981	65108062
2003	50298	Zuera	4286	264457	134262	805574	805364
2003	50901	Biel	520	3059	3059	16825	16825
2003	50902	Marracos	108	1234	1234	8019	8019
2004	22001	Abiego	386	3049	3049	18294	18294
2004	22002	Abizanda	86	11341	11341	96399	96399
2004	22003	Adahuesca	157	1706	1706	10236	10236
2004	22004	Agüero	381	1621	1621	12158	12158
2004	22006	Aísa	2860	52611	52611	447194	447194
2004	22007	Albalate de Cinca	726	11019	11019	66114	66114
2004	22008	Albalatillo	259	2688	2688	10752	10752
2004	22009	Albelda	776	8122	8122	40610	40610
2004	22011	Albero Alto	87	853	853	3412	3412
2004	22012	Albero Bajo	97	1126	1126	9571	9571
2004	22013	Alberuela de Tubo	160	2057	2057	10285	10285
2004	22014	Alcalá de Gurrea	349	29444	29444	250274	250274
2004	22015	Alcalá del Obispo	382	4157	4157	16628	16628
2004	22016	Alcampell	877	9554	9554	60190	60190
2004	22017	Alcolea de Cinca	1156	16644	15932	111524	111524
2004	22018	Alcubierre	384	3619	3619	21352	21352
2004	22019	Alerre	164	3709	3709	18545	18545
2004	22020	Alfántega	132	919	919	6893	6893
2004	22021	Almudévar	1839	51240	25724	169521	169521
2004	22022	Almunia de San Juan	556	6858	6858	39776	39776
2004	22023	Almuniente	343	3470	3470	23943	23943
2004	22024	Alquézar	360	3545	3545	23043	23043
2004	22025	Altorricón	971	14949	14949	94777	94777
2004	22027	Angüés	515	4562	4562	18248	18248
2004	22028	Ansó	668	5303	5290	37030	37030
2004	22029	Antillón	118	694	694	4511	4511
2004	22032	Aragüés del Puerto	207	2004	2004	12024	12024
2004	22035	Arén	431	4102	4102	20510	20510
2004	22036	Argavieso	113	850	850	3400	3400
2004	22037	Arguis	293	3714	3714	22284	22226
2004	22039	Ayerbe	1153	12549	12549	112941	112941
2004	22040	Azanuy-Alins	357	2245	2245	19083	19083
2004	22041	Azara	164	1373	1373	6865	6865
2004	22042	Azlor	184	1277	1277	8939	8939
2004	22043	Baells	193	1427	1427	4281	4281
2004	22044	Bailo	405	2405	2405	15633	15633
2004	22045	Baldellou	245	3628	3628	14512	14512
2004	22046	Ballobar	936	15047	11850	75840	75840
2004	22047	Banastás	138	3407	3407	13628	13628
2004	22048	Barbastro	11864	359396	274492	1921444	1920797
2004	22049	Barbués	85	808	808	3232	3232
2004	22050	Barbuñales	116	1154	1154	6924	6924
2004	22051	Bárcabo	168	1402	1401	5604	5604
2004	22052	Belver de Cinca	841	11130	11130	38955	38955
2004	22053	Benabarre	1265	12723	12723	99239	99239
2004	22054	Benasque	4002	98615	98588	552093	552093
2004	22055	Berbegal	323	2636	2636	11862	11862
2004	22057	Bielsa	555	13938	13931	83586	83586
2004	22058	Bierge	377	3181	3169	19014	19014
2004	22059	Biescas	4411	152500	81353	610148	610148
2004	22060	Binaced	1034	17380	17380	86900	86900
2004	22061	Binéfar	5682	152872	131003	1068984	1068984
2004	22062	Bisaurri	167	1532	1532	6894	6894
2004	22063	Biscarrués	268	2479	2479	21072	21072
2004	22064	Blecua y Torres	201	1635	1635	7358	7358
2004	22066	Boltaña	1052	16750	16739	125543	124880
2004	22067	Bonansa	75	2014	2014	12084	12084
2004	22068	Borau	103	999	999	5994	5994
2004	22069	Broto	861	10994	10985	63713	63713
2004	22072	Caldearenas	263	4163	4163	27060	27060
2004	22074	Campo	506	9114	9114	54684	54684
2004	22075	Camporrells	308	1923	1923	10577	10577
2004	22076	Canal de Berdún	620	4699	4699	28194	28194
2004	22077	Candasnos	367	29115	25703	115664	29932
2004	22078	Canfranc	1551	29551	29551	192082	192082
2004	22079	Capdesaso	169	1682	1682	9251	9251
2004	22080	Capella	422	2882	2882	12969	12969
2004	22081	Casbas de Huesca	494	3604	3604	21624	21624
2004	22082	Castejón del Puente	357	4493	4493	23364	23364
2004	22083	Castejón de Monegros	555	6780	6780	30510	30510
2004	22084	Castejón de Sos	804	12378	12368	98944	98944
2004	22085	Castelflorite	101	1330	1330	5985	5985
2004	22086	Castiello de Jaca	815	14600	14600	80300	80300
2004	22087	Castigaleu	58	299	299	1196	1196
2004	22088	Castillazuelo	250	1423	1423	9961	9961
2004	22089	Castillonroy	410	5180	5180	25900	25900
2004	22090	Colungo	128	813	813	3252	3252
2004	22094	Chalamera	125	993	993	4965	4965
2004	22095	Chía	100	1506	1506	6024	6024
2004	22096	Chimillas	182	3663	3663	14652	14652
2004	22099	Esplús	638	5990	5990	35940	35940
2004	22102	Estada	200	3586	3586	14344	14344
2004	22103	Estadilla	799	14810	14810	59240	59240
2004	22105	Estopiñán del Castillo	235	6384	6384	51072	51072
2004	22106	Fago	139	474	474	2370	2370
2004	22107	Fanlo	214	649	649	5517	5517
2004	22109	Fiscal	483	5728	5718	51462	51462
2004	22110	Fonz	1026	8772	8772	54036	54036
2004	22111	Foradada del Toscar	204	1849	1849	7396	7396
2004	22112	Fraga	8637	219594	201873	1736108	1507296
2004	22113	Fueva (La)	386	22424	22424	145756	145756
2004	22114	Gistaín	134	862	862	4310	4310
2004	22115	Grado (El)	695	40065	22066	108123	107957
2004	22116	Grañén	1352	36859	19990	137931	137931
2004	22117	Graus	4148	52853	52853	380542	380542
2004	22119	Gurrea de Gállego	1245	33874	16181	105177	105177
2004	22122	Hoz de Jaca	190	4431	4431	17724	17724
2004	22124	Huerto	380	3149	3149	12596	12596
2004	22125	Huesca	41346	1306426	931927	8387343	8303016
2004	22126	Ibieca	140	918	918	4590	4590
2004	22127	Igriés	228	4393	4393	26358	26051
2004	22128	Ilche	253	1676	1676	6704	6704
2004	22129	Isábena	315	3987	3987	15948	15948
2004	22130	Jaca	23133	538458	538438	4038285	4025932
2004	22131	Jasa	207	1256	1256	7536	7536
2004	22133	Labuerda	213	2911	2902	15961	15961
2004	22135	Laluenga	243	2520	2520	15120	15120
2004	22136	Lalueza	730	9944	9944	82535	82535
2004	22137	Lanaja	1187	13610	13610	106158	106158
2004	22139	Laperdiguera	109	665	665	2660	2660
2004	22141	Lascellas-Ponzano	258	1824	1824	10944	10944
2004	22142	Lascuarre	189	1225	1225	9800	9800
2004	22143	Laspaúles	338	2574	2570	12850	12850
2004	22144	Laspuña	218	2533	2533	15198	15198
2004	22149	Loarre	751	4193	4193	16772	16772
2004	22150	Loporzano	641	6806	6806	40836	40836
2004	22151	Loscorrales	215	1020	1020	4080	4080
2004	22155	Monesma y Cajigar	52	301	301	2107	2107
2004	22156	Monflorite-Lascasas	309	3141	3141	17276	17276
2004	22157	Montanuy	300	67960	67952	407712	407712
2004	22158	Monzón	11331	225304	212877	2022332	2022332
2004	22160	Naval	245	9372	9372	79662	79662
2004	22162	Novales	136	1410	1410	5640	5640
2004	22163	Nueno	543	10950	10950	71175	71010
2004	22164	Olvena	81	509	509	2036	2036
2004	22165	Ontiñena	554	4864	4864	17024	17024
2004	22167	Osso de Cinca	403	4999	4999	24995	24995
2004	22168	Palo	43	1004	1004	6024	6024
2004	22170	Panticosa	2179	44316	44316	221580	221580
2004	22172	Peñalba	471	20602	20602	92709	27428
2004	22173	Peñas de Riglos (Las)	581	5892	5892	35352	35352
2004	22174	Peralta de Alcofea	696	6104	6104	54936	54936
2004	22175	Peralta de Calasanz	424	4018	4018	20090	20090
2004	22176	Peraltilla	160	1359	1359	7475	7475
2004	22177	Perarrúa	196	1857	1857	7428	7428
2004	22178	Pertusa	179	1823	1823	14219	14219
2004	22181	Piracés	90	500	500	2750	2750
2004	22182	Plan	375	5249	5244	31464	31418
2004	22184	Poleñino	184	2270	2270	16344	16344
2004	22186	Pozán de Vero	223	1576	1576	11347	11347
2004	22187	Puebla de Castro (La)	738	15871	11971	50278	50278
2004	22188	Puente de Montañana	291	1377	1377	7711	7711
2004	22189	Puértolas	150	1512	1507	6028	6028
2004	22190	Pueyo de Araguás (El)	107	810	810	4050	4050
2004	22193	Pueyo de Santa Cruz	228	2380	2380	19040	19040
2004	22195	Quicena	187	2660	2660	10640	10640
2004	22197	Robres	477	7661	7661	45966	45966
2004	22199	Sabiñánigo	8244	157387	142489	1310899	1310899
2004	22200	Sahún	674	17121	17121	111287	111287
2004	22201	Salas Altas	297	2217	2217	13302	13302
2004	22202	Salas Bajas	153	1374	1374	4122	4122
2004	22203	Salillas	127	1010	1010	4040	4040
2004	22204	Sallent de Gállego	4372	86919	86905	477978	477978
2004	22205	San Esteban de Litera	801	10485	7116	60486	60486
2004	22206	Sangarrén	193	2656	2656	21248	21248
2004	22207	San Juan de Plan	126	1224	1224	6120	6120
2004	22208	Santa Cilia	211	1599	1599	9594	9594
2004	22209	Santa Cruz de la Serós	195	2151	2151	10755	10755
2004	22212	Santaliestra y San Quílez	101	870	870	4872	4872
2004	22213	Sariñena	3145	56556	56556	339336	332270
2004	22214	Secastilla	272	18303	18303	109818	109818
2004	22215	Seira	190	3977	3977	25851	25851
2004	22217	Sena	636	8314	5965	35790	35790
2004	22218	Senés de Alcubierre	94	780	780	4524	4524
2004	22220	Sesa	220	2491	2491	9964	9964
2004	22221	Sesué	189	2761	2761	22088	22088
2004	22222	Siétamo	564	6651	6651	33255	33255
2004	22223	Sopeira	220	8847	8847	44235	44235
2004	22225	Tamarite de Litera	2727	44119	44119	352952	352952
2004	22226	Tardienta	911	14256	14256	102643	102643
2004	22227	Tella-Sin	254	3443	3443	20658	20658
2004	22228	Tierz	314	2433	2433	9732	9732
2004	22229	Tolva	272	1583	1583	9498	9498
