Año	Inscripcion municipio estrato	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Sexo	Nivel de estudios Código	Edad (grandes grupos)	Nivel de estudios Nombre	Personas
2009	6	22	Huesca	22048	Barbastro	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	36
2009	6	22	Huesca	22048	Barbastro	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	4
2009	6	22	Huesca	22112	Fraga	Hombre	0	0-15	Sin clasificar	2
2009	6	22	Huesca	22112	Fraga	Hombre	0	16-64	Sin clasificar	9
2009	6	22	Huesca	22112	Fraga	Hombre	0	65 y más	Sin clasificar	12
2009	6	22	Huesca	22112	Fraga	Hombre	2	16-64	Inferior a graduado escolar o ESO	1
2009	6	22	Huesca	22112	Fraga	Hombre	2	65 y más	Inferior a graduado escolar o ESO	1
2009	6	22	Huesca	22112	Fraga	Hombre	3	16-64	Graduado escolar o ESO	6
2009	6	22	Huesca	22112	Fraga	Hombre	3	65 y más	Graduado escolar o ESO	2
2009	6	22	Huesca	22112	Fraga	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	11
2009	6	22	Huesca	22112	Fraga	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	1
2009	6	22	Huesca	22112	Fraga	Mujer	0	0-15	Sin clasificar	2
2009	6	22	Huesca	22112	Fraga	Mujer	0	16-64	Sin clasificar	7
2009	6	22	Huesca	22112	Fraga	Mujer	0	65 y más	Sin clasificar	19
2009	6	22	Huesca	22112	Fraga	Mujer	1	0-15	No sabe leer ni escribir	1
2009	6	22	Huesca	22112	Fraga	Mujer	2	0-15	Inferior a graduado escolar o ESO	1
2009	6	22	Huesca	22112	Fraga	Mujer	2	16-64	Inferior a graduado escolar o ESO	2
2009	6	22	Huesca	22112	Fraga	Mujer	2	65 y más	Inferior a graduado escolar o ESO	1
2009	6	22	Huesca	22112	Fraga	Mujer	3	16-64	Graduado escolar o ESO	12
2009	6	22	Huesca	22112	Fraga	Mujer	3	65 y más	Graduado escolar o ESO	2
2009	6	22	Huesca	22112	Fraga	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	13
2009	6	22	Huesca	22112	Fraga	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	1
2009	6	22	Huesca	22130	Jaca	Hombre	0	0-15	Sin clasificar	16
2009	6	22	Huesca	22130	Jaca	Hombre	0	16-64	Sin clasificar	26
2009	6	22	Huesca	22130	Jaca	Hombre	0	65 y más	Sin clasificar	20
2009	6	22	Huesca	22130	Jaca	Hombre	2	0-15	Inferior a graduado escolar o ESO	3
2009	6	22	Huesca	22130	Jaca	Hombre	2	16-64	Inferior a graduado escolar o ESO	3
2009	6	22	Huesca	22130	Jaca	Hombre	2	65 y más	Inferior a graduado escolar o ESO	3
2009	6	22	Huesca	22130	Jaca	Hombre	3	0-15	Graduado escolar o ESO	2
2009	6	22	Huesca	22130	Jaca	Hombre	3	16-64	Graduado escolar o ESO	10
2009	6	22	Huesca	22130	Jaca	Hombre	3	65 y más	Graduado escolar o ESO	11
2009	6	22	Huesca	22130	Jaca	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	36
2009	6	22	Huesca	22130	Jaca	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	15
2009	6	22	Huesca	22130	Jaca	Mujer	0	0-15	Sin clasificar	21
2009	6	22	Huesca	22130	Jaca	Mujer	0	16-64	Sin clasificar	31
2009	6	22	Huesca	22130	Jaca	Mujer	0	65 y más	Sin clasificar	27
2009	6	22	Huesca	22130	Jaca	Mujer	1	0-15	No sabe leer ni escribir	1
2009	6	22	Huesca	22130	Jaca	Mujer	2	0-15	Inferior a graduado escolar o ESO	4
2009	6	22	Huesca	22130	Jaca	Mujer	2	16-64	Inferior a graduado escolar o ESO	7
2009	6	22	Huesca	22130	Jaca	Mujer	2	65 y más	Inferior a graduado escolar o ESO	10
2009	6	22	Huesca	22130	Jaca	Mujer	3	16-64	Graduado escolar o ESO	21
2009	6	22	Huesca	22130	Jaca	Mujer	3	65 y más	Graduado escolar o ESO	17
2009	6	22	Huesca	22130	Jaca	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	45
2009	6	22	Huesca	22130	Jaca	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	7
2009	6	22	Huesca	22158	Monzón	Hombre	0	0-15	Sin clasificar	16
2009	6	22	Huesca	22158	Monzón	Hombre	0	16-64	Sin clasificar	13
2009	6	22	Huesca	22158	Monzón	Hombre	0	65 y más	Sin clasificar	16
2009	6	22	Huesca	22158	Monzón	Hombre	2	0-15	Inferior a graduado escolar o ESO	3
2009	6	22	Huesca	22158	Monzón	Hombre	2	16-64	Inferior a graduado escolar o ESO	7
2009	6	22	Huesca	22158	Monzón	Hombre	2	65 y más	Inferior a graduado escolar o ESO	2
2009	6	22	Huesca	22158	Monzón	Hombre	3	16-64	Graduado escolar o ESO	10
2009	6	22	Huesca	22158	Monzón	Hombre	3	65 y más	Graduado escolar o ESO	6
2009	6	22	Huesca	22158	Monzón	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	20
2009	6	22	Huesca	22158	Monzón	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	5
2009	6	22	Huesca	22158	Monzón	Mujer	0	0-15	Sin clasificar	15
2009	6	22	Huesca	22158	Monzón	Mujer	0	16-64	Sin clasificar	20
2009	6	22	Huesca	22158	Monzón	Mujer	0	65 y más	Sin clasificar	18
2009	6	22	Huesca	22158	Monzón	Mujer	1	0-15	No sabe leer ni escribir	1
2009	6	22	Huesca	22158	Monzón	Mujer	2	0-15	Inferior a graduado escolar o ESO	4
2009	6	22	Huesca	22158	Monzón	Mujer	2	16-64	Inferior a graduado escolar o ESO	5
2009	6	22	Huesca	22158	Monzón	Mujer	2	65 y más	Inferior a graduado escolar o ESO	6
2009	6	22	Huesca	22158	Monzón	Mujer	3	16-64	Graduado escolar o ESO	8
2009	6	22	Huesca	22158	Monzón	Mujer	3	65 y más	Graduado escolar o ESO	12
2009	6	22	Huesca	22158	Monzón	Mujer	4	0-15	BUP, Bachiller, LOGSE ó superior	1
2009	6	22	Huesca	22158	Monzón	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	27
2009	6	22	Huesca	22158	Monzón	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	4
2009	6	44	Teruel	44013	Alcañiz	Hombre	0	0-15	Sin clasificar	5
2009	6	44	Teruel	44013	Alcañiz	Hombre	0	16-64	Sin clasificar	18
2009	6	44	Teruel	44013	Alcañiz	Hombre	0	65 y más	Sin clasificar	17
2009	6	44	Teruel	44013	Alcañiz	Hombre	2	0-15	Inferior a graduado escolar o ESO	1
2009	6	44	Teruel	44013	Alcañiz	Hombre	2	16-64	Inferior a graduado escolar o ESO	2
2009	6	44	Teruel	44013	Alcañiz	Hombre	2	65 y más	Inferior a graduado escolar o ESO	3
2009	6	44	Teruel	44013	Alcañiz	Hombre	3	16-64	Graduado escolar o ESO	13
2009	6	44	Teruel	44013	Alcañiz	Hombre	3	65 y más	Graduado escolar o ESO	6
2009	6	44	Teruel	44013	Alcañiz	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	20
2009	6	44	Teruel	44013	Alcañiz	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	5
2009	6	44	Teruel	44013	Alcañiz	Mujer	0	0-15	Sin clasificar	8
2009	6	44	Teruel	44013	Alcañiz	Mujer	0	16-64	Sin clasificar	15
2009	6	44	Teruel	44013	Alcañiz	Mujer	0	65 y más	Sin clasificar	24
2009	6	44	Teruel	44013	Alcañiz	Mujer	2	16-64	Inferior a graduado escolar o ESO	2
2009	6	44	Teruel	44013	Alcañiz	Mujer	2	65 y más	Inferior a graduado escolar o ESO	10
2009	6	44	Teruel	44013	Alcañiz	Mujer	3	16-64	Graduado escolar o ESO	17
2009	6	44	Teruel	44013	Alcañiz	Mujer	3	65 y más	Graduado escolar o ESO	11
2009	6	44	Teruel	44013	Alcañiz	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	22
2009	6	44	Teruel	44013	Alcañiz	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	2
2009	6	50	Zaragoza	50067	Calatayud	Hombre	0	0-15	Sin clasificar	14
2009	6	50	Zaragoza	50067	Calatayud	Hombre	0	16-64	Sin clasificar	25
2009	6	50	Zaragoza	50067	Calatayud	Hombre	0	65 y más	Sin clasificar	5
2009	6	50	Zaragoza	50067	Calatayud	Hombre	1	0-15	No sabe leer ni escribir	1
2009	6	50	Zaragoza	50067	Calatayud	Hombre	2	0-15	Inferior a graduado escolar o ESO	4
2009	6	50	Zaragoza	50067	Calatayud	Hombre	2	16-64	Inferior a graduado escolar o ESO	4
2009	6	50	Zaragoza	50067	Calatayud	Hombre	2	65 y más	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50067	Calatayud	Hombre	3	16-64	Graduado escolar o ESO	10
2009	6	50	Zaragoza	50067	Calatayud	Hombre	3	65 y más	Graduado escolar o ESO	5
2009	6	50	Zaragoza	50067	Calatayud	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	26
2009	6	50	Zaragoza	50067	Calatayud	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	3
2009	6	50	Zaragoza	50067	Calatayud	Mujer	0	0-15	Sin clasificar	16
2009	6	50	Zaragoza	50067	Calatayud	Mujer	0	16-64	Sin clasificar	19
2009	6	50	Zaragoza	50067	Calatayud	Mujer	0	65 y más	Sin clasificar	15
2009	6	50	Zaragoza	50067	Calatayud	Mujer	2	0-15	Inferior a graduado escolar o ESO	2
2009	6	50	Zaragoza	50067	Calatayud	Mujer	2	16-64	Inferior a graduado escolar o ESO	2
2009	6	50	Zaragoza	50067	Calatayud	Mujer	2	65 y más	Inferior a graduado escolar o ESO	9
2009	6	50	Zaragoza	50067	Calatayud	Mujer	3	16-64	Graduado escolar o ESO	14
2009	6	50	Zaragoza	50067	Calatayud	Mujer	3	65 y más	Graduado escolar o ESO	14
2009	6	50	Zaragoza	50067	Calatayud	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	29
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	0	0-15	Sin clasificar	1
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	0	16-64	Sin clasificar	3
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	5
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	0	0-15	Sin clasificar	4
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	0	16-64	Sin clasificar	2
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	2	0-15	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	3	16-64	Graduado escolar o ESO	2
2009	6	50	Zaragoza	50089	Cuarte de Huerva	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	9
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	0	0-15	Sin clasificar	17
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	0	16-64	Sin clasificar	7
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	0	65 y más	Sin clasificar	9
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	2	0-15	Inferior a graduado escolar o ESO	2
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	2	16-64	Inferior a graduado escolar o ESO	3
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	2	65 y más	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	3	16-64	Graduado escolar o ESO	16
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	3	65 y más	Graduado escolar o ESO	7
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	27
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	2
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	0	0-15	Sin clasificar	11
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	0	16-64	Sin clasificar	20
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	0	65 y más	Sin clasificar	10
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	2	16-64	Inferior a graduado escolar o ESO	3
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	2	65 y más	Inferior a graduado escolar o ESO	4
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	3	16-64	Graduado escolar o ESO	21
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	3	65 y más	Graduado escolar o ESO	10
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	30
2009	6	50	Zaragoza	50095	Ejea de los Caballeros	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	2
2009	6	50	Zaragoza	50251	Tarazona	Hombre	0	0-15	Sin clasificar	8
2009	6	50	Zaragoza	50251	Tarazona	Hombre	0	16-64	Sin clasificar	10
2009	6	50	Zaragoza	50251	Tarazona	Hombre	0	65 y más	Sin clasificar	8
2009	6	50	Zaragoza	50251	Tarazona	Hombre	2	0-15	Inferior a graduado escolar o ESO	2
2009	6	50	Zaragoza	50251	Tarazona	Hombre	2	65 y más	Inferior a graduado escolar o ESO	2
2009	6	50	Zaragoza	50251	Tarazona	Hombre	3	16-64	Graduado escolar o ESO	13
2009	6	50	Zaragoza	50251	Tarazona	Hombre	3	65 y más	Graduado escolar o ESO	3
2009	6	50	Zaragoza	50251	Tarazona	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	16
2009	6	50	Zaragoza	50251	Tarazona	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	6
2009	6	50	Zaragoza	50251	Tarazona	Mujer	0	0-15	Sin clasificar	9
2009	6	50	Zaragoza	50251	Tarazona	Mujer	0	16-64	Sin clasificar	20
2009	6	50	Zaragoza	50251	Tarazona	Mujer	0	65 y más	Sin clasificar	11
2009	6	50	Zaragoza	50251	Tarazona	Mujer	2	0-15	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50251	Tarazona	Mujer	2	16-64	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50251	Tarazona	Mujer	2	65 y más	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50251	Tarazona	Mujer	3	0-15	Graduado escolar o ESO	1
2009	6	50	Zaragoza	50251	Tarazona	Mujer	3	16-64	Graduado escolar o ESO	8
2009	6	50	Zaragoza	50251	Tarazona	Mujer	3	65 y más	Graduado escolar o ESO	10
2009	6	50	Zaragoza	50251	Tarazona	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	16
2009	6	50	Zaragoza	50251	Tarazona	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	4
2009	6	50	Zaragoza	50272	Utebo	Hombre	0	0-15	Sin clasificar	6
2009	6	50	Zaragoza	50272	Utebo	Hombre	0	16-64	Sin clasificar	3
2009	6	50	Zaragoza	50272	Utebo	Hombre	0	65 y más	Sin clasificar	6
2009	6	50	Zaragoza	50272	Utebo	Hombre	2	16-64	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50272	Utebo	Hombre	3	16-64	Graduado escolar o ESO	7
2009	6	50	Zaragoza	50272	Utebo	Hombre	3	65 y más	Graduado escolar o ESO	3
2009	6	50	Zaragoza	50272	Utebo	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	7
2009	6	50	Zaragoza	50272	Utebo	Mujer	0	0-15	Sin clasificar	3
2009	6	50	Zaragoza	50272	Utebo	Mujer	0	16-64	Sin clasificar	4
2009	6	50	Zaragoza	50272	Utebo	Mujer	0	65 y más	Sin clasificar	6
2009	6	50	Zaragoza	50272	Utebo	Mujer	2	16-64	Inferior a graduado escolar o ESO	1
2009	6	50	Zaragoza	50272	Utebo	Mujer	3	16-64	Graduado escolar o ESO	8
2009	6	50	Zaragoza	50272	Utebo	Mujer	3	65 y más	Graduado escolar o ESO	5
2009	6	50	Zaragoza	50272	Utebo	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	9
2009	7	22	Huesca	22125	Huesca	Hombre	0	0-15	Sin clasificar	59
2009	7	22	Huesca	22125	Huesca	Hombre	0	16-64	Sin clasificar	74
2009	7	22	Huesca	22125	Huesca	Hombre	0	65 y más	Sin clasificar	62
2009	7	22	Huesca	22125	Huesca	Hombre	2	0-15	Inferior a graduado escolar o ESO	7
2009	7	22	Huesca	22125	Huesca	Hombre	2	16-64	Inferior a graduado escolar o ESO	16
2009	7	22	Huesca	22125	Huesca	Hombre	2	65 y más	Inferior a graduado escolar o ESO	11
2009	7	22	Huesca	22125	Huesca	Hombre	3	0-15	Graduado escolar o ESO	1
2009	7	22	Huesca	22125	Huesca	Hombre	3	16-64	Graduado escolar o ESO	60
2009	7	22	Huesca	22125	Huesca	Hombre	3	65 y más	Graduado escolar o ESO	24
2009	7	22	Huesca	22125	Huesca	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	124
2009	7	22	Huesca	22125	Huesca	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	16
2009	7	22	Huesca	22125	Huesca	Mujer	0	0-15	Sin clasificar	62
2009	7	22	Huesca	22125	Huesca	Mujer	0	16-64	Sin clasificar	60
2009	7	22	Huesca	22125	Huesca	Mujer	0	65 y más	Sin clasificar	53
2009	7	22	Huesca	22125	Huesca	Mujer	2	0-15	Inferior a graduado escolar o ESO	7
2009	7	22	Huesca	22125	Huesca	Mujer	2	16-64	Inferior a graduado escolar o ESO	13
2009	7	22	Huesca	22125	Huesca	Mujer	2	65 y más	Inferior a graduado escolar o ESO	14
2009	7	22	Huesca	22125	Huesca	Mujer	3	0-15	Graduado escolar o ESO	2
2009	7	22	Huesca	22125	Huesca	Mujer	3	16-64	Graduado escolar o ESO	49
2009	7	22	Huesca	22125	Huesca	Mujer	3	65 y más	Graduado escolar o ESO	40
2009	7	22	Huesca	22125	Huesca	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	140
2009	7	22	Huesca	22125	Huesca	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	26
2009	7	44	Teruel	44216	Teruel	Hombre	0	0-15	Sin clasificar	48
2009	7	44	Teruel	44216	Teruel	Hombre	0	16-64	Sin clasificar	74
2009	7	44	Teruel	44216	Teruel	Hombre	0	65 y más	Sin clasificar	29
2009	7	44	Teruel	44216	Teruel	Hombre	2	0-15	Inferior a graduado escolar o ESO	14
2009	7	44	Teruel	44216	Teruel	Hombre	2	16-64	Inferior a graduado escolar o ESO	14
2009	7	44	Teruel	44216	Teruel	Hombre	2	65 y más	Inferior a graduado escolar o ESO	10
2009	7	44	Teruel	44216	Teruel	Hombre	3	0-15	Graduado escolar o ESO	2
2009	7	44	Teruel	44216	Teruel	Hombre	3	16-64	Graduado escolar o ESO	42
2009	7	44	Teruel	44216	Teruel	Hombre	3	65 y más	Graduado escolar o ESO	24
2009	7	44	Teruel	44216	Teruel	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	85
2009	7	44	Teruel	44216	Teruel	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	24
2009	7	44	Teruel	44216	Teruel	Mujer	0	0-15	Sin clasificar	42
2009	7	44	Teruel	44216	Teruel	Mujer	0	16-64	Sin clasificar	62
2009	7	44	Teruel	44216	Teruel	Mujer	0	65 y más	Sin clasificar	46
2009	7	44	Teruel	44216	Teruel	Mujer	1	16-64	No sabe leer ni escribir	1
2009	7	44	Teruel	44216	Teruel	Mujer	2	0-15	Inferior a graduado escolar o ESO	5
2009	7	44	Teruel	44216	Teruel	Mujer	2	16-64	Inferior a graduado escolar o ESO	10
2009	7	44	Teruel	44216	Teruel	Mujer	2	65 y más	Inferior a graduado escolar o ESO	8
2009	7	44	Teruel	44216	Teruel	Mujer	3	16-64	Graduado escolar o ESO	55
2009	7	44	Teruel	44216	Teruel	Mujer	3	65 y más	Graduado escolar o ESO	18
2009	7	44	Teruel	44216	Teruel	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	89
2009	7	44	Teruel	44216	Teruel	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	16
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	0	0-15	Sin clasificar	953
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	0	16-64	Sin clasificar	945
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	0	65 y más	Sin clasificar	400
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	1	0-15	No sabe leer ni escribir	13
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	1	16-64	No sabe leer ni escribir	1
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	2	0-15	Inferior a graduado escolar o ESO	138
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	2	16-64	Inferior a graduado escolar o ESO	129
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	2	65 y más	Inferior a graduado escolar o ESO	84
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	3	0-15	Graduado escolar o ESO	25
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	3	16-64	Graduado escolar o ESO	788
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	3	65 y más	Graduado escolar o ESO	279
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	4	0-15	BUP, Bachiller, LOGSE ó superior	5
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	1674
2009	7	50	Zaragoza	50297	Zaragoza	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	197
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	0	0-15	Sin clasificar	825
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	0	16-64	Sin clasificar	1137
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	0	65 y más	Sin clasificar	524
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	1	0-15	No sabe leer ni escribir	12
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	1	16-64	No sabe leer ni escribir	2
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	2	0-15	Inferior a graduado escolar o ESO	123
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	2	16-64	Inferior a graduado escolar o ESO	105
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	2	65 y más	Inferior a graduado escolar o ESO	122
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	3	0-15	Graduado escolar o ESO	23
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	3	16-64	Graduado escolar o ESO	906
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	3	65 y más	Graduado escolar o ESO	378
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	4	0-15	BUP, Bachiller, LOGSE ó superior	10
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	1998
2009	7	50	Zaragoza	50297	Zaragoza	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	217
2010	6	22	Huesca	22048	Barbastro	Hombre	0	0-15	Sin clasificar	20
2010	6	22	Huesca	22048	Barbastro	Hombre	0	16-64	Sin clasificar	29
2010	6	22	Huesca	22048	Barbastro	Hombre	0	65 y más	Sin clasificar	24
2010	6	22	Huesca	22048	Barbastro	Hombre	2	0-15	Inferior a graduado escolar o ESO	2
2010	6	22	Huesca	22048	Barbastro	Hombre	2	16-64	Inferior a graduado escolar o ESO	1
2010	6	22	Huesca	22048	Barbastro	Hombre	2	65 y más	Inferior a graduado escolar o ESO	9
2010	6	22	Huesca	22048	Barbastro	Hombre	3	16-64	Graduado escolar o ESO	16
2010	6	22	Huesca	22048	Barbastro	Hombre	3	65 y más	Graduado escolar o ESO	10
2010	6	22	Huesca	22048	Barbastro	Hombre	4	16-64	BUP, Bachiller, LOGSE ó superior	32
2010	6	22	Huesca	22048	Barbastro	Hombre	4	65 y más	BUP, Bachiller, LOGSE ó superior	4
2010	6	22	Huesca	22048	Barbastro	Mujer	0	0-15	Sin clasificar	14
2010	6	22	Huesca	22048	Barbastro	Mujer	0	16-64	Sin clasificar	29
2010	6	22	Huesca	22048	Barbastro	Mujer	0	65 y más	Sin clasificar	14
2010	6	22	Huesca	22048	Barbastro	Mujer	1	0-15	No sabe leer ni escribir	1
2010	6	22	Huesca	22048	Barbastro	Mujer	2	0-15	Inferior a graduado escolar o ESO	2
2010	6	22	Huesca	22048	Barbastro	Mujer	2	16-64	Inferior a graduado escolar o ESO	3
2010	6	22	Huesca	22048	Barbastro	Mujer	2	65 y más	Inferior a graduado escolar o ESO	8
2010	6	22	Huesca	22048	Barbastro	Mujer	3	0-15	Graduado escolar o ESO	2
2010	6	22	Huesca	22048	Barbastro	Mujer	3	16-64	Graduado escolar o ESO	12
2010	6	22	Huesca	22048	Barbastro	Mujer	3	65 y más	Graduado escolar o ESO	7
2010	6	22	Huesca	22048	Barbastro	Mujer	4	16-64	BUP, Bachiller, LOGSE ó superior	40
2010	6	22	Huesca	22048	Barbastro	Mujer	4	65 y más	BUP, Bachiller, LOGSE ó superior	4
2010	6	22	Huesca	22112	Fraga	Hombre	0	0-15	Sin clasificar	2
2010	6	22	Huesca	22112	Fraga	Hombre	0	16-64	Sin clasificar	9
