Mes y año	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Marzo 2018	28	Fabricación de maquinaria y equipo n.c.o.p.	6984
Marzo 2018	29	Fabricación de vehículos de motor, remolques y semirremolques	16849
Marzo 2018	30	Fabricación de otro material de transporte	1263
Marzo 2018	31	Fabricación de muebles	3770
Marzo 2018	32	Otras industrias manufactureras	1522
Marzo 2018	33	Reparación e instalación de maquinaria y equipo	3436
Marzo 2018	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1298
Marzo 2018	36	Captación, depuración y distribución de agua	1595
Marzo 2018	37	Recogida y tratamiento de aguas residuales	235
Marzo 2018	38	Recogida, tratamiento y eliminación de residuos; valorización	3133
Marzo 2018	39	Actividades de descontaminación y otros servicios de gestión de residuos	29
Marzo 2018	41	Construcción de edificios	10552
Marzo 2018	42	Ingeniería civil	1729
Marzo 2018	43	Actividades de construcción especializada	21322
Marzo 2018	45	Venta y reparación de vehículos de motor y motocicletas	9470
Marzo 2018	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25806
Marzo 2018	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49248
Marzo 2018	49	Transporte terrestre y por tubería	22323
Marzo 2018	50	Transporte marítimo y por vías navegables interiores	4
Marzo 2018	51	Transporte aéreo	66
Marzo 2018	52	Almacenamiento y actividades anexas al transporte	6444
Marzo 2018	53	Actividades postales y de correos	1987
Marzo 2018	55	Servicios de alojamiento	6442
Marzo 2018	56	Servicios de comidas y bebidas	32774
Marzo 2018	58	Edición	1197
Marzo 2018	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	740
Marzo 2018	60	Actividades de programación y emisión de radio y televisión	425
Marzo 2018	61	Telecomunicaciones	1263
Marzo 2018	62	Programación, consultoría y otras actividades relacionadas con la informática	5483
Marzo 2018	63	Servicios de información	396
Marzo 2018	64	Servicios financieros, excepto seguros y fondos de pensiones	5784
Marzo 2018	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1167
Marzo 2018	66	Actividades auxiliares a los servicios financieros y a los seguros	2708
Marzo 2018	68	Actividades inmobiliarias	2693
Marzo 2018	69	Actividades jurídicas y de contabilidad	7520
Marzo 2018	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1826
Marzo 2018	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5197
Marzo 2018	72	Investigación y desarrollo	1811
Marzo 2018	73	Publicidad y estudios de mercado	1366
Marzo 2018	74	Otras actividades profesionales, científicas y técnicas	3034
Marzo 2018	75	Actividades veterinarias	649
Marzo 2018	77	Actividades de alquiler	1480
Marzo 2018	78	Actividades relacionadas con el empleo	8852
Marzo 2018	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1080
Marzo 2018	80	Actividades de seguridad e investigación	2547
Marzo 2018	81	Servicios a edificios y actividades de jardinería	17075
Marzo 2018	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	7157
Marzo 2018	84	Administración Pública y defensa; Seguridad Social obligatoria	37885
Marzo 2018	85	Educación	23500
Marzo 2018	86	Actividades sanitarias	33050
Marzo 2018	87	Asistencia en establecimientos residenciales	11558
Marzo 2018	88	Actividades de servicios sociales sin alojamiento	5662
Marzo 2018	90	Actividades de creación, artísticas y espectáculos	1245
Marzo 2018	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	307
Marzo 2018	92	Actividades de juegos de azar y apuestas	1114
Marzo 2018	93	Actividades deportivas, recreativas y de entretenimiento	6460
Marzo 2018	94	Actividades asociativas	5640
Marzo 2018	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2164
Marzo 2018	96	Otros servicios personales	8922
Marzo 2018	97	Actividades de los hogares como empleadores de personal doméstico	17152
Marzo 2018	99	Actividades de organizaciones y organismos extraterritoriales	8
Diciembre 2017	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	34471
Diciembre 2017	02	Silvicultura y explotación forestal	1460
Diciembre 2017	03	Pesca y acuicultura	147
Diciembre 2017	05	Extracción de antracita, hulla y lignito	125
Diciembre 2017	07	Extracción de minerales metálicos	49
Diciembre 2017	08	Otras industrias extractivas	704
Diciembre 2017	09	Actividades de apoyo a las industrias extractivas	4
Diciembre 2017	10	Industria de la alimentación	13768
Diciembre 2017	11	Fabricación de bebidas	1310
Diciembre 2017	13	Industria textil	901
Diciembre 2017	14	Confección de prendas de vestir	1151
Diciembre 2017	15	Industria del cuero y del calzado	1033
Diciembre 2017	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1996
Diciembre 2017	17	Industria del papel	2499
Diciembre 2017	18	Artes gráficas y reproducción de soportes grabados	1624
Diciembre 2017	20	Industria química	3705
Diciembre 2017	21	Fabricación de productos farmacéuticos	1274
Diciembre 2017	22	Fabricación de productos de caucho y plásticos	4135
Diciembre 2017	23	Fabricación de otros productos minerales no metálicos	3439
Diciembre 2017	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2874
Diciembre 2017	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9876
Diciembre 2017	26	Fabricación de productos informáticos, electrónicos y ópticos	1660
Diciembre 2017	27	Fabricación de material y equipo eléctrico	5649
Diciembre 2017	28	Fabricación de maquinaria y equipo n.c.o.p.	6871
Diciembre 2017	29	Fabricación de vehículos de motor, remolques y semirremolques	16511
Diciembre 2017	30	Fabricación de otro material de transporte	1241
Diciembre 2017	31	Fabricación de muebles	3471
Diciembre 2017	32	Otras industrias manufactureras	1505
Diciembre 2017	33	Reparación e instalación de maquinaria y equipo	3251
Diciembre 2017	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1298
Diciembre 2017	36	Captación, depuración y distribución de agua	1545
Diciembre 2017	37	Recogida y tratamiento de aguas residuales	238
Diciembre 2017	38	Recogida, tratamiento y eliminación de residuos; valorización	3161
Diciembre 2017	39	Actividades de descontaminación y otros servicios de gestión de residuos	21
Diciembre 2017	41	Construcción de edificios	10130
Diciembre 2017	42	Ingeniería civil	1731
Diciembre 2017	43	Actividades de construcción especializada	21081
Diciembre 2017	45	Venta y reparación de vehículos de motor y motocicletas	9424
Diciembre 2017	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25714
Diciembre 2017	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	50819
Diciembre 2017	49	Transporte terrestre y por tubería	22060
Diciembre 2017	50	Transporte marítimo y por vías navegables interiores	4
Diciembre 2017	51	Transporte aéreo	54
Diciembre 2017	52	Almacenamiento y actividades anexas al transporte	6399
Diciembre 2017	53	Actividades postales y de correos	2200
Diciembre 2017	55	Servicios de alojamiento	5952
Diciembre 2017	56	Servicios de comidas y bebidas	32744
Diciembre 2017	58	Edición	1204
Diciembre 2017	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	755
Diciembre 2017	60	Actividades de programación y emisión de radio y televisión	430
Diciembre 2017	61	Telecomunicaciones	1282
Diciembre 2017	62	Programación, consultoría y otras actividades relacionadas con la informática	5333
Diciembre 2017	63	Servicios de información	385
Diciembre 2017	64	Servicios financieros, excepto seguros y fondos de pensiones	5684
Diciembre 2017	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1162
Diciembre 2017	66	Actividades auxiliares a los servicios financieros y a los seguros	2670
Diciembre 2017	68	Actividades inmobiliarias	2644
Diciembre 2017	69	Actividades jurídicas y de contabilidad	7453
Diciembre 2017	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1775
Diciembre 2017	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5129
Diciembre 2017	72	Investigación y desarrollo	1816
Diciembre 2017	73	Publicidad y estudios de mercado	1360
Diciembre 2017	74	Otras actividades profesionales, científicas y técnicas	2980
Diciembre 2017	75	Actividades veterinarias	635
Diciembre 2017	77	Actividades de alquiler	1459
Diciembre 2017	78	Actividades relacionadas con el empleo	6799
Diciembre 2017	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1057
Diciembre 2017	80	Actividades de seguridad e investigación	2615
Diciembre 2017	81	Servicios a edificios y actividades de jardinería	17348
Diciembre 2017	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	7152
Diciembre 2017	84	Administración Pública y defensa; Seguridad Social obligatoria	37270
Diciembre 2017	85	Educación	22681
Diciembre 2017	86	Actividades sanitarias	33930
Diciembre 2017	87	Asistencia en establecimientos residenciales	11492
Diciembre 2017	88	Actividades de servicios sociales sin alojamiento	5759
Diciembre 2017	90	Actividades de creación, artísticas y espectáculos	1328
Diciembre 2017	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	224
Diciembre 2017	92	Actividades de juegos de azar y apuestas	1117
Diciembre 2017	93	Actividades deportivas, recreativas y de entretenimiento	6249
Diciembre 2017	94	Actividades asociativas	5541
Diciembre 2017	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2172
Diciembre 2017	96	Otros servicios personales	8801
Diciembre 2017	97	Actividades de los hogares como empleadores de personal doméstico	17116
Diciembre 2017	99	Actividades de organizaciones y organismos extraterritoriales	9
Septiembre 2017	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	37977
Septiembre 2017	02	Silvicultura y explotación forestal	1937
Septiembre 2017	03	Pesca y acuicultura	145
Septiembre 2017	05	Extracción de antracita, hulla y lignito	131
Septiembre 2017	07	Extracción de minerales metálicos	49
Septiembre 2017	08	Otras industrias extractivas	732
Septiembre 2017	09	Actividades de apoyo a las industrias extractivas	5
Septiembre 2017	10	Industria de la alimentación	14277
Septiembre 2017	11	Fabricación de bebidas	1481
Septiembre 2017	13	Industria textil	896
Septiembre 2017	14	Confección de prendas de vestir	1030
Septiembre 2017	15	Industria del cuero y del calzado	1008
Septiembre 2017	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2066
Septiembre 2017	17	Industria del papel	2538
Septiembre 2017	18	Artes gráficas y reproducción de soportes grabados	1637
Septiembre 2017	20	Industria química	3662
Septiembre 2017	21	Fabricación de productos farmacéuticos	1277
Septiembre 2017	22	Fabricación de productos de caucho y plásticos	4049
Septiembre 2017	23	Fabricación de otros productos minerales no metálicos	3372
Septiembre 2017	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2816
Septiembre 2017	25	Fabricación de productos metálicos, excepto maquinaria y equipo	9914
Septiembre 2017	26	Fabricación de productos informáticos, electrónicos y ópticos	1632
Septiembre 2017	27	Fabricación de material y equipo eléctrico	5859
Septiembre 2017	28	Fabricación de maquinaria y equipo n.c.o.p.	6747
Septiembre 2017	29	Fabricación de vehículos de motor, remolques y semirremolques	16642
Septiembre 2017	30	Fabricación de otro material de transporte	1192
Septiembre 2017	31	Fabricación de muebles	3756
Septiembre 2017	32	Otras industrias manufactureras	1502
Septiembre 2017	33	Reparación e instalación de maquinaria y equipo	2912
Septiembre 2017	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1277
Septiembre 2017	36	Captación, depuración y distribución de agua	1561
Septiembre 2017	37	Recogida y tratamiento de aguas residuales	223
Septiembre 2017	38	Recogida, tratamiento y eliminación de residuos; valorización	3128
Septiembre 2017	39	Actividades de descontaminación y otros servicios de gestión de residuos	21
Septiembre 2017	41	Construcción de edificios	10355
Septiembre 2017	42	Ingeniería civil	1804
Septiembre 2017	43	Actividades de construcción especializada	21505
Septiembre 2017	45	Venta y reparación de vehículos de motor y motocicletas	9412
Septiembre 2017	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	26658
Septiembre 2017	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	50084
Septiembre 2017	49	Transporte terrestre y por tubería	21832
Septiembre 2017	50	Transporte marítimo y por vías navegables interiores	3
Septiembre 2017	51	Transporte aéreo	77
Septiembre 2017	52	Almacenamiento y actividades anexas al transporte	6668
Septiembre 2017	53	Actividades postales y de correos	2155
Septiembre 2017	55	Servicios de alojamiento	6184
Septiembre 2017	56	Servicios de comidas y bebidas	32700
Septiembre 2017	58	Edición	1214
Septiembre 2017	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	751
Septiembre 2017	60	Actividades de programación y emisión de radio y televisión	426
