Mes y año	División (2 dígitos) código	División (2 dígitos) descripción	Afiliaciones en alta
Diciembre 2014	80	Actividades de seguridad e investigación	2305
Diciembre 2014	81	Servicios a edificios y actividades de jardinería	16193
Diciembre 2014	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6166
Diciembre 2014	84	Administración Pública y defensa; Seguridad Social obligatoria	33996
Diciembre 2014	85	Educación	21002
Diciembre 2014	86	Actividades sanitarias	31112
Diciembre 2014	87	Asistencia en establecimientos residenciales	9933
Diciembre 2014	88	Actividades de servicios sociales sin alojamiento	4819
Diciembre 2014	90	Actividades de creación, artísticas y espectáculos	1203
Diciembre 2014	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	236
Diciembre 2014	92	Actividades de juegos de azar y apuestas	1074
Diciembre 2014	93	Actividades deportivas, recreativas y de entretenimiento	5155
Diciembre 2014	94	Actividades asociativas	5080
Diciembre 2014	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2498
Diciembre 2014	96	Otros servicios personales	8349
Diciembre 2014	97	Actividades de los hogares como empleadores de personal doméstico	17995
Diciembre 2014	99	Actividades de organizaciones y organismos extraterritoriales	3
Septiembre 2014	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	36922
Septiembre 2014	02	Silvicultura y explotación forestal	1708
Septiembre 2014	03	Pesca y acuicultura	155
Septiembre 2014	05	Extracción de antracita, hulla y lignito	299
Septiembre 2014	06	Extracción de crudo de petróleo y gas natural	3
Septiembre 2014	07	Extracción de minerales metálicos	51
Septiembre 2014	08	Otras industrias extractivas	731
Septiembre 2014	09	Actividades de apoyo a las industrias extractivas	13
Septiembre 2014	10	Industria de la alimentación	11474
Septiembre 2014	11	Fabricación de bebidas	1449
Septiembre 2014	12	Industria del tabaco	1
Septiembre 2014	13	Industria textil	644
Septiembre 2014	14	Confección de prendas de vestir	1239
Septiembre 2014	15	Industria del cuero y del calzado	1271
Septiembre 2014	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1992
Septiembre 2014	17	Industria del papel	2223
Septiembre 2014	18	Artes gráficas y reproducción de soportes grabados	1523
Septiembre 2014	20	Industria química	3488
Septiembre 2014	21	Fabricación de productos farmacéuticos	1056
Septiembre 2014	22	Fabricación de productos de caucho y plásticos	3875
Septiembre 2014	23	Fabricación de otros productos minerales no metálicos	2845
Septiembre 2014	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2467
Septiembre 2014	25	Fabricación de productos metálicos, excepto maquinaria y equipo	8733
Septiembre 2014	26	Fabricación de productos informáticos, electrónicos y ópticos	1590
Septiembre 2014	27	Fabricación de material y equipo eléctrico	5405
Septiembre 2014	28	Fabricación de maquinaria y equipo n.c.o.p.	6125
Septiembre 2014	29	Fabricación de vehículos de motor, remolques y semirremolques	14423
Septiembre 2014	30	Fabricación de otro material de transporte	1081
Septiembre 2014	31	Fabricación de muebles	3443
Septiembre 2014	32	Otras industrias manufactureras	1342
Septiembre 2014	33	Reparación e instalación de maquinaria y equipo	2425
Septiembre 2014	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1413
Septiembre 2014	36	Captación, depuración y distribución de agua	1544
Septiembre 2014	37	Recogida y tratamiento de aguas residuales	204
Septiembre 2014	38	Recogida, tratamiento y eliminación de residuos; valorización	2791
Septiembre 2014	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Septiembre 2014	41	Construcción de edificios	9822
Septiembre 2014	42	Ingeniería civil	1563
Septiembre 2014	43	Actividades de construcción especializada	19317
Septiembre 2014	45	Venta y reparación de vehículos de motor y motocicletas	8495
Septiembre 2014	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24703
Septiembre 2014	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	48660
Septiembre 2014	49	Transporte terrestre y por tubería	18887
Septiembre 2014	50	Transporte marítimo y por vías navegables interiores	2
Septiembre 2014	51	Transporte aéreo	64
Septiembre 2014	52	Almacenamiento y actividades anexas al transporte	4979
Septiembre 2014	53	Actividades postales y de correos	1775
Septiembre 2014	55	Servicios de alojamiento	5200
Septiembre 2014	56	Servicios de comidas y bebidas	29687
Septiembre 2014	58	Edición	1142
Septiembre 2014	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	954
Septiembre 2014	60	Actividades de programación y emisión de radio y televisión	388
Septiembre 2014	61	Telecomunicaciones	1256
Septiembre 2014	62	Programación, consultoría y otras actividades relacionadas con la informática	3865
Septiembre 2014	63	Servicios de información	314
Septiembre 2014	64	Servicios financieros, excepto seguros y fondos de pensiones	5560
Septiembre 2014	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1206
Septiembre 2014	66	Actividades auxiliares a los servicios financieros y a los seguros	2596
Septiembre 2014	68	Actividades inmobiliarias	2434
Septiembre 2014	69	Actividades jurídicas y de contabilidad	7117
Septiembre 2014	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1555
Septiembre 2014	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4799
Septiembre 2014	72	Investigación y desarrollo	1682
Septiembre 2014	73	Publicidad y estudios de mercado	1325
Septiembre 2014	74	Otras actividades profesionales, científicas y técnicas	2176
Septiembre 2014	75	Actividades veterinarias	577
Septiembre 2014	77	Actividades de alquiler	1720
Septiembre 2014	78	Actividades relacionadas con el empleo	7200
Septiembre 2014	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	993
Septiembre 2014	80	Actividades de seguridad e investigación	2240
Septiembre 2014	81	Servicios a edificios y actividades de jardinería	16142
Septiembre 2014	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	5724
Septiembre 2014	84	Administración Pública y defensa; Seguridad Social obligatoria	33382
Septiembre 2014	85	Educación	18081
Septiembre 2014	86	Actividades sanitarias	30870
Septiembre 2014	87	Asistencia en establecimientos residenciales	9782
Septiembre 2014	88	Actividades de servicios sociales sin alojamiento	4576
Septiembre 2014	90	Actividades de creación, artísticas y espectáculos	1129
Septiembre 2014	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	247
Septiembre 2014	92	Actividades de juegos de azar y apuestas	1021
Septiembre 2014	93	Actividades deportivas, recreativas y de entretenimiento	3714
Septiembre 2014	94	Actividades asociativas	4816
Septiembre 2014	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2522
Septiembre 2014	96	Otros servicios personales	8392
Septiembre 2014	97	Actividades de los hogares como empleadores de personal doméstico	17749
Septiembre 2014	99	Actividades de organizaciones y organismos extraterritoriales	3
Junio 2014	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	46143
Junio 2014	02	Silvicultura y explotación forestal	1816
Junio 2014	03	Pesca y acuicultura	159
Junio 2014	05	Extracción de antracita, hulla y lignito	304
Junio 2014	06	Extracción de crudo de petróleo y gas natural	4
Junio 2014	07	Extracción de minerales metálicos	54
Junio 2014	08	Otras industrias extractivas	717
Junio 2014	09	Actividades de apoyo a las industrias extractivas	13
Junio 2014	10	Industria de la alimentación	10914
Junio 2014	11	Fabricación de bebidas	1304
Junio 2014	12	Industria del tabaco	1
Junio 2014	13	Industria textil	630
Junio 2014	14	Confección de prendas de vestir	1329
Junio 2014	15	Industria del cuero y del calzado	1380
Junio 2014	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2042
Junio 2014	17	Industria del papel	2204
Junio 2014	18	Artes gráficas y reproducción de soportes grabados	1521
Junio 2014	19	Coquerías y refino de petróleo	1
Junio 2014	20	Industria química	3584
Junio 2014	21	Fabricación de productos farmacéuticos	1141
Junio 2014	22	Fabricación de productos de caucho y plásticos	3872
Junio 2014	23	Fabricación de otros productos minerales no metálicos	2970
Junio 2014	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2436
Junio 2014	25	Fabricación de productos metálicos, excepto maquinaria y equipo	8785
Junio 2014	26	Fabricación de productos informáticos, electrónicos y ópticos	1581
Junio 2014	27	Fabricación de material y equipo eléctrico	5446
Junio 2014	28	Fabricación de maquinaria y equipo n.c.o.p.	6199
Junio 2014	29	Fabricación de vehículos de motor, remolques y semirremolques	14475
Junio 2014	30	Fabricación de otro material de transporte	1085
Junio 2014	31	Fabricación de muebles	3601
Junio 2014	32	Otras industrias manufactureras	1330
Junio 2014	33	Reparación e instalación de maquinaria y equipo	2419
Junio 2014	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1413
Junio 2014	36	Captación, depuración y distribución de agua	1590
Junio 2014	37	Recogida y tratamiento de aguas residuales	202
Junio 2014	38	Recogida, tratamiento y eliminación de residuos; valorización	2789
Junio 2014	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
Junio 2014	41	Construcción de edificios	9874
Junio 2014	42	Ingeniería civil	1591
Junio 2014	43	Actividades de construcción especializada	19334
Junio 2014	45	Venta y reparación de vehículos de motor y motocicletas	8525
Junio 2014	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25689
Junio 2014	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49202
Junio 2014	49	Transporte terrestre y por tubería	18619
Junio 2014	50	Transporte marítimo y por vías navegables interiores	5
Junio 2014	51	Transporte aéreo	61
Junio 2014	52	Almacenamiento y actividades anexas al transporte	4687
Junio 2014	53	Actividades postales y de correos	1688
Junio 2014	55	Servicios de alojamiento	5598
Junio 2014	56	Servicios de comidas y bebidas	28480
Junio 2014	58	Edición	1150
Junio 2014	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	952
Junio 2014	60	Actividades de programación y emisión de radio y televisión	372
Junio 2014	61	Telecomunicaciones	1279
Junio 2014	62	Programación, consultoría y otras actividades relacionadas con la informática	3788
Junio 2014	63	Servicios de información	304
Junio 2014	64	Servicios financieros, excepto seguros y fondos de pensiones	6708
Junio 2014	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1219
Junio 2014	66	Actividades auxiliares a los servicios financieros y a los seguros	2586
Junio 2014	68	Actividades inmobiliarias	2407
Junio 2014	69	Actividades jurídicas y de contabilidad	7113
Junio 2014	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1554
Junio 2014	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4763
Junio 2014	72	Investigación y desarrollo	1689
Junio 2014	73	Publicidad y estudios de mercado	1298
Junio 2014	74	Otras actividades profesionales, científicas y técnicas	2130
Junio 2014	75	Actividades veterinarias	563
Junio 2014	77	Actividades de alquiler	1720
Junio 2014	78	Actividades relacionadas con el empleo	7730
Junio 2014	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	987
Junio 2014	80	Actividades de seguridad e investigación	2245
Junio 2014	81	Servicios a edificios y actividades de jardinería	15796
Junio 2014	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	5782
Junio 2014	84	Administración Pública y defensa; Seguridad Social obligatoria	33591
Junio 2014	85	Educación	17802
Junio 2014	86	Actividades sanitarias	30644
Junio 2014	87	Asistencia en establecimientos residenciales	9839
Junio 2014	88	Actividades de servicios sociales sin alojamiento	4646
Junio 2014	90	Actividades de creación, artísticas y espectáculos	1044
Junio 2014	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	269
Junio 2014	92	Actividades de juegos de azar y apuestas	1033
Junio 2014	93	Actividades deportivas, recreativas y de entretenimiento	4179
Junio 2014	94	Actividades asociativas	4861
Junio 2014	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2559
Junio 2014	96	Otros servicios personales	8286
Junio 2014	97	Actividades de los hogares como empleadores de personal doméstico	18022
Junio 2014	99	Actividades de organizaciones y organismos extraterritoriales	6
Marzo 2014	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32769
Marzo 2014	02	Silvicultura y explotación forestal	1214
Marzo 2014	03	Pesca y acuicultura	159
Marzo 2014	05	Extracción de antracita, hulla y lignito	322
Marzo 2014	06	Extracción de crudo de petróleo y gas natural	6
Marzo 2014	07	Extracción de minerales metálicos	52
Marzo 2014	08	Otras industrias extractivas	691
Marzo 2014	09	Actividades de apoyo a las industrias extractivas	13
Marzo 2014	10	Industria de la alimentación	10668
Marzo 2014	11	Fabricación de bebidas	1290
Marzo 2014	12	Industria del tabaco	1
Marzo 2014	13	Industria textil	615
Marzo 2014	14	Confección de prendas de vestir	1360
Marzo 2014	15	Industria del cuero y del calzado	1121
Marzo 2014	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1947
Marzo 2014	17	Industria del papel	2170
Marzo 2014	18	Artes gráficas y reproducción de soportes grabados	1506
Marzo 2014	19	Coquerías y refino de petróleo	1
Marzo 2014	20	Industria química	3578
Marzo 2014	21	Fabricación de productos farmacéuticos	1149
Marzo 2014	22	Fabricación de productos de caucho y plásticos	3754
Marzo 2014	23	Fabricación de otros productos minerales no metálicos	3010
Marzo 2014	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2527
Marzo 2014	25	Fabricación de productos metálicos, excepto maquinaria y equipo	8755
Marzo 2014	26	Fabricación de productos informáticos, electrónicos y ópticos	1549
Marzo 2014	27	Fabricación de material y equipo eléctrico	5497
Marzo 2014	28	Fabricación de maquinaria y equipo n.c.o.p.	6063
Marzo 2014	29	Fabricación de vehículos de motor, remolques y semirremolques	14406
Marzo 2014	30	Fabricación de otro material de transporte	1087
Marzo 2014	31	Fabricación de muebles	3593
Marzo 2014	32	Otras industrias manufactureras	1352
Marzo 2014	33	Reparación e instalación de maquinaria y equipo	2367
Marzo 2014	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1445
Marzo 2014	36	Captación, depuración y distribución de agua	1592
Marzo 2014	37	Recogida y tratamiento de aguas residuales	171
Marzo 2014	38	Recogida, tratamiento y eliminación de residuos; valorización	2827
Marzo 2014	39	Actividades de descontaminación y otros servicios de gestión de residuos	25
Marzo 2014	41	Construcción de edificios	9622
Marzo 2014	42	Ingeniería civil	1578
Marzo 2014	43	Actividades de construcción especializada	19021
Marzo 2014	45	Venta y reparación de vehículos de motor y motocicletas	8370
Marzo 2014	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23259
Marzo 2014	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	47944
Marzo 2014	49	Transporte terrestre y por tubería	18478
Marzo 2014	50	Transporte marítimo y por vías navegables interiores	3
Marzo 2014	51	Transporte aéreo	62
Marzo 2014	52	Almacenamiento y actividades anexas al transporte	4663
Marzo 2014	53	Actividades postales y de correos	1660
Marzo 2014	55	Servicios de alojamiento	5010
Marzo 2014	56	Servicios de comidas y bebidas	28496
Marzo 2014	58	Edición	1201
Marzo 2014	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	953
Marzo 2014	60	Actividades de programación y emisión de radio y televisión	374
Marzo 2014	61	Telecomunicaciones	1943
Marzo 2014	62	Programación, consultoría y otras actividades relacionadas con la informática	3849
Marzo 2014	63	Servicios de información	307
Marzo 2014	64	Servicios financieros, excepto seguros y fondos de pensiones	6801
Marzo 2014	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1208
Marzo 2014	66	Actividades auxiliares a los servicios financieros y a los seguros	2552
Marzo 2014	68	Actividades inmobiliarias	2378
Marzo 2014	69	Actividades jurídicas y de contabilidad	7089
Marzo 2014	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1531
Marzo 2014	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4687
Marzo 2014	72	Investigación y desarrollo	1642
Marzo 2014	73	Publicidad y estudios de mercado	1288
Marzo 2014	74	Otras actividades profesionales, científicas y técnicas	2153
Marzo 2014	75	Actividades veterinarias	562
Marzo 2014	77	Actividades de alquiler	1707
Marzo 2014	78	Actividades relacionadas con el empleo	5623
Marzo 2014	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	888
Marzo 2014	80	Actividades de seguridad e investigación	2238
Marzo 2014	81	Servicios a edificios y actividades de jardinería	15693
Marzo 2014	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4813
Marzo 2014	84	Administración Pública y defensa; Seguridad Social obligatoria	33751
Marzo 2014	85	Educación	21050
Marzo 2014	86	Actividades sanitarias	29416
Marzo 2014	87	Asistencia en establecimientos residenciales	9496
Marzo 2014	88	Actividades de servicios sociales sin alojamiento	4667
Marzo 2014	90	Actividades de creación, artísticas y espectáculos	1120
Marzo 2014	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	282
Marzo 2014	92	Actividades de juegos de azar y apuestas	1043
Marzo 2014	93	Actividades deportivas, recreativas y de entretenimiento	5003
Marzo 2014	94	Actividades asociativas	5037
Marzo 2014	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2597
Marzo 2014	96	Otros servicios personales	8168
Marzo 2014	97	Actividades de los hogares como empleadores de personal doméstico	17985
Marzo 2014	99	Actividades de organizaciones y organismos extraterritoriales	4
Diciembre 2013	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33065
Diciembre 2013	02	Silvicultura y explotación forestal	825
Diciembre 2013	03	Pesca y acuicultura	162
Diciembre 2013	05	Extracción de antracita, hulla y lignito	327
Diciembre 2013	06	Extracción de crudo de petróleo y gas natural	6
Diciembre 2013	07	Extracción de minerales metálicos	52
Diciembre 2013	08	Otras industrias extractivas	694
Diciembre 2013	09	Actividades de apoyo a las industrias extractivas	13
Diciembre 2013	10	Industria de la alimentación	10773
Diciembre 2013	11	Fabricación de bebidas	1301
Diciembre 2013	12	Industria del tabaco	1
Diciembre 2013	13	Industria textil	599
Diciembre 2013	14	Confección de prendas de vestir	1408
Diciembre 2013	15	Industria del cuero y del calzado	1077
Diciembre 2013	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	1976
Diciembre 2013	17	Industria del papel	2181
Diciembre 2013	18	Artes gráficas y reproducción de soportes grabados	1502
Diciembre 2013	19	Coquerías y refino de petróleo	1
Diciembre 2013	20	Industria química	3528
Diciembre 2013	21	Fabricación de productos farmacéuticos	1151
Diciembre 2013	22	Fabricación de productos de caucho y plásticos	3719
Diciembre 2013	23	Fabricación de otros productos minerales no metálicos	3014
Diciembre 2013	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2518
Diciembre 2013	25	Fabricación de productos metálicos, excepto maquinaria y equipo	8720
Diciembre 2013	26	Fabricación de productos informáticos, electrónicos y ópticos	1512
Diciembre 2013	27	Fabricación de material y equipo eléctrico	5152
Diciembre 2013	28	Fabricación de maquinaria y equipo n.c.o.p.	5994
Diciembre 2013	29	Fabricación de vehículos de motor, remolques y semirremolques	14132
Diciembre 2013	30	Fabricación de otro material de transporte	1077
Diciembre 2013	31	Fabricación de muebles	3518
Diciembre 2013	32	Otras industrias manufactureras	1361
Diciembre 2013	33	Reparación e instalación de maquinaria y equipo	2312
Diciembre 2013	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1422
Diciembre 2013	36	Captación, depuración y distribución de agua	1543
Diciembre 2013	37	Recogida y tratamiento de aguas residuales	170
Diciembre 2013	38	Recogida, tratamiento y eliminación de residuos; valorización	2796
Diciembre 2013	39	Actividades de descontaminación y otros servicios de gestión de residuos	23
Diciembre 2013	41	Construcción de edificios	9410
Diciembre 2013	42	Ingeniería civil	1625
Diciembre 2013	43	Actividades de construcción especializada	19142
Diciembre 2013	45	Venta y reparación de vehículos de motor y motocicletas	8354
Diciembre 2013	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23300
Diciembre 2013	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	49562
Diciembre 2013	49	Transporte terrestre y por tubería	18377
Diciembre 2013	50	Transporte marítimo y por vías navegables interiores	4
Diciembre 2013	51	Transporte aéreo	59
Diciembre 2013	52	Almacenamiento y actividades anexas al transporte	4597
Diciembre 2013	53	Actividades postales y de correos	1746
Diciembre 2013	55	Servicios de alojamiento	5221
Diciembre 2013	56	Servicios de comidas y bebidas	28663
Diciembre 2013	58	Edición	1203
Diciembre 2013	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	998
Diciembre 2013	60	Actividades de programación y emisión de radio y televisión	374
Diciembre 2013	61	Telecomunicaciones	1948
Diciembre 2013	62	Programación, consultoría y otras actividades relacionadas con la informática	3794
Diciembre 2013	63	Servicios de información	295
Diciembre 2013	64	Servicios financieros, excepto seguros y fondos de pensiones	6905
Diciembre 2013	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1227
Diciembre 2013	66	Actividades auxiliares a los servicios financieros y a los seguros	2523
Diciembre 2013	68	Actividades inmobiliarias	2324
Diciembre 2013	69	Actividades jurídicas y de contabilidad	7055
Diciembre 2013	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1457
Diciembre 2013	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4606
Diciembre 2013	72	Investigación y desarrollo	1713
Diciembre 2013	73	Publicidad y estudios de mercado	1390
Diciembre 2013	74	Otras actividades profesionales, científicas y técnicas	2091
Diciembre 2013	75	Actividades veterinarias	552
Diciembre 2013	77	Actividades de alquiler	1797
Diciembre 2013	78	Actividades relacionadas con el empleo	3779
Diciembre 2013	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	879
Diciembre 2013	80	Actividades de seguridad e investigación	2309
Diciembre 2013	81	Servicios a edificios y actividades de jardinería	15759
Diciembre 2013	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4878
Diciembre 2013	84	Administración Pública y defensa; Seguridad Social obligatoria	33906
Diciembre 2013	85	Educación	20606
Diciembre 2013	86	Actividades sanitarias	29693
Diciembre 2013	87	Asistencia en establecimientos residenciales	9617
Diciembre 2013	88	Actividades de servicios sociales sin alojamiento	4849
Diciembre 2013	90	Actividades de creación, artísticas y espectáculos	1156
Diciembre 2013	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	236
Diciembre 2013	92	Actividades de juegos de azar y apuestas	1066
Diciembre 2013	93	Actividades deportivas, recreativas y de entretenimiento	5121
Diciembre 2013	94	Actividades asociativas	4995
Diciembre 2013	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2639
Diciembre 2013	96	Otros servicios personales	8161
Diciembre 2013	97	Actividades de los hogares como empleadores de personal doméstico	17834
Diciembre 2013	99	Actividades de organizaciones y organismos extraterritoriales	6
Septiembre 2013	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	37825
Septiembre 2013	02	Silvicultura y explotación forestal	1638
Septiembre 2013	03	Pesca y acuicultura	158
Septiembre 2013	05	Extracción de antracita, hulla y lignito	339
Septiembre 2013	06	Extracción de crudo de petróleo y gas natural	3
Septiembre 2013	07	Extracción de minerales metálicos	53
Septiembre 2013	08	Otras industrias extractivas	718
Septiembre 2013	09	Actividades de apoyo a las industrias extractivas	13
Septiembre 2013	10	Industria de la alimentación	11089
Septiembre 2013	11	Fabricación de bebidas	1371
Septiembre 2013	12	Industria del tabaco	1
Septiembre 2013	13	Industria textil	592
Septiembre 2013	14	Confección de prendas de vestir	1385
Septiembre 2013	15	Industria del cuero y del calzado	1145
Septiembre 2013	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	2067
Septiembre 2013	17	Industria del papel	2202
Septiembre 2013	18	Artes gráficas y reproducción de soportes grabados	1503
Septiembre 2013	19	Coquerías y refino de petróleo	3
Septiembre 2013	20	Industria química	3563
Septiembre 2013	21	Fabricación de productos farmacéuticos	1153
Septiembre 2013	22	Fabricación de productos de caucho y plásticos	3696
Septiembre 2013	23	Fabricación de otros productos minerales no metálicos	3140
Septiembre 2013	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2561
Septiembre 2013	25	Fabricación de productos metálicos, excepto maquinaria y equipo	8912
Septiembre 2013	26	Fabricación de productos informáticos, electrónicos y ópticos	1512
Septiembre 2013	27	Fabricación de material y equipo eléctrico	5490
Septiembre 2013	28	Fabricación de maquinaria y equipo n.c.o.p.	6084
Septiembre 2013	29	Fabricación de vehículos de motor, remolques y semirremolques	14611
Septiembre 2013	30	Fabricación de otro material de transporte	1095
Septiembre 2013	31	Fabricación de muebles	3665
Septiembre 2013	32	Otras industrias manufactureras	1363
Septiembre 2013	33	Reparación e instalación de maquinaria y equipo	2306
Septiembre 2013	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1419
Septiembre 2013	36	Captación, depuración y distribución de agua	1538
Septiembre 2013	37	Recogida y tratamiento de aguas residuales	146
Septiembre 2013	38	Recogida, tratamiento y eliminación de residuos; valorización	2800
Septiembre 2013	39	Actividades de descontaminación y otros servicios de gestión de residuos	23
Septiembre 2013	41	Construcción de edificios	10436
Septiembre 2013	42	Ingeniería civil	1647
Septiembre 2013	43	Actividades de construcción especializada	19486
Septiembre 2013	45	Venta y reparación de vehículos de motor y motocicletas	8444
Septiembre 2013	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	24702
Septiembre 2013	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	48050
Septiembre 2013	49	Transporte terrestre y por tubería	18420
Septiembre 2013	50	Transporte marítimo y por vías navegables interiores	5
Septiembre 2013	51	Transporte aéreo	59
Septiembre 2013	52	Almacenamiento y actividades anexas al transporte	4668
Septiembre 2013	53	Actividades postales y de correos	1749
Septiembre 2013	55	Servicios de alojamiento	5169
Septiembre 2013	56	Servicios de comidas y bebidas	28776
Septiembre 2013	58	Edición	1206
Septiembre 2013	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1008
Septiembre 2013	60	Actividades de programación y emisión de radio y televisión	383
Septiembre 2013	61	Telecomunicaciones	1963
Septiembre 2013	62	Programación, consultoría y otras actividades relacionadas con la informática	3726
Septiembre 2013	63	Servicios de información	286
Septiembre 2013	64	Servicios financieros, excepto seguros y fondos de pensiones	7097
Septiembre 2013	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1224
Septiembre 2013	66	Actividades auxiliares a los servicios financieros y a los seguros	2497
Septiembre 2013	68	Actividades inmobiliarias	2407
Septiembre 2013	69	Actividades jurídicas y de contabilidad	7029
Septiembre 2013	70	Actividades de las sedes centrales; actividades de consultoría de gestión empresarial	1427
Septiembre 2013	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4481
Septiembre 2013	72	Investigación y desarrollo	1698
Septiembre 2013	73	Publicidad y estudios de mercado	1373
Septiembre 2013	74	Otras actividades profesionales, científicas y técnicas	2086
Septiembre 2013	75	Actividades veterinarias	554
Septiembre 2013	77	Actividades de alquiler	1791
Septiembre 2013	78	Actividades relacionadas con el empleo	5335
Septiembre 2013	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	972
Septiembre 2013	80	Actividades de seguridad e investigación	2580
Septiembre 2013	81	Servicios a edificios y actividades de jardinería	15946
Septiembre 2013	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	4600
Septiembre 2013	84	Administración Pública y defensa; Seguridad Social obligatoria	32880
Septiembre 2013	85	Educación	17481
Septiembre 2013	86	Actividades sanitarias	29774
Septiembre 2013	87	Asistencia en establecimientos residenciales	9528
Septiembre 2013	88	Actividades de servicios sociales sin alojamiento	4507
Septiembre 2013	90	Actividades de creación, artísticas y espectáculos	1030
Septiembre 2013	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	264
Septiembre 2013	92	Actividades de juegos de azar y apuestas	1044
Septiembre 2013	93	Actividades deportivas, recreativas y de entretenimiento	3593
Septiembre 2013	94	Actividades asociativas	4688
Septiembre 2013	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2668
Septiembre 2013	96	Otros servicios personales	8272
