Municipio código	Municipio nombre	Contaminación	Ruidos exteriores	Número hogares
44216	Teruel	Con contaminación o malos olores	Con ruidos exteriores	625
44216	Teruel	Con contaminación o malos olores	Sin ruidos exteriores	387
44216	Teruel	Sin contaminación o malos olores	Con ruidos exteriores	1765
44216	Teruel	Sin contaminación o malos olores	Sin ruidos exteriores	7944
44217	Toril y Masegoso	Sin contaminación o malos olores	Con ruidos exteriores	1
44217	Toril y Masegoso	Sin contaminación o malos olores	Sin ruidos exteriores	13
44218	Tormón	Sin contaminación o malos olores	Sin ruidos exteriores	20
44219	Tornos	Sin contaminación o malos olores	Sin ruidos exteriores	112
44220	Torralba de los Sisones	Con contaminación o malos olores	Con ruidos exteriores	3
44220	Torralba de los Sisones	Con contaminación o malos olores	Sin ruidos exteriores	15
44220	Torralba de los Sisones	Sin contaminación o malos olores	Con ruidos exteriores	1
44220	Torralba de los Sisones	Sin contaminación o malos olores	Sin ruidos exteriores	68
44221	Torrecilla de Alcañiz	Con contaminación o malos olores	Con ruidos exteriores	6
44221	Torrecilla de Alcañiz	Con contaminación o malos olores	Sin ruidos exteriores	7
44221	Torrecilla de Alcañiz	Sin contaminación o malos olores	Con ruidos exteriores	10
44221	Torrecilla de Alcañiz	Sin contaminación o malos olores	Sin ruidos exteriores	138
44222	Torrecilla del Rebollar	Con contaminación o malos olores	Sin ruidos exteriores	3
44222	Torrecilla del Rebollar	Sin contaminación o malos olores	Con ruidos exteriores	1
44222	Torrecilla del Rebollar	Sin contaminación o malos olores	Sin ruidos exteriores	71
44223	Torre de Arcas	Sin contaminación o malos olores	Sin ruidos exteriores	39
44224	Torre de las Arcas	Sin contaminación o malos olores	Sin ruidos exteriores	19
44225	Torre del Compte	Con contaminación o malos olores	Sin ruidos exteriores	3
44225	Torre del Compte	Sin contaminación o malos olores	Con ruidos exteriores	3
44225	Torre del Compte	Sin contaminación o malos olores	Sin ruidos exteriores	72
44226	Torrelacárcel	Sin contaminación o malos olores	Sin ruidos exteriores	123
44227	Torre los Negros	Sin contaminación o malos olores	Sin ruidos exteriores	34
44228	Torremocha de Jiloca	Sin contaminación o malos olores	Con ruidos exteriores	6
44228	Torremocha de Jiloca	Sin contaminación o malos olores	Sin ruidos exteriores	64
44229	Torres de Albarracín	Sin contaminación o malos olores	Con ruidos exteriores	1
44229	Torres de Albarracín	Sin contaminación o malos olores	Sin ruidos exteriores	65
44230	Torrevelilla	Con contaminación o malos olores	Sin ruidos exteriores	1
44230	Torrevelilla	Sin contaminación o malos olores	Con ruidos exteriores	3
44230	Torrevelilla	Sin contaminación o malos olores	Sin ruidos exteriores	86
44231	Torrijas	Sin contaminación o malos olores	Sin ruidos exteriores	36
44232	Torrijo del Campo	Con contaminación o malos olores	Con ruidos exteriores	7
44232	Torrijo del Campo	Con contaminación o malos olores	Sin ruidos exteriores	34
44232	Torrijo del Campo	Sin contaminación o malos olores	Con ruidos exteriores	4
44232	Torrijo del Campo	Sin contaminación o malos olores	Sin ruidos exteriores	187
44234	Tramacastiel	Con contaminación o malos olores	Sin ruidos exteriores	1
44234	Tramacastiel	Sin contaminación o malos olores	Sin ruidos exteriores	48
44235	Tramacastilla	Sin contaminación o malos olores	Con ruidos exteriores	1
44235	Tramacastilla	Sin contaminación o malos olores	Sin ruidos exteriores	57
44236	Tronchón	Con contaminación o malos olores	Sin ruidos exteriores	1
44236	Tronchón	Sin contaminación o malos olores	Sin ruidos exteriores	45
44237	Urrea de Gaén	Con contaminación o malos olores	Con ruidos exteriores	4
44237	Urrea de Gaén	Sin contaminación o malos olores	Con ruidos exteriores	12
44237	Urrea de Gaén	Sin contaminación o malos olores	Sin ruidos exteriores	212
44238	Utrillas	Con contaminación o malos olores	Con ruidos exteriores	51
44238	Utrillas	Con contaminación o malos olores	Sin ruidos exteriores	100
44238	Utrillas	Sin contaminación o malos olores	Con ruidos exteriores	112
44238	Utrillas	Sin contaminación o malos olores	Sin ruidos exteriores	835
44239	Valacloche	Sin contaminación o malos olores	Sin ruidos exteriores	12
44240	Valbona	Con contaminación o malos olores	Con ruidos exteriores	1
44240	Valbona	Sin contaminación o malos olores	Sin ruidos exteriores	86
44241	Valdealgorfa	Con contaminación o malos olores	Con ruidos exteriores	11
44241	Valdealgorfa	Con contaminación o malos olores	Sin ruidos exteriores	16
44241	Valdealgorfa	Sin contaminación o malos olores	Con ruidos exteriores	6
44241	Valdealgorfa	Sin contaminación o malos olores	Sin ruidos exteriores	254
44243	Valdecuenca	Con contaminación o malos olores	Con ruidos exteriores	1
44243	Valdecuenca	Sin contaminación o malos olores	Sin ruidos exteriores	16
44244	Valdelinares	Sin contaminación o malos olores	Sin ruidos exteriores	55
44245	Valdeltormo	Con contaminación o malos olores	Con ruidos exteriores	4
44245	Valdeltormo	Con contaminación o malos olores	Sin ruidos exteriores	6
44245	Valdeltormo	Sin contaminación o malos olores	Con ruidos exteriores	20
44245	Valdeltormo	Sin contaminación o malos olores	Sin ruidos exteriores	112
44246	Valderrobres	Con contaminación o malos olores	Con ruidos exteriores	56
44246	Valderrobres	Con contaminación o malos olores	Sin ruidos exteriores	62
44246	Valderrobres	Sin contaminación o malos olores	Con ruidos exteriores	80
44246	Valderrobres	Sin contaminación o malos olores	Sin ruidos exteriores	539
44247	Valjunquera	Con contaminación o malos olores	Con ruidos exteriores	2
44247	Valjunquera	Con contaminación o malos olores	Sin ruidos exteriores	5
44247	Valjunquera	Sin contaminación o malos olores	Con ruidos exteriores	6
44247	Valjunquera	Sin contaminación o malos olores	Sin ruidos exteriores	156
44249	Vallecillo (El)	Con contaminación o malos olores	Con ruidos exteriores	2
44249	Vallecillo (El)	Sin contaminación o malos olores	Sin ruidos exteriores	25
44250	Veguillas de la Sierra	Sin contaminación o malos olores	Sin ruidos exteriores	14
44251	Villafranca del Campo	Con contaminación o malos olores	Con ruidos exteriores	13
44251	Villafranca del Campo	Con contaminación o malos olores	Sin ruidos exteriores	25
44251	Villafranca del Campo	Sin contaminación o malos olores	Con ruidos exteriores	7
44251	Villafranca del Campo	Sin contaminación o malos olores	Sin ruidos exteriores	110
44252	Villahermosa del Campo	Sin contaminación o malos olores	Sin ruidos exteriores	31
44256	Villanueva del Rebollar de la Sierra	Con contaminación o malos olores	Sin ruidos exteriores	1
44256	Villanueva del Rebollar de la Sierra	Sin contaminación o malos olores	Sin ruidos exteriores	18
44257	Villar del Cobo	Sin contaminación o malos olores	Sin ruidos exteriores	89
44258	Villar del Salz	Sin contaminación o malos olores	Sin ruidos exteriores	41
44260	Villarluengo	Sin contaminación o malos olores	Sin ruidos exteriores	90
44261	Villarquemado	Con contaminación o malos olores	Con ruidos exteriores	31
44261	Villarquemado	Con contaminación o malos olores	Sin ruidos exteriores	57
44261	Villarquemado	Sin contaminación o malos olores	Con ruidos exteriores	30
44261	Villarquemado	Sin contaminación o malos olores	Sin ruidos exteriores	243
44262	Villarroya de los Pinares	Con contaminación o malos olores	Con ruidos exteriores	2
44262	Villarroya de los Pinares	Sin contaminación o malos olores	Con ruidos exteriores	2
44262	Villarroya de los Pinares	Sin contaminación o malos olores	Sin ruidos exteriores	77
44263	Villastar	Con contaminación o malos olores	Sin ruidos exteriores	2
44263	Villastar	Sin contaminación o malos olores	Con ruidos exteriores	19
44263	Villastar	Sin contaminación o malos olores	Sin ruidos exteriores	120
44264	Villel	Sin contaminación o malos olores	Sin ruidos exteriores	151
44265	Vinaceite	Con contaminación o malos olores	Sin ruidos exteriores	18
44265	Vinaceite	Sin contaminación o malos olores	Sin ruidos exteriores	102
44266	Visiedo	Con contaminación o malos olores	Sin ruidos exteriores	1
44266	Visiedo	Sin contaminación o malos olores	Con ruidos exteriores	4
44266	Visiedo	Sin contaminación o malos olores	Sin ruidos exteriores	78
44267	Vivel del Río Martín	Sin contaminación o malos olores	Sin ruidos exteriores	40
44268	Zoma (La)	Sin contaminación o malos olores	Sin ruidos exteriores	8
50001	Abanto	Con contaminación o malos olores	Sin ruidos exteriores	1
50001	Abanto	Sin contaminación o malos olores	Sin ruidos exteriores	79
50002	Acered	Sin contaminación o malos olores	Con ruidos exteriores	1
50002	Acered	Sin contaminación o malos olores	Sin ruidos exteriores	108
50003	Agón	Con contaminación o malos olores	Sin ruidos exteriores	1
50003	Agón	Sin contaminación o malos olores	Sin ruidos exteriores	59
50004	Aguarón	Con contaminación o malos olores	Con ruidos exteriores	2
50004	Aguarón	Con contaminación o malos olores	Sin ruidos exteriores	14
50004	Aguarón	Sin contaminación o malos olores	Con ruidos exteriores	17
50004	Aguarón	Sin contaminación o malos olores	Sin ruidos exteriores	262
50005	Aguilón	Con contaminación o malos olores	Con ruidos exteriores	2
50005	Aguilón	Sin contaminación o malos olores	Con ruidos exteriores	5
50005	Aguilón	Sin contaminación o malos olores	Sin ruidos exteriores	127
50006	Ainzón	Con contaminación o malos olores	Con ruidos exteriores	47
50006	Ainzón	Con contaminación o malos olores	Sin ruidos exteriores	53
50006	Ainzón	Sin contaminación o malos olores	Con ruidos exteriores	38
50006	Ainzón	Sin contaminación o malos olores	Sin ruidos exteriores	372
50007	Aladrén	Sin contaminación o malos olores	Sin ruidos exteriores	38
50008	Alagón	Con contaminación o malos olores	Con ruidos exteriores	106
50008	Alagón	Con contaminación o malos olores	Sin ruidos exteriores	99
50008	Alagón	Sin contaminación o malos olores	Con ruidos exteriores	251
50008	Alagón	Sin contaminación o malos olores	Sin ruidos exteriores	1509
50009	Alarba	Sin contaminación o malos olores	Sin ruidos exteriores	59
50010	Alberite de San Juan	Sin contaminación o malos olores	Sin ruidos exteriores	37
50011	Albeta	Con contaminación o malos olores	Con ruidos exteriores	2
50011	Albeta	Con contaminación o malos olores	Sin ruidos exteriores	1
50011	Albeta	Sin contaminación o malos olores	Con ruidos exteriores	4
50011	Albeta	Sin contaminación o malos olores	Sin ruidos exteriores	45
50012	Alborge	Con contaminación o malos olores	Con ruidos exteriores	2
50012	Alborge	Con contaminación o malos olores	Sin ruidos exteriores	15
50012	Alborge	Sin contaminación o malos olores	Con ruidos exteriores	1
50012	Alborge	Sin contaminación o malos olores	Sin ruidos exteriores	31
50013	Alcalá de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	8
50013	Alcalá de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	7
50013	Alcalá de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	94
50014	Alcalá de Moncayo	Sin contaminación o malos olores	Sin ruidos exteriores	50
50015	Alconchel de Ariza	Con contaminación o malos olores	Sin ruidos exteriores	1
50015	Alconchel de Ariza	Sin contaminación o malos olores	Con ruidos exteriores	1
50015	Alconchel de Ariza	Sin contaminación o malos olores	Sin ruidos exteriores	51
50016	Aldehuela de Liestos	Con contaminación o malos olores	Sin ruidos exteriores	1
50016	Aldehuela de Liestos	Sin contaminación o malos olores	Sin ruidos exteriores	17
50017	Alfajarín	Con contaminación o malos olores	Con ruidos exteriores	70
50017	Alfajarín	Con contaminación o malos olores	Sin ruidos exteriores	17
50017	Alfajarín	Sin contaminación o malos olores	Con ruidos exteriores	91
50017	Alfajarín	Sin contaminación o malos olores	Sin ruidos exteriores	381
50018	Alfamén	Con contaminación o malos olores	Con ruidos exteriores	3
50018	Alfamén	Con contaminación o malos olores	Sin ruidos exteriores	11
50018	Alfamén	Sin contaminación o malos olores	Con ruidos exteriores	10
50018	Alfamén	Sin contaminación o malos olores	Sin ruidos exteriores	413
50019	Alforque	Sin contaminación o malos olores	Sin ruidos exteriores	35
50020	Alhama de Aragón	Con contaminación o malos olores	Con ruidos exteriores	25
50020	Alhama de Aragón	Con contaminación o malos olores	Sin ruidos exteriores	29
50020	Alhama de Aragón	Sin contaminación o malos olores	Con ruidos exteriores	43
50020	Alhama de Aragón	Sin contaminación o malos olores	Sin ruidos exteriores	362
50021	Almochuel	Sin contaminación o malos olores	Sin ruidos exteriores	25
50022	Almolda (La)	Con contaminación o malos olores	Con ruidos exteriores	4
50022	Almolda (La)	Con contaminación o malos olores	Sin ruidos exteriores	8
50022	Almolda (La)	Sin contaminación o malos olores	Con ruidos exteriores	6
50022	Almolda (La)	Sin contaminación o malos olores	Sin ruidos exteriores	213
50023	Almonacid de la Cuba	Con contaminación o malos olores	Con ruidos exteriores	1
50023	Almonacid de la Cuba	Con contaminación o malos olores	Sin ruidos exteriores	2
50023	Almonacid de la Cuba	Sin contaminación o malos olores	Con ruidos exteriores	11
50023	Almonacid de la Cuba	Sin contaminación o malos olores	Sin ruidos exteriores	110
50024	Almonacid de la Sierra	Con contaminación o malos olores	Con ruidos exteriores	1
50024	Almonacid de la Sierra	Con contaminación o malos olores	Sin ruidos exteriores	10
50024	Almonacid de la Sierra	Sin contaminación o malos olores	Con ruidos exteriores	16
50024	Almonacid de la Sierra	Sin contaminación o malos olores	Sin ruidos exteriores	290
50025	Almunia de Doña Godina (La)	Con contaminación o malos olores	Con ruidos exteriores	135
50025	Almunia de Doña Godina (La)	Con contaminación o malos olores	Sin ruidos exteriores	59
50025	Almunia de Doña Godina (La)	Sin contaminación o malos olores	Con ruidos exteriores	280
50025	Almunia de Doña Godina (La)	Sin contaminación o malos olores	Sin ruidos exteriores	1523
50026	Alpartir	Con contaminación o malos olores	Con ruidos exteriores	4
50026	Alpartir	Con contaminación o malos olores	Sin ruidos exteriores	6
50026	Alpartir	Sin contaminación o malos olores	Con ruidos exteriores	9
50026	Alpartir	Sin contaminación o malos olores	Sin ruidos exteriores	206
50027	Ambel	Con contaminación o malos olores	Sin ruidos exteriores	5
50027	Ambel	Sin contaminación o malos olores	Con ruidos exteriores	2
50027	Ambel	Sin contaminación o malos olores	Sin ruidos exteriores	140
50028	Anento	Sin contaminación o malos olores	Con ruidos exteriores	1
50028	Anento	Sin contaminación o malos olores	Sin ruidos exteriores	40
50029	Aniñón	Sin contaminación o malos olores	Con ruidos exteriores	13
50029	Aniñón	Sin contaminación o malos olores	Sin ruidos exteriores	308
50030	Añón de Moncayo	Con contaminación o malos olores	Con ruidos exteriores	1
50030	Añón de Moncayo	Con contaminación o malos olores	Sin ruidos exteriores	1
50030	Añón de Moncayo	Sin contaminación o malos olores	Con ruidos exteriores	1
50030	Añón de Moncayo	Sin contaminación o malos olores	Sin ruidos exteriores	112
50031	Aranda de Moncayo	Con contaminación o malos olores	Con ruidos exteriores	4
50031	Aranda de Moncayo	Sin contaminación o malos olores	Con ruidos exteriores	2
50031	Aranda de Moncayo	Sin contaminación o malos olores	Sin ruidos exteriores	93
50032	Arándiga	Con contaminación o malos olores	Con ruidos exteriores	2
50032	Arándiga	Con contaminación o malos olores	Sin ruidos exteriores	4
50032	Arándiga	Sin contaminación o malos olores	Con ruidos exteriores	1
50032	Arándiga	Sin contaminación o malos olores	Sin ruidos exteriores	195
50033	Ardisa	Con contaminación o malos olores	Sin ruidos exteriores	2
50033	Ardisa	Sin contaminación o malos olores	Sin ruidos exteriores	31
50034	Ariza	Con contaminación o malos olores	Con ruidos exteriores	11
50034	Ariza	Con contaminación o malos olores	Sin ruidos exteriores	13
50034	Ariza	Sin contaminación o malos olores	Con ruidos exteriores	43
50034	Ariza	Sin contaminación o malos olores	Sin ruidos exteriores	424
50035	Artieda	Sin contaminación o malos olores	Con ruidos exteriores	1
50035	Artieda	Sin contaminación o malos olores	Sin ruidos exteriores	38
50036	Asín	Con contaminación o malos olores	Con ruidos exteriores	1
50036	Asín	Sin contaminación o malos olores	Sin ruidos exteriores	39
50037	Atea	Sin contaminación o malos olores	Sin ruidos exteriores	107
50038	Ateca	Con contaminación o malos olores	Con ruidos exteriores	30
50038	Ateca	Con contaminación o malos olores	Sin ruidos exteriores	28
50038	Ateca	Sin contaminación o malos olores	Con ruidos exteriores	107
50038	Ateca	Sin contaminación o malos olores	Sin ruidos exteriores	588
50039	Azuara	Con contaminación o malos olores	Con ruidos exteriores	1
50039	Azuara	Con contaminación o malos olores	Sin ruidos exteriores	3
50039	Azuara	Sin contaminación o malos olores	Con ruidos exteriores	1
50039	Azuara	Sin contaminación o malos olores	Sin ruidos exteriores	278
50040	Badules	Con contaminación o malos olores	Con ruidos exteriores	3
50040	Badules	Sin contaminación o malos olores	Con ruidos exteriores	2
50040	Badules	Sin contaminación o malos olores	Sin ruidos exteriores	43
50041	Bagüés	Sin contaminación o malos olores	Sin ruidos exteriores	17
50042	Balconchán	Sin contaminación o malos olores	Sin ruidos exteriores	12
50043	Bárboles	Con contaminación o malos olores	Con ruidos exteriores	3
50043	Bárboles	Con contaminación o malos olores	Sin ruidos exteriores	3
50043	Bárboles	Sin contaminación o malos olores	Con ruidos exteriores	2
50043	Bárboles	Sin contaminación o malos olores	Sin ruidos exteriores	124
50044	Bardallur	Con contaminación o malos olores	Con ruidos exteriores	3
50044	Bardallur	Sin contaminación o malos olores	Con ruidos exteriores	7
50044	Bardallur	Sin contaminación o malos olores	Sin ruidos exteriores	107
50045	Belchite	Con contaminación o malos olores	Con ruidos exteriores	24
50045	Belchite	Con contaminación o malos olores	Sin ruidos exteriores	33
50045	Belchite	Sin contaminación o malos olores	Con ruidos exteriores	44
50045	Belchite	Sin contaminación o malos olores	Sin ruidos exteriores	551
50046	Belmonte de Gracián	Con contaminación o malos olores	Con ruidos exteriores	2
50046	Belmonte de Gracián	Con contaminación o malos olores	Sin ruidos exteriores	2
50046	Belmonte de Gracián	Sin contaminación o malos olores	Con ruidos exteriores	2
50046	Belmonte de Gracián	Sin contaminación o malos olores	Sin ruidos exteriores	105
50047	Berdejo	Sin contaminación o malos olores	Sin ruidos exteriores	26
50048	Berrueco	Sin contaminación o malos olores	Sin ruidos exteriores	16
50050	Bijuesca	Sin contaminación o malos olores	Sin ruidos exteriores	54
50051	Biota	Con contaminación o malos olores	Con ruidos exteriores	7
50051	Biota	Con contaminación o malos olores	Sin ruidos exteriores	41
50051	Biota	Sin contaminación o malos olores	Con ruidos exteriores	29
50051	Biota	Sin contaminación o malos olores	Sin ruidos exteriores	379
50052	Bisimbre	Con contaminación o malos olores	Sin ruidos exteriores	1
50052	Bisimbre	Sin contaminación o malos olores	Sin ruidos exteriores	50
50053	Boquiñeni	Con contaminación o malos olores	Sin ruidos exteriores	1
50053	Boquiñeni	Sin contaminación o malos olores	Sin ruidos exteriores	363
50054	Bordalba	Sin contaminación o malos olores	Sin ruidos exteriores	32
50055	Borja	Con contaminación o malos olores	Con ruidos exteriores	165
50055	Borja	Con contaminación o malos olores	Sin ruidos exteriores	135
50055	Borja	Sin contaminación o malos olores	Con ruidos exteriores	213
50055	Borja	Sin contaminación o malos olores	Sin ruidos exteriores	1044
50056	Botorrita	Con contaminación o malos olores	Con ruidos exteriores	5
50056	Botorrita	Con contaminación o malos olores	Sin ruidos exteriores	2
50056	Botorrita	Sin contaminación o malos olores	Con ruidos exteriores	23
50056	Botorrita	Sin contaminación o malos olores	Sin ruidos exteriores	161
50057	Brea de Aragón	Con contaminación o malos olores	Con ruidos exteriores	31
50057	Brea de Aragón	Con contaminación o malos olores	Sin ruidos exteriores	24
50057	Brea de Aragón	Sin contaminación o malos olores	Con ruidos exteriores	82
50057	Brea de Aragón	Sin contaminación o malos olores	Sin ruidos exteriores	550
50058	Bubierca	Con contaminación o malos olores	Con ruidos exteriores	1
50058	Bubierca	Sin contaminación o malos olores	Con ruidos exteriores	1
50058	Bubierca	Sin contaminación o malos olores	Sin ruidos exteriores	42
50059	Bujaraloz	Con contaminación o malos olores	Con ruidos exteriores	30
50059	Bujaraloz	Con contaminación o malos olores	Sin ruidos exteriores	23
50059	Bujaraloz	Sin contaminación o malos olores	Con ruidos exteriores	30
50059	Bujaraloz	Sin contaminación o malos olores	Sin ruidos exteriores	267
50060	Bulbuente	Con contaminación o malos olores	Con ruidos exteriores	8
50060	Bulbuente	Con contaminación o malos olores	Sin ruidos exteriores	1
50060	Bulbuente	Sin contaminación o malos olores	Con ruidos exteriores	5
50060	Bulbuente	Sin contaminación o malos olores	Sin ruidos exteriores	105
50061	Bureta	Con contaminación o malos olores	Sin ruidos exteriores	8
50061	Bureta	Sin contaminación o malos olores	Con ruidos exteriores	2
50061	Bureta	Sin contaminación o malos olores	Sin ruidos exteriores	110
50062	Burgo de Ebro (El)	Con contaminación o malos olores	Con ruidos exteriores	66
50062	Burgo de Ebro (El)	Con contaminación o malos olores	Sin ruidos exteriores	45
50062	Burgo de Ebro (El)	Sin contaminación o malos olores	Con ruidos exteriores	55
50062	Burgo de Ebro (El)	Sin contaminación o malos olores	Sin ruidos exteriores	441
50063	Buste (El)	Sin contaminación o malos olores	Sin ruidos exteriores	39
50064	Cabañas de Ebro	Con contaminación o malos olores	Con ruidos exteriores	7
50064	Cabañas de Ebro	Con contaminación o malos olores	Sin ruidos exteriores	2
50064	Cabañas de Ebro	Sin contaminación o malos olores	Con ruidos exteriores	14
50064	Cabañas de Ebro	Sin contaminación o malos olores	Sin ruidos exteriores	173
50065	Cabolafuente	Con contaminación o malos olores	Sin ruidos exteriores	4
50065	Cabolafuente	Sin contaminación o malos olores	Con ruidos exteriores	1
50065	Cabolafuente	Sin contaminación o malos olores	Sin ruidos exteriores	14
50066	Cadrete	Con contaminación o malos olores	Con ruidos exteriores	42
50066	Cadrete	Con contaminación o malos olores	Sin ruidos exteriores	51
50066	Cadrete	Sin contaminación o malos olores	Con ruidos exteriores	59
50066	Cadrete	Sin contaminación o malos olores	Sin ruidos exteriores	532
50067	Calatayud	Con contaminación o malos olores	Con ruidos exteriores	364
50067	Calatayud	Con contaminación o malos olores	Sin ruidos exteriores	204
50067	Calatayud	Sin contaminación o malos olores	Con ruidos exteriores	1245
50067	Calatayud	Sin contaminación o malos olores	Sin ruidos exteriores	4658
50068	Calatorao	Con contaminación o malos olores	Con ruidos exteriores	76
50068	Calatorao	Con contaminación o malos olores	Sin ruidos exteriores	73
50068	Calatorao	Sin contaminación o malos olores	Con ruidos exteriores	117
50068	Calatorao	Sin contaminación o malos olores	Sin ruidos exteriores	772
50069	Calcena	Sin contaminación o malos olores	Sin ruidos exteriores	54
50070	Calmarza	Sin contaminación o malos olores	Con ruidos exteriores	2
50070	Calmarza	Sin contaminación o malos olores	Sin ruidos exteriores	38
50071	Campillo de Aragón	Sin contaminación o malos olores	Con ruidos exteriores	3
50071	Campillo de Aragón	Sin contaminación o malos olores	Sin ruidos exteriores	73
50072	Carenas	Sin contaminación o malos olores	Sin ruidos exteriores	97
50073	Cariñena	Con contaminación o malos olores	Con ruidos exteriores	52
50073	Cariñena	Con contaminación o malos olores	Sin ruidos exteriores	66
50073	Cariñena	Sin contaminación o malos olores	Con ruidos exteriores	116
50073	Cariñena	Sin contaminación o malos olores	Sin ruidos exteriores	861
50074	Caspe	Con contaminación o malos olores	Con ruidos exteriores	134
50074	Caspe	Con contaminación o malos olores	Sin ruidos exteriores	90
50074	Caspe	Sin contaminación o malos olores	Con ruidos exteriores	380
50074	Caspe	Sin contaminación o malos olores	Sin ruidos exteriores	2274
50075	Castejón de Alarba	Sin contaminación o malos olores	Sin ruidos exteriores	44
50076	Castejón de las Armas	Sin contaminación o malos olores	Con ruidos exteriores	2
50076	Castejón de las Armas	Sin contaminación o malos olores	Sin ruidos exteriores	55
50077	Castejón de Valdejasa	Sin contaminación o malos olores	Con ruidos exteriores	1
50077	Castejón de Valdejasa	Sin contaminación o malos olores	Sin ruidos exteriores	131
50078	Castiliscar	Con contaminación o malos olores	Con ruidos exteriores	2
50078	Castiliscar	Sin contaminación o malos olores	Con ruidos exteriores	10
50078	Castiliscar	Sin contaminación o malos olores	Sin ruidos exteriores	137
50079	Cervera de la Cañada	Con contaminación o malos olores	Con ruidos exteriores	1
50079	Cervera de la Cañada	Con contaminación o malos olores	Sin ruidos exteriores	15
50079	Cervera de la Cañada	Sin contaminación o malos olores	Sin ruidos exteriores	118
50080	Cerveruela	Sin contaminación o malos olores	Sin ruidos exteriores	21
50081	Cetina	Con contaminación o malos olores	Con ruidos exteriores	4
50081	Cetina	Sin contaminación o malos olores	Con ruidos exteriores	7
50081	Cetina	Sin contaminación o malos olores	Sin ruidos exteriores	301
50082	Cimballa	Sin contaminación o malos olores	Sin ruidos exteriores	62
50083	Cinco Olivas	Sin contaminación o malos olores	Sin ruidos exteriores	55
50084	Clarés de Ribota	Con contaminación o malos olores	Sin ruidos exteriores	1
50084	Clarés de Ribota	Sin contaminación o malos olores	Sin ruidos exteriores	52
50085	Codo	Sin contaminación o malos olores	Sin ruidos exteriores	114
50086	Codos	Con contaminación o malos olores	Sin ruidos exteriores	2
50086	Codos	Sin contaminación o malos olores	Sin ruidos exteriores	131
50087	Contamina	Sin contaminación o malos olores	Sin ruidos exteriores	26
50088	Cosuenda	Con contaminación o malos olores	Con ruidos exteriores	1
50088	Cosuenda	Con contaminación o malos olores	Sin ruidos exteriores	1
50088	Cosuenda	Sin contaminación o malos olores	Con ruidos exteriores	2
50088	Cosuenda	Sin contaminación o malos olores	Sin ruidos exteriores	164
50089	Cuarte de Huerva	Con contaminación o malos olores	Con ruidos exteriores	143
50089	Cuarte de Huerva	Con contaminación o malos olores	Sin ruidos exteriores	150
50089	Cuarte de Huerva	Sin contaminación o malos olores	Con ruidos exteriores	48
50089	Cuarte de Huerva	Sin contaminación o malos olores	Sin ruidos exteriores	279
50090	Cubel	Con contaminación o malos olores	Con ruidos exteriores	2
50090	Cubel	Con contaminación o malos olores	Sin ruidos exteriores	2
50090	Cubel	Sin contaminación o malos olores	Sin ruidos exteriores	75
50091	Cuerlas (Las)	Con contaminación o malos olores	Con ruidos exteriores	1
50091	Cuerlas (Las)	Con contaminación o malos olores	Sin ruidos exteriores	1
50091	Cuerlas (Las)	Sin contaminación o malos olores	Con ruidos exteriores	1
50091	Cuerlas (Las)	Sin contaminación o malos olores	Sin ruidos exteriores	38
50092	Chiprana	Con contaminación o malos olores	Con ruidos exteriores	2
50092	Chiprana	Con contaminación o malos olores	Sin ruidos exteriores	4
50092	Chiprana	Sin contaminación o malos olores	Con ruidos exteriores	1
50092	Chiprana	Sin contaminación o malos olores	Sin ruidos exteriores	152
50093	Chodes	Sin contaminación o malos olores	Sin ruidos exteriores	51
50094	Daroca	Con contaminación o malos olores	Con ruidos exteriores	28
50094	Daroca	Con contaminación o malos olores	Sin ruidos exteriores	10
50094	Daroca	Sin contaminación o malos olores	Con ruidos exteriores	90
50094	Daroca	Sin contaminación o malos olores	Sin ruidos exteriores	722
50095	Ejea de los Caballeros	Con contaminación o malos olores	Con ruidos exteriores	253
50095	Ejea de los Caballeros	Con contaminación o malos olores	Sin ruidos exteriores	176
50095	Ejea de los Caballeros	Sin contaminación o malos olores	Con ruidos exteriores	620
50095	Ejea de los Caballeros	Sin contaminación o malos olores	Sin ruidos exteriores	4430
50096	Embid de Ariza	Sin contaminación o malos olores	Sin ruidos exteriores	30
50098	Encinacorba	Sin contaminación o malos olores	Con ruidos exteriores	4
50098	Encinacorba	Sin contaminación o malos olores	Sin ruidos exteriores	132
50099	Épila	Con contaminación o malos olores	Con ruidos exteriores	123
50099	Épila	Con contaminación o malos olores	Sin ruidos exteriores	107
50099	Épila	Sin contaminación o malos olores	Con ruidos exteriores	169
50099	Épila	Sin contaminación o malos olores	Sin ruidos exteriores	1026
50100	Erla	Con contaminación o malos olores	Con ruidos exteriores	1
50100	Erla	Con contaminación o malos olores	Sin ruidos exteriores	5
50100	Erla	Sin contaminación o malos olores	Con ruidos exteriores	5
50100	Erla	Sin contaminación o malos olores	Sin ruidos exteriores	154
50101	Escatrón	Con contaminación o malos olores	Con ruidos exteriores	13
50101	Escatrón	Con contaminación o malos olores	Sin ruidos exteriores	36
50101	Escatrón	Sin contaminación o malos olores	Con ruidos exteriores	31
50101	Escatrón	Sin contaminación o malos olores	Sin ruidos exteriores	535
50102	Fabara	Con contaminación o malos olores	Con ruidos exteriores	12
