Municipio código	Municipio nombre	Explotaciones	Gestión explotación
50090	Cubel	8	Un miembro de la familia es el jefe de la explotación
50091	Cuerlas (Las)	15	El titular es el jefe de la explotación
50091	Cuerlas (Las)	14	Otra persona o sociedad es jefe de la explotación
50091	Cuerlas (Las)	3	Un miembro de la familia es el jefe de la explotación
50092	Chiprana	25	El titular es el jefe de la explotación
50092	Chiprana	7	Otra persona o sociedad es jefe de la explotación
50092	Chiprana	5	Un miembro de la familia es el jefe de la explotación
50093	Chodes	23	El titular es el jefe de la explotación
50093	Chodes	1	Otra persona o sociedad es jefe de la explotación
50093	Chodes	5	Un miembro de la familia es el jefe de la explotación
50094	Daroca	75	El titular es el jefe de la explotación
50094	Daroca	4	Otra persona o sociedad es jefe de la explotación
50094	Daroca	11	Un miembro de la familia es el jefe de la explotación
50095	Ejea de los Caballeros	736	El titular es el jefe de la explotación
50095	Ejea de los Caballeros	229	Otra persona o sociedad es jefe de la explotación
50095	Ejea de los Caballeros	73	Un miembro de la familia es el jefe de la explotación
50096	Embid de Ariza	10	El titular es el jefe de la explotación
50096	Embid de Ariza	1	Otra persona o sociedad es jefe de la explotación
50098	Encinacorba	57	El titular es el jefe de la explotación
50098	Encinacorba	7	Un miembro de la familia es el jefe de la explotación
50099	Épila	271	El titular es el jefe de la explotación
50099	Épila	42	Otra persona o sociedad es jefe de la explotación
50099	Épila	31	Un miembro de la familia es el jefe de la explotación
50100	Erla	40	El titular es el jefe de la explotación
50100	Erla	8	Otra persona o sociedad es jefe de la explotación
50100	Erla	6	Un miembro de la familia es el jefe de la explotación
50101	Escatrón	62	El titular es el jefe de la explotación
50101	Escatrón	4	Otra persona o sociedad es jefe de la explotación
50101	Escatrón	16	Un miembro de la familia es el jefe de la explotación
50102	Fabara	219	El titular es el jefe de la explotación
50102	Fabara	28	Otra persona o sociedad es jefe de la explotación
50102	Fabara	12	Un miembro de la familia es el jefe de la explotación
50104	Farlete	62	El titular es el jefe de la explotación
50104	Farlete	9	Otra persona o sociedad es jefe de la explotación
50104	Farlete	15	Un miembro de la familia es el jefe de la explotación
50105	Fayón	61	El titular es el jefe de la explotación
50105	Fayón	4	Otra persona o sociedad es jefe de la explotación
50105	Fayón	24	Un miembro de la familia es el jefe de la explotación
50106	Fayos (Los)	8	El titular es el jefe de la explotación
50106	Fayos (Los)	1	Un miembro de la familia es el jefe de la explotación
50107	Figueruelas	33	El titular es el jefe de la explotación
50107	Figueruelas	7	Otra persona o sociedad es jefe de la explotación
50107	Figueruelas	8	Un miembro de la familia es el jefe de la explotación
50108	Fombuena	10	El titular es el jefe de la explotación
50108	Fombuena	7	Otra persona o sociedad es jefe de la explotación
50109	Frago (El)	11	El titular es el jefe de la explotación
50109	Frago (El)	3	Otra persona o sociedad es jefe de la explotación
50109	Frago (El)	1	Un miembro de la familia es el jefe de la explotación
50110	Frasno (El)	149	El titular es el jefe de la explotación
50110	Frasno (El)	19	Un miembro de la familia es el jefe de la explotación
50111	Fréscano	25	El titular es el jefe de la explotación
50111	Fréscano	6	Otra persona o sociedad es jefe de la explotación
50111	Fréscano	4	Un miembro de la familia es el jefe de la explotación
50113	Fuendejalón	172	El titular es el jefe de la explotación
50113	Fuendejalón	20	Otra persona o sociedad es jefe de la explotación
50113	Fuendejalón	56	Un miembro de la familia es el jefe de la explotación
50114	Fuendetodos	21	El titular es el jefe de la explotación
50114	Fuendetodos	4	Otra persona o sociedad es jefe de la explotación
50114	Fuendetodos	3	Un miembro de la familia es el jefe de la explotación
50115	Fuentes de Ebro	254	El titular es el jefe de la explotación
50115	Fuentes de Ebro	34	Otra persona o sociedad es jefe de la explotación
50115	Fuentes de Ebro	37	Un miembro de la familia es el jefe de la explotación
50116	Fuentes de Jiloca	43	El titular es el jefe de la explotación
50116	Fuentes de Jiloca	6	Otra persona o sociedad es jefe de la explotación
50116	Fuentes de Jiloca	4	Un miembro de la familia es el jefe de la explotación
50117	Gallocanta	31	El titular es el jefe de la explotación
50117	Gallocanta	8	Otra persona o sociedad es jefe de la explotación
50117	Gallocanta	4	Un miembro de la familia es el jefe de la explotación
50118	Gallur	102	El titular es el jefe de la explotación
50118	Gallur	12	Otra persona o sociedad es jefe de la explotación
50118	Gallur	6	Un miembro de la familia es el jefe de la explotación
50119	Gelsa	116	El titular es el jefe de la explotación
50119	Gelsa	20	Otra persona o sociedad es jefe de la explotación
50119	Gelsa	39	Un miembro de la familia es el jefe de la explotación
50120	Godojos	18	El titular es el jefe de la explotación
50120	Godojos	1	Otra persona o sociedad es jefe de la explotación
50120	Godojos	2	Un miembro de la familia es el jefe de la explotación
50121	Gotor	43	El titular es el jefe de la explotación
50121	Gotor	1	Otra persona o sociedad es jefe de la explotación
50121	Gotor	6	Un miembro de la familia es el jefe de la explotación
50122	Grisel	18	El titular es el jefe de la explotación
50123	Grisén	15	El titular es el jefe de la explotación
50123	Grisén	3	Otra persona o sociedad es jefe de la explotación
50123	Grisén	3	Un miembro de la familia es el jefe de la explotación
50124	Herrera de los Navarros	102	El titular es el jefe de la explotación
50124	Herrera de los Navarros	6	Otra persona o sociedad es jefe de la explotación
50124	Herrera de los Navarros	21	Un miembro de la familia es el jefe de la explotación
50125	Ibdes	70	El titular es el jefe de la explotación
50125	Ibdes	4	Otra persona o sociedad es jefe de la explotación
50125	Ibdes	7	Un miembro de la familia es el jefe de la explotación
50126	Illueca	86	El titular es el jefe de la explotación
50126	Illueca	3	Otra persona o sociedad es jefe de la explotación
50126	Illueca	5	Un miembro de la familia es el jefe de la explotación
50128	Isuerre	9	El titular es el jefe de la explotación
50128	Isuerre	1	Otra persona o sociedad es jefe de la explotación
50128	Isuerre	1	Un miembro de la familia es el jefe de la explotación
50129	Jaraba	25	El titular es el jefe de la explotación
50129	Jaraba	2	Otra persona o sociedad es jefe de la explotación
50129	Jaraba	1	Un miembro de la familia es el jefe de la explotación
50130	Jarque	95	El titular es el jefe de la explotación
50130	Jarque	3	Otra persona o sociedad es jefe de la explotación
50130	Jarque	14	Un miembro de la familia es el jefe de la explotación
50131	Jaulín	35	El titular es el jefe de la explotación
50131	Jaulín	7	Otra persona o sociedad es jefe de la explotación
50131	Jaulín	5	Un miembro de la familia es el jefe de la explotación
50132	Joyosa (La)	11	El titular es el jefe de la explotación
50132	Joyosa (La)	4	Otra persona o sociedad es jefe de la explotación
50132	Joyosa (La)	5	Un miembro de la familia es el jefe de la explotación
50133	Lagata	21	El titular es el jefe de la explotación
50133	Lagata	1	Otra persona o sociedad es jefe de la explotación
50133	Lagata	3	Un miembro de la familia es el jefe de la explotación
50134	Langa del Castillo	44	El titular es el jefe de la explotación
50134	Langa del Castillo	14	Otra persona o sociedad es jefe de la explotación
50134	Langa del Castillo	6	Un miembro de la familia es el jefe de la explotación
50135	Layana	3	El titular es el jefe de la explotación
50135	Layana	2	Otra persona o sociedad es jefe de la explotación
50135	Layana	1	Un miembro de la familia es el jefe de la explotación
50136	Lécera	120	El titular es el jefe de la explotación
50136	Lécera	18	Otra persona o sociedad es jefe de la explotación
50136	Lécera	23	Un miembro de la familia es el jefe de la explotación
50137	Leciñena	145	El titular es el jefe de la explotación
50137	Leciñena	31	Otra persona o sociedad es jefe de la explotación
50137	Leciñena	26	Un miembro de la familia es el jefe de la explotación
50138	Lechón	10	El titular es el jefe de la explotación
50138	Lechón	2	Otra persona o sociedad es jefe de la explotación
50139	Letux	52	El titular es el jefe de la explotación
50139	Letux	5	Otra persona o sociedad es jefe de la explotación
50139	Letux	17	Un miembro de la familia es el jefe de la explotación
50140	Litago	19	El titular es el jefe de la explotación
50140	Litago	1	Otra persona o sociedad es jefe de la explotación
50140	Litago	1	Un miembro de la familia es el jefe de la explotación
50141	Lituénigo	19	El titular es el jefe de la explotación
50141	Lituénigo	3	Un miembro de la familia es el jefe de la explotación
50142	Lobera de Onsella	11	El titular es el jefe de la explotación
50142	Lobera de Onsella	1	Otra persona o sociedad es jefe de la explotación
50142	Lobera de Onsella	2	Un miembro de la familia es el jefe de la explotación
50143	Longares	154	El titular es el jefe de la explotación
50143	Longares	5	Otra persona o sociedad es jefe de la explotación
50143	Longares	28	Un miembro de la familia es el jefe de la explotación
50144	Longás	6	El titular es el jefe de la explotación
50144	Longás	1	Otra persona o sociedad es jefe de la explotación
50146	Lucena de Jalón	33	El titular es el jefe de la explotación
50146	Lucena de Jalón	8	Otra persona o sociedad es jefe de la explotación
50146	Lucena de Jalón	5	Un miembro de la familia es el jefe de la explotación
50147	Luceni	39	El titular es el jefe de la explotación
50147	Luceni	7	Otra persona o sociedad es jefe de la explotación
50147	Luceni	7	Un miembro de la familia es el jefe de la explotación
50148	Luesia	38	El titular es el jefe de la explotación
50148	Luesia	20	Otra persona o sociedad es jefe de la explotación
50148	Luesia	6	Un miembro de la familia es el jefe de la explotación
50149	Luesma	9	El titular es el jefe de la explotación
50149	Luesma	2	Otra persona o sociedad es jefe de la explotación
50150	Lumpiaque	88	El titular es el jefe de la explotación
50150	Lumpiaque	11	Otra persona o sociedad es jefe de la explotación
50150	Lumpiaque	8	Un miembro de la familia es el jefe de la explotación
50151	Luna	162	El titular es el jefe de la explotación
50151	Luna	51	Otra persona o sociedad es jefe de la explotación
50151	Luna	18	Un miembro de la familia es el jefe de la explotación
50152	Maella	333	El titular es el jefe de la explotación
50152	Maella	27	Otra persona o sociedad es jefe de la explotación
50152	Maella	34	Un miembro de la familia es el jefe de la explotación
50153	Magallón	130	El titular es el jefe de la explotación
50153	Magallón	19	Otra persona o sociedad es jefe de la explotación
50153	Magallón	28	Un miembro de la familia es el jefe de la explotación
50154	Mainar	19	El titular es el jefe de la explotación
50154	Mainar	4	Otra persona o sociedad es jefe de la explotación
50154	Mainar	2	Un miembro de la familia es el jefe de la explotación
50155	Malanquilla	19	El titular es el jefe de la explotación
50155	Malanquilla	6	Otra persona o sociedad es jefe de la explotación
50155	Malanquilla	2	Un miembro de la familia es el jefe de la explotación
50156	Maleján	1	El titular es el jefe de la explotación
50156	Maleján	1	Otra persona o sociedad es jefe de la explotación
50156	Maleján	2	Un miembro de la familia es el jefe de la explotación
50157	Malón	47	El titular es el jefe de la explotación
50157	Malón	3	Otra persona o sociedad es jefe de la explotación
50157	Malón	8	Un miembro de la familia es el jefe de la explotación
50159	Maluenda	111	El titular es el jefe de la explotación
50159	Maluenda	2	Otra persona o sociedad es jefe de la explotación
50159	Maluenda	4	Un miembro de la familia es el jefe de la explotación
50160	Mallén	129	El titular es el jefe de la explotación
50160	Mallén	17	Otra persona o sociedad es jefe de la explotación
50160	Mallén	14	Un miembro de la familia es el jefe de la explotación
50161	Manchones	18	El titular es el jefe de la explotación
50161	Manchones	3	Otra persona o sociedad es jefe de la explotación
50161	Manchones	1	Un miembro de la familia es el jefe de la explotación
50162	Mara	47	El titular es el jefe de la explotación
50162	Mara	6	Un miembro de la familia es el jefe de la explotación
50163	María de Huerva	30	El titular es el jefe de la explotación
50163	María de Huerva	6	Otra persona o sociedad es jefe de la explotación
50164	Mediana de Aragón	45	El titular es el jefe de la explotación
50164	Mediana de Aragón	6	Otra persona o sociedad es jefe de la explotación
50164	Mediana de Aragón	3	Un miembro de la familia es el jefe de la explotación
50165	Mequinenza	276	El titular es el jefe de la explotación
50165	Mequinenza	16	Otra persona o sociedad es jefe de la explotación
50165	Mequinenza	43	Un miembro de la familia es el jefe de la explotación
50166	Mesones de Isuela	79	El titular es el jefe de la explotación
50166	Mesones de Isuela	2	Otra persona o sociedad es jefe de la explotación
50166	Mesones de Isuela	9	Un miembro de la familia es el jefe de la explotación
50167	Mezalocha	36	El titular es el jefe de la explotación
50167	Mezalocha	2	Otra persona o sociedad es jefe de la explotación
50167	Mezalocha	6	Un miembro de la familia es el jefe de la explotación
50168	Mianos	7	El titular es el jefe de la explotación
50168	Mianos	1	Otra persona o sociedad es jefe de la explotación
50169	Miedes de Aragón	99	El titular es el jefe de la explotación
50169	Miedes de Aragón	5	Otra persona o sociedad es jefe de la explotación
50169	Miedes de Aragón	8	Un miembro de la familia es el jefe de la explotación
50170	Monegrillo	107	El titular es el jefe de la explotación
50170	Monegrillo	24	Otra persona o sociedad es jefe de la explotación
50170	Monegrillo	17	Un miembro de la familia es el jefe de la explotación
50171	Moneva	40	El titular es el jefe de la explotación
50171	Moneva	13	Otra persona o sociedad es jefe de la explotación
50171	Moneva	5	Un miembro de la familia es el jefe de la explotación
50172	Monreal de Ariza	45	El titular es el jefe de la explotación
50172	Monreal de Ariza	5	Otra persona o sociedad es jefe de la explotación
50172	Monreal de Ariza	2	Un miembro de la familia es el jefe de la explotación
50173	Monterde	30	El titular es el jefe de la explotación
50173	Monterde	1	Otra persona o sociedad es jefe de la explotación
50173	Monterde	3	Un miembro de la familia es el jefe de la explotación
50174	Montón	23	El titular es el jefe de la explotación
50174	Montón	2	Otra persona o sociedad es jefe de la explotación
50174	Montón	2	Un miembro de la familia es el jefe de la explotación
50175	Morata de Jalón	160	El titular es el jefe de la explotación
50175	Morata de Jalón	7	Otra persona o sociedad es jefe de la explotación
50175	Morata de Jalón	22	Un miembro de la familia es el jefe de la explotación
50176	Morata de Jiloca	53	El titular es el jefe de la explotación
50176	Morata de Jiloca	5	Otra persona o sociedad es jefe de la explotación
50176	Morata de Jiloca	4	Un miembro de la familia es el jefe de la explotación
50177	Morés	42	El titular es el jefe de la explotación
50177	Morés	5	Otra persona o sociedad es jefe de la explotación
50177	Morés	2	Un miembro de la familia es el jefe de la explotación
50178	Moros	90	El titular es el jefe de la explotación
50178	Moros	3	Otra persona o sociedad es jefe de la explotación
50178	Moros	3	Un miembro de la familia es el jefe de la explotación
50179	Moyuela	37	El titular es el jefe de la explotación
50179	Moyuela	6	Otra persona o sociedad es jefe de la explotación
50179	Moyuela	7	Un miembro de la familia es el jefe de la explotación
50180	Mozota	12	El titular es el jefe de la explotación
50180	Mozota	2	Un miembro de la familia es el jefe de la explotación
50181	Muel	77	El titular es el jefe de la explotación
50181	Muel	17	Otra persona o sociedad es jefe de la explotación
50181	Muel	10	Un miembro de la familia es el jefe de la explotación
50182	Muela (La)	97	El titular es el jefe de la explotación
50182	Muela (La)	20	Otra persona o sociedad es jefe de la explotación
50182	Muela (La)	25	Un miembro de la familia es el jefe de la explotación
50183	Munébrega	96	El titular es el jefe de la explotación
50183	Munébrega	6	Otra persona o sociedad es jefe de la explotación
50183	Munébrega	12	Un miembro de la familia es el jefe de la explotación
50184	Murero	25	El titular es el jefe de la explotación
50184	Murero	1	Otra persona o sociedad es jefe de la explotación
50184	Murero	1	Un miembro de la familia es el jefe de la explotación
50185	Murillo de Gállego	24	El titular es el jefe de la explotación
50185	Murillo de Gállego	1	Otra persona o sociedad es jefe de la explotación
50185	Murillo de Gállego	3	Un miembro de la familia es el jefe de la explotación
50186	Navardún	19	El titular es el jefe de la explotación
50186	Navardún	6	Otra persona o sociedad es jefe de la explotación
50186	Navardún	2	Un miembro de la familia es el jefe de la explotación
50187	Nigüella	19	El titular es el jefe de la explotación
50187	Nigüella	1	Otra persona o sociedad es jefe de la explotación
50187	Nigüella	1	Un miembro de la familia es el jefe de la explotación
50188	Nombrevilla	8	El titular es el jefe de la explotación
50188	Nombrevilla	1	Otra persona o sociedad es jefe de la explotación
50188	Nombrevilla	1	Un miembro de la familia es el jefe de la explotación
50189	Nonaspe	161	El titular es el jefe de la explotación
50189	Nonaspe	13	Otra persona o sociedad es jefe de la explotación
50189	Nonaspe	24	Un miembro de la familia es el jefe de la explotación
50190	Novallas	84	El titular es el jefe de la explotación
50190	Novallas	14	Otra persona o sociedad es jefe de la explotación
50190	Novallas	12	Un miembro de la familia es el jefe de la explotación
50191	Novillas	89	El titular es el jefe de la explotación
50191	Novillas	17	Otra persona o sociedad es jefe de la explotación
50191	Novillas	14	Un miembro de la familia es el jefe de la explotación
50192	Nuévalos	12	El titular es el jefe de la explotación
50192	Nuévalos	2	Otra persona o sociedad es jefe de la explotación
50193	Nuez de Ebro	13	El titular es el jefe de la explotación
50193	Nuez de Ebro	7	Otra persona o sociedad es jefe de la explotación
50193	Nuez de Ebro	1	Un miembro de la familia es el jefe de la explotación
50194	Olvés	48	El titular es el jefe de la explotación
50194	Olvés	1	Otra persona o sociedad es jefe de la explotación
50194	Olvés	2	Un miembro de la familia es el jefe de la explotación
50195	Orcajo	16	El titular es el jefe de la explotación
50195	Orcajo	1	Un miembro de la familia es el jefe de la explotación
50196	Orera	38	El titular es el jefe de la explotación
50196	Orera	1	Otra persona o sociedad es jefe de la explotación
50196	Orera	2	Un miembro de la familia es el jefe de la explotación
50197	Orés	32	El titular es el jefe de la explotación
50197	Orés	5	Otra persona o sociedad es jefe de la explotación
50197	Orés	3	Un miembro de la familia es el jefe de la explotación
50198	Oseja	12	El titular es el jefe de la explotación
50199	Osera de Ebro	20	El titular es el jefe de la explotación
50199	Osera de Ebro	6	Otra persona o sociedad es jefe de la explotación
50199	Osera de Ebro	4	Un miembro de la familia es el jefe de la explotación
50200	Paniza	165	El titular es el jefe de la explotación
50200	Paniza	8	Otra persona o sociedad es jefe de la explotación
50200	Paniza	35	Un miembro de la familia es el jefe de la explotación
50201	Paracuellos de Jiloca	56	El titular es el jefe de la explotación
50201	Paracuellos de Jiloca	2	Otra persona o sociedad es jefe de la explotación
50201	Paracuellos de Jiloca	7	Un miembro de la familia es el jefe de la explotación
50202	Paracuellos de la Ribera	51	El titular es el jefe de la explotación
50202	Paracuellos de la Ribera	1	Otra persona o sociedad es jefe de la explotación
50202	Paracuellos de la Ribera	4	Un miembro de la familia es el jefe de la explotación
50203	Pastriz	39	El titular es el jefe de la explotación
50203	Pastriz	5	Otra persona o sociedad es jefe de la explotación
50203	Pastriz	4	Un miembro de la familia es el jefe de la explotación
50204	Pedrola	130	El titular es el jefe de la explotación
50204	Pedrola	30	Otra persona o sociedad es jefe de la explotación
50204	Pedrola	12	Un miembro de la familia es el jefe de la explotación
50205	Pedrosas (Las)	17	El titular es el jefe de la explotación
50205	Pedrosas (Las)	4	Otra persona o sociedad es jefe de la explotación
50205	Pedrosas (Las)	1	Un miembro de la familia es el jefe de la explotación
50206	Perdiguera	65	El titular es el jefe de la explotación
50206	Perdiguera	17	Otra persona o sociedad es jefe de la explotación
50206	Perdiguera	20	Un miembro de la familia es el jefe de la explotación
50207	Piedratajada	16	El titular es el jefe de la explotación
50207	Piedratajada	1	Otra persona o sociedad es jefe de la explotación
50208	Pina de Ebro	229	El titular es el jefe de la explotación
50208	Pina de Ebro	48	Otra persona o sociedad es jefe de la explotación
50208	Pina de Ebro	48	Un miembro de la familia es el jefe de la explotación
50209	Pinseque	44	El titular es el jefe de la explotación
50209	Pinseque	6	Otra persona o sociedad es jefe de la explotación
50209	Pinseque	7	Un miembro de la familia es el jefe de la explotación
50210	Pintanos (Los)	14	El titular es el jefe de la explotación
50210	Pintanos (Los)	2	Otra persona o sociedad es jefe de la explotación
50210	Pintanos (Los)	1	Un miembro de la familia es el jefe de la explotación
50211	Plasencia de Jalón	44	El titular es el jefe de la explotación
50211	Plasencia de Jalón	4	Otra persona o sociedad es jefe de la explotación
50212	Pleitas	7	El titular es el jefe de la explotación
50212	Pleitas	1	Un miembro de la familia es el jefe de la explotación
50213	Plenas	31	El titular es el jefe de la explotación
50213	Plenas	1	Otra persona o sociedad es jefe de la explotación
50213	Plenas	4	Un miembro de la familia es el jefe de la explotación
50214	Pomer	2	El titular es el jefe de la explotación
50214	Pomer	1	Otra persona o sociedad es jefe de la explotación
50215	Pozuel de Ariza	7	El titular es el jefe de la explotación
50215	Pozuel de Ariza	1	Un miembro de la familia es el jefe de la explotación
50216	Pozuelo de Aragón	40	El titular es el jefe de la explotación
50216	Pozuelo de Aragón	6	Otra persona o sociedad es jefe de la explotación
50216	Pozuelo de Aragón	11	Un miembro de la familia es el jefe de la explotación
50217	Pradilla de Ebro	62	El titular es el jefe de la explotación
50217	Pradilla de Ebro	6	Otra persona o sociedad es jefe de la explotación
50217	Pradilla de Ebro	9	Un miembro de la familia es el jefe de la explotación
50218	Puebla de Albortón	48	El titular es el jefe de la explotación
50218	Puebla de Albortón	7	Otra persona o sociedad es jefe de la explotación
50218	Puebla de Albortón	9	Un miembro de la familia es el jefe de la explotación
50219	Puebla de Alfindén (La)	26	El titular es el jefe de la explotación
50219	Puebla de Alfindén (La)	9	Otra persona o sociedad es jefe de la explotación
50219	Puebla de Alfindén (La)	5	Un miembro de la familia es el jefe de la explotación
50220	Puendeluna	8	El titular es el jefe de la explotación
50220	Puendeluna	1	Un miembro de la familia es el jefe de la explotación
50221	Purujosa	3	El titular es el jefe de la explotación
50221	Purujosa	1	Otra persona o sociedad es jefe de la explotación
50222	Quinto	178	El titular es el jefe de la explotación
50222	Quinto	35	Otra persona o sociedad es jefe de la explotación
50222	Quinto	23	Un miembro de la familia es el jefe de la explotación
50223	Remolinos	49	El titular es el jefe de la explotación
50223	Remolinos	8	Otra persona o sociedad es jefe de la explotación
50223	Remolinos	10	Un miembro de la familia es el jefe de la explotación
50224	Retascón	34	El titular es el jefe de la explotación
50224	Retascón	2	Otra persona o sociedad es jefe de la explotación
50224	Retascón	4	Un miembro de la familia es el jefe de la explotación
50225	Ricla	261	El titular es el jefe de la explotación
50225	Ricla	47	Otra persona o sociedad es jefe de la explotación
50225	Ricla	31	Un miembro de la familia es el jefe de la explotación
50227	Romanos	29	El titular es el jefe de la explotación
50227	Romanos	4	Otra persona o sociedad es jefe de la explotación
50227	Romanos	2	Un miembro de la familia es el jefe de la explotación
50228	Rueda de Jalón	88	El titular es el jefe de la explotación
50228	Rueda de Jalón	12	Otra persona o sociedad es jefe de la explotación
50228	Rueda de Jalón	11	Un miembro de la familia es el jefe de la explotación
50229	Ruesca	20	El titular es el jefe de la explotación
50229	Ruesca	2	Otra persona o sociedad es jefe de la explotación
50230	Sádaba	156	El titular es el jefe de la explotación
50230	Sádaba	59	Otra persona o sociedad es jefe de la explotación
50230	Sádaba	21	Un miembro de la familia es el jefe de la explotación
50231	Salillas de Jalón	10	El titular es el jefe de la explotación
50231	Salillas de Jalón	1	Un miembro de la familia es el jefe de la explotación
50232	Salvatierra de Esca	14	El titular es el jefe de la explotación
50232	Salvatierra de Esca	5	Otra persona o sociedad es jefe de la explotación
50233	Samper del Salz	4	El titular es el jefe de la explotación
50233	Samper del Salz	2	Otra persona o sociedad es jefe de la explotación
50234	San Martín de la Virgen de Moncayo	11	El titular es el jefe de la explotación
50234	San Martín de la Virgen de Moncayo	2	Otra persona o sociedad es jefe de la explotación
50234	San Martín de la Virgen de Moncayo	2	Un miembro de la familia es el jefe de la explotación
50235	San Mateo de Gállego	78	El titular es el jefe de la explotación
50235	San Mateo de Gállego	12	Otra persona o sociedad es jefe de la explotación
50235	San Mateo de Gállego	11	Un miembro de la familia es el jefe de la explotación
50236	Santa Cruz de Grío	54	El titular es el jefe de la explotación
50236	Santa Cruz de Grío	1	Otra persona o sociedad es jefe de la explotación
50236	Santa Cruz de Grío	5	Un miembro de la familia es el jefe de la explotación
50237	Santa Cruz de Moncayo	17	El titular es el jefe de la explotación
50237	Santa Cruz de Moncayo	1	Otra persona o sociedad es jefe de la explotación
50237	Santa Cruz de Moncayo	1	Un miembro de la familia es el jefe de la explotación
50238	Santa Eulalia de Gállego	12	El titular es el jefe de la explotación
50238	Santa Eulalia de Gállego	3	Otra persona o sociedad es jefe de la explotación
50238	Santa Eulalia de Gállego	2	Un miembro de la familia es el jefe de la explotación
50239	Santed	9	El titular es el jefe de la explotación
50239	Santed	8	Otra persona o sociedad es jefe de la explotación
50239	Santed	2	Un miembro de la familia es el jefe de la explotación
50240	Sástago	129	El titular es el jefe de la explotación
50240	Sástago	18	Otra persona o sociedad es jefe de la explotación
50240	Sástago	21	Un miembro de la familia es el jefe de la explotación
50241	Saviñán	71	El titular es el jefe de la explotación
50241	Saviñán	4	Otra persona o sociedad es jefe de la explotación
50241	Saviñán	7	Un miembro de la familia es el jefe de la explotación
50242	Sediles	22	El titular es el jefe de la explotación
50242	Sediles	1	Otra persona o sociedad es jefe de la explotación
50242	Sediles	4	Un miembro de la familia es el jefe de la explotación
50243	Sestrica	120	El titular es el jefe de la explotación
50243	Sestrica	1	Otra persona o sociedad es jefe de la explotación
50243	Sestrica	3	Un miembro de la familia es el jefe de la explotación
50244	Sierra de Luna	42	El titular es el jefe de la explotación
50244	Sierra de Luna	7	Otra persona o sociedad es jefe de la explotación
50244	Sierra de Luna	7	Un miembro de la familia es el jefe de la explotación
50245	Sigüés	13	El titular es el jefe de la explotación
50245	Sigüés	7	Otra persona o sociedad es jefe de la explotación
50246	Sisamón	10	El titular es el jefe de la explotación
50246	Sisamón	1	Otra persona o sociedad es jefe de la explotación
50247	Sobradiel	23	El titular es el jefe de la explotación
50247	Sobradiel	3	Otra persona o sociedad es jefe de la explotación
50248	Sos del Rey Católico	109	El titular es el jefe de la explotación
50248	Sos del Rey Católico	53	Otra persona o sociedad es jefe de la explotación
50248	Sos del Rey Católico	13	Un miembro de la familia es el jefe de la explotación
50249	Tabuenca	126	El titular es el jefe de la explotación
50249	Tabuenca	4	Otra persona o sociedad es jefe de la explotación
50249	Tabuenca	24	Un miembro de la familia es el jefe de la explotación
50250	Talamantes	6	El titular es el jefe de la explotación
50250	Talamantes	3	Otra persona o sociedad es jefe de la explotación
50250	Talamantes	2	Un miembro de la familia es el jefe de la explotación
50251	Tarazona	274	El titular es el jefe de la explotación
50251	Tarazona	28	Otra persona o sociedad es jefe de la explotación
50251	Tarazona	20	Un miembro de la familia es el jefe de la explotación
50252	Tauste	614	El titular es el jefe de la explotación
50252	Tauste	144	Otra persona o sociedad es jefe de la explotación
50252	Tauste	100	Un miembro de la familia es el jefe de la explotación
50253	Terrer	61	El titular es el jefe de la explotación
50253	Terrer	1	Otra persona o sociedad es jefe de la explotación
50253	Terrer	3	Un miembro de la familia es el jefe de la explotación
50254	Tierga	50	El titular es el jefe de la explotación
50254	Tierga	6	Otra persona o sociedad es jefe de la explotación
50254	Tierga	6	Un miembro de la familia es el jefe de la explotación
50255	Tobed	39	El titular es el jefe de la explotación
50255	Tobed	3	Otra persona o sociedad es jefe de la explotación
50255	Tobed	5	Un miembro de la familia es el jefe de la explotación
50256	Torralba de los Frailes	32	El titular es el jefe de la explotación
50256	Torralba de los Frailes	18	Otra persona o sociedad es jefe de la explotación
50256	Torralba de los Frailes	3	Un miembro de la familia es el jefe de la explotación
50257	Torralba de Ribota	58	El titular es el jefe de la explotación
50257	Torralba de Ribota	1	Otra persona o sociedad es jefe de la explotación
50257	Torralba de Ribota	3	Un miembro de la familia es el jefe de la explotación
50258	Torralbilla	10	El titular es el jefe de la explotación
50259	Torrehermosa	17	El titular es el jefe de la explotación
50259	Torrehermosa	1	Otra persona o sociedad es jefe de la explotación
50260	Torrelapaja	7	El titular es el jefe de la explotación
50260	Torrelapaja	1	Otra persona o sociedad es jefe de la explotación
50261	Torrellas	14	El titular es el jefe de la explotación
50261	Torrellas	3	Otra persona o sociedad es jefe de la explotación
50261	Torrellas	2	Un miembro de la familia es el jefe de la explotación
50262	Torres de Berrellén	51	El titular es el jefe de la explotación
50262	Torres de Berrellén	9	Otra persona o sociedad es jefe de la explotación
50262	Torres de Berrellén	9	Un miembro de la familia es el jefe de la explotación
50263	Torrijo de la Cañada	38	El titular es el jefe de la explotación
50263	Torrijo de la Cañada	4	Otra persona o sociedad es jefe de la explotación
50263	Torrijo de la Cañada	4	Un miembro de la familia es el jefe de la explotación
50264	Tosos	74	El titular es el jefe de la explotación
50264	Tosos	10	Otra persona o sociedad es jefe de la explotación
50264	Tosos	9	Un miembro de la familia es el jefe de la explotación
50265	Trasmoz	17	El titular es el jefe de la explotación
50265	Trasmoz	4	Un miembro de la familia es el jefe de la explotación
