Municipio codigo	Municipio nombre	Estado civil, código	Estado civil	Sexo, código	Sexo	Nº personas
22008	Albalatillo	1	Soltero	6	Mujer	10,0256726977
22009	Albelda	1	Soltero	6	Mujer	51,240382583
22011	Albero Alto	1	Soltero	6	Mujer	9,6705185409
22012	Albero Bajo	1	Soltero	6	Mujer	11,6173765376
22013	Alberuela de Tubo	1	Soltero	6	Mujer	45,6605878664
22014	Alcalá de Gurrea	1	Soltero	6	Mujer	26,4208114556
22015	Alcalá del Obispo	1	Soltero	6	Mujer	34,0337408672
22016	Alcampell	1	Soltero	6	Mujer	37,4937251285
22017	Alcolea de Cinca	1	Soltero	6	Mujer	132,9298180205
22018	Alcubierre	1	Soltero	6	Mujer	29,0113818635
22019	Alerre	1	Soltero	6	Mujer	28,2295094595
22020	Alfántega	1	Soltero	6	Mujer	22,8750769561
22021	Almudévar	1	Soltero	6	Mujer	273,3336369354
22022	Almunia de San Juan	1	Soltero	6	Mujer	60,366548209
22023	Almuniente	1	Soltero	6	Mujer	50,7165517836
22024	Alquézar	1	Soltero	6	Mujer	29,8691520101
22025	Altorricón	1	Soltero	6	Mujer	132,403106558
22027	Angüés	1	Soltero	6	Mujer	41,9229547201
22028	Ansó	1	Soltero	6	Mujer	94,351945512
22029	Antillón	1	Soltero	6	Mujer	12,8059555522
22032	Aragüés del Puerto	1	Soltero	6	Mujer	11,5368630807
22035	Arén	1	Soltero	6	Mujer	42,1024238361
22036	Argavieso	1	Soltero	6	Mujer	10,4344980829
22037	Arguis	1	Soltero	6	Mujer	10,765655849
22039	Ayerbe	1	Soltero	6	Mujer	126,3279764158
22040	Azanuy-Alins	1	Soltero	6	Mujer	22,1396222629
22041	Azara	1	Soltero	6	Mujer	28,9334669905
22042	Azlor	1	Soltero	6	Mujer	11,1800507963
22043	Baells	1	Soltero	6	Mujer	7,2273965838
22044	Bailo	1	Soltero	6	Mujer	34,6059422049
22045	Baldellou	1	Soltero	6	Mujer	10,896321956
22046	Ballobar	1	Soltero	6	Mujer	69,2080807296
22047	Banastás	1	Soltero	6	Mujer	24,1508582415
22048	Barbastro	1	Soltero	6	Mujer	2026,7885212024
22049	Barbués	1	Soltero	6	Mujer	9,9247493054
22050	Barbuñales	1	Soltero	6	Mujer	12,7667065273
22051	Bárcabo	1	Soltero	6	Mujer	12,1882425195
22052	Belver de Cinca	1	Soltero	6	Mujer	97,5161066603
22053	Benabarre	1	Soltero	6	Mujer	87,6615730385
22054	Benasque	1	Soltero	6	Mujer	352,7964551885
22055	Berbegal	1	Soltero	6	Mujer	44,7127076286
22057	Bielsa	1	Soltero	6	Mujer	41,4701935639
22058	Bierge	1	Soltero	6	Mujer	32,7533853636
22059	Biescas	1	Soltero	6	Mujer	178,1564570044
22060	Binaced	1	Soltero	6	Mujer	160,1287360072
22061	Binéfar	1	Soltero	6	Mujer	781,1832105418
22062	Bisaurri	1	Soltero	6	Mujer	16,6899178385
22063	Biscarrués	1	Soltero	6	Mujer	24,2670934628
22064	Blecua y Torres	1	Soltero	6	Mujer	21,208063816
22066	Boltaña	1	Soltero	6	Mujer	104,340849091
22067	Bonansa	1	Soltero	6	Mujer	16,5845006194
22068	Borau	1	Soltero	6	Mujer	10,9375174133
22069	Broto	1	Soltero	6	Mujer	58,4952743787
22072	Caldearenas	1	Soltero	6	Mujer	29,0163321336
22074	Campo	1	Soltero	6	Mujer	37,9398951269
22075	Camporrells	1	Soltero	6	Mujer	10,0220919511
22076	Canal de Berdún	1	Soltero	6	Mujer	38,5940182879
22077	Candasnos	1	Soltero	6	Mujer	45,7146582237
22078	Canfranc	1	Soltero	6	Mujer	73,7207577861
22079	Capdesaso	1	Soltero	6	Mujer	28,1667550416
22080	Capella	1	Soltero	6	Mujer	29,8621433412
22081	Casbas de Huesca	1	Soltero	6	Mujer	32,3962299444
22082	Castejón del Puente	1	Soltero	6	Mujer	43,3059348455
22083	Castejón de Monegros	1	Soltero	6	Mujer	42,17649967
22084	Castejón de Sos	1	Soltero	6	Mujer	70,2065209091
22085	Castelflorite	1	Soltero	6	Mujer	20,1916137025
22086	Castiello de Jaca	1	Soltero	6	Mujer	23,3437408352
22087	Castigaleu	1	Soltero	6	Mujer	5,6739880071
22088	Castillazuelo	1	Soltero	6	Mujer	15,515544593
22089	Castillonroy	1	Soltero	6	Mujer	50,9770684948
22090	Colungo	1	Soltero	6	Mujer	12,4419109752
22094	Chalamera	1	Soltero	6	Mujer	8,5451029311
22095	Chía	1	Soltero	6	Mujer	3,2476595022
22096	Chimillas	1	Soltero	6	Mujer	30,3072847584
22099	Esplús	1	Soltero	6	Mujer	43,6382338479
22102	Estada	1	Soltero	6	Mujer	25,024550301
22103	Estadilla	1	Soltero	6	Mujer	99,1697795912
22105	Estopiñán del Castillo	1	Soltero	6	Mujer	15,672256321
22107	Fanlo	1	Soltero	6	Mujer	19,418793134
22109	Fiscal	1	Soltero	6	Mujer	22,3716189798
22110	Fonz	1	Soltero	6	Mujer	78,5934996638
22111	Foradada del Toscar	1	Soltero	6	Mujer	13,3871358128
22112	Fraga	1	Soltero	6	Mujer	1394,1909273096
22113	Fueva (La)	1	Soltero	6	Mujer	53,1009106266
22114	Gistaín	1	Soltero	6	Mujer	12,153629892
22115	Grado (El)	1	Soltero	6	Mujer	34,7704709412
22116	Grañén	1	Soltero	6	Mujer	183,0856778216
22117	Graus	1	Soltero	6	Mujer	337,1277630773
22119	Gurrea de Gállego	1	Soltero	6	Mujer	113,1634487665
22122	Hoz de Jaca	1	Soltero	6	Mujer	6,4121436969
22124	Huerto	1	Soltero	6	Mujer	24,0755661122
22125	Huesca	1	Soltero	6	Mujer	6429,5351593663
22126	Ibieca	1	Soltero	6	Mujer	5,2647585025
22127	Igriés	1	Soltero	6	Mujer	43,2372561501
22128	Ilche	1	Soltero	6	Mujer	26,09150421
22129	Isábena	1	Soltero	6	Mujer	22,0445873574
22130	Jaca	1	Soltero	6	Mujer	1507,732365109
22131	Jasa	1	Soltero	6	Mujer	14,6867857744
22133	Labuerda	1	Soltero	6	Mujer	20,2821050676
22135	Laluenga	1	Soltero	6	Mujer	16,3677054952
22136	Lalueza	1	Soltero	6	Mujer	85,6765673795
22137	Lanaja	1	Soltero	6	Mujer	131,5824826656
22139	Laperdiguera	1	Soltero	6	Mujer	7,4721263571
22141	Lascellas-Ponzano	1	Soltero	6	Mujer	13,9142896456
22142	Lascuarre	1	Soltero	6	Mujer	21,3191677574
22143	Laspaúles	1	Soltero	6	Mujer	1,3728389504
22144	Laspuña	1	Soltero	6	Mujer	41,5593119979
22149	Loarre	1	Soltero	6	Mujer	34,0195439042
22150	Loporzano	1	Soltero	6	Mujer	40,0397404129
22151	Loscorrales	1	Soltero	6	Mujer	10,9232148911
22155	Monesma y Cajigar	1	Soltero	6	Mujer	8,247301689
22156	Monflorite-Lascasas	1	Soltero	6	Mujer	23,8700847922
22157	Montanuy	1	Soltero	6	Mujer	27,2830648898
22158	Monzón	1	Soltero	6	Mujer	1480,0250573295
22160	Naval	1	Soltero	6	Mujer	29,4140316738
22162	Novales	1	Soltero	6	Mujer	17,859850323
22163	Nueno	1	Soltero	6	Mujer	37,9249006382
22164	Olvena	1	Soltero	6	Mujer	5,2640733023
22165	Ontiñena	1	Soltero	6	Mujer	77,031719817
22167	Osso de Cinca	1	Soltero	6	Mujer	97,8350149723
22170	Panticosa	1	Soltero	6	Mujer	147,5715399736
22172	Peñalba	1	Soltero	6	Mujer	70,1202788898
22173	Peñas de Riglos (Las)	1	Soltero	6	Mujer	28,9552120298
22174	Peralta de Alcofea	1	Soltero	6	Mujer	88,8064014928
22175	Peralta de Calasanz	1	Soltero	6	Mujer	10,2019715771
22176	Peraltilla	1	Soltero	6	Mujer	22,8791583105
22177	Perarrúa	1	Soltero	6	Mujer	11,2169214835
22178	Pertusa	1	Soltero	6	Mujer	11,1431367144
22181	Piracés	1	Soltero	6	Mujer	11,1396230853
22182	Plan	1	Soltero	6	Mujer	39,5078007882
22184	Poleñino	1	Soltero	6	Mujer	18,8812558893
22186	Pozán de Vero	1	Soltero	6	Mujer	35,8177253946
22187	Puebla de Castro (La)	1	Soltero	6	Mujer	41,8854102619
22188	Puente de Montañana	1	Soltero	6	Mujer	11,1871547385
22189	Puértolas	1	Soltero	6	Mujer	31,981781234
22190	Pueyo de Araguás (El)	1	Soltero	6	Mujer	18,7074208352
22193	Pueyo de Santa Cruz	1	Soltero	6	Mujer	50,6950777752
22195	Quicena	1	Soltero	6	Mujer	24,387118723
22197	Robres	1	Soltero	6	Mujer	65,4469242846
22199	Sabiñánigo	1	Soltero	6	Mujer	1013,9226091722
22200	Sahún	1	Soltero	6	Mujer	46,2930707629
22201	Salas Altas	1	Soltero	6	Mujer	35,3982938577
22202	Salas Bajas	1	Soltero	6	Mujer	17,7259469826
22203	Salillas	1	Soltero	6	Mujer	6,1841015903
22204	Sallent de Gállego	1	Soltero	6	Mujer	197,1971269102
22205	San Esteban de Litera	1	Soltero	6	Mujer	36,2162381101
22206	Sangarrén	1	Soltero	6	Mujer	37,4383146856
22207	San Juan de Plan	1	Soltero	6	Mujer	14,8813296554
22208	Santa Cilia	1	Soltero	6	Mujer	21,4348553
22209	Santa Cruz de la Serós	1	Soltero	6	Mujer	19,1302837108
22212	Santaliestra y San Quílez	1	Soltero	6	Mujer	8,4091177146
22213	Sariñena	1	Soltero	6	Mujer	433,5687251419
22214	Secastilla	1	Soltero	6	Mujer	9,5430177587
22215	Seira	1	Soltero	6	Mujer	15,8908109906
22217	Sena	1	Soltero	6	Mujer	48,8997308868
22218	Senés de Alcubierre	1	Soltero	6	Mujer	5,7911049161
22220	Sesa	1	Soltero	6	Mujer	17,7565086447
22221	Sesué	1	Soltero	6	Mujer	23,0123020594
22222	Siétamo	1	Soltero	6	Mujer	41,2429141971
22223	Sopeira	1	Soltero	6	Mujer	12,4330448607
22225	Tamarite de Litera	1	Soltero	6	Mujer	315,0573757451
22226	Tardienta	1	Soltero	6	Mujer	86,1043425959
22227	Tella-Sin	1	Soltero	6	Mujer	25,3189548683
22228	Tierz	1	Soltero	6	Mujer	41,0412760761
22229	Tolva	1	Soltero	6	Mujer	11,518851596
22230	Torla	1	Soltero	6	Mujer	32,0403398599
22232	Torralba de Aragón	1	Soltero	6	Mujer	13,9810917419
22233	Torre la Ribera	1	Soltero	6	Mujer	11,1574399504
22234	Torrente de Cinca	1	Soltero	6	Mujer	87,9229329874
22235	Torres de Alcanadre	1	Soltero	6	Mujer	8,5260993261
22236	Torres de Barbués	1	Soltero	6	Mujer	22,5201727184
22239	Tramaced	1	Soltero	6	Mujer	8,3750267017
22242	Valfarta	1	Soltero	6	Mujer	10,8010861041
22243	Valle de Bardají	1	Soltero	6	Mujer	7,4845504745
22244	Valle de Lierp	1	Soltero	6	Mujer	1,7724373029
22245	Velilla de Cinca	1	Soltero	6	Mujer	32,2738643943
22246	Beranuy	1	Soltero	6	Mujer	2,6852831966
22248	Vicién	1	Soltero	6	Mujer	14,2450042262
22249	Villanova	1	Soltero	6	Mujer	22,7717141498
22250	Villanúa	1	Soltero	6	Mujer	61,112528134
22251	Villanueva de Sigena	1	Soltero	6	Mujer	46,1036111
22252	Yebra de Basa	1	Soltero	6	Mujer	26,6800327842
22253	Yésero	1	Soltero	6	Mujer	3,301982815
22254	Zaidín	1	Soltero	6	Mujer	158,9874161011
22901	Valle de Hecho	1	Soltero	6	Mujer	141,7744310063
22902	Puente la Reina de Jaca	1	Soltero	6	Mujer	33,1867276275
22903	San Miguel del Cinca	1	Soltero	6	Mujer	88,0618768216
22904	Sotonera (La)	1	Soltero	6	Mujer	100,3360487342
22905	Lupiñén-Ortilla	1	Soltero	6	Mujer	42,0591216196
22906	Santa María de Dulcis	1	Soltero	6	Mujer	13,9145367531
22907	Aínsa-Sobrarbe	1	Soltero	6	Mujer	280,3063165977
22908	Hoz y Costeán	1	Soltero	6	Mujer	18,1573757975
22909	Vencillón	1	Soltero	6	Mujer	28,9195551318
44001	Ababuj	1	Soltero	6	Mujer	4,3124833496
44002	Abejuela	1	Soltero	6	Mujer	3,2129768401
44004	Aguaviva	1	Soltero	6	Mujer	55,3470696525
44005	Aguilar del Alfambra	1	Soltero	6	Mujer	2,0029408735
44006	Alacón	1	Soltero	6	Mujer	19,5403880182
44007	Alba	1	Soltero	6	Mujer	22,65297098
44008	Albalate del Arzobispo	1	Soltero	6	Mujer	191,7019397046
44009	Albarracín	1	Soltero	6	Mujer	93,8793098638
44010	Albentosa	1	Soltero	6	Mujer	31,9990350843
44011	Alcaine	1	Soltero	6	Mujer	8,6419712892
44012	Alcalá de la Selva	1	Soltero	6	Mujer	71,8957647656
44013	Alcañiz	1	Soltero	6	Mujer	1666,5026028304
44014	Alcorisa	1	Soltero	6	Mujer	397,8484075198
44016	Alfambra	1	Soltero	6	Mujer	56,5855263386
44017	Aliaga	1	Soltero	6	Mujer	41,1667729132
44018	Almohaja	1	Soltero	6	Mujer	14,5
44019	Alobras	1	Soltero	6	Mujer	7,5097254426
44020	Alpeñés	1	Soltero	6	Mujer	1,4345051525
44021	Allepuz	1	Soltero	6	Mujer	18,0342380905
44022	Alloza	1	Soltero	6	Mujer	67,5402278804
44023	Allueva	1	Soltero	6	Mujer	1,3902885549
44025	Andorra	1	Soltero	6	Mujer	753,6573558134
44026	Arcos de las Salinas	1	Soltero	6	Mujer	17,3872606235
44027	Arens de Lledó	1	Soltero	6	Mujer	15,9916197364
44028	Argente	1	Soltero	6	Mujer	25,6649552327
44029	Ariño	1	Soltero	6	Mujer	96,851288322
44031	Azaila	1	Soltero	6	Mujer	8,8202049479
44032	Bádenas	1	Soltero	6	Mujer	2,3721529338
44033	Báguena	1	Soltero	6	Mujer	9,4848544074
44034	Bañón	1	Soltero	6	Mujer	8,6417994643
44035	Barrachina	1	Soltero	6	Mujer	15,2208255565
44036	Bea	1	Soltero	6	Mujer	4,1193937744
44037	Beceite	1	Soltero	6	Mujer	39,8660975986
44038	Belmonte de San José	1	Soltero	6	Mujer	10,4228362797
44039	Bello	1	Soltero	6	Mujer	31,2967785955
44040	Berge	1	Soltero	6	Mujer	28,9789172605
44041	Bezas	1	Soltero	6	Mujer	13,35363864
44042	Blancas	1	Soltero	6	Mujer	12,144830385
44043	Blesa	1	Soltero	6	Mujer	4,0341680656
44044	Bordón	1	Soltero	6	Mujer	4,8978846808
44045	Bronchales	1	Soltero	6	Mujer	35,1455681214
44046	Bueña	1	Soltero	6	Mujer	3,3657973539
44047	Burbáguena	1	Soltero	6	Mujer	12,0805929931
44048	Cabra de Mora	1	Soltero	6	Mujer	8,859831309
44049	Calaceite	1	Soltero	6	Mujer	96,148488855
44050	Calamocha	1	Soltero	6	Mujer	379,9012831762
44051	Calanda	1	Soltero	6	Mujer	398,387795061
44052	Calomarde	1	Soltero	6	Mujer	11,1123931529
44053	Camañas	1	Soltero	6	Mujer	9,4038465036
44054	Camarena de la Sierra	1	Soltero	6	Mujer	23,3430633777
44055	Camarillas	1	Soltero	6	Mujer	9,0994454496
44056	Caminreal	1	Soltero	6	Mujer	56,5255507367
44059	Cantavieja	1	Soltero	6	Mujer	79,837059218
44060	Cañada de Benatanduz	1	Soltero	6	Mujer	2,2310744267
44061	Cañada de Verich (La)	1	Soltero	6	Mujer	2,312160929
44062	Cañada Vellida	1	Soltero	6	Mujer	4,4009672617
44063	Cañizar del Olivar	1	Soltero	6	Mujer	5,1371627112
44064	Cascante del Río	1	Soltero	6	Mujer	15,672598384
44065	Castejón de Tornos	1	Soltero	6	Mujer	5,8315181766
44066	Castel de Cabra	1	Soltero	6	Mujer	15,5838119423
44067	Castelnou	1	Soltero	6	Mujer	5,5139907905
44068	Castelserás	1	Soltero	6	Mujer	67,6480714871
44070	Castellar (El)	1	Soltero	6	Mujer	5,8913921202
44071	Castellote	1	Soltero	6	Mujer	61,819791852
44074	Cedrillas	1	Soltero	6	Mujer	60,0847002762
44075	Celadas	1	Soltero	6	Mujer	25,0937568008
44076	Cella	1	Soltero	6	Mujer	264,9063584201
44077	Cerollera (La)	1	Soltero	6	Mujer	8,4782901534
44080	Codoñera (La)	1	Soltero	6	Mujer	34,2673942378
44082	Corbalán	1	Soltero	6	Mujer	16,826023923
44084	Cortes de Aragón	1	Soltero	6	Mujer	3,911453819
44086	Cretas	1	Soltero	6	Mujer	48,9543803705
44087	Crivillén	1	Soltero	6	Mujer	8,3417139129
44088	Cuba (La)	1	Soltero	6	Mujer	8,8699657671
44089	Cubla	1	Soltero	6	Mujer	1,0159268645
44090	Cucalón	1	Soltero	6	Mujer	7,7419075445
44092	Cuervo (El)	1	Soltero	6	Mujer	8,5614080732
44093	Cuevas de Almudén	1	Soltero	6	Mujer	8,5174930448
44094	Cuevas Labradas	1	Soltero	6	Mujer	11,5909716136
44096	Ejulve	1	Soltero	6	Mujer	19,9075794995
44097	Escorihuela	1	Soltero	6	Mujer	13,6036544552
44099	Escucha	1	Soltero	6	Mujer	97,4075550191
44100	Estercuel	1	Soltero	6	Mujer	35,4937525398
44101	Ferreruela de Huerva	1	Soltero	6	Mujer	8,838372053
44102	Fonfría	1	Soltero	6	Mujer	0,6496804418
44103	Formiche Alto	1	Soltero	6	Mujer	7,5706993673
44105	Fórnoles	1	Soltero	6	Mujer	17,3604315687
44106	Fortanete	1	Soltero	6	Mujer	23,0408163896
44107	Foz-Calanda	1	Soltero	6	Mujer	21,1640145557
44108	Fresneda (La)	1	Soltero	6	Mujer	41,660038863
44109	Frías de Albarracín	1	Soltero	6	Mujer	20,0177358698
44110	Fuenferrada	1	Soltero	6	Mujer	6,1008277953
44111	Fuentes Calientes	1	Soltero	6	Mujer	6,3669653559
44112	Fuentes Claras	1	Soltero	6	Mujer	38,1334140593
44113	Fuentes de Rubielos	1	Soltero	6	Mujer	7,4299112141
44114	Fuentespalda	1	Soltero	6	Mujer	32,9665598188
44115	Galve	1	Soltero	6	Mujer	14,244322443
44116	Gargallo	1	Soltero	6	Mujer	11,4955899033
44117	Gea de Albarracín	1	Soltero	6	Mujer	59,1193031098
44118	Ginebrosa (La)	1	Soltero	6	Mujer	16,0344300127
44119	Griegos	1	Soltero	6	Mujer	5,7410977048
44120	Guadalaviar	1	Soltero	6	Mujer	14,499620776
44121	Gúdar	1	Soltero	6	Mujer	6,3724521283
44122	Híjar	1	Soltero	6	Mujer	136,0710541172
44123	Hinojosa de Jarque	1	Soltero	6	Mujer	9,6575093309
44124	Hoz de la Vieja (La)	1	Soltero	6	Mujer	7,6351437418
44125	Huesa del Común	1	Soltero	6	Mujer	2,2047410855
44126	Iglesuela del Cid (La)	1	Soltero	6	Mujer	43,6622988433
44128	Jarque de la Val	1	Soltero	6	Mujer	3,6566180694
44129	Jatiel	1	Soltero	6	Mujer	3,0020251606
44131	Josa	1	Soltero	6	Mujer	7,619871796
44132	Lagueruela	1	Soltero	6	Mujer	5,2520617334
44133	Lanzuela	1	Soltero	6	Mujer	2,8850088476
44135	Libros	1	Soltero	6	Mujer	6,9626827697
44136	Lidón	1	Soltero	6	Mujer	7,7164683639
44137	Linares de Mora	1	Soltero	6	Mujer	23,9647338131
44138	Loscos	1	Soltero	6	Mujer	7,2589553615
44141	Lledó	1	Soltero	6	Mujer	14,1060602605
44142	Maicas	1	Soltero	6	Mujer	3,1583135325
44143	Manzanera	1	Soltero	6	Mujer	53,0320016178
44144	Martín del Río	1	Soltero	6	Mujer	38,7549208846
44145	Mas de las Matas	1	Soltero	6	Mujer	122,8924443795
44146	Mata de los Olmos (La)	1	Soltero	6	Mujer	33,4387864382
44147	Mazaleón	1	Soltero	6	Mujer	58,0557902919
44148	Mezquita de Jarque	1	Soltero	6	Mujer	10,5524761717
44149	Mirambel	1	Soltero	6	Mujer	9,2614319758
44151	Molinos	1	Soltero	6	Mujer	25,8704941926
44152	Monforte de Moyuela	1	Soltero	6	Mujer	3,9239267881
44153	Monreal del Campo	1	Soltero	6	Mujer	269,7864284416
44154	Monroyo	1	Soltero	6	Mujer	19,1831824044
44155	Montalbán	1	Soltero	6	Mujer	148,7751762827
44156	Monteagudo del Castillo	1	Soltero	6	Mujer	4,3606599018
44157	Monterde de Albarracín	1	Soltero	6	Mujer	10,157488476
44158	Mora de Rubielos	1	Soltero	6	Mujer	167,7186106102
44159	Moscardón	1	Soltero	6	Mujer	5,2139348059
44160	Mosqueruela	1	Soltero	6	Mujer	47,0035453985
44161	Muniesa	1	Soltero	6	Mujer	64,2093583718
44163	Noguera de Albarracín	1	Soltero	6	Mujer	16,0951329621
44164	Nogueras	1	Soltero	6	Mujer	2,8274508504
44165	Nogueruelas	1	Soltero	6	Mujer	20,2750341942
44167	Obón	1	Soltero	6	Mujer	3,5974223082
44168	Odón	1	Soltero	6	Mujer	17,7349100185
44169	Ojos Negros	1	Soltero	6	Mujer	40,0603437082
44171	Olba	1	Soltero	6	Mujer	28,7746706268
44172	Oliete	1	Soltero	6	Mujer	18,9238401172
44173	Olmos (Los)	1	Soltero	6	Mujer	9,2400026561
44174	Orihuela del Tremedal	1	Soltero	6	Mujer	58,666673279
44175	Orrios	1	Soltero	6	Mujer	25,8861552351
44176	Palomar de Arroyos	1	Soltero	6	Mujer	18,5948689868
44177	Pancrudo	1	Soltero	6	Mujer	4,8226771395
44178	Parras de Castellote (Las)	1	Soltero	6	Mujer	4,9480284658
44179	Peñarroya de Tastavins	1	Soltero	6	Mujer	41,5676845182
44180	Peracense	1	Soltero	6	Mujer	3,0394467048
44181	Peralejos	1	Soltero	6	Mujer	8,9501034065
44182	Perales del Alfambra	1	Soltero	6	Mujer	22,5472883014
44183	Pitarque	1	Soltero	6	Mujer	15,6052555015
44185	Pobo (El)	1	Soltero	6	Mujer	4,6285165755
44187	Portellada (La)	1	Soltero	6	Mujer	21,0810255797
44189	Pozondón	1	Soltero	6	Mujer	9,5182336467
44190	Pozuel del Campo	1	Soltero	6	Mujer	12,823096739
44191	Puebla de Híjar (La)	1	Soltero	6	Mujer	74,3929496815
44192	Puebla de Valverde (La)	1	Soltero	6	Mujer	35,8166098564
44193	Puertomingalvo	1	Soltero	6	Mujer	11,8407789624
44194	Ráfales	1	Soltero	6	Mujer	13,9410003419
44195	Rillo	1	Soltero	6	Mujer	16,2008644827
44196	Riodeva	1	Soltero	6	Mujer	12,9774324449
44197	Ródenas	1	Soltero	6	Mujer	3,5271656249
44198	Royuela	1	Soltero	6	Mujer	30,6302007892
44199	Rubiales	1	Soltero	6	Mujer	2,5074824427
44200	Rubielos de la Cérida	1	Soltero	6	Mujer	8,7558271204
44201	Rubielos de Mora	1	Soltero	6	Mujer	82,9768928568
44204	Saldón	1	Soltero	6	Mujer	1,7180888049
44205	Samper de Calanda	1	Soltero	6	Mujer	93,6789456089
44206	San Agustín	1	Soltero	6	Mujer	14,4001951259
44207	San Martín del Río	1	Soltero	6	Mujer	3,7194173978
44208	Santa Cruz de Nogueras	1	Soltero	6	Mujer	3,3744899603
44209	Santa Eulalia	1	Soltero	6	Mujer	113,0971147797
44210	Sarrión	1	Soltero	6	Mujer	80,6898349941
44212	Seno	1	Soltero	6	Mujer	2,8283654269
44213	Singra	1	Soltero	6	Mujer	3,1457737787
44215	Terriente	1	Soltero	6	Mujer	9,471992216
44216	Teruel	1	Soltero	6	Mujer	4411,0333556919
44217	Toril y Masegoso	1	Soltero	6	Mujer	1,8626368749
44219	Tornos	1	Soltero	6	Mujer	17,1012703399
44220	Torralba de los Sisones	1	Soltero	6	Mujer	10,8871029055
44221	Torrecilla de Alcañiz	1	Soltero	6	Mujer	44,1911305556
44222	Torrecilla del Rebollar	1	Soltero	6	Mujer	2,5459531473
44223	Torre de Arcas	1	Soltero	6	Mujer	5,7333342738
44224	Torre de las Arcas	1	Soltero	6	Mujer	3,6139327459
44225	Torre del Compte	1	Soltero	6	Mujer	14,6951411006
44226	Torrelacárcel	1	Soltero	6	Mujer	22,4028854931
44227	Torre los Negros	1	Soltero	6	Mujer	4,0607006114
44228	Torremocha de Jiloca	1	Soltero	6	Mujer	15,3481666732
44229	Torres de Albarracín	1	Soltero	6	Mujer	13,4634444008
44230	Torrevelilla	1	Soltero	6	Mujer	18,7525180874
44231	Torrijas	1	Soltero	6	Mujer	12,700529843
44232	Torrijo del Campo	1	Soltero	6	Mujer	51,4361464521
44234	Tramacastiel	1	Soltero	6	Mujer	5,668107602
44235	Tramacastilla	1	Soltero	6	Mujer	7,752998721
44236	Tronchón	1	Soltero	6	Mujer	12,9724559876
44237	Urrea de Gaén	1	Soltero	6	Mujer	47,9995023546
44238	Utrillas	1	Soltero	6	Mujer	269,3413530803
44239	Valacloche	1	Soltero	6	Mujer	0,9340996065
44240	Valbona	1	Soltero	6	Mujer	25,1379613383
44241	Valdealgorfa	1	Soltero	6	Mujer	52,6216595192
44243	Valdecuenca	1	Soltero	6	Mujer	2,5149530939
44244	Valdelinares	1	Soltero	6	Mujer	13,8890755263
44245	Valdeltormo	1	Soltero	6	Mujer	21,6134921639
44246	Valderrobres	1	Soltero	6	Mujer	225,9327048634
44247	Valjunquera	1	Soltero	6	Mujer	24,9198021207
44251	Villafranca del Campo	1	Soltero	6	Mujer	27,0472634669
44252	Villahermosa del Campo	1	Soltero	6	Mujer	4,474491441
44256	Villanueva del Rebollar de la Sierra	1	Soltero	6	Mujer	1,7178823375
44257	Villar del Cobo	1	Soltero	6	Mujer	25,6832264996
44258	Villar del Salz	1	Soltero	6	Mujer	2,5785464586
44260	Villarluengo	1	Soltero	6	Mujer	14,621791048
44261	Villarquemado	1	Soltero	6	Mujer	82,3864063621
44262	Villarroya de los Pinares	1	Soltero	6	Mujer	16,7104149855
44263	Villastar	1	Soltero	6	Mujer	42,2205374717
44264	Villel	1	Soltero	6	Mujer	13,8866948579
44265	Vinaceite	1	Soltero	6	Mujer	25,3125504053
44266	Visiedo	1	Soltero	6	Mujer	18,9537430602
44268	Zoma (La)	1	Soltero	6	Mujer	5,0593554473
50001	Abanto	1	Soltero	6	Mujer	6,0775399136
50002	Acered	1	Soltero	6	Mujer	12,8492680391
50003	Agón	1	Soltero	6	Mujer	5,6170248939
50004	Aguarón	1	Soltero	6	Mujer	70,8673246745
50005	Aguilón	1	Soltero	6	Mujer	22,4896437199
50006	Ainzón	1	Soltero	6	Mujer	91,5603996317
50008	Alagón	1	Soltero	6	Mujer	662,2806670987
50009	Alarba	1	Soltero	6	Mujer	15,4559591529
50010	Alberite de San Juan	1	Soltero	6	Mujer	19,9358480962
50011	Albeta	1	Soltero	6	Mujer	25,0659648742
50012	Alborge	1	Soltero	6	Mujer	14,0685753357
50013	Alcalá de Ebro	1	Soltero	6	Mujer	25,3634180051
50014	Alcalá de Moncayo	1	Soltero	6	Mujer	17,8511268977
50015	Alconchel de Ariza	1	Soltero	6	Mujer	9,9180859174
50016	Aldehuela de Liestos	1	Soltero	6	Mujer	5,1455617923
50017	Alfajarín	1	Soltero	6	Mujer	206,0557055795
50018	Alfamén	1	Soltero	6	Mujer	192,2245358887
50019	Alforque	1	Soltero	6	Mujer	3,613614915
50020	Alhama de Aragón	1	Soltero	6	Mujer	93,4915564205
50021	Almochuel	1	Soltero	6	Mujer	3,7467760178
50022	Almolda (La)	1	Soltero	6	Mujer	79,636382898
50023	Almonacid de la Cuba	1	Soltero	6	Mujer	27,2134131884
50024	Almonacid de la Sierra	1	Soltero	6	Mujer	41,0246423161
50025	Almunia de Doña Godina (La)	1	Soltero	6	Mujer	855,5525220941
50026	Alpartir	1	Soltero	6	Mujer	72,7344178981
50027	Ambel	1	Soltero	6	Mujer	34,4895851476
50028	Anento	1	Soltero	6	Mujer	15,1221727708
50029	Aniñón	1	Soltero	6	Mujer	67,9786216686
50030	Añón de Moncayo	1	Soltero	6	Mujer	15,7225677532
