Municipio código	Municipio nombre	Sexo	Sector actividad, código	Sector actividad, descripción	Personas residentes viviendas familiares
50151	Luna	Mujeres	2	Industria y energía	22
50151	Luna	Mujeres	4	Servicios	70
50152	Maella	Hombres	1	Agricultura, ganadería y pesca	239
50152	Maella	Hombres	2	Industria y energía	83
50152	Maella	Hombres	3	Construcción	114
50152	Maella	Hombres	4	Servicios	108
50152	Maella	Mujeres	1	Agricultura, ganadería y pesca	39
50152	Maella	Mujeres	2	Industria y energía	109
50152	Maella	Mujeres	3	Construcción	2
50152	Maella	Mujeres	4	Servicios	110
50153	Magallón	Hombres	1	Agricultura, ganadería y pesca	59
50153	Magallón	Hombres	2	Industria y energía	104
50153	Magallón	Hombres	3	Construcción	47
50153	Magallón	Hombres	4	Servicios	99
50153	Magallón	Mujeres	1	Agricultura, ganadería y pesca	2
50153	Magallón	Mujeres	2	Industria y energía	55
50153	Magallón	Mujeres	3	Construcción	2
50153	Magallón	Mujeres	4	Servicios	72
50154	Mainar	Hombres	1	Agricultura, ganadería y pesca	21
50154	Mainar	Hombres	2	Industria y energía	5
50154	Mainar	Hombres	3	Construcción	6
50154	Mainar	Hombres	4	Servicios	15
50154	Mainar	Mujeres	2	Industria y energía	4
50154	Mainar	Mujeres	4	Servicios	11
50155	Malanquilla	Hombres	1	Agricultura, ganadería y pesca	11
50155	Malanquilla	Hombres	2	Industria y energía	7
50155	Malanquilla	Hombres	3	Construcción	6
50155	Malanquilla	Hombres	4	Servicios	19
50155	Malanquilla	Mujeres	2	Industria y energía	2
50155	Malanquilla	Mujeres	3	Construcción	1
50155	Malanquilla	Mujeres	4	Servicios	9
50156	Maleján	Hombres	1	Agricultura, ganadería y pesca	31
50156	Maleján	Hombres	2	Industria y energía	14
50156	Maleján	Hombres	3	Construcción	12
50156	Maleján	Hombres	4	Servicios	17
50156	Maleján	Mujeres	1	Agricultura, ganadería y pesca	1
50156	Maleján	Mujeres	2	Industria y energía	15
50156	Maleján	Mujeres	4	Servicios	22
50157	Malón	Hombres	1	Agricultura, ganadería y pesca	11
50157	Malón	Hombres	2	Industria y energía	30
50157	Malón	Hombres	3	Construcción	30
50157	Malón	Hombres	4	Servicios	37
50157	Malón	Mujeres	1	Agricultura, ganadería y pesca	4
50157	Malón	Mujeres	2	Industria y energía	15
50157	Malón	Mujeres	3	Construcción	2
50157	Malón	Mujeres	4	Servicios	31
50159	Maluenda	Hombres	1	Agricultura, ganadería y pesca	71
50159	Maluenda	Hombres	2	Industria y energía	76
50159	Maluenda	Hombres	3	Construcción	22
50159	Maluenda	Hombres	4	Servicios	79
50159	Maluenda	Mujeres	1	Agricultura, ganadería y pesca	27
50159	Maluenda	Mujeres	2	Industria y energía	39
50159	Maluenda	Mujeres	3	Construcción	1
50159	Maluenda	Mujeres	4	Servicios	66
50160	Mallén	Hombres	1	Agricultura, ganadería y pesca	157
50160	Mallén	Hombres	2	Industria y energía	247
50160	Mallén	Hombres	3	Construcción	144
50160	Mallén	Hombres	4	Servicios	365
50160	Mallén	Mujeres	1	Agricultura, ganadería y pesca	18
50160	Mallén	Mujeres	2	Industria y energía	71
50160	Mallén	Mujeres	3	Construcción	6
50160	Mallén	Mujeres	4	Servicios	261
50161	Manchones	Hombres	1	Agricultura, ganadería y pesca	12
50161	Manchones	Hombres	2	Industria y energía	5
50161	Manchones	Hombres	3	Construcción	9
50161	Manchones	Hombres	4	Servicios	8
50161	Manchones	Mujeres	2	Industria y energía	2
50161	Manchones	Mujeres	4	Servicios	10
50162	Mara	Hombres	1	Agricultura, ganadería y pesca	16
50162	Mara	Hombres	2	Industria y energía	13
50162	Mara	Hombres	3	Construcción	6
50162	Mara	Hombres	4	Servicios	13
50162	Mara	Mujeres	2	Industria y energía	1
50162	Mara	Mujeres	3	Construcción	1
50162	Mara	Mujeres	4	Servicios	24
50163	María de Huerva	Hombres	1	Agricultura, ganadería y pesca	23
50163	María de Huerva	Hombres	2	Industria y energía	147
50163	María de Huerva	Hombres	3	Construcción	44
50163	María de Huerva	Hombres	4	Servicios	243
50163	María de Huerva	Mujeres	1	Agricultura, ganadería y pesca	8
50163	María de Huerva	Mujeres	2	Industria y energía	38
50163	María de Huerva	Mujeres	3	Construcción	2
50163	María de Huerva	Mujeres	4	Servicios	221
50164	Mediana de Aragón	Hombres	1	Agricultura, ganadería y pesca	36
50164	Mediana de Aragón	Hombres	2	Industria y energía	27
50164	Mediana de Aragón	Hombres	3	Construcción	30
50164	Mediana de Aragón	Hombres	4	Servicios	19
50164	Mediana de Aragón	Mujeres	1	Agricultura, ganadería y pesca	2
50164	Mediana de Aragón	Mujeres	2	Industria y energía	27
50164	Mediana de Aragón	Mujeres	3	Construcción	1
50164	Mediana de Aragón	Mujeres	4	Servicios	21
50165	Mequinenza	Hombres	1	Agricultura, ganadería y pesca	78
50165	Mequinenza	Hombres	2	Industria y energía	192
50165	Mequinenza	Hombres	3	Construcción	101
50165	Mequinenza	Hombres	4	Servicios	161
50165	Mequinenza	Mujeres	1	Agricultura, ganadería y pesca	15
50165	Mequinenza	Mujeres	2	Industria y energía	107
50165	Mequinenza	Mujeres	3	Construcción	4
50165	Mequinenza	Mujeres	4	Servicios	176
50166	Mesones de Isuela	Hombres	1	Agricultura, ganadería y pesca	34
50166	Mesones de Isuela	Hombres	2	Industria y energía	18
50166	Mesones de Isuela	Hombres	3	Construcción	16
50166	Mesones de Isuela	Hombres	4	Servicios	16
50166	Mesones de Isuela	Mujeres	1	Agricultura, ganadería y pesca	1
50166	Mesones de Isuela	Mujeres	2	Industria y energía	8
50166	Mesones de Isuela	Mujeres	3	Construcción	1
50166	Mesones de Isuela	Mujeres	4	Servicios	13
50167	Mezalocha	Hombres	1	Agricultura, ganadería y pesca	20
50167	Mezalocha	Hombres	2	Industria y energía	15
50167	Mezalocha	Hombres	3	Construcción	2
50167	Mezalocha	Hombres	4	Servicios	23
50167	Mezalocha	Mujeres	1	Agricultura, ganadería y pesca	7
50167	Mezalocha	Mujeres	2	Industria y energía	5
50167	Mezalocha	Mujeres	4	Servicios	22
50168	Mianos	Hombres	1	Agricultura, ganadería y pesca	7
50168	Mianos	Hombres	4	Servicios	5
50168	Mianos	Mujeres	4	Servicios	5
50169	Miedes de Aragón	Hombres	1	Agricultura, ganadería y pesca	63
50169	Miedes de Aragón	Hombres	2	Industria y energía	19
50169	Miedes de Aragón	Hombres	3	Construcción	16
50169	Miedes de Aragón	Hombres	4	Servicios	21
50169	Miedes de Aragón	Mujeres	1	Agricultura, ganadería y pesca	2
50169	Miedes de Aragón	Mujeres	2	Industria y energía	17
50169	Miedes de Aragón	Mujeres	3	Construcción	1
50169	Miedes de Aragón	Mujeres	4	Servicios	22
50170	Monegrillo	Hombres	1	Agricultura, ganadería y pesca	60
50170	Monegrillo	Hombres	2	Industria y energía	30
50170	Monegrillo	Hombres	3	Construcción	18
50170	Monegrillo	Hombres	4	Servicios	40
50170	Monegrillo	Mujeres	1	Agricultura, ganadería y pesca	4
50170	Monegrillo	Mujeres	2	Industria y energía	5
50170	Monegrillo	Mujeres	3	Construcción	1
50170	Monegrillo	Mujeres	4	Servicios	59
50171	Moneva	Hombres	1	Agricultura, ganadería y pesca	3
50171	Moneva	Hombres	2	Industria y energía	10
50171	Moneva	Hombres	3	Construcción	11
50171	Moneva	Hombres	4	Servicios	18
50171	Moneva	Mujeres	2	Industria y energía	1
50171	Moneva	Mujeres	4	Servicios	11
50172	Monreal de Ariza	Hombres	1	Agricultura, ganadería y pesca	42
50172	Monreal de Ariza	Hombres	2	Industria y energía	7
50172	Monreal de Ariza	Hombres	3	Construcción	9
50172	Monreal de Ariza	Hombres	4	Servicios	15
50172	Monreal de Ariza	Mujeres	1	Agricultura, ganadería y pesca	4
50172	Monreal de Ariza	Mujeres	2	Industria y energía	8
50172	Monreal de Ariza	Mujeres	3	Construcción	3
50172	Monreal de Ariza	Mujeres	4	Servicios	18
50173	Monterde	Hombres	1	Agricultura, ganadería y pesca	15
50173	Monterde	Hombres	2	Industria y energía	12
50173	Monterde	Hombres	3	Construcción	13
50173	Monterde	Hombres	4	Servicios	21
50173	Monterde	Mujeres	2	Industria y energía	4
50173	Monterde	Mujeres	4	Servicios	16
50174	Montón	Hombres	1	Agricultura, ganadería y pesca	9
50174	Montón	Hombres	2	Industria y energía	4
50174	Montón	Hombres	3	Construcción	7
50174	Montón	Hombres	4	Servicios	12
50174	Montón	Mujeres	1	Agricultura, ganadería y pesca	2
50174	Montón	Mujeres	2	Industria y energía	2
50174	Montón	Mujeres	4	Servicios	5
50175	Morata de Jalón	Hombres	1	Agricultura, ganadería y pesca	38
50175	Morata de Jalón	Hombres	2	Industria y energía	144
50175	Morata de Jalón	Hombres	3	Construcción	48
50175	Morata de Jalón	Hombres	4	Servicios	111
50175	Morata de Jalón	Mujeres	1	Agricultura, ganadería y pesca	3
50175	Morata de Jalón	Mujeres	2	Industria y energía	33
50175	Morata de Jalón	Mujeres	3	Construcción	1
50175	Morata de Jalón	Mujeres	4	Servicios	97
50176	Morata de Jiloca	Hombres	1	Agricultura, ganadería y pesca	23
50176	Morata de Jiloca	Hombres	2	Industria y energía	17
50176	Morata de Jiloca	Hombres	3	Construcción	3
50176	Morata de Jiloca	Hombres	4	Servicios	28
50176	Morata de Jiloca	Mujeres	2	Industria y energía	11
50176	Morata de Jiloca	Mujeres	4	Servicios	21
50177	Morés	Hombres	1	Agricultura, ganadería y pesca	18
50177	Morés	Hombres	2	Industria y energía	42
50177	Morés	Hombres	3	Construcción	8
50177	Morés	Hombres	4	Servicios	29
50177	Morés	Mujeres	1	Agricultura, ganadería y pesca	1
50177	Morés	Mujeres	2	Industria y energía	21
50177	Morés	Mujeres	4	Servicios	24
50178	Moros	Hombres	1	Agricultura, ganadería y pesca	37
50178	Moros	Hombres	2	Industria y energía	10
50178	Moros	Hombres	3	Construcción	25
50178	Moros	Hombres	4	Servicios	21
50178	Moros	Mujeres	1	Agricultura, ganadería y pesca	1
50178	Moros	Mujeres	2	Industria y energía	9
50178	Moros	Mujeres	3	Construcción	1
50178	Moros	Mujeres	4	Servicios	32
50179	Moyuela	Hombres	1	Agricultura, ganadería y pesca	34
50179	Moyuela	Hombres	2	Industria y energía	13
50179	Moyuela	Hombres	3	Construcción	9
50179	Moyuela	Hombres	4	Servicios	19
50179	Moyuela	Mujeres	1	Agricultura, ganadería y pesca	5
50179	Moyuela	Mujeres	2	Industria y energía	6
50179	Moyuela	Mujeres	4	Servicios	12
50180	Mozota	Hombres	1	Agricultura, ganadería y pesca	10
50180	Mozota	Hombres	2	Industria y energía	3
50180	Mozota	Hombres	3	Construcción	1
50180	Mozota	Hombres	4	Servicios	12
50180	Mozota	Mujeres	1	Agricultura, ganadería y pesca	3
50180	Mozota	Mujeres	2	Industria y energía	4
50180	Mozota	Mujeres	4	Servicios	9
50181	Muel	Hombres	1	Agricultura, ganadería y pesca	41
50181	Muel	Hombres	2	Industria y energía	131
50181	Muel	Hombres	3	Construcción	42
50181	Muel	Hombres	4	Servicios	85
50181	Muel	Mujeres	1	Agricultura, ganadería y pesca	1
50181	Muel	Mujeres	2	Industria y energía	38
50181	Muel	Mujeres	3	Construcción	4
50181	Muel	Mujeres	4	Servicios	85
50182	Muela (La)	Hombres	1	Agricultura, ganadería y pesca	43
50182	Muela (La)	Hombres	2	Industria y energía	140
50182	Muela (La)	Hombres	3	Construcción	86
50182	Muela (La)	Hombres	4	Servicios	296
50182	Muela (La)	Mujeres	1	Agricultura, ganadería y pesca	2
50182	Muela (La)	Mujeres	2	Industria y energía	41
50182	Muela (La)	Mujeres	3	Construcción	8
50182	Muela (La)	Mujeres	4	Servicios	224
50183	Munébrega	Hombres	1	Agricultura, ganadería y pesca	33
50183	Munébrega	Hombres	2	Industria y energía	19
50183	Munébrega	Hombres	3	Construcción	21
50183	Munébrega	Hombres	4	Servicios	36
50183	Munébrega	Mujeres	1	Agricultura, ganadería y pesca	4
50183	Munébrega	Mujeres	2	Industria y energía	8
50183	Munébrega	Mujeres	4	Servicios	30
50184	Murero	Hombres	1	Agricultura, ganadería y pesca	13
50184	Murero	Hombres	2	Industria y energía	3
50184	Murero	Hombres	3	Construcción	9
50184	Murero	Hombres	4	Servicios	8
50184	Murero	Mujeres	1	Agricultura, ganadería y pesca	1
50184	Murero	Mujeres	2	Industria y energía	2
50184	Murero	Mujeres	4	Servicios	7
50185	Murillo de Gállego	Hombres	1	Agricultura, ganadería y pesca	9
50185	Murillo de Gállego	Hombres	2	Industria y energía	5
50185	Murillo de Gállego	Hombres	3	Construcción	8
50185	Murillo de Gállego	Hombres	4	Servicios	16
50185	Murillo de Gállego	Mujeres	2	Industria y energía	2
50185	Murillo de Gállego	Mujeres	4	Servicios	9
50186	Navardún	Hombres	1	Agricultura, ganadería y pesca	5
50186	Navardún	Hombres	2	Industria y energía	2
50186	Navardún	Hombres	3	Construcción	3
50186	Navardún	Hombres	4	Servicios	5
50186	Navardún	Mujeres	2	Industria y energía	2
50186	Navardún	Mujeres	4	Servicios	5
50187	Nigüella	Hombres	1	Agricultura, ganadería y pesca	7
50187	Nigüella	Hombres	2	Industria y energía	4
50187	Nigüella	Hombres	3	Construcción	7
50187	Nigüella	Hombres	4	Servicios	4
50187	Nigüella	Mujeres	4	Servicios	3
50188	Nombrevilla	Hombres	1	Agricultura, ganadería y pesca	4
50188	Nombrevilla	Hombres	2	Industria y energía	4
50188	Nombrevilla	Hombres	3	Construcción	2
50188	Nombrevilla	Hombres	4	Servicios	7
50188	Nombrevilla	Mujeres	4	Servicios	5
50189	Nonaspe	Hombres	1	Agricultura, ganadería y pesca	63
50189	Nonaspe	Hombres	2	Industria y energía	64
50189	Nonaspe	Hombres	3	Construcción	52
50189	Nonaspe	Hombres	4	Servicios	54
50189	Nonaspe	Mujeres	1	Agricultura, ganadería y pesca	13
50189	Nonaspe	Mujeres	2	Industria y energía	55
50189	Nonaspe	Mujeres	4	Servicios	53
50190	Novallas	Hombres	1	Agricultura, ganadería y pesca	26
50190	Novallas	Hombres	2	Industria y energía	70
50190	Novallas	Hombres	3	Construcción	44
50190	Novallas	Hombres	4	Servicios	60
50190	Novallas	Mujeres	1	Agricultura, ganadería y pesca	1
50190	Novallas	Mujeres	2	Industria y energía	47
50190	Novallas	Mujeres	4	Servicios	48
50191	Novillas	Hombres	1	Agricultura, ganadería y pesca	71
50191	Novillas	Hombres	2	Industria y energía	40
50191	Novillas	Hombres	3	Construcción	39
50191	Novillas	Hombres	4	Servicios	47
50191	Novillas	Mujeres	1	Agricultura, ganadería y pesca	4
50191	Novillas	Mujeres	2	Industria y energía	35
50191	Novillas	Mujeres	3	Construcción	1
50191	Novillas	Mujeres	4	Servicios	35
50192	Nuévalos	Hombres	1	Agricultura, ganadería y pesca	6
50192	Nuévalos	Hombres	2	Industria y energía	3
50192	Nuévalos	Hombres	3	Construcción	18
50192	Nuévalos	Hombres	4	Servicios	78
50192	Nuévalos	Mujeres	2	Industria y energía	5
50192	Nuévalos	Mujeres	4	Servicios	59
50193	Nuez de Ebro	Hombres	1	Agricultura, ganadería y pesca	26
50193	Nuez de Ebro	Hombres	2	Industria y energía	62
50193	Nuez de Ebro	Hombres	3	Construcción	22
50193	Nuez de Ebro	Hombres	4	Servicios	65
50193	Nuez de Ebro	Mujeres	1	Agricultura, ganadería y pesca	4
50193	Nuez de Ebro	Mujeres	2	Industria y energía	23
50193	Nuez de Ebro	Mujeres	3	Construcción	6
50193	Nuez de Ebro	Mujeres	4	Servicios	65
50194	Olvés	Hombres	1	Agricultura, ganadería y pesca	15
50194	Olvés	Hombres	2	Industria y energía	11
50194	Olvés	Hombres	3	Construcción	1
50194	Olvés	Hombres	4	Servicios	7
50194	Olvés	Mujeres	1	Agricultura, ganadería y pesca	5
50194	Olvés	Mujeres	2	Industria y energía	3
50194	Olvés	Mujeres	4	Servicios	5
50195	Orcajo	Hombres	1	Agricultura, ganadería y pesca	6
50195	Orcajo	Hombres	2	Industria y energía	6
50195	Orcajo	Hombres	4	Servicios	5
50195	Orcajo	Mujeres	2	Industria y energía	1
50195	Orcajo	Mujeres	4	Servicios	1
50196	Orera	Hombres	1	Agricultura, ganadería y pesca	5
50196	Orera	Hombres	2	Industria y energía	3
50196	Orera	Hombres	3	Construcción	2
50196	Orera	Hombres	4	Servicios	9
50196	Orera	Mujeres	2	Industria y energía	1
50196	Orera	Mujeres	3	Construcción	1
50196	Orera	Mujeres	4	Servicios	6
50197	Orés	Hombres	1	Agricultura, ganadería y pesca	13
50197	Orés	Hombres	2	Industria y energía	2
50197	Orés	Hombres	3	Construcción	4
50197	Orés	Hombres	4	Servicios	6
50197	Orés	Mujeres	4	Servicios	6
50198	Oseja	Hombres	1	Agricultura, ganadería y pesca	1
50198	Oseja	Hombres	2	Industria y energía	4
50198	Oseja	Hombres	4	Servicios	15
50198	Oseja	Mujeres	4	Servicios	3
50199	Osera de Ebro	Hombres	1	Agricultura, ganadería y pesca	5
50199	Osera de Ebro	Hombres	2	Industria y energía	13
50199	Osera de Ebro	Hombres	3	Construcción	23
50199	Osera de Ebro	Hombres	4	Servicios	53
50199	Osera de Ebro	Mujeres	1	Agricultura, ganadería y pesca	4
50199	Osera de Ebro	Mujeres	2	Industria y energía	5
50199	Osera de Ebro	Mujeres	3	Construcción	8
50199	Osera de Ebro	Mujeres	4	Servicios	50
50200	Paniza	Hombres	1	Agricultura, ganadería y pesca	101
50200	Paniza	Hombres	2	Industria y energía	45
50200	Paniza	Hombres	3	Construcción	19
50200	Paniza	Hombres	4	Servicios	17
50200	Paniza	Mujeres	1	Agricultura, ganadería y pesca	4
50200	Paniza	Mujeres	2	Industria y energía	9
50200	Paniza	Mujeres	3	Construcción	1
50200	Paniza	Mujeres	4	Servicios	43
50201	Paracuellos de Jiloca	Hombres	1	Agricultura, ganadería y pesca	13
50201	Paracuellos de Jiloca	Hombres	2	Industria y energía	33
50201	Paracuellos de Jiloca	Hombres	3	Construcción	22
50201	Paracuellos de Jiloca	Hombres	4	Servicios	46
50201	Paracuellos de Jiloca	Mujeres	1	Agricultura, ganadería y pesca	1
50201	Paracuellos de Jiloca	Mujeres	2	Industria y energía	15
50201	Paracuellos de Jiloca	Mujeres	3	Construcción	1
50201	Paracuellos de Jiloca	Mujeres	4	Servicios	55
50202	Paracuellos de la Ribera	Hombres	1	Agricultura, ganadería y pesca	17
50202	Paracuellos de la Ribera	Hombres	2	Industria y energía	10
50202	Paracuellos de la Ribera	Hombres	3	Construcción	5
50202	Paracuellos de la Ribera	Hombres	4	Servicios	10
50202	Paracuellos de la Ribera	Mujeres	2	Industria y energía	3
50202	Paracuellos de la Ribera	Mujeres	4	Servicios	12
50203	Pastriz	Hombres	1	Agricultura, ganadería y pesca	18
50203	Pastriz	Hombres	2	Industria y energía	96
50203	Pastriz	Hombres	3	Construcción	47
50203	Pastriz	Hombres	4	Servicios	147
50203	Pastriz	Mujeres	1	Agricultura, ganadería y pesca	1
50203	Pastriz	Mujeres	2	Industria y energía	33
50203	Pastriz	Mujeres	3	Construcción	9
50203	Pastriz	Mujeres	4	Servicios	138
50204	Pedrola	Hombres	1	Agricultura, ganadería y pesca	53
50204	Pedrola	Hombres	2	Industria y energía	349
50204	Pedrola	Hombres	3	Construcción	107
50204	Pedrola	Hombres	4	Servicios	221
50204	Pedrola	Mujeres	1	Agricultura, ganadería y pesca	17
50204	Pedrola	Mujeres	2	Industria y energía	149
50204	Pedrola	Mujeres	3	Construcción	12
50204	Pedrola	Mujeres	4	Servicios	218
50205	Pedrosas (Las)	Hombres	1	Agricultura, ganadería y pesca	7
50205	Pedrosas (Las)	Hombres	2	Industria y energía	9
50205	Pedrosas (Las)	Hombres	3	Construcción	2
50205	Pedrosas (Las)	Hombres	4	Servicios	8
50205	Pedrosas (Las)	Mujeres	2	Industria y energía	1
50205	Pedrosas (Las)	Mujeres	4	Servicios	13
50206	Perdiguera	Hombres	1	Agricultura, ganadería y pesca	44
50206	Perdiguera	Hombres	2	Industria y energía	48
50206	Perdiguera	Hombres	3	Construcción	4
50206	Perdiguera	Hombres	4	Servicios	48
50206	Perdiguera	Mujeres	1	Agricultura, ganadería y pesca	3
50206	Perdiguera	Mujeres	2	Industria y energía	11
50206	Perdiguera	Mujeres	3	Construcción	1
50206	Perdiguera	Mujeres	4	Servicios	47
50207	Piedratajada	Hombres	1	Agricultura, ganadería y pesca	19
50207	Piedratajada	Hombres	2	Industria y energía	7
50207	Piedratajada	Hombres	3	Construcción	5
50207	Piedratajada	Hombres	4	Servicios	16
50207	Piedratajada	Mujeres	1	Agricultura, ganadería y pesca	1
50207	Piedratajada	Mujeres	2	Industria y energía	3
50207	Piedratajada	Mujeres	4	Servicios	15
50208	Pina de Ebro	Hombres	1	Agricultura, ganadería y pesca	97
50208	Pina de Ebro	Hombres	2	Industria y energía	223
50208	Pina de Ebro	Hombres	3	Construcción	110
50208	Pina de Ebro	Hombres	4	Servicios	221
50208	Pina de Ebro	Mujeres	1	Agricultura, ganadería y pesca	16
50208	Pina de Ebro	Mujeres	2	Industria y energía	102
50208	Pina de Ebro	Mujeres	3	Construcción	1
50208	Pina de Ebro	Mujeres	4	Servicios	285
50209	Pinseque	Hombres	1	Agricultura, ganadería y pesca	62
50209	Pinseque	Hombres	2	Industria y energía	202
50209	Pinseque	Hombres	3	Construcción	66
50209	Pinseque	Hombres	4	Servicios	195
50209	Pinseque	Mujeres	1	Agricultura, ganadería y pesca	11
50209	Pinseque	Mujeres	2	Industria y energía	70
50209	Pinseque	Mujeres	3	Construcción	4
50209	Pinseque	Mujeres	4	Servicios	225
50210	Pintanos (Los)	Hombres	1	Agricultura, ganadería y pesca	10
50210	Pintanos (Los)	Hombres	3	Construcción	5
50210	Pintanos (Los)	Hombres	4	Servicios	5
50210	Pintanos (Los)	Mujeres	3	Construcción	2
50210	Pintanos (Los)	Mujeres	4	Servicios	4
50211	Plasencia de Jalón	Hombres	1	Agricultura, ganadería y pesca	22
50211	Plasencia de Jalón	Hombres	2	Industria y energía	43
50211	Plasencia de Jalón	Hombres	3	Construcción	7
50211	Plasencia de Jalón	Hombres	4	Servicios	28
50211	Plasencia de Jalón	Mujeres	1	Agricultura, ganadería y pesca	1
50211	Plasencia de Jalón	Mujeres	2	Industria y energía	12
50211	Plasencia de Jalón	Mujeres	4	Servicios	25
50212	Pleitas	Hombres	1	Agricultura, ganadería y pesca	4
50212	Pleitas	Hombres	2	Industria y energía	5
50212	Pleitas	Mujeres	3	Construcción	1
50212	Pleitas	Mujeres	4	Servicios	5
50213	Plenas	Hombres	1	Agricultura, ganadería y pesca	16
50213	Plenas	Hombres	2	Industria y energía	2
50213	Plenas	Hombres	3	Construcción	12
50213	Plenas	Hombres	4	Servicios	7
50213	Plenas	Mujeres	1	Agricultura, ganadería y pesca	3
50213	Plenas	Mujeres	2	Industria y energía	3
50213	Plenas	Mujeres	3	Construcción	1
50213	Plenas	Mujeres	4	Servicios	19
50214	Pomer	Hombres	1	Agricultura, ganadería y pesca	2
50214	Pomer	Hombres	2	Industria y energía	1
50214	Pomer	Hombres	3	Construcción	1
50214	Pomer	Hombres	4	Servicios	3
50214	Pomer	Mujeres	2	Industria y energía	1
50214	Pomer	Mujeres	4	Servicios	3
50215	Pozuel de Ariza	Hombres	2	Industria y energía	1
50215	Pozuel de Ariza	Hombres	3	Construcción	1
50215	Pozuel de Ariza	Hombres	4	Servicios	2
50216	Pozuelo de Aragón	Hombres	1	Agricultura, ganadería y pesca	44
50216	Pozuelo de Aragón	Hombres	2	Industria y energía	30
50216	Pozuelo de Aragón	Hombres	3	Construcción	7
50216	Pozuelo de Aragón	Hombres	4	Servicios	11
50216	Pozuelo de Aragón	Mujeres	1	Agricultura, ganadería y pesca	2
50216	Pozuelo de Aragón	Mujeres	2	Industria y energía	7
50216	Pozuelo de Aragón	Mujeres	4	Servicios	15
50217	Pradilla de Ebro	Hombres	1	Agricultura, ganadería y pesca	56
50217	Pradilla de Ebro	Hombres	2	Industria y energía	67
50217	Pradilla de Ebro	Hombres	3	Construcción	16
50217	Pradilla de Ebro	Hombres	4	Servicios	41
50217	Pradilla de Ebro	Mujeres	1	Agricultura, ganadería y pesca	12
50217	Pradilla de Ebro	Mujeres	2	Industria y energía	22
50217	Pradilla de Ebro	Mujeres	3	Construcción	1
50217	Pradilla de Ebro	Mujeres	4	Servicios	37
50218	Puebla de Albortón	Hombres	1	Agricultura, ganadería y pesca	18
50218	Puebla de Albortón	Hombres	2	Industria y energía	6
50218	Puebla de Albortón	Hombres	3	Construcción	7
50218	Puebla de Albortón	Hombres	4	Servicios	9
50218	Puebla de Albortón	Mujeres	1	Agricultura, ganadería y pesca	1
50218	Puebla de Albortón	Mujeres	2	Industria y energía	8
50218	Puebla de Albortón	Mujeres	4	Servicios	7
50219	Puebla de Alfindén (La)	Hombres	1	Agricultura, ganadería y pesca	36
50219	Puebla de Alfindén (La)	Hombres	2	Industria y energía	304
50219	Puebla de Alfindén (La)	Hombres	3	Construcción	76
50219	Puebla de Alfindén (La)	Hombres	4	Servicios	302
50219	Puebla de Alfindén (La)	Mujeres	1	Agricultura, ganadería y pesca	8
50219	Puebla de Alfindén (La)	Mujeres	2	Industria y energía	117
50219	Puebla de Alfindén (La)	Mujeres	3	Construcción	8
50219	Puebla de Alfindén (La)	Mujeres	4	Servicios	305
50220	Puendeluna	Hombres	1	Agricultura, ganadería y pesca	4
50220	Puendeluna	Hombres	2	Industria y energía	3
50220	Puendeluna	Hombres	3	Construcción	3
50220	Puendeluna	Hombres	4	Servicios	11
50220	Puendeluna	Mujeres	4	Servicios	2
50221	Purujosa	Hombres	1	Agricultura, ganadería y pesca	3
50221	Purujosa	Hombres	2	Industria y energía	8
50221	Purujosa	Hombres	3	Construcción	7
50221	Purujosa	Hombres	4	Servicios	4
50221	Purujosa	Mujeres	2	Industria y energía	2
50221	Purujosa	Mujeres	3	Construcción	1
50221	Purujosa	Mujeres	4	Servicios	5
50222	Quinto	Hombres	1	Agricultura, ganadería y pesca	134
50222	Quinto	Hombres	2	Industria y energía	195
50222	Quinto	Hombres	3	Construcción	132
50222	Quinto	Hombres	4	Servicios	116
50222	Quinto	Mujeres	1	Agricultura, ganadería y pesca	11
50222	Quinto	Mujeres	2	Industria y energía	118
50222	Quinto	Mujeres	3	Construcción	6
50222	Quinto	Mujeres	4	Servicios	131
50223	Remolinos	Hombres	1	Agricultura, ganadería y pesca	49
50223	Remolinos	Hombres	2	Industria y energía	144
50223	Remolinos	Hombres	3	Construcción	44
50223	Remolinos	Hombres	4	Servicios	82
50223	Remolinos	Mujeres	1	Agricultura, ganadería y pesca	9
50223	Remolinos	Mujeres	2	Industria y energía	53
50223	Remolinos	Mujeres	3	Construcción	3
50223	Remolinos	Mujeres	4	Servicios	83
50224	Retascón	Hombres	1	Agricultura, ganadería y pesca	14
50224	Retascón	Hombres	2	Industria y energía	3
50224	Retascón	Hombres	4	Servicios	6
50224	Retascón	Mujeres	1	Agricultura, ganadería y pesca	2
50224	Retascón	Mujeres	2	Industria y energía	1
50224	Retascón	Mujeres	4	Servicios	5
50225	Ricla	Hombres	1	Agricultura, ganadería y pesca	296
50225	Ricla	Hombres	2	Industria y energía	120
50225	Ricla	Hombres	3	Construcción	99
50225	Ricla	Hombres	4	Servicios	196
50225	Ricla	Mujeres	1	Agricultura, ganadería y pesca	26
50225	Ricla	Mujeres	2	Industria y energía	41
50225	Ricla	Mujeres	3	Construcción	9
50225	Ricla	Mujeres	4	Servicios	169
50227	Romanos	Hombres	1	Agricultura, ganadería y pesca	19
50227	Romanos	Hombres	2	Industria y energía	2
50227	Romanos	Hombres	3	Construcción	8
50227	Romanos	Hombres	4	Servicios	6
