Año	Municipio código	Municipio nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2014	22125	Huesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	37
2014	22125	Huesca	92	Actividades de juegos de azar y apuestas	35
2014	22125	Huesca	93	Actividades deportivas, recreativas y de entretenimiento	81
2014	22125	Huesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	114
2014	22125	Huesca	96	Otros servicios personales	274
2014	22130	Jaca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	44
2014	22130	Jaca	02	Silvicultura y explotación forestal	10
2014	22130	Jaca	06	Extracción de crudo de petróleo y gas natural	1
2014	22130	Jaca	10	Industria de la alimentación	4
2014	22130	Jaca	13	Industria textil	2
2014	22130	Jaca	14	Confección de prendas de vestir	2
2014	22130	Jaca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	10
2014	22130	Jaca	18	Artes gráficas y reproducción de soportes grabados	7
2014	22130	Jaca	23	Fabricación de otros productos minerales no metálicos	3
2014	22130	Jaca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15
2014	22130	Jaca	27	Fabricación de material y equipo eléctrico	1
2014	22130	Jaca	28	Fabricación de maquinaria y equipo n.c.o.p.	1
2014	22130	Jaca	31	Fabricación de muebles	3
2014	22130	Jaca	32	Otras industrias manufactureras	7
2014	22130	Jaca	33	Reparación e instalación de maquinaria y equipo	7
2014	22130	Jaca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	5
2014	22130	Jaca	36	Captación, depuración y distribución de agua	1
2014	22130	Jaca	37	Recogida y tratamiento de aguas residuales	2
2014	22130	Jaca	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2014	22130	Jaca	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2014	22130	Jaca	41	Construcción de edificios	116
2014	22130	Jaca	42	Ingeniería civil	13
2014	22130	Jaca	43	Actividades de construcción especializada	201
2014	22130	Jaca	45	Venta y reparación de vehículos de motor y motocicletas	56
2014	22130	Jaca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	77
2014	22130	Jaca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	563
2014	22130	Jaca	49	Transporte terrestre y por tubería	65
2014	22130	Jaca	52	Almacenamiento y actividades anexas al transporte	4
2014	22130	Jaca	53	Actividades postales y de correos	5
2014	22130	Jaca	55	Servicios de alojamiento	62
2014	22130	Jaca	56	Servicios de comidas y bebidas	238
2014	22130	Jaca	58	Edición	7
2014	22130	Jaca	60	Actividades de programación y emisión de radio y televisión	2
2014	22130	Jaca	61	Telecomunicaciones	1
2014	22130	Jaca	62	Programación, consultoría y otras actividades relacionadas con la informática	9
2014	22130	Jaca	63	Servicios de información	1
2014	22130	Jaca	64	Servicios financieros, excepto seguros y fondos de pensiones	11
2014	22130	Jaca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
2014	22130	Jaca	66	Actividades auxiliares a los servicios financieros y a los seguros	39
2014	22130	Jaca	68	Actividades inmobiliarias	251
2014	22130	Jaca	69	Actividades jurídicas y de contabilidad	59
2014	22130	Jaca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	46
2014	22130	Jaca	72	Investigación y desarrollo	11
2014	22130	Jaca	73	Publicidad y estudios de mercado	12
2014	22130	Jaca	74	Otras actividades profesionales, científicas y técnicas	24
2014	22130	Jaca	75	Actividades veterinarias	5
2014	22130	Jaca	77	Actividades de alquiler	32
2014	22130	Jaca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	10
2014	22130	Jaca	81	Servicios a edificios y actividades de jardinería	34
2014	22130	Jaca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	43
2014	22130	Jaca	85	Educación	82
2014	22130	Jaca	86	Actividades sanitarias	66
2014	22130	Jaca	87	Asistencia en establecimientos residenciales	3
2014	22130	Jaca	88	Actividades de servicios sociales sin alojamiento	1
2014	22130	Jaca	90	Actividades de creación, artísticas y espectáculos	27
2014	22130	Jaca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	4
2014	22130	Jaca	92	Actividades de juegos de azar y apuestas	11
2014	22130	Jaca	93	Actividades deportivas, recreativas y de entretenimiento	40
2014	22130	Jaca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	23
2014	22130	Jaca	96	Otros servicios personales	82
2014	22158	Monzón	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	142
2014	22158	Monzón	02	Silvicultura y explotación forestal	2
2014	22158	Monzón	08	Otras industrias extractivas	4
2014	22158	Monzón	10	Industria de la alimentación	27
2014	22158	Monzón	11	Fabricación de bebidas	3
2014	22158	Monzón	13	Industria textil	2
2014	22158	Monzón	14	Confección de prendas de vestir	8
2014	22158	Monzón	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	7
2014	22158	Monzón	17	Industria del papel	1
2014	22158	Monzón	18	Artes gráficas y reproducción de soportes grabados	13
2014	22158	Monzón	20	Industria química	13
2014	22158	Monzón	22	Fabricación de productos de caucho y plásticos	4
2014	22158	Monzón	23	Fabricación de otros productos minerales no metálicos	5
2014	22158	Monzón	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2014	22158	Monzón	25	Fabricación de productos metálicos, excepto maquinaria y equipo	52
2014	22158	Monzón	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2014	22158	Monzón	27	Fabricación de material y equipo eléctrico	3
2014	22158	Monzón	28	Fabricación de maquinaria y equipo n.c.o.p.	8
2014	22158	Monzón	29	Fabricación de vehículos de motor, remolques y semirremolques	2
2014	22158	Monzón	31	Fabricación de muebles	11
2014	22158	Monzón	32	Otras industrias manufactureras	6
2014	22158	Monzón	33	Reparación e instalación de maquinaria y equipo	14
2014	22158	Monzón	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	8
2014	22158	Monzón	36	Captación, depuración y distribución de agua	1
2014	22158	Monzón	37	Recogida y tratamiento de aguas residuales	1
2014	22158	Monzón	38	Recogida, tratamiento y eliminación de residuos; valorización	3
2014	22158	Monzón	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2014	22158	Monzón	41	Construcción de edificios	102
2014	22158	Monzón	42	Ingeniería civil	17
2014	22158	Monzón	43	Actividades de construcción especializada	172
2014	22158	Monzón	45	Venta y reparación de vehículos de motor y motocicletas	80
2014	22158	Monzón	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	130
2014	22158	Monzón	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	473
2014	22158	Monzón	49	Transporte terrestre y por tubería	86
2014	22158	Monzón	52	Almacenamiento y actividades anexas al transporte	16
2014	22158	Monzón	53	Actividades postales y de correos	6
2014	22158	Monzón	55	Servicios de alojamiento	11
2014	22158	Monzón	56	Servicios de comidas y bebidas	166
2014	22158	Monzón	58	Edición	9
2014	22158	Monzón	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	5
2014	22158	Monzón	60	Actividades de programación y emisión de radio y televisión	4
2014	22158	Monzón	61	Telecomunicaciones	1
2014	22158	Monzón	62	Programación, consultoría y otras actividades relacionadas con la informática	11
2014	22158	Monzón	63	Servicios de información	1
2014	22158	Monzón	64	Servicios financieros, excepto seguros y fondos de pensiones	11
2014	22158	Monzón	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
2014	22158	Monzón	66	Actividades auxiliares a los servicios financieros y a los seguros	57
2014	22158	Monzón	68	Actividades inmobiliarias	223
2014	22158	Monzón	69	Actividades jurídicas y de contabilidad	79
2014	22158	Monzón	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	64
2014	22158	Monzón	72	Investigación y desarrollo	5
2014	22158	Monzón	73	Publicidad y estudios de mercado	15
2014	22158	Monzón	74	Otras actividades profesionales, científicas y técnicas	24
2014	22158	Monzón	75	Actividades veterinarias	5
2014	22158	Monzón	77	Actividades de alquiler	26
2014	22158	Monzón	78	Actividades relacionadas con el empleo	4
2014	22158	Monzón	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	5
2014	22158	Monzón	80	Actividades de seguridad e investigación	2
2014	22158	Monzón	81	Servicios a edificios y actividades de jardinería	29
2014	22158	Monzón	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	52
2014	22158	Monzón	85	Educación	80
2014	22158	Monzón	86	Actividades sanitarias	53
2014	22158	Monzón	87	Asistencia en establecimientos residenciales	2
2014	22158	Monzón	88	Actividades de servicios sociales sin alojamiento	4
2014	22158	Monzón	90	Actividades de creación, artísticas y espectáculos	32
2014	22158	Monzón	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	7
2014	22158	Monzón	92	Actividades de juegos de azar y apuestas	12
2014	22158	Monzón	93	Actividades deportivas, recreativas y de entretenimiento	27
2014	22158	Monzón	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	27
2014	22158	Monzón	96	Otros servicios personales	69
2014	44013	Alcañiz	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	80
2014	44013	Alcañiz	02	Silvicultura y explotación forestal	1
2014	44013	Alcañiz	08	Otras industrias extractivas	7
2014	44013	Alcañiz	10	Industria de la alimentación	15
2014	44013	Alcañiz	13	Industria textil	5
2014	44013	Alcañiz	14	Confección de prendas de vestir	9
2014	44013	Alcañiz	15	Industria del cuero y del calzado	4
2014	44013	Alcañiz	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	13
2014	44013	Alcañiz	17	Industria del papel	1
2014	44013	Alcañiz	18	Artes gráficas y reproducción de soportes grabados	9
2014	44013	Alcañiz	20	Industria química	3
2014	44013	Alcañiz	22	Fabricación de productos de caucho y plásticos	2
2014	44013	Alcañiz	23	Fabricación de otros productos minerales no metálicos	11
2014	44013	Alcañiz	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2014	44013	Alcañiz	25	Fabricación de productos metálicos, excepto maquinaria y equipo	21
2014	44013	Alcañiz	27	Fabricación de material y equipo eléctrico	2
2014	44013	Alcañiz	28	Fabricación de maquinaria y equipo n.c.o.p.	1
2014	44013	Alcañiz	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2014	44013	Alcañiz	30	Fabricación de otro material de transporte	2
2014	44013	Alcañiz	31	Fabricación de muebles	8
2014	44013	Alcañiz	32	Otras industrias manufactureras	3
2014	44013	Alcañiz	33	Reparación e instalación de maquinaria y equipo	11
2014	44013	Alcañiz	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	17
2014	44013	Alcañiz	37	Recogida y tratamiento de aguas residuales	3
2014	44013	Alcañiz	38	Recogida, tratamiento y eliminación de residuos; valorización	3
2014	44013	Alcañiz	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2014	44013	Alcañiz	41	Construcción de edificios	169
2014	44013	Alcañiz	42	Ingeniería civil	27
2014	44013	Alcañiz	43	Actividades de construcción especializada	239
2014	44013	Alcañiz	45	Venta y reparación de vehículos de motor y motocicletas	107
2014	44013	Alcañiz	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	155
2014	44013	Alcañiz	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	632
2014	44013	Alcañiz	49	Transporte terrestre y por tubería	82
2014	44013	Alcañiz	52	Almacenamiento y actividades anexas al transporte	18
2014	44013	Alcañiz	53	Actividades postales y de correos	4
2014	44013	Alcañiz	55	Servicios de alojamiento	30
2014	44013	Alcañiz	56	Servicios de comidas y bebidas	151
2014	44013	Alcañiz	58	Edición	7
2014	44013	Alcañiz	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
2014	44013	Alcañiz	60	Actividades de programación y emisión de radio y televisión	7
2014	44013	Alcañiz	61	Telecomunicaciones	3
2014	44013	Alcañiz	62	Programación, consultoría y otras actividades relacionadas con la informática	18
2014	44013	Alcañiz	63	Servicios de información	2
2014	44013	Alcañiz	64	Servicios financieros, excepto seguros y fondos de pensiones	14
2014	44013	Alcañiz	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	5
2014	44013	Alcañiz	66	Actividades auxiliares a los servicios financieros y a los seguros	64
2014	44013	Alcañiz	68	Actividades inmobiliarias	329
2014	44013	Alcañiz	69	Actividades jurídicas y de contabilidad	80
2014	44013	Alcañiz	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	69
2014	44013	Alcañiz	72	Investigación y desarrollo	12
2014	44013	Alcañiz	73	Publicidad y estudios de mercado	23
2014	44013	Alcañiz	74	Otras actividades profesionales, científicas y técnicas	28
2014	44013	Alcañiz	75	Actividades veterinarias	8
2014	44013	Alcañiz	77	Actividades de alquiler	37
2014	44013	Alcañiz	78	Actividades relacionadas con el empleo	2
2014	44013	Alcañiz	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	7
2014	44013	Alcañiz	80	Actividades de seguridad e investigación	3
2014	44013	Alcañiz	81	Servicios a edificios y actividades de jardinería	23
2014	44013	Alcañiz	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	58
2014	44013	Alcañiz	85	Educación	86
2014	44013	Alcañiz	86	Actividades sanitarias	58
2014	44013	Alcañiz	87	Asistencia en establecimientos residenciales	1
2014	44013	Alcañiz	88	Actividades de servicios sociales sin alojamiento	6
2014	44013	Alcañiz	90	Actividades de creación, artísticas y espectáculos	30
2014	44013	Alcañiz	92	Actividades de juegos de azar y apuestas	15
2014	44013	Alcañiz	93	Actividades deportivas, recreativas y de entretenimiento	19
2014	44013	Alcañiz	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	30
2014	44013	Alcañiz	96	Otros servicios personales	95
2014	44216	Teruel	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	52
2014	44216	Teruel	02	Silvicultura y explotación forestal	12
2014	44216	Teruel	08	Otras industrias extractivas	8
2014	44216	Teruel	10	Industria de la alimentación	40
2014	44216	Teruel	13	Industria textil	6
2014	44216	Teruel	14	Confección de prendas de vestir	3
2014	44216	Teruel	15	Industria del cuero y del calzado	1
2014	44216	Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	23
2014	44216	Teruel	18	Artes gráficas y reproducción de soportes grabados	24
2014	44216	Teruel	20	Industria química	5
2014	44216	Teruel	22	Fabricación de productos de caucho y plásticos	2
2014	44216	Teruel	23	Fabricación de otros productos minerales no metálicos	27
2014	44216	Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2014	44216	Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	51
2014	44216	Teruel	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2014	44216	Teruel	27	Fabricación de material y equipo eléctrico	5
2014	44216	Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	11
2014	44216	Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	2
2014	44216	Teruel	30	Fabricación de otro material de transporte	2
2014	44216	Teruel	31	Fabricación de muebles	23
2014	44216	Teruel	32	Otras industrias manufactureras	5
2014	44216	Teruel	33	Reparación e instalación de maquinaria y equipo	9
2014	44216	Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	37
2014	44216	Teruel	36	Captación, depuración y distribución de agua	4
2014	44216	Teruel	37	Recogida y tratamiento de aguas residuales	7
2014	44216	Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	8
2014	44216	Teruel	39	Actividades de descontaminación y otros servicios de gestión de residuos	10
2014	44216	Teruel	41	Construcción de edificios	304
2014	44216	Teruel	42	Ingeniería civil	39
2014	44216	Teruel	43	Actividades de construcción especializada	376
2014	44216	Teruel	45	Venta y reparación de vehículos de motor y motocicletas	187
2014	44216	Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	216
2014	44216	Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	990
2014	44216	Teruel	49	Transporte terrestre y por tubería	270
2014	44216	Teruel	52	Almacenamiento y actividades anexas al transporte	28
2014	44216	Teruel	53	Actividades postales y de correos	16
2014	44216	Teruel	55	Servicios de alojamiento	47
2014	44216	Teruel	56	Servicios de comidas y bebidas	342
2014	44216	Teruel	58	Edición	11
2014	44216	Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	10
2014	44216	Teruel	60	Actividades de programación y emisión de radio y televisión	6
2014	44216	Teruel	61	Telecomunicaciones	5
2014	44216	Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	40
2014	44216	Teruel	63	Servicios de información	9
2014	44216	Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	30
2014	44216	Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	13
2014	44216	Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	113
2014	44216	Teruel	68	Actividades inmobiliarias	329
2014	44216	Teruel	69	Actividades jurídicas y de contabilidad	175
2014	44216	Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	200
2014	44216	Teruel	72	Investigación y desarrollo	42
2014	44216	Teruel	73	Publicidad y estudios de mercado	39
2014	44216	Teruel	74	Otras actividades profesionales, científicas y técnicas	39
2014	44216	Teruel	75	Actividades veterinarias	22
2014	44216	Teruel	77	Actividades de alquiler	46
2014	44216	Teruel	78	Actividades relacionadas con el empleo	11
2014	44216	Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	10
2014	44216	Teruel	80	Actividades de seguridad e investigación	10
2014	44216	Teruel	81	Servicios a edificios y actividades de jardinería	41
2014	44216	Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	106
2014	44216	Teruel	85	Educación	217
2014	44216	Teruel	86	Actividades sanitarias	175
2014	44216	Teruel	87	Asistencia en establecimientos residenciales	8
2014	44216	Teruel	88	Actividades de servicios sociales sin alojamiento	16
2014	44216	Teruel	90	Actividades de creación, artísticas y espectáculos	42
2014	44216	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	14
2014	44216	Teruel	92	Actividades de juegos de azar y apuestas	14
2014	44216	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	43
2014	44216	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	54
2014	44216	Teruel	96	Otros servicios personales	161
2014	50067	Calatayud	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28
2014	50067	Calatayud	02	Silvicultura y explotación forestal	1
2014	50067	Calatayud	08	Otras industrias extractivas	4
2014	50067	Calatayud	10	Industria de la alimentación	18
2014	50067	Calatayud	11	Fabricación de bebidas	9
2014	50067	Calatayud	13	Industria textil	9
2014	50067	Calatayud	14	Confección de prendas de vestir	3
2014	50067	Calatayud	15	Industria del cuero y del calzado	2
2014	50067	Calatayud	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	6
2014	50067	Calatayud	17	Industria del papel	4
2014	50067	Calatayud	18	Artes gráficas y reproducción de soportes grabados	10
2014	50067	Calatayud	20	Industria química	3
2014	50067	Calatayud	22	Fabricación de productos de caucho y plásticos	3
2014	50067	Calatayud	23	Fabricación de otros productos minerales no metálicos	6
2014	50067	Calatayud	25	Fabricación de productos metálicos, excepto maquinaria y equipo	28
2014	50067	Calatayud	27	Fabricación de material y equipo eléctrico	3
2014	50067	Calatayud	28	Fabricación de maquinaria y equipo n.c.o.p.	6
2014	50067	Calatayud	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2014	50067	Calatayud	30	Fabricación de otro material de transporte	1
2014	50067	Calatayud	31	Fabricación de muebles	3
2014	50067	Calatayud	32	Otras industrias manufactureras	4
2014	50067	Calatayud	33	Reparación e instalación de maquinaria y equipo	5
2014	50067	Calatayud	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	20
2014	50067	Calatayud	36	Captación, depuración y distribución de agua	1
2014	50067	Calatayud	37	Recogida y tratamiento de aguas residuales	3
2014	50067	Calatayud	38	Recogida, tratamiento y eliminación de residuos; valorización	7
2014	50067	Calatayud	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2014	50067	Calatayud	41	Construcción de edificios	146
2014	50067	Calatayud	42	Ingeniería civil	15
2014	50067	Calatayud	43	Actividades de construcción especializada	190
2014	50067	Calatayud	45	Venta y reparación de vehículos de motor y motocicletas	97
2014	50067	Calatayud	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	170
2014	50067	Calatayud	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	580
2014	50067	Calatayud	49	Transporte terrestre y por tubería	101
2014	50067	Calatayud	52	Almacenamiento y actividades anexas al transporte	23
2014	50067	Calatayud	53	Actividades postales y de correos	2
2014	50067	Calatayud	55	Servicios de alojamiento	18
2014	50067	Calatayud	56	Servicios de comidas y bebidas	178
2014	50067	Calatayud	58	Edición	4
2014	50067	Calatayud	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	6
2014	50067	Calatayud	60	Actividades de programación y emisión de radio y televisión	7
2014	50067	Calatayud	62	Programación, consultoría y otras actividades relacionadas con la informática	9
2014	50067	Calatayud	63	Servicios de información	1
2014	50067	Calatayud	64	Servicios financieros, excepto seguros y fondos de pensiones	11
2014	50067	Calatayud	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
2014	50067	Calatayud	66	Actividades auxiliares a los servicios financieros y a los seguros	55
2014	50067	Calatayud	68	Actividades inmobiliarias	321
2014	50067	Calatayud	69	Actividades jurídicas y de contabilidad	80
2014	50067	Calatayud	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	50
2014	50067	Calatayud	72	Investigación y desarrollo	13
2014	50067	Calatayud	73	Publicidad y estudios de mercado	17
2014	50067	Calatayud	74	Otras actividades profesionales, científicas y técnicas	16
2014	50067	Calatayud	75	Actividades veterinarias	4
2014	50067	Calatayud	77	Actividades de alquiler	34
2014	50067	Calatayud	78	Actividades relacionadas con el empleo	4
2014	50067	Calatayud	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	9
2014	50067	Calatayud	80	Actividades de seguridad e investigación	2
2014	50067	Calatayud	81	Servicios a edificios y actividades de jardinería	22
2014	50067	Calatayud	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	45
2014	50067	Calatayud	85	Educación	74
2014	50067	Calatayud	86	Actividades sanitarias	59
2014	50067	Calatayud	87	Asistencia en establecimientos residenciales	8
2014	50067	Calatayud	88	Actividades de servicios sociales sin alojamiento	9
2014	50067	Calatayud	90	Actividades de creación, artísticas y espectáculos	21
2014	50067	Calatayud	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2014	50067	Calatayud	92	Actividades de juegos de azar y apuestas	7
2014	50067	Calatayud	93	Actividades deportivas, recreativas y de entretenimiento	25
2014	50067	Calatayud	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	28
2014	50067	Calatayud	96	Otros servicios personales	96
2014	50089	Cuarte de Huerva	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	9
2014	50089	Cuarte de Huerva	08	Otras industrias extractivas	2
2014	50089	Cuarte de Huerva	10	Industria de la alimentación	24
2014	50089	Cuarte de Huerva	11	Fabricación de bebidas	1
2014	50089	Cuarte de Huerva	13	Industria textil	8
2014	50089	Cuarte de Huerva	14	Confección de prendas de vestir	4
2014	50089	Cuarte de Huerva	15	Industria del cuero y del calzado	2
2014	50089	Cuarte de Huerva	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	9
2014	50089	Cuarte de Huerva	17	Industria del papel	6
2014	50089	Cuarte de Huerva	18	Artes gráficas y reproducción de soportes grabados	25
2014	50089	Cuarte de Huerva	20	Industria química	15
2014	50089	Cuarte de Huerva	22	Fabricación de productos de caucho y plásticos	30
2014	50089	Cuarte de Huerva	23	Fabricación de otros productos minerales no metálicos	15
2014	50089	Cuarte de Huerva	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	4
2014	50089	Cuarte de Huerva	25	Fabricación de productos metálicos, excepto maquinaria y equipo	116
2014	50089	Cuarte de Huerva	26	Fabricación de productos informáticos, electrónicos y ópticos	4
2014	50089	Cuarte de Huerva	27	Fabricación de material y equipo eléctrico	14
2014	50089	Cuarte de Huerva	28	Fabricación de maquinaria y equipo n.c.o.p.	29
2014	50089	Cuarte de Huerva	29	Fabricación de vehículos de motor, remolques y semirremolques	15
2014	50089	Cuarte de Huerva	30	Fabricación de otro material de transporte	1
2014	50089	Cuarte de Huerva	31	Fabricación de muebles	71
2014	50089	Cuarte de Huerva	32	Otras industrias manufactureras	10
2014	50089	Cuarte de Huerva	33	Reparación e instalación de maquinaria y equipo	24
2014	50089	Cuarte de Huerva	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	7
2014	50089	Cuarte de Huerva	36	Captación, depuración y distribución de agua	1
2014	50089	Cuarte de Huerva	37	Recogida y tratamiento de aguas residuales	1
2014	50089	Cuarte de Huerva	38	Recogida, tratamiento y eliminación de residuos; valorización	6
2014	50089	Cuarte de Huerva	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2014	50089	Cuarte de Huerva	41	Construcción de edificios	92
2014	50089	Cuarte de Huerva	42	Ingeniería civil	13
2014	50089	Cuarte de Huerva	43	Actividades de construcción especializada	115
2014	50089	Cuarte de Huerva	45	Venta y reparación de vehículos de motor y motocicletas	93
2014	50089	Cuarte de Huerva	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	359
2014	50089	Cuarte de Huerva	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	216
2014	50089	Cuarte de Huerva	49	Transporte terrestre y por tubería	69
2014	50089	Cuarte de Huerva	52	Almacenamiento y actividades anexas al transporte	9
2014	50089	Cuarte de Huerva	53	Actividades postales y de correos	4
2014	50089	Cuarte de Huerva	55	Servicios de alojamiento	2
2014	50089	Cuarte de Huerva	56	Servicios de comidas y bebidas	67
2014	50089	Cuarte de Huerva	58	Edición	4
2014	50089	Cuarte de Huerva	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
2014	50089	Cuarte de Huerva	60	Actividades de programación y emisión de radio y televisión	2
2014	50089	Cuarte de Huerva	61	Telecomunicaciones	1
2014	50089	Cuarte de Huerva	62	Programación, consultoría y otras actividades relacionadas con la informática	7
2014	50089	Cuarte de Huerva	63	Servicios de información	1
2014	50089	Cuarte de Huerva	64	Servicios financieros, excepto seguros y fondos de pensiones	11
2014	50089	Cuarte de Huerva	66	Actividades auxiliares a los servicios financieros y a los seguros	15
2014	50089	Cuarte de Huerva	68	Actividades inmobiliarias	135
2014	50089	Cuarte de Huerva	69	Actividades jurídicas y de contabilidad	18
2014	50089	Cuarte de Huerva	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	49
2014	50089	Cuarte de Huerva	72	Investigación y desarrollo	4
2014	50089	Cuarte de Huerva	73	Publicidad y estudios de mercado	22
2014	50089	Cuarte de Huerva	74	Otras actividades profesionales, científicas y técnicas	20
2014	50089	Cuarte de Huerva	75	Actividades veterinarias	4
2014	50089	Cuarte de Huerva	77	Actividades de alquiler	25
2014	50089	Cuarte de Huerva	78	Actividades relacionadas con el empleo	2
2014	50089	Cuarte de Huerva	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1
2014	50089	Cuarte de Huerva	80	Actividades de seguridad e investigación	1
2014	50089	Cuarte de Huerva	81	Servicios a edificios y actividades de jardinería	17
2014	50089	Cuarte de Huerva	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	45
2014	50089	Cuarte de Huerva	85	Educación	23
