Año	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Edad (grandes grupos)	Sexo	Personas
2009	22	Huesca	22037	Arguis	16-64	Hombre	1
2009	22	Huesca	22037	Arguis	65 y más	Hombre	1
2009	22	Huesca	22039	Ayerbe	0-15	Hombre	2
2009	22	Huesca	22039	Ayerbe	0-15	Mujer	3
2009	22	Huesca	22039	Ayerbe	16-64	Hombre	19
2009	22	Huesca	22039	Ayerbe	16-64	Mujer	7
2009	22	Huesca	22039	Ayerbe	65 y más	Hombre	9
2009	22	Huesca	22039	Ayerbe	65 y más	Mujer	19
2009	22	Huesca	22040	Azanuy-Alins	16-64	Hombre	3
2009	22	Huesca	22040	Azanuy-Alins	16-64	Mujer	3
2009	22	Huesca	22040	Azanuy-Alins	65 y más	Hombre	2
2009	22	Huesca	22040	Azanuy-Alins	65 y más	Mujer	2
2009	22	Huesca	22041	Azara	16-64	Mujer	1
2009	22	Huesca	22041	Azara	65 y más	Hombre	3
2009	22	Huesca	22041	Azara	65 y más	Mujer	2
2009	22	Huesca	22043	Baells	65 y más	Hombre	2
2009	22	Huesca	22044	Bailo	16-64	Hombre	1
2009	22	Huesca	22044	Bailo	65 y más	Hombre	5
2009	22	Huesca	22044	Bailo	65 y más	Mujer	11
2009	22	Huesca	22045	Baldellou	16-64	Hombre	2
2009	22	Huesca	22045	Baldellou	16-64	Mujer	2
2009	22	Huesca	22045	Baldellou	65 y más	Hombre	3
2009	22	Huesca	22045	Baldellou	65 y más	Mujer	2
2009	22	Huesca	22046	Ballobar	0-15	Mujer	4
2009	22	Huesca	22046	Ballobar	16-64	Hombre	4
2009	22	Huesca	22046	Ballobar	16-64	Mujer	11
2009	22	Huesca	22046	Ballobar	65 y más	Hombre	9
2009	22	Huesca	22046	Ballobar	65 y más	Mujer	8
2009	22	Huesca	22047	Banastás	0-15	Hombre	1
2009	22	Huesca	22047	Banastás	0-15	Mujer	1
2009	22	Huesca	22047	Banastás	16-64	Mujer	1
2009	22	Huesca	22047	Banastás	65 y más	Hombre	1
2009	22	Huesca	22047	Banastás	65 y más	Mujer	1
2009	22	Huesca	22048	Barbastro	0-15	Hombre	22
2009	22	Huesca	22048	Barbastro	0-15	Mujer	15
2009	22	Huesca	22048	Barbastro	16-64	Hombre	76
2009	22	Huesca	22048	Barbastro	16-64	Mujer	77
2009	22	Huesca	22048	Barbastro	65 y más	Hombre	43
2009	22	Huesca	22048	Barbastro	65 y más	Mujer	34
2009	22	Huesca	22049	Barbués	65 y más	Mujer	1
2009	22	Huesca	22050	Barbuñales	16-64	Hombre	1
2009	22	Huesca	22050	Barbuñales	16-64	Mujer	3
2009	22	Huesca	22050	Barbuñales	65 y más	Hombre	2
2009	22	Huesca	22050	Barbuñales	65 y más	Mujer	2
2009	22	Huesca	22051	Bárcabo	16-64	Mujer	2
2009	22	Huesca	22051	Bárcabo	65 y más	Hombre	4
2009	22	Huesca	22051	Bárcabo	65 y más	Mujer	2
2009	22	Huesca	22052	Belver de Cinca	16-64	Hombre	2
2009	22	Huesca	22052	Belver de Cinca	16-64	Mujer	3
2009	22	Huesca	22052	Belver de Cinca	65 y más	Hombre	1
2009	22	Huesca	22052	Belver de Cinca	65 y más	Mujer	5
2009	22	Huesca	22053	Benabarre	0-15	Hombre	1
2009	22	Huesca	22053	Benabarre	0-15	Mujer	2
2009	22	Huesca	22053	Benabarre	16-64	Hombre	5
2009	22	Huesca	22053	Benabarre	16-64	Mujer	6
2009	22	Huesca	22053	Benabarre	65 y más	Hombre	8
2009	22	Huesca	22053	Benabarre	65 y más	Mujer	6
2009	22	Huesca	22054	Benasque	0-15	Hombre	1
2009	22	Huesca	22054	Benasque	16-64	Hombre	10
2009	22	Huesca	22054	Benasque	16-64	Mujer	10
2009	22	Huesca	22054	Benasque	65 y más	Hombre	5
2009	22	Huesca	22054	Benasque	65 y más	Mujer	7
2009	22	Huesca	22055	Berbegal	0-15	Mujer	1
2009	22	Huesca	22055	Berbegal	16-64	Hombre	3
2009	22	Huesca	22055	Berbegal	16-64	Mujer	2
2009	22	Huesca	22055	Berbegal	65 y más	Hombre	3
2009	22	Huesca	22055	Berbegal	65 y más	Mujer	2
2009	22	Huesca	22057	Bielsa	0-15	Hombre	1
2009	22	Huesca	22057	Bielsa	0-15	Mujer	1
2009	22	Huesca	22057	Bielsa	16-64	Hombre	12
2009	22	Huesca	22057	Bielsa	16-64	Mujer	3
2009	22	Huesca	22057	Bielsa	65 y más	Hombre	21
2009	22	Huesca	22057	Bielsa	65 y más	Mujer	26
2009	22	Huesca	22058	Bierge	0-15	Hombre	2
2009	22	Huesca	22058	Bierge	16-64	Hombre	2
2009	22	Huesca	22058	Bierge	16-64	Mujer	5
2009	22	Huesca	22058	Bierge	65 y más	Hombre	4
2009	22	Huesca	22059	Biescas	0-15	Hombre	5
2009	22	Huesca	22059	Biescas	0-15	Mujer	2
2009	22	Huesca	22059	Biescas	16-64	Hombre	16
2009	22	Huesca	22059	Biescas	16-64	Mujer	17
2009	22	Huesca	22059	Biescas	65 y más	Hombre	19
2009	22	Huesca	22059	Biescas	65 y más	Mujer	13
2009	22	Huesca	22060	Binaced	0-15	Hombre	1
2009	22	Huesca	22060	Binaced	16-64	Hombre	5
2009	22	Huesca	22060	Binaced	16-64	Mujer	4
2009	22	Huesca	22060	Binaced	65 y más	Hombre	8
2009	22	Huesca	22060	Binaced	65 y más	Mujer	10
2009	22	Huesca	22061	Binéfar	0-15	Hombre	4
2009	22	Huesca	22061	Binéfar	0-15	Mujer	6
2009	22	Huesca	22061	Binéfar	16-64	Hombre	30
2009	22	Huesca	22061	Binéfar	16-64	Mujer	24
2009	22	Huesca	22061	Binéfar	65 y más	Hombre	19
2009	22	Huesca	22061	Binéfar	65 y más	Mujer	19
2009	22	Huesca	22062	Bisaurri	16-64	Mujer	2
2009	22	Huesca	22062	Bisaurri	65 y más	Hombre	1
2009	22	Huesca	22062	Bisaurri	65 y más	Mujer	3
2009	22	Huesca	22063	Biscarrués	0-15	Mujer	1
2009	22	Huesca	22063	Biscarrués	16-64	Hombre	1
2009	22	Huesca	22063	Biscarrués	16-64	Mujer	6
2009	22	Huesca	22063	Biscarrués	65 y más	Hombre	1
2009	22	Huesca	22063	Biscarrués	65 y más	Mujer	2
2009	22	Huesca	22064	Blecua y Torres	16-64	Mujer	2
2009	22	Huesca	22064	Blecua y Torres	65 y más	Hombre	1
2009	22	Huesca	22066	Boltaña	0-15	Hombre	1
2009	22	Huesca	22066	Boltaña	0-15	Mujer	1
2009	22	Huesca	22066	Boltaña	16-64	Hombre	6
2009	22	Huesca	22066	Boltaña	16-64	Mujer	12
2009	22	Huesca	22066	Boltaña	65 y más	Hombre	9
2009	22	Huesca	22066	Boltaña	65 y más	Mujer	10
2009	22	Huesca	22067	Bonansa	65 y más	Hombre	2
2009	22	Huesca	22068	Borau	16-64	Mujer	1
2009	22	Huesca	22068	Borau	65 y más	Hombre	1
2009	22	Huesca	22068	Borau	65 y más	Mujer	4
2009	22	Huesca	22069	Broto	0-15	Hombre	2
2009	22	Huesca	22069	Broto	0-15	Mujer	10
2009	22	Huesca	22069	Broto	16-64	Hombre	12
2009	22	Huesca	22069	Broto	16-64	Mujer	9
2009	22	Huesca	22069	Broto	65 y más	Hombre	9
2009	22	Huesca	22069	Broto	65 y más	Mujer	13
2009	22	Huesca	22072	Caldearenas	0-15	Mujer	2
2009	22	Huesca	22072	Caldearenas	16-64	Hombre	4
2009	22	Huesca	22072	Caldearenas	16-64	Mujer	3
2009	22	Huesca	22072	Caldearenas	65 y más	Hombre	3
2009	22	Huesca	22072	Caldearenas	65 y más	Mujer	4
2009	22	Huesca	22074	Campo	16-64	Hombre	11
2009	22	Huesca	22074	Campo	16-64	Mujer	18
2009	22	Huesca	22074	Campo	65 y más	Hombre	5
2009	22	Huesca	22074	Campo	65 y más	Mujer	5
2009	22	Huesca	22075	Camporrells	65 y más	Hombre	3
2009	22	Huesca	22075	Camporrells	65 y más	Mujer	3
2009	22	Huesca	22076	Canal de Berdún	0-15	Hombre	2
2009	22	Huesca	22076	Canal de Berdún	0-15	Mujer	2
2009	22	Huesca	22076	Canal de Berdún	16-64	Hombre	8
2009	22	Huesca	22076	Canal de Berdún	16-64	Mujer	11
2009	22	Huesca	22076	Canal de Berdún	65 y más	Hombre	16
2009	22	Huesca	22076	Canal de Berdún	65 y más	Mujer	13
2009	22	Huesca	22077	Candasnos	0-15	Hombre	1
2009	22	Huesca	22077	Candasnos	16-64	Hombre	4
2009	22	Huesca	22077	Candasnos	16-64	Mujer	1
2009	22	Huesca	22077	Candasnos	65 y más	Hombre	3
2009	22	Huesca	22077	Candasnos	65 y más	Mujer	2
2009	22	Huesca	22078	Canfranc	0-15	Hombre	2
2009	22	Huesca	22078	Canfranc	16-64	Hombre	4
2009	22	Huesca	22078	Canfranc	16-64	Mujer	3
2009	22	Huesca	22078	Canfranc	65 y más	Hombre	7
2009	22	Huesca	22078	Canfranc	65 y más	Mujer	10
2009	22	Huesca	22079	Capdesaso	0-15	Hombre	1
2009	22	Huesca	22079	Capdesaso	16-64	Hombre	2
2009	22	Huesca	22079	Capdesaso	16-64	Mujer	4
2009	22	Huesca	22079	Capdesaso	65 y más	Hombre	2
2009	22	Huesca	22079	Capdesaso	65 y más	Mujer	5
2009	22	Huesca	22080	Capella	16-64	Hombre	1
2009	22	Huesca	22080	Capella	16-64	Mujer	4
2009	22	Huesca	22080	Capella	65 y más	Hombre	4
2009	22	Huesca	22080	Capella	65 y más	Mujer	4
2009	22	Huesca	22081	Casbas de Huesca	16-64	Mujer	1
2009	22	Huesca	22081	Casbas de Huesca	65 y más	Hombre	3
2009	22	Huesca	22081	Casbas de Huesca	65 y más	Mujer	7
2009	22	Huesca	22082	Castejón del Puente	65 y más	Hombre	1
2009	22	Huesca	22082	Castejón del Puente	65 y más	Mujer	1
2009	22	Huesca	22083	Castejón de Monegros	0-15	Mujer	2
2009	22	Huesca	22083	Castejón de Monegros	16-64	Hombre	8
2009	22	Huesca	22083	Castejón de Monegros	16-64	Mujer	4
2009	22	Huesca	22083	Castejón de Monegros	65 y más	Hombre	3
2009	22	Huesca	22083	Castejón de Monegros	65 y más	Mujer	4
2009	22	Huesca	22084	Castejón de Sos	0-15	Mujer	3
2009	22	Huesca	22084	Castejón de Sos	16-64	Hombre	6
2009	22	Huesca	22084	Castejón de Sos	16-64	Mujer	2
2009	22	Huesca	22084	Castejón de Sos	65 y más	Hombre	3
2009	22	Huesca	22084	Castejón de Sos	65 y más	Mujer	5
2009	22	Huesca	22085	Castelflorite	0-15	Hombre	2
2009	22	Huesca	22085	Castelflorite	16-64	Hombre	2
2009	22	Huesca	22085	Castelflorite	16-64	Mujer	1
2009	22	Huesca	22085	Castelflorite	65 y más	Mujer	1
2009	22	Huesca	22086	Castiello de Jaca	16-64	Hombre	3
2009	22	Huesca	22086	Castiello de Jaca	16-64	Mujer	2
2009	22	Huesca	22087	Castigaleu	16-64	Hombre	1
2009	22	Huesca	22087	Castigaleu	65 y más	Hombre	2
2009	22	Huesca	22088	Castillazuelo	16-64	Mujer	4
2009	22	Huesca	22088	Castillazuelo	65 y más	Hombre	2
2009	22	Huesca	22088	Castillazuelo	65 y más	Mujer	4
2009	22	Huesca	22089	Castillonroy	16-64	Mujer	2
2009	22	Huesca	22089	Castillonroy	65 y más	Hombre	4
2009	22	Huesca	22090	Colungo	0-15	Mujer	3
2009	22	Huesca	22090	Colungo	16-64	Hombre	1
2009	22	Huesca	22090	Colungo	16-64	Mujer	3
2009	22	Huesca	22090	Colungo	65 y más	Hombre	1
2009	22	Huesca	22090	Colungo	65 y más	Mujer	1
2009	22	Huesca	22094	Chalamera	16-64	Hombre	1
2009	22	Huesca	22094	Chalamera	16-64	Mujer	3
2009	22	Huesca	22094	Chalamera	65 y más	Hombre	1
2009	22	Huesca	22094	Chalamera	65 y más	Mujer	1
2009	22	Huesca	22095	Chía	16-64	Hombre	2
2009	22	Huesca	22095	Chía	16-64	Mujer	1
2009	22	Huesca	22095	Chía	65 y más	Hombre	1
2009	22	Huesca	22095	Chía	65 y más	Mujer	2
2009	22	Huesca	22096	Chimillas	0-15	Hombre	2
2009	22	Huesca	22096	Chimillas	16-64	Hombre	1
2009	22	Huesca	22099	Esplús	0-15	Mujer	1
2009	22	Huesca	22099	Esplús	16-64	Hombre	3
2009	22	Huesca	22099	Esplús	16-64	Mujer	5
2009	22	Huesca	22099	Esplús	65 y más	Hombre	1
2009	22	Huesca	22099	Esplús	65 y más	Mujer	5
2009	22	Huesca	22102	Estada	16-64	Hombre	3
2009	22	Huesca	22102	Estada	16-64	Mujer	1
2009	22	Huesca	22102	Estada	65 y más	Mujer	1
2009	22	Huesca	22103	Estadilla	0-15	Hombre	4
2009	22	Huesca	22103	Estadilla	0-15	Mujer	1
2009	22	Huesca	22103	Estadilla	16-64	Hombre	3
2009	22	Huesca	22103	Estadilla	16-64	Mujer	10
2009	22	Huesca	22103	Estadilla	65 y más	Hombre	8
2009	22	Huesca	22103	Estadilla	65 y más	Mujer	5
2009	22	Huesca	22105	Estopiñán del Castillo	16-64	Hombre	1
2009	22	Huesca	22105	Estopiñán del Castillo	16-64	Mujer	1
2009	22	Huesca	22105	Estopiñán del Castillo	65 y más	Hombre	4
2009	22	Huesca	22105	Estopiñán del Castillo	65 y más	Mujer	2
2009	22	Huesca	22106	Fago	16-64	Hombre	1
2009	22	Huesca	22106	Fago	16-64	Mujer	2
2009	22	Huesca	22106	Fago	65 y más	Hombre	1
2009	22	Huesca	22106	Fago	65 y más	Mujer	1
2009	22	Huesca	22107	Fanlo	0-15	Hombre	1
2009	22	Huesca	22107	Fanlo	16-64	Hombre	8
2009	22	Huesca	22107	Fanlo	16-64	Mujer	2
2009	22	Huesca	22107	Fanlo	65 y más	Hombre	5
2009	22	Huesca	22107	Fanlo	65 y más	Mujer	10
2009	22	Huesca	22109	Fiscal	0-15	Hombre	1
2009	22	Huesca	22109	Fiscal	16-64	Hombre	2
2009	22	Huesca	22109	Fiscal	16-64	Mujer	3
2009	22	Huesca	22109	Fiscal	65 y más	Hombre	4
2009	22	Huesca	22109	Fiscal	65 y más	Mujer	4
2009	22	Huesca	22110	Fonz	16-64	Hombre	3
2009	22	Huesca	22110	Fonz	65 y más	Hombre	7
2009	22	Huesca	22110	Fonz	65 y más	Mujer	3
2009	22	Huesca	22111	Foradada del Toscar	0-15	Hombre	1
2009	22	Huesca	22111	Foradada del Toscar	16-64	Hombre	1
2009	22	Huesca	22111	Foradada del Toscar	16-64	Mujer	4
2009	22	Huesca	22111	Foradada del Toscar	65 y más	Hombre	3
2009	22	Huesca	22111	Foradada del Toscar	65 y más	Mujer	1
2009	22	Huesca	22112	Fraga	0-15	Hombre	2
2009	22	Huesca	22112	Fraga	0-15	Mujer	4
2009	22	Huesca	22112	Fraga	16-64	Hombre	27
2009	22	Huesca	22112	Fraga	16-64	Mujer	34
2009	22	Huesca	22112	Fraga	65 y más	Hombre	16
2009	22	Huesca	22112	Fraga	65 y más	Mujer	23
2009	22	Huesca	22113	Fueva (La)	16-64	Hombre	3
2009	22	Huesca	22113	Fueva (La)	16-64	Mujer	2
2009	22	Huesca	22113	Fueva (La)	65 y más	Hombre	6
2009	22	Huesca	22113	Fueva (La)	65 y más	Mujer	3
2009	22	Huesca	22114	Gistaín	16-64	Hombre	3
2009	22	Huesca	22114	Gistaín	65 y más	Hombre	8
2009	22	Huesca	22114	Gistaín	65 y más	Mujer	5
2009	22	Huesca	22115	Grado (El)	0-15	Hombre	3
2009	22	Huesca	22115	Grado (El)	0-15	Mujer	1
2009	22	Huesca	22115	Grado (El)	16-64	Hombre	11
2009	22	Huesca	22115	Grado (El)	16-64	Mujer	9
2009	22	Huesca	22115	Grado (El)	65 y más	Hombre	8
2009	22	Huesca	22115	Grado (El)	65 y más	Mujer	5
2009	22	Huesca	22116	Grañén	0-15	Hombre	1
2009	22	Huesca	22116	Grañén	0-15	Mujer	2
2009	22	Huesca	22116	Grañén	16-64	Hombre	5
2009	22	Huesca	22116	Grañén	16-64	Mujer	3
2009	22	Huesca	22116	Grañén	65 y más	Hombre	5
2009	22	Huesca	22116	Grañén	65 y más	Mujer	2
2009	22	Huesca	22117	Graus	0-15	Hombre	6
2009	22	Huesca	22117	Graus	0-15	Mujer	6
2009	22	Huesca	22117	Graus	16-64	Hombre	25
2009	22	Huesca	22117	Graus	16-64	Mujer	35
2009	22	Huesca	22117	Graus	65 y más	Hombre	14
2009	22	Huesca	22117	Graus	65 y más	Mujer	22
2009	22	Huesca	22119	Gurrea de Gállego	0-15	Mujer	1
2009	22	Huesca	22119	Gurrea de Gállego	16-64	Hombre	5
2009	22	Huesca	22119	Gurrea de Gállego	16-64	Mujer	5
2009	22	Huesca	22119	Gurrea de Gállego	65 y más	Hombre	6
2009	22	Huesca	22119	Gurrea de Gállego	65 y más	Mujer	6
2009	22	Huesca	22122	Hoz de Jaca	16-64	Hombre	1
2009	22	Huesca	22122	Hoz de Jaca	65 y más	Hombre	2
2009	22	Huesca	22122	Hoz de Jaca	65 y más	Mujer	1
2009	22	Huesca	22124	Huerto	0-15	Hombre	2
2009	22	Huesca	22124	Huerto	0-15	Mujer	1
2009	22	Huesca	22124	Huerto	16-64	Hombre	7
2009	22	Huesca	22124	Huerto	16-64	Mujer	2
2009	22	Huesca	22124	Huerto	65 y más	Hombre	1
2009	22	Huesca	22124	Huerto	65 y más	Mujer	4
2009	22	Huesca	22125	Huesca	0-15	Hombre	67
2009	22	Huesca	22125	Huesca	0-15	Mujer	71
2009	22	Huesca	22125	Huesca	16-64	Hombre	274
2009	22	Huesca	22125	Huesca	16-64	Mujer	262
2009	22	Huesca	22125	Huesca	65 y más	Hombre	113
2009	22	Huesca	22125	Huesca	65 y más	Mujer	133
2009	22	Huesca	22126	Ibieca	65 y más	Hombre	1
2009	22	Huesca	22126	Ibieca	65 y más	Mujer	2
2009	22	Huesca	22127	Igriés	0-15	Hombre	2
2009	22	Huesca	22127	Igriés	16-64	Hombre	1
2009	22	Huesca	22127	Igriés	16-64	Mujer	4
2009	22	Huesca	22128	Ilche	16-64	Hombre	1
2009	22	Huesca	22128	Ilche	16-64	Mujer	2
2009	22	Huesca	22128	Ilche	65 y más	Mujer	1
2009	22	Huesca	22129	Isábena	0-15	Hombre	1
2009	22	Huesca	22129	Isábena	0-15	Mujer	2
2009	22	Huesca	22129	Isábena	16-64	Hombre	3
2009	22	Huesca	22129	Isábena	16-64	Mujer	3
2009	22	Huesca	22129	Isábena	65 y más	Hombre	2
2009	22	Huesca	22129	Isábena	65 y más	Mujer	3
2009	22	Huesca	22130	Jaca	0-15	Hombre	21
2009	22	Huesca	22130	Jaca	0-15	Mujer	26
2009	22	Huesca	22130	Jaca	16-64	Hombre	75
2009	22	Huesca	22130	Jaca	16-64	Mujer	104
2009	22	Huesca	22130	Jaca	65 y más	Hombre	49
2009	22	Huesca	22130	Jaca	65 y más	Mujer	61
2009	22	Huesca	22131	Jasa	16-64	Mujer	2
2009	22	Huesca	22131	Jasa	65 y más	Mujer	1
2009	22	Huesca	22133	Labuerda	16-64	Hombre	1
2009	22	Huesca	22133	Labuerda	65 y más	Hombre	1
2009	22	Huesca	22133	Labuerda	65 y más	Mujer	3
2009	22	Huesca	22135	Laluenga	65 y más	Hombre	2
2009	22	Huesca	22135	Laluenga	65 y más	Mujer	2
2009	22	Huesca	22136	Lalueza	16-64	Hombre	2
2009	22	Huesca	22136	Lalueza	16-64	Mujer	4
2009	22	Huesca	22136	Lalueza	65 y más	Hombre	2
2009	22	Huesca	22136	Lalueza	65 y más	Mujer	5
2009	22	Huesca	22137	Lanaja	0-15	Hombre	1
2009	22	Huesca	22137	Lanaja	16-64	Hombre	7
2009	22	Huesca	22137	Lanaja	16-64	Mujer	9
2009	22	Huesca	22137	Lanaja	65 y más	Hombre	10
2009	22	Huesca	22137	Lanaja	65 y más	Mujer	12
2009	22	Huesca	22139	Laperdiguera	65 y más	Hombre	1
2009	22	Huesca	22141	Lascellas-Ponzano	16-64	Hombre	1
2009	22	Huesca	22141	Lascellas-Ponzano	65 y más	Hombre	1
2009	22	Huesca	22141	Lascellas-Ponzano	65 y más	Mujer	1
2009	22	Huesca	22142	Lascuarre	16-64	Mujer	1
2009	22	Huesca	22142	Lascuarre	65 y más	Hombre	4
2009	22	Huesca	22143	Laspaúles	16-64	Hombre	2
2009	22	Huesca	22143	Laspaúles	16-64	Mujer	1
2009	22	Huesca	22143	Laspaúles	65 y más	Hombre	2
2009	22	Huesca	22143	Laspaúles	65 y más	Mujer	6
2009	22	Huesca	22144	Laspuña	0-15	Hombre	3
2009	22	Huesca	22144	Laspuña	0-15	Mujer	6
2009	22	Huesca	22144	Laspuña	16-64	Hombre	11
2009	22	Huesca	22144	Laspuña	16-64	Mujer	12
2009	22	Huesca	22144	Laspuña	65 y más	Hombre	5
2009	22	Huesca	22144	Laspuña	65 y más	Mujer	2
2009	22	Huesca	22149	Loarre	16-64	Hombre	1
2009	22	Huesca	22149	Loarre	65 y más	Hombre	4
2009	22	Huesca	22149	Loarre	65 y más	Mujer	9
2009	22	Huesca	22150	Loporzano	0-15	Hombre	2
2009	22	Huesca	22150	Loporzano	16-64	Hombre	5
2009	22	Huesca	22150	Loporzano	16-64	Mujer	3
