Sistema de suministro de agua, código	Sistema de suministro de agua	Viviendas con agua corriente	Número de viviendas	Municipio codigo	Municipio nombre
2	Agua corriente por abastecimiento privado o particular del edificio	1,4306364376	1,4306364376	50134	Langa del Castillo
2	Agua corriente por abastecimiento privado o particular del edificio	3,1459078274	3,1459078274	50137	Leciñena
2	Agua corriente por abastecimiento privado o particular del edificio	6,7170830377	6,7170830377	50147	Luceni
2	Agua corriente por abastecimiento privado o particular del edificio	8,900330861	8,900330861	50150	Lumpiaque
2	Agua corriente por abastecimiento privado o particular del edificio	3,7117394581	3,7117394581	50151	Luna
2	Agua corriente por abastecimiento privado o particular del edificio	4,3801692671	4,3801692671	50152	Maella
2	Agua corriente por abastecimiento privado o particular del edificio	2,7528603781	2,7528603781	50156	Maleján
2	Agua corriente por abastecimiento privado o particular del edificio	1,5528967239	1,5528967239	50157	Malón
2	Agua corriente por abastecimiento privado o particular del edificio	22,0961680314	22,0961680314	50160	Mallén
2	Agua corriente por abastecimiento privado o particular del edificio	1,5066869954	1,5066869954	50161	Manchones
2	Agua corriente por abastecimiento privado o particular del edificio	20,8212790126	20,8212790126	50163	María de Huerva
2	Agua corriente por abastecimiento privado o particular del edificio	10,14036051	10,14036051	50165	Mequinenza
2	Agua corriente por abastecimiento privado o particular del edificio	0,8940682262	0,8940682262	50166	Mesones de Isuela
2	Agua corriente por abastecimiento privado o particular del edificio	1,2196362277	1,2196362277	50168	Mianos
2	Agua corriente por abastecimiento privado o particular del edificio	1,3822742556	1,3822742556	50174	Montón
2	Agua corriente por abastecimiento privado o particular del edificio	2,4884206816	2,4884206816	50176	Morata de Jiloca
2	Agua corriente por abastecimiento privado o particular del edificio	1,1902625144	1,1902625144	50179	Moyuela
2	Agua corriente por abastecimiento privado o particular del edificio	28,5882797212	28,5882797212	50181	Muel
2	Agua corriente por abastecimiento privado o particular del edificio	41,1243463578	41,1243463578	50182	Muela (La)
2	Agua corriente por abastecimiento privado o particular del edificio	2,0728930417	2,0728930417	50190	Novallas
2	Agua corriente por abastecimiento privado o particular del edificio	2,158685849	2,158685849	50191	Novillas
2	Agua corriente por abastecimiento privado o particular del edificio	11,2505162495	11,2505162495	50192	Nuévalos
2	Agua corriente por abastecimiento privado o particular del edificio	2,5829138171	2,5829138171	50198	Oseja
2	Agua corriente por abastecimiento privado o particular del edificio	7,2005577744	7,2005577744	50199	Osera de Ebro
2	Agua corriente por abastecimiento privado o particular del edificio	3,4503371976	3,4503371976	50200	Paniza
2	Agua corriente por abastecimiento privado o particular del edificio	1,3897668236	1,3897668236	50201	Paracuellos de Jiloca
2	Agua corriente por abastecimiento privado o particular del edificio	11,6786037482	11,6786037482	50204	Pedrola
2	Agua corriente por abastecimiento privado o particular del edificio	1,3649732001	1,3649732001	50206	Perdiguera
2	Agua corriente por abastecimiento privado o particular del edificio	10,457917515	10,457917515	50208	Pina de Ebro
2	Agua corriente por abastecimiento privado o particular del edificio	114,8842880337	114,8842880337	50209	Pinseque
2	Agua corriente por abastecimiento privado o particular del edificio	1,6613282908	1,6613282908	50213	Plenas
2	Agua corriente por abastecimiento privado o particular del edificio	3,3767474515	3,3767474515	50217	Pradilla de Ebro
2	Agua corriente por abastecimiento privado o particular del edificio	17,1595793795	17,1595793795	50219	Puebla de Alfindén (La)
2	Agua corriente por abastecimiento privado o particular del edificio	2,4883567324	2,4883567324	50228	Rueda de Jalón
2	Agua corriente por abastecimiento privado o particular del edificio	0,7823263186	0,7823263186	50229	Ruesca
2	Agua corriente por abastecimiento privado o particular del edificio	1,2065936579	1,2065936579	50232	Salvatierra de Esca
2	Agua corriente por abastecimiento privado o particular del edificio	41,3475257666	41,3475257666	50235	San Mateo de Gállego
2	Agua corriente por abastecimiento privado o particular del edificio	5,9059060221	5,9059060221	50240	Sástago
2	Agua corriente por abastecimiento privado o particular del edificio	3,8196956406	3,8196956406	50241	Saviñán
2	Agua corriente por abastecimiento privado o particular del edificio	2,9764518766	2,9764518766	50245	Sigüés
2	Agua corriente por abastecimiento privado o particular del edificio	12,2102250351	12,2102250351	50247	Sobradiel
2	Agua corriente por abastecimiento privado o particular del edificio	41,486179896	41,486179896	50251	Tarazona
2	Agua corriente por abastecimiento privado o particular del edificio	25,5209737087	25,5209737087	50252	Tauste
2	Agua corriente por abastecimiento privado o particular del edificio	1,7788999863	1,7788999863	50254	Tierga
2	Agua corriente por abastecimiento privado o particular del edificio	3,9416056382	3,9416056382	50255	Tobed
2	Agua corriente por abastecimiento privado o particular del edificio	3,7941190443	3,7941190443	50261	Torrellas
2	Agua corriente por abastecimiento privado o particular del edificio	1,2970175865	1,2970175865	50263	Torrijo de la Cañada
2	Agua corriente por abastecimiento privado o particular del edificio	3,8891257574	3,8891257574	50268	Undués de Lerda
2	Agua corriente por abastecimiento privado o particular del edificio	3,2889974676	3,2889974676	50269	Urrea de Jalón
2	Agua corriente por abastecimiento privado o particular del edificio	0,6157167015	0,6157167015	50271	Used
2	Agua corriente por abastecimiento privado o particular del edificio	133,674735442	133,674735442	50272	Utebo
2	Agua corriente por abastecimiento privado o particular del edificio	1,3307879769	1,3307879769	50277	Valtorres
2	Agua corriente por abastecimiento privado o particular del edificio	1,3525970511	1,3525970511	50279	Velilla de Jiloca
2	Agua corriente por abastecimiento privado o particular del edificio	2,5229064088	2,5229064088	50283	Villadoz
2	Agua corriente por abastecimiento privado o particular del edificio	1,6757942489	1,6757942489	50286	Villalba de Perejil
2	Agua corriente por abastecimiento privado o particular del edificio	34,5365274036	34,5365274036	50288	Villanueva de Gállego
2	Agua corriente por abastecimiento privado o particular del edificio	1,0075624502	1,0075624502	50292	Villarreal de Huerva
2	Agua corriente por abastecimiento privado o particular del edificio	9,9649309672	9,9649309672	50296	Zaida (La)
2	Agua corriente por abastecimiento privado o particular del edificio	5425,9518293656	5425,9518293656	50297	Zaragoza
2	Agua corriente por abastecimiento privado o particular del edificio	60,7705383849	60,7705383849	50298	Zuera
2	Agua corriente por abastecimiento privado o particular del edificio	4,0143121466	4,0143121466	50901	Biel
2	Agua corriente por abastecimiento privado o particular del edificio	9,4776692904	9,4776692904	50903	Villamayor de Gállego
3	No tiene agua corriente		3,7758794105	22025	Altorricón
3	No tiene agua corriente		1,4880648198	22035	Arén
3	No tiene agua corriente		2,1455310264	22058	Bierge
3	No tiene agua corriente		9,5471230618	22061	Binéfar
3	No tiene agua corriente		4,5213067385	22116	Grañén
3	No tiene agua corriente		7,6239050769	22119	Gurrea de Gállego
3	No tiene agua corriente		10,894650566	22130	Jaca
3	No tiene agua corriente		1,8034250928	22144	Laspuña
3	No tiene agua corriente		2,1115333599	22156	Monflorite-Lascasas
3	No tiene agua corriente		10,677698246	22158	Monzón
3	No tiene agua corriente		1,8867949292	22173	Peñas de Riglos (Las)
3	No tiene agua corriente		6,9569314577	22199	Sabiñánigo
3	No tiene agua corriente		1,5072072906	22223	Sopeira
3	No tiene agua corriente		1,2350042223	44005	Aguilar del Alfambra
3	No tiene agua corriente		3,3418485098	44009	Albarracín
3	No tiene agua corriente		1,1699736538	44021	Allepuz
3	No tiene agua corriente		1,3598028019	44054	Camarena de la Sierra
3	No tiene agua corriente		1,4608692885	44097	Escorihuela
3	No tiene agua corriente		5,1451516517	44113	Fuentes de Rubielos
3	No tiene agua corriente		1,353851022	44114	Fuentespalda
3	No tiene agua corriente		1,0823846846	44118	Ginebrosa (La)
3	No tiene agua corriente		1,0108074293	44137	Linares de Mora
3	No tiene agua corriente		1,5300572344	44149	Mirambel
3	No tiene agua corriente		1,0799085903	44150	Miravete de la Sierra
3	No tiene agua corriente		5,392777881	44158	Mora de Rubielos
3	No tiene agua corriente		4,2484666291	44171	Olba
3	No tiene agua corriente		1,3632045698	44189	Pozondón
3	No tiene agua corriente		2,9958865597	44193	Puertomingalvo
3	No tiene agua corriente		1,2378070177	44195	Rillo
3	No tiene agua corriente		4,1175104681	44206	San Agustín
3	No tiene agua corriente		1,0360303496	44228	Torremocha de Jiloca
3	No tiene agua corriente		1,6933079771	44240	Valbona
3	No tiene agua corriente		1,6439714468	44260	Villarluengo
3	No tiene agua corriente		5,9451392527	50017	Alfajarín
3	No tiene agua corriente		10,175628145	50062	Burgo de Ebro (El)
3	No tiene agua corriente		5,241723423	50066	Cadrete
3	No tiene agua corriente		67,378592908	50067	Calatayud
3	No tiene agua corriente		2,6165739132	50088	Cosuenda
3	No tiene agua corriente		5,4357783809	50099	Épila
3	No tiene agua corriente		4,0855485147	50119	Gelsa
3	No tiene agua corriente		2,3473544337	50125	Ibdes
3	No tiene agua corriente		4,6840294991	50129	Jaraba
3	No tiene agua corriente		1,7350277103	50186	Navardún
3	No tiene agua corriente		7,5163174817	50199	Osera de Ebro
3	No tiene agua corriente		12,6891737934	50209	Pinseque
3	No tiene agua corriente		1,7914262255	50218	Puebla de Albortón
3	No tiene agua corriente		11,064767503	50219	Puebla de Alfindén (La)
3	No tiene agua corriente		2,455983699	50232	Salvatierra de Esca
3	No tiene agua corriente		15,9844955632	50235	San Mateo de Gállego
3	No tiene agua corriente		2,232460025	50247	Sobradiel
3	No tiene agua corriente		1,4333995885	50257	Torralba de Ribota
3	No tiene agua corriente		303,8234399705	50297	Zaragoza
