Año	Municipio código	Municipio nombre	Fuentes Mineromedicinales
2006	22114	Gistaín	0
2006	22115	Grado (El)	0
2006	22116	Grañén	0
2006	22117	Graus	1
2006	22119	Gurrea de Gállego	0
2006	22122	Hoz de Jaca	0
2006	22124	Huerto	0
2006	22125	Huesca	2
2006	22126	Ibieca	0
2006	22127	Igriés	0
2006	22128	Ilche	0
2006	22129	Isábena	0
2006	22130	Jaca	3
2006	22131	Jasa	1
2006	22133	Labuerda	0
2006	22135	Laluenga	0
2006	22136	Lalueza	0
2006	22137	Lanaja	1
2006	22139	Laperdiguera	0
2006	22141	Lascellas-Ponzano	0
2006	22142	Lascuarre	0
2006	22143	Laspaúles	3
2006	22144	Laspuña	0
2006	22149	Loarre	0
2006	22150	Loporzano	4
2006	22151	Loscorrales	0
2006	22155	Monesma y Cajigar	0
2006	22156	Monflorite-Lascasas	0
2006	22157	Montanuy	0
2006	22158	Monzón	0
2006	22160	Naval	2
2006	22162	Novales	0
2006	22163	Nueno	0
2006	22164	Olvena	0
2006	22165	Ontiñena	0
2006	22167	Osso de Cinca	0
2006	22168	Palo	0
2006	22170	Panticosa	9
2006	22172	Peñalba	0
2006	22173	Peñas de Riglos (Las)	0
2006	22174	Peralta de Alcofea	0
2006	22175	Peralta de Calasanz	2
2006	22176	Peraltilla	0
2006	22177	Perarrúa	0
2006	22178	Pertusa	0
2006	22181	Piracés	0
2006	22182	Plan	0
2006	22184	Poleñino	0
2006	22186	Pozán de Vero	0
2006	22187	Puebla de Castro (La)	0
2006	22188	Puente de Montañana	0
2006	22189	Puértolas	1
2006	22190	Pueyo de Araguás (El)	0
2006	22193	Pueyo de Santa Cruz	0
2006	22195	Quicena	0
2006	22197	Robres	0
2006	22199	Sabiñánigo	1
2006	22200	Sahún	0
2006	22201	Salas Altas	0
2006	22202	Salas Bajas	0
2006	22203	Salillas	0
2006	22204	Sallent de Gállego	0
2006	22205	San Esteban de Litera	0
2006	22206	Sangarrén	0
2006	22207	San Juan de Plan	0
2006	22208	Santa Cilia	0
2006	22209	Santa Cruz de la Serós	0
2006	22212	Santaliestra y San Quílez	0
2006	22213	Sariñena	0
2006	22214	Secastilla	0
2006	22215	Seira	0
2006	22217	Sena	0
2006	22218	Senés de Alcubierre	0
2006	22220	Sesa	0
2006	22221	Sesué	1
2006	22222	Siétamo	0
2006	22223	Sopeira	0
2006	22225	Tamarite de Litera	0
2006	22226	Tardienta	0
2006	22227	Tella-Sin	0
2006	22228	Tierz	0
2006	22229	Tolva	0
2006	22230	Torla-Ordesa	0
2006	22232	Torralba de Aragón	0
2006	22233	Torre la Ribera	1
2006	22234	Torrente de Cinca	0
2006	22235	Torres de Alcanadre	0
2006	22236	Torres de Barbués	0
2006	22239	Tramaced	0
2006	22242	Valfarta	0
2006	22243	Valle de Bardají	1
2006	22244	Valle de Lierp	0
2006	22245	Velilla de Cinca	0
2006	22246	Beranuy	0
2006	22247	Viacamp y Litera	0
2006	22248	Vicién	0
2006	22249	Villanova	0
2006	22250	Villanúa	0
2006	22251	Villanueva de Sigena	0
2006	22252	Yebra de Basa	1
2006	22253	Yésero	0
2006	22254	Zaidín	0
2006	22901	Valle de Hecho	1
2006	22902	Puente la Reina de Jaca	0
2006	22903	San Miguel del Cinca	0
2006	22904	Sotonera (La)	0
2006	22905	Lupiñén-Ortilla	0
2006	22906	Santa María de Dulcis	0
2006	22907	Aínsa-Sobrarbe	1
2006	22908	Hoz y Costeán	0
2006	22909	Vencillón	0
2006	44001	Ababuj	0
2006	44002	Abejuela	0
2006	44003	Aguatón	0
2006	44004	Aguaviva	0
2006	44005	Aguilar del Alfambra	0
2006	44006	Alacón	0
2006	44007	Alba	0
2006	44008	Albalate del Arzobispo	2
2006	44009	Albarracín	4
2006	44010	Albentosa	0
2006	44011	Alcaine	1
2006	44012	Alcalá de la Selva	0
2006	44013	Alcañiz	0
2006	44014	Alcorisa	1
2006	44016	Alfambra	0
2006	44017	Aliaga	1
2006	44018	Almohaja	1
2006	44019	Alobras	0
2006	44020	Alpeñés	0
2006	44021	Allepuz	1
2006	44022	Alloza	0
2006	44023	Allueva	0
2006	44024	Anadón	0
2006	44025	Andorra	0
2006	44026	Arcos de las Salinas	1
2006	44027	Arens de Lledó	0
2006	44028	Argente	0
2006	44029	Ariño	1
2006	44031	Azaila	0
2006	44032	Bádenas	0
2006	44033	Báguena	0
2006	44034	Bañón	0
2006	44035	Barrachina	0
2006	44036	Bea	1
2006	44037	Beceite	0
2006	44038	Belmonte de San José	0
2006	44039	Bello	0
2006	44040	Berge	0
2006	44041	Bezas	0
2006	44042	Blancas	0
2006	44043	Blesa	0
2006	44044	Bordón	0
2006	44045	Bronchales	1
2006	44046	Bueña	0
2006	44047	Burbáguena	0
2006	44048	Cabra de Mora	0
2006	44049	Calaceite	0
2006	44050	Calamocha	0
2006	44051	Calanda	0
2006	44052	Calomarde	0
2006	44053	Camañas	0
2006	44054	Camarena de la Sierra	2
2006	44055	Camarillas	0
2006	44056	Caminreal	0
2006	44059	Cantavieja	0
2006	44060	Cañada de Benatanduz	0
2006	44061	Cañada de Verich (La)	0
2006	44062	Cañada Vellida	0
2006	44063	Cañizar del Olivar	1
2006	44064	Cascante del Río	0
2006	44065	Castejón de Tornos	0
2006	44066	Castel de Cabra	0
2006	44067	Castelnou	0
2006	44068	Castelserás	0
2006	44070	Castellar (El)	0
2006	44071	Castellote	1
2006	44074	Cedrillas	0
2006	44075	Celadas	0
2006	44076	Cella	0
2006	44077	Cerollera (La)	0
2006	44080	Codoñera (La)	0
2006	44082	Corbalán	0
2006	44084	Cortes de Aragón	0
2006	44085	Cosa	0
2006	44086	Cretas	0
2006	44087	Crivillén	0
2006	44088	Cuba (La)	0
2006	44089	Cubla	0
2006	44090	Cucalón	0
2006	44092	Cuervo (El)	0
2006	44093	Cuevas de Almudén	0
2006	44094	Cuevas Labradas	0
2006	44096	Ejulve	0
2006	44097	Escorihuela	0
2006	44099	Escucha	0
2006	44100	Estercuel	0
2006	44101	Ferreruela de Huerva	0
2006	44102	Fonfría	0
2006	44103	Formiche Alto	0
2006	44105	Fórnoles	0
2006	44106	Fortanete	1
2006	44107	Foz-Calanda	0
2006	44108	Fresneda (La)	0
2006	44109	Frías de Albarracín	0
2006	44110	Fuenferrada	0
2006	44111	Fuentes Calientes	1
2006	44112	Fuentes Claras	3
2006	44113	Fuentes de Rubielos	0
2006	44114	Fuentespalda	0
2006	44115	Galve	0
2006	44116	Gargallo	0
2006	44117	Gea de Albarracín	0
2006	44118	Ginebrosa (La)	1
2006	44119	Griegos	1
2006	44120	Guadalaviar	1
2006	44121	Gúdar	0
2006	44122	Híjar	0
2006	44123	Hinojosa de Jarque	0
2006	44124	Hoz de la Vieja (La)	0
2006	44125	Huesa del Común	0
2006	44126	Iglesuela del Cid (La)	0
2006	44127	Jabaloyas	2
2006	44128	Jarque de la Val	0
2006	44129	Jatiel	0
2006	44130	Jorcas	0
2006	44131	Josa	0
2006	44132	Lagueruela	0
2006	44133	Lanzuela	1
2006	44135	Libros	0
2006	44136	Lidón	0
2006	44137	Linares de Mora	0
2006	44138	Loscos	0
2006	44141	Lledó	0
2006	44142	Maicas	0
2006	44143	Manzanera	1
2006	44144	Martín del Río	0
2006	44145	Mas de las Matas	0
2006	44146	Mata de los Olmos (La)	0
2006	44147	Mazaleón	0
2006	44148	Mezquita de Jarque	0
2006	44149	Mirambel	0
2006	44150	Miravete de la Sierra	0
2006	44151	Molinos	0
2006	44152	Monforte de Moyuela	0
2006	44153	Monreal del Campo	0
2006	44154	Monroyo	0
2006	44155	Montalbán	0
2006	44156	Monteagudo del Castillo	0
2006	44157	Monterde de Albarracín	0
2006	44158	Mora de Rubielos	1
2006	44159	Moscardón	0
2006	44160	Mosqueruela	0
2006	44161	Muniesa	0
2006	44163	Noguera de Albarracín	1
2006	44164	Nogueras	0
2006	44165	Nogueruelas	0
2006	44167	Obón	0
2006	44168	Odón	0
2006	44169	Ojos Negros	0
2006	44171	Olba	0
2006	44172	Oliete	0
2006	44173	Olmos (Los)	0
2006	44174	Orihuela del Tremedal	0
2006	44175	Orrios	0
2006	44176	Palomar de Arroyos	0
2006	44177	Pancrudo	0
2006	44178	Parras de Castellote (Las)	0
2006	44179	Peñarroya de Tastavins	1
2006	44180	Peracense	0
2006	44181	Peralejos	0
2006	44182	Perales del Alfambra	0
2006	44183	Pitarque	0
2006	44184	Plou	0
2006	44185	Pobo (El)	0
2006	44187	Portellada (La)	0
2006	44189	Pozondón	0
2006	44190	Pozuel del Campo	0
2006	44191	Puebla de Híjar (La)	0
2006	44192	Puebla de Valverde (La)	0
2006	44193	Puertomingalvo	0
2006	44194	Ráfales	0
2006	44195	Rillo	0
2006	44196	Riodeva	1
2006	44197	Ródenas	0
2006	44198	Royuela	0
2006	44199	Rubiales	0
2006	44200	Rubielos de la Cérida	0
2006	44201	Rubielos de Mora	0
2006	44203	Salcedillo	0
2006	44204	Saldón	0
2006	44205	Samper de Calanda	0
2006	44206	San Agustín	0
2006	44207	San Martín del Río	0
2006	44208	Santa Cruz de Nogueras	0
2006	44209	Santa Eulalia	0
2006	44210	Sarrión	3
2006	44211	Segura de los Baños	1
2006	44212	Seno	0
2006	44213	Singra	0
2006	44215	Terriente	0
2006	44216	Teruel	1
2006	44217	Toril y Masegoso	0
2006	44218	Tormón	0
2006	44219	Tornos	0
2006	44220	Torralba de los Sisones	0
2006	44221	Torrecilla de Alcañiz	0
2006	44222	Torrecilla del Rebollar	0
2006	44223	Torre de Arcas	0
2006	44224	Torre de las Arcas	0
2006	44225	Torre del Compte	0
2006	44226	Torrelacárcel	0
2006	44227	Torre los Negros	0
2006	44228	Torremocha de Jiloca	0
2006	44229	Torres de Albarracín	0
2006	44230	Torrevelilla	0
2006	44231	Torrijas	0
2006	44232	Torrijo del Campo	0
2006	44234	Tramacastiel	0
2006	44235	Tramacastilla	0
2006	44236	Tronchón	0
2006	44237	Urrea de Gaén	0
2006	44238	Utrillas	1
2006	44239	Valacloche	1
2006	44240	Valbona	1
2006	44241	Valdealgorfa	0
2006	44243	Valdecuenca	0
2006	44244	Valdelinares	0
2006	44245	Valdeltormo	0
2006	44246	Valderrobres	1
2006	44247	Valjunquera	0
2006	44249	Vallecillo (El)	0
2006	44250	Veguillas de la Sierra	0
2006	44251	Villafranca del Campo	0
2006	44252	Villahermosa del Campo	0
2006	44256	Villanueva del Rebollar de la Sierra	0
2006	44257	Villar del Cobo	0
2006	44258	Villar del Salz	0
2006	44260	Villarluengo	1
2006	44261	Villarquemado	0
2006	44262	Villarroya de los Pinares	0
2006	44263	Villastar	0
2006	44264	Villel	3
2006	44265	Vinaceite	0
2006	44266	Visiedo	0
2006	44267	Vivel del Río Martín	0
2006	44268	Zoma (La)	0
2006	50001	Abanto	0
2006	50002	Acered	0
2006	50003	Agón	0
2006	50004	Aguarón	0
2006	50005	Aguilón	0
2006	50006	Ainzón	0
2006	50007	Aladrén	0
2006	50008	Alagón	0
2006	50009	Alarba	0
2006	50010	Alberite de San Juan	0
2006	50011	Albeta	0
2006	50012	Alborge	0
2006	50013	Alcalá de Ebro	0
2006	50014	Alcalá de Moncayo	0
2006	50015	Alconchel de Ariza	0
2006	50016	Aldehuela de Liestos	0
2006	50017	Alfajarín	0
2006	50018	Alfamén	0
2006	50019	Alforque	0
2006	50020	Alhama de Aragón	11
2006	50021	Almochuel	0
2006	50022	Almolda (La)	0
2006	50023	Almonacid de la Cuba	0
2006	50024	Almonacid de la Sierra	0
2006	50025	Almunia de Doña Godina (La)	0
2006	50026	Alpartir	0
2006	50027	Ambel	0
2006	50028	Anento	0
2006	50029	Aniñón	0
2006	50030	Añón de Moncayo	0
2006	50031	Aranda de Moncayo	0
2006	50032	Arándiga	0
2006	50033	Ardisa	0
2006	50034	Ariza	0
2006	50035	Artieda	0
2006	50036	Asín	0
2006	50037	Atea	0
2006	50038	Ateca	0
2006	50039	Azuara	0
2006	50040	Badules	0
2006	50041	Bagüés	0
2006	50042	Balconchán	0
2006	50043	Bárboles	0
2006	50044	Bardallur	0
2006	50045	Belchite	0
2006	50046	Belmonte de Gracián	0
2006	50047	Berdejo	0
2006	50048	Berrueco	0
2006	50050	Bijuesca	0
2006	50051	Biota	0
2006	50052	Bisimbre	0
2006	50053	Boquiñeni	0
2006	50054	Bordalba	0
2006	50055	Borja	0
2006	50056	Botorrita	0
2006	50057	Brea de Aragón	0
2006	50058	Bubierca	0
2006	50059	Bujaraloz	0
2006	50060	Bulbuente	0
2006	50061	Bureta	0
2006	50062	Burgo de Ebro (El)	0
2006	50063	Buste (El)	0
2006	50064	Cabañas de Ebro	0
2006	50065	Cabolafuente	0
2006	50066	Cadrete	0
2006	50067	Calatayud	0
2006	50068	Calatorao	0
2006	50069	Calcena	0
2006	50070	Calmarza	0
2006	50071	Campillo de Aragón	0
2006	50072	Carenas	0
2006	50073	Cariñena	0
2006	50074	Caspe	1
2006	50075	Castejón de Alarba	0
2006	50076	Castejón de las Armas	0
2006	50077	Castejón de Valdejasa	0
2006	50078	Castiliscar	0
2006	50079	Cervera de la Cañada	0
2006	50080	Cerveruela	0
2006	50081	Cetina	0
2006	50082	Cimballa	0
2006	50083	Cinco Olivas	0
2006	50084	Clarés de Ribota	0
2006	50085	Codo	0
2006	50086	Codos	0
2006	50087	Contamina	0
2006	50088	Cosuenda	0
2006	50089	Cuarte de Huerva	0
2006	50090	Cubel	0
2006	50091	Cuerlas (Las)	0
2006	50092	Chiprana	0
2006	50093	Chodes	0
2006	50094	Daroca	0
2006	50095	Ejea de los Caballeros	0
2006	50096	Embid de Ariza	1
2006	50098	Encinacorba	0
2006	50099	Épila	1
2006	50100	Erla	0
2006	50101	Escatrón	0
2006	50102	Fabara	0
2006	50104	Farlete	0
2006	50105	Fayón	0
2006	50106	Fayos (Los)	0
2006	50107	Figueruelas	0
2006	50108	Fombuena	0
2006	50109	Frago (El)	0
2006	50110	Frasno (El)	0
2006	50111	Fréscano	0
2006	50113	Fuendejalón	0
2006	50114	Fuendetodos	0
2006	50115	Fuentes de Ebro	0
2006	50116	Fuentes de Jiloca	0
2006	50117	Gallocanta	0
2006	50118	Gallur	0
2006	50119	Gelsa	0
2006	50120	Godojos	0
2006	50121	Gotor	0
2006	50122	Grisel	0
2006	50123	Grisén	0
2006	50124	Herrera de los Navarros	0
2006	50125	Ibdes	0
2006	50126	Illueca	0
2006	50128	Isuerre	0
2006	50129	Jaraba	12
2006	50130	Jarque de Moncayo	0
2006	50131	Jaulín	0
2006	50132	Joyosa (La)	0
2006	50133	Lagata	0
2006	50134	Langa del Castillo	0
2006	50135	Layana	0
2006	50136	Lécera	0
2006	50137	Leciñena	0
2006	50138	Lechón	0
2006	50139	Letux	0
2006	50140	Litago	0
2006	50141	Lituénigo	0
2006	50142	Lobera de Onsella	0
2006	50143	Longares	0
2006	50144	Longás	0
2006	50146	Lucena de Jalón	0
2006	50147	Luceni	0
2006	50148	Luesia	0
2006	50149	Luesma	0
2006	50150	Lumpiaque	0
2006	50151	Luna	0
2006	50152	Maella	0
2006	50153	Magallón	0
2006	50154	Mainar	0
2006	50155	Malanquilla	0
2006	50156	Maleján	0
2006	50157	Malón	0
2006	50159	Maluenda	0
2006	50160	Mallén	0
2006	50161	Manchones	0
2006	50162	Mara	0
2006	50163	María de Huerva	0
2006	50164	Mediana de Aragón	1
2006	50165	Mequinenza	0
2006	50166	Mesones de Isuela	0
2006	50167	Mezalocha	0
2006	50168	Mianos	0
2006	50169	Miedes de Aragón	0
2006	50170	Monegrillo	0
2006	50171	Moneva	0
2006	50172	Monreal de Ariza	0
2006	50173	Monterde	0
2006	50174	Montón	0
2006	50175	Morata de Jalón	0
2006	50176	Morata de Jiloca	0
2006	50177	Morés	0
2006	50178	Moros	0
2006	50179	Moyuela	0
2006	50180	Mozota	0
2006	50181	Muel	1
2006	50182	Muela (La)	0
2006	50183	Munébrega	0
2006	50184	Murero	0
2006	50185	Murillo de Gállego	0
2006	50186	Navardún	0
2006	50187	Nigüella	0
2006	50188	Nombrevilla	0
2006	50189	Nonaspe	0
2006	50190	Novallas	0
2006	50191	Novillas	0
2006	50192	Nuévalos	1
2006	50193	Nuez de Ebro	0
2006	50194	Olvés	0
2006	50195	Orcajo	0
2006	50196	Orera	0
2006	50197	Orés	0
2006	50198	Oseja	0
2006	50199	Osera de Ebro	0
2006	50200	Paniza	0
2006	50201	Paracuellos de Jiloca	1
2006	50202	Paracuellos de la Ribera	0
2006	50203	Pastriz	0
2006	50204	Pedrola	0
2006	50205	Pedrosas (Las)	0
2006	50206	Perdiguera	0
2006	50207	Piedratajada	0
2006	50208	Pina de Ebro	0
2006	50209	Pinseque	0
2006	50210	Pintanos (Los)	0
2006	50211	Plasencia de Jalón	0
2006	50212	Pleitas	0
2006	50213	Plenas	0
2006	50214	Pomer	0
2006	50215	Pozuel de Ariza	0
2006	50216	Pozuelo de Aragón	0
2006	50217	Pradilla de Ebro	0
2006	50218	Puebla de Albortón	0
2006	50219	Puebla de Alfindén (La)	0
2006	50220	Puendeluna	0
2006	50221	Purujosa	0
2006	50222	Quinto	1
2006	50223	Remolinos	0
2006	50224	Retascón	0
2006	50225	Ricla	0
2006	50227	Romanos	0
2006	50228	Rueda de Jalón	1
2006	50229	Ruesca	0
2006	50230	Sádaba	0
2006	50231	Salillas de Jalón	0
2006	50232	Salvatierra de Esca	0
2006	50233	Samper del Salz	0
2006	50234	San Martín de la Virgen de Moncayo	0
2006	50235	San Mateo de Gállego	0
2006	50236	Santa Cruz de Grío	0
2006	50237	Santa Cruz de Moncayo	0
2006	50238	Santa Eulalia de Gállego	0
2006	50239	Santed	0
2006	50240	Sástago	0
2006	50241	Saviñán	0
2006	50242	Sediles	0
2006	50243	Sestrica	0
2006	50244	Sierra de Luna	0
2006	50245	Sigüés	1
2006	50246	Sisamón	0
2006	50247	Sobradiel	0
2006	50248	Sos del Rey Católico	0
2006	50249	Tabuenca	0
2006	50250	Talamantes	0
2006	50251	Tarazona	8
2006	50252	Tauste	0
2006	50253	Terrer	0
2006	50254	Tierga	0
2006	50255	Tobed	0
2006	50256	Torralba de los Frailes	0
2006	50257	Torralba de Ribota	0
2006	50258	Torralbilla	0
2006	50259	Torrehermosa	0
2006	50260	Torrelapaja	0
2006	50261	Torrellas	0
2006	50262	Torres de Berrellén	0
2006	50263	Torrijo de la Cañada	0
2006	50264	Tosos	0
2006	50265	Trasmoz	0
2006	50266	Trasobares	0
2006	50267	Uncastillo	0
2006	50268	Undués de Lerda	0
2006	50269	Urrea de Jalón	0
2006	50270	Urriés	0
2006	50271	Used	0
2006	50272	Utebo	0
2006	50273	Valdehorna	0
2006	50274	Val de San Martín	0
2006	50275	Valmadrid	0
2006	50276	Valpalmas	0
2006	50277	Valtorres	0
2006	50278	Velilla de Ebro	0
2006	50279	Velilla de Jiloca	0
2006	50280	Vera de Moncayo	0
2006	50281	Vierlas	0
2006	50282	Vilueña (La)	0
2006	50283	Villadoz	0
2006	50284	Villafeliche	0
2006	50285	Villafranca de Ebro	0
2006	50286	Villalba de Perejil	0
2006	50287	Villalengua	0
2006	50288	Villanueva de Gállego	0
2006	50289	Villanueva de Jiloca	0
2006	50290	Villanueva de Huerva	1
2006	50291	Villar de los Navarros	0
2006	50292	Villarreal de Huerva	0
2006	50293	Villarroya de la Sierra	0
2006	50294	Villarroya del Campo	0
2006	50295	Vistabella	0
2006	50296	Zaida (La)	0
2006	50297	Zaragoza	0
2006	50298	Zuera	0
2006	50901	Biel	0
2006	50902	Marracos	0
