Mes y año	Codmun	Municipio	Cuentas cotización con trabajadores
Septiembre 2011	50125	Ibdes	8
Septiembre 2011	50126	Illueca	108
Septiembre 2011	50128	Isuerre	1
Septiembre 2011	50129	Jaraba	10
Septiembre 2011	50130	Jarque de Moncayo	7
Septiembre 2011	50131	Jaulín	13
Septiembre 2011	50132	Joyosa (La)	19
Septiembre 2011	50133	Lagata	6
Septiembre 2011	50134	Langa del Castillo	4
Septiembre 2011	50135	Layana	4
Septiembre 2011	50136	Lécera	25
Septiembre 2011	50137	Leciñena	41
Septiembre 2011	50138	Lechón	1
Septiembre 2011	50139	Letux	8
Septiembre 2011	50140	Litago	3
Septiembre 2011	50141	Lituénigo	2
Septiembre 2011	50142	Lobera de Onsella	1
Septiembre 2011	50143	Longares	15
Septiembre 2011	50144	Longás	1
Septiembre 2011	50146	Lucena de Jalón	11
Septiembre 2011	50147	Luceni	22
Septiembre 2011	50148	Luesia	9
Septiembre 2011	50149	Luesma	2
Septiembre 2011	50150	Lumpiaque	13
Septiembre 2011	50151	Luna	12
Septiembre 2011	50152	Maella	67
Septiembre 2011	50153	Magallón	39
Septiembre 2011	50154	Mainar	7
Septiembre 2011	50155	Malanquilla	2
Septiembre 2011	50156	Maleján	5
Septiembre 2011	50157	Malón	12
Septiembre 2011	50159	Maluenda	26
Septiembre 2011	50160	Mallén	80
Septiembre 2011	50161	Manchones	3
Septiembre 2011	50162	Mara	10
Septiembre 2011	50163	María de Huerva	128
Septiembre 2011	50164	Mediana de Aragón	7
Septiembre 2011	50165	Mequinenza	76
Septiembre 2011	50166	Mesones de Isuela	3
Septiembre 2011	50167	Mezalocha	5
Septiembre 2011	50169	Miedes de Aragón	9
Septiembre 2011	50170	Monegrillo	10
Septiembre 2011	50171	Moneva	2
Septiembre 2011	50172	Monreal de Ariza	10
Septiembre 2011	50173	Monterde	4
Septiembre 2011	50174	Montón	2
Septiembre 2011	50175	Morata de Jalón	25
Septiembre 2011	50176	Morata de Jiloca	7
Septiembre 2011	50177	Morés	18
Septiembre 2011	50178	Moros	8
Septiembre 2011	50179	Moyuela	8
Septiembre 2011	50180	Mozota	2
Septiembre 2011	50181	Muel	71
Septiembre 2011	50182	Muela (La)	333
Septiembre 2011	50183	Munébrega	8
Septiembre 2011	50184	Murero	2
Septiembre 2011	50185	Murillo de Gállego	19
Septiembre 2011	50186	Navardún	2
Septiembre 2011	50187	Nigüella	2
Septiembre 2011	50188	Nombrevilla	1
Septiembre 2011	50189	Nonaspe	32
Septiembre 2011	50190	Novallas	22
Septiembre 2011	50191	Novillas	15
Septiembre 2011	50192	Nuévalos	19
Septiembre 2011	50193	Nuez de Ebro	17
Septiembre 2011	50194	Olvés	2
Septiembre 2011	50195	Orcajo	2
Septiembre 2011	50196	Orera	3
Septiembre 2011	50197	Orés	1
Septiembre 2011	50198	Oseja	2
Septiembre 2011	50199	Osera de Ebro	17
Septiembre 2011	50200	Paniza	9
Septiembre 2011	50201	Paracuellos de Jiloca	14
Septiembre 2011	50202	Paracuellos de la Ribera	3
Septiembre 2011	50203	Pastriz	35
Septiembre 2011	50204	Pedrola	145
Septiembre 2011	50205	Pedrosas (Las)	3
Septiembre 2011	50206	Perdiguera	14
Septiembre 2011	50207	Piedratajada	3
Septiembre 2011	50208	Pina de Ebro	82
Septiembre 2011	50209	Pinseque	147
Septiembre 2011	50210	Pintanos (Los)	3
Septiembre 2011	50211	Plasencia de Jalón	9
Septiembre 2011	50212	Pleitas	1
Septiembre 2011	50213	Plenas	6
Septiembre 2011	50214	Pomer	2
Septiembre 2011	50215	Pozuel de Ariza	2
Septiembre 2011	50216	Pozuelo de Aragón	12
Septiembre 2011	50217	Pradilla de Ebro	12
Septiembre 2011	50218	Puebla de Albortón	12
Septiembre 2011	50219	Puebla de Alfindén (La)	467
Septiembre 2011	50220	Puendeluna	3
Septiembre 2011	50221	Purujosa	2
Septiembre 2011	50222	Quinto	80
Septiembre 2011	50223	Remolinos	31
Septiembre 2011	50224	Retascón	2
Septiembre 2011	50225	Ricla	72
Septiembre 2011	50227	Romanos	4
Septiembre 2011	50228	Rueda de Jalón	5
Septiembre 2011	50229	Ruesca	6
Septiembre 2011	50230	Sádaba	42
Septiembre 2011	50231	Salillas de Jalón	8
Septiembre 2011	50232	Salvatierra de Esca	5
Septiembre 2011	50233	Samper del Salz	4
Septiembre 2011	50234	San Martín de la Virgen de Moncayo	8
Septiembre 2011	50235	San Mateo de Gállego	94
Septiembre 2011	50236	Santa Cruz de Grío	3
Septiembre 2011	50237	Santa Cruz de Moncayo	2
Septiembre 2011	50238	Santa Eulalia de Gállego	6
Septiembre 2011	50239	Santed	1
Septiembre 2011	50240	Sástago	48
Septiembre 2011	50241	Saviñán	16
Septiembre 2011	50242	Sediles	2
Septiembre 2011	50243	Sestrica	7
Septiembre 2011	50244	Sierra de Luna	8
Septiembre 2011	50245	Sigüés	5
Septiembre 2011	50246	Sisamón	1
Septiembre 2011	50247	Sobradiel	44
Septiembre 2011	50248	Sos del Rey Católico	27
Septiembre 2011	50249	Tabuenca	7
Septiembre 2011	50250	Talamantes	2
Septiembre 2011	50251	Tarazona	357
Septiembre 2011	50252	Tauste	236
Septiembre 2011	50253	Terrer	14
Septiembre 2011	50254	Tierga	8
Septiembre 2011	50255	Tobed	6
Septiembre 2011	50256	Torralba de los Frailes	3
Septiembre 2011	50257	Torralba de Ribota	4
Septiembre 2011	50258	Torralbilla	2
Septiembre 2011	50259	Torrehermosa	5
Septiembre 2011	50260	Torrelapaja	2
Septiembre 2011	50261	Torrellas	6
Septiembre 2011	50262	Torres de Berrellén	34
Septiembre 2011	50263	Torrijo de la Cañada	7
Septiembre 2011	50264	Tosos	4
Septiembre 2011	50265	Trasmoz	2
Septiembre 2011	50266	Trasobares	3
Septiembre 2011	50267	Uncastillo	19
Septiembre 2011	50268	Undués de Lerda	5
Septiembre 2011	50269	Urrea de Jalón	10
Septiembre 2011	50270	Urriés	3
Septiembre 2011	50271	Used	9
Septiembre 2011	50272	Utebo	508
Septiembre 2011	50273	Valdehorna	2
Septiembre 2011	50274	Val de San Martín	1
Septiembre 2011	50275	Valmadrid	3
Septiembre 2011	50276	Valpalmas	3
Septiembre 2011	50277	Valtorres	3
Septiembre 2011	50278	Velilla de Ebro	5
Septiembre 2011	50279	Velilla de Jiloca	2
Septiembre 2011	50280	Vera de Moncayo	23
Septiembre 2011	50281	Vierlas	4
Septiembre 2011	50282	Vilueña (La)	3
Septiembre 2011	50283	Villadoz	4
Septiembre 2011	50284	Villafeliche	7
Septiembre 2011	50285	Villafranca de Ebro	27
Septiembre 2011	50286	Villalba de Perejil	2
Septiembre 2011	50287	Villalengua	8
Septiembre 2011	50288	Villanueva de Gállego	359
Septiembre 2011	50289	Villanueva de Jiloca	1
Septiembre 2011	50290	Villanueva de Huerva	14
Septiembre 2011	50291	Villar de los Navarros	4
Septiembre 2011	50292	Villarreal de Huerva	14
Septiembre 2011	50293	Villarroya de la Sierra	13
Septiembre 2011	50294	Villarroya del Campo	3
Septiembre 2011	50296	Zaida (La)	19
Septiembre 2011	50297	Zaragoza	24793
Septiembre 2011	50298	Zuera	288
Septiembre 2011	50901	Biel	4
Septiembre 2011	50902	Marracos	2
Septiembre 2011	50903	Villamayor de Gállego	59
Junio 2011	22001	Abiego	13
Junio 2011	22002	Abizanda	8
Junio 2011	22003	Adahuesca	5
Junio 2011	22004	Agüero	6
Junio 2011	22006	Aísa	37
Junio 2011	22007	Albalate de Cinca	43
Junio 2011	22008	Albalatillo	5
Junio 2011	22009	Albelda	27
Junio 2011	22011	Albero Alto	5
Junio 2011	22012	Albero Bajo	6
Junio 2011	22013	Alberuela de Tubo	8
Junio 2011	22014	Alcalá de Gurrea	10
Junio 2011	22015	Alcalá del Obispo	14
Junio 2011	22016	Alcampell	27
Junio 2011	22017	Alcolea de Cinca	51
Junio 2011	22018	Alcubierre	16
Junio 2011	22019	Alerre	5
Junio 2011	22020	Alfántega	4
Junio 2011	22021	Almudévar	83
Junio 2011	22022	Almunia de San Juan	23
Junio 2011	22023	Almuniente	17
Junio 2011	22024	Alquézar	38
Junio 2011	22025	Altorricón	79
Junio 2011	22027	Angüés	14
Junio 2011	22028	Ansó	14
Junio 2011	22029	Antillón	6
Junio 2011	22032	Aragüés del Puerto	6
Junio 2011	22035	Arén	14
Junio 2011	22036	Argavieso	2
Junio 2011	22037	Arguis	8
Junio 2011	22039	Ayerbe	51
Junio 2011	22040	Azanuy-Alins	6
Junio 2011	22041	Azara	11
Junio 2011	22042	Azlor	2
Junio 2011	22043	Baells	4
Junio 2011	22044	Bailo	7
Junio 2011	22045	Baldellou	2
Junio 2011	22046	Ballobar	29
Junio 2011	22047	Banastás	5
Junio 2011	22048	Barbastro	729
Junio 2011	22049	Barbués	3
Junio 2011	22050	Barbuñales	5
Junio 2011	22051	Bárcabo	3
Junio 2011	22052	Belver de Cinca	36
Junio 2011	22053	Benabarre	51
Junio 2011	22054	Benasque	150
Junio 2011	22055	Berbegal	8
Junio 2011	22057	Bielsa	28
Junio 2011	22058	Bierge	16
Junio 2011	22059	Biescas	73
Junio 2011	22060	Binaced	64
Junio 2011	22061	Binéfar	468
Junio 2011	22062	Bisaurri	9
Junio 2011	22063	Biscarrués	2
Junio 2011	22064	Blecua y Torres	7
Junio 2011	22066	Boltaña	55
Junio 2011	22067	Bonansa	3
Junio 2011	22068	Borau	1
Junio 2011	22069	Broto	47
Junio 2011	22072	Caldearenas	6
Junio 2011	22074	Campo	22
Junio 2011	22075	Camporrells	3
Junio 2011	22076	Canal de Berdún	18
Junio 2011	22077	Candasnos	15
Junio 2011	22078	Canfranc	27
Junio 2011	22079	Capdesaso	3
Junio 2011	22080	Capella	10
Junio 2011	22081	Casbas de Huesca	11
Junio 2011	22082	Castejón del Puente	19
Junio 2011	22083	Castejón de Monegros	11
Junio 2011	22084	Castejón de Sos	33
Junio 2011	22085	Castelflorite	5
Junio 2011	22086	Castiello de Jaca	6
Junio 2011	22087	Castigaleu	4
Junio 2011	22088	Castillazuelo	5
Junio 2011	22089	Castillonroy	10
Junio 2011	22090	Colungo	3
Junio 2011	22094	Chalamera	2
Junio 2011	22095	Chía	5
Junio 2011	22096	Chimillas	12
Junio 2011	22099	Esplús	37
Junio 2011	22102	Estada	7
Junio 2011	22103	Estadilla	32
Junio 2011	22105	Estopiñán del Castillo	9
Junio 2011	22107	Fanlo	5
Junio 2011	22109	Fiscal	22
Junio 2011	22110	Fonz	33
Junio 2011	22111	Foradada del Toscar	6
Junio 2011	22112	Fraga	607
Junio 2011	22113	Fueva (La)	21
Junio 2011	22114	Gistaín	4
Junio 2011	22115	Grado (El)	30
Junio 2011	22116	Grañén	90
Junio 2011	22117	Graus	156
Junio 2011	22119	Gurrea de Gállego	42
Junio 2011	22122	Hoz de Jaca	2
Junio 2011	22124	Huerto	6
Junio 2011	22125	Huesca	2559
Junio 2011	22126	Ibieca	3
Junio 2011	22127	Igriés	20
Junio 2011	22128	Ilche	9
Junio 2011	22129	Isábena	13
Junio 2011	22130	Jaca	655
Junio 2011	22131	Jasa	7
Junio 2011	22133	Labuerda	11
Junio 2011	22135	Laluenga	7
Junio 2011	22136	Lalueza	31
Junio 2011	22137	Lanaja	33
Junio 2011	22139	Laperdiguera	2
Junio 2011	22141	Lascellas-Ponzano	8
Junio 2011	22142	Lascuarre	8
Junio 2011	22143	Laspaúles	13
Junio 2011	22144	Laspuña	7
Junio 2011	22149	Loarre	8
Junio 2011	22150	Loporzano	16
Junio 2011	22151	Loscorrales	1
Junio 2011	22155	Monesma y Cajigar	1
Junio 2011	22156	Monflorite-Lascasas	16
Junio 2011	22157	Montanuy	10
Junio 2011	22158	Monzón	637
Junio 2011	22160	Naval	5
Junio 2011	22162	Novales	12
Junio 2011	22163	Nueno	17
Junio 2011	22164	Olvena	1
Junio 2011	22165	Ontiñena	10
Junio 2011	22167	Osso de Cinca	18
Junio 2011	22168	Palo	1
Junio 2011	22170	Panticosa	63
Junio 2011	22172	Peñalba	31
Junio 2011	22173	Peñas de Riglos (Las)	11
Junio 2011	22174	Peralta de Alcofea	21
Junio 2011	22175	Peralta de Calasanz	9
Junio 2011	22176	Peraltilla	3
Junio 2011	22177	Perarrúa	1
Junio 2011	22178	Pertusa	7
Junio 2011	22181	Piracés	5
Junio 2011	22182	Plan	11
Junio 2011	22184	Poleñino	13
Junio 2011	22186	Pozán de Vero	5
Junio 2011	22187	Puebla de Castro (La)	16
Junio 2011	22188	Puente de Montañana	12
Junio 2011	22189	Puértolas	16
Junio 2011	22190	Pueyo de Araguás (El)	4
Junio 2011	22193	Pueyo de Santa Cruz	6
Junio 2011	22195	Quicena	14
Junio 2011	22197	Robres	15
Junio 2011	22199	Sabiñánigo	369
Junio 2011	22200	Sahún	17
Junio 2011	22201	Salas Altas	6
Junio 2011	22202	Salas Bajas	7
Junio 2011	22203	Salillas	6
Junio 2011	22204	Sallent de Gállego	123
Junio 2011	22205	San Esteban de Litera	14
Junio 2011	22206	Sangarrén	8
Junio 2011	22207	San Juan de Plan	12
Junio 2011	22208	Santa Cilia	10
Junio 2011	22209	Santa Cruz de la Serós	11
Junio 2011	22212	Santaliestra y San Quílez	2
Junio 2011	22213	Sariñena	209
Junio 2011	22214	Secastilla	10
Junio 2011	22215	Seira	5
Junio 2011	22217	Sena	11
Junio 2011	22218	Senés de Alcubierre	2
Junio 2011	22220	Sesa	9
Junio 2011	22221	Sesué	9
Junio 2011	22222	Siétamo	19
Junio 2011	22223	Sopeira	1
Junio 2011	22225	Tamarite de Litera	172
Junio 2011	22226	Tardienta	32
Junio 2011	22227	Tella-Sin	11
Junio 2011	22228	Tierz	17
Junio 2011	22229	Tolva	4
Junio 2011	22230	Torla-Ordesa	31
Junio 2011	22232	Torralba de Aragón	3
Junio 2011	22233	Torre la Ribera	2
Junio 2011	22234	Torrente de Cinca	30
Junio 2011	22235	Torres de Alcanadre	4
Junio 2011	22236	Torres de Barbués	10
Junio 2011	22239	Tramaced	3
Junio 2011	22242	Valfarta	3
Junio 2011	22243	Valle de Bardají	3
Junio 2011	22245	Velilla de Cinca	13
Junio 2011	22246	Beranuy	3
Junio 2011	22247	Viacamp y Litera	2
Junio 2011	22248	Vicién	3
Junio 2011	22249	Villanova	6
Junio 2011	22250	Villanúa	30
Junio 2011	22251	Villanueva de Sigena	15
Junio 2011	22252	Yebra de Basa	1
Junio 2011	22253	Yésero	1
Junio 2011	22254	Zaidín	57
Junio 2011	22901	Valle de Hecho	34
Junio 2011	22902	Puente la Reina de Jaca	12
Junio 2011	22903	San Miguel del Cinca	35
Junio 2011	22904	Sotonera (La)	30
Junio 2011	22905	Lupiñén-Ortilla	11
Junio 2011	22906	Santa María de Dulcis	6
Junio 2011	22907	Aínsa-Sobrarbe	142
Junio 2011	22908	Hoz y Costeán	6
Junio 2011	22909	Vencillón	18
Junio 2011	44001	Ababuj	3
Junio 2011	44002	Abejuela	3
Junio 2011	44003	Aguatón	2
Junio 2011	44004	Aguaviva	24
Junio 2011	44005	Aguilar del Alfambra	2
Junio 2011	44006	Alacón	6
Junio 2011	44007	Alba	6
Junio 2011	44008	Albalate del Arzobispo	63
Junio 2011	44009	Albarracín	68
Junio 2011	44010	Albentosa	22
Junio 2011	44011	Alcaine	3
Junio 2011	44012	Alcalá de la Selva	34
Junio 2011	44013	Alcañiz	781
Junio 2011	44014	Alcorisa	125
Junio 2011	44016	Alfambra	28
Junio 2011	44017	Aliaga	18
Junio 2011	44018	Almohaja	1
Junio 2011	44019	Alobras	3
Junio 2011	44020	Alpeñés	1
Junio 2011	44021	Allepuz	3
Junio 2011	44022	Alloza	15
Junio 2011	44023	Allueva	1
Junio 2011	44024	Anadón	1
Junio 2011	44025	Andorra	232
Junio 2011	44026	Arcos de las Salinas	6
Junio 2011	44027	Arens de Lledó	5
Junio 2011	44028	Argente	6
Junio 2011	44029	Ariño	23
Junio 2011	44031	Azaila	8
Junio 2011	44032	Bádenas	1
Junio 2011	44033	Báguena	7
Junio 2011	44034	Bañón	2
Junio 2011	44035	Barrachina	4
Junio 2011	44036	Bea	2
Junio 2011	44037	Beceite	22
Junio 2011	44038	Belmonte de San José	3
Junio 2011	44039	Bello	8
Junio 2011	44040	Berge	4
Junio 2011	44041	Bezas	4
Junio 2011	44042	Blancas	3
Junio 2011	44043	Blesa	2
Junio 2011	44044	Bordón	6
Junio 2011	44045	Bronchales	21
Junio 2011	44046	Bueña	2
Junio 2011	44047	Burbáguena	8
Junio 2011	44048	Cabra de Mora	4
Junio 2011	44049	Calaceite	56
Junio 2011	44050	Calamocha	204
Junio 2011	44051	Calanda	144
Junio 2011	44052	Calomarde	2
Junio 2011	44053	Camañas	2
Junio 2011	44054	Camarena de la Sierra	9
Junio 2011	44055	Camarillas	4
Junio 2011	44056	Caminreal	26
Junio 2011	44059	Cantavieja	40
Junio 2011	44060	Cañada de Benatanduz	3
Junio 2011	44061	Cañada de Verich (La)	6
Junio 2011	44062	Cañada Vellida	1
Junio 2011	44063	Cañizar del Olivar	2
Junio 2011	44064	Cascante del Río	2
Junio 2011	44065	Castejón de Tornos	2
Junio 2011	44066	Castel de Cabra	4
Junio 2011	44067	Castelnou	11
Junio 2011	44068	Castelserás	21
Junio 2011	44070	Castellar (El)	2
Junio 2011	44071	Castellote	36
Junio 2011	44074	Cedrillas	36
Junio 2011	44075	Celadas	9
Junio 2011	44076	Cella	74
Junio 2011	44077	Cerollera (La)	3
Junio 2011	44080	Codoñera (La)	25
Junio 2011	44082	Corbalán	2
Junio 2011	44084	Cortes de Aragón	1
Junio 2011	44085	Cosa	1
Junio 2011	44086	Cretas	24
Junio 2011	44087	Crivillén	4
Junio 2011	44088	Cuba (La)	4
Junio 2011	44089	Cubla	2
Junio 2011	44090	Cucalón	3
Junio 2011	44092	Cuervo (El)	3
Junio 2011	44093	Cuevas de Almudén	6
Junio 2011	44094	Cuevas Labradas	3
Junio 2011	44096	Ejulve	8
Junio 2011	44097	Escorihuela	4
Junio 2011	44099	Escucha	18
Junio 2011	44100	Estercuel	7
Junio 2011	44101	Ferreruela de Huerva	4
Junio 2011	44103	Formiche Alto	7
Junio 2011	44105	Fórnoles	3
Junio 2011	44106	Fortanete	7
Junio 2011	44107	Foz-Calanda	4
Junio 2011	44108	Fresneda (La)	21
Junio 2011	44109	Frías de Albarracín	4
Junio 2011	44110	Fuenferrada	1
Junio 2011	44111	Fuentes Calientes	3
Junio 2011	44112	Fuentes Claras	12
Junio 2011	44113	Fuentes de Rubielos	5
Junio 2011	44114	Fuentespalda	13
Junio 2011	44115	Galve	8
Junio 2011	44116	Gargallo	6
Junio 2011	44117	Gea de Albarracín	11
Junio 2011	44118	Ginebrosa (La)	7
Junio 2011	44119	Griegos	2
Junio 2011	44120	Guadalaviar	5
Junio 2011	44121	Gúdar	6
Junio 2011	44122	Híjar	62
Junio 2011	44123	Hinojosa de Jarque	7
Junio 2011	44124	Hoz de la Vieja (La)	1
Junio 2011	44125	Huesa del Común	2
Junio 2011	44126	Iglesuela del Cid (La)	20
Junio 2011	44127	Jabaloyas	2
Junio 2011	44128	Jarque de la Val	3
Junio 2011	44129	Jatiel	1
Junio 2011	44130	Jorcas	1
Junio 2011	44131	Josa	2
Junio 2011	44132	Lagueruela	2
Junio 2011	44133	Lanzuela	2
Junio 2011	44135	Libros	3
Junio 2011	44136	Lidón	2
Junio 2011	44137	Linares de Mora	18
Junio 2011	44138	Loscos	8
Junio 2011	44141	Lledó	4
Junio 2011	44143	Manzanera	22
Junio 2011	44144	Martín del Río	16
Junio 2011	44145	Mas de las Matas	61
Junio 2011	44146	Mata de los Olmos (La)	12
Junio 2011	44147	Mazaleón	18
Junio 2011	44148	Mezquita de Jarque	4
Junio 2011	44149	Mirambel	6
Junio 2011	44150	Miravete de la Sierra	1
Junio 2011	44151	Molinos	13
Junio 2011	44152	Monforte de Moyuela	2
Junio 2011	44153	Monreal del Campo	85
Junio 2011	44154	Monroyo	22
Junio 2011	44155	Montalbán	42
Junio 2011	44156	Monteagudo del Castillo	2
Junio 2011	44157	Monterde de Albarracín	1
Junio 2011	44158	Mora de Rubielos	96
Junio 2011	44159	Moscardón	1
Junio 2011	44160	Mosqueruela	31
Junio 2011	44161	Muniesa	20
Junio 2011	44163	Noguera de Albarracín	1
Junio 2011	44164	Nogueras	2
Junio 2011	44165	Nogueruelas	7
Junio 2011	44167	Obón	3
Junio 2011	44168	Odón	2
Junio 2011	44169	Ojos Negros	10
Junio 2011	44171	Olba	6
Junio 2011	44172	Oliete	10
Junio 2011	44173	Olmos (Los)	1
Junio 2011	44174	Orihuela del Tremedal	18
Junio 2011	44175	Orrios	6
Junio 2011	44176	Palomar de Arroyos	3
Junio 2011	44177	Pancrudo	5
Junio 2011	44178	Parras de Castellote (Las)	3
Junio 2011	44179	Peñarroya de Tastavins	24
Junio 2011	44180	Peracense	3
Junio 2011	44182	Perales del Alfambra	14
Junio 2011	44183	Pitarque	3
Junio 2011	44184	Plou	1
Junio 2011	44185	Pobo (El)	4
Junio 2011	44187	Portellada (La)	9
Junio 2011	44189	Pozondón	4
Junio 2011	44190	Pozuel del Campo	4
Junio 2011	44191	Puebla de Híjar (La)	54
Junio 2011	44192	Puebla de Valverde (La)	23
Junio 2011	44193	Puertomingalvo	10
Junio 2011	44194	Ráfales	5
Junio 2011	44195	Rillo	2
Junio 2011	44196	Riodeva	3
Junio 2011	44197	Ródenas	3
Junio 2011	44198	Royuela	9
Junio 2011	44199	Rubiales	1
Junio 2011	44200	Rubielos de la Cérida	1
Junio 2011	44201	Rubielos de Mora	38
Junio 2011	44204	Saldón	1
Junio 2011	44205	Samper de Calanda	18
Junio 2011	44206	San Agustín	5
Junio 2011	44207	San Martín del Río	4
Junio 2011	44208	Santa Cruz de Nogueras	1
Junio 2011	44209	Santa Eulalia	42
Junio 2011	44210	Sarrión	40
Junio 2011	44212	Seno	2
Junio 2011	44213	Singra	1
Junio 2011	44215	Terriente	3
Junio 2011	44216	Teruel	1814
Junio 2011	44217	Toril y Masegoso	1
Junio 2011	44218	Tormón	1
Junio 2011	44219	Tornos	6
Junio 2011	44220	Torralba de los Sisones	4
Junio 2011	44221	Torrecilla de Alcañiz	8
Junio 2011	44222	Torrecilla del Rebollar	1
Junio 2011	44223	Torre de Arcas	1
Junio 2011	44224	Torre de las Arcas	1
Junio 2011	44225	Torre del Compte	6
Junio 2011	44226	Torrelacárcel	7
Junio 2011	44227	Torre los Negros	3
Junio 2011	44228	Torremocha de Jiloca	7
Junio 2011	44229	Torres de Albarracín	5
Junio 2011	44230	Torrevelilla	8
Junio 2011	44231	Torrijas	3
Junio 2011	44232	Torrijo del Campo	14
Junio 2011	44234	Tramacastiel	3
Junio 2011	44235	Tramacastilla	11
Junio 2011	44236	Tronchón	6
Junio 2011	44237	Urrea de Gaén	13
Junio 2011	44238	Utrillas	78
Junio 2011	44239	Valacloche	2
Junio 2011	44240	Valbona	9
Junio 2011	44241	Valdealgorfa	21
Junio 2011	44243	Valdecuenca	2
Junio 2011	44244	Valdelinares	7
Junio 2011	44245	Valdeltormo	15
Junio 2011	44246	Valderrobres	142
Junio 2011	44247	Valjunquera	10
Junio 2011	44249	Vallecillo (El)	1
Junio 2011	44250	Veguillas de la Sierra	2
Junio 2011	44251	Villafranca del Campo	2
Junio 2011	44252	Villahermosa del Campo	2
Junio 2011	44257	Villar del Cobo	5
Junio 2011	44258	Villar del Salz	1
Junio 2011	44260	Villarluengo	8
Junio 2011	44261	Villarquemado	24
Junio 2011	44262	Villarroya de los Pinares	5
Junio 2011	44263	Villastar	7
Junio 2011	44264	Villel	14
Junio 2011	44265	Vinaceite	9
Junio 2011	44266	Visiedo	3
Junio 2011	44267	Vivel del Río Martín	3
Junio 2011	44268	Zoma (La)	1
Junio 2011	50001	Abanto	3
Junio 2011	50002	Acered	7
Junio 2011	50003	Agón	4
Junio 2011	50004	Aguarón	14
Junio 2011	50005	Aguilón	4
Junio 2011	50006	Ainzón	32
Junio 2011	50007	Aladrén	2
Junio 2011	50008	Alagón	194
Junio 2011	50009	Alarba	3
Junio 2011	50010	Alberite de San Juan	3
Junio 2011	50011	Albeta	7
Junio 2011	50012	Alborge	4
Junio 2011	50013	Alcalá de Ebro	8
Junio 2011	50014	Alcalá de Moncayo	4
Junio 2011	50015	Alconchel de Ariza	2
Junio 2011	50016	Aldehuela de Liestos	1
Junio 2011	50017	Alfajarín	102
Junio 2011	50018	Alfamén	26
Junio 2011	50019	Alforque	3
Junio 2011	50020	Alhama de Aragón	35
Junio 2011	50021	Almochuel	1
Junio 2011	50022	Almolda (La)	12
Junio 2011	50023	Almonacid de la Cuba	4
Junio 2011	50024	Almonacid de la Sierra	27
Junio 2011	50025	Almunia de Doña Godina (La)	298
Junio 2011	50026	Alpartir	12
Junio 2011	50027	Ambel	7
Junio 2011	50028	Anento	4
Junio 2011	50029	Aniñón	14
Junio 2011	50030	Añón de Moncayo	6
Junio 2011	50031	Aranda de Moncayo	5
Junio 2011	50032	Arándiga	5
Junio 2011	50033	Ardisa	4
Junio 2011	50034	Ariza	33
Junio 2011	50035	Artieda	5
Junio 2011	50036	Asín	1
Junio 2011	50037	Atea	2
Junio 2011	50038	Ateca	72
Junio 2011	50039	Azuara	23
Junio 2011	50041	Bagüés	1
Junio 2011	50042	Balconchán	1
Junio 2011	50043	Bárboles	8
Junio 2011	50044	Bardallur	8
Junio 2011	50045	Belchite	54
Junio 2011	50046	Belmonte de Gracián	4
Junio 2011	50047	Berdejo	1
Junio 2011	50048	Berrueco	1
Junio 2011	50050	Bijuesca	1
Junio 2011	50051	Biota	23
Junio 2011	50052	Bisimbre	6
Junio 2011	50053	Boquiñeni	19
Junio 2011	50054	Bordalba	1
Junio 2011	50055	Borja	163
Junio 2011	50056	Botorrita	17
Junio 2011	50057	Brea de Aragón	86
Junio 2011	50058	Bubierca	1
Junio 2011	50059	Bujaraloz	56
Junio 2011	50060	Bulbuente	10
Junio 2011	50061	Bureta	7
Junio 2011	50062	Burgo de Ebro (El)	112
Junio 2011	50063	Buste (El)	3
Junio 2011	50064	Cabañas de Ebro	25
Junio 2011	50065	Cabolafuente	1
Junio 2011	50066	Cadrete	252
Junio 2011	50067	Calatayud	755
Junio 2011	50068	Calatorao	80
Junio 2011	50069	Calcena	3
Junio 2011	50070	Calmarza	4
Junio 2011	50071	Campillo de Aragón	5
Junio 2011	50072	Carenas	6
Junio 2011	50073	Cariñena	132
Junio 2011	50074	Caspe	324
Junio 2011	50075	Castejón de Alarba	3
Junio 2011	50076	Castejón de las Armas	4
Junio 2011	50077	Castejón de Valdejasa	6
Junio 2011	50078	Castiliscar	12
Junio 2011	50079	Cervera de la Cañada	9
Junio 2011	50080	Cerveruela	1
Junio 2011	50081	Cetina	20
Junio 2011	50082	Cimballa	7
Junio 2011	50083	Cinco Olivas	5
Junio 2011	50084	Clarés de Ribota	1
Junio 2011	50085	Codo	5
Junio 2011	50086	Codos	7
Junio 2011	50087	Contamina	1
Junio 2011	50088	Cosuenda	7
Junio 2011	50089	Cuarte de Huerva	750
Junio 2011	50090	Cubel	3
Junio 2011	50091	Cuerlas (Las)	3
Junio 2011	50092	Chiprana	9
Junio 2011	50093	Chodes	2
Junio 2011	50094	Daroca	96
Junio 2011	50095	Ejea de los Caballeros	611
Junio 2011	50096	Embid de Ariza	2
Junio 2011	50098	Encinacorba	9
Junio 2011	50099	Épila	151
Junio 2011	50100	Erla	12
Junio 2011	50101	Escatrón	35
Junio 2011	50102	Fabara	42
Junio 2011	50104	Farlete	7
Junio 2011	50105	Fayón	15
Junio 2011	50106	Fayos (Los)	3
Junio 2011	50107	Figueruelas	76
Junio 2011	50108	Fombuena	1
Junio 2011	50109	Frago (El)	2
