Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas que son mano de obra familiar y titulares explotación	Personas que son mano de obra familiar y cónyuges	Personas que son mano de obra familiar distinta a las anteriores (otros)	Personas mano obra familiar son titulares <35 años	Personas mano obra familiar son titulares de 35 a 54 años	Personas mano obra familiar son titulares de 55 a 64 años	Personas mano obra familiar son titulares de más de 65 años	Personas mano obra familiar cónyuge <35 años	Personas mano obra familiar cónyuge de 35 a 54 años	Personas mano obra familiar cónyuge de 55 a 64 años	Personas mano obra familiar cónyuge de más de 65 años	Personas mano obra familiar otros (otra relación) con <35 años	Personas mano obra familiar otros de 35 a 54 años	Personas mano obra familiar otros de 55 a 64 años	Personas mano obra familiar otros de más de 65 años
1999	50018	Alfamén	746	369	115	262	47	163	88	71	18	58	27	12	124	87	20	31
1999	50019	Alforque	19	11	5	3	1	5	4	1	0	0	4	1	1	1	1	0
1999	50020	Alhama de Aragón	80	59	1	20	2	16	13	28	0	1	0	0	9	4	4	3
1999	50021	Almochuel	21	16	3	2	2	6	6	2	0	2	1	0	2	0	0	0
1999	50022	Almolda (La)	240	203	13	24	19	63	48	73	1	5	4	3	11	9	4	0
1999	50023	Almonacid de la Cuba	140	106	17	17	8	36	23	39	0	10	4	3	6	9	1	1
1999	50024	Almonacid de la Sierra	593	361	92	140	39	134	79	109	5	49	24	14	84	31	10	15
1999	50025	Almunia de Doña Godina (La)	1671	670	251	750	44	266	160	200	15	133	65	38	384	237	41	88
1999	50026	Alpartir	473	250	66	157	16	109	57	68	5	38	17	6	65	56	14	22
1999	50027	Ambel	288	198	35	55	18	55	45	80	1	21	9	4	21	27	6	1
1999	50028	Anento	68	42	11	15	1	16	14	11	0	6	2	3	2	5	4	4
1999	50029	Aniñón	770	352	206	212	38	135	101	78	27	91	57	31	133	40	14	25
1999	50030	Añón de Moncayo	84	51	16	17	3	20	20	8	0	6	6	4	10	2	1	4
1999	50031	Aranda de Moncayo	131	102	15	14	6	31	28	37	2	3	7	3	8	3	2	1
1999	50032	Arándiga	209	163	18	28	9	33	44	77	0	9	6	3	10	10	4	4
1999	50033	Ardisa	23	19	3	1	1	9	5	4	0	2	1	0	0	1	0	0
1999	50034	Ariza	146	109	15	22	14	29	27	39	1	6	3	5	6	6	2	8
1999	50035	Artieda	17	14	1	2	1	3	4	6	0	1	0	0	1	1	0	0
1999	50036	Asín	33	24	0	9	0	9	1	14	0	0	0	0	0	5	2	2
1999	50037	Atea	199	135	32	32	7	45	35	48	3	16	8	5	14	15	2	1
1999	50038	Ateca	487	240	74	173	15	66	75	84	6	37	25	6	97	47	15	14
1999	50039	Azuara	222	160	24	38	9	48	57	46	3	5	14	2	19	14	3	2
1999	50040	Badules	47	39	4	4	4	4	11	20	0	1	3	0	0	2	1	1
1999	50041	Bagüés	6	5	1	0	2	1	1	1	0	0	1	0	0	0	0	0
1999	50042	Balconchán	38	27	6	5	1	2	5	19	0	1	1	4	2	0	0	3
1999	50043	Bárboles	84	71	2	11	3	27	18	23	0	1	1	0	7	4	0	0
1999	50044	Bardallur	110	83	14	13	4	31	23	25	1	12	1	0	2	7	3	1
1999	50045	Belchite	751	474	121	156	41	147	127	159	11	47	40	23	69	64	13	10
1999	50046	Belmonte de Gracián	149	91	17	41	10	27	22	32	1	8	6	2	13	7	6	15
1999	50047	Berdejo	9	9	0	0	0	2	4	3	0	0	0	0	0	0	0	0
1999	50048	Berrueco	26	19	1	6	1	6	5	7	0	1	0	0	2	4	0	0
1999	50050	Bijuesca	38	25	4	9	2	7	5	11	0	2	0	2	1	5	1	2
1999	50051	Biota	278	200	15	63	18	89	63	30	2	9	1	3	42	12	5	4
1999	50052	Bisimbre	63	33	11	19	2	12	7	12	0	8	3	0	14	2	1	2
1999	50053	Boquiñeni	227	148	38	41	7	63	41	37	3	19	14	2	32	7	2	0
1999	50054	Bordalba	22	18	2	2	2	5	8	3	0	1	1	0	2	0	0	0
1999	50055	Borja	1085	591	178	316	46	253	130	162	11	113	34	20	178	96	17	25
1999	50056	Botorrita	53	39	9	5	2	10	14	13	0	5	3	1	2	0	1	2
1999	50057	Brea de Aragón	162	117	17	28	9	38	30	40	1	9	3	4	11	15	1	1
1999	50058	Bubierca	37	32	1	4	6	13	4	9	0	0	1	0	2	2	0	0
1999	50059	Bujaraloz	246	162	24	60	39	59	37	27	5	12	5	2	24	12	16	8
1999	50060	Bulbuente	198	144	24	30	11	42	25	66	0	9	4	11	10	10	8	2
1999	50061	Bureta	170	85	29	56	5	41	22	17	0	18	9	2	25	20	9	2
1999	50062	Burgo de Ebro (El)	123	98	12	13	9	31	24	34	0	6	3	3	8	3	0	2
1999	50063	Buste (El)	53	27	13	13	2	10	5	10	0	3	7	3	7	3	2	1
1999	50064	Cabañas de Ebro	122	89	6	27	2	34	28	25	0	5	1	0	12	10	4	1
1999	50065	Cabolafuente	26	18	2	6	2	6	5	5	0	0	2	0	2	4	0	0
1999	50066	Cadrete	49	32	8	9	3	4	15	10	0	1	5	2	6	2	1	0
1999	50067	Calatayud	613	465	49	99	38	146	125	156	4	18	23	4	48	28	8	15
1999	50068	Calatorao	798	462	117	219	36	160	115	151	6	63	34	14	130	65	11	13
1999	50069	Calcena	23	18	1	4	2	4	3	9	0	1	0	0	0	2	0	2
1999	50070	Calmarza	28	23	2	3	0	13	4	6	0	1	0	1	0	2	0	1
1999	50071	Campillo de Aragón	62	42	6	14	7	18	7	10	1	4	0	1	4	6	4	0
1999	50072	Carenas	58	40	8	10	2	7	10	21	0	5	1	2	3	7	0	0
1999	50073	Cariñena	869	622	102	145	56	260	136	170	5	57	24	16	70	49	13	13
1999	50074	Caspe	1400	928	228	244	110	349	245	224	18	116	56	38	96	55	45	48
1999	50075	Castejón de Alarba	75	51	15	9	7	17	7	20	0	7	4	4	1	5	2	1
1999	50076	Castejón de las Armas	48	35	7	6	2	10	5	18	0	2	3	2	3	2	1	0
1999	50077	Castejón de Valdejasa	133	123	5	5	9	38	22	54	0	1	2	2	4	0	0	1
1999	50078	Castiliscar	131	105	7	19	7	23	27	48	0	5	2	0	2	9	8	0
1999	50079	Cervera de la Cañada	234	142	26	66	16	38	44	44	1	14	9	2	32	16	10	8
1999	50080	Cerveruela	6	6	0	0	0	0	2	4	0	0	0	0	0	0	0	0
1999	50081	Cetina	82	74	3	5	6	38	11	19	1	0	1	1	1	3	1	0
1999	50082	Cimballa	47	34	3	10	1	13	7	13	0	2	1	0	3	3	0	4
1999	50083	Cinco Olivas	14	12	2	0	1	6	2	3	0	0	0	2	0	0	0	0
1999	50084	Clarés de Ribota	113	68	15	30	1	27	21	19	0	9	1	5	12	11	3	4
1999	50085	Codo	36	27	4	5	2	8	4	13	0	0	3	1	2	2	1	0
1999	50086	Codos	174	118	24	32	5	27	29	57	3	7	7	7	16	6	6	4
1999	50087	Contamina	21	16	1	4	0	4	5	7	0	1	0	0	2	1	0	1
1999	50088	Cosuenda	412	249	69	94	28	103	56	62	9	34	15	11	51	22	9	12
1999	50089	Cuarte de Huerva	16	12	1	3	0	2	5	5	0	0	1	0	3	0	0	0
1999	50090	Cubel	89	71	8	10	10	28	17	16	1	4	3	0	2	5	3	0
1999	50091	Cuerlas (Las)	42	37	2	3	7	14	1	15	0	2	0	0	2	1	0	0
1999	50092	Chiprana	53	45	7	1	6	12	16	11	0	3	3	1	0	0	1	0
1999	50093	Chodes	113	70	19	24	2	10	25	33	1	5	6	7	10	8	2	4
1999	50094	Daroca	305	255	16	34	8	80	47	120	0	6	4	6	6	17	3	8
1999	50095	Ejea de los Caballeros	1925	1245	188	492	197	556	266	226	16	139	25	8	247	142	57	46
1999	50096	Embid de Ariza	29	21	4	4	1	9	2	9	0	2	0	2	3	1	0	0
1999	50098	Encinacorba	280	164	35	81	8	53	29	74	0	12	12	11	27	38	5	11
1999	50099	Épila	1043	571	144	328	50	223	141	157	5	92	37	10	185	102	22	19
1999	50100	Erla	46	39	3	4	4	15	5	15	0	2	0	1	0	3	1	0
1999	50101	Escatrón	311	171	74	66	15	59	34	63	3	40	13	18	16	29	7	14
1999	50102	Fabara	509	292	129	88	39	107	59	87	14	53	29	33	49	12	10	17
1999	50104	Farlete	182	97	10	75	9	38	23	27	0	6	3	1	15	34	11	15
1999	50105	Fayón	195	122	44	29	6	30	23	63	3	16	14	11	10	7	3	9
1999	50106	Fayos (Los)	89	51	7	31	1	7	10	33	0	2	3	2	7	18	3	3
1999	50107	Figueruelas	164	91	16	57	7	25	26	33	1	7	7	1	30	14	3	10
1999	50108	Fombuena	5	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0
1999	50109	Frago (El)	20	18	1	1	0	1	2	15	0	0	0	1	1	0	0	0
1999	50110	Frasno (El)	508	290	91	127	25	100	54	111	9	40	25	17	55	44	12	16
1999	50111	Fréscano	66	43	11	12	4	21	10	8	0	6	4	1	10	2	0	0
1999	50113	Fuendejalón	442	324	55	63	36	171	74	43	1	32	18	4	25	20	13	5
1999	50114	Fuendetodos	62	41	5	16	4	13	6	18	0	1	1	3	5	8	1	2
1999	50115	Fuentes de Ebro	645	536	35	74	51	206	142	137	0	19	12	4	40	25	4	5
1999	50116	Fuentes de Jiloca	104	76	12	16	9	25	22	20	1	8	1	2	6	5	1	4
1999	50117	Gallocanta	42	34	7	1	6	12	7	9	0	5	2	0	0	1	0	0
1999	50118	Gallur	344	279	32	33	19	98	67	95	2	18	7	5	20	11	0	2
1999	50119	Gelsa	273	195	42	36	30	70	52	43	1	19	9	13	18	11	5	2
1999	50120	Godojos	60	47	3	10	2	13	11	21	0	0	2	1	2	4	1	3
1999	50121	Gotor	178	110	27	41	4	41	37	28	1	19	6	1	18	19	4	0
1999	50122	Grisel	60	47	8	5	1	11	11	24	0	1	2	5	3	1	0	1
1999	50123	Grisén	84	43	7	34	1	9	12	21	0	3	2	2	14	16	0	4
1999	50124	Herrera de los Navarros	194	158	18	18	26	47	30	55	3	6	7	2	6	11	1	0
1999	50125	Ibdes	203	169	11	23	12	54	37	66	0	5	5	1	12	5	5	1
1999	50126	Illueca	343	244	33	66	14	73	61	96	1	15	9	8	22	33	7	4
1999	50128	Isuerre	24	20	0	4	0	3	3	14	0	0	0	0	0	1	3	0
1999	50129	Jaraba	53	41	3	9	4	17	8	12	0	2	1	0	2	3	2	2
1999	50130	Jarque de Moncayo	364	195	78	91	14	61	53	67	5	25	24	24	44	29	5	13
1999	50131	Jaulín	51	34	9	8	3	16	11	4	0	4	3	2	5	1	1	1
1999	50132	Joyosa (La)	52	39	9	4	3	16	14	6	0	7	2	0	2	1	0	1
1999	50133	Lagata	44	40	1	3	3	13	4	20	0	1	0	0	0	2	0	1
1999	50134	Langa del Castillo	106	87	4	15	5	35	21	26	0	3	0	1	5	8	0	2
1999	50135	Layana	4	4	0	0	2	0	1	1	0	0	0	0	0	0	0	0
1999	50136	Lécera	245	195	24	26	14	59	46	76	2	15	4	3	16	9	1	0
1999	50137	Leciñena	326	271	29	26	21	100	62	88	0	14	8	7	5	12	4	5
1999	50138	Lechón	17	13	1	3	2	3	2	6	0	1	0	0	2	0	1	0
1999	50139	Letux	190	122	32	36	7	37	31	47	2	13	9	8	14	16	2	4
1999	50140	Litago	71	48	15	8	1	21	11	15	0	6	6	3	4	2	1	1
1999	50141	Lituénigo	163	94	30	39	11	48	13	22	0	18	6	6	10	6	3	20
1999	50142	Lobera de Onsella	44	36	1	7	0	8	4	24	0	0	0	1	2	3	1	1
1999	50143	Longares	424	252	62	110	32	109	74	37	5	41	13	3	74	23	10	3
1999	50144	Longás	20	19	0	1	0	6	2	11	0	0	0	0	0	0	1	0
1999	50146	Lucena de Jalón	75	46	11	18	3	25	4	14	0	7	4	0	11	4	0	3
1999	50147	Luceni	177	133	17	27	8	45	32	48	0	15	2	0	12	14	1	0
1999	50148	Luesia	93	71	6	16	5	36	12	18	0	4	2	0	4	7	0	5
1999	50149	Luesma	7	7	0	0	1	2	3	1	0	0	0	0	0	0	0	0
1999	50150	Lumpiaque	254	169	45	40	10	48	42	69	1	23	12	9	14	17	2	7
1999	50151	Luna	347	324	4	19	37	99	70	118	1	3	0	0	9	8	0	2
1999	50152	Maella	994	552	207	235	53	212	121	166	15	125	42	25	103	39	25	68
1999	50153	Magallón	660	330	95	235	24	121	77	108	4	47	27	17	110	78	19	28
1999	50154	Mainar	39	33	1	5	6	11	7	9	1	0	0	0	3	2	0	0
1999	50155	Malanquilla	35	28	1	6	3	6	9	10	0	0	1	0	2	0	4	0
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	201	84	25	92	4	27	24	29	1	7	10	7	54	26	4	8
1999	50159	Maluenda	365	242	50	73	15	79	62	86	0	30	13	7	50	10	7	6
1999	50160	Mallén	384	303	33	48	31	119	74	79	4	16	9	4	24	15	6	3
1999	50161	Manchones	63	60	0	3	2	16	11	31	0	0	0	0	2	0	0	1
1999	50162	Mara	130	89	22	19	12	20	27	30	2	12	6	2	10	6	2	1
1999	50163	María de Huerva	71	55	8	8	9	24	11	11	2	5	0	1	4	2	2	0
1999	50164	Mediana de Aragón	115	88	11	16	6	43	19	20	0	8	1	2	2	11	1	2
1999	50165	Mequinenza	867	411	214	242	39	130	117	125	21	91	62	40	125	73	27	17
1999	50166	Mesones de Isuela	164	115	20	29	5	45	33	32	0	9	5	6	15	12	1	1
1999	50167	Mezalocha	133	97	18	18	14	35	22	26	2	10	5	1	5	9	1	3
1999	50168	Mianos	17	15	1	1	5	2	4	4	0	0	1	0	0	0	1	0
1999	50169	Miedes de Aragón	262	151	38	73	27	50	29	45	8	20	7	3	33	21	9	10
1999	50170	Monegrillo	206	145	9	52	4	66	42	33	0	4	3	2	5	26	10	11
1999	50171	Moneva	67	53	7	7	4	24	18	7	0	1	4	2	4	3	0	0
1999	50172	Monreal de Ariza	91	63	12	16	11	25	20	7	0	5	4	3	13	2	1	0
1999	50173	Monterde	84	60	11	13	4	15	24	17	1	4	5	1	6	7	0	0
1999	50174	Montón	62	30	7	25	2	5	17	6	0	1	5	1	17	3	4	1
1999	50175	Morata de Jalón	596	352	71	173	15	95	82	160	0	36	21	14	77	67	18	11
1999	50176	Morata de Jiloca	143	87	27	29	9	25	21	32	5	8	10	4	7	10	4	8
1999	50177	Morés	178	136	15	27	4	39	24	69	0	9	2	4	9	14	0	4
1999	50178	Moros	356	214	38	104	14	69	45	86	5	13	15	5	34	24	16	30
1999	50179	Moyuela	102	79	5	18	2	28	20	29	0	3	1	1	3	10	4	1
1999	50180	Mozota	19	16	2	1	1	3	3	9	0	0	1	1	0	0	0	1
1999	50181	Muel	377	204	48	125	18	69	40	77	1	22	12	13	53	41	18	13
1999	50182	Muela (La)	400	192	58	150	10	74	36	72	2	38	13	5	67	52	19	12
1999	50183	Munébrega	311	204	45	62	29	63	39	73	8	24	8	5	29	24	5	4
1999	50184	Murero	68	61	2	5	4	19	12	26	0	0	1	1	3	1	1	0
1999	50185	Murillo de Gállego	46	39	3	4	2	13	7	17	0	1	1	1	2	1	1	0
1999	50186	Navardún	39	33	1	5	1	11	8	13	0	0	1	0	3	2	0	0
1999	50187	Nigüella	41	33	3	5	2	8	12	11	0	0	2	1	0	2	2	1
1999	50188	Nombrevilla	21	15	2	4	1	3	4	7	0	0	2	0	2	0	2	0
1999	50189	Nonaspe	363	225	89	49	18	89	43	75	4	40	24	21	27	11	4	7
1999	50190	Novallas	296	211	26	59	12	56	49	94	1	9	8	8	27	24	1	7
1999	50191	Novillas	263	212	23	28	20	104	52	36	2	15	4	2	9	13	4	2
1999	50192	Nuévalos	22	19	0	3	1	9	4	5	0	0	0	0	2	1	0	0
1999	50193	Nuez de Ebro	40	37	2	1	6	6	12	13	0	1	1	0	0	0	0	1
1999	50194	Olvés	107	64	20	23	6	23	18	17	2	10	5	3	15	6	0	2
1999	50195	Orcajo	68	43	16	9	1	10	12	20	0	4	7	5	4	4	1	0
1999	50196	Orera	113	63	20	30	5	24	11	23	1	10	5	4	14	11	2	3
1999	50197	Orés	71	44	3	24	3	12	5	24	1	1	0	1	6	11	4	3
1999	50198	Oseja	39	25	6	8	0	4	10	11	0	1	4	1	2	5	0	1
1999	50199	Osera de Ebro	39	34	1	4	2	14	11	7	0	1	0	0	2	1	0	1
1999	50200	Paniza	531	269	76	186	11	126	59	73	1	58	7	10	107	55	9	15
1999	50201	Paracuellos de Jiloca	235	149	34	52	9	51	29	60	0	18	7	9	21	20	3	8
1999	50202	Paracuellos de la Ribera	182	143	17	22	10	34	29	70	1	6	7	3	10	8	3	1
1999	50203	Pastriz	110	89	9	12	9	20	26	34	0	2	2	5	1	7	2	2
1999	50204	Pedrola	422	303	61	58	18	111	82	92	3	28	19	11	25	18	11	4
1999	50205	Pedrosas (Las)	28	24	3	1	2	9	1	12	1	1	1	0	1	0	0	0
1999	50206	Perdiguera	120	99	8	13	13	36	20	30	0	5	1	2	7	5	1	0
1999	50207	Piedratajada	23	21	1	1	2	13	2	4	0	1	0	0	0	0	1	0
1999	50208	Pina de Ebro	541	457	28	56	38	129	113	177	1	10	9	8	13	27	9	7
1999	50209	Pinseque	175	138	19	18	2	49	39	48	0	10	4	5	9	5	2	2
1999	50210	Pintanos (Los)	48	42	0	6	3	8	11	20	0	0	0	0	1	4	0	1
1999	50211	Plasencia de Jalón	139	86	23	30	8	33	20	25	2	11	5	5	18	9	1	2
1999	50212	Pleitas	22	17	3	2	1	5	5	6	0	2	0	1	1	1	0	0
1999	50213	Plenas	82	67	7	8	4	16	17	30	1	2	2	2	3	2	3	0
1999	50214	Pomer	3	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0
1999	50215	Pozuel de Ariza	9	6	1	2	1	1	2	2	0	0	0	1	0	0	2	0
1999	50216	Pozuelo de Aragón	133	64	10	59	6	22	20	16	0	2	6	2	24	22	8	5
1999	50217	Pradilla de Ebro	143	112	13	18	4	41	31	36	2	8	2	1	10	6	1	1
1999	50218	Puebla de Albortón	71	48	16	7	5	17	16	10	0	9	5	2	3	1	2	1
1999	50219	Puebla de Alfindén (La)	73	66	5	2	4	22	16	24	0	2	0	3	1	1	0	0
1999	50220	Puendeluna	20	15	2	3	2	7	0	6	0	0	1	1	1	1	0	1
1999	50221	Purujosa	5	5	0	0	0	2	1	2	0	0	0	0	0	0	0	0
1999	50222	Quinto	284	252	16	16	26	109	59	58	1	7	6	2	8	8	0	0
1999	50223	Remolinos	132	89	17	26	4	37	23	25	0	9	8	0	10	6	6	4
1999	50224	Retascón	58	40	7	11	1	9	17	13	0	1	4	2	2	5	2	2
1999	50225	Ricla	927	495	141	291	56	182	121	136	11	83	37	10	169	82	15	25
1999	50227	Romanos	35	35	0	0	3	16	13	3	0	0	0	0	0	0	0	0
1999	50228	Rueda de Jalón	301	168	53	80	16	63	45	44	1	31	16	5	35	24	15	6
1999	50229	Ruesca	47	27	2	18	5	11	7	4	0	1	1	0	10	2	0	6
1999	50230	Sádaba	273	222	13	38	29	90	47	56	0	9	2	2	10	20	2	6
1999	50231	Salillas de Jalón	52	36	3	13	3	9	11	13	0	0	1	2	4	9	0	0
1999	50232	Salvatierra de Esca	37	31	2	4	1	11	6	13	0	2	0	0	1	3	0	0
1999	50233	Samper del Salz	19	12	4	3	0	6	1	5	0	2	1	1	3	0	0	0
1999	50234	San Martín de la Virgen de Moncayo	28	22	4	2	2	11	3	6	0	2	1	1	0	0	1	1
1999	50235	San Mateo de Gállego	254	199	14	41	11	69	45	74	0	8	4	2	7	26	6	2
1999	50236	Santa Cruz de Grío	207	106	43	58	2	46	17	41	2	18	10	13	24	15	9	10
1999	50237	Santa Cruz de Moncayo	55	38	7	10	2	16	6	14	1	4	1	1	2	4	2	2
1999	50238	Santa Eulalia de Gállego	28	23	1	4	1	6	8	8	0	0	1	0	4	0	0	0
1999	50239	Santed	34	22	6	6	0	9	6	7	0	3	0	3	2	4	0	0
1999	50240	Sástago	330	221	53	56	35	85	49	52	5	26	15	7	25	14	12	5
1999	50241	Saviñán	220	158	30	32	12	36	40	70	1	10	7	12	12	15	1	4
1999	50242	Sediles	38	33	3	2	0	7	13	13	0	3	0	0	1	1	0	0
1999	50243	Sestrica	308	186	42	80	7	46	55	78	3	15	15	9	39	30	5	6
1999	50244	Sierra de Luna	66	62	2	2	6	14	17	25	0	0	1	1	1	0	0	1
1999	50245	Sigüés	41	34	1	6	0	12	7	15	0	0	0	1	2	3	0	1
1999	50246	Sisamón	19	15	0	4	1	8	5	1	0	0	0	0	2	1	1	0
1999	50247	Sobradiel	95	78	4	13	5	23	23	27	0	1	1	2	1	6	4	2
1999	50248	Sos del Rey Católico	299	235	14	50	14	73	61	87	0	6	7	1	16	28	5	1
1999	50249	Tabuenca	363	185	59	119	2	60	63	60	1	27	20	11	59	40	15	5
1999	50250	Talamantes	18	13	2	3	1	2	4	6	1	0	1	0	0	1	1	1
1999	50251	Tarazona	1114	887	99	128	48	242	268	329	2	49	29	19	52	45	13	18
1999	50252	Tauste	1467	1197	107	163	128	514	231	324	5	71	20	11	60	74	13	16
1999	50253	Terrer	174	105	26	43	10	26	31	38	3	9	7	7	18	16	5	4
1999	50254	Tierga	137	103	8	26	11	35	30	27	2	4	1	1	9	13	2	2
1999	50255	Tobed	161	97	31	33	4	28	33	32	3	10	14	4	14	11	2	6
1999	50256	Torralba de los Frailes	47	36	7	4	2	19	8	7	0	6	1	0	0	3	1	0
1999	50257	Torralba de Ribota	179	120	39	20	8	28	34	50	0	11	15	13	6	5	4	5
1999	50258	Torralbilla	19	17	0	2	0	5	4	8	0	0	0	0	1	0	0	1
1999	50259	Torrehermosa	20	18	0	2	4	4	7	3	0	0	0	0	1	1	0	0
1999	50260	Torrelapaja	14	8	4	2	0	1	4	3	0	1	2	1	0	1	1	0
1999	50261	Torrellas	47	40	3	4	0	6	7	27	0	1	0	2	0	2	2	0
1999	50262	Torres de Berrellén	239	187	22	30	15	64	45	63	0	11	8	3	7	19	2	2
1999	50263	Torrijo de la Cañada	150	130	4	16	5	34	29	62	0	3	1	0	3	5	0	8
1999	50264	Tosos	181	145	15	21	10	49	35	51	1	6	4	4	5	8	4	4
1999	50265	Trasmoz	52	42	6	4	0	14	12	16	0	2	3	1	1	0	1	2
1999	50266	Trasobares	141	105	17	19	7	31	29	38	1	8	5	3	10	4	2	3
1999	50267	Uncastillo	117	102	2	13	6	39	36	21	0	2	0	0	5	3	3	2
1999	50268	Undués de Lerda	21	18	1	2	0	6	4	8	0	1	0	0	1	0	0	1
1999	50269	Urrea de Jalón	116	77	19	20	10	23	22	22	2	5	10	2	7	9	2	2
1999	50270	Urriés	26	22	0	4	0	1	4	17	0	0	0	0	1	2	0	1
1999	50271	Used	165	133	15	17	10	50	28	45	3	7	5	0	11	3	3	0
1999	50272	Utebo	148	113	12	23	13	32	39	29	0	8	4	0	15	2	2	4
1999	50273	Valdehorna	85	51	8	26	4	16	11	20	1	2	2	3	7	9	4	6
1999	50274	Val de San Martín	38	28	4	6	3	8	7	10	0	2	2	0	4	0	2	0
1999	50275	Valmadrid	33	22	1	10	3	8	3	8	0	1	0	0	4	3	1	2
1999	50276	Valpalmas	50	46	1	3	2	16	11	17	0	1	0	0	0	0	1	2
1999	50277	Valtorres	36	18	7	11	1	4	3	10	0	2	1	4	3	7	1	0
1999	50278	Velilla de Ebro	42	39	2	1	10	15	10	4	0	1	1	0	1	0	0	0
1999	50279	Velilla de Jiloca	56	38	7	11	8	8	5	17	1	4	0	2	0	4	2	5
1999	50280	Vera de Moncayo	253	140	39	74	9	56	25	50	0	18	5	16	29	27	3	15
1999	50281	Vierlas	35	24	5	6	2	7	5	10	0	3	1	1	0	3	1	2
1999	50282	Vilueña (La)	118	61	16	41	5	12	16	28	2	6	1	7	16	15	4	6
1999	50283	Villadoz	34	31	2	1	2	6	12	11	0	0	2	0	1	0	0	0
1999	50284	Villafeliche	76	41	13	22	1	8	13	19	3	3	1	6	8	5	2	7
1999	50285	Villafranca de Ebro	163	121	17	25	6	42	33	40	0	6	5	6	9	5	5	6
1999	50286	Villalba de Perejil	56	47	5	4	2	24	14	7	0	4	1	0	1	2	0	1
1999	50287	Villalengua	174	128	29	17	19	45	28	36	3	17	8	1	3	7	3	4
1999	50288	Villanueva de Gállego	192	136	14	42	7	53	30	46	0	9	2	3	13	12	6	11
1999	50289	Villanueva de Jiloca	54	47	3	4	0	12	14	21	0	1	2	0	1	2	1	0
1999	50290	Villanueva de Huerva	207	170	21	16	15	46	43	66	2	12	4	3	7	4	1	4
1999	50291	Villar de los Navarros	84	63	12	9	6	14	22	21	0	1	9	2	1	6	1	1
1999	50292	Villarreal de Huerva	36	26	5	5	3	6	11	6	0	1	3	1	0	2	2	1
1999	50293	Villarroya de la Sierra	401	256	55	90	10	73	68	105	1	25	17	12	36	35	4	15
1999	50294	Villarroya del Campo	26	23	3	0	0	11	6	6	0	1	1	1	0	0	0	0
1999	50295	Vistabella	23	13	4	6	0	1	6	6	0	0	1	3	2	4	0	0
1999	50296	Zaida (La)	87	59	12	16	7	19	21	12	0	3	5	4	5	3	5	3
1999	50297	Zaragoza	2255	1691	213	351	127	513	443	608	9	97	67	40	109	147	46	49
1999	50298	Zuera	616	455	42	119	45	151	109	150	1	27	4	10	40	46	8	25
1999	50901	Biel	47	41	1	5	4	10	10	17	0	1	0	0	0	1	3	1
1999	50902	Marracos	17	17	0	0	2	7	7	1	0	0	0	0	0	0	0	0
