Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas que son mano de obra familiar y titulares explotación	Personas que son mano de obra familiar y cónyuges	Personas que son mano de obra familiar distinta a las anteriores (otros)	Personas mano obra familiar son titulares <35 años	Personas mano obra familiar son titulares de 35 a 54 años	Personas mano obra familiar son titulares de 55 a 64 años	Personas mano obra familiar son titulares de más de 65 años	Personas mano obra familiar cónyuge <35 años	Personas mano obra familiar cónyuge de 35 a 54 años	Personas mano obra familiar cónyuge de 55 a 64 años	Personas mano obra familiar cónyuge de más de 65 años	Personas mano obra familiar otros (otra relación) con <35 años	Personas mano obra familiar otros de 35 a 54 años	Personas mano obra familiar otros de 55 a 64 años	Personas mano obra familiar otros de más de 65 años
1989	44099	Escucha	110	85	4	21	6	16	26	37	0	2	2	0	13	4	1	3
1989	44100	Estercuel	133	127	2	4	0	20	32	75	0	1	1	0	3	1	0	0
1989	44101	Ferreruela de Huerva	30	26	2	2	3	8	15	0	0	1	1	0	0	0	1	1
1989	44102	Fonfría	21	11	7	3	0	2	9	0	0	6	1	0	3	0	0	0
1989	44103	Formiche Alto	74	49	24	1	2	15	16	16	1	9	10	4	0	0	0	1
1989	44105	Fórnoles	299	218	37	44	7	58	57	96	3	15	14	5	13	16	9	6
1989	44106	Fortanete	141	100	24	17	8	38	33	21	2	13	8	1	8	6	3	0
1989	44107	Foz-Calanda	122	63	26	33	9	22	23	9	1	14	8	3	23	7	2	1
1989	44108	Fresneda (La)	447	309	85	53	17	88	88	116	7	33	28	17	29	6	6	12
1989	44109	Frías de Albarracín	47	34	5	8	6	12	11	5	0	2	3	0	2	5	1	0
1989	44110	Fuenferrada	29	27	2	0	2	9	11	5	0	1	1	0	0	0	0	0
1989	44111	Fuentes Calientes	73	43	16	14	1	20	11	11	0	12	3	1	9	5	0	0
1989	44112	Fuentes Claras	208	153	40	15	5	58	64	26	1	27	11	1	10	4	1	0
1989	44113	Fuentes de Rubielos	85	78	2	5	6	11	22	39	0	0	1	1	4	0	0	1
1989	44114	Fuentespalda	209	149	47	13	11	57	42	39	6	33	8	0	8	3	2	0
1989	44115	Galve	77	40	20	17	0	12	18	10	0	14	5	1	11	4	2	0
1989	44116	Gargallo	101	95	2	4	0	15	20	60	0	0	1	1	1	2	1	0
1989	44117	Gea de Albarracín	156	125	16	15	9	31	46	39	0	7	6	3	11	2	1	1
1989	44118	Ginebrosa (La)	232	157	52	23	16	39	44	58	7	19	23	3	13	7	1	2
1989	44119	Griegos	37	32	3	2	2	20	7	3	0	1	2	0	1	1	0	0
1989	44120	Guadalaviar	65	49	6	10	7	18	16	8	0	3	3	0	9	1	0	0
1989	44121	Gúdar	77	54	13	10	2	18	19	15	0	8	2	3	6	3	1	0
1989	44122	Híjar	449	364	57	28	19	112	131	102	0	29	25	3	22	4	0	2
1989	44123	Hinojosa de Jarque	62	51	4	7	7	13	21	10	0	2	2	0	3	4	0	0
1989	44124	Hoz de la Vieja (La)	99	87	11	1	6	26	28	27	0	9	1	1	1	0	0	0
1989	44125	Huesa del Común	51	48	1	2	1	12	13	22	0	1	0	0	1	1	0	0
1989	44126	Iglesuela del Cid (La)	171	126	39	6	3	50	30	43	1	11	26	1	4	1	1	0
1989	44127	Jabaloyas	58	33	19	6	2	8	15	8	0	9	10	0	6	0	0	0
1989	44128	Jarque de la Val	44	24	6	14	2	10	8	4	0	2	3	1	6	4	3	1
1989	44129	Jatiel	11	9	2	0	1	1	4	3	1	1	0	0	0	0	0	0
1989	44130	Jorcas	32	20	7	5	0	9	7	4	0	5	1	1	2	2	1	0
1989	44131	Josa	59	58	0	1	0	11	22	25	0	0	0	0	0	0	1	0
1989	44132	Lagueruela	28	22	5	1	0	11	9	2	0	2	3	0	1	0	0	0
1989	44133	Lanzuela	19	16	2	1	2	5	5	4	0	1	1	0	0	0	1	0
1989	44135	Libros	177	132	23	22	5	33	46	48	1	7	9	6	9	9	3	1
1989	44136	Lidón	36	23	9	4	1	14	7	1	1	6	2	0	4	0	0	0
1989	44137	Linares de Mora	184	119	35	30	1	39	33	46	2	20	10	3	25	4	1	0
1989	44138	Loscos	69	54	11	4	4	26	19	5	1	6	4	0	3	0	1	0
1989	44141	Lledó	104	61	24	19	7	19	22	13	3	11	10	0	13	3	3	0
1989	44142	Maicas	32	32	0	0	0	3	5	24	0	0	0	0	0	0	0	0
1989	44143	Manzanera	258	203	35	20	6	51	54	92	2	16	11	6	12	4	4	0
1989	44144	Martín del Río	123	109	4	10	7	30	38	34	1	2	1	0	2	4	4	0
1989	44145	Mas de las Matas	186	140	37	9	3	40	54	43	1	21	14	1	3	5	1	0
1989	44146	Mata de los Olmos (La)	54	49	3	2	1	21	17	10	0	1	0	2	0	2	0	0
1989	44147	Mazaleón	402	220	89	93	12	82	73	53	7	48	27	7	64	16	9	4
1989	44148	Mezquita de Jarque	43	27	6	10	5	11	8	3	0	3	3	0	5	4	1	0
1989	44149	Mirambel	62	39	15	8	7	19	11	2	5	9	1	0	4	1	3	0
1989	44150	Miravete de la Sierra	53	41	7	5	0	8	7	26	0	5	1	1	4	1	0	0
1989	44151	Molinos	162	107	39	16	7	25	35	40	3	15	14	7	11	3	0	2
1989	44152	Monforte de Moyuela	43	35	7	1	3	14	13	5	1	4	2	0	0	0	1	0
1989	44153	Monreal del Campo	376	278	73	25	17	95	118	48	5	31	33	4	12	6	6	1
1989	44154	Monroyo	141	125	5	11	5	32	47	41	0	1	3	1	6	5	0	0
1989	44155	Montalbán	163	138	13	12	2	22	41	73	0	4	5	4	1	7	3	1
1989	44156	Monteagudo del Castillo	41	34	6	1	3	14	10	7	0	0	4	2	1	0	0	0
1989	44157	Monterde de Albarracín	29	18	7	4	1	9	5	3	1	5	1	0	3	1	0	0
1989	44158	Mora de Rubielos	330	310	8	12	11	92	91	116	0	2	2	4	4	7	1	0
1989	44159	Moscardón	32	15	8	9	3	3	8	1	2	3	2	1	2	1	6	0
1989	44160	Mosqueruela	332	222	84	26	8	75	67	72	5	44	33	2	19	4	3	0
1989	44161	Muniesa	253	149	69	35	11	55	66	17	8	32	28	1	31	3	1	0
1989	44163	Noguera de Albarracín	50	44	2	4	3	10	15	16	1	1	0	0	3	1	0	0
1989	44164	Nogueras	14	12	1	1	0	4	6	2	0	1	0	0	0	1	0	0
1989	44165	Nogueruelas	138	120	10	8	6	27	31	56	0	5	4	1	3	4	1	0
1989	44167	Obón	99	87	7	5	0	12	24	51	1	4	2	0	4	1	0	0
1989	44168	Odón	115	80	25	10	11	33	27	9	1	18	4	2	10	0	0	0
1989	44169	Ojos Negros	125	90	22	13	15	36	32	7	3	12	7	0	9	2	2	0
1989	44171	Olba	320	305	13	2	6	40	61	198	3	6	3	1	0	1	1	0
1989	44172	Oliete	354	256	55	43	13	66	78	99	4	19	25	7	25	16	2	0
1989	44173	Olmos (Los)	106	70	14	22	6	23	27	14	1	9	3	1	14	4	4	0
1989	44174	Orihuela del Tremedal	44	41	1	2	7	17	12	5	1	0	0	0	1	0	1	0
1989	44175	Orrios	91	61	23	7	7	23	22	9	2	13	6	2	7	0	0	0
1989	44176	Palomar de Arroyos	59	53	1	5	5	12	18	18	0	0	1	0	3	1	1	0
1989	44177	Pancrudo	81	80	1	0	6	24	32	18	0	1	0	0	0	0	0	0
1989	44178	Parras de Castellote (Las)	58	40	14	4	3	8	18	11	0	5	8	1	4	0	0	0
1989	44179	Peñarroya de Tastavins	285	178	78	29	14	52	56	56	12	37	25	4	17	5	6	1
1989	44180	Peracense	29	17	6	6	0	11	6	0	0	6	0	0	1	5	0	0
1989	44181	Peralejos	38	26	12	0	0	7	12	7	1	5	6	0	0	0	0	0
1989	44182	Perales del Alfambra	137	99	19	19	12	29	38	20	4	10	5	0	12	3	2	2
1989	44183	Pitarque	113	97	10	6	4	18	25	50	1	3	5	1	5	0	1	0
1989	44184	Plou	21	18	3	0	0	5	4	9	0	3	0	0	0	0	0	0
1989	44185	Pobo (El)	90	57	19	14	6	27	12	12	1	14	4	0	9	1	4	0
1989	44187	Portellada (La)	122	70	33	19	4	28	20	18	4	22	6	1	12	3	1	3
1989	44189	Pozondón	43	34	5	4	6	7	13	8	0	1	4	0	1	0	2	1
1989	44190	Pozuel del Campo	36	22	10	4	5	8	8	1	4	3	2	1	0	3	1	0
1989	44191	Puebla de Híjar (La)	163	131	20	12	15	44	56	16	0	16	4	0	11	0	1	0
1989	44192	Puebla de Valverde (La)	312	284	17	11	14	67	68	135	1	8	8	0	9	0	2	0
1989	44193	Puertomingalvo	146	97	35	14	1	27	27	42	1	17	14	3	7	7	0	0
1989	44194	Ráfales	102	72	21	9	5	29	26	12	2	11	7	1	7	2	0	0
1989	44195	Rillo	40	30	1	9	3	8	13	6	0	0	1	0	3	2	3	1
1989	44196	Riodeva	328	278	37	13	2	64	97	115	0	22	13	2	8	3	2	0
1989	44197	Ródenas	50	38	8	4	8	12	14	4	1	6	1	0	1	1	2	0
1989	44198	Royuela	47	44	2	1	2	24	9	9	0	1	1	0	0	1	0	0
1989	44199	Rubiales	52	49	2	1	6	10	14	19	0	1	1	0	0	0	1	0
1989	44200	Rubielos de la Cérida	27	17	3	7	0	5	8	4	0	1	2	0	3	3	1	0
1989	44201	Rubielos de Mora	293	271	14	8	15	87	91	78	0	6	7	1	6	1	1	0
1989	44203	Salcedillo	6	4	2	0	1	1	1	1	0	1	0	1	0	0	0	0
1989	44204	Saldón	36	19	11	6	1	5	3	10	1	3	3	4	5	0	0	1
1989	44205	Samper de Calanda	263	210	35	18	16	77	81	36	3	20	8	4	7	8	1	2
1989	44206	San Agustín	222	185	25	12	7	41	47	90	2	6	16	1	10	1	1	0
1989	44207	San Martín del Río	264	184	67	13	4	49	69	62	0	28	29	10	7	6	0	0
1989	44208	Santa Cruz de Nogueras	15	12	1	2	0	6	5	1	1	0	0	0	0	1	1	0
1989	44209	Santa Eulalia	182	127	31	24	10	50	52	15	3	19	9	0	20	2	2	0
1989	44210	Sarrión	298	273	9	16	13	101	86	73	0	5	3	1	9	7	0	0
1989	44211	Segura de los Baños	23	20	2	1	0	9	6	5	0	2	0	0	1	0	0	0
1989	44212	Seno	59	49	6	4	2	14	21	12	0	2	4	0	1	0	3	0
1989	44213	Singra	55	28	13	14	2	8	14	4	0	8	5	0	10	2	1	1
1989	44215	Terriente	100	55	31	14	0	16	24	15	2	8	14	7	10	4	0	0
1989	44216	Teruel	666	476	140	50	20	158	182	116	5	81	48	6	32	15	3	0
1989	44217	Toril y Masegoso	23	10	7	6	1	3	2	4	0	1	3	3	6	0	0	0
1989	44218	Tormón	23	12	9	2	0	4	3	5	0	4	3	2	0	0	2	0
1989	44219	Tornos	122	73	42	7	2	35	26	10	2	25	13	2	7	0	0	0
1989	44220	Torralba de los Sisones	112	60	41	11	3	22	24	11	2	19	16	4	8	1	1	1
1989	44221	Torrecilla de Alcañiz	180	90	63	27	7	35	37	11	7	30	23	3	23	0	2	2
1989	44222	Torrecilla del Rebollar	59	38	18	3	5	13	17	3	2	7	9	0	3	0	0	0
1989	44223	Torre de Arcas	30	28	1	1	2	10	13	3	0	1	0	0	1	0	0	0
1989	44224	Torre de las Arcas	29	22	3	4	1	2	6	13	0	1	2	0	2	0	2	0
1989	44225	Torre del Compte	188	115	43	30	3	44	39	29	6	24	9	4	15	10	3	2
1989	44226	Torrelacárcel	106	71	23	12	2	23	33	13	2	12	9	0	7	4	1	0
1989	44227	Torre los Negros	53	38	11	4	3	9	8	18	0	6	1	4	4	0	0	0
1989	44228	Torremocha de Jiloca	70	46	15	9	3	13	21	9	0	5	9	1	6	3	0	0
1989	44229	Torres de Albarracín	40	36	2	2	5	14	12	5	0	2	0	0	1	1	0	0
1989	44230	Torrevelilla	156	92	38	26	6	17	32	37	4	13	13	8	19	2	2	3
1989	44231	Torrijas	59	33	20	6	1	7	8	17	0	5	6	9	3	1	2	0
1989	44232	Torrijo del Campo	246	140	88	18	19	51	54	16	13	34	38	3	13	3	0	2
1989	44234	Tramacastiel	184	169	9	6	3	30	44	92	0	2	5	2	3	3	0	0
1989	44235	Tramacastilla	27	20	2	5	3	6	9	2	1	1	0	0	5	0	0	0
1989	44236	Tronchón	66	46	11	9	4	23	9	10	2	2	6	1	5	3	1	0
1989	44237	Urrea de Gaén	173	139	25	9	15	51	38	35	1	19	4	1	8	1	0	0
1989	44238	Utrillas	82	66	3	13	5	22	19	20	0	1	2	0	5	3	1	4
1989	44239	Valacloche	73	65	3	5	0	7	21	37	0	1	2	0	0	4	1	0
1989	44240	Valbona	130	93	28	9	2	36	21	34	2	10	8	8	5	3	0	1
1989	44241	Valdealgorfa	392	205	109	78	15	69	67	54	11	46	39	13	34	26	14	4
1989	44243	Valdecuenca	10	5	3	2	0	2	2	1	2	0	1	0	2	0	0	0
1989	44244	Valdelinares	79	53	12	14	2	15	18	18	0	5	6	1	10	3	1	0
1989	44245	Valdeltormo	66	32	18	16	1	20	7	4	1	12	3	2	8	3	1	4
1989	44246	Valderrobres	627	384	122	121	43	138	115	88	18	62	37	5	65	34	15	7
1989	44247	Valjunquera	250	121	74	55	8	49	39	25	8	33	26	7	27	15	3	10
1989	44249	Vallecillo (El)	12	8	2	2	0	1	3	4	0	0	0	2	0	2	0	0
1989	44250	Veguillas de la Sierra	14	11	2	1	2	1	7	1	0	1	0	1	0	0	1	0
1989	44251	Villafranca del Campo	131	93	23	15	10	39	31	13	4	15	4	0	11	3	1	0
1989	44252	Villahermosa del Campo	25	23	1	1	4	12	6	1	0	1	0	0	1	0	0	0
1989	44256	Villanueva del Rebollar de la Sierra	19	11	8	0	0	6	4	1	0	6	2	0	0	0	0	0
1989	44257	Villar del Cobo	65	54	8	3	7	21	15	11	0	6	2	0	3	0	0	0
1989	44258	Villar del Salz	52	43	3	6	1	14	12	16	0	2	1	0	3	2	0	1
1989	44260	Villarluengo	146	85	31	30	10	23	20	32	6	15	6	4	15	5	9	1
1989	44261	Villarquemado	364	224	51	89	20	96	73	35	4	25	18	4	62	24	3	0
1989	44262	Villarroya de los Pinares	87	68	11	8	5	14	21	28	1	4	3	3	4	1	2	1
1989	44263	Villastar	111	60	35	16	3	19	24	14	1	16	13	5	14	2	0	0
1989	44264	Villel	545	401	70	74	14	118	80	189	4	37	15	14	35	29	4	6
1989	44265	Vinaceite	102	86	11	5	13	37	30	6	1	8	2	0	3	0	2	0
1989	44266	Visiedo	94	56	27	11	5	26	21	4	3	15	8	1	5	5	1	0
1989	44267	Vivel del Río Martín	38	29	8	1	1	15	8	5	0	6	1	1	0	1	0	0
1989	44268	Zoma (La)	30	26	1	3	1	6	6	13	0	1	0	0	0	2	0	1
1989	50001	Abanto	44	43	0	1	3	15	17	8	0	0	0	0	1	0	0	0
1989	50002	Acered	243	127	72	44	3	38	45	41	0	36	26	10	28	16	0	0
1989	50003	Agón	96	50	12	34	4	23	17	6	2	7	3	0	25	3	2	4
1989	50004	Aguarón	328	294	23	11	26	110	90	68	2	13	7	1	11	0	0	0
1989	50005	Aguilón	154	121	8	25	3	26	51	41	2	5	1	0	7	9	9	0
1989	50006	Ainzón	455	320	32	103	24	105	100	91	2	19	9	2	90	11	0	2
1989	50007	Aladrén	113	95	7	11	3	37	26	29	0	3	3	1	2	4	5	0
1989	50008	Alagón	830	765	17	48	69	250	232	214	1	12	4	0	31	16	1	0
1989	50009	Alarba	192	85	31	76	8	33	27	17	5	14	9	3	44	24	5	3
1989	50010	Alberite de San Juan	25	18	1	6	3	10	2	3	0	0	0	1	2	3	0	1
1989	50011	Albeta	4	4	0	0	1	1	2	0	0	0	0	0	0	0	0	0
1989	50012	Alborge	11	10	0	1	0	2	3	5	0	0	0	0	0	1	0	0
1989	50013	Alcalá de Ebro	125	111	8	6	6	43	32	30	0	7	1	0	3	3	0	0
1989	50014	Alcalá de Moncayo	62	45	8	9	2	22	7	14	0	6	1	1	3	4	2	0
1989	50015	Alconchel de Ariza	107	65	19	23	2	46	16	1	1	9	9	0	23	0	0	0
1989	50016	Aldehuela de Liestos	17	16	0	1	0	7	8	1	0	0	0	0	1	0	0	0
1989	50017	Alfajarín	294	232	6	56	22	117	69	24	0	4	1	1	26	23	5	2
1989	50018	Alfamén	571	355	19	197	29	137	113	76	1	16	2	0	119	63	12	3
1989	50019	Alforque	53	36	13	4	2	9	8	17	0	6	5	2	4	0	0	0
1989	50020	Alhama de Aragón	117	114	0	3	5	39	32	38	0	0	0	0	0	3	0	0
1989	50021	Almochuel	18	12	4	2	2	6	2	2	0	2	2	0	1	1	0	0
1989	50022	Almolda (La)	268	219	3	46	19	71	68	61	0	3	0	0	20	21	5	0
1989	50023	Almonacid de la Cuba	212	97	74	41	4	36	44	13	3	38	28	5	37	4	0	0
1989	50024	Almonacid de la Sierra	445	354	30	61	28	143	95	88	3	20	4	3	50	8	3	0
1989	50025	Almunia de Doña Godina (La)	1473	835	202	436	73	353	231	178	17	125	47	13	270	109	35	22
1989	50026	Alpartir	395	239	45	111	21	98	66	54	1	32	11	1	48	37	13	13
1989	50027	Ambel	266	183	20	63	8	64	43	68	0	9	9	2	27	27	7	2
1989	50028	Anento	21	17	2	2	1	7	7	2	0	1	0	1	2	0	0	0
1989	50029	Aniñón	448	319	94	35	21	148	88	62	12	56	24	2	19	10	5	1
1989	50030	Añón de Moncayo	135	100	15	20	4	22	34	40	0	6	8	1	11	6	3	0
1989	50031	Aranda de Moncayo	104	94	1	9	5	25	30	34	0	1	0	0	8	0	1	0
1989	50032	Arándiga	260	220	26	14	12	67	62	79	2	14	9	1	10	2	0	2
1989	50033	Ardisa	54	36	3	15	3	9	8	16	0	1	1	1	7	4	2	2
1989	50034	Ariza	269	256	2	11	17	61	70	108	0	1	1	0	4	1	2	4
1989	50035	Artieda	13	11	0	2	0	5	2	4	0	0	0	0	0	2	0	0
1989	50036	Asín	24	23	0	1	1	6	6	10	0	0	0	0	1	0	0	0
1989	50037	Atea	317	184	78	55	2	44	47	91	1	23	26	28	13	34	7	1
1989	50038	Ateca	686	434	56	196	33	156	92	153	6	32	14	4	95	75	24	2
1989	50039	Azuara	238	209	8	21	17	84	65	43	2	2	3	1	12	4	1	4
1989	50040	Badules	34	28	0	6	2	13	10	3	0	0	0	0	3	0	2	1
1989	50041	Bagüés	30	27	1	2	0	6	12	9	0	0	1	0	2	0	0	0
1989	50042	Balconchán	27	22	4	1	0	3	7	12	0	2	1	1	0	0	0	1
1989	50043	Bárboles	77	69	4	4	5	26	23	15	1	3	0	0	4	0	0	0
1989	50044	Bardallur	100	76	18	6	5	41	15	15	3	12	3	0	2	3	1	0
1989	50045	Belchite	535	499	28	8	25	164	146	164	2	16	10	0	6	1	1	0
1989	50046	Belmonte de Gracián	182	120	29	33	6	30	50	34	2	15	12	0	15	13	3	2
1989	50047	Berdejo	21	15	4	2	2	1	5	7	0	0	1	3	0	0	0	2
1989	50048	Berrueco	13	12	1	0	2	5	5	0	0	0	1	0	0	0	0	0
1989	50050	Bijuesca	101	81	5	15	4	25	23	29	0	4	0	1	2	11	1	1
1989	50051	Biota	399	319	11	69	27	116	89	87	0	5	4	2	36	29	4	0
1989	50052	Bisimbre	57	36	8	13	3	17	9	7	1	7	0	0	5	4	2	2
1989	50053	Boquiñeni	435	270	82	83	26	116	72	56	5	48	25	4	66	13	3	1
1989	50054	Bordalba	29	29	0	0	2	15	9	3	0	0	0	0	0	0	0	0
1989	50055	Borja	752	576	95	81	40	221	171	144	8	54	26	7	58	13	5	5
1989	50056	Botorrita	34	32	0	2	3	14	10	5	0	0	0	0	0	1	1	0
1989	50057	Brea de Aragón	253	156	36	61	8	50	53	45	3	22	9	2	33	20	6	2
1989	50058	Bubierca	53	52	0	1	4	8	17	23	0	0	0	0	0	1	0	0
1989	50059	Bujaraloz	228	195	1	32	29	70	72	24	0	0	1	0	18	5	6	3
1989	50060	Bulbuente	260	228	13	19	9	51	68	100	1	4	3	5	6	4	6	3
1989	50061	Bureta	101	77	12	12	3	46	16	12	1	9	0	2	4	5	3	0
1989	50062	Burgo de Ebro (El)	354	322	4	28	21	120	100	81	0	4	0	0	18	8	2	0
1989	50063	Buste (El)	42	21	12	9	2	8	3	8	0	6	2	4	9	0	0	0
1989	50064	Cabañas de Ebro	151	118	12	21	11	56	34	17	1	9	2	0	13	7	1	0
1989	50065	Cabolafuente	33	33	0	0	6	5	14	8	0	0	0	0	0	0	0	0
1989	50066	Cadrete	76	64	2	10	2	21	20	21	1	1	0	0	5	3	2	0
1989	50067	Calatayud	965	712	50	203	42	224	239	207	3	25	15	7	103	58	27	15
1989	50068	Calatorao	991	672	116	203	36	263	222	151	7	65	32	12	116	69	18	0
1989	50069	Calcena	49	47	1	1	0	13	7	27	0	0	0	1	1	0	0	0
1989	50070	Calmarza	29	28	0	1	1	15	6	6	0	0	0	0	0	1	0	0
1989	50071	Campillo de Aragón	85	74	2	9	10	29	28	7	1	0	1	0	6	3	0	0
1989	50072	Carenas	145	113	10	22	4	30	41	38	0	7	3	0	11	8	3	0
1989	50073	Cariñena	1005	637	78	290	50	240	167	180	7	48	15	8	177	78	19	16
1989	50074	Caspe	1510	1157	168	185	89	454	346	268	28	89	41	10	119	35	16	15
1989	50075	Castejón de Alarba	98	59	27	12	5	14	27	13	2	13	11	1	7	5	0	0
1989	50076	Castejón de las Armas	90	84	4	2	1	20	25	38	0	4	0	0	1	1	0	0
1989	50077	Castejón de Valdejasa	204	153	15	36	7	51	54	41	1	9	4	1	13	14	7	2
1989	50078	Castiliscar	149	143	6	0	12	45	42	44	1	5	0	0	0	0	0	0
1989	50079	Cervera de la Cañada	194	164	21	9	12	62	49	41	0	11	9	1	7	1	1	0
1989	50080	Cerveruela	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
1989	50081	Cetina	240	203	17	20	12	59	71	61	1	10	6	0	13	6	0	1
1989	50082	Cimballa	47	38	6	3	4	12	12	10	1	2	3	0	0	3	0	0
1989	50083	Cinco Olivas	7	6	0	1	2	0	2	2	0	0	0	0	1	0	0	0
1989	50084	Clarés de Ribota	96	84	10	2	3	22	33	26	1	7	1	1	0	2	0	0
1989	50085	Codo	22	21	1	0	1	12	4	4	0	1	0	0	0	0	0	0
1989	50086	Codos	360	245	65	50	5	89	76	75	3	35	20	7	31	13	4	2
1989	50087	Contamina	29	29	0	0	1	5	6	17	0	0	0	0	0	0	0	0
1989	50088	Cosuenda	407	243	45	119	9	97	61	76	1	29	11	4	75	26	6	12
1989	50089	Cuarte de Huerva	30	25	2	3	0	8	7	10	0	0	2	0	2	1	0	0
1989	50090	Cubel	62	48	2	12	7	25	13	3	0	2	0	0	10	2	0	0
1989	50091	Cuerlas (Las)	27	23	1	3	2	5	14	2	0	0	1	0	2	0	1	0
1989	50092	Chiprana	58	36	14	8	4	13	11	8	1	10	2	1	8	0	0	0
1989	50093	Chodes	117	90	3	24	2	31	26	31	0	2	0	1	11	10	1	2
1989	50094	Daroca	262	238	5	19	11	69	83	75	0	1	3	1	8	7	2	2
1989	50095	Ejea de los Caballeros	4647	3084	217	1346	234	973	842	1035	24	143	44	6	605	532	177	32
1989	50096	Embid de Ariza	23	23	0	0	4	3	8	8	0	0	0	0	0	0	0	0
1989	50098	Encinacorba	217	171	15	31	7	50	56	58	0	7	8	0	20	7	3	1
1989	50099	Épila	1244	779	99	366	81	284	229	185	8	59	26	6	208	130	22	6
1989	50100	Erla	60	47	5	8	6	12	10	19	1	2	1	1	2	4	1	1
1989	50101	Escatrón	470	278	105	87	17	78	86	97	5	43	39	18	44	28	6	9
1989	50102	Fabara	552	296	154	102	17	118	101	60	15	69	57	13	85	11	4	2
1989	50104	Farlete	142	111	0	31	4	42	32	33	0	0	0	0	8	21	1	1
1989	50105	Fayón	125	93	20	12	1	25	28	39	1	5	6	8	7	5	0	0
1989	50106	Fayos (Los)	86	75	2	9	1	22	22	30	0	1	1	0	3	5	1	0
1989	50107	Figueruelas	124	110	4	10	8	41	34	27	0	1	2	1	8	2	0	0
1989	50108	Fombuena	7	5	0	2	0	2	1	2	0	0	0	0	0	2	0	0
1989	50109	Frago (El)	45	34	7	4	1	5	17	11	0	1	3	3	2	0	2	0
1989	50110	Frasno (El)	601	359	99	143	29	122	109	99	9	53	32	5	74	42	21	6
1989	50111	Fréscano	101	63	16	22	10	24	22	7	4	10	1	1	19	0	3	0
1989	50113	Fuendejalón	338	245	24	69	18	114	59	54	3	19	2	0	37	32	0	0
1989	50114	Fuendetodos	56	50	0	6	6	14	20	10	0	0	0	0	5	1	0	0
1989	50115	Fuentes de Ebro	658	586	15	57	55	269	172	90	0	12	2	1	46	8	0	3
1989	50116	Fuentes de Jiloca	205	141	11	53	8	42	47	44	2	6	2	1	25	17	5	6
1989	50117	Gallocanta	51	39	5	7	8	16	14	1	0	4	1	0	7	0	0	0
1989	50118	Gallur	610	487	43	80	48	161	169	109	8	23	9	3	52	21	3	4
1989	50119	Gelsa	419	283	89	47	29	84	117	53	8	43	35	3	43	2	1	1
1989	50120	Godojos	62	60	1	1	7	13	16	24	0	0	0	1	0	0	1	0
1989	50121	Gotor	157	96	34	27	8	49	26	13	4	20	7	3	25	1	0	1
1989	50122	Grisel	51	38	5	8	3	14	13	8	1	3	1	0	3	2	2	1
1989	50123	Grisén	84	80	0	4	5	23	27	25	0	0	0	0	4	0	0	0
1989	50124	Herrera de los Navarros	267	229	23	15	24	53	67	85	3	12	6	2	11	3	1	0
1989	50125	Ibdes	296	221	19	56	12	66	67	76	2	9	6	2	33	17	5	1
1989	50126	Illueca	394	275	20	99	11	94	92	78	1	12	7	0	54	32	7	6
1989	50128	Isuerre	39	29	0	10	2	5	2	20	0	0	0	0	2	4	1	3
1989	50129	Jaraba	90	71	10	9	1	31	15	24	0	3	6	1	2	6	1	0
1989	50130	Jarque de Moncayo	334	181	88	65	9	59	62	51	7	33	36	12	52	9	2	2
1989	50131	Jaulín	80	57	3	20	2	20	22	13	0	3	0	0	15	3	2	0
1989	50132	Joyosa (La)	89	71	1	17	2	36	22	11	0	0	0	1	8	4	0	5
1989	50133	Lagata	49	43	1	5	2	12	23	6	0	0	1	0	2	2	1	0
1989	50134	Langa del Castillo	39	33	5	1	2	15	15	1	2	2	1	0	1	0	0	0
1989	50135	Layana	7	5	1	1	0	3	0	2	0	1	0	0	1	0	0	0
1989	50136	Lécera	224	190	6	28	20	60	67	43	0	5	0	1	13	13	2	0
1989	50137	Leciñena	290	222	10	58	31	109	66	16	1	6	3	0	38	13	6	1
1989	50138	Lechón	22	14	3	5	0	5	4	5	0	2	1	0	2	2	1	0
1989	50139	Letux	141	114	16	11	8	34	46	26	0	10	5	1	8	3	0	0
1989	50140	Litago	89	58	12	19	3	16	16	23	2	3	3	4	8	8	2	1
1989	50141	Lituénigo	92	48	26	18	0	13	24	11	1	4	20	1	14	4	0	0
1989	50142	Lobera de Onsella	77	67	2	8	1	9	13	44	0	1	1	0	1	2	3	2
1989	50143	Longares	579	306	64	209	13	117	95	81	4	46	13	1	131	56	18	4
1989	50144	Longás	59	55	0	4	1	11	10	33	0	0	0	0	3	1	0	0
1989	50146	Lucena de Jalón	143	80	12	51	3	18	32	27	0	6	4	2	31	13	6	1
1989	50147	Luceni	215	199	3	13	14	77	67	41	0	3	0	0	6	4	2	1
1989	50148	Luesia	137	101	18	18	13	27	39	22	1	5	10	2	11	4	3	0
1989	50149	Luesma	21	15	2	4	0	3	3	9	0	0	2	0	2	2	0	0
1989	50150	Lumpiaque	161	119	20	22	9	46	27	37	2	8	5	5	8	11	2	1
1989	50151	Luna	623	577	3	43	30	156	151	240	0	1	1	1	25	11	6	1
1989	50152	Maella	1025	622	234	169	45	245	181	151	26	136	54	18	96	28	21	24
1989	50153	Magallón	554	279	73	202	28	107	104	40	4	41	28	0	131	49	15	7
