Municipio código	Municipio nombre	Año	Orden	Siglas	Votos
50149	Luesma	2007	1	PSOE	3
50149	Luesma	2007	2	PP	0
50149	Luesma	2007	3	PAR	19
50149	Luesma	2007	4	CHA	0
50149	Luesma	2011	1	PP	5
50149	Luesma	2011	2	PSOE	2
50149	Luesma	2011	3	PAR	28
50149	Luesma	2015	1	PP	0
50149	Luesma	2015	2	PSOE	0
50149	Luesma	2015	4	PAR	24
50150	Lumpiaque	2007	1	PSOE	174
50150	Lumpiaque	2007	2	PP	11
50150	Lumpiaque	2007	3	PAR	381
50150	Lumpiaque	2011	1	PP	107
50150	Lumpiaque	2011	2	PSOE	137
50150	Lumpiaque	2011	3	PAR	275
50150	Lumpiaque	2015	1	PP	221
50150	Lumpiaque	2015	2	PSOE	18
50150	Lumpiaque	2015	4	PAR	228
50151	Luna	2007	1	PSOE	216
50151	Luna	2007	2	PP	44
50151	Luna	2007	3	PAR	262
50151	Luna	2011	1	PP	22
50151	Luna	2011	2	PSOE	175
50151	Luna	2011	3	PAR	340
50151	Luna	2015	1	PP	246
50151	Luna	2015	2	PSOE	173
50151	Luna	2015	4	PAR	77
50152	Maella	2007	1	PSOE	681
50152	Maella	2007	2	PP	631
50152	Maella	2007	3	PAR	56
50152	Maella	2011	1	PP	665
50152	Maella	2011	2	PSOE	476
50152	Maella	2011	3	PAR	125
50152	Maella	2015	1	PP	507
50152	Maella	2015	2	PSOE	302
50152	Maella	2015	7	CHA	190
50153	Magallón	2007	1	PSOE	664
50153	Magallón	2007	2	PP	33
50153	Magallón	2007	3	PAR	133
50153	Magallón	2007	4	CHA	52
50153	Magallón	2011	1	PP	134
50153	Magallón	2011	2	PSOE	623
50153	Magallón	2011	3	PAR	72
50153	Magallón	2015	1	PP	39
50153	Magallón	2015	2	PSOE	553
50153	Magallón	2015	13	ARAGONSIPUEDE	148
50154	Mainar	2007	1	PSOE	20
50154	Mainar	2007	2	PP	32
50154	Mainar	2007	3	PAR	83
50154	Mainar	2007	4	CHA	3
50154	Mainar	2007	5	IU	5
50154	Mainar	2011	1	PP	34
50154	Mainar	2011	2	PSOE	32
50154	Mainar	2011	3	PAR	70
50154	Mainar	2015	1	PP	37
50154	Mainar	2015	2	PSOE	22
50154	Mainar	2015	4	PAR	51
50154	Mainar	2015	7	CHA	43
50155	Malanquilla	2007	1	PSOE	70
50155	Malanquilla	2007	2	PP	2
50155	Malanquilla	2007	3	PAR	33
50155	Malanquilla	2007	4	CHA	4
50155	Malanquilla	2011	1	PP	9
50155	Malanquilla	2011	2	PSOE	67
50155	Malanquilla	2011	3	PAR	28
50155	Malanquilla	2015	1	PP	23
50155	Malanquilla	2015	2	PSOE	48
50155	Malanquilla	2015	4	PAR	25
50156	Maleján	2007	1	PSOE	69
50156	Maleján	2007	2	PP	14
50156	Maleján	2007	3	PAR	97
50156	Maleján	2007	4	CHA	37
50156	Maleján	2011	1	PP	3
50156	Maleján	2011	2	PSOE	88
50156	Maleján	2011	3	PAR	123
50156	Maleján	2015	1	PP	4
50156	Maleján	2015	2	PSOE	20
50156	Maleján	2015	4	PAR	111
50156	Maleján	2015	7	CHA	37
50157	Malón	2007	1	PSOE	104
50157	Malón	2007	2	PP	155
50157	Malón	2007	3	PAR	20
50157	Malón	2007	4	CHA	2
50157	Malón	2011	1	PP	150
50157	Malón	2011	2	PSOE	118
50157	Malón	2015	1	PP	114
50157	Malón	2015	2	PSOE	131
50159	Maluenda	2007	1	PSOE	162
50159	Maluenda	2007	2	PP	325
50159	Maluenda	2007	3	PAR	150
50159	Maluenda	2011	1	PP	312
50159	Maluenda	2011	2	PSOE	163
50159	Maluenda	2011	3	PAR	195
50159	Maluenda	2015	1	PP	206
50159	Maluenda	2015	2	PSOE	110
50159	Maluenda	2015	4	PAR	279
50160	Mallén	2007	1	PSOE	1491
50160	Mallén	2007	2	PP	430
50160	Mallén	2007	4	CHA	95
50160	Mallén	2011	1	PP	498
50160	Mallén	2011	2	PSOE	1396
50160	Mallén	2011	3	PAR	36
50160	Mallén	2011	4	CHA	124
50160	Mallén	2015	1	PP	357
50160	Mallén	2015	2	PSOE	717
50160	Mallén	2015	7	CHA	84
50160	Mallén	2015	38	POR MALLEN	551
50161	Manchones	2007	1	PSOE	2
50161	Manchones	2007	2	PP	40
50161	Manchones	2007	3	PAR	70
50161	Manchones	2007	4	CHA	1
50161	Manchones	2007	5	IU	0
50161	Manchones	2011	2	PSOE	47
50161	Manchones	2011	3	PAR	65
50161	Manchones	2015	1	PP	3
50161	Manchones	2015	2	PSOE	43
50161	Manchones	2015	4	PAR	64
50161	Manchones	2015	72	IU	44
50162	Mara	2007	1	PSOE	114
50162	Mara	2007	2	PP	20
50162	Mara	2007	3	PAR	5
50162	Mara	2007	4	CHA	4
50162	Mara	2007	5	IU	0
50162	Mara	2011	1	PP	4
50162	Mara	2011	2	PSOE	70
50162	Mara	2011	3	PAR	46
50162	Mara	2011	4	CHA	10
50162	Mara	2015	1	PP	5
50162	Mara	2015	2	PSOE	51
50162	Mara	2015	4	PAR	59
50162	Mara	2015	5	C's	33
50162	Mara	2015	7	CHA	18
50163	María de Huerva	2007	1	PSOE	348
50163	María de Huerva	2007	2	PP	553
50163	María de Huerva	2007	3	PAR	174
50163	María de Huerva	2007	4	CHA	394
50163	María de Huerva	2007	5	IU	102
50163	María de Huerva	2011	1	PP	1298
50163	María de Huerva	2011	2	PSOE	183
50163	María de Huerva	2011	3	PAR	92
50163	María de Huerva	2011	4	CHA	356
50163	María de Huerva	2011	5	IU	92
50163	María de Huerva	2011	8	FIA	66
50163	María de Huerva	2015	1	PP	1269
50163	María de Huerva	2015	2	PSOE	251
50163	María de Huerva	2015	4	PAR	95
50163	María de Huerva	2015	7	CHA	337
50163	María de Huerva	2015	17	IU-ZGZ	238
50164	Mediana de Aragón	2007	1	PSOE	175
50164	Mediana de Aragón	2007	2	PP	213
50164	Mediana de Aragón	2007	4	CHA	1
50164	Mediana de Aragón	2011	1	PP	205
50164	Mediana de Aragón	2011	2	PSOE	91
50164	Mediana de Aragón	2015	1	PP	155
50164	Mediana de Aragón	2015	2	PSOE	84
50165	Mequinenza	2007	1	PSOE	858
50165	Mequinenza	2007	2	PP	120
50165	Mequinenza	2007	3	PAR	120
50165	Mequinenza	2007	4	CHA	27
50165	Mequinenza	2007	5	IU	416
50165	Mequinenza	2011	1	PP	180
50165	Mequinenza	2011	2	PSOE	753
50165	Mequinenza	2011	3	PAR	424
50165	Mequinenza	2015	1	PP	63
50165	Mequinenza	2015	2	PSOE	681
50165	Mequinenza	2015	4	PAR	443
50166	Mesones de Isuela	2007	1	PSOE	66
50166	Mesones de Isuela	2007	2	PP	127
50166	Mesones de Isuela	2007	3	PAR	19
50166	Mesones de Isuela	2007	5	IU	35
50166	Mesones de Isuela	2011	1	PP	108
50166	Mesones de Isuela	2011	2	PSOE	50
50166	Mesones de Isuela	2011	3	PAR	31
50166	Mesones de Isuela	2011	5	IU	37
50166	Mesones de Isuela	2015	1	PP	65
50166	Mesones de Isuela	2015	2	PSOE	80
50166	Mesones de Isuela	2015	4	PAR	29
50166	Mesones de Isuela	2015	17	IU-ZGZ	37
50167	Mezalocha	2007	1	PSOE	29
50167	Mezalocha	2007	2	PP	160
50167	Mezalocha	2007	3	PAR	37
50167	Mezalocha	2011	1	PP	100
50167	Mezalocha	2011	2	PSOE	89
50167	Mezalocha	2011	3	PAR	97
50167	Mezalocha	2011	4	CHA	25
50167	Mezalocha	2011	5	IU	23
50167	Mezalocha	2015	1	PP	38
50167	Mezalocha	2015	2	PSOE	99
50167	Mezalocha	2015	4	PAR	122
50167	Mezalocha	2015	7	CHA	14
50168	Mianos	2007	1	PSOE	0
50168	Mianos	2007	2	PP	21
50168	Mianos	2007	3	PAR	0
50168	Mianos	2007	4	CHA	24
50168	Mianos	2011	1	PP	6
50168	Mianos	2011	3	PAR	22
50168	Mianos	2015	1	PP	11
50168	Mianos	2015	2	PSOE	0
50168	Mianos	2015	7	CHA	23
50169	Miedes de Aragón	2007	1	PSOE	133
50169	Miedes de Aragón	2007	2	PP	94
50169	Miedes de Aragón	2007	3	PAR	41
50169	Miedes de Aragón	2007	4	CHA	23
50169	Miedes de Aragón	2011	1	PP	150
50169	Miedes de Aragón	2011	2	PSOE	105
50169	Miedes de Aragón	2011	3	PAR	44
50169	Miedes de Aragón	2015	1	PP	145
50169	Miedes de Aragón	2015	2	PSOE	110
50169	Miedes de Aragón	2015	4	PAR	31
50170	Monegrillo	2007	1	PSOE	219
50170	Monegrillo	2007	2	PP	4
50170	Monegrillo	2007	3	PAR	158
50170	Monegrillo	2011	1	PP	21
50170	Monegrillo	2011	2	PSOE	189
50170	Monegrillo	2011	3	PAR	136
50170	Monegrillo	2015	1	PP	45
50170	Monegrillo	2015	2	PSOE	201
50171	Moneva	2007	1	PSOE	2
50171	Moneva	2007	2	PP	23
50171	Moneva	2007	3	PAR	53
50171	Moneva	2007	4	CHA	0
50171	Moneva	2011	1	PP	2
50171	Moneva	2011	2	PSOE	2
50171	Moneva	2011	3	PAR	74
50171	Moneva	2015	1	PP	0
50171	Moneva	2015	2	PSOE	0
50171	Moneva	2015	4	PAR	57
50171	Moneva	2015	5	C's	31
50171	Moneva	2015	7	CHA	0
50172	Monreal de Ariza	2007	1	PSOE	60
50172	Monreal de Ariza	2007	2	PP	3
50172	Monreal de Ariza	2007	3	PAR	73
50172	Monreal de Ariza	2007	4	CHA	15
50172	Monreal de Ariza	2007	5	IU	0
50172	Monreal de Ariza	2011	1	PP	7
50172	Monreal de Ariza	2011	2	PSOE	22
50172	Monreal de Ariza	2011	3	PAR	75
50172	Monreal de Ariza	2011	4	CHA	45
50172	Monreal de Ariza	2011	5	IU	8
50172	Monreal de Ariza	2015	1	PP	9
50172	Monreal de Ariza	2015	2	PSOE	16
50172	Monreal de Ariza	2015	4	PAR	75
50172	Monreal de Ariza	2015	7	CHA	28
50173	Monterde	2007	1	PSOE	54
50173	Monterde	2007	2	PP	104
50173	Monterde	2007	3	PAR	41
50173	Monterde	2007	4	CHA	2
50173	Monterde	2007	5	IU	0
50173	Monterde	2011	1	PP	96
50173	Monterde	2011	2	PSOE	57
50173	Monterde	2011	3	PAR	15
50173	Monterde	2015	1	PP	113
50173	Monterde	2015	2	PSOE	90
50173	Monterde	2015	4	PAR	28
50174	Montón	2007	1	PSOE	25
50174	Montón	2007	2	PP	9
50174	Montón	2007	3	PAR	72
50174	Montón	2007	4	CHA	6
50174	Montón	2011	1	PP	12
50174	Montón	2011	2	PSOE	12
50174	Montón	2011	3	PAR	81
50174	Montón	2011	4	CHA	15
50174	Montón	2015	2	PSOE	13
50174	Montón	2015	4	PAR	66
50175	Morata de Jalón	2007	1	PSOE	263
50175	Morata de Jalón	2007	2	PP	133
50175	Morata de Jalón	2007	3	PAR	103
50175	Morata de Jalón	2007	4	CHA	298
50175	Morata de Jalón	2007	5	IU	62
50175	Morata de Jalón	2011	1	PP	117
50175	Morata de Jalón	2011	2	PSOE	385
50175	Morata de Jalón	2011	3	PAR	134
50175	Morata de Jalón	2011	5	IU	99
50175	Morata de Jalón	2015	1	PP	109
50175	Morata de Jalón	2015	2	PSOE	301
50175	Morata de Jalón	2015	3	ZGZ	213
50175	Morata de Jalón	2015	4	PAR	123
50176	Morata de Jiloca	2007	1	PSOE	30
50176	Morata de Jiloca	2007	2	PP	28
50176	Morata de Jiloca	2007	3	PAR	180
50176	Morata de Jiloca	2011	1	PP	24
50176	Morata de Jiloca	2011	2	PSOE	38
50176	Morata de Jiloca	2011	3	PAR	142
50176	Morata de Jiloca	2011	8	FIA	32
50176	Morata de Jiloca	2015	1	PP	68
50176	Morata de Jiloca	2015	2	PSOE	24
50176	Morata de Jiloca	2015	4	PAR	131
50176	Morata de Jiloca	2015	7	CHA	1
50177	Morés	2007	1	PSOE	161
50177	Morés	2007	2	PP	123
50177	Morés	2007	3	PAR	51
50177	Morés	2007	4	CHA	5
50177	Morés	2011	1	PP	114
50177	Morés	2011	2	PSOE	153
50177	Morés	2011	3	PAR	37
50177	Morés	2015	1	PP	122
50177	Morés	2015	2	PSOE	112
50177	Morés	2015	4	PAR	40
50178	Moros	2007	1	PSOE	150
50178	Moros	2007	2	PP	116
50178	Moros	2007	3	PAR	5
50178	Moros	2011	1	PP	74
50178	Moros	2011	2	PSOE	161
50178	Moros	2011	3	PAR	22
50178	Moros	2015	1	PP	21
50178	Moros	2015	2	PSOE	149
50178	Moros	2015	4	PAR	11
50179	Moyuela	2007	1	PSOE	94
50179	Moyuela	2007	2	PP	15
50179	Moyuela	2007	3	PAR	151
50179	Moyuela	2011	1	PP	78
50179	Moyuela	2011	2	PSOE	128
50179	Moyuela	2011	3	PAR	45
50179	Moyuela	2015	1	PP	105
50179	Moyuela	2015	2	PSOE	116
50180	Mozota	2007	1	PSOE	7
50180	Mozota	2007	2	PP	14
50180	Mozota	2007	3	PAR	67
50180	Mozota	2007	4	CHA	7
50180	Mozota	2011	1	PP	9
50180	Mozota	2011	3	PAR	74
50180	Mozota	2015	2	PSOE	2
50180	Mozota	2015	4	PAR	67
50180	Mozota	2015	7	CHA	18
50181	Muel	2007	1	PSOE	259
50181	Muel	2007	2	PP	253
50181	Muel	2007	3	PAR	89
50181	Muel	2007	4	CHA	123
50181	Muel	2007	5	IU	20
50181	Muel	2011	1	PP	201
50181	Muel	2011	2	PSOE	341
50181	Muel	2011	3	PAR	85
50181	Muel	2011	4	CHA	139
50181	Muel	2015	1	PP	230
50181	Muel	2015	2	PSOE	261
50181	Muel	2015	4	PAR	104
50181	Muel	2015	7	CHA	152
50182	Muela (La)	2007	1	PSOE	378
50182	Muela (La)	2007	2	PP	445
50182	Muela (La)	2007	3	PAR	1254
50182	Muela (La)	2007	4	CHA	165
50182	Muela (La)	2011	1	PP	778
50182	Muela (La)	2011	2	PSOE	221
50182	Muela (La)	2011	3	PAR	112
50182	Muela (La)	2011	4	CHA	370
50182	Muela (La)	2011	5	IU	123
50182	Muela (La)	2011	6	UPyD	111
50182	Muela (La)	2011	7	COMPROMISO CON ARAGON	8
50182	Muela (La)	2011	8	FIA	456
50182	Muela (La)	2011	12	CDL	258
50182	Muela (La)	2015	1	PP	559
50182	Muela (La)	2015	2	PSOE	215
50182	Muela (La)	2015	4	PAR	496
50182	Muela (La)	2015	5	C's	215
50182	Muela (La)	2015	7	CHA	371
50182	Muela (La)	2015	55	GLM-ZGZ	214
50183	Munébrega	2007	1	PSOE	73
50183	Munébrega	2007	2	PP	21
50183	Munébrega	2007	3	PAR	230
50183	Munébrega	2011	1	PP	114
50183	Munébrega	2011	2	PSOE	7
50183	Munébrega	2011	3	PAR	188
50183	Munébrega	2015	1	PP	102
50183	Munébrega	2015	2	PSOE	7
50183	Munébrega	2015	4	PAR	177
50184	Murero	2007	1	PSOE	58
50184	Murero	2007	2	PP	3
50184	Murero	2007	3	PAR	74
50184	Murero	2007	4	CHA	0
50184	Murero	2011	1	PP	9
50184	Murero	2011	2	PSOE	40
50184	Murero	2011	3	PAR	75
50184	Murero	2015	2	PSOE	16
50184	Murero	2015	4	PAR	71
50185	Murillo de Gállego	2007	1	PSOE	25
50185	Murillo de Gállego	2007	2	PP	54
50185	Murillo de Gállego	2007	3	PAR	26
50185	Murillo de Gállego	2007	4	CHA	50
50185	Murillo de Gállego	2007	5	IU	5
50185	Murillo de Gállego	2011	1	PP	38
50185	Murillo de Gállego	2011	2	PSOE	10
50185	Murillo de Gállego	2011	3	PAR	18
50185	Murillo de Gállego	2011	4	CHA	61
50185	Murillo de Gállego	2011	5	IU	1
50185	Murillo de Gállego	2011	29	ECOLO VERDES	53
50185	Murillo de Gállego	2015	1	PP	37
50185	Murillo de Gállego	2015	2	PSOE	5
50185	Murillo de Gállego	2015	4	PAR	52
50185	Murillo de Gállego	2015	78	AE MURILLO DE GALLEGO	63
50186	Navardún	2007	1	PSOE	21
50186	Navardún	2007	2	PP	1
50186	Navardún	2007	3	PAR	10
50186	Navardún	2011	1	PP	23
50186	Navardún	2011	2	PSOE	9
50186	Navardún	2011	3	PAR	3
50186	Navardún	2015	1	PP	26
50186	Navardún	2015	2	PSOE	6
50187	Nigüella	2007	1	PSOE	23
50187	Nigüella	2007	2	PP	1
50187	Nigüella	2007	3	PAR	1
50187	Nigüella	2007	4	CHA	29
50187	Nigüella	2011	1	PP	1
50187	Nigüella	2011	2	PSOE	19
50187	Nigüella	2011	3	PAR	1
50187	Nigüella	2011	4	CHA	29
50187	Nigüella	2015	1	PP	3
50187	Nigüella	2015	2	PSOE	4
50187	Nigüella	2015	4	PAR	6
50187	Nigüella	2015	7	CHA	30
50188	Nombrevilla	2007	1	PSOE	2
50188	Nombrevilla	2007	2	PP	29
50188	Nombrevilla	2007	3	PAR	0
50188	Nombrevilla	2007	4	CHA	0
50188	Nombrevilla	2011	1	PP	2
50188	Nombrevilla	2011	3	PAR	20
50188	Nombrevilla	2011	4	CHA	8
50188	Nombrevilla	2015	1	PP	1
50188	Nombrevilla	2015	2	PSOE	0
50188	Nombrevilla	2015	4	PAR	23
50188	Nombrevilla	2015	7	CHA	0
50189	Nonaspe	2007	1	PSOE	198
50189	Nonaspe	2007	2	PP	417
50189	Nonaspe	2007	3	PAR	13
50189	Nonaspe	2007	4	CHA	104
50189	Nonaspe	2011	1	PP	363
50189	Nonaspe	2011	2	PSOE	12
50189	Nonaspe	2011	4	CHA	195
50189	Nonaspe	2015	1	PP	340
50189	Nonaspe	2015	7	CHA	161
50190	Novallas	2007	1	PSOE	384
50190	Novallas	2007	2	PP	164
50190	Novallas	2007	3	PAR	100
50190	Novallas	2007	4	CHA	31
50190	Novallas	2011	1	PP	164
50190	Novallas	2011	2	PSOE	464
50190	Novallas	2011	4	CHA	26
50190	Novallas	2015	1	PP	149
50190	Novallas	2015	2	PSOE	413
50191	Novillas	2007	1	PSOE	240
50191	Novillas	2007	2	PP	67
50191	Novillas	2007	3	PAR	136
50191	Novillas	2011	1	PP	157
50191	Novillas	2011	2	PSOE	232
50191	Novillas	2011	4	CHA	8
50191	Novillas	2015	1	PP	70
50191	Novillas	2015	2	PSOE	198
50192	Nuévalos	2007	1	PSOE	115
50192	Nuévalos	2007	2	PP	17
50192	Nuévalos	2007	3	PAR	78
50192	Nuévalos	2007	4	CHA	26
50192	Nuévalos	2011	1	PP	6
50192	Nuévalos	2011	2	PSOE	106
50192	Nuévalos	2011	3	PAR	66
50192	Nuévalos	2011	4	CHA	38
50192	Nuévalos	2015	1	PP	18
50192	Nuévalos	2015	2	PSOE	143
50192	Nuévalos	2015	4	PAR	42
50193	Nuez de Ebro	2007	1	PSOE	284
50193	Nuez de Ebro	2007	2	PP	141
50193	Nuez de Ebro	2007	4	CHA	53
50193	Nuez de Ebro	2011	1	PP	145
50193	Nuez de Ebro	2011	2	PSOE	183
50193	Nuez de Ebro	2011	4	CHA	148
50193	Nuez de Ebro	2015	1	PP	156
50193	Nuez de Ebro	2015	2	PSOE	288
50194	Olvés	2007	1	PSOE	14
50194	Olvés	2007	2	PP	54
50194	Olvés	2007	3	PAR	32
50194	Olvés	2007	4	CHA	0
50194	Olvés	2011	1	PP	55
50194	Olvés	2011	2	PSOE	10
50194	Olvés	2011	3	PAR	27
50194	Olvés	2015	1	PP	43
50194	Olvés	2015	2	PSOE	26
50194	Olvés	2015	4	PAR	6
50195	Orcajo	2007	1	PSOE	4
50195	Orcajo	2007	2	PP	2
50195	Orcajo	2007	3	PAR	20
50195	Orcajo	2007	4	CHA	0
50195	Orcajo	2011	2	PSOE	35
50195	Orcajo	2015	1	PP	10
50195	Orcajo	2015	2	PSOE	26
50196	Orera	2007	1	PSOE	51
50196	Orera	2007	2	PP	0
50196	Orera	2007	3	PAR	42
50196	Orera	2011	2	PSOE	73
50196	Orera	2011	3	PAR	25
50196	Orera	2015	1	PP	1
50196	Orera	2015	2	PSOE	82
50196	Orera	2015	4	PAR	17
50197	Orés	2007	1	PSOE	31
50197	Orés	2007	2	PP	55
50197	Orés	2007	3	PAR	23
50197	Orés	2007	4	CHA	0
50197	Orés	2007	5	IU	9
50197	Orés	2011	1	PP	47
50197	Orés	2011	2	PSOE	32
50197	Orés	2011	3	PAR	48
50197	Orés	2015	1	PP	52
50197	Orés	2015	2	PSOE	29
50197	Orés	2015	4	PAR	50
50198	Oseja	2007	1	PSOE	0
50198	Oseja	2007	2	PP	39
50198	Oseja	2007	3	PAR	0
50198	Oseja	2011	1	PP	22
50198	Oseja	2011	3	PAR	25
50198	Oseja	2015	1	PP	3
50198	Oseja	2015	2	PSOE	13
50198	Oseja	2015	4	PAR	25
50199	Osera de Ebro	2007	1	PSOE	113
50199	Osera de Ebro	2007	2	PP	72
50199	Osera de Ebro	2007	3	PAR	89
50199	Osera de Ebro	2007	4	CHA	11
50199	Osera de Ebro	2011	1	PP	106
50199	Osera de Ebro	2011	2	PSOE	71
50199	Osera de Ebro	2011	3	PAR	73
50199	Osera de Ebro	2015	1	PP	106
50199	Osera de Ebro	2015	2	PSOE	88
50199	Osera de Ebro	2015	4	PAR	36
50200	Paniza	2007	1	PSOE	268
50200	Paniza	2007	2	PP	10
50200	Paniza	2007	3	PAR	175
50200	Paniza	2007	4	CHA	76
50200	Paniza	2011	1	PP	69
50200	Paniza	2011	2	PSOE	259
50200	Paniza	2011	3	PAR	93
50200	Paniza	2011	4	CHA	64
50200	Paniza	2015	1	PP	9
50200	Paniza	2015	2	PSOE	211
50200	Paniza	2015	5	C's	214
50200	Paniza	2015	7	CHA	21
50201	Paracuellos de Jiloca	2007	1	PSOE	219
50201	Paracuellos de Jiloca	2007	2	PP	87
50201	Paracuellos de Jiloca	2007	3	PAR	72
50201	Paracuellos de Jiloca	2011	1	PP	90
50201	Paracuellos de Jiloca	2011	2	PSOE	236
50201	Paracuellos de Jiloca	2011	3	PAR	53
50201	Paracuellos de Jiloca	2015	1	PP	58
50201	Paracuellos de Jiloca	2015	2	PSOE	229
50201	Paracuellos de Jiloca	2015	4	PAR	69
50202	Paracuellos de la Ribera	2007	1	PSOE	109
50202	Paracuellos de la Ribera	2007	2	PP	8
50202	Paracuellos de la Ribera	2007	3	PAR	67
50202	Paracuellos de la Ribera	2007	4	CHA	0
50202	Paracuellos de la Ribera	2011	1	PP	10
50202	Paracuellos de la Ribera	2011	2	PSOE	67
50202	Paracuellos de la Ribera	2011	3	PAR	65
50202	Paracuellos de la Ribera	2015	1	PP	0
50202	Paracuellos de la Ribera	2015	2	PSOE	31
50202	Paracuellos de la Ribera	2015	4	PAR	85
50202	Paracuellos de la Ribera	2015	7	CHA	0
50202	Paracuellos de la Ribera	2015	92	COMIENZOS NUEVOS	15
50203	Pastriz	2007	1	PSOE	301
50203	Pastriz	2007	2	PP	70
50203	Pastriz	2007	3	PAR	375
50203	Pastriz	2007	4	CHA	78
50203	Pastriz	2007	40	PAVIP	26
50203	Pastriz	2011	1	PP	56
50203	Pastriz	2011	2	PSOE	377
50203	Pastriz	2011	3	PAR	399
50203	Pastriz	2011	4	CHA	33
50203	Pastriz	2015	1	PP	124
50203	Pastriz	2015	2	PSOE	91
50203	Pastriz	2015	3	ZGZ	242
50203	Pastriz	2015	4	PAR	317
50204	Pedrola	2007	1	PSOE	888
50204	Pedrola	2007	2	PP	188
50204	Pedrola	2007	3	PAR	385
50204	Pedrola	2007	4	CHA	105
50204	Pedrola	2007	5	IU	180
50204	Pedrola	2011	1	PP	179
50204	Pedrola	2011	2	PSOE	917
50204	Pedrola	2011	3	PAR	424
50204	Pedrola	2011	4	CHA	102
50204	Pedrola	2011	5	IU	129
50204	Pedrola	2015	1	PP	196
50204	Pedrola	2015	2	PSOE	892
50204	Pedrola	2015	7	CHA	81
50204	Pedrola	2015	13	ARAGONSIPUEDE	308
50204	Pedrola	2015	17	IU-ZGZ	159
50204	Pedrola	2015	30	BAR	19
50205	Pedrosas (Las)	2007	1	PSOE	51
50205	Pedrosas (Las)	2007	2	PP	5
50205	Pedrosas (Las)	2007	3	PAR	23
50205	Pedrosas (Las)	2007	4	CHA	2
50205	Pedrosas (Las)	2007	5	IU	4
50205	Pedrosas (Las)	2011	1	PP	18
50205	Pedrosas (Las)	2011	2	PSOE	38
50205	Pedrosas (Las)	2011	3	PAR	33
50205	Pedrosas (Las)	2011	5	IU	3
50205	Pedrosas (Las)	2015	1	PP	30
50205	Pedrosas (Las)	2015	2	PSOE	28
50206	Perdiguera	2007	1	PSOE	108
50206	Perdiguera	2007	2	PP	187
50206	Perdiguera	2007	3	PAR	96
50206	Perdiguera	2007	4	CHA	20
50206	Perdiguera	2011	1	PP	238
50206	Perdiguera	2011	2	PSOE	62
50206	Perdiguera	2011	3	PAR	72
50206	Perdiguera	2011	4	CHA	41
50206	Perdiguera	2015	1	PP	212
50206	Perdiguera	2015	2	PSOE	50
50207	Piedratajada	2007	1	PSOE	33
50207	Piedratajada	2007	2	PP	8
50207	Piedratajada	2007	3	PAR	40
50207	Piedratajada	2007	4	CHA	47
50207	Piedratajada	2007	5	IU	4
50207	Piedratajada	2011	1	PP	18
50207	Piedratajada	2011	2	PSOE	53
50207	Piedratajada	2011	3	PAR	46
50207	Piedratajada	2011	5	IU	4
50207	Piedratajada	2015	1	PP	6
50207	Piedratajada	2015	2	PSOE	37
50207	Piedratajada	2015	89	GANAR-ZRZ	22
50208	Pina de Ebro	2007	1	PSOE	518
50208	Pina de Ebro	2007	2	PP	244
50208	Pina de Ebro	2007	3	PAR	138
50208	Pina de Ebro	2007	4	CHA	424
50208	Pina de Ebro	2011	1	PP	345
50208	Pina de Ebro	2011	2	PSOE	475
50208	Pina de Ebro	2011	3	PAR	112
50208	Pina de Ebro	2011	4	CHA	402
50208	Pina de Ebro	2015	1	PP	386
50208	Pina de Ebro	2015	2	PSOE	324
50208	Pina de Ebro	2015	7	CHA	337
50208	Pina de Ebro	2015	59	A.V.P.	184
50209	Pinseque	2007	1	PSOE	461
50209	Pinseque	2007	2	PP	565
50209	Pinseque	2007	3	PAR	306
50209	Pinseque	2007	4	CHA	154
50209	Pinseque	2011	1	PP	683
50209	Pinseque	2011	2	PSOE	424
50209	Pinseque	2011	3	PAR	99
50209	Pinseque	2011	4	CHA	167
50209	Pinseque	2011	6	UPyD	130
50209	Pinseque	2015	1	PP	622
50209	Pinseque	2015	2	PSOE	638
50209	Pinseque	2015	5	C's	164
50209	Pinseque	2015	7	CHA	183
50210	Pintanos (Los)	2007	1	PSOE	14
50210	Pintanos (Los)	2007	2	PP	0
50210	Pintanos (Los)	2007	3	PAR	27
50210	Pintanos (Los)	2011	2	PSOE	16
50210	Pintanos (Los)	2011	3	PAR	24
50210	Pintanos (Los)	2015	1	PP	17
50210	Pintanos (Los)	2015	2	PSOE	8
50210	Pintanos (Los)	2015	4	PAR	24
50210	Pintanos (Los)	2015	28	FIA	0
50211	Plasencia de Jalón	2007	1	PSOE	84
50211	Plasencia de Jalón	2007	2	PP	168
50211	Plasencia de Jalón	2007	3	PAR	25
50211	Plasencia de Jalón	2011	1	PP	157
50211	Plasencia de Jalón	2011	2	PSOE	80
50211	Plasencia de Jalón	2011	3	PAR	15
50211	Plasencia de Jalón	2015	1	PP	132
50211	Plasencia de Jalón	2015	2	PSOE	86
50212	Pleitas	2007	1	PSOE	14
50212	Pleitas	2007	2	PP	33
50212	Pleitas	2007	3	PAR	0
50212	Pleitas	2007	4	CHA	1
50212	Pleitas	2011	1	PP	29
50212	Pleitas	2011	2	PSOE	12
50212	Pleitas	2015	1	PP	24
50212	Pleitas	2015	2	PSOE	14
50213	Plenas	2007	1	PSOE	1
50213	Plenas	2007	2	PP	2
50213	Plenas	2007	3	PAR	82
50213	Plenas	2007	4	CHA	20
50213	Plenas	2007	5	IU	1
50213	Plenas	2011	1	PP	33
