Municipio código	Municipio nombre	Viviendas en el edificio	Número de edificios
22177	Perarrúa	01	96
22178	Pertusa	01	98
22181	Piracés	01	46
22182	Plan	01	123
22184	Poleñino	01	113
22186	Pozán de Vero	01	139
22187	Puebla de Castro (La)	01	289
22188	Puente de Montañana	01	87
22189	Puértolas	01	90
22190	Pueyo de Araguás (El)	01	55
22193	Pueyo de Santa Cruz	01	149
22195	Quicena	01	51
22197	Robres	01	240
22199	Sabiñánigo	01	890
22200	Sahún	01	155
22201	Salas Altas	01	141
22202	Salas Bajas	01	104
22203	Salillas	01	78
22204	Sallent de Gállego	01	324
22205	San Esteban de Litera	01	443
22206	Sangarrén	01	121
22207	San Juan de Plan	01	44
22208	Santa Cilia	01	103
22209	Santa Cruz de la Serós	01	74
22212	Santaliestra y San Quílez	01	71
22213	Sariñena	01	1430
22214	Secastilla	01	68
22215	Seira	01	89
22217	Sena	01	330
22218	Senés de Alcubierre	01	37
22220	Sesa	01	138
22221	Sesué	01	79
22222	Siétamo	01	231
22223	Sopeira	01	60
22225	Tamarite de Litera	01	1054
22226	Tardienta	01	291
22227	Tella-Sin	01	83
22228	Tierz	01	64
22229	Tolva	01	156
22230	Torla	01	131
22232	Torralba de Aragón	01	71
22233	Torre la Ribera	01	49
22234	Torrente de Cinca	01	374
22235	Torres de Alcanadre	01	90
22236	Torres de Barbués	01	152
22239	Tramaced	01	45
22242	Valfarta	01	59
22243	Valle de Bardají	01	20
22244	Valle de Lierp	01	39
22245	Velilla de Cinca	01	224
22246	Veracruz	01	74
22247	Viacamp y Litera	01	23
22248	Vicién	01	48
22249	Villanova	01	98
22250	Villanúa	01	270
22251	Villanueva de Sigena	01	228
22252	Yebra de Basa	01	63
22253	Yésero	01	53
22254	Zaidín	01	517
22901	Valle de Hecho	01	463
22902	Puente la Reina de Jaca	01	126
22903	San Miguel del Cinca	01	396
22904	Sotonera (La)	01	666
22905	Lupiñén-Ortilla	01	192
22906	Santa María de Dulcis	01	97
22907	Aínsa-Sobrarbe	01	495
22908	Hoz y Costeán	01	150
22909	Vencillón	01	163
44001	Ababuj	01	76
44002	Abejuela	01	131
44003	Aguatón	01	32
44004	Aguaviva	01	486
44005	Aguilar del Alfambra	01	84
44006	Alacón	01	338
44007	Alba	01	219
44008	Albalate del Arzobispo	01	1016
44009	Albarracín	01	386
44010	Albentosa	01	235
44011	Alcaine	01	212
44012	Alcalá de la Selva	01	776
44013	Alcañiz	01	1696
44014	Alcorisa	01	916
44016	Alfambra	01	379
44017	Aliaga	01	422
44018	Almohaja	01	50
44019	Alobras	01	103
44020	Alpeñés	01	37
44021	Allepuz	01	164
44022	Alloza	01	497
44023	Allueva	01	58
44024	Anadón	01	56
44025	Andorra	01	1617
44026	Arcos de las Salinas	01	207
44027	Arens de Lledó	01	134
44028	Argente	01	159
44029	Ariño	01	498
44031	Azaila	01	160
44032	Bádenas	01	40
44033	Báguena	01	396
44034	Bañón	01	160
44035	Barrachina	01	184
44036	Bea	01	41
44037	Beceite	01	424
44038	Belmonte de San José	01	118
44039	Bello	01	335
44040	Berge	01	162
44041	Bezas	01	93
44042	Blancas	01	237
44043	Blesa	01	269
44044	Bordón	01	139
44045	Bronchales	01	338
44046	Bueña	01	78
44047	Burbáguena	01	268
44048	Cabra de Mora	01	74
44049	Calaceite	01	656
44050	Calamocha	01	1822
44051	Calanda	01	1004
44052	Calomarde	01	98
44053	Camañas	01	94
44054	Camarena de la Sierra	01	281
44055	Camarillas	01	167
44056	Caminreal	01	439
44059	Cantavieja	01	308
44060	Cañada de Benatanduz	01	74
44061	Cañada de Verich (La)	01	71
44062	Cañada Vellida	01	54
44063	Cañizar del Olivar	01	117
44064	Cascante del Río	01	186
44065	Castejón de Tornos	01	133
44066	Castel de Cabra	01	145
44067	Castelnou	01	128
44068	Castelserás	01	473
44070	Castellar (El)	01	94
44071	Castellote	01	677
44074	Cedrillas	01	259
44075	Celadas	01	166
44076	Cella	01	958
44077	Cerollera (La)	01	73
44080	Codoñera (La)	01	265
44082	Corbalán	01	91
44084	Cortes de Aragón	01	127
44085	Cosa	01	95
44086	Cretas	01	308
44087	Crivillén	01	167
44088	Cuba (La)	01	71
44089	Cubla	01	105
44090	Cucalón	01	140
44092	Cuervo (El)	01	131
44093	Cuevas de Almudén	01	56
44094	Cuevas Labradas	01	95
44096	Ejulve	01	233
44097	Escorihuela	01	178
44099	Escucha	01	261
44100	Estercuel	01	203
44101	Ferreruela de Huerva	01	69
44102	Fonfría	01	44
44103	Formiche Alto	01	175
44105	Fórnoles	01	149
44106	Fortanete	01	208
44107	Foz-Calanda	01	177
44108	Fresneda (La)	01	462
44109	Frías de Albarracín	01	144
44110	Fuenferrada	01	93
44111	Fuentes Calientes	01	97
44112	Fuentes Claras	01	390
44113	Fuentes de Rubielos	01	131
44114	Fuentespalda	01	199
44115	Galve	01	80
44116	Gargallo	01	128
44117	Gea de Albarracín	01	331
44118	Ginebrosa (La)	01	237
44119	Griegos	01	139
44120	Guadalaviar	01	153
44121	Gúdar	01	132
44122	Híjar	01	805
44123	Hinojosa de Jarque	01	100
44124	Hoz de la Vieja (La)	01	253
44125	Huesa del Común	01	220
44126	Iglesuela del Cid (La)	01	292
44127	Jabaloyas	01	139
44128	Jarque de la Val	01	70
44129	Jatiel	01	77
44130	Jorcas	01	86
44131	Josa	01	136
44132	Lagueruela	01	76
44133	Lanzuela	01	33
44135	Libros	01	167
44136	Lidón	01	72
44137	Linares de Mora	01	284
44138	Loscos	01	198
44141	Lledó	01	106
44142	Maicas	01	78
44143	Manzanera	01	631
44144	Martín del Río	01	216
44145	Mas de las Matas	01	633
44146	Mata de los Olmos (La)	01	153
44147	Mazaleón	01	368
44148	Mezquita de Jarque	01	80
44149	Mirambel	01	114
44150	Miravete de la Sierra	01	78
44151	Molinos	01	259
44152	Monforte de Moyuela	01	121
44153	Monreal del Campo	01	1002
44154	Monroyo	01	198
44155	Montalbán	01	552
44156	Monteagudo del Castillo	01	99
44157	Monterde de Albarracín	01	147
44158	Mora de Rubielos	01	774
44159	Moscardón	01	78
44160	Mosqueruela	01	416
44161	Muniesa	01	475
44163	Noguera de Albarracín	01	142
44164	Nogueras	01	84
44165	Nogueruelas	01	243
44167	Obón	01	250
44168	Odón	01	222
44169	Ojos Negros	01	473
44171	Olba	01	396
44172	Oliete	01	561
44173	Olmos (Los)	01	159
44174	Orihuela del Tremedal	01	365
44175	Orrios	01	122
44176	Palomar de Arroyos	01	172
44177	Pancrudo	01	194
44178	Parras de Castellote (Las)	01	203
44179	Peñarroya de Tastavins	01	368
44180	Peracense	01	113
44181	Peralejos	01	66
44182	Perales del Alfambra	01	180
44183	Pitarque	01	132
44184	Plou	01	73
44185	Pobo (El)	01	145
44187	Portellada (La)	01	189
44189	Pozondón	01	125
44190	Pozuel del Campo	01	156
44191	Puebla de Híjar (La)	01	742
44192	Puebla de Valverde (La)	01	369
44193	Puertomingalvo	01	182
44194	Ráfales	01	174
44195	Rillo	01	111
44196	Riodeva	01	196
44197	Ródenas	01	115
44198	Royuela	01	149
44199	Rubiales	01	50
44200	Rubielos de la Cérida	01	78
44201	Rubielos de Mora	01	544
44203	Salcedillo	01	33
44204	Saldón	01	92
44205	Samper de Calanda	01	652
44206	San Agustín	01	184
44207	San Martín del Río	01	280
44208	Santa Cruz de Nogueras	01	53
44209	Santa Eulalia	01	710
44210	Sarrión	01	648
44211	Segura de los Baños	01	90
44212	Seno	01	90
44213	Singra	01	94
44215	Terriente	01	187
44216	Teruel	01	3181
44217	Toril y Masegoso	01	91
44218	Tormón	01	68
44219	Tornos	01	255
44220	Torralba de los Sisones	01	140
44221	Torrecilla de Alcañiz	01	262
44222	Torrecilla del Rebollar	01	207
44223	Torre de Arcas	01	88
44224	Torre de las Arcas	01	88
44225	Torre del Compte	01	177
44226	Torrelacárcel	01	239
44227	Torre los Negros	01	121
44228	Torremocha de Jiloca	01	125
44229	Torres de Albarracín	01	133
44230	Torrevelilla	01	163
44231	Torrijas	01	165
44232	Torrijo del Campo	01	348
44234	Tramacastiel	01	167
44235	Tramacastilla	01	126
44236	Tronchón	01	123
44237	Urrea de Gaén	01	372
44238	Utrillas	01	505
44239	Valacloche	01	68
44240	Valbona	01	232
44241	Valdealgorfa	01	351
44243	Valdecuenca	01	81
44244	Valdelinares	01	134
44245	Valdeltormo	01	216
44246	Valderrobres	01	775
44247	Valjunquera	01	275
44249	Vallecillo (El)	01	78
44250	Veguillas de la Sierra	01	49
44251	Villafranca del Campo	01	271
44252	Villahermosa del Campo	01	61
44256	Villanueva del Rebollar de la Sierra	01	91
44257	Villar del Cobo	01	117
44258	Villar del Salz	01	97
44260	Villarluengo	01	162
44261	Villarquemado	01	496
44262	Villarroya de los Pinares	01	182
44263	Villastar	01	231
44264	Villel	01	322
44265	Vinaceite	01	182
44266	Visiedo	01	140
44267	Vivel del Río Martín	01	212
44268	Zoma (La)	01	18
50001	Abanto	01	142
50002	Acered	01	200
50003	Agón	01	108
50004	Aguarón	01	450
50005	Aguilón	01	234
50006	Ainzón	01	381
50007	Aladrén	01	147
50008	Alagón	01	1322
50009	Alarba	01	187
50010	Alberite de San Juan	01	53
50011	Albeta	01	63
50012	Alborge	01	98
50013	Alcalá de Ebro	01	175
50014	Alcalá de Moncayo	01	70
50015	Alconchel de Ariza	01	138
50016	Aldehuela de Liestos	01	94
50017	Alfajarín	01	645
50018	Alfamén	01	520
50019	Alforque	01	106
50020	Alhama de Aragón	01	421
50021	Almochuel	01	25
50022	Almolda (La)	01	309
50023	Almonacid de la Cuba	01	160
50024	Almonacid de la Sierra	01	456
50025	Almunia de Doña Godina (La)	01	1431
50026	Alpartir	01	284
50027	Ambel	01	210
50028	Anento	01	132
50029	Aniñón	01	393
50030	Añón de Moncayo	01	183
50031	Aranda de Moncayo	01	286
50032	Arándiga	01	416
50033	Ardisa	01	87
50034	Ariza	01	430
50035	Artieda	01	45
50036	Asín	01	97
50037	Atea	01	223
50038	Ateca	01	600
50039	Azuara	01	691
50040	Badules	01	87
50041	Bagüés	01	25
50042	Balconchán	01	40
50043	Bárboles	01	213
50044	Bardallur	01	184
50045	Belchite	01	804
50046	Belmonte de Gracián	01	179
50047	Berdejo	01	83
50048	Berrueco	01	41
50050	Bijuesca	01	219
50051	Biota	01	509
50052	Bisimbre	01	69
50053	Boquiñeni	01	352
50054	Bordalba	01	153
50055	Borja	01	1718
50056	Botorrita	01	218
50057	Brea de Aragón	01	442
50058	Bubierca	01	136
50059	Bujaraloz	01	334
50060	Bulbuente	01	176
50061	Bureta	01	130
50062	Burgo de Ebro (El)	01	540
50063	Buste (El)	01	84
50064	Cabañas de Ebro	01	224
50065	Cabolafuente	01	100
50066	Cadrete	01	837
50067	Calatayud	01	1487
50068	Calatorao	01	1135
50069	Calcena	01	93
50070	Calmarza	01	86
50071	Campillo de Aragón	01	215
50072	Carenas	01	395
50073	Cariñena	01	514
50074	Caspe	01	2046
50075	Castejón de Alarba	01	146
50076	Castejón de las Armas	01	114
50077	Castejón de Valdejasa	01	183
50078	Castiliscar	01	323
50079	Cervera de la Cañada	01	208
50080	Cerveruela	01	91
50081	Cetina	01	546
50082	Cimballa	01	169
50083	Cinco Olivas	01	118
50084	Clarés de Ribota	01	123
50085	Codo	01	278
50086	Codos	01	231
50087	Contamina	01	29
50088	Cosuenda	01	211
50089	Cuarte de Huerva	01	537
50090	Cubel	01	198
50091	Cuerlas (Las)	01	120
50092	Chiprana	01	330
50093	Chodes	01	105
50094	Daroca	01	684
50095	Ejea de los Caballeros	01	3436
50096	Embid de Ariza	01	114
50098	Encinacorba	01	190
50099	Épila	01	1758
50100	Erla	01	254
50101	Escatrón	01	854
50102	Fabara	01	552
50104	Farlete	01	183
50105	Fayón	01	203
50106	Fayos (Los)	01	99
50107	Figueruelas	01	344
50108	Fombuena	01	30
50109	Frago (El)	01	106
50110	Frasno (El)	01	415
50111	Fréscano	01	140
50113	Fuendejalón	01	387
50114	Fuendetodos	01	120
50115	Fuentes de Ebro	01	1069
50116	Fuentes de Jiloca	01	243
50117	Gallocanta	01	119
50118	Gallur	01	1065
50119	Gelsa	01	598
50120	Godojos	01	63
50121	Gotor	01	175
50122	Grisel	01	67
50123	Grisén	01	248
50124	Herrera de los Navarros	01	407
50125	Ibdes	01	439
50126	Illueca	01	410
50128	Isuerre	01	54
50129	Jaraba	01	198
50130	Jarque	01	305
50131	Jaulín	01	153
50132	Joyosa (La)	01	190
50133	Lagata	01	147
50134	Langa del Castillo	01	192
50135	Layana	01	109
50136	Lécera	01	563
50137	Leciñena	01	364
50138	Lechón	01	33
50139	Letux	01	271
50140	Litago	01	147
50141	Lituénigo	01	73
50142	Lobera de Onsella	01	32
50143	Longares	01	302
50144	Longás	01	43
50146	Lucena de Jalón	01	136
50147	Luceni	01	482
50148	Luesia	01	224
50149	Luesma	01	54
50150	Lumpiaque	01	543
50151	Luna	01	457
50152	Maella	01	993
50153	Magallón	01	598
50154	Mainar	01	127
50155	Malanquilla	01	108
50156	Maleján	01	151
50157	Malón	01	279
50159	Maluenda	01	468
50160	Mallén	01	1009
50161	Manchones	01	140
50162	Mara	01	181
50163	María de Huerva	01	618
50164	Mediana de Aragón	01	208
50165	Mequinenza	01	756
50166	Mesones de Isuela	01	220
50167	Mezalocha	01	148
50168	Mianos	01	32
50169	Miedes de Aragón	01	274
50170	Monegrillo	01	196
50171	Moneva	01	137
50172	Monreal de Ariza	01	155
50173	Monterde	01	246
50174	Montón	01	138
50175	Morata de Jalón	01	740
50176	Morata de Jiloca	01	214
50177	Morés	01	326
50178	Moros	01	373
50179	Moyuela	01	223
50180	Mozota	01	137
50181	Muel	01	471
50182	Muela (La)	01	1047
50183	Munébrega	01	300
50184	Murero	01	152
50185	Murillo de Gállego	01	129
50186	Navardún	01	40
50187	Nigüella	01	75
50188	Nombrevilla	01	52
50189	Nonaspe	01	615
50190	Novallas	01	431
50191	Novillas	01	295
50192	Nuévalos	01	239
50193	Nuez de Ebro	01	338
50194	Olvés	01	188
50195	Orcajo	01	63
50196	Orera	01	87
50197	Orés	01	113
50198	Oseja	01	71
50199	Osera de Ebro	01	256
50200	Paniza	01	331
50201	Paracuellos de Jiloca	01	256
50202	Paracuellos de la Ribera	01	342
50203	Pastriz	01	351
50204	Pedrola	01	917
50205	Pedrosas (Las)	01	66
50206	Perdiguera	01	223
50207	Piedratajada	01	84
50208	Pina de Ebro	01	704
50209	Pinseque	01	950
50210	Pintanos (Los)	01	60
50211	Plasencia de Jalón	01	180
50212	Pleitas	01	51
50213	Plenas	01	179
50214	Pomer	01	82
50215	Pozuel de Ariza	01	103
50216	Pozuelo de Aragón	01	159
50217	Pradilla de Ebro	01	275
50218	Puebla de Albortón	01	93
50219	Puebla de Alfindén (La)	01	1336
50220	Puendeluna	01	62
50221	Purujosa	01	31
50222	Quinto	01	885
50223	Remolinos	01	448
50224	Retascón	01	88
50225	Ricla	01	676
50227	Romanos	01	93
50228	Rueda de Jalón	01	201
50229	Ruesca	01	59
50230	Sádaba	01	576
50231	Salillas de Jalón	01	180
50232	Salvatierra de Esca	01	214
50233	Samper del Salz	01	116
50234	San Martín de la Virgen de Moncayo	01	104
50235	San Mateo de Gállego	01	916
50236	Santa Cruz de Grío	01	109
50237	Santa Cruz de Moncayo	01	104
50238	Santa Eulalia de Gállego	01	102
50239	Santed	01	76
50240	Sástago	01	697
50241	Saviñán	01	385
50242	Sediles	01	42
50243	Sestrica	01	297
50244	Sierra de Luna	01	157
50245	Sigüés	01	98
50246	Sisamón	01	166
50247	Sobradiel	01	279
50248	Sos del Rey Católico	01	392
50249	Tabuenca	01	292
50250	Talamantes	01	79
50251	Tarazona	01	1552
50252	Tauste	01	1581
50253	Terrer	01	248
50254	Tierga	01	121
50255	Tobed	01	232
50256	Torralba de los Frailes	01	175
50257	Torralba de Ribota	01	150
50258	Torralbilla	01	133
50259	Torrehermosa	01	104
50260	Torrelapaja	01	83
50261	Torrellas	01	177
50262	Torres de Berrellén	01	485
50263	Torrijo de la Cañada	01	387
50264	Tosos	01	222
50265	Trasmoz	01	78
50266	Trasobares	01	177
50267	Uncastillo	01	308
50268	Undués de Lerda	01	39
50269	Urrea de Jalón	01	232
50270	Urriés	01	70
50271	Used	01	307
50272	Utebo	01	1468
50273	Valdehorna	01	51
50274	Val de San Martín	01	89
50275	Valmadrid	01	77
50276	Valpalmas	01	114
50277	Valtorres	01	81
50278	Velilla de Ebro	01	233
50279	Velilla de Jiloca	01	109
50280	Vera de Moncayo	01	306
50281	Vierlas	01	78
50282	Vilueña (La)	01	56
50283	Villadoz	01	73
50284	Villafeliche	01	253
50285	Villafranca de Ebro	01	272
50286	Villalba de Perejil	01	46
50287	Villalengua	01	282
50288	Villanueva de Gállego	01	926
50289	Villanueva de Jiloca	01	128
50290	Villanueva de Huerva	01	377
50291	Villar de los Navarros	01	186
50292	Villarreal de Huerva	01	126
50293	Villarroya de la Sierra	01	360
50294	Villarroya del Campo	01	67
50295	Vistabella	01	160
50296	Zaida (La)	01	283
50297	Zaragoza	01	17667
50298	Zuera	01	1828
50901	Biel	01	150
50902	Marracos	01	61
22001	Abiego	02	8
22002	Abizanda	02	6
22003	Adahuesca	02	7
22004	Agüero	02	5
22006	Aísa	02	10
22007	Albalate de Cinca	02	33
22008	Albalatillo	02	11
22009	Albelda	02	44
22011	Albero Alto	02	2
22014	Alcalá de Gurrea	02	13
22015	Alcalá del Obispo	02	9
22016	Alcampell	02	9
22017	Alcolea de Cinca	02	27
22018	Alcubierre	02	10
22019	Alerre	02	4
22020	Alfántega	02	3
22021	Almudévar	02	40
22022	Almunia de San Juan	02	7
22023	Almuniente	02	5
22024	Alquézar	02	10
22025	Altorricón	02	23
22027	Angüés	02	8
22028	Ansó	02	24
22029	Antillón	02	1
22032	Aragüés del Puerto	02	7
22035	Arén	02	24
22036	Argavieso	02	1
22037	Arguis	02	3
22039	Ayerbe	02	56
22040	Azanuy-Alins	02	2
22041	Azara	02	6
22042	Azlor	02	4
22043	Baells	02	2
22044	Bailo	02	2
22046	Ballobar	02	21
22047	Banastás	02	1
22048	Barbastro	02	223
22049	Barbués	02	1
22050	Barbuñales	02	9
22051	Bárcabo	02	1
22052	Belver de Cinca	02	44
22053	Benabarre	02	43
22054	Benasque	02	41
22055	Berbegal	02	6
22057	Bielsa	02	16
22058	Bierge	02	10
22059	Biescas	02	82
22060	Binaced	02	29
22061	Binéfar	02	297
22063	Biscarrués	02	4
22064	Blecua y Torres	02	1
22066	Boltaña	02	38
22067	Bonansa	02	1
22068	Borau	02	2
22069	Broto	02	17
22072	Caldearenas	02	2
22074	Campo	02	8
22075	Camporrells	02	5
22076	Canal de Berdún	02	10
22077	Candasnos	02	6
22078	Canfranc	02	27
22079	Capdesaso	02	3
22080	Capella	02	13
22081	Casbas de Huesca	02	5
22082	Castejón del Puente	02	8
22083	Castejón de Monegros	02	9
22084	Castejón de Sos	02	20
22085	Castelflorite	02	4
22086	Castiello de Jaca	02	12
22087	Castigaleu	02	1
22088	Castillazuelo	02	6
22089	Castillonroy	02	11
22090	Colungo	02	9
22094	Chalamera	02	6
22095	Chía	02	1
22096	Chimillas	02	5
22099	Esplús	02	14
22102	Estada	02	6
22103	Estadilla	02	36
22105	Estopiñán del Castillo	02	3
22107	Fanlo	02	6
22109	Fiscal	02	10
22110	Fonz	02	67
22111	Foradada del Toscar	02	2
22112	Fraga	02	355
22113	Fueva (La)	02	11
22114	Gistaín	02	7
22115	Grado (El)	02	37
22116	Grañén	02	67
22117	Graus	02	82
22119	Gurrea de Gállego	02	32
22122	Hoz de Jaca	02	4
22124	Huerto	02	7
22125	Huesca	02	187
22126	Ibieca	02	2
22127	Igriés	02	6
22128	Ilche	02	4
22129	Isábena	02	7
22130	Jaca	02	164
22131	Jasa	02	13
22133	Labuerda	02	2
22135	Laluenga	02	9
22136	Lalueza	02	14
22137	Lanaja	02	41
22141	Lascellas-Ponzano	02	3
22142	Lascuarre	02	7
22143	Laspaúles	02	7
22144	Laspuña	02	3
22149	Loarre	02	16
22150	Loporzano	02	14
22151	Loscorrales	02	6
22155	Monesma y Cajigar	02	2
22157	Montanuy	02	9
22158	Monzón	02	233
22160	Naval	02	12
22162	Novales	02	1
22163	Nueno	02	3
22164	Olvena	02	1
22165	Ontiñena	02	12
22167	Osso de Cinca	02	21
22168	Palo	02	1
22170	Panticosa	02	22
22172	Peñalba	02	15
22173	Peñas de Riglos (Las)	02	21
22174	Peralta de Alcofea	02	8
22175	Peralta de Calasanz	02	6
22176	Peraltilla	02	4
22177	Perarrúa	02	1
22178	Pertusa	02	3
22182	Plan	02	5
22184	Poleñino	02	5
22186	Pozán de Vero	02	1
22187	Puebla de Castro (La)	02	6
22188	Puente de Montañana	02	4
22189	Puértolas	02	5
22190	Pueyo de Araguás (El)	02	3
22193	Pueyo de Santa Cruz	02	1
22195	Quicena	02	6
22197	Robres	02	20
22199	Sabiñánigo	02	138
22200	Sahún	02	19
22201	Salas Altas	02	8
22202	Salas Bajas	02	1
22203	Salillas	02	1
22204	Sallent de Gállego	02	45
22205	San Esteban de Litera	02	10
22206	Sangarrén	02	7
22207	San Juan de Plan	02	4
22208	Santa Cilia	02	2
22209	Santa Cruz de la Serós	02	1
22212	Santaliestra y San Quílez	02	4
22213	Sariñena	02	70
22214	Secastilla	02	4
22215	Seira	02	2
22217	Sena	02	9
22220	Sesa	02	7
22221	Sesué	02	2
22222	Siétamo	02	5
22223	Sopeira	02	2
22225	Tamarite de Litera	02	75
22226	Tardienta	02	61
22227	Tella-Sin	02	5
22228	Tierz	02	9
22229	Tolva	02	9
22230	Torla	02	13
22232	Torralba de Aragón	02	2
22233	Torre la Ribera	02	1
22234	Torrente de Cinca	02	47
22235	Torres de Alcanadre	02	1
22239	Tramaced	02	2
22244	Valle de Lierp	02	1
22245	Velilla de Cinca	02	12
22246	Veracruz	02	1
22247	Viacamp y Litera	02	1
22248	Vicién	02	8
22249	Villanova	02	3
22250	Villanúa	02	43
22251	Villanueva de Sigena	02	9
22252	Yebra de Basa	02	2
22253	Yésero	02	4
22254	Zaidín	02	53
22901	Valle de Hecho	02	40
22902	Puente la Reina de Jaca	02	3
22903	San Miguel del Cinca	02	19
22904	Sotonera (La)	02	23
22905	Lupiñén-Ortilla	02	10
22906	Santa María de Dulcis	02	5
22907	Aínsa-Sobrarbe	02	54
22908	Hoz y Costeán	02	1
22909	Vencillón	02	4
44001	Ababuj	02	8
44002	Abejuela	02	8
44003	Aguatón	02	1
44004	Aguaviva	02	16
44005	Aguilar del Alfambra	02	1
44006	Alacón	02	12
44007	Alba	02	5
44008	Albalate del Arzobispo	02	70
44009	Albarracín	02	61
44010	Albentosa	02	12
44011	Alcaine	02	1
44012	Alcalá de la Selva	02	62
44013	Alcañiz	02	202
44014	Alcorisa	02	126
44016	Alfambra	02	21
44017	Aliaga	02	40
44019	Alobras	02	3
44021	Allepuz	02	12
44022	Alloza	02	41
44025	Andorra	02	202
44026	Arcos de las Salinas	02	9
44027	Arens de Lledó	02	5
44028	Argente	02	2
44029	Ariño	02	27
44031	Azaila	02	3
44033	Báguena	02	3
44034	Bañón	02	1
44037	Beceite	02	28
44038	Belmonte de San José	02	6
44039	Bello	02	4
44040	Berge	02	11
44041	Bezas	02	3
44042	Blancas	02	4
44043	Blesa	02	6
44044	Bordón	02	9
44045	Bronchales	02	91
44046	Bueña	02	1
44047	Burbáguena	02	14
44048	Cabra de Mora	02	12
44049	Calaceite	02	48
44050	Calamocha	02	167
44051	Calanda	02	148
44052	Calomarde	02	3
44053	Camañas	02	2
44054	Camarena de la Sierra	02	10
44055	Camarillas	02	5
44056	Caminreal	02	13
44059	Cantavieja	02	33
44060	Cañada de Benatanduz	02	2
44061	Cañada de Verich (La)	02	6
44063	Cañizar del Olivar	02	8
44064	Cascante del Río	02	5
44065	Castejón de Tornos	02	1
44066	Castel de Cabra	02	4
44067	Castelnou	02	1
44068	Castelserás	02	23
44070	Castellar (El)	02	5
44071	Castellote	02	64
44074	Cedrillas	02	32
