Municipio codigo	Municipio nombre	Nivel estudios, código	Nivel estudios	Personas
22075	Camporrells	4	ESO, EGB, Bachillerato Elemental	56,5960752014
22076	Canal de Berdún	4	ESO, EGB, Bachillerato Elemental	89,7134181749
22077	Candasnos	4	ESO, EGB, Bachillerato Elemental	176,2877099616
22078	Canfranc	4	ESO, EGB, Bachillerato Elemental	127,102388275
22079	Capdesaso	4	ESO, EGB, Bachillerato Elemental	23,4338071306
22080	Capella	4	ESO, EGB, Bachillerato Elemental	86,5855428044
22081	Casbas de Huesca	4	ESO, EGB, Bachillerato Elemental	89,5355838411
22082	Castejón del Puente	4	ESO, EGB, Bachillerato Elemental	87,4212178453
22083	Castejón de Monegros	4	ESO, EGB, Bachillerato Elemental	182,9339828877
22084	Castejón de Sos	4	ESO, EGB, Bachillerato Elemental	119,8034781457
22085	Castelflorite	4	ESO, EGB, Bachillerato Elemental	40,9348550405
22086	Castiello de Jaca	4	ESO, EGB, Bachillerato Elemental	69,8755184754
22087	Castigaleu	4	ESO, EGB, Bachillerato Elemental	23,2830137643
22088	Castillazuelo	4	ESO, EGB, Bachillerato Elemental	37,4870871622
22089	Castillonroy	4	ESO, EGB, Bachillerato Elemental	158,715143629
22090	Colungo	4	ESO, EGB, Bachillerato Elemental	30,8150427713
22094	Chalamera	4	ESO, EGB, Bachillerato Elemental	35,2076218769
22095	Chía	4	ESO, EGB, Bachillerato Elemental	11,0770964231
22096	Chimillas	4	ESO, EGB, Bachillerato Elemental	85,2975069107
22099	Esplús	4	ESO, EGB, Bachillerato Elemental	176,3891646132
22102	Estada	4	ESO, EGB, Bachillerato Elemental	51,7915360609
22103	Estadilla	4	ESO, EGB, Bachillerato Elemental	279,6489623894
22105	Estopiñán del Castillo	4	ESO, EGB, Bachillerato Elemental	35,2302732744
22106	Fago	4	ESO, EGB, Bachillerato Elemental	6,4219491047
22107	Fanlo	4	ESO, EGB, Bachillerato Elemental	26,2106519817
22109	Fiscal	4	ESO, EGB, Bachillerato Elemental	71,2600587125
22110	Fonz	4	ESO, EGB, Bachillerato Elemental	201,3262113568
22111	Foradada del Toscar	4	ESO, EGB, Bachillerato Elemental	46,2848888407
22112	Fraga	4	ESO, EGB, Bachillerato Elemental	3290,035439376
22113	Fueva (La)	4	ESO, EGB, Bachillerato Elemental	181,4338308629
22114	Gistaín	4	ESO, EGB, Bachillerato Elemental	44,8476936618
22115	Grado (El)	4	ESO, EGB, Bachillerato Elemental	137,0076482557
22116	Grañén	4	ESO, EGB, Bachillerato Elemental	641,687691025
22117	Graus	4	ESO, EGB, Bachillerato Elemental	661,9205236799
22119	Gurrea de Gállego	4	ESO, EGB, Bachillerato Elemental	534,3119957475
22122	Hoz de Jaca	4	ESO, EGB, Bachillerato Elemental	19,0062429888
22124	Huerto	4	ESO, EGB, Bachillerato Elemental	39,8981477887
22125	Huesca	4	ESO, EGB, Bachillerato Elemental	10028,325165385
22126	Ibieca	4	ESO, EGB, Bachillerato Elemental	21,1931865659
22127	Igriés	4	ESO, EGB, Bachillerato Elemental	123,6853499716
22128	Ilche	4	ESO, EGB, Bachillerato Elemental	47,8373661483
22129	Isábena	4	ESO, EGB, Bachillerato Elemental	47,6107912609
22130	Jaca	4	ESO, EGB, Bachillerato Elemental	2435,9507450054
22131	Jasa	4	ESO, EGB, Bachillerato Elemental	39,7249900305
22133	Labuerda	4	ESO, EGB, Bachillerato Elemental	34,9863521731
22135	Laluenga	4	ESO, EGB, Bachillerato Elemental	60,5640277719
22136	Lalueza	4	ESO, EGB, Bachillerato Elemental	252,0186328738
22137	Lanaja	4	ESO, EGB, Bachillerato Elemental	449,7570320606
22139	Laperdiguera	4	ESO, EGB, Bachillerato Elemental	36,8835239641
22141	Lascellas-Ponzano	4	ESO, EGB, Bachillerato Elemental	42,5872035716
22142	Lascuarre	4	ESO, EGB, Bachillerato Elemental	41,4939101013
22143	Laspaúles	4	ESO, EGB, Bachillerato Elemental	68,2885504644
22144	Laspuña	4	ESO, EGB, Bachillerato Elemental	56,2670760545
22149	Loarre	4	ESO, EGB, Bachillerato Elemental	95,0518228256
22150	Loporzano	4	ESO, EGB, Bachillerato Elemental	88,8278299624
22151	Loscorrales	4	ESO, EGB, Bachillerato Elemental	24,0923445079
22155	Monesma y Cajigar	4	ESO, EGB, Bachillerato Elemental	19,2054543058
22156	Monflorite-Lascasas	4	ESO, EGB, Bachillerato Elemental	74,0619218137
22157	Montanuy	4	ESO, EGB, Bachillerato Elemental	80,5060234602
22158	Monzón	4	ESO, EGB, Bachillerato Elemental	3786,7111082443
22160	Naval	4	ESO, EGB, Bachillerato Elemental	51,1022371882
22162	Novales	4	ESO, EGB, Bachillerato Elemental	42,7887260752
22163	Nueno	4	ESO, EGB, Bachillerato Elemental	73,8871976714
22164	Olvena	4	ESO, EGB, Bachillerato Elemental	14,9471421006
22165	Ontiñena	4	ESO, EGB, Bachillerato Elemental	211,5893978794
22167	Osso de Cinca	4	ESO, EGB, Bachillerato Elemental	236,7091713613
22168	Palo	4	ESO, EGB, Bachillerato Elemental	1,4569965662
22170	Panticosa	4	ESO, EGB, Bachillerato Elemental	170,8778454104
22172	Peñalba	4	ESO, EGB, Bachillerato Elemental	253,1727414208
22173	Peñas de Riglos (Las)	4	ESO, EGB, Bachillerato Elemental	71,6881879052
22174	Peralta de Alcofea	4	ESO, EGB, Bachillerato Elemental	145,1466201315
22175	Peralta de Calasanz	4	ESO, EGB, Bachillerato Elemental	71,5172117855
22176	Peraltilla	4	ESO, EGB, Bachillerato Elemental	72,6976663536
22177	Perarrúa	4	ESO, EGB, Bachillerato Elemental	32,1423851219
22178	Pertusa	4	ESO, EGB, Bachillerato Elemental	43,8483395801
22181	Piracés	4	ESO, EGB, Bachillerato Elemental	29,2367901601
22182	Plan	4	ESO, EGB, Bachillerato Elemental	66,5279655684
22184	Poleñino	4	ESO, EGB, Bachillerato Elemental	75,7751803887
22186	Pozán de Vero	4	ESO, EGB, Bachillerato Elemental	77,8625777189
22187	Puebla de Castro (La)	4	ESO, EGB, Bachillerato Elemental	116,365501457
22188	Puente de Montañana	4	ESO, EGB, Bachillerato Elemental	37,485330143
22189	Puértolas	4	ESO, EGB, Bachillerato Elemental	69,9975458277
22190	Pueyo de Araguás (El)	4	ESO, EGB, Bachillerato Elemental	46,9684352101
22193	Pueyo de Santa Cruz	4	ESO, EGB, Bachillerato Elemental	101,1982682539
22195	Quicena	4	ESO, EGB, Bachillerato Elemental	48,4200719994
22197	Robres	4	ESO, EGB, Bachillerato Elemental	169,6971104342
22199	Sabiñánigo	4	ESO, EGB, Bachillerato Elemental	2368,8597330332
22200	Sahún	4	ESO, EGB, Bachillerato Elemental	52,2266241212
22201	Salas Altas	4	ESO, EGB, Bachillerato Elemental	59,9497415118
22202	Salas Bajas	4	ESO, EGB, Bachillerato Elemental	21,2772988178
22203	Salillas	4	ESO, EGB, Bachillerato Elemental	34,3112522159
22204	Sallent de Gállego	4	ESO, EGB, Bachillerato Elemental	261,9091729792
22205	San Esteban de Litera	4	ESO, EGB, Bachillerato Elemental	126,0039184387
22206	Sangarrén	4	ESO, EGB, Bachillerato Elemental	49,7357330094
22207	San Juan de Plan	4	ESO, EGB, Bachillerato Elemental	27,764054729
22208	Santa Cilia	4	ESO, EGB, Bachillerato Elemental	63,0935873686
22209	Santa Cruz de la Serós	4	ESO, EGB, Bachillerato Elemental	61,8324316011
22212	Santaliestra y San Quílez	4	ESO, EGB, Bachillerato Elemental	39,7367919996
22213	Sariñena	4	ESO, EGB, Bachillerato Elemental	974,8041702373
22214	Secastilla	4	ESO, EGB, Bachillerato Elemental	29,6981620806
22215	Seira	4	ESO, EGB, Bachillerato Elemental	40,7928564033
22217	Sena	4	ESO, EGB, Bachillerato Elemental	167,3437038389
22218	Senés de Alcubierre	4	ESO, EGB, Bachillerato Elemental	9,9451436933
22220	Sesa	4	ESO, EGB, Bachillerato Elemental	67,6770042976
22221	Sesué	4	ESO, EGB, Bachillerato Elemental	21,5542410339
22222	Siétamo	4	ESO, EGB, Bachillerato Elemental	129,6805162154
22223	Sopeira	4	ESO, EGB, Bachillerato Elemental	22,9133644804
22225	Tamarite de Litera	4	ESO, EGB, Bachillerato Elemental	926,1024514917
22226	Tardienta	4	ESO, EGB, Bachillerato Elemental	278,7122857074
22227	Tella-Sin	4	ESO, EGB, Bachillerato Elemental	62,3515627039
22228	Tierz	4	ESO, EGB, Bachillerato Elemental	128,4005647273
22229	Tolva	4	ESO, EGB, Bachillerato Elemental	34,4558731089
22230	Torla	4	ESO, EGB, Bachillerato Elemental	113,521223312
22232	Torralba de Aragón	4	ESO, EGB, Bachillerato Elemental	31,3047625973
22233	Torre la Ribera	4	ESO, EGB, Bachillerato Elemental	23,8200191886
22234	Torrente de Cinca	4	ESO, EGB, Bachillerato Elemental	404,2657993345
22235	Torres de Alcanadre	4	ESO, EGB, Bachillerato Elemental	31,189902954
22236	Torres de Barbués	4	ESO, EGB, Bachillerato Elemental	65,1661862786
22239	Tramaced	4	ESO, EGB, Bachillerato Elemental	34,0814860138
22242	Valfarta	4	ESO, EGB, Bachillerato Elemental	24,486419967
22243	Valle de Bardají	4	ESO, EGB, Bachillerato Elemental	11,9575359968
22244	Valle de Lierp	4	ESO, EGB, Bachillerato Elemental	19,8137842257
22245	Velilla de Cinca	4	ESO, EGB, Bachillerato Elemental	148,7716752283
22246	Beranuy	4	ESO, EGB, Bachillerato Elemental	26,2109452927
22247	Viacamp y Litera	4	ESO, EGB, Bachillerato Elemental	12,3238503271
22248	Vicién	4	ESO, EGB, Bachillerato Elemental	46,3069860883
22249	Villanova	4	ESO, EGB, Bachillerato Elemental	20,6501426885
22250	Villanúa	4	ESO, EGB, Bachillerato Elemental	84,6265847579
22251	Villanueva de Sigena	4	ESO, EGB, Bachillerato Elemental	104,1796290714
22252	Yebra de Basa	4	ESO, EGB, Bachillerato Elemental	48,095434641
22253	Yésero	4	ESO, EGB, Bachillerato Elemental	14,8877835843
22254	Zaidín	4	ESO, EGB, Bachillerato Elemental	528,8960700363
22901	Valle de Hecho	4	ESO, EGB, Bachillerato Elemental	305,5406925857
22902	Puente la Reina de Jaca	4	ESO, EGB, Bachillerato Elemental	64,5648550234
22903	San Miguel del Cinca	4	ESO, EGB, Bachillerato Elemental	247,4874732561
22904	Sotonera (La)	4	ESO, EGB, Bachillerato Elemental	321,1532280885
22905	Lupiñén-Ortilla	4	ESO, EGB, Bachillerato Elemental	84,5668394625
22906	Santa María de Dulcis	4	ESO, EGB, Bachillerato Elemental	86,0710419938
22907	Aínsa-Sobrarbe	4	ESO, EGB, Bachillerato Elemental	499,3303459452
22908	Hoz y Costeán	4	ESO, EGB, Bachillerato Elemental	51,5534374026
22909	Vencillón	4	ESO, EGB, Bachillerato Elemental	142,6348104172
44001	Ababuj	4	ESO, EGB, Bachillerato Elemental	12,5186566011
44002	Abejuela	4	ESO, EGB, Bachillerato Elemental	20,4158176835
44004	Aguaviva	4	ESO, EGB, Bachillerato Elemental	191,6983682319
44005	Aguilar del Alfambra	4	ESO, EGB, Bachillerato Elemental	19,4654612819
44006	Alacón	4	ESO, EGB, Bachillerato Elemental	144,4035515402
44007	Alba	4	ESO, EGB, Bachillerato Elemental	64,9566038595
44008	Albalate del Arzobispo	4	ESO, EGB, Bachillerato Elemental	726,5856604894
44009	Albarracín	4	ESO, EGB, Bachillerato Elemental	246,4299949694
44010	Albentosa	4	ESO, EGB, Bachillerato Elemental	62,9592710597
44011	Alcaine	4	ESO, EGB, Bachillerato Elemental	30,443271269
44012	Alcalá de la Selva	4	ESO, EGB, Bachillerato Elemental	146,986251198
44013	Alcañiz	4	ESO, EGB, Bachillerato Elemental	4051,3733309148
44014	Alcorisa	4	ESO, EGB, Bachillerato Elemental	923,4797185875
44016	Alfambra	4	ESO, EGB, Bachillerato Elemental	146,0329278999
44017	Aliaga	4	ESO, EGB, Bachillerato Elemental	125,0262742777
44018	Almohaja	4	ESO, EGB, Bachillerato Elemental	29
44019	Alobras	4	ESO, EGB, Bachillerato Elemental	6,8906063821
44020	Alpeñés	4	ESO, EGB, Bachillerato Elemental	11,0442204954
44021	Allepuz	4	ESO, EGB, Bachillerato Elemental	27,3396685149
44022	Alloza	4	ESO, EGB, Bachillerato Elemental	163,3903714533
44023	Allueva	4	ESO, EGB, Bachillerato Elemental	3,8125826212
44024	Anadón	4	ESO, EGB, Bachillerato Elemental	18,2261208466
44025	Andorra	4	ESO, EGB, Bachillerato Elemental	2201,6101066746
44026	Arcos de las Salinas	4	ESO, EGB, Bachillerato Elemental	32,4055227591
44027	Arens de Lledó	4	ESO, EGB, Bachillerato Elemental	75,6340058669
44028	Argente	4	ESO, EGB, Bachillerato Elemental	58,8871900189
44029	Ariño	4	ESO, EGB, Bachillerato Elemental	279,9301600474
44031	Azaila	4	ESO, EGB, Bachillerato Elemental	30,7435108905
44032	Bádenas	4	ESO, EGB, Bachillerato Elemental	3,7472458747
44033	Báguena	4	ESO, EGB, Bachillerato Elemental	109,6277017671
44034	Bañón	4	ESO, EGB, Bachillerato Elemental	35,9674395362
44035	Barrachina	4	ESO, EGB, Bachillerato Elemental	45,2237458865
44036	Bea	4	ESO, EGB, Bachillerato Elemental	5,4188149985
44037	Beceite	4	ESO, EGB, Bachillerato Elemental	225,4046671551
44038	Belmonte de San José	4	ESO, EGB, Bachillerato Elemental	32,6699584142
44039	Bello	4	ESO, EGB, Bachillerato Elemental	56,8998392193
44040	Berge	4	ESO, EGB, Bachillerato Elemental	94,8974443581
44041	Bezas	4	ESO, EGB, Bachillerato Elemental	15,0383937093
44042	Blancas	4	ESO, EGB, Bachillerato Elemental	41,1327810536
44043	Blesa	4	ESO, EGB, Bachillerato Elemental	46,8924492701
44044	Bordón	4	ESO, EGB, Bachillerato Elemental	38,238529112
44045	Bronchales	4	ESO, EGB, Bachillerato Elemental	193,5280666062
44046	Bueña	4	ESO, EGB, Bachillerato Elemental	24,7553842947
44047	Burbáguena	4	ESO, EGB, Bachillerato Elemental	42,2134439164
44048	Cabra de Mora	4	ESO, EGB, Bachillerato Elemental	18,3972101729
44049	Calaceite	4	ESO, EGB, Bachillerato Elemental	394,8012497497
44050	Calamocha	4	ESO, EGB, Bachillerato Elemental	1295,507905752
44051	Calanda	4	ESO, EGB, Bachillerato Elemental	1312,0772437013
44052	Calomarde	4	ESO, EGB, Bachillerato Elemental	17,9004001402
44053	Camañas	4	ESO, EGB, Bachillerato Elemental	43,8412772137
44054	Camarena de la Sierra	4	ESO, EGB, Bachillerato Elemental	64,7641094606
44055	Camarillas	4	ESO, EGB, Bachillerato Elemental	37,9607438208
44056	Caminreal	4	ESO, EGB, Bachillerato Elemental	274,4338997038
44059	Cantavieja	4	ESO, EGB, Bachillerato Elemental	256,7330706565
44060	Cañada de Benatanduz	4	ESO, EGB, Bachillerato Elemental	14,5873579886
44061	Cañada de Verich (La)	4	ESO, EGB, Bachillerato Elemental	32,5534342922
44062	Cañada Vellida	4	ESO, EGB, Bachillerato Elemental	15,1697902886
44063	Cañizar del Olivar	4	ESO, EGB, Bachillerato Elemental	18,6808343615
44064	Cascante del Río	4	ESO, EGB, Bachillerato Elemental	19,2152099958
44065	Castejón de Tornos	4	ESO, EGB, Bachillerato Elemental	15,8135993036
44066	Castel de Cabra	4	ESO, EGB, Bachillerato Elemental	56,8606734327
44067	Castelnou	4	ESO, EGB, Bachillerato Elemental	39,9322641163
44068	Castelserás	4	ESO, EGB, Bachillerato Elemental	249,4893855448
44070	Castellar (El)	4	ESO, EGB, Bachillerato Elemental	24,8069558471
44071	Castellote	4	ESO, EGB, Bachillerato Elemental	211,1652686274
44074	Cedrillas	4	ESO, EGB, Bachillerato Elemental	192,5482380532
44075	Celadas	4	ESO, EGB, Bachillerato Elemental	104,4323476704
44076	Cella	4	ESO, EGB, Bachillerato Elemental	703,4388037725
44077	Cerollera (La)	4	ESO, EGB, Bachillerato Elemental	34,3271343533
44080	Codoñera (La)	4	ESO, EGB, Bachillerato Elemental	108,1199694985
44082	Corbalán	4	ESO, EGB, Bachillerato Elemental	29,0172286497
44084	Cortes de Aragón	4	ESO, EGB, Bachillerato Elemental	15,8146725656
44085	Cosa	4	ESO, EGB, Bachillerato Elemental	18,0032532468
44086	Cretas	4	ESO, EGB, Bachillerato Elemental	200,4468371467
44087	Crivillén	4	ESO, EGB, Bachillerato Elemental	39,2679634638
44088	Cuba (La)	4	ESO, EGB, Bachillerato Elemental	15,440396562
44089	Cubla	4	ESO, EGB, Bachillerato Elemental	30,0810585822
44090	Cucalón	4	ESO, EGB, Bachillerato Elemental	25,4355399248
44092	Cuervo (El)	4	ESO, EGB, Bachillerato Elemental	26,5725440425
44093	Cuevas de Almudén	4	ESO, EGB, Bachillerato Elemental	48,1067072586
44094	Cuevas Labradas	4	ESO, EGB, Bachillerato Elemental	32,3357792733
44096	Ejulve	4	ESO, EGB, Bachillerato Elemental	65,4372024117
44097	Escorihuela	4	ESO, EGB, Bachillerato Elemental	37,654267304
44099	Escucha	4	ESO, EGB, Bachillerato Elemental	299,1628372035
44100	Estercuel	4	ESO, EGB, Bachillerato Elemental	52,4170548118
44101	Ferreruela de Huerva	4	ESO, EGB, Bachillerato Elemental	18,0284366158
44102	Fonfría	4	ESO, EGB, Bachillerato Elemental	6,2516156865
44103	Formiche Alto	4	ESO, EGB, Bachillerato Elemental	49,3380415826
44105	Fórnoles	4	ESO, EGB, Bachillerato Elemental	42,9981787241
44106	Fortanete	4	ESO, EGB, Bachillerato Elemental	45,0315555052
44107	Foz-Calanda	4	ESO, EGB, Bachillerato Elemental	90,1518791374
44108	Fresneda (La)	4	ESO, EGB, Bachillerato Elemental	189,1955966093
44109	Frías de Albarracín	4	ESO, EGB, Bachillerato Elemental	57,065625782
44110	Fuenferrada	4	ESO, EGB, Bachillerato Elemental	6,7809351554
44111	Fuentes Calientes	4	ESO, EGB, Bachillerato Elemental	34,0521506627
44112	Fuentes Claras	4	ESO, EGB, Bachillerato Elemental	173,6739615201
44113	Fuentes de Rubielos	4	ESO, EGB, Bachillerato Elemental	34,6389200979
44114	Fuentespalda	4	ESO, EGB, Bachillerato Elemental	85,6316437759
44115	Galve	4	ESO, EGB, Bachillerato Elemental	50,5994915509
44116	Gargallo	4	ESO, EGB, Bachillerato Elemental	42,8322482135
44117	Gea de Albarracín	4	ESO, EGB, Bachillerato Elemental	134,0487044836
44118	Ginebrosa (La)	4	ESO, EGB, Bachillerato Elemental	79,7429849238
44119	Griegos	4	ESO, EGB, Bachillerato Elemental	57,8674001398
44120	Guadalaviar	4	ESO, EGB, Bachillerato Elemental	67,0404804217
44121	Gúdar	4	ESO, EGB, Bachillerato Elemental	17,9627335065
44122	Híjar	4	ESO, EGB, Bachillerato Elemental	393,7185524611
44123	Hinojosa de Jarque	4	ESO, EGB, Bachillerato Elemental	62,0075997559
44124	Hoz de la Vieja (La)	4	ESO, EGB, Bachillerato Elemental	20,8560299637
44125	Huesa del Común	4	ESO, EGB, Bachillerato Elemental	25,7451346048
44126	Iglesuela del Cid (La)	4	ESO, EGB, Bachillerato Elemental	122,8691500837
44127	Jabaloyas	4	ESO, EGB, Bachillerato Elemental	30,7086212492
44128	Jarque de la Val	4	ESO, EGB, Bachillerato Elemental	38,3775811875
44129	Jatiel	4	ESO, EGB, Bachillerato Elemental	14,5057161678
44130	Jorcas	4	ESO, EGB, Bachillerato Elemental	10,0183974029
44131	Josa	4	ESO, EGB, Bachillerato Elemental	5,7513815944
44132	Lagueruela	4	ESO, EGB, Bachillerato Elemental	15,3485161624
44133	Lanzuela	4	ESO, EGB, Bachillerato Elemental	9,6921934553
44135	Libros	4	ESO, EGB, Bachillerato Elemental	33,8520920245
44136	Lidón	4	ESO, EGB, Bachillerato Elemental	22,5349632741
44137	Linares de Mora	4	ESO, EGB, Bachillerato Elemental	83,7598238725
44138	Loscos	4	ESO, EGB, Bachillerato Elemental	60,9499503805
44141	Lledó	4	ESO, EGB, Bachillerato Elemental	68,3162534198
44142	Maicas	4	ESO, EGB, Bachillerato Elemental	13,412156436
44143	Manzanera	4	ESO, EGB, Bachillerato Elemental	136,3175073159
44144	Martín del Río	4	ESO, EGB, Bachillerato Elemental	142,3092192612
44145	Mas de las Matas	4	ESO, EGB, Bachillerato Elemental	464,6445062297
44146	Mata de los Olmos (La)	4	ESO, EGB, Bachillerato Elemental	67,568610788
44147	Mazaleón	4	ESO, EGB, Bachillerato Elemental	203,2713836993
44148	Mezquita de Jarque	4	ESO, EGB, Bachillerato Elemental	30,2037639863
44149	Mirambel	4	ESO, EGB, Bachillerato Elemental	31,0469058219
44150	Miravete de la Sierra	4	ESO, EGB, Bachillerato Elemental	6,1814699368
44151	Molinos	4	ESO, EGB, Bachillerato Elemental	84,719050344
44152	Monforte de Moyuela	4	ESO, EGB, Bachillerato Elemental	27,1122895649
44153	Monreal del Campo	4	ESO, EGB, Bachillerato Elemental	667,8591832346
44154	Monroyo	4	ESO, EGB, Bachillerato Elemental	116,4161917838
44155	Montalbán	4	ESO, EGB, Bachillerato Elemental	374,8665795276
44156	Monteagudo del Castillo	4	ESO, EGB, Bachillerato Elemental	22,8337258465
44157	Monterde de Albarracín	4	ESO, EGB, Bachillerato Elemental	23,0533916576
44158	Mora de Rubielos	4	ESO, EGB, Bachillerato Elemental	437,910971977
44159	Moscardón	4	ESO, EGB, Bachillerato Elemental	13,8836642652
44160	Mosqueruela	4	ESO, EGB, Bachillerato Elemental	189,0726394126
44161	Muniesa	4	ESO, EGB, Bachillerato Elemental	166,7384983603
44163	Noguera de Albarracín	4	ESO, EGB, Bachillerato Elemental	43,3936946672
44164	Nogueras	4	ESO, EGB, Bachillerato Elemental	12,2078440472
44165	Nogueruelas	4	ESO, EGB, Bachillerato Elemental	55,6010181376
44167	Obón	4	ESO, EGB, Bachillerato Elemental	15,0037551748
44168	Odón	4	ESO, EGB, Bachillerato Elemental	72,3990806791
44169	Ojos Negros	4	ESO, EGB, Bachillerato Elemental	101,8875823757
44171	Olba	4	ESO, EGB, Bachillerato Elemental	40,1617324428
44172	Oliete	4	ESO, EGB, Bachillerato Elemental	150,5381810904
44173	Olmos (Los)	4	ESO, EGB, Bachillerato Elemental	41,6118303977
44174	Orihuela del Tremedal	4	ESO, EGB, Bachillerato Elemental	186,814504796
44175	Orrios	4	ESO, EGB, Bachillerato Elemental	41,0677302632
44176	Palomar de Arroyos	4	ESO, EGB, Bachillerato Elemental	70,926928248
44177	Pancrudo	4	ESO, EGB, Bachillerato Elemental	44,4034794516
44178	Parras de Castellote (Las)	4	ESO, EGB, Bachillerato Elemental	15,9151145165
44179	Peñarroya de Tastavins	4	ESO, EGB, Bachillerato Elemental	155,9026328634
44180	Peracense	4	ESO, EGB, Bachillerato Elemental	39,2933699435
44181	Peralejos	4	ESO, EGB, Bachillerato Elemental	17,515799604
44182	Perales del Alfambra	4	ESO, EGB, Bachillerato Elemental	82,5080647143
44183	Pitarque	4	ESO, EGB, Bachillerato Elemental	29,8145827002
44184	Plou	4	ESO, EGB, Bachillerato Elemental	15,4430535606
44185	Pobo (El)	4	ESO, EGB, Bachillerato Elemental	41,414291539
