Año	Comarca código	Comarca nombre	Tipo de presupuesto	Estado de la información	Área gastos, total	Área gastos, deuda pública	Área gastos, servicios públicos básicos	Área gastos, actuaciones protección y promoción social	Área gastos, producción bienes públicos carácter preferente	Área gastos, actuaciones carácter económico	Área gastos, actuaciones carácter general
2011	09	La Litera / La Llitera	Liquidaciones	Consolidada	5067074,11	362701,82	1045673,49	2840204,45	155051,1	89239,26	574203,99
2011	10	Los Monegros	Liquidaciones	Consolidada	6427816,72	29134,11	2212959,56	1536377,86	1390442,6	756173,16	502729,43
2011	11	Bajo Cinca / Baix Cinca	Liquidaciones	Consolidada	4376560,87	0	992450,4	965671,5	452815,74	378086,51	1587536,72
2011	12	Tarazona y el Moncayo	Liquidaciones	Consolidada	1925099,84	0	380215,95	751088,87	239411,7	23165,23	531218,09
2011	13	Campo de Borja	Liquidaciones	Consolidada	3380191,8	60166,61	560851,64	1419280,21	471802,49	68267,1	799823,75
2011	14	Aranda	Liquidaciones	Consolidada	2240669,32	47994,06	683020,66	230316,34	189442,8	125964,03	963931,43
2011	15	Ribera Alta del Ebro	Liquidaciones	Consolidada	4342236,51	0	1166921,22	1557798,28	647309,53	80595,28	889612,2
2011	16	Valdejalón	Liquidaciones	Consolidada	5378676,43	0	772338,79	1511438,19	443470,87	146672,25	2504756,33
2011	18	Ribera Baja del Ebro	Liquidaciones	Consolidada	2949102,79	0	806500,25	959881,25	327995,07	34826,34	819899,88
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Liquidaciones	Consolidada	3275115,68	12291,69	90337,12	556023,55	216945,59	1462796,29	936721,44
2011	20	Comunidad de Calatayud	Liquidaciones	Consolidada	4751392,11	0	394401,35	1619277,25	374820,8	702406,09	1660486,62
2011	21	Campo de Cariñena	Liquidaciones	Consolidada	2918603,88	187219,21	1161181,71	643152,14	330895,42	10607,82	585547,58
2011	22	Campo de Belchite	Liquidaciones	Consolidada	2561866,83	0	1170524,29	250618,03	279497,39	68308,82	792918,3
2011	23	Bajo Martín	Liquidaciones	Consolidada	3234074,34	59241,75	576273,12	785447,42	222301,34	43029,25	1547781,46
2011	24	Campo de Daroca	Liquidaciones	Consolidada	2403507,62	64821,3	308426,96	373695,91	134497,88	452106,36	1069959,21
2011	25	Jiloca	Liquidaciones	Consolidada	3283704,75	580,08	731360,26	1256741,77	322854,87	482197,19	489970,58
2011	26	Cuencas Mineras	Liquidaciones	Consolidada	2843235,74	72255,68	135293,37	394682,58	245418,92	390159,26	1605425,93
2011	27	Andorra-Sierra de Arcos	Liquidaciones	Consolidada	2268609,68	490,94	380713,55	847938,22	388559,08	270219,3	380688,59
2011	28	Bajo Aragón	Liquidaciones	Consolidada	3443776,01	105719,16	506477,15	1434806,34	329351,8	66886,84	1000534,72
2011	29	Comunidad de Teruel	Liquidaciones	Consolidada	5007023,45	231087,43	1252820,16	1699691,48	704336,44	543547,84	575540,1
2011	30	Maestrazgo	Liquidaciones	Sin información							
2011	31	Sierra de Albarracín	Liquidaciones	Consolidada	3031605,3	0	234586,87	129279,49	407860	624859,09	1635019,85
2011	32	Gúdar-Javalambre	Liquidaciones	Consolidada	3367419,92	0	559685,08	791430,5	521340,55	839731,1	655232,69
2011	33	Matarraña / Matarranya	Liquidaciones	Consolidada	3841685,53	34418,37	657287,12	563441,68	322683,25	235903,03	2027952,08
2012	01	La Jacetania	Liquidaciones	Consolidada	4440628,77	0	1062085,96	942597,83	570916,95	1027225,12	837802,91
2012	02	Alto Gállego	Liquidaciones	Consolidada	4312949,88	91639,15	1416964,09	1114177,91	946896,28	65392,03	677880,42
2012	03	Sobrarbe	Liquidaciones	Consolidada	5063498,38	0	299768,23	420670,82	231805,47	969856,41	3141397,45
2012	04	La Ribagorza	Liquidaciones	Consolidada	6987984,53	620811,53	2267130,32	1350180,5	1497542,07	450327,74	801992,37
2012	05	Cinco Villas	Liquidaciones	Consolidada	4649944,65	0	1232247,47	972660,01	339524,43	1741956,87	363555,87
2012	06	Hoya de Huesca / Plana de Uesca	Liquidaciones	Consolidada	5650060,33	23069,57	1218442,09	1725706,02	961334,76	756655,23	964852,66
2012	07	Somontano de Barbastro	Liquidaciones	Consolidada	4540534,02	2038,26	1850588,55	954340,62	528207,34	463296,29	742062,96
2012	08	Cinca Medio	Liquidaciones	Consolidada	2839023,79	53852,64	1023263,36	890118,32	282702,53	33890,23	555196,71
2012	09	La Litera / La Llitera	Liquidaciones	Consolidada	4475684,79	373546,23	905072,36	2525328,25	122691,08	27256,34	521790,53
2012	10	Los Monegros	Liquidaciones	Consolidada	4998387,6	38469,2	1684598,77	1394344,83	1103690,13	362903,7	414380,97
2012	11	Bajo Cinca / Baix Cinca	Liquidaciones	Consolidada	3140868,46	0	871257,51	588879,98	419716,23	425899,19	835115,55
2012	12	Tarazona y el Moncayo	Liquidaciones	Consolidada	2783796,84	0	457524,75	831984,13	212003,98	587950,63	694333,35
2012	13	Campo de Borja	Liquidaciones	Consolidada	2944198,4	136039,74	566749,81	1177282,65	287212,05	109858,2	667055,95
2012	14	Aranda	Liquidaciones	Consolidada	2016979,9	47100,83	502308,68	299395,58	152093,73	100436,24	915644,84
2012	15	Ribera Alta del Ebro	Liquidaciones	Consolidada	3644172,35	0	862549,82	1625114,56	491805,46	62656,11	602046,4
2012	16	Valdejalón	Liquidaciones	Consolidada	3733817,62	0	693115,19	1377982,54	393241,49	72000,49	1197477,91
2012	18	Ribera Baja del Ebro	Liquidaciones	Consolidada	2697944,81	0	836396,52	846174,37	290537,51	17511,63	707324,78
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Liquidaciones	Consolidada	2101729,7	10427,41	101136,95	637540,64	139910,38	450644,41	762069,91
2012	20	Comunidad de Calatayud	Liquidaciones	Consolidada	3376852,28	0	550299,81	1389993,13	297777,48	84215,06	1054566,8
2012	21	Campo de Cariñena	Liquidaciones	Consolidada	2530520,92	257291,43	772489,88	605039,77	305619,83	34759,51	555320,5
2012	22	Campo de Belchite	Liquidaciones	Consolidada	1487658,56	0	635730,81	183158,78	162315,11	82208,56	424245,3
2012	23	Bajo Martín	Liquidaciones	Consolidada	1888424,42	79700,36	557993,54	734639,75	140452,96	14224,54	361413,27
2012	24	Campo de Daroca	Liquidaciones	Consolidada	2351555,74	73815	413809,83	284470,52	217870,9	353858,97	1007730,52
2012	25	Jiloca	Liquidaciones	Consolidada	3074322,32	21838,04	651213,26	1090106,69	369922,64	359763,21	581478,48
2012	26	Cuencas Mineras	Liquidaciones	Sin información							
2012	27	Andorra-Sierra de Arcos	Liquidaciones	Consolidada	2097417,47	674,58	370550,67	750412,75	299125,35	122767,29	553886,83
2012	28	Bajo Aragón	Liquidaciones	Consolidada	2899619,97	109899,3	488084,61	1340876,35	313332,43	46150,18	601277,1
2012	29	Comunidad de Teruel	Liquidaciones	Consolidada	3870386,67	195392,07	455977,2	1762602,41	548951,02	427498,15	479965,82
2012	30	Maestrazgo	Liquidaciones	Consolidada	1565190,8	0	380088,23	80028,92	551845,01	399490,08	153738,56
2012	31	Sierra de Albarracín	Liquidaciones	Consolidada	1987669,05	0	216868,46	88353,76	302241,02	10126,18	1370079,63
2012	32	Gúdar-Javalambre	Liquidaciones	Consolidada	2587628,26	0	540918,98	628129,16	384284,45	495442,24	538853,43
2012	33	Matarraña / Matarranya	Liquidaciones	Consolidada	2333958,49	44610,55	383347,16	730626,56	352570,46	96099,26	726704,5
2013	01	La Jacetania	Liquidaciones	Consolidada	4612406,23	0	843384,18	1169388,15	591231,32	1140305,29	868097,29
2013	02	Alto Gállego	Liquidaciones	Consolidada	4374708,51	82253,48	1338011,41	1115866,1	1148907,73	89682,94	599986,85
2013	03	Sobrarbe	Liquidaciones	Consolidada	5066564,6	0	426995,22	194719,27	987891,34	254568,93	3202389,84
2013	04	La Ribagorza	Liquidaciones	Consolidada	6493926,15	337048,31	1958965,2	1460702,4	1492761,25	662747,68	581701,31
2013	05	Cinco Villas	Liquidaciones	Consolidada	4564714,41	0	1342688,26	1084446,72	562155,97	1256669,55	318753,91
2013	06	Hoya de Huesca / Plana de Uesca	Liquidaciones	Consolidada	6684352,17	169136,48	1125164,96	1871916,58	1523088,7	894842,31	1100203,14
2013	07	Somontano de Barbastro	Liquidaciones	Consolidada	4320720,15	476,11	1796663,52	761005,65	617836,85	406209,31	738528,71
2013	08	Cinca Medio	Liquidaciones	Consolidada	3071943,37	35938,82	942145,73	908286,65	447479,29	96728,37	641364,51
2013	09	La Litera / La Llitera	Liquidaciones	Consolidada	5066580,82	361810,33	961179,18	2647504,76	399787,21	122543,95	573755,39
2013	10	Los Monegros	Liquidaciones	Consolidada	4889171,07	45833,71	1635512,39	1335637,44	1020200,64	209736,84	642250,05
2013	11	Bajo Cinca / Baix Cinca	Liquidaciones	Consolidada	4901411,08	0	888129,31	703746,55	409834,31	568449,8	2331251,11
2013	12	Tarazona y el Moncayo	Liquidaciones	Consolidada	2753344,32	0	517473,98	819025,63	317067,62	513290,45	586486,64
2013	13	Campo de Borja	Liquidaciones	Consolidada	2864332,74	34141,05	698792,37	1104210,66	278383,1	85011,03	663794,53
2013	14	Aranda	Liquidaciones	Consolidada	2001194,35	46883,88	586952,73	709316,15	158197,15	131869,73	367974,71
2013	15	Ribera Alta del Ebro	Liquidaciones	Consolidada	5635661,56	2797,73	880544,42	1716126,8	685494,64	22326,74	2328371,23
2013	16	Valdejalón	Liquidaciones	Consolidada	3423323,17	0	783332,13	1557066,07	270134	45483,8	767307,17
2013	18	Ribera Baja del Ebro	Liquidaciones	Consolidada	2599361,71	0	707723,82	882919,27	362548,62	7260	638910
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Liquidaciones	Consolidada	2120840,43	5653,01	136597,52	600384,14	405883,61	103699,54	868622,61
2013	20	Comunidad de Calatayud	Liquidaciones	Consolidada	3647792	0	555183,05	1936618,84	326837,53	70466,86	758685,72
2013	21	Campo de Cariñena	Liquidaciones	Consolidada	2410471,87	250858,24	493241,07	630925,79	454460,56	50678,32	530307,89
2013	22	Campo de Belchite	Liquidaciones	Consolidada	1669310,01	0	741946,72	215590,38	164180,05	61239,71	486353,15
2013	23	Bajo Martín	Liquidaciones	Consolidada	2212163,38	292999,68	584279,26	750816,07	149586,81	10583,29	423898,27
2013	24	Campo de Daroca	Liquidaciones	Consolidada	2269372,28	29870,08	380929,81	365626,58	149563,15	311726,29	1031656,37
2013	25	Jiloca	Liquidaciones	Consolidada	2908823,07	19204,7	665930,37	1122418,51	448417,86	136264,48	516587,15
2013	26	Cuencas Mineras	Liquidaciones	Consolidada	1871041,44	0	141805,62	386943,57	246752,74	452658,21	642881,3
2013	27	Andorra-Sierra de Arcos	Liquidaciones	Consolidada	2112092,17	779,86	372821,05	911831,84	340669,69	130966,97	355022,76
2013	28	Bajo Aragón	Liquidaciones	Consolidada	3754706,46	392449,2	590704,46	1412358,84	557118,95	110622,96	691452,05
2013	29	Comunidad de Teruel	Liquidaciones	Consolidada	3996529,96	172239,48	407440,3	1770290,09	743826,3	437455,29	465278,5
2013	30	Maestrazgo	Liquidaciones	Consolidada	1659697,76	0	97097,65	491395,51	344075,22	250216,31	476913,07
2013	31	Sierra de Albarracín	Liquidaciones	Consolidada	2127646,4	0	155850,71	1127811,17	443334,62	132928,71	267721,19
2013	32	Gúdar-Javalambre	Liquidaciones	Consolidada	2370870,61	0	555213,71	667449,82	413240,39	225899,87	509066,82
2013	33	Matarraña / Matarranya	Liquidaciones	Consolidada	2217417,16	48228,67	222036,15	728423,88	330429,69	82909,7	805389,07
2014	01	La Jacetania	Liquidaciones	Consolidado	4791795,93	0	970813,58	986031,35	710484,32	1136588,42	987878,26
2014	02	Alto Gállego	Liquidaciones	Consolidado	4802399,72	236326,23	1525153,6	1183406,5	1115606,42	183273,6	558633,37
2014	03	Sobrarbe	Liquidaciones	Consolidado	5176823,39	0	441259,36	289553,3	830923,69	392312,61	3222774,43
2014	04	La Ribagorza	Liquidaciones	Consolidado	5661201,53	186478,82	1991155,11	1257902,41	1557544,91	198589,77	469530,51
2014	05	Cinco Villas	Liquidaciones	Consolidado	4024368,12	0	1246130,07	1050407,01	594250,81	830192,98	303387,25
2014	06	Hoya de Huesca / Plana de Uesca	Liquidaciones	Consolidado	6714683,36	3454,99	1445344,83	1904891,08	1553454,13	576701,27	1230837,06
2014	07	Somontano de Barbastro	Liquidaciones	Consolidado	5000410,87	321,03	2233984,99	1135054,72	596778,27	285526,33	748745,53
2014	08	Cinca Medio	Liquidaciones	Consolidado	3123161,58	6900,44	1053057,63	1150463,8	293020,28	41810,38	577909,05
2014	09	La Litera / La Llitera	Liquidaciones	Consolidado	5360971,01	367074,02	1309919,57	2777291,59	340412,86	35126,33	531146,64
2014	10	Los Monegros	Liquidaciones	Consolidado	4607095,38	35442,69	1649154,61	1297615,71	963102,31	185035,51	476744,55
2014	11	Bajo Cinca / Baix Cinca	Liquidaciones	Consolidado	4551040,04	0	1496635,53	735586,52	416498,59	904133,85	998185,55
2014	12	Tarazona y el Moncayo	Liquidaciones	Consolidado	2912273,93	0	684227	835138,14	310534	421698,72	660676,07
2014	13	Campo de Borja	Liquidaciones	Consolidado	2720544,71	34997,15	782560,44	1092958,99	235785,7	40848,83	533393,6
2014	14	Aranda	Liquidaciones	Consolidado	2089471,95	135778,92	507800,83	747245,53	185916,8	135659,83	377070,04
2014	15	Ribera Alta del Ebro	Liquidaciones	Consolidado	5604510,79	90668,14	1398603,71	1615609,11	766772,9	41322,02	1691534,91
2014	16	Valdejalón	Liquidaciones	Consolidado	3818714,57	0	852639,74	1340876,86	264191,81	77733,61	1283272,55
2014	18	Ribera Baja del Ebro	Liquidaciones	Consolidado	2430340,75	0	402853,7	906132,75	456054,7	7260	658039,6
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Liquidaciones	Consolidado	2075672,61	5336,47	291188,49	536746,04	296270,58	96547,85	849583,18
2014	20	Comunidad de Calatayud	Liquidaciones	Consolidado	4142836,08	0	797126,45	1985487,17	321449,15	116483,06	922290,25
2014	21	Campo de Cariñena	Liquidaciones	Consolidado	3003894,61	248672,1	888682,61	651217,68	471845,7	87003,33	656473,19
2014	22	Campo de Belchite	Liquidaciones	Consolidado	1463336,96	0	483327,56	235126,38	219153,83	87733,88	437995,31
2014	23	Bajo Martín	Liquidaciones	Consolidado	2228368,98	300065,33	547192,44	770961,05	150831,93	11372,36	447945,87
2014	24	Campo de Daroca	Liquidaciones	Consolidado	2744048,27	43421,23	446220,05	353067,01	232354,42	576447,01	1092538,55
2014	25	Jiloca	Liquidaciones	Consolidado	3576967,82	18457,17	861143,59	1114643,86	548372,32	132963,14	901387,74
2014	26	Cuencas Mineras	Liquidaciones	Consolidado	2325781,35	0	170775,24	336621,13	261699,85	850177,21	706507,92
2014	27	Andorra-Sierra de Arcos	Liquidaciones	Consolidado	2519167,81	999,41	438932,55	948015,29	364865,15	160823,34	605532,07
2014	28	Bajo Aragón	Liquidaciones	Consolidado	3777427,29	449127,63	480053,06	1437870,47	493620,76	240390,55	676364,82
2014	29	Comunidad de Teruel	Liquidaciones	Consolidado	4088361,79	183389,24	247429,49	1964120,91	754965,48	446913,08	491543,59
2014	30	Maestrazgo	Liquidaciones	Consolidado	2566506,95	75612,9	1037671,28	558666,68	341485,88	220089,97	332980,24
2014	31	Sierra de Albarracín	Liquidaciones	Consolidado	2583653,02	0	433579,11	1063051,27	373980,56	338508,15	374533,93
2014	32	Gúdar-Javalambre	Liquidaciones	Consolidado	2733180,2	3443,11	557262,27	600031,32	433034,63	605858,21	533550,66
2014	33	Matarraña / Matarranya	Liquidaciones	Consolidado	2576888,7	48014,46	351155,43	1110332,57	360956,29	81409,16	625020,79
2015	01	La Jacetania	Liquidaciones	Consolidado	5037612,66	0	1162463,87	990047,33	694091,52	1283000,26	908009,68
2015	02	Alto Gállego	Liquidaciones	Consolidado	4794605,63	79804,94	1570008,35	975288,31	894148,32	119613,39	1155742,32
2015	03	Sobrarbe	Liquidaciones	Consolidado	5352024,91	0	697658,87	115823,81	942756,42	389315,36	3206470,45
2015	04	La Ribagorza	Liquidaciones	Consolidado	6069637,27	316913,32	2070838,86	1314059,82	1712699,11	174517,36	480608,8
2015	05	Cinco Villas	Liquidaciones	Consolidado	4175178,28	0	1188498,45	1032263,88	480212,93	1115788,81	358414,21
2015	06	Hoya de Huesca / Plana de Uesca	Liquidaciones	Consolidado	6550531,93	1118,78	1180489,32	1865864,66	1575518,29	727061,19	1200479,69
2015	07	Somontano de Barbastro	Liquidaciones	Consolidado	4862579,6	0	2006412,95	1074412,42	695204,22	301462,47	785087,54
2015	08	Cinca Medio	Liquidaciones	Consolidado	3506540,3	1100,51	1270006,29	1050156,52	567197,22	182720,09	435359,67
2015	09	La Litera / La Llitera	Liquidaciones	Consolidado	5372629,86	352818,46	1142567,7	2814422,73	482361,32	73453,49	507006,16
2015	10	Los Monegros	Liquidaciones	Consolidado	4348282,4	14940,31	1400689,04	1251197,65	936984,63	171271,09	573199,68
2015	11	Bajo Cinca / Baix Cinca	Liquidaciones	Consolidado	3824847,98	0	1145914,67	697922,91	433335,32	604903,44	942771,64
2015	12	Tarazona y el Moncayo	Liquidaciones	Consolidado	3133475,06	0	585439,27	760277,57	365897,12	647403,93	774457,17
2015	13	Campo de Borja	Liquidaciones	Consolidado	2624577,61	31573,17	636121,41	1064238,6	201251,5	52474,18	638918,75
2015	14	Aranda	Liquidaciones	Consolidado	2045839,14	7239,16	578575,6	689510,63	284773,19	135265,53	350475,03
2015	15	Ribera Alta del Ebro	Liquidaciones	Consolidado	4491516,05	89399,65	983677,35	1648233,76	1014441,77	133638,86	622124,66
2015	16	Valdejalón	Liquidaciones	Consolidado	3961797,44	0	792529,41	1350486,35	239089,41	45430,51	1534261,76
2015	18	Ribera Baja del Ebro	Liquidaciones	Consolidado	2488299,6	0	397559,14	774615,64	576680,33	7260	732184,49
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Liquidaciones	Consolidado	2027656,37	3960,26	198855,41	389841,99	291259,69	80945,91	1062793,11
2015	20	Comunidad de Calatayud	Liquidaciones	Consolidado	3737968,04	0	305141,36	2111582,31	298998,99	61394,28	960851,1
2015	21	Campo de Cariñena	Liquidaciones	Consolidado	2603167,59	249935,58	654573,34	673823,43	450673,02	18876,17	555286,05
2015	22	Campo de Belchite	Liquidaciones	Consolidado	1533827,24	0	264225,13	220441,7	225995,53	94139,46	729025,42
2015	23	Bajo Martín	Liquidaciones	Consolidado	2645959,69	283107,65	539450,65	745789,56	147135,41	73391,37	857085,05
2015	24	Campo de Daroca	Liquidaciones	Consolidado	2185237,97	35429,35	297225,01	80149,49	235132,31	202947,24	1334354,57
2015	25	Jiloca	Liquidaciones	Consolidado	3043419,55	19053,16	489509,51	1116200,04	492414,33	200435,97	725806,54
2015	26	Cuencas Mineras	Liquidaciones	Consolidado	1746923,12	54130,94	85263,04	332119,7	253900,57	285991,73	735517,14
2015	27	Andorra-Sierra de Arcos	Liquidaciones	Consolidado	2792739,14	899,71	450993,36	932453	370340,01	546926,03	491127,03
2015	28	Bajo Aragón	Liquidaciones	Consolidado	3997547,53	150532,71	538463,13	1437802,82	666707,07	544918,98	659122,82
2015	29	Comunidad de Teruel	Liquidaciones	Consolidado	4117968,34	178371,58	215910,48	1871651,57	841144,95	408987,38	601902,38
2015	30	Maestrazgo	Liquidaciones	Consolidado	2173803,15	61185,51	579238,41	485914,93	334599,65	318716,75	394147,9
2015	31	Sierra de Albarracín	Liquidaciones	Consolidado	1667753,37	0	163853,43	476381,2	272825,5	214980,22	539713,02
2015	32	Gúdar-Javalambre	Liquidaciones	Consolidado	2514407,92	168,52	569826,37	612176,64	423884,59	417609,01	490742,79
2015	33	Matarraña / Matarranya	Liquidaciones	Consolidado	2772757,15	49071,13	372974,85	793453,03	380688,25	165398,13	1011171,76
2016	01	La Jacetania	Liquidaciones	Consolidado	4468715,67	0	851011,1	1053576,46	535444,3	1094390,37	934293,44
2016	02	Alto Gállego	Liquidaciones	Consolidado	4112505,25	74472,93	1456180,69	967708,53	850867,73	92967,86	670307,51
2016	03	Sobrarbe	Liquidaciones	Consolidado	5044135,57	0	684696,39	631463,27	1241145,54	505097,51	1981732,86
2016	04	La Ribagorza	Liquidaciones	Consolidado	5185031,01	127425,09	1826359,78	1298685,47	1332617,9	167525,24	432417,53
2016	05	Cinco Villas	Liquidaciones	Consolidado	3443733,97	0	1264456,27	732729,08	181586,27	640846,48	624115,87
2016	06	Hoya de Huesca / Plana de Uesca	Liquidaciones	Consolidado	5921413,94	1660,06	1068883,5	1900136,46	1177129,27	555511,88	1218092,77
2016	07	Somontano de Barbastro	Liquidaciones	Consolidado	4188624,49	0	1788278,74	919989	437705,28	264381,56	778269,91
2016	08	Cinca Medio	Liquidaciones	Consolidado	3006386,1	807,82	1029236,67	1065381,29	296202,54	166232,26	448525,52
2016	09	La Litera / La Llitera	Liquidaciones	Consolidado	5204902,62	454483,74	1014322,05	3083720,41	139273,86	41127,74	471974,82
2016	10	Los Monegros	Liquidaciones	Consolidado	4252191,48	4554,13	1166459,22	1308874,93	997935,65	147195,29	627172,26
2016	11	Bajo Cinca / Baix Cinca	Liquidaciones	Consolidado	3260461,51	0	980925,44	786705,8	413556,85	66424,63	1012848,79
2016	12	Tarazona y el Moncayo	Liquidaciones	Consolidado	2289029,95	0	427432,85	1026153,86	187100,98	12247,94	636094,32
2016	13	Campo de Borja	Liquidaciones	Consolidado	2268554,21	30692,11	625363,38	1113391,7	149429,47	20800	328877,55
2016	14	Aranda	Liquidaciones	Consolidado	2111227,96	41772,22	509056,06	922456,72	205473,08	101348,28	331121,6
2016	15	Ribera Alta del Ebro	Liquidaciones	Consolidado	3613327,73	88285,35	929706,91	1510922,36	458594,07	48084,54	577734,5
2016	16	Valdejalón	Liquidaciones	Consolidado	3008601,52	0	714127,6	1356786,49	134498,52	7519,49	795669,42
2016	18	Ribera Baja del Ebro	Liquidaciones	Consolidado	2218703,23	0	367114,26	807449,89	379721,29	7260	657157,79
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Liquidaciones	Consolidado	1995886,96	2730,64	237044,41	547366,08	138262,1	106331,86	964151,87
2016	20	Comunidad de Calatayud	Liquidaciones	Consolidado	3308107,13	0	339619,59	1745183,11	247634,64	53989,14	921680,65
