Año	Municipio código	Municipio nombre	Total	VC Residencial	VC Almacén, estacionamiento	VC Comercial	VC Ocio, hostelería	VC Industrial	VC Cultural	VC Deportivo	VC Oficinas	VC Edificios singulares	VC Religioso	VC Espectáculos	VC Sin definir	VC Suelo vacante	VC Sanidad, benefic
2016	22223	Sopeira	4046,35	3326,33	99,52	0	0	395,85	0	0	0	0	123,59	0	720,02	101,06	0
2016	22225	Tamarite de Litera	97178,29	67060,46	2698,92	2846,52	0	10638,96	4353,53	0	711,35	714,65	408,92	0	30117,83	7744,98	0
2016	22226	Tardienta	30687,88	18878	327,8	508,07	0	8030,42	0	1862,39	0	0	0	0	11809,88	1081,2	0
2016	22227	Tella-Sin	4046,36	2469,89	58,01	40,19	386,7	670,33	0	263,86	0	0	94,94	0	1576,47	62,44	0
2016	22228	Tierz	11938,04	9571,6	140,58	0	0	1028,4	0	538,24	0	0	0	0	2366,44	659,22	0
2016	22229	Tolva	3365,19	2264,91	0	0	0	682,83	0	0	0	0	53,77	0	1100,28	363,68	0
2016	22230	Torla-Ordesa	17714,2	10823,92	287,21	177,27	5239,86	554,42	0	0	0	0	324,34	0	6890,28	307,18	0
2016	22232	Torralba de Aragón	1905,7	1052,19	0	0	0	615,53	0	0	0	0	0	0	853,51	237,98	0
2016	22233	Torre la Ribera	2507,19	2087,56	0	0	0	282,91	0	0	0	0	107,14	0	419,63	29,58	0
2016	22234	Torrente de Cinca	18880,1	13625,06	366,08	244,29	0	3457,61	0	527,4	0	0	0	0	5255,04	659,66	0
2016	22235	Torres de Alcanadre	1793,57	1180	0	0	0	463,51	0	0	0	0	56,9	0	613,57	93,16	0
2016	22236	Torres de Barbués	3716,64	2876,31	0	0	0	733,38	0	0	0	0	0	0	840,33	106,95	0
2016	22239	Tramaced	2069,42	1092,94	0	0	0	931,81	0	0	0	0	0	0	976,48	44,67	0
2016	22242	Valfarta	2017,11	1526,66	0	0	0	395,16	0	0	0	0	0	0	490,45	95,29	0
2016	22243	Valle de Bardají	496,54	258,83	0	0	0	219,95	0	0	0	0	17,76	0	237,71	0	0
2016	22244	Valle de Lierp	1639,31	1380,52	106,04	0	0	151,81	0	0	0	0	0	0	258,79	0,94	0
2016	22245	Velilla de Cinca	7064,51	5550,17	0	0	0	1361,61	0	0	0	0	0	0	1514,34	152,73	0
2016	22246	Beranuy	3333,54	3201,43	0	0	0	0	0	0	0	0	0	0	132,11	132,11	0
2016	22247	Viacamp y Litera	477,92	330,26	31,69	0	0	71,74	0	0	0	0	36,03	0	147,66	8,2	0
2016	22248	Vicién	2438,68	1856,72	0	0	0	510,62	0	42,82	0	0	0	0	581,96	28,52	0
2016	22249	Villanova	8898,66	6876,93	250,19	0	845,56	840,28	0	0	0	0	0	0	2021,73	85,7	0
2016	22250	Villanúa	103219,27	87224,69	4512,76	925,59	2695,42	1024,62	0	594,93	0	0	0	0	15994,58	6241,26	0
2016	22251	Villanueva de Sigena	13067,06	10279,6	184,72	0	0	1391,68	509,68	527,19	0	0	0	0	2787,46	174,19	0
2016	22252	Yebra de Basa	6061,44	4725,2	0	0	0	139,4	0	0	0	0	160,46	0	1336,24	1036,38	0
2016	22253	Yésero	2551,69	2021,64	0	0	0	268,87	0	0	0	0	0	0	530,05	261,18	0
2016	22254	Zaidín	27645,8	17025,27	527,15	291,71	0	6441,48	0	456,17	0	0	0	0	10620,53	2904,02	0
2016	22901	Valle de Hecho	29523,7	19962,88	531,5	439,51	3074,25	2261,73	670,45	398,67	37,94	0	623,87	0	9560,82	842,37	680,53
2016	22902	Puente la Reina de Jaca	16767,25	12700,32	271,97	0	0	2007,58	0	0	0	0	408,41	0	4066,93	1378,97	0
2016	22903	San Miguel del Cinca	9308,27	7316,57	53,5	0	0	1482,4	0	0	0	0	72,41	0	1991,7	383,39	0
2016	22904	Sotonera (La)	25647,13	16270,17	244,55	0	2091,87	4830,46	0	175,37	0	0	678,13	0	9376,96	1356,58	0
2016	22905	Lupiñén-Ortilla	7291,57	5747,12	0	0	0	970,69	0	270,21	0	0	102,9	0	1544,45	200,65	0
2016	22906	Santa María de Dulcis	2131,87	1626,67	21,12	0	0	274,99	0	0	0	0	134,77	0	505,2	74,32	0
2016	22907	Aínsa-Sobrarbe	151890,48	100171,71	5871,81	6527,31	12794,57	9748,31	1030,36	0	647,95	754,14	608,62	0	51718,77	13735,7	0
2016	22908	Hoz y Costeán	3535,29	2770,53	0	0	0	460,75	0	0	0	0	194,97	0	764,76	109,04	0
2016	22909	Vencillón	4393,03	3501,79	0	0	0	840,39	0	0	0	0	0	0	891,24	50,85	0
2016	44001	Ababuj	1132,27	762,86	28,92	0	0	315,71	0	0	0	0	0	0	369,41	24,78	0
2016	44002	Abejuela	3768,54	3161,18	94,64	0	0	375,8	0	0	0	0	0	0	607,36	136,92	0
2016	44003	Aguatón	329,59	176,61	0	0	0	140,44	0	0	0	0	0	0	152,98	12,54	0
2016	44004	Aguaviva	27620,02	21123,39	158,68	0	0	2805,04	0	0	0	0	0	0	6496,63	3532,91	0
2016	44005	Aguilar del Alfambra	1613,79	1142,22	23,23	0	0	339,03	0	0	0	0	0	0	471,57	109,31	0
2016	44006	Alacón	9662,34	8255,02	179,96	0	0	928,1	0	0	0	0	30,81	0	1407,32	268,45	0
2016	44007	Alba	3437,83	2808,99	13,56	0	0	241,11	0	0	0	0	40,84	0	628,84	333,33	0
2016	44008	Albalate del Arzobispo	50391,56	32685,51	923,42	571,5	0	10284,79	0	439,53	0	0	700,57	0	17706,05	4786,24	0
2016	44009	Albarracín	39180,99	22797,52	778,42	720,13	4471,24	3460,73	1434,12	0	0	0	907,29	0	16383,47	4611,54	0
2016	44010	Albentosa	19438,44	12721,52	294,64	0	0	4505,17	0	0	0	0	113,35	0	6716,92	1803,76	0
2016	44011	Alcaine	2455,99	2284,06	0	0	0	159,32	0	0	0	0	0	0	171,93	12,61	0
2016	44012	Alcalá de la Selva	73015,54	53422,72	1890,6	406,95	4243,85	856,55	1040,11	3490,38	0	0	0	0	19592,82	7664,38	0
2016	44013	Alcañiz	524697,01	299163,8	58677,74	31811,25	5799,67	63977,94	2327,6	3273,54	33565,07	0	1707,35	0	225533,21	17706,35	6686,7
2016	44014	Alcorisa	77883,68	55471,03	2130,11	1602,22	573,07	12227,94	0	1601,11	73,67	0	129,68	0	22412,65	4074,85	0
2016	44016	Alfambra	9280,41	6574,88	174,61	77,71	0	1752,44	0	0	0	0	0	0	2705,53	700,77	0
2016	44017	Aliaga	12054,4	8530,11	50,87	0	0	842,48	0	1841,54	0	0	243,97	0	3524,29	545,43	0
2016	44018	Almohaja	424,33	403,88	0	0	0	14,37	0	0	0	0	0	0	20,45	6,08	0
2016	44019	Alobras	2273,23	1955,4	22,12	0	0	253,99	0	0	0	0	0	0	317,83	41,72	0
2016	44020	Alpeñés	598,49	513,18	0	0	0	65,82	0	0	0	0	0	0	85,31	19,49	0
2016	44021	Allepuz	1658,17	1577,85	33,02	0	0	0	0	0	0	0	0	0	80,32	47,3	0
2016	44022	Alloza	21151,95	15930,9	620,91	171,51	0	3037,88	0	187,25	0	0	0	0	5221,05	1203,5	0
2016	44023	Allueva	311,55	264,89	0	0	0	35,94	0	0	0	0	0	0	46,66	10,72	0
2016	44024	Anadón	856,47	691,56	0	0	0	95,16	0	0	0	0	0	0	164,91	69,75	0
2016	44025	Andorra	258915,67	146574,74	9330,44	5833,62	2970,5	38476,09	10840,19	7737,66	1429,5	1168,05	321,24	0	112340,93	31589,73	2643,91
2016	44026	Arcos de las Salinas	12875,53	10540,17	180,7	0	853,19	565,53	0	0	0	0	0	0	2335,36	735,94	0
2016	44027	Arens de Lledó	3891,48	3688,8	15,29	0	0	55,1	0	0	0	0	0	0	202,68	132,29	0
2016	44028	Argente	3885,92	3340,25	0	0	0	505,08	0	0	0	0	0	0	545,67	40,59	0
2016	44029	Ariño	23221,36	18236,55	541,83	112,82	0	1563,18	679,54	0	0	0	0	0	4984,81	2087,44	0
2016	44031	Azaila	4878,46	4114,78	37,18	0	0	642,96	0	0	0	0	0	0	763,68	83,54	0
2016	44032	Bádenas	823,8	655,06	19,36	0	0	142,94	0	0	0	0	0	0	168,74	6,44	0
2016	44033	Báguena	10238,14	9204,93	81,46	0	0	362,81	0	0	0	0	0	0	1033,21	588,94	0
2016	44034	Bañón	6636,48	5146,07	0	0	0	1066,85	0	0	0	0	0	0	1490,41	423,56	0
2016	44035	Barrachina	3465,17	2982,1	0	0	0	465,44	0	0	0	0	0	0	483,07	17,63	0
2016	44036	Bea	469,07	398,36	0	0	0	58,28	0	0	0	0	0	0	70,71	12,43	0
2016	44037	Beceite	26626,85	19298,12	399,01	0	1570,41	642,64	0	444,56	0	0	1207,65	0	7328,73	3064,46	0
2016	44038	Belmonte de San José	8401,17	7405,45	0	0	0	380,14	0	0	0	0	172,43	0	995,72	443,15	0
2016	44039	Bello	7602,45	6828,96	0	0	0	571,07	0	0	0	0	0	0	773,49	202,42	0
2016	44040	Berge	7602,31	6303,09	47,44	0	0	642,23	0	0	0	0	0	0	1299,22	609,55	0
2016	44041	Bezas	1670,95	1471,11	0	0	0	172,47	0	0	0	0	0	0	199,84	27,37	0
2016	44042	Blancas	3248,79	2606,42	33,15	0	0	554,25	0	0	0	0	0	0	642,37	54,97	0
2016	44043	Blesa	2780,83	2591,19	31,67	0	0	154,37	0	0	0	0	0	0	189,64	3,6	0
2016	44044	Bordón	3423,45	3002,26	181,62	0	0	229,51	0	0	0	0	0	0	421,19	10,06	0
2016	44045	Bronchales	34562,65	27951,57	1248	250,21	1907,16	1500,03	0	0	0	0	134,65	0	6611,08	1571,03	0
2016	44046	Bueña	853,41	571,15	0	0	0	262,99	0	0	0	0	0	0	282,26	19,27	0
2016	44047	Burbáguena	7242,01	6416,54	225,48	0	0	531,89	0	0	0	0	0	0	825,47	68,1	0
2016	44048	Cabra de Mora	4084,17	3349,26	56,05	0	0	325,31	0	0	0	0	0	0	734,91	353,55	0
2016	44049	Calaceite	31980,53	20871,9	212,98	341,59	356,44	6354,96	635,56	826,79	0	0	279,97	0	11108,63	2100,34	0
2016	44050	Calamocha	161871,71	101489,95	7592,13	6930,72	3214,78	19461,56	3265,18	1788,84	1424,41	611,08	604,23	1475,4	60381,76	13029,81	983,62
2016	44051	Calanda	92663,99	62615,99	2072,37	1296,16	0	17784,74	0	1649,95	548,35	0	287,39	0	30048	6409,04	0
2016	44052	Calomarde	4631,81	4069,55	137,54	0	0	231,51	0	0	0	0	0	0	562,26	193,21	0
2016	44053	Camañas	1684,69	1266,09	0	0	0	391,48	0	0	0	0	0	0	418,6	27,12	0
2016	44054	Camarena de la Sierra	13351,07	9089,66	327,84	0	0	1584,36	0	0	0	0	0	0	4261,41	2349,21	0
2016	44055	Camarillas	2110,58	1774,22	0	0	0	304,22	0	0	0	0	0	0	336,36	32,14	0
2016	44056	Caminreal	24139,54	20795,25	205,39	0	0	1613,73	0	226,42	0	0	183,64	0	3344,29	1115,11	0
2016	44059	Cantavieja	24290,07	16630,77	1884,13	454,34	1974,04	2644,95	0	0	0	0	344,46	0	7659,3	357,38	0
2016	44060	Cañada de Benatanduz	1148,66	776,54	30,06	0	0	284,02	0	0	0	0	37,78	0	372,12	20,26	0
2016	44061	Cañada de Verich (La)	1634,95	1198,07	0	0	0	436,88	0	0	0	0	0	0	436,88	0	0
2016	44062	Cañada Vellida	639,82	509,8	0	0	0	121,09	0	0	0	0	0	0	130,02	8,93	0
2016	44063	Cañizar del Olivar	3113,01	2176,71	75,94	0	0	852,31	0	0	0	0	0	0	936,3	8,05	0
2016	44064	Cascante del Río	2552,2	2378,07	0	0	0	136,09	0	0	0	0	0	0	174,13	38,04	0
2016	44065	Castejón de Tornos	1953,28	1664,13	0	0	0	272,48	0	0	0	0	0	0	289,15	16,67	0
2016	44066	Castel de Cabra	6464,32	5226,39	167,63	0	0	664,33	0	0	0	0	0	0	1237,93	405,97	0
2016	44067	Castelnou	4756,69	2935,97	70,03	0	0	387,54	0	0	0	0	0	0	1820,72	1363,15	0
2016	44068	Castelserás	17272,2	13022,82	0	71,65	0	2564,16	0	0	0	0	0	0	4249,38	1613,57	0
2016	44070	Castellar (El)	3377,74	2931,68	23,81	0	0	113,91	0	0	0	0	0	0	446,06	308,34	0
2016	44071	Castellote	48402,57	32238,28	586,29	284,98	2541,93	4412,08	0	3387,75	0	245,43	588,35	0	16164,29	3638,15	479,33
2016	44074	Cedrillas	33029,89	20666,06	461,87	0	0	6455,14	0	0	0	0	0	0	12363,83	5446,82	0
2016	44075	Celadas	5159,98	4325,39	0	0	0	785,72	0	0	0	0	0	0	834,59	48,87	0
2016	44076	Cella	72810,76	51387,19	440,01	904,5	402,97	14558,67	0	0	0	0	239,53	0	21423,57	4877,89	0
2016	44077	Cerollera (La)	3317,84	2675,37	0	0	0	439,73	0	0	0	0	0	0	642,47	202,74	0
2016	44080	Codoñera (La)	16365,38	13280,21	0	0	0	1732,23	0	0	0	0	0	0	3085,17	1352,94	0
2016	44082	Corbalán	1072,64	1017,52	0	0	0	30,01	0	0	0	0	0	0	55,12	25,11	0
2016	44084	Cortes de Aragón	3917,24	3523,96	44,73	0	0	306,09	0	0	0	0	0	0	393,28	42,46	0
2016	44085	Cosa	2484,66	2075,69	0	0	0	264,25	0	0	0	0	0	0	408,97	144,72	0
2016	44086	Cretas	24754,57	21690,01	273,72	0	511,1	926,53	0	0	0	0	0	0	3064,56	1353,21	0
2016	44087	Crivillén	2628,42	1975,79	0	63,68	0	566,5	0	0	0	0	0	0	652,63	22,45	0
2016	44088	Cuba (La)	931,33	690,41	0	0	0	205,79	0	0	0	0	0	0	240,92	35,13	0
2016	44089	Cubla	1895,83	1698,54	0	0	0	144,66	0	0	0	0	0	0	197,29	52,63	0
2016	44090	Cucalón	4230,51	3587,97	0	0	0	495,53	0	0	0	0	0	0	642,54	147,01	0
2016	44092	Cuervo (El)	6219,49	4683,59	73,19	0	0	729,16	0	0	0	0	0	0	1535,9	733,55	0
2016	44093	Cuevas de Almudén	1567,94	1217,91	0	0	0	297,41	0	0	0	0	0	0	350,03	52,62	0
2016	44094	Cuevas Labradas	1452,78	1350,05	0	0	0	51,32	0	0	0	0	0	0	102,73	51,41	0
2016	44096	Ejulve	9351,86	6839,14	36,25	0	0	1467,41	0	0	0	0	0	0	2512,72	1009,06	0
2016	44097	Escorihuela	2377,97	2004,98	0	0	0	333,23	0	0	0	0	0	0	372,99	39,76	0
2016	44099	Escucha	33402,37	16766,51	985,27	561,03	0	4470,31	1286,48	2973,59	0	0	0	0	16635,86	6359,18	0
2016	44100	Estercuel	7762,67	6540,24	90,02	0	0	562,59	0	0	0	0	445,6	0	1222,43	124,22	0
2016	44101	Ferreruela de Huerva	2210,92	1729,35	148,54	0	0	313,03	0	0	0	0	0	0	481,57	20	0
2016	44102	Fonfría	568,04	468,69	0	0	0	91,59	0	0	0	0	0	0	99,35	7,76	0
2016	44103	Formiche Alto	8433,26	7402,86	170,95	0	0	69,66	0	0	0	0	0	0	1030,4	789,79	0
2016	44105	Fórnoles	2558,35	2412,74	28,73	0	0	44,86	0	0	0	0	0	0	145,61	72,02	0
2016	44106	Fortanete	5172,99	4033,6	57,04	0	0	713,93	0	0	0	0	106,35	0	1139,39	262,07	0
2016	44107	Foz-Calanda	5915,47	5096,97	12,81	0	0	471,24	0	0	0	0	0	0	818,5	334,45	0
2016	44108	Fresneda (La)	16819,77	14098,23	771,66	0	0	1108,95	0	0	0	0	0	0	2721,54	840,93	0
2016	44109	Frías de Albarracín	3893,03	3606,12	0	0	0	26,04	0	0	0	0	0	0	286,91	260,87	0
2016	44110	Fuenferrada	1269,97	1042,39	0	0	0	206,77	0	0	0	0	0	0	227,58	20,81	0
2016	44111	Fuentes Calientes	1604,23	1328,19	0	0	0	256	0	0	0	0	0	0	276,04	20,04	0
2016	44112	Fuentes Claras	12371,03	8744,49	15,29	0	0	2249,53	0	0	0	0	147,09	0	3626,54	1214,63	0
2016	44113	Fuentes de Rubielos	4983,51	4277,81	0	0	0	105,23	0	0	0	0	0	0	705,7	600,47	0
2016	44114	Fuentespalda	6134,04	4372,8	21,37	0	0	512,12	0	0	0	0	60,82	0	1761,24	1166,93	0
2016	44115	Galve	1547,9	1338,79	0	0	0	164,43	0	0	0	0	0	0	209,11	44,68	0
2016	44116	Gargallo	4767,52	3960,56	49,02	0	0	410,96	0	0	0	0	0	0	806,96	346,98	0
2016	44117	Gea de Albarracín	16792,22	12649,68	190,43	0	0	1868,13	0	0	0	0	463,76	0	4142,54	1620,22	0
2016	44118	Ginebrosa (La)	10286,19	8475,8	279,92	0	0	1222,58	0	0	0	0	0	0	1810,39	307,89	0
2016	44119	Griegos	7236,77	6609,13	167,92	0	0	159,51	0	0	0	0	0	0	627,64	300,21	0
2016	44120	Guadalaviar	10091,04	7080,66	8,4	0	424,49	1698,12	0	0	0	0	0	0	3010,38	879,37	0
2016	44121	Gúdar	5791,27	5034,35	91,54	0	0	109,19	0	0	0	0	0	0	756,92	556,19	0
2016	44122	Híjar	40123,95	33183,41	982,56	297,58	339,82	2676,2	0	0	345,22	0	600,98	0	6940,54	1698,18	0
2016	44123	Hinojosa de Jarque	2097,61	1719,27	0	0	0	316,79	0	0	0	0	0	0	378,34	61,55	0
2016	44124	Hoz de la Vieja (La)	2603,79	2190,19	41,24	0	0	360,58	0	0	0	0	0	0	413,6	11,78	0
2016	44125	Huesa del Común	8540,04	6705,28	173,99	0	0	1098,8	0	0	0	0	0	0	1834,76	561,97	0
2016	44126	Iglesuela del Cid (La)	6666,56	5569,3	42,19	151,73	0	824,61	0	0	0	0	0	0	1097,26	78,73	0
2016	44127	Jabaloyas	2891,95	2479,28	0	0	0	234,73	0	0	0	0	104,47	0	412,67	73,47	0
2016	44128	Jarque de la Val	2121,17	1657,48	0	0	0	356,69	0	0	0	0	0	0	463,69	107	0
2016	44129	Jatiel	2146,47	1942,36	26,83	0	0	170,25	0	0	0	0	0	0	204,11	7,03	0
2016	44130	Jorcas	706,71	555,51	0	0	0	130,32	0	0	0	0	0	0	151,2	20,88	0
2016	44131	Josa	1116,88	1011,11	0	0	0	97,35	0	0	0	0	0	0	105,77	8,42	0
2016	44132	Lagueruela	1070,35	889,71	0	0	0	171,57	0	0	0	0	0	0	180,64	9,07	0
2016	44133	Lanzuela	856,17	680,34	0	0	0	155,43	0	0	0	0	0	0	175,83	20,4	0
2016	44135	Libros	2056,23	1674,62	0	0	0	327,29	0	0	0	0	0	0	381,61	54,32	0
2016	44136	Lidón	1463,59	923,61	0	0	0	500,06	0	0	0	0	0	0	539,98	39,92	0
2016	44137	Linares de Mora	10740,75	8675,98	581,57	0	0	680,74	0	0	0	0	190,76	0	2064,77	611,7	0
2016	44138	Loscos	2474,68	1846,55	0	0	0	607,18	0	0	0	0	0	0	628,13	20,95	0
2016	44141	Lledó	3353,16	2483,55	63,07	0	0	374,56	0	0	0	0	0	0	869,61	431,98	0
2016	44142	Maicas	893,54	799,13	18,11	0	0	63,4	0	0	0	0	0	0	94,41	12,9	0
2016	44143	Manzanera	29013,87	20898,94	625,43	302,24	992,71	2641,68	0	1488,78	0	0	145	0	8114,93	1919,09	0
2016	44144	Martín del Río	11922,19	8702,62	273,55	0	0	1293,28	0	0	0	0	120,05	0	3219,57	1532,69	0
2016	44145	Mas de las Matas	46421,08	34475,39	1302,22	268,89	0	4592,88	0	0	0	0	0	0	11945,69	5781,7	0
2016	44146	Mata de los Olmos (La)	4264,23	2878,49	0	0	0	1270,4	0	0	0	0	0	0	1385,74	115,34	0
2016	44147	Mazaleón	11372,99	9722,75	146,16	0	0	1187,89	0	0	0	0	0	0	1650,24	316,19	0
2016	44148	Mezquita de Jarque	2474,85	1466,22	0	0	0	953,59	0	0	0	0	0	0	1008,63	55,04	0
2016	44149	Mirambel	4035,69	2956,05	20,21	0	0	388,15	0	0	0	0	635	0	1079,64	36,28	0
2016	44150	Miravete de la Sierra	1080,35	978,49	0	0	0	99,39	0	0	0	0	0	0	101,86	2,47	0
2016	44151	Molinos	8547,95	6936,75	66,89	0	0	1233,18	0	0	0	0	268,22	0	1611,2	42,91	0
2016	44152	Monforte de Moyuela	1842,82	1470,63	0	0	0	344,3	0	0	0	0	0	0	372,19	27,89	0
2016	44153	Monreal del Campo	91978,6	64247,33	1346,59	1060,4	3061,34	14079,68	4273,16	0	119,19	0	268,82	0	27731,27	3522,09	0
2016	44154	Monroyo	7432,55	6412,92	94,87	0	0	883,4	0	0	0	0	0	0	1019,63	41,36	0
2016	44155	Montalbán	48966,06	35769,25	1323,82	952,05	0	5375,1	0	0	155,03	0	0	0	13196,81	5390,81	0
2016	44156	Monteagudo del Castillo	1043,97	964,08	0	0	0	56,59	0	0	0	0	0	0	79,89	23,3	0
2016	44157	Monterde de Albarracín	1944	1869,69	20,6	0	0	0	0	0	0	0	0	0	74,31	53,71	0
2016	44158	Mora de Rubielos	54929,23	39386,22	1934,99	2441,33	1658,7	5069,08	0	971,82	102,28	0	420,94	0	15543,01	2943,87	0
2016	44159	Moscardón	2602,18	2406,44	0	0	0	127,77	0	0	0	0	0	0	195,74	67,97	0
2016	44160	Mosqueruela	17392,21	13900,38	490,88	0	0	1492,77	0	0	0	0	346,44	0	3491,83	1161,74	0
2016	44161	Muniesa	22973,26	16668,34	129,65	0	0	1856,57	0	3207,5	0	0	375,74	0	6304,92	735,46	0
2016	44163	Noguera de Albarracín	7717,43	6960,25	137,52	0	0	102,56	0	0	0	0	0	0	757,18	517,1	0
2016	44164	Nogueras	1251,22	1013,27	56,79	0	0	170,17	0	0	0	0	0	0	237,95	10,99	0
2016	44165	Nogueruelas	10095,19	7954,4	388,55	0	418,85	384,73	0	0	0	0	0	0	2140,79	948,66	0
2016	44167	Obón	3926,6	3413,71	212,66	0	0	267,47	0	0	0	0	0	0	512,89	32,76	0
2016	44168	Odón	3937,21	3831,12	0	0	0	0	0	0	0	0	0	0	106,09	106,09	0
2016	44169	Ojos Negros	18603,96	15253,7	179,69	0	262,52	1796,44	0	94,02	0	0	192,55	0	3350,26	825,04	0
2016	44171	Olba	17738,84	14798,64	408,31	0	172,35	760,05	0	0	0	0	0	0	2940,2	1599,49	0
2016	44172	Oliete	10385,96	9904,24	132,06	0	0	0	0	0	0	0	143	0	481,72	206,66	0
2016	44173	Olmos (Los)	2387,61	2003,63	0	0	0	378,22	0	0	0	0	0	0	383,98	5,76	0
2016	44174	Orihuela del Tremedal	15138,44	11513,39	85,55	55,99	544,84	462,87	0	0	0	0	0	0	3625,05	1477,29	998,51
2016	44175	Orrios	1990,22	1535,13	0	0	0	398,37	0	0	0	0	0	0	455,09	56,72	0
2016	44176	Palomar de Arroyos	2522,34	2112,61	11,17	0	0	355,38	0	0	0	0	0	0	409,73	43,18	0
2016	44177	Pancrudo	3249,1	2372,21	0	0	0	747,83	0	0	0	0	78,46	0	876,89	50,6	0
2016	44178	Parras de Castellote (Las)	3460,38	3020,15	60,67	0	0	345,28	0	0	0	0	0	0	440,23	34,28	0
2016	44179	Peñarroya de Tastavins	7371,51	6752,89	56,32	0	0	233,59	0	0	0	0	0	0	618,62	328,71	0
2016	44180	Peracense	2091,88	2000,65	0	0	0	72,95	0	0	0	0	0	0	91,23	18,28	0
2016	44181	Peralejos	1034,65	909,36	30,94	0	0	78,47	0	0	0	0	0	0	125,29	15,88	0
2016	44182	Perales del Alfambra	6514,41	4924,68	30	0	0	1366,35	0	0	0	0	0	0	1589,73	193,38	0
2016	44183	Pitarque	1334,33	1139,21	0	0	0	163,16	0	0	0	0	0	0	195,12	31,96	0
2016	44184	Plou	2871,51	2320,94	115,33	0	0	216,8	0	0	0	0	0	0	550,57	218,44	0
2016	44185	Pobo (El)	1946,76	1865,46	0	0	0	52,7	0	0	0	0	0	0	81,3	28,6	0
2016	44187	Portellada (La)	9866,88	8132,36	46,92	0	0	1363,32	0	0	0	0	0	0	1734,52	324,28	0
2016	44189	Pozondón	4306,56	4049,65	42,96	0	0	0	0	0	0	0	0	0	256,91	213,95	0
2016	44190	Pozuel del Campo	2046,16	1712,42	7,83	0	0	224,04	0	0	0	0	70,75	0	333,74	31,12	0
2016	44191	Puebla de Híjar (La)	53212,17	30683,55	526	380,46	0	17171,21	0	1386,99	0	0	286,2	0	22528,62	2777,76	0
2016	44192	Puebla de Valverde (La)	14187,96	8529,73	198,94	0	902,43	4042,91	0	0	0	0	0	0	5658,23	513,95	0
2016	44193	Puertomingalvo	9706,89	8547,95	472,88	256,03	0	319,73	0	0	0	0	0	0	1158,94	110,3	0
2016	44194	Ráfales	6677,14	5362,49	89,61	0	0	939,37	0	0	0	0	0	0	1314,65	285,67	0
2016	44195	Rillo	1923,1	1577,98	0	0	0	328,21	0	0	0	0	0	0	345,12	16,91	0
2016	44196	Riodeva	2526,92	2060,55	0	0	0	313,88	0	0	0	0	0	0	466,37	152,49	0
2016	44197	Ródenas	3958,01	3457,27	25,63	0	0	278,41	0	0	0	0	0	0	500,74	196,7	0
2016	44198	Royuela	7090,97	6479,4	107	0	0	159,24	0	0	0	0	0	0	611,57	345,33	0
2016	44199	Rubiales	1117,11	1031,99	0	0	0	45,67	0	0	0	0	0	0	85,12	39,45	0
2016	44200	Rubielos de la Cérida	715,67	494,95	0	0	0	211,35	0	0	0	0	0	0	220,72	9,37	0
2016	44201	Rubielos de Mora	31776,03	24598,81	797,4	845,76	0	2843,02	0	0	0	0	728,47	0	7177,22	1962,57	0
2016	44203	Salcedillo	233,51	168,47	0	0	0	52,68	0	0	0	0	0	0	65,04	12,36	0
2016	44204	Saldón	1517,72	1380,59	0	0	0	32,61	0	0	0	0	76,6	0	137,13	27,92	0
2016	44205	Samper de Calanda	28016,04	23377,96	77,02	249,71	0	2172,48	517,14	0	0	0	420,45	0	4638,08	1201,28	0
2016	44206	San Agustín	8842,97	7855,61	245,35	0	0	475,56	0	0	0	0	0	0	987,36	266,45	0
2016	44207	San Martín del Río	6545,43	5612,54	124,83	0	0	392,6	0	0	0	0	0	0	932,89	415,46	0
2016	44208	Santa Cruz de Nogueras	925,77	785,27	0	0	0	124,57	0	0	0	0	0	0	140,5	15,93	0
2016	44209	Santa Eulalia	52899,32	38253,01	2174,54	541,42	0	7357,49	0	0	0	0	0	0	14646,31	3989,92	582,94
2016	44210	Sarrión	45674,51	29476,44	530,51	253,23	692,25	8850,64	0	916,25	0	0	0	0	16198,07	4955,19	0
2016	44211	Segura de los Baños	2308,14	2022,18	0	0	0	252,96	0	0	0	0	0	0	285,96	33	0
2016	44212	Seno	1736,43	1534,59	10,2	0	0	163,58	0	0	0	0	0	0	201,84	28,06	0
2016	44213	Singra	1772,89	1232,96	0	0	0	478,83	0	0	0	0	0	0	539,93	61,1	0
2016	44215	Terriente	7025,84	6107,24	85,11	0	0	175,28	0	0	0	0	0	0	918,6	658,21	0
2016	44216	Teruel	1695522,81	1011188,11	102881,75	79397,69	24727,61	158634,34	93058,12	26200,21	25866,81	33851,95	11127,84	0	684334,7	67137,96	61450,42
2016	44217	Toril y Masegoso	1177,38	1023,26	0	0	0	28,53	0	0	0	0	123,69	0	154,12	1,9	0
2016	44218	Tormón	1205,7	1098,39	35,54	0	0	66,79	0	0	0	0	0	0	107,31	4,98	0
2016	44219	Tornos	6546,81	5870,83	37,61	0	0	408,93	0	0	0	0	0	0	675,98	229,44	0
2016	44220	Torralba de los Sisones	6763,51	5644,9	0	0	0	828,65	0	0	0	0	0	0	1118,61	289,96	0
2016	44221	Torrecilla de Alcañiz	16085,47	12398,91	57,95	0	0	1967,89	0	0	0	0	0	0	3686,56	1660,72	0
2016	44222	Torrecilla del Rebollar	10108,79	7890,55	245,21	0	476,08	980,44	0	0	0	0	0	0	2218,24	516,51	0
