Año	Municipio código	Municipio nombre	Provincia código	Provincia nombre	Total viviendas	Viviendas libres	Viviendas protegidas
2015	22176	Peraltilla	22	Huesca	0	0	0
2015	22177	Perarrúa	22	Huesca	1	1	0
2015	22178	Pertusa	22	Huesca	1	1	0
2015	22181	Piracés	22	Huesca	0	0	0
2015	22182	Plan	22	Huesca	1	1	0
2015	22184	Poleñino	22	Huesca	3	3	0
2015	22186	Pozán de Vero	22	Huesca	2	2	0
2015	22187	Puebla de Castro (La)	22	Huesca	11	11	0
2015	22188	Puente de Montañana	22	Huesca	1	1	0
2015	22189	Puértolas	22	Huesca	2	2	0
2015	22190	Pueyo de Araguás (El)	22	Huesca	0	0	0
2015	22193	Pueyo de Santa Cruz	22	Huesca	2	2	0
2015	22195	Quicena	22	Huesca	2	2	0
2015	22197	Robres	22	Huesca	1	1	0
2015	22199	Sabiñánigo	22	Huesca	106	106	0
2015	22200	Sahún	22	Huesca	11	11	0
2015	22201	Salas Altas	22	Huesca	2	2	0
2015	22202	Salas Bajas	22	Huesca	0	0	0
2015	22203	Salillas	22	Huesca	0	0	0
2015	22204	Sallent de Gállego	22	Huesca	100	99	1
2015	22205	San Esteban de Litera	22	Huesca	2	2	0
2015	22206	Sangarrén	22	Huesca	1	1	0
2015	22207	San Juan de Plan	22	Huesca	1	1	0
2015	22208	Santa Cilia	22	Huesca	8	8	0
2015	22209	Santa Cruz de la Serós	22	Huesca	2	1	1
2015	22212	Santaliestra y San Quílez	22	Huesca	0	0	0
2015	22213	Sariñena	22	Huesca	20	18	2
2015	22214	Secastilla	22	Huesca	1	1	0
2015	22215	Seira	22	Huesca	5	5	0
2015	22217	Sena	22	Huesca	1	1	0
2015	22218	Senés de Alcubierre	22	Huesca	0	0	0
2015	22220	Sesa	22	Huesca	0	0	0
2015	22221	Sesué	22	Huesca	0	0	0
2015	22222	Siétamo	22	Huesca	9	9	0
2015	22223	Sopeira	22	Huesca	0	0	0
2015	22225	Tamarite de Litera	22	Huesca	16	16	0
2015	22226	Tardienta	22	Huesca	3	3	0
2015	22227	Tella-Sin	22	Huesca	0	0	0
2015	22228	Tierz	22	Huesca	2	1	1
2015	22229	Tolva	22	Huesca	1	1	0
2015	22230	Torla-Ordesa	22	Huesca	4	4	0
2015	22232	Torralba de Aragón	22	Huesca	0	0	0
2015	22233	Torre la Ribera	22	Huesca	0	0	0
2015	22234	Torrente de Cinca	22	Huesca	2	2	0
2015	22235	Torres de Alcanadre	22	Huesca	1	1	0
2015	22236	Torres de Barbués	22	Huesca	3	3	0
2015	22239	Tramaced	22	Huesca	1	1	0
2015	22242	Valfarta	22	Huesca	0	0	0
2015	22243	Valle de Bardají	22	Huesca	1	1	0
2015	22244	Valle de Lierp	22	Huesca	1	1	0
2015	22245	Velilla de Cinca	22	Huesca	1	1	0
2015	22246	Beranuy	22	Huesca	0	0	0
2015	22247	Viacamp y Litera	22	Huesca	1	1	0
2015	22248	Vicién	22	Huesca	0	0	0
2015	22249	Villanova	22	Huesca	0	0	0
2015	22250	Villanúa	22	Huesca	84	84	0
2015	22251	Villanueva de Sigena	22	Huesca	3	3	0
2015	22252	Yebra de Basa	22	Huesca	0	0	0
2015	22253	Yésero	22	Huesca	1	1	0
2015	22254	Zaidín	22	Huesca	2	2	0
2015	22901	Valle de Hecho	22	Huesca	9	9	0
2015	22902	Puente la Reina de Jaca	22	Huesca	1	1	0
2015	22903	San Miguel del Cinca	22	Huesca	2	2	0
2015	22904	Sotonera (La)	22	Huesca	6	6	0
2015	22905	Lupiñén-Ortilla	22	Huesca	2	2	0
2015	22906	Santa María de Dulcis	22	Huesca	1	1	0
2015	22907	Aínsa-Sobrarbe	22	Huesca	13	13	0
2015	22908	Hoz y Costeán	22	Huesca	1	1	0
2015	22909	Vencillón	22	Huesca	1	1	0
2015	44001	Ababuj	44	Teruel	0	0	0
2015	44002	Abejuela	44	Teruel	0	0	0
2015	44003	Aguatón	44	Teruel	0	0	0
2015	44004	Aguaviva	44	Teruel	5	5	0
2015	44005	Aguilar del Alfambra	44	Teruel	1	1	0
2015	44006	Alacón	44	Teruel	3	3	0
2015	44007	Alba	44	Teruel	3	3	0
2015	44008	Albalate del Arzobispo	44	Teruel	17	15	2
2015	44009	Albarracín	44	Teruel	7	7	0
2015	44010	Albentosa	44	Teruel	6	6	0
2015	44011	Alcaine	44	Teruel	1	1	0
2015	44012	Alcalá de la Selva	44	Teruel	44	44	0
2015	44013	Alcañiz	44	Teruel	93	86	7
2015	44014	Alcorisa	44	Teruel	43	43	0
2015	44016	Alfambra	44	Teruel	1	1	0
2015	44017	Aliaga	44	Teruel	6	6	0
2015	44018	Almohaja	44	Teruel	1	1	0
2015	44019	Alobras	44	Teruel	0	0	0
2015	44020	Alpeñés	44	Teruel	0	0	0
2015	44021	Allepuz	44	Teruel	0	0	0
2015	44022	Alloza	44	Teruel	6	6	0
2015	44023	Allueva	44	Teruel	2	2	0
2015	44024	Anadón	44	Teruel	0	0	0
2015	44025	Andorra	44	Teruel	29	29	0
2015	44026	Arcos de las Salinas	44	Teruel	10	10	0
2015	44027	Arens de Lledó	44	Teruel	0	0	0
2015	44028	Argente	44	Teruel	1	1	0
2015	44029	Ariño	44	Teruel	8	8	0
2015	44031	Azaila	44	Teruel	1	1	0
2015	44032	Bádenas	44	Teruel	0	0	0
2015	44033	Báguena	44	Teruel	2	2	0
2015	44034	Bañón	44	Teruel	1	1	0
2015	44035	Barrachina	44	Teruel	0	0	0
2015	44036	Bea	44	Teruel	0	0	0
2015	44037	Beceite	44	Teruel	1	1	0
2015	44038	Belmonte de San José	44	Teruel	2	2	0
2015	44039	Bello	44	Teruel	2	2	0
2015	44040	Berge	44	Teruel	0	0	0
2015	44041	Bezas	44	Teruel	0	0	0
2015	44042	Blancas	44	Teruel	3	3	0
2015	44043	Blesa	44	Teruel	1	1	0
2015	44044	Bordón	44	Teruel	2	2	0
2015	44045	Bronchales	44	Teruel	8	8	0
2015	44046	Bueña	44	Teruel	0	0	0
2015	44047	Burbáguena	44	Teruel	3	3	0
2015	44048	Cabra de Mora	44	Teruel	2	2	0
2015	44049	Calaceite	44	Teruel	11	11	0
2015	44050	Calamocha	44	Teruel	42	42	0
2015	44051	Calanda	44	Teruel	15	15	0
2015	44052	Calomarde	44	Teruel	4	4	0
2015	44053	Camañas	44	Teruel	0	0	0
2015	44054	Camarena de la Sierra	44	Teruel	9	9	0
2015	44055	Camarillas	44	Teruel	0	0	0
2015	44056	Caminreal	44	Teruel	4	4	0
2015	44059	Cantavieja	44	Teruel	9	9	0
2015	44060	Cañada de Benatanduz	44	Teruel	0	0	0
2015	44061	Cañada de Verich (La)	44	Teruel	0	0	0
2015	44062	Cañada Vellida	44	Teruel	0	0	0
2015	44063	Cañizar del Olivar	44	Teruel	1	1	0
2015	44064	Cascante del Río	44	Teruel	1	1	0
2015	44065	Castejón de Tornos	44	Teruel	1	1	0
2015	44066	Castel de Cabra	44	Teruel	0	0	0
2015	44067	Castelnou	44	Teruel	0	0	0
2015	44068	Castelserás	44	Teruel	2	2	0
2015	44070	Castellar (El)	44	Teruel	0	0	0
2015	44071	Castellote	44	Teruel	2	2	0
2015	44074	Cedrillas	44	Teruel	4	4	0
2015	44075	Celadas	44	Teruel	4	4	0
2015	44076	Cella	44	Teruel	6	5	1
2015	44077	Cerollera (La)	44	Teruel	0	0	0
2015	44080	Codoñera (La)	44	Teruel	1	1	0
2015	44082	Corbalán	44	Teruel	1	1	0
2015	44084	Cortes de Aragón	44	Teruel	4	4	0
2015	44085	Cosa	44	Teruel	0	0	0
2015	44086	Cretas	44	Teruel	1	1	0
2015	44087	Crivillén	44	Teruel	0	0	0
2015	44088	Cuba (La)	44	Teruel	0	0	0
2015	44089	Cubla	44	Teruel	1	1	0
2015	44090	Cucalón	44	Teruel	0	0	0
2015	44092	Cuervo (El)	44	Teruel	0	0	0
2015	44093	Cuevas de Almudén	44	Teruel	0	0	0
2015	44094	Cuevas Labradas	44	Teruel	0	0	0
2015	44096	Ejulve	44	Teruel	1	1	0
2015	44097	Escorihuela	44	Teruel	0	0	0
2015	44099	Escucha	44	Teruel	6	5	1
2015	44100	Estercuel	44	Teruel	4	4	0
2015	44101	Ferreruela de Huerva	44	Teruel	1	1	0
2015	44102	Fonfría	44	Teruel	0	0	0
2015	44103	Formiche Alto	44	Teruel	0	0	0
2015	44105	Fórnoles	44	Teruel	0	0	0
2015	44106	Fortanete	44	Teruel	1	1	0
2015	44107	Foz-Calanda	44	Teruel	1	1	0
2015	44108	Fresneda (La)	44	Teruel	0	0	0
2015	44109	Frías de Albarracín	44	Teruel	2	2	0
2015	44110	Fuenferrada	44	Teruel	1	1	0
2015	44111	Fuentes Calientes	44	Teruel	0	0	0
2015	44112	Fuentes Claras	44	Teruel	3	3	0
2015	44113	Fuentes de Rubielos	44	Teruel	1	1	0
2015	44114	Fuentespalda	44	Teruel	2	2	0
2015	44115	Galve	44	Teruel	2	2	0
2015	44116	Gargallo	44	Teruel	1	1	0
2015	44117	Gea de Albarracín	44	Teruel	1	1	0
2015	44118	Ginebrosa (La)	44	Teruel	1	1	0
2015	44119	Griegos	44	Teruel	1	1	0
2015	44120	Guadalaviar	44	Teruel	0	0	0
2015	44121	Gúdar	44	Teruel	12	12	0
2015	44122	Híjar	44	Teruel	13	13	0
2015	44123	Hinojosa de Jarque	44	Teruel	0	0	0
2015	44124	Hoz de la Vieja (La)	44	Teruel	2	2	0
2015	44125	Huesa del Común	44	Teruel	1	1	0
2015	44126	Iglesuela del Cid (La)	44	Teruel	2	2	0
2015	44127	Jabaloyas	44	Teruel	1	1	0
2015	44128	Jarque de la Val	44	Teruel	0	0	0
2015	44129	Jatiel	44	Teruel	1	1	0
2015	44130	Jorcas	44	Teruel	1	1	0
2015	44131	Josa	44	Teruel	2	2	0
2015	44132	Lagueruela	44	Teruel	1	1	0
2015	44133	Lanzuela	44	Teruel	0	0	0
2015	44135	Libros	44	Teruel	0	0	0
2015	44136	Lidón	44	Teruel	0	0	0
2015	44137	Linares de Mora	44	Teruel	2	2	0
2015	44138	Loscos	44	Teruel	2	2	0
2015	44141	Lledó	44	Teruel	2	2	0
2015	44142	Maicas	44	Teruel	1	1	0
2015	44143	Manzanera	44	Teruel	10	10	0
2015	44144	Martín del Río	44	Teruel	0	0	0
2015	44145	Mas de las Matas	44	Teruel	8	8	0
2015	44146	Mata de los Olmos (La)	44	Teruel	1	1	0
2015	44147	Mazaleón	44	Teruel	5	5	0
2015	44148	Mezquita de Jarque	44	Teruel	0	0	0
2015	44149	Mirambel	44	Teruel	0	0	0
2015	44150	Miravete de la Sierra	44	Teruel	1	1	0
2015	44151	Molinos	44	Teruel	0	0	0
2015	44152	Monforte de Moyuela	44	Teruel	3	3	0
2015	44153	Monreal del Campo	44	Teruel	17	17	0
2015	44154	Monroyo	44	Teruel	0	0	0
2015	44155	Montalbán	44	Teruel	11	11	0
2015	44156	Monteagudo del Castillo	44	Teruel	1	1	0
2015	44157	Monterde de Albarracín	44	Teruel	1	1	0
2015	44158	Mora de Rubielos	44	Teruel	23	23	0
2015	44159	Moscardón	44	Teruel	1	1	0
2015	44160	Mosqueruela	44	Teruel	1	1	0
2015	44161	Muniesa	44	Teruel	6	6	0
2015	44163	Noguera de Albarracín	44	Teruel	0	0	0
2015	44164	Nogueras	44	Teruel	1	1	0
2015	44165	Nogueruelas	44	Teruel	5	5	0
2015	44167	Obón	44	Teruel	5	5	0
2015	44168	Odón	44	Teruel	1	1	0
2015	44169	Ojos Negros	44	Teruel	2	2	0
2015	44171	Olba	44	Teruel	3	3	0
2015	44172	Oliete	44	Teruel	1	1	0
2015	44173	Olmos (Los)	44	Teruel	4	4	0
2015	44174	Orihuela del Tremedal	44	Teruel	3	3	0
2015	44175	Orrios	44	Teruel	0	0	0
2015	44176	Palomar de Arroyos	44	Teruel	0	0	0
2015	44177	Pancrudo	44	Teruel	1	1	0
2015	44178	Parras de Castellote (Las)	44	Teruel	2	2	0
2015	44179	Peñarroya de Tastavins	44	Teruel	1	1	0
2015	44180	Peracense	44	Teruel	0	0	0
2015	44181	Peralejos	44	Teruel	0	0	0
2015	44182	Perales del Alfambra	44	Teruel	2	2	0
2015	44183	Pitarque	44	Teruel	0	0	0
2015	44184	Plou	44	Teruel	0	0	0
2015	44185	Pobo (El)	44	Teruel	0	0	0
2015	44187	Portellada (La)	44	Teruel	2	2	0
2015	44189	Pozondón	44	Teruel	1	1	0
2015	44190	Pozuel del Campo	44	Teruel	0	0	0
2015	44191	Puebla de Híjar (La)	44	Teruel	8	8	0
2015	44192	Puebla de Valverde (La)	44	Teruel	4	4	0
2015	44193	Puertomingalvo	44	Teruel	5	5	0
2015	44194	Ráfales	44	Teruel	2	2	0
2015	44195	Rillo	44	Teruel	0	0	0
2015	44196	Riodeva	44	Teruel	1	1	0
2015	44197	Ródenas	44	Teruel	0	0	0
2015	44198	Royuela	44	Teruel	0	0	0
2015	44199	Rubiales	44	Teruel	2	2	0
2015	44200	Rubielos de la Cérida	44	Teruel	0	0	0
2015	44201	Rubielos de Mora	44	Teruel	16	16	0
2015	44203	Salcedillo	44	Teruel	0	0	0
2015	44204	Saldón	44	Teruel	0	0	0
2015	44205	Samper de Calanda	44	Teruel	4	4	0
2015	44206	San Agustín	44	Teruel	4	4	0
2015	44207	San Martín del Río	44	Teruel	3	3	0
2015	44208	Santa Cruz de Nogueras	44	Teruel	0	0	0
2015	44209	Santa Eulalia	44	Teruel	3	3	0
2015	44210	Sarrión	44	Teruel	11	11	0
2015	44211	Segura de los Baños	44	Teruel	0	0	0
2015	44212	Seno	44	Teruel	3	3	0
2015	44213	Singra	44	Teruel	0	0	0
2015	44215	Terriente	44	Teruel	2	2	0
2015	44216	Teruel	44	Teruel	337	280	57
2015	44217	Toril y Masegoso	44	Teruel	0	0	0
2015	44218	Tormón	44	Teruel	0	0	0
2015	44219	Tornos	44	Teruel	5	5	0
2015	44220	Torralba de los Sisones	44	Teruel	0	0	0
2015	44221	Torrecilla de Alcañiz	44	Teruel	1	1	0
2015	44222	Torrecilla del Rebollar	44	Teruel	1	1	0
2015	44223	Torre de Arcas	44	Teruel	0	0	0
2015	44224	Torre de las Arcas	44	Teruel	2	2	0
2015	44225	Torre del Compte	44	Teruel	4	4	0
2015	44226	Torrelacárcel	44	Teruel	2	2	0
2015	44227	Torre los Negros	44	Teruel	1	1	0
2015	44228	Torremocha de Jiloca	44	Teruel	0	0	0
2015	44229	Torres de Albarracín	44	Teruel	1	1	0
2015	44230	Torrevelilla	44	Teruel	1	1	0
2015	44231	Torrijas	44	Teruel	5	5	0
2015	44232	Torrijo del Campo	44	Teruel	6	6	0
2015	44234	Tramacastiel	44	Teruel	2	2	0
2015	44235	Tramacastilla	44	Teruel	0	0	0
2015	44236	Tronchón	44	Teruel	1	1	0
2015	44237	Urrea de Gaén	44	Teruel	4	4	0
2015	44238	Utrillas	44	Teruel	19	17	2
2015	44239	Valacloche	44	Teruel	1	1	0
2015	44240	Valbona	44	Teruel	3	3	0
2015	44241	Valdealgorfa	44	Teruel	4	4	0
2015	44243	Valdecuenca	44	Teruel	1	1	0
2015	44244	Valdelinares	44	Teruel	1	1	0
2015	44245	Valdeltormo	44	Teruel	3	3	0
2015	44246	Valderrobres	44	Teruel	23	23	0
2015	44247	Valjunquera	44	Teruel	0	0	0
2015	44249	Vallecillo (El)	44	Teruel	0	0	0
2015	44250	Veguillas de la Sierra	44	Teruel	0	0	0
2015	44251	Villafranca del Campo	44	Teruel	4	4	0
2015	44252	Villahermosa del Campo	44	Teruel	0	0	0
2015	44256	Villanueva del Rebollar de la Sierra	44	Teruel	0	0	0
2015	44257	Villar del Cobo	44	Teruel	1	1	0
2015	44258	Villar del Salz	44	Teruel	1	1	0
2015	44260	Villarluengo	44	Teruel	4	4	0
2015	44261	Villarquemado	44	Teruel	4	4	0
2015	44262	Villarroya de los Pinares	44	Teruel	0	0	0
2015	44263	Villastar	44	Teruel	7	7	0
2015	44264	Villel	44	Teruel	4	4	0
2015	44265	Vinaceite	44	Teruel	5	5	0
2015	44266	Visiedo	44	Teruel	0	0	0
2015	44267	Vivel del Río Martín	44	Teruel	1	1	0
2015	44268	Zoma (La)	44	Teruel	0	0	0
2015	50001	Abanto	50	Zaragoza	0	0	0
2015	50002	Acered	50	Zaragoza	0	0	0
2015	50003	Agón	50	Zaragoza	0	0	0
2015	50004	Aguarón	50	Zaragoza	2	2	0
2015	50005	Aguilón	50	Zaragoza	3	3	0
2015	50006	Ainzón	50	Zaragoza	6	6	0
2015	50007	Aladrén	50	Zaragoza	1	1	0
2015	50008	Alagón	50	Zaragoza	83	82	1
2015	50009	Alarba	50	Zaragoza	1	1	0
2015	50010	Alberite de San Juan	50	Zaragoza	1	1	0
2015	50011	Albeta	50	Zaragoza	2	2	0
2015	50012	Alborge	50	Zaragoza	0	0	0
2015	50013	Alcalá de Ebro	50	Zaragoza	0	0	0
2015	50014	Alcalá de Moncayo	50	Zaragoza	0	0	0
2015	50015	Alconchel de Ariza	50	Zaragoza	3	3	0
2015	50016	Aldehuela de Liestos	50	Zaragoza	0	0	0
2015	50017	Alfajarín	50	Zaragoza	13	13	0
2015	50018	Alfamén	50	Zaragoza	3	3	0
2015	50019	Alforque	50	Zaragoza	5	5	0
2015	50020	Alhama de Aragón	50	Zaragoza	3	3	0
2015	50021	Almochuel	50	Zaragoza	1	1	0
2015	50022	Almolda (La)	50	Zaragoza	1	1	0
2015	50023	Almonacid de la Cuba	50	Zaragoza	2	2	0
2015	50024	Almonacid de la Sierra	50	Zaragoza	5	5	0
2015	50025	Almunia de Doña Godina (La)	50	Zaragoza	41	39	2
2015	50026	Alpartir	50	Zaragoza	3	3	0
2015	50027	Ambel	50	Zaragoza	2	2	0
2015	50028	Anento	50	Zaragoza	2	2	0
2015	50029	Aniñón	50	Zaragoza	6	6	0
2015	50030	Añón de Moncayo	50	Zaragoza	8	8	0
2015	50031	Aranda de Moncayo	50	Zaragoza	2	2	0
2015	50032	Arándiga	50	Zaragoza	2	2	0
2015	50033	Ardisa	50	Zaragoza	1	1	0
2015	50034	Ariza	50	Zaragoza	7	7	0
2015	50035	Artieda	50	Zaragoza	1	1	0
2015	50036	Asín	50	Zaragoza	3	3	0
2015	50037	Atea	50	Zaragoza	1	1	0
2015	50038	Ateca	50	Zaragoza	14	14	0
2015	50039	Azuara	50	Zaragoza	9	9	0
2015	50040	Badules	50	Zaragoza	1	1	0
2015	50041	Bagüés	50	Zaragoza	0	0	0
2015	50042	Balconchán	50	Zaragoza	0	0	0
2015	50043	Bárboles	50	Zaragoza	1	1	0
2015	50044	Bardallur	50	Zaragoza	0	0	0
2015	50045	Belchite	50	Zaragoza	7	7	0
2015	50046	Belmonte de Gracián	50	Zaragoza	2	2	0
2015	50047	Berdejo	50	Zaragoza	1	1	0
2015	50048	Berrueco	50	Zaragoza	1	1	0
2015	50050	Bijuesca	50	Zaragoza	2	2	0
2015	50051	Biota	50	Zaragoza	3	3	0
2015	50052	Bisimbre	50	Zaragoza	0	0	0
2015	50053	Boquiñeni	50	Zaragoza	2	2	0
2015	50054	Bordalba	50	Zaragoza	0	0	0
2015	50055	Borja	50	Zaragoza	51	50	1
2015	50056	Botorrita	50	Zaragoza	2	2	0
2015	50057	Brea de Aragón	50	Zaragoza	10	10	0
2015	50058	Bubierca	50	Zaragoza	1	1	0
2015	50059	Bujaraloz	50	Zaragoza	7	7	0
2015	50060	Bulbuente	50	Zaragoza	2	2	0
2015	50061	Bureta	50	Zaragoza	1	1	0
2015	50062	Burgo de Ebro (El)	50	Zaragoza	30	30	0
2015	50063	Buste (El)	50	Zaragoza	0	0	0
2015	50064	Cabañas de Ebro	50	Zaragoza	5	4	1
2015	50065	Cabolafuente	50	Zaragoza	0	0	0
2015	50066	Cadrete	50	Zaragoza	63	63	0
2015	50067	Calatayud	50	Zaragoza	136	135	1
2015	50068	Calatorao	50	Zaragoza	10	10	0
2015	50069	Calcena	50	Zaragoza	0	0	0
2015	50070	Calmarza	50	Zaragoza	0	0	0
2015	50071	Campillo de Aragón	50	Zaragoza	3	3	0
2015	50072	Carenas	50	Zaragoza	2	2	0
2015	50073	Cariñena	50	Zaragoza	40	40	0
2015	50074	Caspe	50	Zaragoza	56	55	1
2015	50075	Castejón de Alarba	50	Zaragoza	0	0	0
2015	50076	Castejón de las Armas	50	Zaragoza	2	2	0
2015	50077	Castejón de Valdejasa	50	Zaragoza	4	4	0
2015	50078	Castiliscar	50	Zaragoza	0	0	0
2015	50079	Cervera de la Cañada	50	Zaragoza	3	3	0
2015	50080	Cerveruela	50	Zaragoza	1	1	0
2015	50081	Cetina	50	Zaragoza	6	6	0
2015	50082	Cimballa	50	Zaragoza	1	1	0
2015	50083	Cinco Olivas	50	Zaragoza	1	1	0
2015	50084	Clarés de Ribota	50	Zaragoza	0	0	0
