Municipio código	Municipio nombre	Año de construcción	Número hogares
22075	Camporrells	1961 - 1970	16
22075	Camporrells	1971 - 1980	10
22075	Camporrells	1981 - 1990	2
22075	Camporrells	1991	1
22075	Camporrells	1992	1
22075	Camporrells	1996	2
22075	Camporrells	1997	2
22075	Camporrells	1998	2
22076	Canal de Berdún	  No aplicable	7
22076	Canal de Berdún	 Antes de 1900	121
22076	Canal de Berdún	1900 - 1920	2
22076	Canal de Berdún	1921 - 1940	1
22076	Canal de Berdún	1941 - 1950	2
22076	Canal de Berdún	1951 - 1960	1
22076	Canal de Berdún	1961 - 1970	8
22076	Canal de Berdún	1971 - 1980	9
22076	Canal de Berdún	1981 - 1990	12
22076	Canal de Berdún	1992	1
22076	Canal de Berdún	1995	2
22076	Canal de Berdún	1996	2
22076	Canal de Berdún	1999	5
22076	Canal de Berdún	2000	3
22077	Candasnos	 Antes de 1900	105
22077	Candasnos	1900 - 1920	7
22077	Candasnos	1921 - 1940	10
22077	Candasnos	1941 - 1950	4
22077	Candasnos	1951 - 1960	12
22077	Candasnos	1961 - 1970	17
22077	Candasnos	1971 - 1980	17
22077	Candasnos	1981 - 1990	7
22077	Candasnos	1991	3
22077	Candasnos	1992	1
22077	Candasnos	1993	1
22077	Candasnos	1994	2
22077	Candasnos	1995	4
22077	Candasnos	1996	1
22077	Candasnos	1998	2
22077	Candasnos	1999	1
22077	Candasnos	2000	2
22078	Canfranc	  No aplicable	1
22078	Canfranc	 Antes de 1900	137
22078	Canfranc	1900 - 1920	1
22078	Canfranc	1921 - 1940	4
22078	Canfranc	1941 - 1950	2
22078	Canfranc	1961 - 1970	4
22078	Canfranc	1971 - 1980	26
22078	Canfranc	1981 - 1990	12
22078	Canfranc	1991	7
22078	Canfranc	1992	2
22078	Canfranc	1993	4
22078	Canfranc	1994	8
22078	Canfranc	1996	4
22078	Canfranc	1997	1
22078	Canfranc	1998	7
22078	Canfranc	1999	10
22078	Canfranc	2000	2
22078	Canfranc	2001	3
22079	Capdesaso	  No aplicable	1
22079	Capdesaso	 Antes de 1900	1
22079	Capdesaso	1900 - 1920	2
22079	Capdesaso	1921 - 1940	5
22079	Capdesaso	1941 - 1950	3
22079	Capdesaso	1951 - 1960	6
22079	Capdesaso	1961 - 1970	4
22079	Capdesaso	1971 - 1980	4
22079	Capdesaso	1981 - 1990	24
22079	Capdesaso	1991	1
22079	Capdesaso	1992	1
22079	Capdesaso	1993	4
22079	Capdesaso	1994	1
22079	Capdesaso	1995	1
22079	Capdesaso	1997	3
22079	Capdesaso	1998	1
22079	Capdesaso	1999	3
22080	Capella	 Antes de 1900	96
22080	Capella	1900 - 1920	3
22080	Capella	1921 - 1940	1
22080	Capella	1941 - 1950	4
22080	Capella	1951 - 1960	3
22080	Capella	1961 - 1970	2
22080	Capella	1971 - 1980	9
22080	Capella	1981 - 1990	9
22080	Capella	1991	5
22080	Capella	1993	1
22080	Capella	1996	4
22080	Capella	1998	1
22080	Capella	1999	1
22081	Casbas de Huesca	 Antes de 1900	71
22081	Casbas de Huesca	1900 - 1920	22
22081	Casbas de Huesca	1921 - 1940	3
22081	Casbas de Huesca	1951 - 1960	1
22081	Casbas de Huesca	1961 - 1970	4
22081	Casbas de Huesca	1971 - 1980	3
22081	Casbas de Huesca	1981 - 1990	8
22081	Casbas de Huesca	1991	1
22081	Casbas de Huesca	1994	1
22081	Casbas de Huesca	1999	1
22082	Castejón del Puente	 Antes de 1900	46
22082	Castejón del Puente	1900 - 1920	1
22082	Castejón del Puente	1921 - 1940	5
22082	Castejón del Puente	1941 - 1950	3
22082	Castejón del Puente	1951 - 1960	4
22082	Castejón del Puente	1961 - 1970	21
22082	Castejón del Puente	1971 - 1980	20
22082	Castejón del Puente	1981 - 1990	22
22082	Castejón del Puente	1992	1
22082	Castejón del Puente	1993	2
22082	Castejón del Puente	1994	10
22082	Castejón del Puente	1996	1
22082	Castejón del Puente	1998	1
22082	Castejón del Puente	2000	1
22082	Castejón del Puente	2001	2
22083	Castejón de Monegros	 Antes de 1900	10
22083	Castejón de Monegros	1900 - 1920	9
22083	Castejón de Monegros	1921 - 1940	10
22083	Castejón de Monegros	1941 - 1950	12
22083	Castejón de Monegros	1951 - 1960	28
22083	Castejón de Monegros	1961 - 1970	46
22083	Castejón de Monegros	1971 - 1980	59
22083	Castejón de Monegros	1981 - 1990	45
22083	Castejón de Monegros	1992	3
22083	Castejón de Monegros	1993	1
22083	Castejón de Monegros	1994	1
22083	Castejón de Monegros	1995	9
22083	Castejón de Monegros	1996	3
22083	Castejón de Monegros	1997	3
22083	Castejón de Monegros	1998	4
22083	Castejón de Monegros	1999	1
22083	Castejón de Monegros	2000	2
22084	Castejón de Sos	  No aplicable	1
22084	Castejón de Sos	 Antes de 1900	68
22084	Castejón de Sos	1900 - 1920	7
22084	Castejón de Sos	1921 - 1940	7
22084	Castejón de Sos	1941 - 1950	2
22084	Castejón de Sos	1951 - 1960	25
22084	Castejón de Sos	1961 - 1970	30
22084	Castejón de Sos	1971 - 1980	14
22084	Castejón de Sos	1981 - 1990	33
22084	Castejón de Sos	1992	1
22084	Castejón de Sos	1993	3
22084	Castejón de Sos	1994	1
22084	Castejón de Sos	1995	5
22084	Castejón de Sos	1996	3
22084	Castejón de Sos	1998	3
22084	Castejón de Sos	1999	13
22084	Castejón de Sos	2000	6
22084	Castejón de Sos	2001	1
22085	Castelflorite	 Antes de 1900	2
22085	Castelflorite	1900 - 1920	1
22085	Castelflorite	1921 - 1940	4
22085	Castelflorite	1941 - 1950	2
22085	Castelflorite	1951 - 1960	3
22085	Castelflorite	1961 - 1970	11
22085	Castelflorite	1971 - 1980	7
22085	Castelflorite	1981 - 1990	8
22085	Castelflorite	1993	1
22085	Castelflorite	1994	2
22085	Castelflorite	1995	1
22085	Castelflorite	1997	1
22085	Castelflorite	1998	3
22085	Castelflorite	1999	1
22085	Castelflorite	2001	1
22086	Castiello de Jaca	  No aplicable	1
22086	Castiello de Jaca	 Antes de 1900	29
22086	Castiello de Jaca	1900 - 1920	1
22086	Castiello de Jaca	1921 - 1940	1
22086	Castiello de Jaca	1941 - 1950	2
22086	Castiello de Jaca	1951 - 1960	4
22086	Castiello de Jaca	1961 - 1970	5
22086	Castiello de Jaca	1971 - 1980	3
22086	Castiello de Jaca	1981 - 1990	15
22086	Castiello de Jaca	1991	4
22086	Castiello de Jaca	1994	6
22086	Castiello de Jaca	1996	2
22086	Castiello de Jaca	1998	1
22086	Castiello de Jaca	1999	2
22086	Castiello de Jaca	2000	4
22087	Castigaleu	  No aplicable	1
22087	Castigaleu	 Antes de 1900	15
22087	Castigaleu	1941 - 1950	1
22087	Castigaleu	1951 - 1960	1
22087	Castigaleu	1971 - 1980	1
22087	Castigaleu	1981 - 1990	5
22087	Castigaleu	1995	1
22087	Castigaleu	1996	1
22088	Castillazuelo	  No aplicable	1
22088	Castillazuelo	 Antes de 1900	1
22088	Castillazuelo	1900 - 1920	4
22088	Castillazuelo	1921 - 1940	16
22088	Castillazuelo	1941 - 1950	14
22088	Castillazuelo	1951 - 1960	13
22088	Castillazuelo	1961 - 1970	14
22088	Castillazuelo	1971 - 1980	11
22088	Castillazuelo	1981 - 1990	16
22088	Castillazuelo	1994	1
22088	Castillazuelo	1996	1
22088	Castillazuelo	1997	2
22088	Castillazuelo	1998	1
22088	Castillazuelo	1999	1
22089	Castillonroy	 Antes de 1900	3
22089	Castillonroy	1900 - 1920	16
22089	Castillonroy	1921 - 1940	17
22089	Castillonroy	1941 - 1950	10
22089	Castillonroy	1951 - 1960	11
22089	Castillonroy	1961 - 1970	17
22089	Castillonroy	1971 - 1980	27
22089	Castillonroy	1981 - 1990	18
22089	Castillonroy	1991	7
22089	Castillonroy	1992	1
22089	Castillonroy	1993	1
22089	Castillonroy	1994	2
22089	Castillonroy	1995	2
22089	Castillonroy	1996	1
22089	Castillonroy	1997	3
22089	Castillonroy	1998	3
22089	Castillonroy	1999	5
22089	Castillonroy	2000	2
22090	Colungo	  No aplicable	1
22090	Colungo	 Antes de 1900	41
22090	Colungo	1951 - 1960	2
22090	Colungo	1981 - 1990	10
22090	Colungo	1993	1
22090	Colungo	1994	2
22090	Colungo	1997	1
22090	Colungo	1998	2
22090	Colungo	1999	2
22094	Chalamera	  No aplicable	2
22094	Chalamera	 Antes de 1900	25
22094	Chalamera	1900 - 1920	1
22094	Chalamera	1921 - 1940	2
22094	Chalamera	1941 - 1950	1
22094	Chalamera	1951 - 1960	4
22094	Chalamera	1961 - 1970	7
22094	Chalamera	1971 - 1980	8
22094	Chalamera	1981 - 1990	10
22094	Chalamera	1992	1
22094	Chalamera	1998	2
22094	Chalamera	2001	1
22095	Chía	 Antes de 1900	17
22095	Chía	1900 - 1920	3
22095	Chía	1921 - 1940	1
22095	Chía	1951 - 1960	2
22095	Chía	1961 - 1970	3
22095	Chía	1971 - 1980	2
22095	Chía	1981 - 1990	10
22095	Chía	1991	1
22095	Chía	1992	1
22095	Chía	1997	2
22095	Chía	1999	1
22096	Chimillas	 Antes de 1900	17
22096	Chimillas	1900 - 1920	2
22096	Chimillas	1921 - 1940	12
22096	Chimillas	1941 - 1950	2
22096	Chimillas	1951 - 1960	5
22096	Chimillas	1961 - 1970	3
22096	Chimillas	1971 - 1980	1
22096	Chimillas	1981 - 1990	6
22096	Chimillas	1992	3
22096	Chimillas	1993	4
22096	Chimillas	1994	2
22096	Chimillas	1995	1
22096	Chimillas	1996	1
22096	Chimillas	1998	4
22096	Chimillas	1999	6
22096	Chimillas	2000	5
22096	Chimillas	2001	3
22099	Esplús	 Antes de 1900	13
22099	Esplús	1900 - 1920	8
22099	Esplús	1921 - 1940	6
22099	Esplús	1941 - 1950	23
22099	Esplús	1951 - 1960	70
22099	Esplús	1961 - 1970	86
22099	Esplús	1971 - 1980	15
22099	Esplús	1981 - 1990	22
22099	Esplús	1991	1
22099	Esplús	1992	1
22099	Esplús	1997	1
22099	Esplús	1998	1
22102	Estada	 Antes de 1900	48
22102	Estada	1921 - 1940	1
22102	Estada	1941 - 1950	6
22102	Estada	1951 - 1960	5
22102	Estada	1961 - 1970	3
22102	Estada	1971 - 1980	6
22102	Estada	1981 - 1990	4
22102	Estada	1995	1
22102	Estada	1996	1
22102	Estada	1997	2
22102	Estada	1998	1
22103	Estadilla	 Antes de 1900	129
22103	Estadilla	1900 - 1920	14
22103	Estadilla	1921 - 1940	12
22103	Estadilla	1941 - 1950	11
22103	Estadilla	1951 - 1960	17
22103	Estadilla	1961 - 1970	25
22103	Estadilla	1971 - 1980	36
22103	Estadilla	1981 - 1990	47
22103	Estadilla	1991	6
22103	Estadilla	1992	6
22103	Estadilla	1993	4
22103	Estadilla	1994	1
22103	Estadilla	1995	1
22103	Estadilla	1996	4
22103	Estadilla	1997	3
22103	Estadilla	1998	4
22103	Estadilla	1999	4
22103	Estadilla	2000	3
22105	Estopiñán del Castillo	 Antes de 1900	26
22105	Estopiñán del Castillo	1900 - 1920	34
22105	Estopiñán del Castillo	1921 - 1940	11
22105	Estopiñán del Castillo	1941 - 1950	1
22105	Estopiñán del Castillo	1951 - 1960	7
22105	Estopiñán del Castillo	1961 - 1970	2
22105	Estopiñán del Castillo	1971 - 1980	3
22105	Estopiñán del Castillo	1981 - 1990	3
22105	Estopiñán del Castillo	1991	1
22105	Estopiñán del Castillo	1995	2
22105	Estopiñán del Castillo	1996	1
22105	Estopiñán del Castillo	1999	3
22105	Estopiñán del Castillo	2001	1
22106	Fago	 Antes de 1900	20
22106	Fago	1921 - 1940	1
22107	Fanlo	  No aplicable	1
22107	Fanlo	 Antes de 1900	65
22107	Fanlo	1941 - 1950	1
22107	Fanlo	1951 - 1960	1
22107	Fanlo	1981 - 1990	2
22107	Fanlo	1991	1
22107	Fanlo	1992	1
22109	Fiscal	 Antes de 1900	68
22109	Fiscal	1941 - 1950	1
22109	Fiscal	1951 - 1960	2
22109	Fiscal	1971 - 1980	2
22109	Fiscal	1981 - 1990	14
22109	Fiscal	1991	1
22109	Fiscal	1993	4
22109	Fiscal	1994	1
22109	Fiscal	1995	1
22109	Fiscal	1996	3
22109	Fiscal	1998	1
22109	Fiscal	1999	2
22109	Fiscal	2001	1
22110	Fonz	  No aplicable	3
22110	Fonz	 Antes de 1900	107
22110	Fonz	1900 - 1920	17
22110	Fonz	1921 - 1940	48
22110	Fonz	1941 - 1950	47
22110	Fonz	1951 - 1960	50
22110	Fonz	1961 - 1970	38
22110	Fonz	1971 - 1980	50
22110	Fonz	1981 - 1990	42
22110	Fonz	1991	2
22110	Fonz	1992	4
22110	Fonz	1993	2
22110	Fonz	1994	2
22110	Fonz	1995	1
22110	Fonz	1996	3
22110	Fonz	1997	1
22110	Fonz	1998	9
22110	Fonz	1999	1
22110	Fonz	2000	10
22110	Fonz	2001	1
22111	Foradada del Toscar	 Antes de 1900	41
22111	Foradada del Toscar	1900 - 1920	5
22111	Foradada del Toscar	1921 - 1940	5
22111	Foradada del Toscar	1951 - 1960	6
22111	Foradada del Toscar	1961 - 1970	6
22111	Foradada del Toscar	1971 - 1980	5
22111	Foradada del Toscar	1981 - 1990	1
22111	Foradada del Toscar	1994	1
22111	Foradada del Toscar	1996	3
22111	Foradada del Toscar	1998	3
22112	Fraga	  No aplicable	9
22112	Fraga	 Antes de 1900	44
22112	Fraga	1900 - 1920	86
22112	Fraga	1921 - 1940	240
22112	Fraga	1941 - 1950	403
22112	Fraga	1951 - 1960	458
22112	Fraga	1961 - 1970	822
22112	Fraga	1971 - 1980	577
22112	Fraga	1981 - 1990	702
22112	Fraga	1991	36
22112	Fraga	1992	128
22112	Fraga	1993	55
22112	Fraga	1994	26
22112	Fraga	1995	58
22112	Fraga	1996	45
22112	Fraga	1997	72
22112	Fraga	1998	33
22112	Fraga	1999	63
22112	Fraga	2000	40
22112	Fraga	2001	25
22113	Fueva (La)	 Antes de 1900	116
22113	Fueva (La)	1900 - 1920	3
22113	Fueva (La)	1921 - 1940	2
22113	Fueva (La)	1941 - 1950	3
22113	Fueva (La)	1951 - 1960	2
22113	Fueva (La)	1961 - 1970	8
22113	Fueva (La)	1971 - 1980	17
22113	Fueva (La)	1981 - 1990	10
22113	Fueva (La)	1991	1
22113	Fueva (La)	1992	1
22113	Fueva (La)	1995	1
22113	Fueva (La)	1996	2
22113	Fueva (La)	1998	1
22113	Fueva (La)	1999	3
22113	Fueva (La)	2000	6
22114	Gistaín	 Antes de 1900	57
22114	Gistaín	1941 - 1950	1
22114	Gistaín	1951 - 1960	3
22114	Gistaín	1981 - 1990	4
22114	Gistaín	1992	1
22114	Gistaín	2000	1
22115	Grado (El)	  No aplicable	1
22115	Grado (El)	 Antes de 1900	20
22115	Grado (El)	1900 - 1920	1
22115	Grado (El)	1921 - 1940	3
22115	Grado (El)	1941 - 1950	2
22115	Grado (El)	1951 - 1960	20
22115	Grado (El)	1961 - 1970	37
22115	Grado (El)	1971 - 1980	31
22115	Grado (El)	1981 - 1990	51
22115	Grado (El)	1991	9
22115	Grado (El)	1992	7
22115	Grado (El)	1993	8
22115	Grado (El)	1994	6
22115	Grado (El)	1995	11
22115	Grado (El)	1996	3
22115	Grado (El)	1997	5
22115	Grado (El)	1998	3
22115	Grado (El)	1999	4
22115	Grado (El)	2000	3
22116	Grañén	  No aplicable	4
22116	Grañén	 Antes de 1900	49
22116	Grañén	1900 - 1920	2
22116	Grañén	1921 - 1940	18
22116	Grañén	1941 - 1950	89
22116	Grañén	1951 - 1960	287
22116	Grañén	1961 - 1970	80
22116	Grañén	1971 - 1980	63
22116	Grañén	1981 - 1990	79
22116	Grañén	1991	1
22116	Grañén	1992	2
22116	Grañén	1993	2
22116	Grañén	1994	2
22116	Grañén	1995	1
22116	Grañén	1996	2
22116	Grañén	1997	2
22116	Grañén	1998	3
22116	Grañén	2001	1
22117	Graus	  No aplicable	5
22117	Graus	 Antes de 1900	276
22117	Graus	1900 - 1920	82
22117	Graus	1921 - 1940	50
22117	Graus	1941 - 1950	14
22117	Graus	1951 - 1960	60
22117	Graus	1961 - 1970	132
22117	Graus	1971 - 1980	239
22117	Graus	1981 - 1990	99
22117	Graus	1991	50
22117	Graus	1992	18
22117	Graus	1993	10
22117	Graus	1994	10
22117	Graus	1995	14
22117	Graus	1996	26
22117	Graus	1997	5
22117	Graus	1998	12
22117	Graus	1999	9
22117	Graus	2000	47
22117	Graus	2001	8
22119	Gurrea de Gállego	  No aplicable	2
22119	Gurrea de Gállego	 Antes de 1900	23
22119	Gurrea de Gállego	1900 - 1920	25
22119	Gurrea de Gállego	1921 - 1940	35
22119	Gurrea de Gállego	1941 - 1950	130
22119	Gurrea de Gállego	1951 - 1960	131
22119	Gurrea de Gállego	1961 - 1970	89
22119	Gurrea de Gállego	1971 - 1980	107
22119	Gurrea de Gállego	1981 - 1990	74
22119	Gurrea de Gállego	1991	1
22119	Gurrea de Gállego	1992	5
22119	Gurrea de Gállego	1993	2
22119	Gurrea de Gállego	1994	4
22119	Gurrea de Gállego	1995	2
22119	Gurrea de Gállego	1996	3
22119	Gurrea de Gállego	1997	3
22119	Gurrea de Gállego	1998	4
22119	Gurrea de Gállego	1999	8
22119	Gurrea de Gállego	2000	3
22119	Gurrea de Gállego	2001	3
22122	Hoz de Jaca	 Antes de 1900	16
22122	Hoz de Jaca	1900 - 1920	3
22122	Hoz de Jaca	1951 - 1960	1
22122	Hoz de Jaca	1971 - 1980	4
22122	Hoz de Jaca	1981 - 1990	1
22122	Hoz de Jaca	1992	1
22124	Huerto	  No aplicable	1
22124	Huerto	 Antes de 1900	15
22124	Huerto	1900 - 1920	4
22124	Huerto	1921 - 1940	11
22124	Huerto	1941 - 1950	7
22124	Huerto	1951 - 1960	6
22124	Huerto	1961 - 1970	17
22124	Huerto	1971 - 1980	23
22124	Huerto	1981 - 1990	5
22124	Huerto	1991	1
22124	Huerto	1993	1
22124	Huerto	1994	1
22124	Huerto	1995	1
22124	Huerto	1996	1
22124	Huerto	1997	1
22124	Huerto	1998	2
22124	Huerto	1999	2
22124	Huerto	2000	2
22125	Huesca	  No aplicable	62
22125	Huesca	 Antes de 1900	384
22125	Huesca	1900 - 1920	152
22125	Huesca	1921 - 1940	441
22125	Huesca	1941 - 1950	587
22125	Huesca	1951 - 1960	989
22125	Huesca	1961 - 1970	2849
22125	Huesca	1971 - 1980	4518
22125	Huesca	1981 - 1990	3514
22125	Huesca	1991	370
22125	Huesca	1992	402
22125	Huesca	1993	415
22125	Huesca	1994	287
22125	Huesca	1995	240
22125	Huesca	1996	263
22125	Huesca	1997	349
22125	Huesca	1998	173
22125	Huesca	1999	203
22125	Huesca	2000	94
22125	Huesca	2001	178
22126	Ibieca	 Antes de 1900	34
22126	Ibieca	1961 - 1970	2
22126	Ibieca	1971 - 1980	3
22126	Ibieca	1981 - 1990	1
22126	Ibieca	1999	1
22127	Igriés	 Antes de 1900	28
22127	Igriés	1900 - 1920	4
22127	Igriés	1921 - 1940	1
22127	Igriés	1941 - 1950	1
22127	Igriés	1961 - 1970	4
22127	Igriés	1971 - 1980	10
22127	Igriés	1981 - 1990	2
22127	Igriés	1991	1
22127	Igriés	1993	3
22127	Igriés	1996	12
22127	Igriés	1997	1
22127	Igriés	1998	3
22127	Igriés	1999	8
22127	Igriés	2001	5
22128	Ilche	 Antes de 1900	5
22128	Ilche	1900 - 1920	2
22128	Ilche	1921 - 1940	5
22128	Ilche	1941 - 1950	2
22128	Ilche	1951 - 1960	6
22128	Ilche	1961 - 1970	11
22128	Ilche	1971 - 1980	18
22128	Ilche	1981 - 1990	19
22128	Ilche	1991	2
22128	Ilche	1992	1
22128	Ilche	1993	1
22128	Ilche	1994	1
22128	Ilche	1995	1
22128	Ilche	1996	2
22128	Ilche	1997	3
22128	Ilche	1999	1
22128	Ilche	2000	3
22128	Ilche	2001	2
22129	Isábena	 Antes de 1900	38
22129	Isábena	1900 - 1920	6
22129	Isábena	1921 - 1940	2
22129	Isábena	1941 - 1950	4
22129	Isábena	1951 - 1960	5
22129	Isábena	1961 - 1970	8
22129	Isábena	1971 - 1980	9
22129	Isábena	1981 - 1990	10
22129	Isábena	1991	2
22129	Isábena	1992	1
22129	Isábena	1993	4
22129	Isábena	1999	1
22129	Isábena	2000	3
22129	Isábena	2001	1
22130	Jaca	  No aplicable	20
22130	Jaca	 Antes de 1900	621
22130	Jaca	1900 - 1920	141
22130	Jaca	1921 - 1940	155
22130	Jaca	1941 - 1950	188
22130	Jaca	1951 - 1960	305
22130	Jaca	1961 - 1970	465
22130	Jaca	1971 - 1980	958
22130	Jaca	1981 - 1990	644
22130	Jaca	1991	62
22130	Jaca	1992	49
22130	Jaca	1993	48
22130	Jaca	1994	63
22130	Jaca	1995	62
22130	Jaca	1996	98
22130	Jaca	1997	18
22130	Jaca	1998	83
22130	Jaca	1999	39
22130	Jaca	2000	65
22130	Jaca	2001	43
22131	Jasa	 Antes de 1900	35
22131	Jasa	1921 - 1940	2
22131	Jasa	1941 - 1950	1
22131	Jasa	1971 - 1980	2
22131	Jasa	1981 - 1990	1
22131	Jasa	1991	1
22131	Jasa	1992	1
22131	Jasa	1995	1
22131	Jasa	1996	2
22131	Jasa	2000	1
22131	Jasa	2001	1
22133	Labuerda	 Antes de 1900	49
22133	Labuerda	1981 - 1990	7
22133	Labuerda	1991	5
22133	Labuerda	1992	2
22133	Labuerda	1999	2
22133	Labuerda	2000	1
22135	Laluenga	 Antes de 1900	63
22135	Laluenga	1941 - 1950	3
22135	Laluenga	1951 - 1960	1
22135	Laluenga	1961 - 1970	2
22135	Laluenga	1971 - 1980	11
22135	Laluenga	1981 - 1990	14
22135	Laluenga	1992	1
22135	Laluenga	1994	1
22135	Laluenga	1997	1
22135	Laluenga	1998	1
22135	Laluenga	1999	1
22135	Laluenga	2001	1
22136	Lalueza	  No aplicable	1
22136	Lalueza	 Antes de 1900	50
22136	Lalueza	1900 - 1920	12
22136	Lalueza	1921 - 1940	31
22136	Lalueza	1941 - 1950	17
22136	Lalueza	1951 - 1960	36
22136	Lalueza	1961 - 1970	160
22136	Lalueza	1971 - 1980	42
22136	Lalueza	1981 - 1990	38
22136	Lalueza	1991	3
22136	Lalueza	1992	8
22136	Lalueza	1993	2
22136	Lalueza	1994	5
22136	Lalueza	1996	4
22136	Lalueza	1997	8
22136	Lalueza	1998	1
22136	Lalueza	1999	1
22136	Lalueza	2000	4
22136	Lalueza	2001	6
22137	Lanaja	  No aplicable	2
22137	Lanaja	 Antes de 1900	78
22137	Lanaja	1900 - 1920	62
22137	Lanaja	1921 - 1940	33
22137	Lanaja	1941 - 1950	32
22137	Lanaja	1951 - 1960	60
22137	Lanaja	1961 - 1970	194
22137	Lanaja	1971 - 1980	30
22137	Lanaja	1981 - 1990	67
22137	Lanaja	1991	4
22137	Lanaja	1992	3
22137	Lanaja	1993	3
22137	Lanaja	1994	1
22137	Lanaja	1996	2
22137	Lanaja	1997	3
22137	Lanaja	1998	1
22137	Lanaja	1999	3
22137	Lanaja	2000	3
22137	Lanaja	2001	6
22139	Laperdiguera	 Antes de 1900	15
22139	Laperdiguera	1921 - 1940	1
22139	Laperdiguera	1941 - 1950	2
22139	Laperdiguera	1951 - 1960	2
22139	Laperdiguera	1961 - 1970	1
22139	Laperdiguera	1971 - 1980	6
22139	Laperdiguera	1981 - 1990	6
22139	Laperdiguera	1994	1
22139	Laperdiguera	1995	1
22141	Lascellas-Ponzano	 Antes de 1900	55
22141	Lascellas-Ponzano	1951 - 1960	3
22141	Lascellas-Ponzano	1971 - 1980	2
22141	Lascellas-Ponzano	1981 - 1990	8
22141	Lascellas-Ponzano	1996	1
22141	Lascellas-Ponzano	1998	1
22142	Lascuarre	 Antes de 1900	41
22142	Lascuarre	1941 - 1950	1
22142	Lascuarre	1951 - 1960	1
22142	Lascuarre	1961 - 1970	1
22142	Lascuarre	1971 - 1980	3
22142	Lascuarre	1981 - 1990	4
22142	Lascuarre	1991	2
22142	Lascuarre	1996	1
22142	Lascuarre	1998	1
22142	Lascuarre	1999	1
22142	Lascuarre	2000	1
22143	Laspaúles	 Antes de 1900	73
22143	Laspaúles	1941 - 1950	1
22143	Laspaúles	1951 - 1960	1
22143	Laspaúles	1961 - 1970	3
22143	Laspaúles	1971 - 1980	4
22143	Laspaúles	1981 - 1990	8
22143	Laspaúles	1991	1
22143	Laspaúles	1993	2
22143	Laspaúles	1994	2
22143	Laspaúles	1996	1
22143	Laspaúles	1997	3
22143	Laspaúles	1998	2
22143	Laspaúles	2000	1
22144	Laspuña	  No aplicable	1
22144	Laspuña	 Antes de 1900	53
22144	Laspuña	1900 - 1920	2
22144	Laspuña	1941 - 1950	2
22144	Laspuña	1951 - 1960	2
22144	Laspuña	1961 - 1970	3
22144	Laspuña	1971 - 1980	4
22144	Laspuña	1981 - 1990	9
22144	Laspuña	1991	3
22144	Laspuña	1992	1
22144	Laspuña	1994	1
22144	Laspuña	1998	1
22149	Loarre	 Antes de 1900	5
22149	Loarre	1900 - 1920	68
22149	Loarre	1921 - 1940	40
22149	Loarre	1951 - 1960	9
22149	Loarre	1961 - 1970	8
22149	Loarre	1971 - 1980	6
22149	Loarre	1981 - 1990	12
22149	Loarre	1992	1
22149	Loarre	1996	2
22149	Loarre	1997	3
22149	Loarre	1999	2
22149	Loarre	2000	1
22150	Loporzano	 Antes de 1900	123
22150	Loporzano	1900 - 1920	1
22150	Loporzano	1921 - 1940	9
22150	Loporzano	1941 - 1950	1
22150	Loporzano	1951 - 1960	3
22150	Loporzano	1961 - 1970	7
