Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre
2005	2	70	Actividades inmobiliarias	12	Tarazona y el Moncayo
2005	2	25	Fabricacion de productos de caucho y materias plasticas	15	Ribera Alta del Ebro
2005	2	31	Fabricación de maquinaria y material eléctrico	16	Valdejalón
2005	2	27	Metalurgia	17	Central
2005	2	34	Fabricación de vehículos de motor, remolques y semirremolques	22	Campo de Belchite
2005	2	29	Industria de la construción de maquinaria y equipo mecánico	24	Campo de Daroca
2005	2	75	Administración pública, defensa y seguridad social obligatoria	24	Campo de Daroca
2005	2	28	Fabricación de productos metálicos, excepto maquinaria y equipo	28	Bajo Aragón
2005	2	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre
2005	2	36	Fabricación de muebles; otras industrias manufactureras	NC	Municipio del centro de trabajo fuera de Aragón
2005	1	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	03	Sobrarbe
2005	1	36	Fabricación de muebles; otras industrias manufactureras	11	Bajo Cinca / Baix Cinca
2005	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	14	Aranda
2005	1	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	16	Valdejalón
2005	1	25	Fabricacion de productos de caucho y materias plasticas	17	Central
2005	1	15	Industria de productos alimenticios y bebidas	21	Campo de Cariñena
2005	1	10	Extracción y aglomeración de antracita, hulla, lignito y turba	23	Bajo Martín
2005	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	27	Andorra-Sierra de Arcos
2005	1	36	Fabricación de muebles; otras industrias manufactureras	28	Bajo Aragón
2005	1	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	30	Maestrazgo
2005	1	75	Administración pública, defensa y seguridad social obligatoria	30	Maestrazgo
2005	1	29	Industria de la construción de maquinaria y equipo mecánico	31	Sierra de Albarracín
2004	2432	45	Construcción	NC	Municipio del centro de trabajo fuera de Aragón
2004	615	60	Transporte terrestre; transporte por tuberías	24	Campo de Daroca
2004	181	15	Industria de productos alimenticios y bebidas	23	Bajo Martín
2004	175	45	Construcción	10	Los Monegros
2004	175	45	Construcción	12	Tarazona y el Moncayo
2004	175	45	Construcción	31	Sierra de Albarracín
2004	123	45	Construcción	18	Ribera Baja del Ebro
2004	115	45	Construcción	27	Andorra-Sierra de Arcos
2004	110	45	Construcción	11	Bajo Cinca / Baix Cinca
2004	100	26	Fabricación de otros productos minerales no metálicos	28	Bajo Aragón
2004	91	34	Fabricación de vehículos de motor, remolques y semirremolques	NC	Municipio del centro de trabajo fuera de Aragón
2004	89	45	Construcción	15	Ribera Alta del Ebro
2004	83	45	Construcción	26	Cuencas Mineras
2004	80	45	Construcción	30	Maestrazgo
2004	80	45	Construcción	33	Matarraña / Matarranya
2004	67	60	Transporte terrestre; transporte por tuberías	14	Aranda
2004	57	45	Construcción	05	Cinco Villas
2004	57	45	Construcción	13	Campo de Borja
2004	57	45	Construcción	14	Aranda
2004	55	45	Construcción	01	La Jacetania
2004	55	45	Construcción	09	La Litera / La Llitera
2004	55	45	Construcción	16	Valdejalón
2004	55	45	Construcción	32	Gúdar-Javalambre
2004	54	45	Construcción	04	La Ribagorza
2004	52	63	Actividades anexas a los transportes; actividades de agencias de viajes	13	Campo de Borja
2004	52	63	Actividades anexas a los transportes; actividades de agencias de viajes	15	Ribera Alta del Ebro
2004	52	63	Actividades anexas a los transportes; actividades de agencias de viajes	17	Central
2004	47	37	Reciclaje	06	Hoya de Huesca / Plana de Uesca
2004	43	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	24	Campo de Daroca
2004	41	45	Construcción	03	Sobrarbe
2004	41	75	Administración pública, defensa y seguridad social obligatoria	12	Tarazona y el Moncayo
2004	38	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	13	Campo de Borja
2004	38	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	31	Sierra de Albarracín
2004	37	60	Transporte terrestre; transporte por tuberías	04	La Ribagorza
2004	37	60	Transporte terrestre; transporte por tuberías	30	Maestrazgo
2004	37	36	Fabricación de muebles; otras industrias manufactureras	33	Matarraña / Matarranya
2004	35	60	Transporte terrestre; transporte por tuberías	02	Alto Gállego
2004	35	15	Industria de productos alimenticios y bebidas	04	La Ribagorza
2004	35	15	Industria de productos alimenticios y bebidas	05	Cinco Villas
2004	35	60	Transporte terrestre; transporte por tuberías	07	Somontano de Barbastro
2004	35	60	Transporte terrestre; transporte por tuberías	08	Cinca Medio
2004	35	15	Industria de productos alimenticios y bebidas	09	La Litera / La Llitera
2004	35	15	Industria de productos alimenticios y bebidas	10	Los Monegros
2004	34	45	Construcción	23	Bajo Martín
2004	34	45	Construcción	28	Bajo Aragón
2004	33	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	28	Bajo Aragón
2004	33	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	NC	Municipio del centro de trabajo fuera de Aragón
2004	29	26	Fabricación de otros productos minerales no metálicos	27	Andorra-Sierra de Arcos
2004	27	19	Preparación curtido y acabado del cuero; fabricación de artículos de marroquinería y viaje; artículos de guarnicionería talabartería y zapatería	07	Somontano de Barbastro
2004	24	29	Industria de la construción de maquinaria y equipo mecánico	08	Cinca Medio
2004	24	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	08	Cinca Medio
2004	24	45	Construcción	25	Jiloca
2004	21	28	Fabricación de productos metálicos, excepto maquinaria y equipo	05	Cinco Villas
2004	21	24	Industria química	11	Bajo Cinca / Baix Cinca
2004	21	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	14	Aranda
2004	21	60	Transporte terrestre; transporte por tuberías	20	Comunidad de Calatayud
2004	21	60	Transporte terrestre; transporte por tuberías	28	Bajo Aragón
2004	21	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	29	Comunidad de Teruel
2004	21	24	Industria química	32	Gúdar-Javalambre
2004	20	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	02	Alto Gállego
2004	20	27	Metalurgia	07	Somontano de Barbastro
2004	20	28	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro
2004	20	60	Transporte terrestre; transporte por tuberías	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	20	45	Construcción	21	Campo de Cariñena
2004	20	60	Transporte terrestre; transporte por tuberías	23	Bajo Martín
2004	20	60	Transporte terrestre; transporte por tuberías	27	Andorra-Sierra de Arcos
2004	20	28	Fabricación de productos metálicos, excepto maquinaria y equipo	29	Comunidad de Teruel
2004	19	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	03	Sobrarbe
2004	19	28	Fabricación de productos metálicos, excepto maquinaria y equipo	06	Hoya de Huesca / Plana de Uesca
2004	19	60	Transporte terrestre; transporte por tuberías	10	Los Monegros
2004	19	28	Fabricación de productos metálicos, excepto maquinaria y equipo	23	Bajo Martín
2004	18	45	Construcción	22	Campo de Belchite
2004	16	15	Industria de productos alimenticios y bebidas	03	Sobrarbe
2004	16	60	Transporte terrestre; transporte por tuberías	21	Campo de Cariñena
2004	16	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	25	Jiloca
2004	16	34	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2004	16	34	Fabricación de vehículos de motor, remolques y semirremolques	28	Bajo Aragón
2004	16	60	Transporte terrestre; transporte por tuberías	32	Gúdar-Javalambre
2004	15	15	Industria de productos alimenticios y bebidas	07	Somontano de Barbastro
2004	15	75	Administración pública, defensa y seguridad social obligatoria	21	Campo de Cariñena
2004	15	45	Construcción	24	Campo de Daroca
2004	14	55	Hostelería	02	Alto Gállego
2004	14	60	Transporte terrestre; transporte por tuberías	06	Hoya de Huesca / Plana de Uesca
2004	14	19	Preparación curtido y acabado del cuero; fabricación de artículos de marroquinería y viaje; artículos de guarnicionería talabartería y zapatería	14	Aranda
2004	14	60	Transporte terrestre; transporte por tuberías	18	Ribera Baja del Ebro
2004	14	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	20	Comunidad de Calatayud
2004	14	60	Transporte terrestre; transporte por tuberías	26	Cuencas Mineras
2004	13	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	13	Campo de Borja
2004	13	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2004	13	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	22	Campo de Belchite
2004	13	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	25	Jiloca
2004	12	26	Fabricación de otros productos minerales no metálicos	01	La Jacetania
2004	12	75	Administración pública, defensa y seguridad social obligatoria	03	Sobrarbe
2004	12	45	Construcción	07	Somontano de Barbastro
2004	12	26	Fabricación de otros productos minerales no metálicos	08	Cinca Medio
2004	12	60	Transporte terrestre; transporte por tuberías	NC	Municipio del centro de trabajo fuera de Aragón
2004	11	25	Fabricacion de productos de caucho y materias plasticas	11	Bajo Cinca / Baix Cinca
2004	11	75	Administración pública, defensa y seguridad social obligatoria	22	Campo de Belchite
2004	11	26	Fabricación de otros productos minerales no metálicos	31	Sierra de Albarracín
2004	11	26	Fabricación de otros productos minerales no metálicos	NC	Municipio del centro de trabajo fuera de Aragón
2004	10	15	Industria de productos alimenticios y bebidas	08	Cinca Medio
2004	9	60	Transporte terrestre; transporte por tuberías	01	La Jacetania
2004	9	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	24	Campo de Daroca
2004	9	15	Industria de productos alimenticios y bebidas	33	Matarraña / Matarranya
2004	8	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	01	La Jacetania
2004	8	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	05	Cinco Villas
2004	8	34	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja
2004	8	25	Fabricacion de productos de caucho y materias plasticas	18	Ribera Baja del Ebro
2004	8	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín
2004	7	75	Administración pública, defensa y seguridad social obligatoria	09	La Litera / La Llitera
2004	7	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	16	Valdejalón
2004	7	15	Industria de productos alimenticios y bebidas	24	Campo de Daroca
2004	7	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	30	Maestrazgo
2004	6	60	Transporte terrestre; transporte por tuberías	05	Cinco Villas
2004	6	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	07	Somontano de Barbastro
2004	6	26	Fabricación de otros productos minerales no metálicos	10	Los Monegros
2004	6	60	Transporte terrestre; transporte por tuberías	12	Tarazona y el Moncayo
2004	6	34	Fabricación de vehículos de motor, remolques y semirremolques	16	Valdejalón
2004	6	80	Educación	16	Valdejalón
2004	6	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	22	Campo de Belchite
2004	6	60	Transporte terrestre; transporte por tuberías	33	Matarraña / Matarranya
2004	5	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	12	Tarazona y el Moncayo
2004	5	75	Administración pública, defensa y seguridad social obligatoria	20	Comunidad de Calatayud
2004	5	29	Industria de la construción de maquinaria y equipo mecánico	25	Jiloca
2004	5	13	Extracción de minerales metálicos	27	Andorra-Sierra de Arcos
2004	5	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2004	5	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	31	Sierra de Albarracín
2004	5	29	Industria de la construción de maquinaria y equipo mecánico	32	Gúdar-Javalambre
2004	5	75	Administración pública, defensa y seguridad social obligatoria	33	Matarraña / Matarranya
2004	4	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	01	La Jacetania
2004	4	37	Reciclaje	17	Central
2004	3	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	02	Alto Gállego
2004	3	74	Otras actividades empresariales	17	Central
2004	3	17	Industria textil	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	3	60	Transporte terrestre; transporte por tuberías	25	Jiloca
2004	2	14	Extracción de minerales no metálicos ni energéticos	03	Sobrarbe
2004	2	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	04	La Ribagorza
2004	2	22	Edición, artes gráficas y reproducción de soportes grabados	06	Hoya de Huesca / Plana de Uesca
2004	2	29	Industria de la construción de maquinaria y equipo mecánico	09	La Litera / La Llitera
2004	2	34	Fabricación de vehículos de motor, remolques y semirremolques	10	Los Monegros
2004	2	14	Extracción de minerales no metálicos ni energéticos	11	Bajo Cinca / Baix Cinca
2004	2	17	Industria textil	11	Bajo Cinca / Baix Cinca
2004	2	35	Fabricación de otro material de transporte	15	Ribera Alta del Ebro
2004	2	22	Edición, artes gráficas y reproducción de soportes grabados	16	Valdejalón
2004	2	75	Administración pública, defensa y seguridad social obligatoria	18	Ribera Baja del Ebro
2004	2	29	Industria de la construción de maquinaria y equipo mecánico	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	2	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	2	29	Industria de la construción de maquinaria y equipo mecánico	21	Campo de Cariñena
2004	2	29	Industria de la construción de maquinaria y equipo mecánico	22	Campo de Belchite
2004	2	28	Fabricación de productos metálicos, excepto maquinaria y equipo	26	Cuencas Mineras
2004	2	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	27	Andorra-Sierra de Arcos
2004	2	70	Actividades inmobiliarias	29	Comunidad de Teruel
2004	2	90	Actividades de saneamiento público	29	Comunidad de Teruel
2004	2	75	Administración pública, defensa y seguridad social obligatoria	31	Sierra de Albarracín
2004	2	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	32	Gúdar-Javalambre
2004	2	28	Fabricación de productos metálicos, excepto maquinaria y equipo	NC	Municipio del centro de trabajo fuera de Aragón
2004	2	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón
2004	2	85	Actividades sanitarias y veterinarias, servicio social	NC	Municipio del centro de trabajo fuera de Aragón
2004	1	36	Fabricación de muebles; otras industrias manufactureras	02	Alto Gállego
2004	1	91	Actividades asociativas	04	La Ribagorza
2004	1	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	06	Hoya de Huesca / Plana de Uesca
2004	1	36	Fabricación de muebles; otras industrias manufactureras	09	La Litera / La Llitera
2004	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	12	Tarazona y el Moncayo
2004	1	28	Fabricación de productos metálicos, excepto maquinaria y equipo	14	Aranda
2004	1	34	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro
2004	1	60	Transporte terrestre; transporte por tuberías	15	Ribera Alta del Ebro
2004	1	60	Transporte terrestre; transporte por tuberías	17	Central
2004	1	95	Hogares que emplean personal doméstico	17	Central
2004	1	15	Industria de productos alimenticios y bebidas	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	1	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	20	Comunidad de Calatayud
2004	1	15	Industria de productos alimenticios y bebidas	21	Campo de Cariñena
2004	1	40	Producción y distribución de energía eléctrica, gas, vapor y agua caliente	26	Cuencas Mineras
2004	1	64	Correos y telecomunicaciones	29	Comunidad de Teruel
2004	1	15	Industria de productos alimenticios y bebidas	30	Maestrazgo
2004	1	74	Otras actividades empresariales	NC	Municipio del centro de trabajo fuera de Aragón
2003	297	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	13	Campo de Borja
2003	297	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	29	Comunidad de Teruel
2003	229	15	Industria de productos alimenticios y bebidas	24	Campo de Daroca
2003	162	45	Construcción	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	162	45	Construcción	21	Campo de Cariñena
2003	156	45	Construcción	06	Hoya de Huesca / Plana de Uesca
2003	156	45	Construcción	09	La Litera / La Llitera
2003	121	45	Construcción	17	Central
2003	110	85	Actividades sanitarias y veterinarias, servicio social	29	Comunidad de Teruel
2003	108	28	Fabricación de productos metálicos, excepto maquinaria y equipo	NC	Municipio del centro de trabajo fuera de Aragón
2003	105	45	Construcción	23	Bajo Martín
2003	92	45	Construcción	13	Campo de Borja
2003	92	45	Construcción	24	Campo de Daroca
2003	83	92	Actividades recreativas, culturales y deportivas	04	La Ribagorza
2003	83	92	Actividades recreativas, culturales y deportivas	29	Comunidad de Teruel
2003	82	45	Construcción	05	Cinco Villas
2003	81	45	Construcción	03	Sobrarbe
2003	81	45	Construcción	29	Comunidad de Teruel
2003	72	45	Construcción	18	Ribera Baja del Ebro
2003	69	45	Construcción	10	Los Monegros
2003	65	60	Transporte terrestre; transporte por tuberías	11	Bajo Cinca / Baix Cinca
2003	58	26	Fabricación de otros productos minerales no metálicos	25	Jiloca
2003	55	45	Construcción	14	Aranda
2003	55	45	Construcción	15	Ribera Alta del Ebro
2003	55	45	Construcción	32	Gúdar-Javalambre
2003	54	29	Industria de la construción de maquinaria y equipo mecánico	21	Campo de Cariñena
2003	45	28	Fabricación de productos metálicos, excepto maquinaria y equipo	02	Alto Gállego
2003	45	28	Fabricación de productos metálicos, excepto maquinaria y equipo	18	Ribera Baja del Ebro
2003	44	26	Fabricación de otros productos minerales no metálicos	11	Bajo Cinca / Baix Cinca
2003	44	15	Industria de productos alimenticios y bebidas	33	Matarraña / Matarranya
2003	38	41	Captación, depuración y distribución de agua	07	Somontano de Barbastro
2003	38	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	28	Bajo Aragón
2003	36	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	08	Cinca Medio
2003	36	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	31	Sierra de Albarracín
2003	34	45	Construcción	16	Valdejalón
2003	34	45	Construcción	28	Bajo Aragón
2003	33	71	Alquiler de maquinaria y equipo sin operario, de efectos personales y enseres domesticos	17	Central
2003	32	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	05	Cinco Villas
2003	30	15	Industria de productos alimenticios y bebidas	12	Tarazona y el Moncayo
2003	30	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	15	Ribera Alta del Ebro
2003	28	80	Educación	06	Hoya de Huesca / Plana de Uesca
2003	28	45	Construcción	20	Comunidad de Calatayud
2003	28	45	Construcción	26	Cuencas Mineras
2003	28	45	Construcción	31	Sierra de Albarracín
2003	28	45	Construcción	NC	Municipio del centro de trabajo fuera de Aragón
2003	27	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	04	La Ribagorza
2003	27	60	Transporte terrestre; transporte por tuberías	26	Cuencas Mineras
2003	27	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	33	Matarraña / Matarranya
2003	26	36	Fabricación de muebles; otras industrias manufactureras	08	Cinca Medio
2003	24	28	Fabricación de productos metálicos, excepto maquinaria y equipo	09	La Litera / La Llitera
2003	23	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos
2003	22	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre
2003	21	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	13	Campo de Borja
2003	20	15	Industria de productos alimenticios y bebidas	18	Ribera Baja del Ebro
2003	20	45	Construcción	22	Campo de Belchite
2003	20	15	Industria de productos alimenticios y bebidas	25	Jiloca
2003	19	25	Fabricacion de productos de caucho y materias plasticas	22	Campo de Belchite
2003	18	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	10	Los Monegros
2003	17	60	Transporte terrestre; transporte por tuberías	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2003	16	74	Otras actividades empresariales	03	Sobrarbe
2003	16	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud
2003	15	75	Administración pública, defensa y seguridad social obligatoria	12	Tarazona y el Moncayo
2003	15	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro
2003	15	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	24	Campo de Daroca
2003	14	45	Construcción	08	Cinca Medio
2003	14	60	Transporte terrestre; transporte por tuberías	08	Cinca Medio
2003	14	60	Transporte terrestre; transporte por tuberías	25	Jiloca
2003	14	45	Construcción	33	Matarraña / Matarranya
2003	13	45	Construcción	07	Somontano de Barbastro
2003	13	28	Fabricación de productos metálicos, excepto maquinaria y equipo	14	Aranda
2003	13	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena
2003	13	60	Transporte terrestre; transporte por tuberías	21	Campo de Cariñena
2003	13	45	Construcción	27	Andorra-Sierra de Arcos
2003	13	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	33	Matarraña / Matarranya
2003	12	34	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo
2003	12	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	28	Bajo Aragón
2003	12	15	Industria de productos alimenticios y bebidas	30	Maestrazgo
2003	11	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	05	Cinco Villas
2003	11	29	Industria de la construción de maquinaria y equipo mecánico	07	Somontano de Barbastro
2003	11	29	Industria de la construción de maquinaria y equipo mecánico	12	Tarazona y el Moncayo
2003	11	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	24	Campo de Daroca
2003	11	29	Industria de la construción de maquinaria y equipo mecánico	32	Gúdar-Javalambre
2003	10	55	Hostelería	16	Valdejalón
2003	10	26	Fabricación de otros productos minerales no metálicos	23	Bajo Martín
2003	9	26	Fabricación de otros productos minerales no metálicos	03	Sobrarbe
2003	9	26	Fabricación de otros productos minerales no metálicos	04	La Ribagorza
2003	9	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	22	Campo de Belchite
2003	8	63	Actividades anexas a los transportes; actividades de agencias de viajes	02	Alto Gállego
2003	8	60	Transporte terrestre; transporte por tuberías	27	Andorra-Sierra de Arcos
2003	7	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	14	Aranda
2003	7	25	Fabricacion de productos de caucho y materias plasticas	15	Ribera Alta del Ebro
2003	7	75	Administración pública, defensa y seguridad social obligatoria	32	Gúdar-Javalambre
2003	7	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	33	Matarraña / Matarranya
2003	6	45	Construcción	01	La Jacetania
2003	6	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	03	Sobrarbe
2003	6	26	Fabricación de otros productos minerales no metálicos	06	Hoya de Huesca / Plana de Uesca
2003	6	75	Administración pública, defensa y seguridad social obligatoria	26	Cuencas Mineras
2003	6	15	Industria de productos alimenticios y bebidas	29	Comunidad de Teruel
2003	5	75	Administración pública, defensa y seguridad social obligatoria	02	Alto Gállego
2003	5	90	Actividades de saneamiento público	05	Cinco Villas
2003	5	25	Fabricacion de productos de caucho y materias plasticas	09	La Litera / La Llitera
2003	5	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	14	Aranda
2003	5	15	Industria de productos alimenticios y bebidas	16	Valdejalón
2003	5	10	Extracción y aglomeración de antracita, hulla, lignito y turba	27	Andorra-Sierra de Arcos
2003	5	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	30	Maestrazgo
2003	5	52	Comercio al por menor, excepto el comercio de vehículos de motor, motocicletas y ciclomotores; reparación de efectos personales y enseres domést icos	NC	Municipio del centro de trabajo fuera de Aragón
2003	4	74	Otras actividades empresariales	01	La Jacetania
2003	4	34	Fabricación de vehículos de motor, remolques y semirremolques	06	Hoya de Huesca / Plana de Uesca
2003	4	25	Fabricacion de productos de caucho y materias plasticas	13	Campo de Borja
2003	4	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	15	Ribera Alta del Ebro
2003	4	75	Administración pública, defensa y seguridad social obligatoria	31	Sierra de Albarracín
2003	3	28	Fabricación de productos metálicos, excepto maquinaria y equipo	01	La Jacetania
2003	3	75	Administración pública, defensa y seguridad social obligatoria	03	Sobrarbe
2003	3	15	Industria de productos alimenticios y bebidas	07	Somontano de Barbastro
2003	3	25	Fabricacion de productos de caucho y materias plasticas	11	Bajo Cinca / Baix Cinca
2003	3	15	Industria de productos alimenticios y bebidas	17	Central
2003	3	15	Industria de productos alimenticios y bebidas	21	Campo de Cariñena
2003	3	31	Fabricación de maquinaria y material eléctrico	22	Campo de Belchite
2003	3	14	Extracción de minerales no metálicos ni energéticos	23	Bajo Martín
2003	3	21	Industria del papel	23	Bajo Martín
2003	3	45	Construcción	30	Maestrazgo
2003	3	02	Selvicultura, explotación forestal y actividades de los servicios relacionados con las mismas	31	Sierra de Albarracín
2003	3	50	Venta, mantenimiento y reparación de vehículos de motor, motocicletas y ciclomotores; venta al por menor de combustible para vehículos de motor	NC	Municipio del centro de trabajo fuera de Aragón
2003	2	60	Transporte terrestre; transporte por tuberías	02	Alto Gállego
2003	2	26	Fabricación de otros productos minerales no metálicos	05	Cinco Villas
2003	2	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	09	La Litera / La Llitera
2003	2	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	10	Los Monegros
2003	2	01	Agricultura, ganadería, caza y actividades de los servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca
2003	2	51	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca
2003	2	20	Industria de la madera y del corcho, excepto muebles; cestería y espartería	12	Tarazona y el Moncayo
2003	2	15	Industria de productos alimenticios y bebidas	15	Ribera Alta del Ebro
2003	2	36	Fabricación de muebles; otras industrias manufactureras	17	Central
2003	2	92	Actividades recreativas, culturales y deportivas	20	Comunidad de Calatayud
2003	2	28	Fabricación de productos metálicos, excepto maquinaria y equipo	26	Cuencas Mineras
2003	2	34	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras
2003	2	85	Actividades sanitarias y veterinarias, servicio social	28	Bajo Aragón
2003	2	28	Fabricación de productos metálicos, excepto maquinaria y equipo	31	Sierra de Albarracín
2003	2	92	Actividades recreativas, culturales y deportivas	NC	Municipio del centro de trabajo fuera de Aragón
2003	1	60	Transporte terrestre; transporte por tuberías	01	La Jacetania
