Municipio código	Municipio nombre	Corine Land Cover 2000 nivel 5 descripción	Superficie (has)	Año
50094	Daroca	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
50094	Daroca	Mosaico de cultivos permanentes en regadío	0	2000
50094	Daroca	Mosaico de cultivos permanentes en secano	254,329462	2000
50094	Daroca	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
50094	Daroca	Olivares en regadío	0	2000
50094	Daroca	Olivares en secano	0	2000
50094	Daroca	Otras frondosas de plantación	0	2000
50094	Daroca	Otros frutales en regadío	754,36021	2000
50094	Daroca	Otros pastizales mediterráneos	0,487225	2000
50094	Daroca	Pastizales supraforestales mediterráneos	0	2000
50094	Daroca	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
50094	Daroca	Perennifolias	46,444745	2000
50094	Daroca	Prados y praderas	0	2000
50094	Daroca	Ramblas con poca o sin vegetación	0	2000
50094	Daroca	Resto de instalaciones deportivas y recreativas	0	2000
50094	Daroca	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
50094	Daroca	Ríos y cauces naturales	0	2000
50094	Daroca	Tejido urbano continuo	36,264512	2000
50094	Daroca	Tierras de labor en secano	505,813562	2000
50094	Daroca	Turberas y prados turbosos	0	2000
50094	Daroca	Urbanizaciones extensas y/o ajardinadas	0	2000
50094	Daroca	Viñedos en regadío	0	2000
50094	Daroca	Viñedos en secano	587,323228	2000
50094	Daroca	Xeroestepa subdesértica	0	2000
50094	Daroca	Zonas de extracción minera	0	2000
50094	Daroca	Zonas en construcción	30,259421	2000
50094	Daroca	Zonas industriales	24,278947	2000
50094	Daroca	Zonas quemadas	0	2000
50094	Daroca	Zonas verdes urbanas	0	2000
50095	Ejea de los Caballeros	Aeropuertos	0	2000
50095	Ejea de los Caballeros	Afloramientos rocosos y canchales	315,030594	2000
50095	Ejea de los Caballeros	Arrozales	3191,46417	2000
50095	Ejea de los Caballeros	Autopistas, autovías y terrenos asociados	0	2000
50095	Ejea de los Caballeros	Bosque mixto	0	2000
50095	Ejea de los Caballeros	Bosques de coníferas con hojas aciculares	3101,345306	2000
50095	Ejea de los Caballeros	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
50095	Ejea de los Caballeros	Bosques de ribera	0	2000
50095	Ejea de los Caballeros	Caducifolias y marcescentes	0	2000
50095	Ejea de los Caballeros	Campos de golf	0	2000
50095	Ejea de los Caballeros	Canales artificiales	0	2000
50095	Ejea de los Caballeros	Complejos ferroviarios	0	2000
50095	Ejea de los Caballeros	Cultivos herbáceos en regadío	30689,47486	2000
50095	Ejea de los Caballeros	Cárcavas y/o zonas en proceso de erosión	94,824282	2000
50095	Ejea de los Caballeros	Embalses	167,157715	2000
50095	Ejea de los Caballeros	Escombreras y vertederos	0	2000
50095	Ejea de los Caballeros	Espacios orófilos altitudinales con vegetación escasa	0	2000
50095	Ejea de los Caballeros	Estructura urbana abierta	8,666399	2000
50095	Ejea de los Caballeros	Frutales en secano	0	2000
50095	Ejea de los Caballeros	Glaciares y nieves permanentes	0	2000
50095	Ejea de los Caballeros	Grandes formaciones de matorral denso o medianamente denso	118,5756	2000
50095	Ejea de los Caballeros	Grandes superficies de equipamientos y servicios	0	2000
50095	Ejea de los Caballeros	Humedales y zonas pantanosas	36,642455	2000
50095	Ejea de los Caballeros	Lagos y lagunas	13,664491	2000
50095	Ejea de los Caballeros	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
50095	Ejea de los Caballeros	Matorral boscoso de bosque mixto	27,051545	2000
50095	Ejea de los Caballeros	Matorral boscoso de coníferas	803,604368	2000
50095	Ejea de los Caballeros	Matorral boscoso de frondosas	123,687493	2000
50095	Ejea de los Caballeros	Matorrales subarbustivos o arbustivos muy poco densos	2200,975596	2000
50095	Ejea de los Caballeros	Mezcla de frondosas	0	2000
50095	Ejea de los Caballeros	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	283,68701	2000
50095	Ejea de los Caballeros	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	3437,069163	2000
50095	Ejea de los Caballeros	Mosaico de cultivos anuales con cultivos  permanentes en  secano	0	2000
50095	Ejea de los Caballeros	Mosaico de cultivos anuales con cultivos permanentes en regadío	152,638237	2000
50095	Ejea de los Caballeros	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
50095	Ejea de los Caballeros	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
50095	Ejea de los Caballeros	Mosaico de cultivos permanentes en regadío	0	2000
50095	Ejea de los Caballeros	Mosaico de cultivos permanentes en secano	0	2000
50095	Ejea de los Caballeros	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
50095	Ejea de los Caballeros	Olivares en regadío	0	2000
50095	Ejea de los Caballeros	Olivares en secano	0	2000
50095	Ejea de los Caballeros	Otras frondosas de plantación	34,663161	2000
50095	Ejea de los Caballeros	Otros frutales en regadío	0	2000
50095	Ejea de los Caballeros	Otros pastizales mediterráneos	0	2000
50095	Ejea de los Caballeros	Pastizales supraforestales mediterráneos	0	2000
50095	Ejea de los Caballeros	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
50095	Ejea de los Caballeros	Perennifolias	0	2000
50095	Ejea de los Caballeros	Prados y praderas	0	2000
50095	Ejea de los Caballeros	Ramblas con poca o sin vegetación	34,435049	2000
50095	Ejea de los Caballeros	Resto de instalaciones deportivas y recreativas	12,760018	2000
50095	Ejea de los Caballeros	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
50095	Ejea de los Caballeros	Ríos y cauces naturales	0	2000
50095	Ejea de los Caballeros	Tejido urbano continuo	313,441181	2000
50095	Ejea de los Caballeros	Tierras de labor en secano	13779,72114	2000
50095	Ejea de los Caballeros	Turberas y prados turbosos	0	2000
50095	Ejea de los Caballeros	Urbanizaciones extensas y/o ajardinadas	0	2000
50095	Ejea de los Caballeros	Viñedos en regadío	0	2000
50095	Ejea de los Caballeros	Viñedos en secano	0	2000
50095	Ejea de los Caballeros	Xeroestepa subdesértica	1740,811175	2000
50095	Ejea de los Caballeros	Zonas de extracción minera	6,52585	2000
50095	Ejea de los Caballeros	Zonas en construcción	0	2000
50095	Ejea de los Caballeros	Zonas industriales	256,50583	2000
50095	Ejea de los Caballeros	Zonas quemadas	0	2000
50095	Ejea de los Caballeros	Zonas verdes urbanas	15,490281	2000
50096	Embid de Ariza	Aeropuertos	0	2000
50096	Embid de Ariza	Afloramientos rocosos y canchales	52,933089	2000
50096	Embid de Ariza	Arrozales	0	2000
50096	Embid de Ariza	Autopistas, autovías y terrenos asociados	0	2000
50096	Embid de Ariza	Bosque mixto	0	2000
50096	Embid de Ariza	Bosques de coníferas con hojas aciculares	0,106245	2000
50096	Embid de Ariza	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
50096	Embid de Ariza	Bosques de ribera	32,018631	2000
50096	Embid de Ariza	Caducifolias y marcescentes	0	2000
50096	Embid de Ariza	Campos de golf	0	2000
50096	Embid de Ariza	Canales artificiales	0	2000
50096	Embid de Ariza	Complejos ferroviarios	0	2000
50096	Embid de Ariza	Cultivos herbáceos en regadío	151,50361	2000
50096	Embid de Ariza	Cárcavas y/o zonas en proceso de erosión	0	2000
50096	Embid de Ariza	Embalses	0	2000
50096	Embid de Ariza	Escombreras y vertederos	0	2000
50096	Embid de Ariza	Espacios orófilos altitudinales con vegetación escasa	0	2000
50096	Embid de Ariza	Estructura urbana abierta	5,042073	2000
50096	Embid de Ariza	Frutales en secano	0	2000
50096	Embid de Ariza	Glaciares y nieves permanentes	0	2000
50096	Embid de Ariza	Grandes formaciones de matorral denso o medianamente denso	258,282433	2000
50096	Embid de Ariza	Grandes superficies de equipamientos y servicios	0	2000
50096	Embid de Ariza	Humedales y zonas pantanosas	0	2000
50096	Embid de Ariza	Lagos y lagunas	0	2000
50096	Embid de Ariza	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
50096	Embid de Ariza	Matorral boscoso de bosque mixto	0	2000
50096	Embid de Ariza	Matorral boscoso de coníferas	81,978973	2000
50096	Embid de Ariza	Matorral boscoso de frondosas	324,243444	2000
50096	Embid de Ariza	Matorrales subarbustivos o arbustivos muy poco densos	1330,469125	2000
50096	Embid de Ariza	Mezcla de frondosas	0	2000
50096	Embid de Ariza	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
50096	Embid de Ariza	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	613,85622	2000
50096	Embid de Ariza	Mosaico de cultivos anuales con cultivos  permanentes en  secano	0	2000
50096	Embid de Ariza	Mosaico de cultivos anuales con cultivos permanentes en regadío	0	2000
50096	Embid de Ariza	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
50096	Embid de Ariza	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
50096	Embid de Ariza	Mosaico de cultivos permanentes en regadío	0	2000
50096	Embid de Ariza	Mosaico de cultivos permanentes en secano	0	2000
50096	Embid de Ariza	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
50096	Embid de Ariza	Olivares en regadío	0	2000
50096	Embid de Ariza	Olivares en secano	0	2000
50096	Embid de Ariza	Otras frondosas de plantación	0	2000
50096	Embid de Ariza	Otros frutales en regadío	0	2000
50096	Embid de Ariza	Otros pastizales mediterráneos	0	2000
50096	Embid de Ariza	Pastizales supraforestales mediterráneos	0	2000
50096	Embid de Ariza	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
50096	Embid de Ariza	Perennifolias	464,142436	2000
50096	Embid de Ariza	Prados y praderas	0	2000
50096	Embid de Ariza	Ramblas con poca o sin vegetación	0	2000
50096	Embid de Ariza	Resto de instalaciones deportivas y recreativas	0	2000
50096	Embid de Ariza	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
50096	Embid de Ariza	Ríos y cauces naturales	0	2000
50096	Embid de Ariza	Tejido urbano continuo	1,521554	2000
50096	Embid de Ariza	Tierras de labor en secano	806,616769	2000
50096	Embid de Ariza	Turberas y prados turbosos	0	2000
50096	Embid de Ariza	Urbanizaciones extensas y/o ajardinadas	0	2000
50096	Embid de Ariza	Viñedos en regadío	0	2000
50096	Embid de Ariza	Viñedos en secano	0	2000
50096	Embid de Ariza	Xeroestepa subdesértica	0	2000
50096	Embid de Ariza	Zonas de extracción minera	0	2000
50096	Embid de Ariza	Zonas en construcción	0	2000
50096	Embid de Ariza	Zonas industriales	0	2000
50096	Embid de Ariza	Zonas quemadas	0	2000
50096	Embid de Ariza	Zonas verdes urbanas	0	2000
50098	Encinacorba	Aeropuertos	0	2000
50098	Encinacorba	Afloramientos rocosos y canchales	0	2000
50098	Encinacorba	Arrozales	0	2000
50098	Encinacorba	Autopistas, autovías y terrenos asociados	0	2000
50098	Encinacorba	Bosque mixto	0	2000
50098	Encinacorba	Bosques de coníferas con hojas aciculares	268,432807	2000
50098	Encinacorba	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
50098	Encinacorba	Bosques de ribera	0	2000
50098	Encinacorba	Caducifolias y marcescentes	0	2000
50098	Encinacorba	Campos de golf	0	2000
50098	Encinacorba	Canales artificiales	0	2000
50098	Encinacorba	Complejos ferroviarios	0	2000
50098	Encinacorba	Cultivos herbáceos en regadío	0	2000
50098	Encinacorba	Cárcavas y/o zonas en proceso de erosión	0	2000
50098	Encinacorba	Embalses	0	2000
50098	Encinacorba	Escombreras y vertederos	0	2000
50098	Encinacorba	Espacios orófilos altitudinales con vegetación escasa	0	2000
50098	Encinacorba	Estructura urbana abierta	0	2000
50098	Encinacorba	Frutales en secano	0	2000
50098	Encinacorba	Glaciares y nieves permanentes	0	2000
50098	Encinacorba	Grandes formaciones de matorral denso o medianamente denso	50,657318	2000
50098	Encinacorba	Grandes superficies de equipamientos y servicios	0	2000
50098	Encinacorba	Humedales y zonas pantanosas	0	2000
50098	Encinacorba	Lagos y lagunas	0	2000
50098	Encinacorba	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
50098	Encinacorba	Matorral boscoso de bosque mixto	129,815474	2000
50098	Encinacorba	Matorral boscoso de coníferas	9,899826	2000
50098	Encinacorba	Matorral boscoso de frondosas	94,264202	2000
50098	Encinacorba	Matorrales subarbustivos o arbustivos muy poco densos	178,051676	2000
50098	Encinacorba	Mezcla de frondosas	0	2000
50098	Encinacorba	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
50098	Encinacorba	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	0	2000
50098	Encinacorba	Mosaico de cultivos anuales con cultivos  permanentes en  secano	1286,886236	2000
50098	Encinacorba	Mosaico de cultivos anuales con cultivos permanentes en regadío	0	2000
50098	Encinacorba	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
50098	Encinacorba	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
50098	Encinacorba	Mosaico de cultivos permanentes en regadío	0	2000
50098	Encinacorba	Mosaico de cultivos permanentes en secano	0	2000
50098	Encinacorba	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
50098	Encinacorba	Olivares en regadío	0	2000
50098	Encinacorba	Olivares en secano	0	2000
50098	Encinacorba	Otras frondosas de plantación	0	2000
50098	Encinacorba	Otros frutales en regadío	0	2000
50098	Encinacorba	Otros pastizales mediterráneos	0	2000
50098	Encinacorba	Pastizales supraforestales mediterráneos	0	2000
50098	Encinacorba	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
50098	Encinacorba	Perennifolias	1001,509264	2000
50098	Encinacorba	Prados y praderas	0	2000
50098	Encinacorba	Ramblas con poca o sin vegetación	0	2000
50098	Encinacorba	Resto de instalaciones deportivas y recreativas	0	2000
50098	Encinacorba	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
50098	Encinacorba	Ríos y cauces naturales	0	2000
50098	Encinacorba	Tejido urbano continuo	9,869201	2000
50098	Encinacorba	Tierras de labor en secano	50,402554	2000
50098	Encinacorba	Turberas y prados turbosos	0	2000
50098	Encinacorba	Urbanizaciones extensas y/o ajardinadas	0	2000
50098	Encinacorba	Viñedos en regadío	0	2000
50098	Encinacorba	Viñedos en secano	593,760065	2000
50098	Encinacorba	Xeroestepa subdesértica	0	2000
50098	Encinacorba	Zonas de extracción minera	0	2000
50098	Encinacorba	Zonas en construcción	0	2000
50098	Encinacorba	Zonas industriales	0	2000
50098	Encinacorba	Zonas quemadas	0	2000
50098	Encinacorba	Zonas verdes urbanas	0	2000
50099	Épila	Aeropuertos	0	2000
50099	Épila	Afloramientos rocosos y canchales	0	2000
50099	Épila	Arrozales	0	2000
50099	Épila	Autopistas, autovías y terrenos asociados	95,808561	2000
50099	Épila	Bosque mixto	0	2000
50099	Épila	Bosques de coníferas con hojas aciculares	427,273703	2000
50099	Épila	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
50099	Épila	Bosques de ribera	44,663194	2000
50099	Épila	Caducifolias y marcescentes	0	2000
50099	Épila	Campos de golf	0	2000
50099	Épila	Canales artificiales	0	2000
50099	Épila	Complejos ferroviarios	0	2000
50099	Épila	Cultivos herbáceos en regadío	1803,979938	2000
50099	Épila	Cárcavas y/o zonas en proceso de erosión	0	2000
50099	Épila	Embalses	0	2000
50099	Épila	Escombreras y vertederos	0	2000
50099	Épila	Espacios orófilos altitudinales con vegetación escasa	0	2000
50099	Épila	Estructura urbana abierta	0	2000
50099	Épila	Frutales en secano	1,540454	2000
50099	Épila	Glaciares y nieves permanentes	0	2000
50099	Épila	Grandes formaciones de matorral denso o medianamente denso	569,944632	2000
50099	Épila	Grandes superficies de equipamientos y servicios	0	2000
50099	Épila	Humedales y zonas pantanosas	0	2000
50099	Épila	Lagos y lagunas	0	2000
50099	Épila	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
50099	Épila	Matorral boscoso de bosque mixto	0	2000
50099	Épila	Matorral boscoso de coníferas	426,255667	2000
50099	Épila	Matorral boscoso de frondosas	0	2000
50099	Épila	Matorrales subarbustivos o arbustivos muy poco densos	659,978765	2000
50099	Épila	Mezcla de frondosas	0	2000
50099	Épila	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	5,95988	2000
50099	Épila	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	1045,133875	2000
50099	Épila	Mosaico de cultivos anuales con cultivos  permanentes en  secano	2724,389645	2000
50099	Épila	Mosaico de cultivos anuales con cultivos permanentes en regadío	1132,50738	2000
50099	Épila	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
50099	Épila	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
50099	Épila	Mosaico de cultivos permanentes en regadío	255,909364	2000
50099	Épila	Mosaico de cultivos permanentes en secano	33,627434	2000
50099	Épila	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
50099	Épila	Olivares en regadío	0	2000
50099	Épila	Olivares en secano	0	2000
50099	Épila	Otras frondosas de plantación	0	2000
50099	Épila	Otros frutales en regadío	61,865279	2000
50099	Épila	Otros pastizales mediterráneos	176,979826	2000
50099	Épila	Pastizales supraforestales mediterráneos	0	2000
50099	Épila	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
50099	Épila	Perennifolias	156,524371	2000
50099	Épila	Prados y praderas	0	2000
50099	Épila	Ramblas con poca o sin vegetación	0	2000
50099	Épila	Resto de instalaciones deportivas y recreativas	0	2000
50099	Épila	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
50099	Épila	Ríos y cauces naturales	0	2000
50099	Épila	Tejido urbano continuo	83,470411	2000
50099	Épila	Tierras de labor en secano	7893,68983	2000
50099	Épila	Turberas y prados turbosos	0	2000
50099	Épila	Urbanizaciones extensas y/o ajardinadas	0	2000
50099	Épila	Viñedos en regadío	50,967273	2000
50099	Épila	Viñedos en secano	704,952921	2000
50099	Épila	Xeroestepa subdesértica	910,089566	2000
50099	Épila	Zonas de extracción minera	0	2000
50099	Épila	Zonas en construcción	91,397778	2000
50099	Épila	Zonas industriales	84,651902	2000
50099	Épila	Zonas quemadas	0	2000
50099	Épila	Zonas verdes urbanas	0	2000
50100	Erla	Aeropuertos	0	2000
50100	Erla	Afloramientos rocosos y canchales	0	2000
50100	Erla	Arrozales	60,765357	2000
50100	Erla	Autopistas, autovías y terrenos asociados	0	2000
50100	Erla	Bosque mixto	0	2000
50100	Erla	Bosques de coníferas con hojas aciculares	0	2000
50100	Erla	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
50100	Erla	Bosques de ribera	0	2000
50100	Erla	Caducifolias y marcescentes	52,300448	2000
50100	Erla	Campos de golf	0	2000
50100	Erla	Canales artificiales	0	2000
50100	Erla	Complejos ferroviarios	0	2000
50100	Erla	Cultivos herbáceos en regadío	1160,719788	2000
50100	Erla	Cárcavas y/o zonas en proceso de erosión	0	2000
50100	Erla	Embalses	10,760293	2000
50100	Erla	Escombreras y vertederos	0	2000
50100	Erla	Espacios orófilos altitudinales con vegetación escasa	0	2000
50100	Erla	Estructura urbana abierta	0	2000
50100	Erla	Frutales en secano	0	2000
50100	Erla	Glaciares y nieves permanentes	0	2000
50100	Erla	Grandes formaciones de matorral denso o medianamente denso	0	2000
50100	Erla	Grandes superficies de equipamientos y servicios	0	2000
50100	Erla	Humedales y zonas pantanosas	0	2000
50100	Erla	Lagos y lagunas	0	2000
50100	Erla	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
50100	Erla	Matorral boscoso de bosque mixto	0	2000
50100	Erla	Matorral boscoso de coníferas	0	2000
50100	Erla	Matorral boscoso de frondosas	0	2000
50100	Erla	Matorrales subarbustivos o arbustivos muy poco densos	0	2000
50100	Erla	Mezcla de frondosas	0	2000
50100	Erla	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
50100	Erla	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	5,430252	2000
50100	Erla	Mosaico de cultivos anuales con cultivos  permanentes en  secano	0	2000
50100	Erla	Mosaico de cultivos anuales con cultivos permanentes en regadío	0	2000
50100	Erla	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
50100	Erla	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
50100	Erla	Mosaico de cultivos permanentes en regadío	0	2000
50100	Erla	Mosaico de cultivos permanentes en secano	0	2000
50100	Erla	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
50100	Erla	Olivares en regadío	0	2000
50100	Erla	Olivares en secano	0	2000
50100	Erla	Otras frondosas de plantación	0	2000
50100	Erla	Otros frutales en regadío	0	2000
50100	Erla	Otros pastizales mediterráneos	0	2000
50100	Erla	Pastizales supraforestales mediterráneos	0	2000
50100	Erla	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
50100	Erla	Perennifolias	0	2000
50100	Erla	Prados y praderas	0	2000
50100	Erla	Ramblas con poca o sin vegetación	0	2000
50100	Erla	Resto de instalaciones deportivas y recreativas	0	2000
50100	Erla	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
50100	Erla	Ríos y cauces naturales	0	2000
50100	Erla	Tejido urbano continuo	15,534685	2000
50100	Erla	Tierras de labor en secano	583,304848	2000
50100	Erla	Turberas y prados turbosos	0	2000
50100	Erla	Urbanizaciones extensas y/o ajardinadas	0	2000
50100	Erla	Viñedos en regadío	0	2000
50100	Erla	Viñedos en secano	0	2000
50100	Erla	Xeroestepa subdesértica	0	2000
50100	Erla	Zonas de extracción minera	0	2000
50100	Erla	Zonas en construcción	0	2000
50100	Erla	Zonas industriales	0	2000
50100	Erla	Zonas quemadas	0	2000
50100	Erla	Zonas verdes urbanas	0	2000
50101	Escatrón	Aeropuertos	0	2000
50101	Escatrón	Afloramientos rocosos y canchales	0	2000
50101	Escatrón	Arrozales	0	2000
50101	Escatrón	Autopistas, autovías y terrenos asociados	0	2000
50101	Escatrón	Bosque mixto	0	2000
50101	Escatrón	Bosques de coníferas con hojas aciculares	556,116724	2000
50101	Escatrón	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
50101	Escatrón	Bosques de ribera	78,815986	2000
50101	Escatrón	Caducifolias y marcescentes	0	2000
50101	Escatrón	Campos de golf	0	2000
50101	Escatrón	Canales artificiales	0	2000
50101	Escatrón	Complejos ferroviarios	0	2000
50101	Escatrón	Cultivos herbáceos en regadío	348,767655	2000
50101	Escatrón	Cárcavas y/o zonas en proceso de erosión	0	2000
50101	Escatrón	Embalses	186,946346	2000
50101	Escatrón	Escombreras y vertederos	0	2000
50101	Escatrón	Espacios orófilos altitudinales con vegetación escasa	0	2000
50101	Escatrón	Estructura urbana abierta	33,187617	2000
50101	Escatrón	Frutales en secano	0	2000
50101	Escatrón	Glaciares y nieves permanentes	0	2000
50101	Escatrón	Grandes formaciones de matorral denso o medianamente denso	32,57691	2000
50101	Escatrón	Grandes superficies de equipamientos y servicios	0	2000
50101	Escatrón	Humedales y zonas pantanosas	0	2000
50101	Escatrón	Lagos y lagunas	0	2000
50101	Escatrón	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
50101	Escatrón	Matorral boscoso de bosque mixto	0	2000
50101	Escatrón	Matorral boscoso de coníferas	279,701153	2000
50101	Escatrón	Matorral boscoso de frondosas	0	2000
50101	Escatrón	Matorrales subarbustivos o arbustivos muy poco densos	1144,413256	2000
50101	Escatrón	Mezcla de frondosas	0	2000
50101	Escatrón	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
50101	Escatrón	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	1781,210658	2000
50101	Escatrón	Mosaico de cultivos anuales con cultivos  permanentes en  secano	0	2000
50101	Escatrón	Mosaico de cultivos anuales con cultivos permanentes en regadío	185,877857	2000
50101	Escatrón	Mosaico de cultivos anuales con prados o praderas en regadío	0	2000
50101	Escatrón	Mosaico de cultivos anuales con prados o praderas en secano	0	2000
50101	Escatrón	Mosaico de cultivos permanentes en regadío	0	2000
50101	Escatrón	Mosaico de cultivos permanentes en secano	0	2000
50101	Escatrón	Mosaico de prados o praderas con espacios significativos de vegetación natural y semi-natural	0	2000
50101	Escatrón	Olivares en regadío	508,154223	2000
50101	Escatrón	Olivares en secano	153,719891	2000
50101	Escatrón	Otras frondosas de plantación	0	2000
50101	Escatrón	Otros frutales en regadío	0,60503	2000
50101	Escatrón	Otros pastizales mediterráneos	0	2000
50101	Escatrón	Pastizales supraforestales mediterráneos	0	2000
50101	Escatrón	Pastizales supraforestales templado-oceánicos, pirenaicos y orocantábricos	0	2000
50101	Escatrón	Perennifolias	0	2000
50101	Escatrón	Prados y praderas	0	2000
50101	Escatrón	Ramblas con poca o sin vegetación	0	2000
50101	Escatrón	Resto de instalaciones deportivas y recreativas	0	2000
50101	Escatrón	Rocas desnudas con fuerte pendiente (acantilados, etc.)	0	2000
50101	Escatrón	Ríos y cauces naturales	158,593901	2000
50101	Escatrón	Tejido urbano continuo	39,034036	2000
50101	Escatrón	Tierras de labor en secano	3718,259496	2000
50101	Escatrón	Turberas y prados turbosos	0	2000
50101	Escatrón	Urbanizaciones extensas y/o ajardinadas	0	2000
50101	Escatrón	Viñedos en regadío	0	2000
50101	Escatrón	Viñedos en secano	0	2000
50101	Escatrón	Xeroestepa subdesértica	197,038322	2000
50101	Escatrón	Zonas de extracción minera	0	2000
50101	Escatrón	Zonas en construcción	0	2000
50101	Escatrón	Zonas industriales	64,323796	2000
50101	Escatrón	Zonas quemadas	0	2000
50101	Escatrón	Zonas verdes urbanas	0	2000
50102	Fabara	Aeropuertos	0	2000
50102	Fabara	Afloramientos rocosos y canchales	0	2000
50102	Fabara	Arrozales	0	2000
50102	Fabara	Autopistas, autovías y terrenos asociados	0	2000
50102	Fabara	Bosque mixto	0	2000
50102	Fabara	Bosques de coníferas con hojas aciculares	894,705388	2000
50102	Fabara	Bosques de coníferas con hojas de tipo cupresáceo	0	2000
50102	Fabara	Bosques de ribera	161,185859	2000
50102	Fabara	Caducifolias y marcescentes	0	2000
50102	Fabara	Campos de golf	0	2000
50102	Fabara	Canales artificiales	0	2000
50102	Fabara	Complejos ferroviarios	0	2000
50102	Fabara	Cultivos herbáceos en regadío	91,408387	2000
50102	Fabara	Cárcavas y/o zonas en proceso de erosión	0	2000
50102	Fabara	Embalses	0	2000
50102	Fabara	Escombreras y vertederos	0	2000
50102	Fabara	Espacios orófilos altitudinales con vegetación escasa	0	2000
50102	Fabara	Estructura urbana abierta	0	2000
50102	Fabara	Frutales en secano	305,878874	2000
50102	Fabara	Glaciares y nieves permanentes	0	2000
50102	Fabara	Grandes formaciones de matorral denso o medianamente denso	377,902875	2000
50102	Fabara	Grandes superficies de equipamientos y servicios	0	2000
50102	Fabara	Humedales y zonas pantanosas	0	2000
50102	Fabara	Lagos y lagunas	0	2000
50102	Fabara	Landas y matorrales en climas húmedos. Vegetación mesófila	0	2000
50102	Fabara	Matorral boscoso de bosque mixto	0	2000
50102	Fabara	Matorral boscoso de coníferas	1029,02586	2000
50102	Fabara	Matorral boscoso de frondosas	0	2000
50102	Fabara	Matorrales subarbustivos o arbustivos muy poco densos	59,537521	2000
50102	Fabara	Mezcla de frondosas	0	2000
50102	Fabara	Mosaico de cultivos agrícolas en regadío con espacios significativos de vegetación natural y semi-natural	0	2000
50102	Fabara	Mosaico de cultivos agrícolas en secano con espacios significativos de vegetación natural y semi-natural	2589,384621	2000
50102	Fabara	Mosaico de cultivos anuales con cultivos  permanentes en  secano	1124,068091	2000
