Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas mano obra familiar con remuneración	Personas mano obra familiar sin remuneración	Personas jefes de explotación	Total jornadas completas	Total jornadas parciales	Personas asalariados fijos total	Personas asalariados fijos varones	Personas asalariadas fijas mujeres	Unidades de trabajo/año totales
1999	44268	Zoma (La)	10	0	10	7	365	1186	1	1	0	4
1999	50001	Abanto	43	0	43	31	7705	657	3	3	0	30
1999	50002	Acered	183	0	183	108	14877	766	5	5	0	60
1999	50003	Agón	98	0	98	61	2551	3118	13	12	1	29
1999	50004	Aguarón	445	2	443	328	21450	1163	15	10	5	109
1999	50005	Aguilón	109	0	109	85	5482	2334	9	6	3	31
1999	50006	Ainzón	633	3	630	299	11012	16051	20	13	7	90
1999	50007	Aladrén	54	0	54	41	1497	1031	2	2	0	8
1999	50008	Alagón	400	0	400	379	10173	8062	48	28	20	91
1999	50009	Alarba	107	0	107	68	8886	270	2	2	0	35
1999	50010	Alberite de San Juan	58	0	58	29	3461	658	5	3	2	18
1999	50011	Albeta	16	0	16	8	475	293	0	0	0	2
1999	50012	Alborge	19	0	19	14	965	1062	6	3	3	10
1999	50013	Alcalá de Ebro	110	0	110	76	2852	2164	12	7	5	24
1999	50014	Alcalá de Moncayo	104	0	104	60	4021	5169	8	7	1	28
1999	50015	Alconchel de Ariza	44	0	44	33	5915	1870	6	3	3	32
1999	50016	Aldehuela de Liestos	27	0	27	24	2180	352	1	1	0	9
1999	50017	Alfajarín	230	0	230	193	6684	15020	42	19	23	96
1999	50018	Alfamén	746	28	718	394	32674	8905	88	46	42	271
1999	50019	Alforque	19	0	19	13	1865	590	3	2	1	10
1999	50020	Alhama de Aragón	80	0	80	68	2099	4041	12	9	3	22
1999	50021	Almochuel	21	0	21	17	2296	697	1	1	0	10
1999	50022	Almolda (La)	240	0	240	220	14125	9100	37	20	17	106
1999	50023	Almonacid de la Cuba	140	2	138	107	1652	11113	2	1	1	35
1999	50024	Almonacid de la Sierra	593	1	592	374	16393	13327	31	19	12	186
1999	50025	Almunia de Doña Godina (La)	1671	4	1667	712	51432	28190	136	66	70	568
1999	50026	Alpartir	473	0	473	258	22531	8091	13	8	5	127
1999	50027	Ambel	288	0	288	207	9538	8739	16	10	6	65
1999	50028	Anento	68	0	68	46	2061	590	6	4	2	13
1999	50029	Aniñón	770	0	770	354	34232	14110	3	3	0	172
1999	50030	Añón de Moncayo	84	0	84	55	2650	3334	6	6	0	19
1999	50031	Aranda de Moncayo	131	0	131	108	8378	950	10	7	3	41
1999	50032	Arándiga	209	0	209	169	9538	5849	10	6	4	59
1999	50033	Ardisa	23	0	23	22	2821	386	4	4	0	10
1999	50034	Ariza	146	0	146	121	10985	8930	16	14	2	63
1999	50035	Artieda	17	0	17	18	700	147	11	5	6	11
1999	50036	Asín	33	0	33	26	455	1566	3	2	1	8
1999	50037	Atea	199	1	198	138	7699	1145	5	3	2	37
1999	50038	Ateca	487	2	485	246	14841	9274	10	8	2	88
1999	50039	Azuara	222	0	222	168	12068	11768	16	10	6	83
1999	50040	Badules	47	2	45	40	2203	451	2	2	0	11
1999	50041	Bagüés	6	0	6	8	120	43	4	4	0	1
1999	50042	Balconchán	38	1	37	30	2726	29	4	4	0	13
1999	50043	Bárboles	84	0	84	83	2430	2304	29	17	12	40
1999	50044	Bardallur	110	0	110	88	5111	3124	10	7	3	33
1999	50045	Belchite	751	2	749	488	36881	24046	38	20	18	226
1999	50046	Belmonte de Gracián	149	0	149	95	11059	3699	6	4	2	54
1999	50047	Berdejo	9	0	9	11	152	233	2	2	0	1
1999	50048	Berrueco	26	1	25	20	1865	249	5	4	1	11
1999	50050	Bijuesca	38	0	38	29	2870	1001	5	4	1	22
1999	50051	Biota	278	5	273	232	36985	2864	104	47	57	241
1999	50052	Bisimbre	63	1	62	37	3146	1762	6	6	0	21
1999	50053	Boquiñeni	227	2	225	159	11922	8950	43	15	28	92
1999	50054	Bordalba	22	0	22	20	3285	731	2	2	0	15
1999	50055	Borja	1085	1	1084	609	36098	34760	36	25	11	233
1999	50056	Botorrita	53	0	53	42	4520	943	3	3	0	18
1999	50057	Brea de Aragón	162	0	162	118	2750	15146	1	1	0	45
1999	50058	Bubierca	37	1	36	37	3340	916	5	5	0	14
1999	50059	Bujaraloz	246	6	240	176	17017	10968	45	32	13	120
1999	50060	Bulbuente	198	0	198	148	6163	2557	4	3	1	35
1999	50061	Bureta	170	0	170	87	10312	1148	4	2	2	48
1999	50062	Burgo de Ebro (El)	123	4	119	108	7846	4537	24	10	14	49
1999	50063	Buste (El)	53	0	53	27	907	648	0	0	0	5
1999	50064	Cabañas de Ebro	122	5	117	95	4608	5988	14	9	5	39
1999	50065	Cabolafuente	26	0	26	19	3541	1039	2	1	1	16
1999	50066	Cadrete	49	0	49	34	1020	2443	5	2	3	14
1999	50067	Calatayud	613	0	613	491	23545	21811	63	37	26	231
1999	50068	Calatorao	798	2	796	485	33959	1830	85	38	47	284
1999	50069	Calcena	23	0	23	20	1099	826	2	2	0	6
1999	50070	Calmarza	28	0	28	25	1283	2673	2	1	1	10
1999	50071	Campillo de Aragón	62	0	62	43	6915	2487	1	1	0	31
1999	50072	Carenas	58	0	58	42	2817	1239	3	3	0	13
1999	50073	Cariñena	869	2	867	649	36139	9107	63	31	32	356
1999	50074	Caspe	1400	3	1397	985	127115	49202	210	91	119	968
1999	50075	Castejón de Alarba	75	0	75	54	6148	287	4	4	0	27
1999	50076	Castejón de las Armas	48	2	46	36	1373	2012	2	2	0	10
1999	50077	Castejón de Valdejasa	133	0	133	128	5583	2728	9	5	4	30
1999	50078	Castiliscar	131	4	127	112	4833	1363	17	11	6	30
1999	50079	Cervera de la Cañada	234	4	230	143	14709	2525	1	0	1	66
1999	50080	Cerveruela	6	0	6	8	360	121	2	2	0	2
1999	50081	Cetina	82	0	82	79	13228	2830	8	5	3	54
1999	50082	Cimballa	47	0	47	37	2338	2625	4	4	0	17
1999	50083	Cinco Olivas	14	0	14	15	751	438	6	4	2	8
1999	50084	Clarés de Ribota	113	0	113	68	4596	1170	0	0	0	18
1999	50085	Codo	36	0	36	29	1425	474	3	2	1	8
1999	50086	Codos	174	1	173	121	10746	828	4	3	1	44
1999	50087	Contamina	21	0	21	17	914	528	2	1	1	6
1999	50088	Cosuenda	412	5	407	253	9393	4103	9	7	2	56
1999	50089	Cuarte de Huerva	16	0	16	14	150	488	3	3	0	3
1999	50090	Cubel	89	0	89	73	10688	1125	4	3	1	47
1999	50091	Cuerlas (Las)	42	0	42	39	3282	1054	2	2	0	15
1999	50092	Chiprana	53	0	53	53	7242	223	34	12	22	76
1999	50093	Chodes	113	1	112	71	2387	3479	1	1	0	20
1999	50094	Daroca	305	2	303	263	9882	3198	20	12	8	62
1999	50095	Ejea de los Caballeros	1925	14	1911	1445	172111	86001	529	257	272	1359
1999	50096	Embid de Ariza	29	0	29	23	3024	295	2	2	0	10
1999	50098	Encinacorba	280	8	272	168	7500	4593	6	3	3	47
1999	50099	Épila	1043	3	1040	615	51116	22821	113	64	49	391
1999	50100	Erla	46	0	46	47	1389	726	19	12	7	22
1999	50101	Escatrón	311	2	309	179	3517	13908	14	11	3	50
1999	50102	Fabara	509	0	509	319	60399	3307	69	32	37	305
1999	50104	Farlete	182	4	178	106	12417	449	27	17	10	65
1999	50105	Fayón	195	0	195	123	13235	2012	2	1	1	71
1999	50106	Fayos (Los)	89	1	88	52	1293	596	1	1	0	7
1999	50107	Figueruelas	164	0	164	98	2141	3139	12	7	5	22
1999	50108	Fombuena	5	0	5	8	166	52	5	2	3	4
1999	50109	Frago (El)	20	0	20	20	783	301	3	2	1	5
1999	50110	Frasno (El)	508	1	507	293	15775	13181	3	3	0	91
1999	50111	Fréscano	66	0	66	50	9149	1341	12	7	5	44
1999	50113	Fuendejalón	442	1	441	332	17715	16295	49	46	3	132
1999	50114	Fuendetodos	62	0	62	42	4594	1035	1	1	0	19
1999	50115	Fuentes de Ebro	645	1	644	568	40996	6533	78	41	37	284
1999	50116	Fuentes de Jiloca	104	0	104	82	11657	407	16	9	7	52
1999	50117	Gallocanta	42	0	42	36	6145	1163	3	3	0	31
1999	50118	Gallur	344	2	342	292	14631	15928	42	16	26	135
1999	50119	Gelsa	273	8	265	213	4881	23655	40	24	16	91
1999	50120	Godojos	60	0	60	50	1673	1018	5	4	1	11
1999	50121	Gotor	178	0	178	113	7279	1649	3	3	0	34
1999	50122	Grisel	60	0	60	48	1953	682	1	0	1	10
1999	50123	Grisén	84	0	84	47	1205	1168	10	7	3	14
1999	50124	Herrera de los Navarros	194	0	194	164	19079	3479	11	4	7	84
1999	50125	Ibdes	203	0	203	176	11535	3679	20	11	9	67
1999	50126	Illueca	343	0	343	247	8884	4160	3	3	0	49
1999	50128	Isuerre	24	0	24	23	1191	69	4	3	1	7
1999	50129	Jaraba	53	0	53	44	2289	2792	5	2	3	17
1999	50130	Jarque de Moncayo	364	7	357	199	17891	17121	4	4	0	118
1999	50131	Jaulín	51	0	51	39	6631	2	11	9	2	32
1999	50132	Joyosa (La)	52	0	52	46	2631	3585	14	10	4	29
1999	50133	Lagata	44	0	44	42	3937	2270	2	2	0	19
1999	50134	Langa del Castillo	106	7	99	89	5921	494	6	6	0	28
1999	50135	Layana	4	0	4	7	865	0	6	5	1	8
1999	50136	Lécera	245	0	245	202	10403	11589	16	8	8	85
1999	50137	Leciñena	326	0	326	296	15471	14029	75	61	14	120
1999	50138	Lechón	17	1	16	14	1465	693	2	2	0	7
1999	50139	Letux	190	0	190	127	8449	3696	9	5	4	44
1999	50140	Litago	71	0	71	49	1916	4435	1	1	0	17
1999	50141	Lituénigo	163	0	163	96	976	4756	2	2	0	14
1999	50142	Lobera de Onsella	44	0	44	40	2062	270	10	4	6	12
1999	50143	Longares	424	5	419	257	23889	6692	15	12	3	142
1999	50144	Longás	20	0	20	23	1153	487	6	4	2	8
1999	50146	Lucena de Jalón	75	1	74	53	4545	658	15	9	6	38
1999	50147	Luceni	177	0	177	143	5573	7246	28	20	8	74
1999	50148	Luesia	93	0	93	77	8737	4010	12	7	5	47
1999	50149	Luesma	7	0	7	11	1475	297	6	4	2	9
1999	50150	Lumpiaque	254	0	254	173	923	12040	11	8	3	42
1999	50151	Luna	347	1	346	354	28209	7601	66	47	19	166
1999	50152	Maella	994	2	992	576	78545	20403	67	38	29	419
1999	50153	Magallón	660	0	660	344	20792	13974	34	23	11	144
1999	50154	Mainar	39	2	37	36	3997	412	5	3	2	22
1999	50155	Malanquilla	35	0	35	29	1809	75	5	4	1	10
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	201	0	201	88	1723	5830	11	5	6	27
1999	50159	Maluenda	365	0	365	245	19794	6667	16	3	13	116
1999	50160	Mallén	384	1	383	310	24171	18115	16	9	7	139
1999	50161	Manchones	63	0	63	63	3647	255	5	3	2	19
1999	50162	Mara	130	0	130	90	7353	930	1	1	0	31
1999	50163	María de Huerva	71	1	70	64	7615	1253	20	11	9	49
1999	50164	Mediana de Aragón	115	0	115	96	12161	3737	17	8	9	64
1999	50165	Mequinenza	867	1	866	422	87796	6288	26	23	3	435
1999	50166	Mesones de Isuela	164	0	164	118	16663	386	4	4	0	64
1999	50167	Mezalocha	133	0	133	98	12870	561	5	3	2	62
1999	50168	Mianos	17	1	16	17	2782	100	4	1	3	10
1999	50169	Miedes de Aragón	262	0	262	154	26349	5022	4	3	1	96
1999	50170	Monegrillo	206	2	204	156	18914	8101	58	22	36	140
1999	50171	Moneva	67	1	66	56	5236	2092	11	6	5	30
1999	50172	Monreal de Ariza	91	0	91	69	10616	4442	13	8	5	105
1999	50173	Monterde	84	0	84	62	5556	1657	3	3	0	23
1999	50174	Montón	62	0	62	33	5512	586	4	4	0	23
1999	50175	Morata de Jalón	596	3	593	358	19061	17486	6	6	0	115
1999	50176	Morata de Jiloca	143	0	143	91	10947	496	9	9	0	49
1999	50177	Morés	178	0	178	141	2716	4159	8	6	2	31
1999	50178	Moros	356	2	354	218	16568	7717	6	5	1	89
1999	50179	Moyuela	102	2	100	85	1452	7954	12	5	7	34
1999	50180	Mozota	19	0	19	17	1851	480	1	1	0	7
1999	50181	Muel	377	2	375	212	13147	5311	19	7	12	106
1999	50182	Muela (La)	400	3	397	204	11954	16051	22	14	8	99
1999	50183	Munébrega	311	0	311	209	19920	1983	6	6	0	86
1999	50184	Murero	68	0	68	64	3561	150	3	3	0	16
1999	50185	Murillo de Gállego	46	0	46	42	2142	1124	5	4	1	11
1999	50186	Navardún	39	0	39	38	2526	721	8	6	2	13
1999	50187	Nigüella	41	0	41	35	4167	427	2	2	0	17
1999	50188	Nombrevilla	21	0	21	16	2550	107	1	1	0	10
1999	50189	Nonaspe	363	0	363	233	18518	16752	22	12	10	123
1999	50190	Novallas	296	2	294	215	5925	9316	15	15	0	50
1999	50191	Novillas	263	0	263	226	14586	16734	35	22	13	120
1999	50192	Nuévalos	22	0	22	23	1627	183	8	5	3	11
1999	50193	Nuez de Ebro	40	0	40	40	2144	1944	10	5	5	22
1999	50194	Olvés	107	0	107	65	7385	2034	2	1	1	33
1999	50195	Orcajo	68	0	68	44	4276	552	1	1	0	17
1999	50196	Orera	113	0	113	64	3821	1331	1	1	0	17
1999	50197	Orés	71	0	71	50	1936	3313	14	10	4	25
1999	50198	Oseja	39	0	39	26	1247	520	1	1	0	6
1999	50199	Osera de Ebro	39	0	39	42	894	2083	14	11	3	19
1999	50200	Paniza	531	2	529	273	25707	1275	8	7	1	123
1999	50201	Paracuellos de Jiloca	235	0	235	157	4872	8226	17	11	6	58
1999	50202	Paracuellos de la Ribera	182	1	181	145	7257	7048	4	3	1	50
1999	50203	Pastriz	110	0	110	95	5200	543	9	7	2	27
1999	50204	Pedrola	422	1	421	324	10971	15886	55	28	27	119
1999	50205	Pedrosas (Las)	28	0	28	26	2626	1211	5	3	2	16
1999	50206	Perdiguera	120	1	119	106	4267	5508	13	10	3	36
1999	50207	Piedratajada	23	0	23	23	2123	222	2	2	0	12
1999	50208	Pina de Ebro	541	3	538	485	19658	22880	94	52	42	188
1999	50209	Pinseque	175	0	175	146	9478	11804	25	11	14	80
1999	50210	Pintanos (Los)	48	0	48	47	3244	1084	7	6	1	17
1999	50211	Plasencia de Jalón	139	1	138	92	6509	6564	20	9	11	53
1999	50212	Pleitas	22	0	22	18	1628	173	3	2	1	9
1999	50213	Plenas	82	0	82	68	1041	4590	1	1	0	14
1999	50214	Pomer	3	0	3	5	303	0	2	2	0	1
1999	50215	Pozuel de Ariza	9	0	9	7	612	609	1	1	0	4
1999	50216	Pozuelo de Aragón	133	1	132	69	10319	9205	9	6	3	65
1999	50217	Pradilla de Ebro	143	0	143	119	6819	5110	13	8	5	46
1999	50218	Puebla de Albortón	71	0	71	56	6606	3621	10	8	2	36
1999	50219	Puebla de Alfindén (La)	73	0	73	74	3366	1601	13	8	5	29
1999	50220	Puendeluna	20	0	20	16	536	492	1	1	0	3
1999	50221	Purujosa	5	0	5	7	4	212	2	2	0	1
1999	50222	Quinto	284	0	284	271	13829	18936	46	22	24	128
1999	50223	Remolinos	132	1	131	95	3102	8211	9	7	2	36
1999	50224	Retascón	58	1	57	41	3769	207	1	1	0	15
1999	50225	Ricla	927	2	925	532	50127	16752	112	53	59	482
1999	50227	Romanos	35	0	35	37	1269	31	2	2	0	6
1999	50228	Rueda de Jalón	301	1	300	174	11700	10481	14	8	6	88
1999	50229	Ruesca	47	0	47	30	3185	1201	5	4	1	17
1999	50230	Sádaba	273	3	270	254	24413	6036	88	54	34	178
1999	50231	Salillas de Jalón	52	1	51	36	2768	32	0	0	0	13
1999	50232	Salvatierra de Esca	37	1	36	36	3095	518	13	7	6	17
1999	50233	Samper del Salz	19	0	19	14	460	352	2	2	0	4
1999	50234	San Martín de la Virgen de Moncayo	28	0	28	25	1532	841	3	3	0	9
1999	50235	San Mateo de Gállego	254	5	249	208	15509	6648	25	16	9	90
1999	50236	Santa Cruz de Grío	207	1	206	108	6152	5194	2	2	0	36
1999	50237	Santa Cruz de Moncayo	55	0	55	40	1899	1431	5	1	4	14
1999	50238	Santa Eulalia de Gállego	28	0	28	27	1567	808	7	6	1	8
1999	50239	Santed	34	0	34	23	2917	373	2	1	1	14
1999	50240	Sástago	330	10	320	238	12702	23355	121	23	98	343
1999	50241	Saviñán	220	0	220	162	6257	7004	11	5	6	56
1999	50242	Sediles	38	0	38	37	2892	1080	4	4	0	17
1999	50243	Sestrica	308	0	308	188	15140	2702	2	2	0	67
1999	50244	Sierra de Luna	66	0	66	70	4684	657	19	9	10	34
1999	50245	Sigüés	41	0	41	39	1570	2251	11	6	5	18
1999	50246	Sisamón	19	0	19	18	1915	1581	6	3	3	16
1999	50247	Sobradiel	95	0	95	86	5157	4157	19	12	7	42
1999	50248	Sos del Rey Católico	299	8	291	254	14246	6232	46	31	15	96
1999	50249	Tabuenca	363	0	363	189	23855	11740	13	6	7	121
1999	50250	Talamantes	18	0	18	16	657	1108	4	3	1	7
1999	50251	Tarazona	1114	1	1113	910	60522	28401	106	48	58	391
1999	50252	Tauste	1467	8	1459	1337	95185	37779	358	178	180	765
1999	50253	Terrer	174	4	170	109	12029	4644	5	4	1	60
1999	50254	Tierga	137	0	137	110	8263	5529	14	13	1	48
1999	50255	Tobed	161	0	161	100	3115	5504	3	3	0	25
1999	50256	Torralba de los Frailes	47	0	47	38	7292	186	5	4	1	27
1999	50257	Torralba de Ribota	179	1	178	122	3812	5473	2	2	0	28
1999	50258	Torralbilla	19	1	18	18	2652	54	1	1	0	9
1999	50259	Torrehermosa	20	0	20	19	3470	1475	3	3	0	18
1999	50260	Torrelapaja	14	1	13	9	1094	112	1	1	0	4
1999	50261	Torrellas	47	0	47	42	1442	3551	7	5	2	20
1999	50262	Torres de Berrellén	239	0	239	197	14115	2815	24	11	13	123
1999	50263	Torrijo de la Cañada	150	0	150	135	10078	6217	9	6	3	59
1999	50264	Tosos	181	0	181	153	10104	5652	23	10	13	74
1999	50265	Trasmoz	52	0	52	44	3189	1756	2	1	1	15
1999	50266	Trasobares	141	0	141	108	7821	321	3	3	0	32
1999	50267	Uncastillo	117	2	115	118	15654	176	41	26	15	90
1999	50268	Undués de Lerda	21	0	21	24	1113	592	9	9	0	11
1999	50269	Urrea de Jalón	116	0	116	82	7181	5512	8	6	2	41
1999	50270	Urriés	26	0	26	26	1249	146	7	5	2	8
1999	50271	Used	165	5	160	139	14042	2041	8	8	0	67
1999	50272	Utebo	148	0	148	121	15187	7375	14	9	5	89
1999	50273	Valdehorna	85	0	85	53	4526	381	2	2	0	18
1999	50274	Val de San Martín	38	0	38	30	2227	545	2	2	0	9
1999	50275	Valmadrid	33	0	33	24	1160	955	3	3	0	7
1999	50276	Valpalmas	50	0	50	53	1887	512	19	13	6	21
1999	50277	Valtorres	36	0	36	20	613	572	2	2	0	4
1999	50278	Velilla de Ebro	42	0	42	43	4720	1116	6	3	3	26
1999	50279	Velilla de Jiloca	56	0	56	39	3604	1389	1	1	0	18
1999	50280	Vera de Moncayo	253	1	252	144	5909	13003	13	10	3	57
1999	50281	Vierlas	35	0	35	24	1309	868	0	0	0	7
1999	50282	Vilueña (La)	118	1	117	63	2966	2092	2	2	0	15
1999	50283	Villadoz	34	0	34	32	4842	46	3	3	0	18
1999	50284	Villafeliche	76	0	76	44	8720	981	3	3	0	34
1999	50285	Villafranca de Ebro	163	0	163	128	3049	6311	17	10	7	35
1999	50286	Villalba de Perejil	56	0	56	48	4403	813	1	1	0	16
1999	50287	Villalengua	174	0	174	131	16971	5107	5	5	0	77
1999	50288	Villanueva de Gállego	192	0	192	151	10950	3550	48	20	28	89
1999	50289	Villanueva de Jiloca	54	0	54	49	2525	124	3	2	1	13
1999	50290	Villanueva de Huerva	207	2	205	172	11445	10130	3	3	0	67
1999	50291	Villar de los Navarros	84	0	84	65	5079	1621	6	6	0	24
1999	50292	Villarreal de Huerva	36	2	34	30	1641	600	11	4	7	21
1999	50293	Villarroya de la Sierra	401	0	401	261	21683	13522	17	9	8	121
1999	50294	Villarroya del Campo	26	0	26	25	1967	326	4	2	2	12
1999	50295	Vistabella	23	0	23	14	381	439	1	1	0	3
1999	50296	Zaida (La)	87	2	85	61	3650	2611	4	4	0	24
1999	50297	Zaragoza	2255	13	2242	1839	142540	42603	468	258	210	1041
1999	50298	Zuera	616	10	606	489	35788	20001	111	62	49	275
1999	50901	Biel	47	0	47	44	3130	2161	3	3	0	17
1999	50902	Marracos	17	0	17	19	3575	71	5	4	1	16
