Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos	CCAA nombre
Julio 2011	201107	Julio	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	217	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1933	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	521	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	9197	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	6007	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	99	Ocupaciones militares	Hombres	9	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	4	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	1	Directores y gerentes	Hombres	66	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	1	Directores y gerentes	Mujeres	21	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	902	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	999	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1294	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1661	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	654	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1597	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4069	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	7012	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	236	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	76	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2643	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	278	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1827	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	360	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	11706	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	6862	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	99	Ocupaciones militares	Hombres	3	Aragón
Junio 2011	201106	Junio	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	1	Directores y gerentes	Hombres	49	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	1	Directores y gerentes	Mujeres	33	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1083	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1089	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1167	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1173	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	616	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1572	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3442	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6497	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	353	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	43	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2726	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	385	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1994	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	660	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	12611	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	6838	Aragón
Mayo 2011	201105	Mayo	2011	CNO - 2011	99	Ocupaciones militares	Hombres	3	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	1	Directores y gerentes	Hombres	41	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	1	Directores y gerentes	Mujeres	19	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	775	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	867	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	969	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1056	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	592	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1309	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2425	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5577	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	459	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	28	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2103	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	201	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1577	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	300	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	6667	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	3884	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	99	Ocupaciones militares	Hombres	2	Aragón
Abril 2011	201104	Abril	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	1	Directores y gerentes	Hombres	47	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	1	Directores y gerentes	Mujeres	31	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1072	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1150	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1102	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	971	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	632	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1458	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2381	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5472	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	224	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	16	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2689	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	150	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1664	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	274	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	5843	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	3595	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	99	Ocupaciones militares	Hombres	5	Aragón
Marzo 2011	201103	Marzo	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	49	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	1	Directores y gerentes	Hombres	48	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	1	Directores y gerentes	Mujeres	21	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	869	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1012	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	926	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	953	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	616	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1369	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	1796	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4507	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	216	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	25	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2338	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	145	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1537	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	271	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	4816	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	2989	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	99	Ocupaciones militares	Hombres	3	Aragón
Febrero 2011	201102	Febrero	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	1	Directores y gerentes	Hombres	58	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	1	Directores y gerentes	Mujeres	41	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	968	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1088	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1493	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1130	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	469	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1172	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	1884	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4392	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	198	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	31	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2545	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	195	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1557	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	232	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	5639	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	3844	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	99	Ocupaciones militares	Hombres	10	Aragón
Enero 2011	201101	Enero	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	12	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Hombres	42	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	1	Dirección de las empresas y de las administraciones públicas	Mujeres	16	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Hombres	751	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	2	Técnicos y profesionales científicos e intelectuales	Mujeres	772	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	3	Técnicos y profesionales de apoyo	Hombres	1085	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	3	Técnicos y profesionales de apoyo	Mujeres	1277	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	4	Empleados de tipo administrativo	Hombres	597	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	4	Empleados de tipo administrativo	Mujeres	1624	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	2595	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	5477	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	222	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	37	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	1677	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	138	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1608	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	240	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	9	Trabajadores no cualificados	Hombres	4975	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	9	Trabajadores no cualificados	Mujeres	3760	Aragón
Diciembre 2010	201012	Diciembre	2010	CNO - 1994	99	Fuerzas armadas	Hombres	8	Aragón
