Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos	CCAA nombre
Junio 2012	201206	Junio	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2572	Aragón
Junio 2012	201206	Junio	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	244	Aragón
Junio 2012	201206	Junio	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1691	Aragón
Junio 2012	201206	Junio	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	352	Aragón
Junio 2012	201206	Junio	2012	CNO - 2011	9	Ocupaciones elementales	Hombres	10975	Aragón
Junio 2012	201206	Junio	2012	CNO - 2011	9	Ocupaciones elementales	Mujeres	9972	Aragón
Junio 2012	201206	Junio	2012	CNO - 2011	99	Ocupaciones militares	Hombres	2	Aragón
Junio 2012	201206	Junio	2012	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	1	Directores y gerentes	Hombres	64	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	1	Directores y gerentes	Mujeres	22	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	898	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	808	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1014	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1168	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	526	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1214	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3447	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5921	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	327	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	35	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2449	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	283	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1663	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	382	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	9	Ocupaciones elementales	Hombres	12984	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	9	Ocupaciones elementales	Mujeres	7769	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	99	Ocupaciones militares	Hombres	4	Aragón
Mayo 2012	201205	Mayo	2012	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	1	Directores y gerentes	Hombres	48	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	1	Directores y gerentes	Mujeres	15	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	748	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	844	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	811	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	731	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	568	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1269	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2431	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4740	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	243	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	9	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1967	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	137	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1297	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	335	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	9	Ocupaciones elementales	Hombres	6001	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	9	Ocupaciones elementales	Mujeres	4406	Aragón
Abril 2012	201204	Abril	2012	CNO - 2011	99	Ocupaciones militares	Hombres	2	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	1	Directores y gerentes	Hombres	58	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	1	Directores y gerentes	Mujeres	17	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	934	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	902	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1041	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1185	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	650	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1319	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2462	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5148	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	193	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	24	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2114	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	156	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1393	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	356	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	9	Ocupaciones elementales	Hombres	5637	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	9	Ocupaciones elementales	Mujeres	4243	Aragón
Marzo 2012	201203	Marzo	2012	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	1	Directores y gerentes	Hombres	69	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	1	Directores y gerentes	Mujeres	18	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1039	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1143	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	973	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	934	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	654	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1391	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2069	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4397	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	128	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	11	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1888	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	126	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1599	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	429	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	9	Ocupaciones elementales	Hombres	5339	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	9	Ocupaciones elementales	Mujeres	4200	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	99	Ocupaciones militares	Hombres	4	Aragón
Febrero 2012	201202	Febrero	2012	CNO - 2011	99	Ocupaciones militares	Mujeres	1	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	1	Directores y gerentes	Hombres	52	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	1	Directores y gerentes	Mujeres	21	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1101	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1147	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1222	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1064	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	623	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1389	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	1856	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4057	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	164	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	10	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1868	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	198	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1907	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	428	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	9	Ocupaciones elementales	Hombres	5456	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	9	Ocupaciones elementales	Mujeres	3900	Aragón
Enero 2012	201201	Enero	2012	CNO - 2011	99	Ocupaciones militares	Hombres	2	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	1	Directores y gerentes	Hombres	47	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	1	Directores y gerentes	Mujeres	28	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	723	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	790	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	800	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	965	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	643	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1450	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2431	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5020	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	154	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	11	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1546	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	135	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1362	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	301	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	5098	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	3463	Aragón
Diciembre 2011	201112	Diciembre	2011	CNO - 2011	99	Ocupaciones militares	Hombres	5	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	1	Directores y gerentes	Hombres	67	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	1	Directores y gerentes	Mujeres	24	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	986	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1164	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	989	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1112	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	658	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1416	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2369	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5106	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	319	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	33	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2416	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	220	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1585	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	427	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	6219	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	4064	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Noviembre 2011	201111	Noviembre	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	1	Directores y gerentes	Hombres	53	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	1	Directores y gerentes	Mujeres	21	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1682	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2056	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1483	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1669	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	838	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1811	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3162	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6098	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	144	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	18	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2179	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	186	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1543	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	289	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	6312	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	4242	Aragón
Octubre 2011	201110	Octubre	2011	CNO - 2011	99	Ocupaciones militares	Hombres	1	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	1	Directores y gerentes	Hombres	55	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	1	Directores y gerentes	Mujeres	29	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1657	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2101	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1284	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1081	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	681	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1798	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3412	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6466	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	172	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	41	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2807	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	179	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1989	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	508	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	9354	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	5630	Aragón
Septiembre 2011	201109	Septiembre	2011	CNO - 2011	99	Ocupaciones militares	Hombres	8	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	1	Directores y gerentes	Hombres	24	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	1	Directores y gerentes	Mujeres	10	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	1165	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	743	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1032	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	565	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	550	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1026	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2813	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4753	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	262	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	66	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2518	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	219	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1628	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	438	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	9	Ocupaciones elementales	Hombres	9796	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	9	Ocupaciones elementales	Mujeres	5847	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	99	Ocupaciones militares	Hombres	4	Aragón
Agosto 2011	201108	Agosto	2011	CNO - 2011	99	Ocupaciones militares	Mujeres	2	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	1	Directores y gerentes	Hombres	43	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	1	Directores y gerentes	Mujeres	28	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Hombres	998	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	2	Técnicos y profesionales científicos e intelectuales	Mujeres	987	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Hombres	1323	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	3	Técnicos; profesionales de apoyo	Mujeres	1415	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	767	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1432	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	4078	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	6873	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	213	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	109	Aragón
Julio 2011	201107	Julio	2011	CNO - 2011	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2680	Aragón
