Año	Código del municipio	Nombre del municipio	Total máquinas	Tractores	Motocultores	Cosechadoras	Otras máquinas	Explotaciones que usan maquinaria propia	Explotaciones con máquina en propiedad: tractor	Explotaciones con máquina en propiedad: motocultor	Explotaciones con máquina en propiedad: cosechadora	Explotaciones con máquina en propiedad: otra máquina	Explotaciones que usan maquinaria no en propiedad exclusiva	Explotaciones que usan maquinaria no en propiedad exclusiva: tractor	Explotaciones que usan maquinaria no en propiedad exclusiva: motocultor	Explotaciones que usan maquinaria no en propiedad exclusiva: cosechadora	Explotaciones que usan maquinaria no en propiedad exclusiva otra máquina
1989	22048	Barbastro	507	190	261	16	40	358	160	260	16	35	362	235	4	234	21
1989	22049	Barbués	67	52	10	1	4	41	40	10	1	4	43	5	0	43	0
1989	22050	Barbuñales	30	21	5	2	2	18	14	5	2	2	28	15	1	28	0
1989	22051	Bárcabo	47	30	6	7	4	26	26	6	7	3	32	12	3	26	13
1989	22052	Belver de Cinca	252	214	8	12	18	165	161	8	8	17	199	103	4	165	35
1989	22053	Benabarre	222	148	37	6	31	123	112	36	6	27	168	61	9	146	56
1989	22054	Benasque	59	25	18	0	16	29	24	18	0	10	23	23	0	0	23
1989	22055	Berbegal	141	95	22	16	8	71	70	22	15	6	79	20	1	74	1
1989	22057	Bielsa	55	8	40	0	7	33	8	33	0	6	1	1	0	0	1
1989	22058	Bierge	61	42	10	4	5	45	37	10	4	5	82	58	0	59	0
1989	22059	Biescas	261	102	51	5	103	118	100	50	5	86	69	17	7	46	26
1989	22060	Binaced	316	210	73	12	21	187	175	73	11	21	187	67	2	161	98
1989	22061	Binéfar	225	113	57	28	27	133	103	57	25	27	141	55	5	129	53
1989	22062	Bisaurri	82	31	7	1	43	35	30	7	1	27	22	14	4	0	22
1989	22063	Biscarrués	77	53	8	14	2	44	41	8	14	2	54	29	0	50	1
1989	22064	Blecua y Torres	89	53	9	19	8	38	36	9	17	8	31	18	0	16	1
1989	22066	Boltaña	48	29	11	0	8	30	26	11	0	7	29	7	0	28	18
1989	22067	Bonansa	22	9	3	0	10	11	8	3	0	8	9	7	0	2	6
1989	22068	Borau	15	7	6	0	2	9	6	5	0	2	10	5	1	1	8
1989	22069	Broto	72	29	16	0	27	43	26	16	0	25	36	31	6	1	36
1989	22072	Caldearenas	88	49	9	7	23	42	41	9	6	18	44	8	2	41	21
1989	22074	Campo	38	20	5	2	11	20	15	5	2	9	12	0	1	11	1
1989	22075	Camporrells	62	48	10	4	0	46	39	9	4	0	93	62	0	87	63
1989	22076	Canal de Berdún	115	74	6	15	20	69	64	5	15	16	98	46	0	96	12
1989	22077	Candasnos	85	76	0	8	1	63	63	0	8	1	80	27	0	80	0
1989	22078	Canfranc	6	2	0	0	4	2	2	0	0	2	0	0	0	0	0
1989	22079	Capdesaso	68	50	4	5	9	40	38	4	5	7	35	4	0	34	2
1989	22080	Capella	93	80	3	4	6	68	66	3	4	6	101	44	2	92	27
1989	22081	Casbas de Huesca	172	108	24	29	11	84	73	24	27	7	86	47	0	70	0
1989	22082	Castejón del Puente	62	50	8	1	3	49	45	8	1	3	63	21	2	59	3
1989	22083	Castejón de Monegros	134	94	2	25	13	76	75	2	22	13	146	111	1	138	13
1989	22084	Castejón de Sos	51	23	16	0	12	26	22	15	0	10	45	31	27	1	44
1989	22085	Castelflorite	92	54	12	13	13	47	46	12	13	13	47	10	0	44	30
1989	22086	Castiello de Jaca	25	15	1	2	7	15	14	1	2	7	18	5	0	17	11
1989	22087	Castigaleu	38	27	3	6	2	19	18	3	6	2	15	3	0	15	7
1989	22088	Castillazuelo	70	30	37	2	1	52	26	37	2	1	65	43	2	51	0
1989	22089	Castillonroy	119	94	15	2	8	79	78	14	2	5	82	19	2	71	23
1989	22090	Colungo	43	27	9	7	0	31	27	9	7	0	51	31	1	34	3
1989	22094	Chalamera	55	26	8	1	20	31	25	8	1	13	26	7	0	24	10
1989	22095	Chía	30	12	5	0	13	17	12	5	0	10	20	13	0	0	20
1989	22096	Chimillas	33	22	3	8	0	18	15	3	8	0	8	0	0	8	0
1989	22099	Esplús	192	138	24	12	18	107	96	24	12	13	107	55	0	100	13
1989	22102	Estada	55	35	16	2	2	38	32	16	2	1	55	27	0	43	0
1989	22103	Estadilla	269	129	97	7	36	135	99	94	7	30	145	123	2	124	55
1989	22105	Estopiñán del Castillo	69	49	5	7	8	43	40	5	7	7	89	55	0	84	79
1989	22106	Fago	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
1989	22107	Fanlo	6	2	3	0	1	4	2	3	0	1	3	1	1	1	1
1989	22109	Fiscal	64	33	10	0	21	35	30	10	0	20	33	9	5	28	16
1989	22110	Fonz	208	153	39	3	13	143	129	39	3	10	209	86	3	200	0
1989	22111	Foradada del Toscar	98	43	29	1	25	40	33	28	1	16	49	18	5	35	19
1989	22112	Fraga	1332	987	334	5	6	972	762	330	5	6	365	94	7	294	1
1989	22113	Fueva (La)	245	143	56	4	42	127	117	56	4	32	148	40	4	142	81
1989	22114	Gistaín	73	29	42	0	2	41	27	37	0	2	3	0	0	0	3
1989	22115	Grado (El)	151	92	38	9	12	96	80	38	9	12	113	56	4	70	6
1989	22116	Grañén	426	257	52	30	87	207	191	51	27	68	230	65	0	226	9
1989	22117	Graus	319	192	89	15	23	197	158	87	15	22	303	164	13	262	81
1989	22119	Gurrea de Gállego	318	245	36	27	10	205	193	36	26	10	266	86	2	260	7
1989	22122	Hoz de Jaca	21	5	4	1	11	9	5	4	1	8	10	8	6	6	8
1989	22124	Huerto	149	93	30	17	9	75	62	30	17	9	60	11	0	51	27
1989	22125	Huesca	451	243	99	61	48	170	156	92	56	42	160	66	3	152	2
1989	22126	Ibieca	46	21	13	4	8	19	13	13	2	5	29	17	2	21	1
1989	22127	Igriés	59	35	6	16	2	20	19	6	16	2	7	6	0	4	0
1989	22128	Ilche	138	87	18	9	24	66	65	18	8	23	78	15	8	76	12
1989	22129	Isábena	58	35	7	1	15	35	33	7	1	15	50	22	0	47	19
1989	22130	Jaca	427	226	83	31	87	197	181	81	31	82	258	112	15	230	101
1989	22131	Jasa	14	4	6	0	4	6	4	6	0	3	5	4	1	0	5
1989	22133	Labuerda	38	10	22	0	6	25	10	22	0	4	23	7	5	17	4
1989	22135	Laluenga	110	73	2	18	17	57	55	2	17	16	70	24	0	70	6
1989	22136	Lalueza	454	264	38	23	129	227	218	38	22	100	259	64	2	248	97
1989	22137	Lanaja	305	206	18	16	65	180	170	18	16	61	232	82	0	216	77
1989	22139	Laperdiguera	37	17	8	4	8	17	16	7	4	7	23	9	0	22	1
1989	22141	Lascellas-Ponzano	101	46	16	11	28	40	38	16	11	24	39	17	0	34	3
1989	22142	Lascuarre	44	28	11	2	3	30	23	11	2	3	31	11	4	26	11
1989	22143	Laspaúles	84	29	25	0	30	37	28	23	0	24	27	20	4	1	18
1989	22144	Laspuña	70	25	33	3	9	39	22	33	3	7	41	14	11	28	12
1989	22149	Loarre	145	80	50	14	1	91	72	50	14	1	102	47	4	83	2
1989	22150	Loporzano	205	140	37	26	2	120	111	37	26	2	117	48	5	101	11
1989	22151	Loscorrales	69	43	15	8	3	35	31	15	8	3	39	17	1	35	1
1989	22155	Monesma y Cajigar	57	33	4	6	14	22	22	4	6	11	23	7	0	21	7
1989	22156	Monflorite-Lascasas	91	53	27	5	6	39	36	26	5	5	34	6	3	33	0
1989	22157	Montanuy	116	54	13	0	49	58	49	13	0	38	39	28	0	2	36
1989	22158	Monzón	794	408	301	36	49	542	340	291	31	42	574	247	31	521	38
1989	22160	Naval	37	18	11	1	7	20	17	11	1	5	49	38	3	22	2
1989	22162	Novales	59	36	7	7	9	27	25	7	7	8	30	10	0	28	8
1989	22163	Nueno	82	43	30	5	4	42	28	28	5	4	45	24	2	33	0
1989	22164	Olvena	22	18	0	2	2	16	16	0	2	2	19	10	0	10	1
1989	22165	Ontiñena	136	83	27	14	12	93	76	27	13	10	110	46	1	106	20
1989	22167	Osso de Cinca	200	153	10	4	33	117	115	9	4	30	109	26	0	99	45
1989	22168	Palo	13	10	2	1	0	10	10	2	1	0	16	7	0	12	7
1989	22170	Panticosa	51	19	23	0	9	23	17	20	0	8	7	4	3	0	2
1989	22172	Peñalba	110	96	0	9	5	83	83	0	9	5	104	32	0	102	3
1989	22173	Peñas de Riglos (Las)	76	46	21	5	4	45	39	20	5	4	60	32	0	46	3
1989	22174	Peralta de Alcofea	270	150	59	32	29	103	99	59	32	25	96	17	1	89	6
1989	22175	Peralta de Calasanz	159	98	28	15	18	90	75	26	15	15	177	127	3	150	9
1989	22176	Peraltilla	58	29	14	6	9	32	29	14	6	6	35	14	0	32	0
1989	22177	Perarrúa	47	22	20	2	3	29	19	19	2	2	32	11	11	24	11
1989	22178	Pertusa	47	29	4	6	8	21	20	4	5	6	20	5	0	16	6
1989	22181	Piracés	31	26	4	0	1	20	20	4	0	1	21	1	0	21	3
1989	22182	Plan	84	32	43	0	9	35	30	33	0	9	9	2	1	1	6
1989	22184	Poleñino	90	53	9	3	25	42	41	9	3	25	51	14	0	49	20
1989	22186	Pozán de Vero	95	53	32	7	3	65	47	32	7	3	77	41	0	65	1
1989	22187	Puebla de Castro (La)	39	31	6	1	1	33	28	6	1	1	42	22	1	37	9
1989	22188	Puente de Montañana	26	10	7	4	5	10	9	5	3	5	17	10	0	14	10
1989	22189	Puértolas	45	16	18	1	10	23	15	18	1	8	17	3	2	16	5
1989	22190	Pueyo de Araguás (El)	42	29	2	0	11	28	28	2	0	10	33	6	0	33	17
1989	22193	Pueyo de Santa Cruz	57	41	13	1	2	46	35	13	1	2	65	25	9	55	5
1989	22195	Quicena	17	11	4	1	1	9	6	4	1	1	10	6	0	9	0
1989	22197	Robres	122	95	7	7	13	78	78	7	7	11	106	34	0	105	21
1989	22199	Sabiñánigo	259	149	31	14	65	130	117	31	12	56	155	50	11	147	15
1989	22200	Sahún	84	35	20	0	29	36	32	18	0	17	24	24	0	0	23
1989	22201	Salas Altas	99	85	13	1	0	88	82	13	1	0	105	40	0	81	0
1989	22202	Salas Bajas	40	28	10	1	1	35	27	10	1	1	57	39	0	40	1
1989	22203	Salillas	55	33	14	6	2	25	22	14	6	2	27	6	0	23	22
1989	22204	Sallent de Gállego	112	36	29	2	45	42	35	28	2	34	21	15	13	2	15
1989	22205	San Esteban de Litera	220	140	41	22	17	147	125	39	22	17	214	132	3	198	34
1989	22206	Sangarrén	90	50	28	7	5	49	37	24	7	3	61	30	1	61	0
1989	22207	San Juan de Plan	68	24	36	0	8	30	21	30	0	8	6	2	0	1	5
1989	22208	Santa Cilia	48	25	17	1	5	30	22	17	1	5	39	17	2	37	16
1989	22209	Santa Cruz de la Serós	34	15	14	1	4	22	14	14	1	3	29	16	0	28	9
1989	22212	Santaliestra y San Quílez	23	10	10	0	3	14	9	10	0	2	15	6	2	10	4
1989	22213	Sariñena	648	409	109	34	96	378	331	108	31	83	390	86	5	377	54
1989	22214	Secastilla	24	17	5	1	1	21	16	5	1	1	37	24	2	31	13
1989	22215	Seira	20	9	9	0	2	12	9	8	0	2	3	3	0	0	3
1989	22217	Sena	201	119	49	6	27	119	99	49	6	23	125	34	1	115	51
1989	22218	Senés de Alcubierre	41	24	9	5	3	18	16	9	5	3	18	5	0	17	1
1989	22220	Sesa	87	47	31	3	6	46	36	31	3	5	42	9	0	38	31
1989	22221	Sesué	28	15	2	0	11	14	14	2	0	10	5	3	0	0	5
1989	22222	Siétamo	139	67	49	13	10	68	48	43	12	8	62	31	0	56	5
1989	22223	Sopeira	17	9	4	1	3	12	9	4	1	3	27	19	0	26	7
1989	22225	Tamarite de Litera	732	502	103	30	97	449	392	102	24	80	482	244	10	429	311
1989	22226	Tardienta	148	85	24	20	19	81	56	24	18	14	151	96	8	116	6
1989	22227	Tella-Sin	37	8	27	1	1	24	8	23	1	1	4	3	0	1	3
1989	22228	Tierz	36	18	11	3	4	16	13	11	3	2	13	4	0	12	0
1989	22229	Tolva	68	37	14	9	8	35	26	14	9	8	56	38	1	51	25
1989	22230	Torla-Ordesa	107	42	24	0	41	39	36	18	0	32	14	10	1	1	13
1989	22232	Torralba de Aragón	66	50	4	3	9	34	34	4	3	7	41	12	0	37	2
1989	22233	Torre la Ribera	45	14	12	7	12	15	13	10	6	9	12	7	0	9	7
1989	22234	Torrente de Cinca	130	85	43	2	0	96	65	42	2	0	38	12	0	31	0
1989	22235	Torres de Alcanadre	62	33	13	6	10	23	23	12	6	7	26	7	0	26	1
1989	22236	Torres de Barbués	79	51	11	1	16	46	45	11	1	10	50	8	0	47	3
1989	22239	Tramaced	64	32	10	8	14	24	22	10	8	10	33	19	6	33	17
1989	22242	Valfarta	23	21	0	2	0	16	16	0	2	0	30	15	0	29	0
1989	22243	Valle de Bardají	32	14	2	3	13	13	12	2	3	10	13	2	0	13	2
1989	22244	Valle de Lierp	29	12	6	0	11	12	11	6	0	6	13	2	0	13	4
1989	22245	Velilla de Cinca	80	40	40	0	0	62	35	39	0	0	12	5	0	7	1
1989	22246	Beranuy	24	14	6	0	4	15	13	6	0	3	18	6	0	13	13
1989	22247	Viacamp y Litera	20	12	3	3	2	10	10	3	3	2	10	3	0	10	2
1989	22248	Vicién	42	25	6	4	7	10	9	6	3	5	10	1	0	10	0
1989	22249	Villanova	12	7	0	0	5	6	6	0	0	3	0	0	0	0	0
1989	22250	Villanúa	30	10	10	0	10	16	9	9	0	6	18	11	0	9	6
1989	22251	Villanueva de Sigena	166	110	19	8	29	86	82	19	8	19	99	21	0	95	72
1989	22252	Yebra de Basa	29	14	5	2	8	17	14	5	2	8	20	8	0	19	6
1989	22253	Yésero	12	2	6	0	4	7	2	6	0	3	10	6	2	4	4
1989	22254	Zaidín	372	334	30	3	5	274	258	28	3	5	239	72	0	199	20
1989	22901	Valle de Hecho	170	56	66	1	47	78	52	57	1	44	79	61	31	27	58
1989	22902	Puente la Reina de Jaca	82	52	3	6	21	42	40	3	5	20	59	28	2	57	19
1989	22903	San Miguel del Cinca	314	196	62	14	42	181	166	62	12	35	245	96	15	223	31
1989	22904	Sotonera (La)	377	203	121	41	12	246	152	121	38	12	305	197	9	239	1
1989	22905	Lupiñén-Ortilla	146	90	22	31	3	52	45	21	28	3	80	50	4	71	0
1989	22906	Santa María de Dulcis	95	49	30	11	5	54	45	28	10	4	64	32	1	57	2
1989	22907	Aínsa-Sobrarbe	236	127	61	12	36	120	106	60	12	31	123	25	3	119	82
1989	22908	Hoz y Costeán	70	52	9	4	5	45	43	9	4	4	90	60	0	52	0
1989	22909	Vencillón	101	80	7	4	10	77	76	7	3	9	73	29	0	70	27
1989	44001	Ababuj	40	22	0	6	12	19	19	0	6	10	20	5	1	17	14
1989	44002	Abejuela	12	8	0	1	3	7	7	0	1	3	13	5	0	12	0
1989	44003	Aguatón	8	6	0	1	1	6	6	0	1	1	11	3	0	10	6
1989	44004	Aguaviva	81	48	25	3	5	67	45	25	3	4	95	53	2	57	0
1989	44005	Aguilar del Alfambra	48	19	5	4	20	16	16	5	4	11	24	12	0	24	5
1989	44006	Alacón	73	47	17	3	6	60	46	16	3	5	79	37	4	53	23
1989	44007	Alba	83	55	0	1	27	45	45	0	1	27	66	21	0	66	10
1989	44008	Albalate del Arzobispo	358	136	150	26	46	215	118	150	25	44	264	180	18	90	2
1989	44009	Albarracín	65	37	8	8	12	37	29	7	6	11	69	40	9	53	19
1989	44010	Albentosa	39	22	9	2	6	27	22	9	2	5	77	52	9	47	40
1989	44011	Alcaine	11	5	4	1	1	8	4	4	1	1	4	2	0	3	1
1989	44012	Alcalá de la Selva	37	16	6	1	14	16	15	6	1	10	49	35	0	47	23
1989	44013	Alcañiz	981	515	375	41	50	666	431	372	38	47	511	244	1	330	7
1989	44014	Alcorisa	315	183	111	12	9	250	174	110	12	6	368	273	6	164	8
1989	44016	Alfambra	139	104	3	14	18	94	93	3	13	18	135	56	1	132	12
1989	44017	Aliaga	91	38	18	11	24	45	33	18	7	19	94	34	38	48	9
1989	44018	Almohaja	6	5	0	0	1	5	5	0	0	1	5	0	0	5	0
1989	44019	Alobras	11	8	1	1	1	8	7	1	1	1	29	23	0	26	27
1989	44020	Alpeñés	15	10	0	3	2	9	8	0	3	2	18	13	0	16	8
1989	44021	Allepuz	37	18	6	4	9	18	17	6	4	8	55	38	1	52	20
1989	44022	Alloza	138	100	31	5	2	115	98	31	5	2	109	59	0	56	1
1989	44023	Allueva	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1
1989	44024	Anadón	11	5	1	3	2	6	4	1	3	2	3	1	0	2	1
1989	44025	Andorra	261	183	41	35	2	195	166	41	34	2	212	116	3	116	0
1989	44026	Arcos de las Salinas	11	9	0	1	1	9	9	0	1	1	16	11	0	10	0
1989	44027	Arens de Lledó	82	56	25	0	1	63	55	25	0	1	27	20	1	8	4
1989	44028	Argente	115	60	0	26	29	54	53	0	20	25	65	17	1	63	44
1989	44029	Ariño	42	18	23	0	1	37	17	23	0	1	86	63	0	34	0
1989	44031	Azaila	67	44	0	23	0	41	41	0	23	0	37	17	0	34	0
1989	44032	Bádenas	8	6	0	0	2	5	5	0	0	2	7	2	0	7	1
1989	44033	Báguena	69	49	8	10	2	53	46	8	10	2	190	173	0	102	28
1989	44034	Bañón	58	34	0	12	12	30	30	0	9	11	35	9	2	32	26
1989	44035	Barrachina	36	28	0	1	7	26	26	0	1	7	37	2	0	37	10
1989	44036	Bea	9	8	0	1	0	8	8	0	1	0	10	4	0	10	2
1989	44037	Beceite	92	47	45	0	0	81	46	45	0	0	22	8	1	13	0
1989	44038	Belmonte de San José	28	23	5	0	0	25	23	5	0	0	69	59	3	13	0
1989	44039	Bello	116	70	0	28	18	58	58	0	26	15	81	41	0	78	5
1989	44040	Berge	42	27	14	0	1	37	27	14	0	1	69	44	2	48	0
1989	44041	Bezas	4	1	1	1	1	2	1	1	1	1	6	6	0	5	5
1989	44042	Blancas	81	45	0	20	16	40	40	0	20	14	29	8	0	28	2
1989	44043	Blesa	40	29	5	3	3	30	27	5	3	3	33	11	1	27	13
1989	44044	Bordón	18	7	5	3	3	9	7	5	3	3	28	25	0	16	6
1989	44045	Bronchales	29	21	0	1	7	22	21	0	1	7	47	24	1	46	35
1989	44046	Bueña	34	25	0	5	4	24	24	0	5	4	42	18	0	41	33
1989	44047	Burbáguena	36	28	5	2	1	29	24	5	2	1	187	174	0	43	12
1989	44048	Cabra de Mora	21	13	3	1	4	14	11	3	1	2	22	10	1	17	3
1989	44049	Calaceite	219	187	20	2	10	195	179	20	1	9	189	154	3	16	29
1989	44050	Calamocha	479	315	16	54	94	310	295	16	50	84	505	250	2	392	163
1989	44051	Calanda	472	259	211	2	0	323	224	210	2	0	155	10	4	150	0
1989	44052	Calomarde	9	5	0	3	1	5	5	0	2	1	22	17	1	21	19
1989	44053	Camañas	56	38	1	6	11	33	32	1	6	11	40	12	1	38	8
1989	44054	Camarena de la Sierra	5	3	1	0	1	4	3	1	0	1	48	48	0	5	1
1989	44055	Camarillas	42	26	1	4	11	21	21	1	4	10	26	8	0	24	17
1989	44056	Caminreal	138	97	3	14	24	94	91	3	14	24	143	55	3	136	118
1989	44059	Cantavieja	53	29	11	7	6	37	29	11	6	6	83	59	1	73	51
1989	44060	Cañada de Benatanduz	32	15	8	0	9	14	12	8	0	7	24	12	1	24	11
1989	44061	Cañada de Verich (La)	10	8	2	0	0	10	8	2	0	0	38	34	3	5	0
1989	44062	Cañada Vellida	42	25	0	7	10	22	22	0	7	10	16	2	0	16	14
1989	44063	Cañizar del Olivar	24	10	10	2	2	17	9	10	1	2	11	5	0	9	1
1989	44064	Cascante del Río	13	12	0	0	1	10	10	0	0	1	65	54	0	27	2
1989	44065	Castejón de Tornos	33	23	0	7	3	16	15	0	7	3	22	12	0	21	0
1989	44066	Castel de Cabra	33	21	3	4	5	19	18	3	3	5	28	11	2	27	6
1989	44067	Castelnou	46	24	16	4	2	23	21	16	4	2	26	9	5	21	0
1989	44068	Castelserás	143	67	75	0	1	98	60	74	0	1	92	52	11	52	2
1989	44070	Castellar (El)	23	10	1	1	11	11	8	1	1	8	27	20	0	23	14
1989	44071	Castellote	166	119	41	4	2	127	110	40	4	2	163	145	7	32	8
1989	44074	Cedrillas	108	48	6	7	47	55	47	6	6	31	114	71	0	100	74
1989	44075	Celadas	194	131	0	40	23	112	111	0	40	21	80	9	0	79	12
1989	44076	Cella	463	261	0	92	110	257	242	0	86	95	496	262	3	465	378
1989	44077	Cerollera (La)	12	11	0	1	0	11	11	0	1	0	4	2	0	2	0
1989	44080	Codoñera (La)	105	55	36	0	14	52	46	35	0	14	53	20	0	37	18
1989	44082	Corbalán	28	19	0	3	6	17	17	0	3	5	28	14	0	28	2
1989	44084	Cortes de Aragón	27	15	8	2	2	17	14	8	2	2	13	2	0	11	1
1989	44085	Cosa	57	26	0	17	14	21	21	0	13	12	21	8	0	19	17
1989	44086	Cretas	165	135	24	0	6	135	128	24	0	6	158	104	1	72	13
1989	44087	Crivillén	14	8	1	3	2	7	7	1	3	2	54	48	0	13	0
1989	44088	Cuba (La)	10	6	1	3	0	7	6	1	3	0	15	11	0	15	2
1989	44089	Cubla	17	14	0	1	2	13	13	0	1	2	38	27	0	33	14
1989	44090	Cucalón	21	9	4	2	6	9	8	4	2	6	11	5	0	11	4
1989	44092	Cuervo (El)	20	11	9	0	0	17	10	9	0	0	25	19	1	21	17
1989	44093	Cuevas de Almudén	37	21	2	2	12	20	18	2	2	12	28	5	6	18	8
1989	44094	Cuevas Labradas	49	31	6	7	5	31	30	6	6	5	37	14	1	36	6
1989	44096	Ejulve	39	24	5	3	7	26	22	5	3	6	59	40	2	56	10
1989	44097	Escorihuela	51	43	1	2	5	40	40	1	2	5	61	22	0	61	3
1989	44099	Escucha	48	25	11	6	6	32	24	11	6	6	27	4	3	26	10
1989	44100	Estercuel	19	10	8	0	1	17	9	8	0	1	12	4	0	12	0
1989	44101	Ferreruela de Huerva	19	14	2	2	1	15	13	2	2	1	22	11	0	21	6
1989	44102	Fonfría	12	9	0	0	3	9	9	0	0	3	10	3	0	10	3
1989	44103	Formiche Alto	21	18	1	1	1	19	18	1	1	1	33	17	0	31	1
1989	44105	Fórnoles	43	29	13	0	1	35	29	13	0	1	95	91	0	7	1
1989	44106	Fortanete	25	12	4	0	9	12	12	4	0	7	56	45	3	53	40
1989	44107	Foz-Calanda	58	37	20	1	0	46	36	20	1	0	36	1	0	36	0
1989	44108	Fresneda (La)	154	84	64	1	5	100	78	63	1	5	149	128	1	26	2
1989	44109	Frías de Albarracín	16	11	2	2	1	12	11	1	1	1	29	17	1	27	25
1989	44110	Fuenferrada	20	16	0	2	2	17	16	0	2	2	25	11	0	23	12
1989	44111	Fuentes Calientes	45	31	1	1	12	28	27	1	1	11	41	15	0	39	27
1989	44112	Fuentes Claras	128	78	14	4	32	84	74	14	4	24	145	64	0	135	40
1989	44113	Fuentes de Rubielos	11	6	2	1	2	6	6	2	1	1	19	13	1	15	14
1989	44114	Fuentespalda	79	75	4	0	0	67	65	4	0	0	95	38	0	78	2
1989	44115	Galve	38	24	2	2	10	26	22	2	2	10	37	16	1	32	23
1989	44116	Gargallo	14	11	3	0	0	13	10	3	0	0	14	6	0	13	1
1989	44117	Gea de Albarracín	57	34	7	15	1	34	30	7	14	1	75	52	4	49	17
1989	44118	Ginebrosa (La)	72	62	6	3	1	64	60	6	3	1	102	60	3	55	4
1989	44119	Griegos	13	11	0	1	1	11	11	0	1	1	30	19	1	29	24
1989	44120	Guadalaviar	22	16	0	3	3	16	16	0	2	2	47	31	3	44	42
1989	44121	Gúdar	9	6	1	2	0	6	6	1	1	0	28	23	0	22	7
1989	44122	Híjar	310	122	162	20	6	216	103	161	19	6	242	87	92	123	5
1989	44123	Hinojosa de Jarque	43	27	1	3	12	24	23	1	3	9	48	26	5	45	23
1989	44124	Hoz de la Vieja (La)	43	27	3	5	8	28	26	3	5	8	30	8	0	29	10
1989	44125	Huesa del Común	26	22	2	1	1	23	21	2	1	1	23	3	0	21	9
1989	44126	Iglesuela del Cid (La)	24	16	2	3	3	17	15	2	3	3	95	82	1	84	77
1989	44127	Jabaloyas	20	15	0	0	5	13	13	0	0	4	28	16	1	27	13
1989	44128	Jarque de la Val	29	19	0	1	9	16	16	0	1	9	23	4	4	19	9
1989	44129	Jatiel	10	5	5	0	0	6	5	5	0	0	8	3	1	8	0
1989	44130	Jorcas	35	14	4	6	11	13	13	4	6	9	12	4	0	11	2
1989	44131	Josa	9	7	0	0	2	7	7	0	0	2	5	4	0	1	1
1989	44132	Lagueruela	25	17	0	4	4	13	13	0	4	4	18	9	0	17	8
1989	44133	Lanzuela	6	4	0	1	1	4	4	0	1	1	15	12	0	15	7
1989	44135	Libros	37	20	15	0	2	30	18	15	0	2	66	62	1	6	0
1989	44136	Lidón	32	20	0	6	6	16	16	0	5	5	21	6	0	21	17
1989	44137	Linares de Mora	48	25	10	5	8	23	18	9	4	6	39	20	6	31	18
1989	44138	Loscos	47	39	1	4	3	37	36	1	4	3	46	13	0	42	15
1989	44141	Lledó	56	39	17	0	0	45	39	17	0	0	27	21	0	7	2
1989	44142	Maicas	2	1	1	0	0	2	1	1	0	0	3	2	0	3	1
1989	44143	Manzanera	66	30	22	4	10	52	29	22	4	10	98	59	18	48	55
1989	44144	Martín del Río	66	50	3	7	6	49	49	3	7	6	75	35	1	69	23
1989	44145	Mas de las Matas	94	73	14	4	3	78	67	14	3	2	87	47	0	51	0
1989	44146	Mata de los Olmos (La)	39	26	10	1	2	33	24	10	1	1	41	21	2	23	0
1989	44147	Mazaleón	220	142	74	1	3	153	138	74	1	3	77	70	1	4	7
1989	44148	Mezquita de Jarque	39	25	1	2	11	24	23	1	2	11	25	2	1	23	12
1989	44149	Mirambel	26	16	2	4	4	18	16	2	4	3	30	14	0	29	6
1989	44150	Miravete de la Sierra	14	7	4	2	1	9	7	4	2	1	19	13	2	16	9
1989	44151	Molinos	55	34	13	3	5	39	31	13	3	5	87	51	12	48	2
1989	44152	Monforte de Moyuela	29	23	1	3	2	24	23	1	3	2	31	10	0	30	9
1989	44153	Monreal del Campo	274	170	7	34	63	169	163	7	25	52	255	93	2	248	199
1989	44154	Monroyo	65	62	0	3	0	61	61	0	3	0	81	23	0	62	1
1989	44155	Montalbán	30	14	7	3	6	19	13	7	3	4	33	19	2	25	6
1989	44156	Monteagudo del Castillo	36	17	3	1	15	17	16	3	1	13	28	17	0	27	7
1989	44157	Monterde de Albarracín	11	9	0	1	1	9	9	0	1	1	15	7	0	15	7
1989	44158	Mora de Rubielos	100	70	17	4	9	78	64	17	3	8	133	83	0	126	82
1989	44159	Moscardón	3	3	0	0	0	3	3	0	0	0	13	9	1	12	12
1989	44160	Mosqueruela	43	26	9	3	5	36	26	9	3	5	185	152	4	155	159
1989	44161	Muniesa	138	111	11	12	4	103	97	11	12	4	123	40	0	103	9
1989	44163	Noguera de Albarracín	12	5	3	2	2	6	5	2	1	2	18	14	0	18	15
1989	44164	Nogueras	5	3	1	0	1	4	3	1	0	1	9	7	0	9	2
1989	44165	Nogueruelas	19	12	4	1	2	15	12	4	1	2	53	43	0	42	38
1989	44167	Obón	15	8	5	1	1	12	8	5	1	1	2	2	0	2	1
1989	44168	Odón	94	67	0	21	6	54	53	0	21	6	59	23	0	55	11
1989	44169	Ojos Negros	117	60	0	23	34	58	54	0	20	23	63	26	0	60	13
1989	44171	Olba	26	3	22	0	1	23	3	21	0	1	33	3	29	3	1
1989	44172	Oliete	86	42	31	6	7	70	41	31	5	6	115	93	6	21	11
1989	44173	Olmos (Los)	55	37	15	2	1	42	35	15	2	1	60	33	0	41	0
1989	44174	Orihuela del Tremedal	32	20	2	2	8	19	18	1	1	7	33	16	0	33	20
