Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Número de contratos	Grupo de tipo de jornada
Octubre 2016	201610	Octubre	2016	22	Huesca	Mujeres	1596	2 - Jornada Parcial
Octubre 2016	201610	Octubre	2016	22	Huesca	Hombres	89	3 - Fijos Discontinuos
Octubre 2016	201610	Octubre	2016	22	Huesca	Mujeres	43	3 - Fijos Discontinuos
Octubre 2016	201610	Octubre	2016	44	Teruel	Hombres	1936	1 - Jornada Completa
Octubre 2016	201610	Octubre	2016	44	Teruel	Mujeres	1058	1 - Jornada Completa
Octubre 2016	201610	Octubre	2016	44	Teruel	Hombres	392	2 - Jornada Parcial
Octubre 2016	201610	Octubre	2016	44	Teruel	Mujeres	752	2 - Jornada Parcial
Octubre 2016	201610	Octubre	2016	44	Teruel	Hombres	22	3 - Fijos Discontinuos
Octubre 2016	201610	Octubre	2016	44	Teruel	Mujeres	13	3 - Fijos Discontinuos
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Hombres	15274	1 - Jornada Completa
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Mujeres	9356	1 - Jornada Completa
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Hombres	6163	2 - Jornada Parcial
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Mujeres	9474	2 - Jornada Parcial
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Hombres	143	3 - Fijos Discontinuos
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Mujeres	138	3 - Fijos Discontinuos
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Hombres	3592	1 - Jornada Completa
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Mujeres	1740	1 - Jornada Completa
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Hombres	945	2 - Jornada Parcial
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Mujeres	1707	2 - Jornada Parcial
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Hombres	50	3 - Fijos Discontinuos
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Mujeres	47	3 - Fijos Discontinuos
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Hombres	2175	1 - Jornada Completa
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Mujeres	1125	1 - Jornada Completa
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Hombres	379	2 - Jornada Parcial
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Mujeres	743	2 - Jornada Parcial
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Hombres	29	3 - Fijos Discontinuos
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Mujeres	14	3 - Fijos Discontinuos
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Hombres	17892	1 - Jornada Completa
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Mujeres	9359	1 - Jornada Completa
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Hombres	5754	2 - Jornada Parcial
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Mujeres	9442	2 - Jornada Parcial
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Hombres	152	3 - Fijos Discontinuos
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Mujeres	232	3 - Fijos Discontinuos
Agosto 2016	201608	Agosto	2016	22	Huesca	Hombres	4560	1 - Jornada Completa
Agosto 2016	201608	Agosto	2016	22	Huesca	Mujeres	2002	1 - Jornada Completa
Agosto 2016	201608	Agosto	2016	22	Huesca	Hombres	850	2 - Jornada Parcial
Agosto 2016	201608	Agosto	2016	22	Huesca	Mujeres	1332	2 - Jornada Parcial
Agosto 2016	201608	Agosto	2016	22	Huesca	Hombres	17	3 - Fijos Discontinuos
Agosto 2016	201608	Agosto	2016	22	Huesca	Mujeres	10	3 - Fijos Discontinuos
Agosto 2016	201608	Agosto	2016	44	Teruel	Hombres	1622	1 - Jornada Completa
Agosto 2016	201608	Agosto	2016	44	Teruel	Mujeres	857	1 - Jornada Completa
Agosto 2016	201608	Agosto	2016	44	Teruel	Hombres	357	2 - Jornada Parcial
Agosto 2016	201608	Agosto	2016	44	Teruel	Mujeres	714	2 - Jornada Parcial
Agosto 2016	201608	Agosto	2016	44	Teruel	Hombres	7	3 - Fijos Discontinuos
Agosto 2016	201608	Agosto	2016	44	Teruel	Mujeres	6	3 - Fijos Discontinuos
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Hombres	15873	1 - Jornada Completa
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Mujeres	8930	1 - Jornada Completa
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Hombres	3914	2 - Jornada Parcial
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Mujeres	5646	2 - Jornada Parcial
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Hombres	158	3 - Fijos Discontinuos
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Mujeres	52	3 - Fijos Discontinuos
Julio 2016	201607	Julio	2016	22	Huesca	Hombres	5266	1 - Jornada Completa
Julio 2016	201607	Julio	2016	22	Huesca	Mujeres	2884	1 - Jornada Completa
Julio 2016	201607	Julio	2016	22	Huesca	Hombres	1034	2 - Jornada Parcial
Julio 2016	201607	Julio	2016	22	Huesca	Mujeres	1719	2 - Jornada Parcial
Julio 2016	201607	Julio	2016	22	Huesca	Hombres	82	3 - Fijos Discontinuos
Julio 2016	201607	Julio	2016	22	Huesca	Mujeres	47	3 - Fijos Discontinuos
Julio 2016	201607	Julio	2016	44	Teruel	Hombres	2033	1 - Jornada Completa
Julio 2016	201607	Julio	2016	44	Teruel	Mujeres	1142	1 - Jornada Completa
Julio 2016	201607	Julio	2016	44	Teruel	Hombres	469	2 - Jornada Parcial
Julio 2016	201607	Julio	2016	44	Teruel	Mujeres	839	2 - Jornada Parcial
Julio 2016	201607	Julio	2016	44	Teruel	Hombres	17	3 - Fijos Discontinuos
Julio 2016	201607	Julio	2016	44	Teruel	Mujeres	13	3 - Fijos Discontinuos
Julio 2016	201607	Julio	2016	50	Zaragoza	Hombres	17000	1 - Jornada Completa
Julio 2016	201607	Julio	2016	50	Zaragoza	Mujeres	9462	1 - Jornada Completa
Julio 2016	201607	Julio	2016	50	Zaragoza	Hombres	4966	2 - Jornada Parcial
Julio 2016	201607	Julio	2016	50	Zaragoza	Mujeres	7408	2 - Jornada Parcial
Julio 2016	201607	Julio	2016	50	Zaragoza	Hombres	182	3 - Fijos Discontinuos
Julio 2016	201607	Julio	2016	50	Zaragoza	Mujeres	42	3 - Fijos Discontinuos
Junio 2016	201606	Junio	2016	22	Huesca	Hombres	5183	1 - Jornada Completa
Junio 2016	201606	Junio	2016	22	Huesca	Mujeres	3073	1 - Jornada Completa
Junio 2016	201606	Junio	2016	22	Huesca	Hombres	1003	2 - Jornada Parcial
Junio 2016	201606	Junio	2016	22	Huesca	Mujeres	1640	2 - Jornada Parcial
Junio 2016	201606	Junio	2016	22	Huesca	Hombres	122	3 - Fijos Discontinuos
Junio 2016	201606	Junio	2016	22	Huesca	Mujeres	135	3 - Fijos Discontinuos
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	1795	1 - Jornada Completa
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	936	1 - Jornada Completa
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	406	2 - Jornada Parcial
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	667	2 - Jornada Parcial
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	18	3 - Fijos Discontinuos
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	11	3 - Fijos Discontinuos
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	20304	1 - Jornada Completa
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	10426	1 - Jornada Completa
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	5802	2 - Jornada Parcial
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	8331	2 - Jornada Parcial
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	226	3 - Fijos Discontinuos
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	137	3 - Fijos Discontinuos
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	5827	1 - Jornada Completa
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	2513	1 - Jornada Completa
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	903	2 - Jornada Parcial
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	1505	2 - Jornada Parcial
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	248	3 - Fijos Discontinuos
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	154	3 - Fijos Discontinuos
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	1916	1 - Jornada Completa
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	1122	1 - Jornada Completa
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	352	2 - Jornada Parcial
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	572	2 - Jornada Parcial
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	17	3 - Fijos Discontinuos
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	36	3 - Fijos Discontinuos
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	18080	1 - Jornada Completa
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	10014	1 - Jornada Completa
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	5368	2 - Jornada Parcial
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	8031	2 - Jornada Parcial
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	107	3 - Fijos Discontinuos
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	78	3 - Fijos Discontinuos
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	2777	1 - Jornada Completa
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	1470	1 - Jornada Completa
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	742	2 - Jornada Parcial
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	1288	2 - Jornada Parcial
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	131	3 - Fijos Discontinuos
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	64	3 - Fijos Discontinuos
Abril 2016	201604	Abril	2016	44	Teruel	Hombres	1643	1 - Jornada Completa
Abril 2016	201604	Abril	2016	44	Teruel	Mujeres	760	1 - Jornada Completa
Abril 2016	201604	Abril	2016	44	Teruel	Hombres	279	2 - Jornada Parcial
Abril 2016	201604	Abril	2016	44	Teruel	Mujeres	531	2 - Jornada Parcial
Abril 2016	201604	Abril	2016	44	Teruel	Hombres	6	3 - Fijos Discontinuos
Abril 2016	201604	Abril	2016	44	Teruel	Mujeres	5	3 - Fijos Discontinuos
Abril 2016	201604	Abril	2016	50	Zaragoza	Hombres	12874	1 - Jornada Completa
Abril 2016	201604	Abril	2016	50	Zaragoza	Mujeres	7087	1 - Jornada Completa
Abril 2016	201604	Abril	2016	50	Zaragoza	Hombres	4277	2 - Jornada Parcial
Abril 2016	201604	Abril	2016	50	Zaragoza	Mujeres	6701	2 - Jornada Parcial
Abril 2016	201604	Abril	2016	50	Zaragoza	Hombres	117	3 - Fijos Discontinuos
Abril 2016	201604	Abril	2016	50	Zaragoza	Mujeres	73	3 - Fijos Discontinuos
Marzo 2016	201603	Marzo	2016	22	Huesca	Hombres	2671	1 - Jornada Completa
Marzo 2016	201603	Marzo	2016	22	Huesca	Mujeres	1775	1 - Jornada Completa
Marzo 2016	201603	Marzo	2016	22	Huesca	Hombres	672	2 - Jornada Parcial
Marzo 2016	201603	Marzo	2016	22	Huesca	Mujeres	1228	2 - Jornada Parcial
Marzo 2016	201603	Marzo	2016	22	Huesca	Hombres	58	3 - Fijos Discontinuos
Marzo 2016	201603	Marzo	2016	22	Huesca	Mujeres	47	3 - Fijos Discontinuos
Marzo 2016	201603	Marzo	2016	44	Teruel	Hombres	1492	1 - Jornada Completa
Marzo 2016	201603	Marzo	2016	44	Teruel	Mujeres	882	1 - Jornada Completa
Marzo 2016	201603	Marzo	2016	44	Teruel	Hombres	312	2 - Jornada Parcial
Marzo 2016	201603	Marzo	2016	44	Teruel	Mujeres	594	2 - Jornada Parcial
Marzo 2016	201603	Marzo	2016	44	Teruel	Hombres	14	3 - Fijos Discontinuos
Marzo 2016	201603	Marzo	2016	44	Teruel	Mujeres	14	3 - Fijos Discontinuos
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Hombres	11492	1 - Jornada Completa
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Mujeres	7297	1 - Jornada Completa
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Hombres	4268	2 - Jornada Parcial
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Mujeres	6857	2 - Jornada Parcial
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Hombres	62	3 - Fijos Discontinuos
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Mujeres	32	3 - Fijos Discontinuos
Febrero 2016	201602	Febrero	2016	22	Huesca	Hombres	2395	1 - Jornada Completa
Febrero 2016	201602	Febrero	2016	22	Huesca	Mujeres	1403	1 - Jornada Completa
Febrero 2016	201602	Febrero	2016	22	Huesca	Hombres	667	2 - Jornada Parcial
Febrero 2016	201602	Febrero	2016	22	Huesca	Mujeres	1187	2 - Jornada Parcial
Febrero 2016	201602	Febrero	2016	22	Huesca	Hombres	41	3 - Fijos Discontinuos
Febrero 2016	201602	Febrero	2016	22	Huesca	Mujeres	26	3 - Fijos Discontinuos
Febrero 2016	201602	Febrero	2016	44	Teruel	Hombres	1524	1 - Jornada Completa
Febrero 2016	201602	Febrero	2016	44	Teruel	Mujeres	683	1 - Jornada Completa
Febrero 2016	201602	Febrero	2016	44	Teruel	Hombres	288	2 - Jornada Parcial
Febrero 2016	201602	Febrero	2016	44	Teruel	Mujeres	516	2 - Jornada Parcial
Febrero 2016	201602	Febrero	2016	44	Teruel	Hombres	7	3 - Fijos Discontinuos
Febrero 2016	201602	Febrero	2016	44	Teruel	Mujeres	1	3 - Fijos Discontinuos
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Hombres	11038	1 - Jornada Completa
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Mujeres	6380	1 - Jornada Completa
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Hombres	4026	2 - Jornada Parcial
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Mujeres	6512	2 - Jornada Parcial
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Hombres	58	3 - Fijos Discontinuos
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Mujeres	60	3 - Fijos Discontinuos
Enero 2016	201601	Enero	2016	22	Huesca	Hombres	2391	1 - Jornada Completa
Enero 2016	201601	Enero	2016	22	Huesca	Mujeres	1306	1 - Jornada Completa
Enero 2016	201601	Enero	2016	22	Huesca	Hombres	610	2 - Jornada Parcial
Enero 2016	201601	Enero	2016	22	Huesca	Mujeres	1197	2 - Jornada Parcial
Enero 2016	201601	Enero	2016	22	Huesca	Hombres	57	3 - Fijos Discontinuos
Enero 2016	201601	Enero	2016	22	Huesca	Mujeres	19	3 - Fijos Discontinuos
Enero 2016	201601	Enero	2016	44	Teruel	Hombres	1422	1 - Jornada Completa
Enero 2016	201601	Enero	2016	44	Teruel	Mujeres	607	1 - Jornada Completa
Enero 2016	201601	Enero	2016	44	Teruel	Hombres	215	2 - Jornada Parcial
Enero 2016	201601	Enero	2016	44	Teruel	Mujeres	466	2 - Jornada Parcial
Enero 2016	201601	Enero	2016	44	Teruel	Hombres	12	3 - Fijos Discontinuos
Enero 2016	201601	Enero	2016	44	Teruel	Mujeres	4	3 - Fijos Discontinuos
Enero 2016	201601	Enero	2016	50	Zaragoza	Hombres	11435	1 - Jornada Completa
Enero 2016	201601	Enero	2016	50	Zaragoza	Mujeres	6748	1 - Jornada Completa
Enero 2016	201601	Enero	2016	50	Zaragoza	Hombres	3320	2 - Jornada Parcial
Enero 2016	201601	Enero	2016	50	Zaragoza	Mujeres	5828	2 - Jornada Parcial
Enero 2016	201601	Enero	2016	50	Zaragoza	Hombres	30	3 - Fijos Discontinuos
Enero 2016	201601	Enero	2016	50	Zaragoza	Mujeres	32	3 - Fijos Discontinuos
Diciembre 2015	201512	Diciembre	2015	22	Huesca	Hombres	2347	1 - Jornada Completa
Diciembre 2015	201512	Diciembre	2015	22	Huesca	Mujeres	1623	1 - Jornada Completa
Diciembre 2015	201512	Diciembre	2015	22	Huesca	Hombres	757	2 - Jornada Parcial
Diciembre 2015	201512	Diciembre	2015	22	Huesca	Mujeres	1479	2 - Jornada Parcial
Diciembre 2015	201512	Diciembre	2015	22	Huesca	Hombres	94	3 - Fijos Discontinuos
Diciembre 2015	201512	Diciembre	2015	22	Huesca	Mujeres	49	3 - Fijos Discontinuos
Diciembre 2015	201512	Diciembre	2015	44	Teruel	Hombres	1228	1 - Jornada Completa
Diciembre 2015	201512	Diciembre	2015	44	Teruel	Mujeres	835	1 - Jornada Completa
Diciembre 2015	201512	Diciembre	2015	44	Teruel	Hombres	239	2 - Jornada Parcial
Diciembre 2015	201512	Diciembre	2015	44	Teruel	Mujeres	581	2 - Jornada Parcial
Diciembre 2015	201512	Diciembre	2015	44	Teruel	Hombres	9	3 - Fijos Discontinuos
Diciembre 2015	201512	Diciembre	2015	44	Teruel	Mujeres	5	3 - Fijos Discontinuos
Diciembre 2015	201512	Diciembre	2015	50	Zaragoza	Hombres	10472	1 - Jornada Completa
Diciembre 2015	201512	Diciembre	2015	50	Zaragoza	Mujeres	6647	1 - Jornada Completa
Diciembre 2015	201512	Diciembre	2015	50	Zaragoza	Hombres	3917	2 - Jornada Parcial
Diciembre 2015	201512	Diciembre	2015	50	Zaragoza	Mujeres	7041	2 - Jornada Parcial
Diciembre 2015	201512	Diciembre	2015	50	Zaragoza	Hombres	22	3 - Fijos Discontinuos
Diciembre 2015	201512	Diciembre	2015	50	Zaragoza	Mujeres	18	3 - Fijos Discontinuos
Noviembre 2015	201511	Noviembre	2015	22	Huesca	Hombres	2282	1 - Jornada Completa
Noviembre 2015	201511	Noviembre	2015	22	Huesca	Mujeres	1156	1 - Jornada Completa
Noviembre 2015	201511	Noviembre	2015	22	Huesca	Hombres	590	2 - Jornada Parcial
Noviembre 2015	201511	Noviembre	2015	22	Huesca	Mujeres	1160	2 - Jornada Parcial
Noviembre 2015	201511	Noviembre	2015	22	Huesca	Hombres	87	3 - Fijos Discontinuos
Noviembre 2015	201511	Noviembre	2015	22	Huesca	Mujeres	32	3 - Fijos Discontinuos
Noviembre 2015	201511	Noviembre	2015	44	Teruel	Hombres	1384	1 - Jornada Completa
Noviembre 2015	201511	Noviembre	2015	44	Teruel	Mujeres	627	1 - Jornada Completa
Noviembre 2015	201511	Noviembre	2015	44	Teruel	Hombres	248	2 - Jornada Parcial
Noviembre 2015	201511	Noviembre	2015	44	Teruel	Mujeres	494	2 - Jornada Parcial
Noviembre 2015	201511	Noviembre	2015	44	Teruel	Hombres	27	3 - Fijos Discontinuos
Noviembre 2015	201511	Noviembre	2015	44	Teruel	Mujeres	5	3 - Fijos Discontinuos
Noviembre 2015	201511	Noviembre	2015	50	Zaragoza	Hombres	11705	1 - Jornada Completa
Noviembre 2015	201511	Noviembre	2015	50	Zaragoza	Mujeres	6491	1 - Jornada Completa
Noviembre 2015	201511	Noviembre	2015	50	Zaragoza	Hombres	4517	2 - Jornada Parcial
Noviembre 2015	201511	Noviembre	2015	50	Zaragoza	Mujeres	7430	2 - Jornada Parcial
Noviembre 2015	201511	Noviembre	2015	50	Zaragoza	Hombres	44	3 - Fijos Discontinuos
Noviembre 2015	201511	Noviembre	2015	50	Zaragoza	Mujeres	41	3 - Fijos Discontinuos
Octubre 2015	201510	Octubre	2015	22	Huesca	Hombres	2706	1 - Jornada Completa
Octubre 2015	201510	Octubre	2015	22	Huesca	Mujeres	1417	1 - Jornada Completa
Octubre 2015	201510	Octubre	2015	22	Huesca	Hombres	729	2 - Jornada Parcial
Octubre 2015	201510	Octubre	2015	22	Huesca	Mujeres	1477	2 - Jornada Parcial
Octubre 2015	201510	Octubre	2015	22	Huesca	Hombres	76	3 - Fijos Discontinuos
Octubre 2015	201510	Octubre	2015	22	Huesca	Mujeres	69	3 - Fijos Discontinuos
Octubre 2015	201510	Octubre	2015	44	Teruel	Hombres	1800	1 - Jornada Completa
Octubre 2015	201510	Octubre	2015	44	Teruel	Mujeres	995	1 - Jornada Completa
Octubre 2015	201510	Octubre	2015	44	Teruel	Hombres	342	2 - Jornada Parcial
Octubre 2015	201510	Octubre	2015	44	Teruel	Mujeres	702	2 - Jornada Parcial
Octubre 2015	201510	Octubre	2015	44	Teruel	Hombres	25	3 - Fijos Discontinuos
Octubre 2015	201510	Octubre	2015	44	Teruel	Mujeres	19	3 - Fijos Discontinuos
Octubre 2015	201510	Octubre	2015	50	Zaragoza	Hombres	14008	1 - Jornada Completa
Octubre 2015	201510	Octubre	2015	50	Zaragoza	Mujeres	8118	1 - Jornada Completa
Octubre 2015	201510	Octubre	2015	50	Zaragoza	Hombres	5273	2 - Jornada Parcial
Octubre 2015	201510	Octubre	2015	50	Zaragoza	Mujeres	8636	2 - Jornada Parcial
Octubre 2015	201510	Octubre	2015	50	Zaragoza	Hombres	159	3 - Fijos Discontinuos
Octubre 2015	201510	Octubre	2015	50	Zaragoza	Mujeres	207	3 - Fijos Discontinuos
Septiembre 2015	201509	Septiembre	2015	22	Huesca	Hombres	3000	1 - Jornada Completa
Septiembre 2015	201509	Septiembre	2015	22	Huesca	Mujeres	1478	1 - Jornada Completa
Septiembre 2015	201509	Septiembre	2015	22	Huesca	Hombres	796	2 - Jornada Parcial
Septiembre 2015	201509	Septiembre	2015	22	Huesca	Mujeres	1560	2 - Jornada Parcial
Septiembre 2015	201509	Septiembre	2015	22	Huesca	Hombres	25	3 - Fijos Discontinuos
Septiembre 2015	201509	Septiembre	2015	22	Huesca	Mujeres	83	3 - Fijos Discontinuos
Septiembre 2015	201509	Septiembre	2015	44	Teruel	Hombres	1819	1 - Jornada Completa
Septiembre 2015	201509	Septiembre	2015	44	Teruel	Mujeres	1019	1 - Jornada Completa
Septiembre 2015	201509	Septiembre	2015	44	Teruel	Hombres	375	2 - Jornada Parcial
Septiembre 2015	201509	Septiembre	2015	44	Teruel	Mujeres	728	2 - Jornada Parcial
Septiembre 2015	201509	Septiembre	2015	44	Teruel	Hombres	21	3 - Fijos Discontinuos
Septiembre 2015	201509	Septiembre	2015	44	Teruel	Mujeres	22	3 - Fijos Discontinuos
Septiembre 2015	201509	Septiembre	2015	50	Zaragoza	Hombres	16442	1 - Jornada Completa
Septiembre 2015	201509	Septiembre	2015	50	Zaragoza	Mujeres	8411	1 - Jornada Completa
Septiembre 2015	201509	Septiembre	2015	50	Zaragoza	Hombres	5163	2 - Jornada Parcial
Septiembre 2015	201509	Septiembre	2015	50	Zaragoza	Mujeres	8424	2 - Jornada Parcial
Septiembre 2015	201509	Septiembre	2015	50	Zaragoza	Hombres	81	3 - Fijos Discontinuos
Septiembre 2015	201509	Septiembre	2015	50	Zaragoza	Mujeres	220	3 - Fijos Discontinuos
Agosto 2015	201508	Agosto	2015	22	Huesca	Hombres	3713	1 - Jornada Completa
Agosto 2015	201508	Agosto	2015	22	Huesca	Mujeres	1508	1 - Jornada Completa
Agosto 2015	201508	Agosto	2015	22	Huesca	Hombres	697	2 - Jornada Parcial
Agosto 2015	201508	Agosto	2015	22	Huesca	Mujeres	1137	2 - Jornada Parcial
Agosto 2015	201508	Agosto	2015	22	Huesca	Hombres	38	3 - Fijos Discontinuos
Agosto 2015	201508	Agosto	2015	22	Huesca	Mujeres	10	3 - Fijos Discontinuos
Agosto 2015	201508	Agosto	2015	44	Teruel	Hombres	1580	1 - Jornada Completa
Agosto 2015	201508	Agosto	2015	44	Teruel	Mujeres	792	1 - Jornada Completa
Agosto 2015	201508	Agosto	2015	44	Teruel	Hombres	319	2 - Jornada Parcial
Agosto 2015	201508	Agosto	2015	44	Teruel	Mujeres	644	2 - Jornada Parcial
Agosto 2015	201508	Agosto	2015	44	Teruel	Hombres	3	3 - Fijos Discontinuos
Agosto 2015	201508	Agosto	2015	44	Teruel	Mujeres	1	3 - Fijos Discontinuos
Agosto 2015	201508	Agosto	2015	50	Zaragoza	Hombres	14306	1 - Jornada Completa
Agosto 2015	201508	Agosto	2015	50	Zaragoza	Mujeres	7163	1 - Jornada Completa
Agosto 2015	201508	Agosto	2015	50	Zaragoza	Hombres	3060	2 - Jornada Parcial
Agosto 2015	201508	Agosto	2015	50	Zaragoza	Mujeres	4952	2 - Jornada Parcial
Agosto 2015	201508	Agosto	2015	50	Zaragoza	Hombres	19	3 - Fijos Discontinuos
Agosto 2015	201508	Agosto	2015	50	Zaragoza	Mujeres	18	3 - Fijos Discontinuos
Julio 2015	201507	Julio	2015	22	Huesca	Hombres	5498	1 - Jornada Completa
Julio 2015	201507	Julio	2015	22	Huesca	Mujeres	2971	1 - Jornada Completa
Julio 2015	201507	Julio	2015	22	Huesca	Hombres	1085	2 - Jornada Parcial
Julio 2015	201507	Julio	2015	22	Huesca	Mujeres	1805	2 - Jornada Parcial
Julio 2015	201507	Julio	2015	22	Huesca	Hombres	82	3 - Fijos Discontinuos
Julio 2015	201507	Julio	2015	22	Huesca	Mujeres	67	3 - Fijos Discontinuos
Julio 2015	201507	Julio	2015	44	Teruel	Hombres	1966	1 - Jornada Completa
Julio 2015	201507	Julio	2015	44	Teruel	Mujeres	1115	1 - Jornada Completa
Julio 2015	201507	Julio	2015	44	Teruel	Hombres	444	2 - Jornada Parcial
Julio 2015	201507	Julio	2015	44	Teruel	Mujeres	791	2 - Jornada Parcial
Julio 2015	201507	Julio	2015	44	Teruel	Hombres	14	3 - Fijos Discontinuos
Julio 2015	201507	Julio	2015	44	Teruel	Mujeres	9	3 - Fijos Discontinuos
Julio 2015	201507	Julio	2015	50	Zaragoza	Hombres	16555	1 - Jornada Completa
Julio 2015	201507	Julio	2015	50	Zaragoza	Mujeres	8690	1 - Jornada Completa
Julio 2015	201507	Julio	2015	50	Zaragoza	Hombres	4692	2 - Jornada Parcial
Julio 2015	201507	Julio	2015	50	Zaragoza	Mujeres	7531	2 - Jornada Parcial
Julio 2015	201507	Julio	2015	50	Zaragoza	Hombres	55	3 - Fijos Discontinuos
Julio 2015	201507	Julio	2015	50	Zaragoza	Mujeres	32	3 - Fijos Discontinuos
Junio 2015	201506	Junio	2015	22	Huesca	Hombres	4691	1 - Jornada Completa
Junio 2015	201506	Junio	2015	22	Huesca	Mujeres	2876	1 - Jornada Completa
Junio 2015	201506	Junio	2015	22	Huesca	Hombres	965	2 - Jornada Parcial
Junio 2015	201506	Junio	2015	22	Huesca	Mujeres	1406	2 - Jornada Parcial
Junio 2015	201506	Junio	2015	22	Huesca	Hombres	68	3 - Fijos Discontinuos
Junio 2015	201506	Junio	2015	22	Huesca	Mujeres	76	3 - Fijos Discontinuos
Junio 2015	201506	Junio	2015	44	Teruel	Hombres	1922	1 - Jornada Completa
Junio 2015	201506	Junio	2015	44	Teruel	Mujeres	944	1 - Jornada Completa
Junio 2015	201506	Junio	2015	44	Teruel	Hombres	374	2 - Jornada Parcial
Junio 2015	201506	Junio	2015	44	Teruel	Mujeres	627	2 - Jornada Parcial
Junio 2015	201506	Junio	2015	44	Teruel	Hombres	11	3 - Fijos Discontinuos
Junio 2015	201506	Junio	2015	44	Teruel	Mujeres	7	3 - Fijos Discontinuos
Junio 2015	201506	Junio	2015	50	Zaragoza	Hombres	17187	1 - Jornada Completa
