Mes y año	Mes (código)	Mes nombre	Año	Sección (1 letra) código	Sección (1 letra) descripción	Sexo	Número de contratos	CNAE año	CCAA nombre
Enero 2011	201101	Enero	2011	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	40	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	A	Agricultura, ganadería, silvicultura y pesca	Hombres	1049	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	182	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	B	Industrias extractivas	Hombres	23	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	B	Industrias extractivas	Mujeres	5	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	C	Industria manufacturera	Hombres	1197	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	C	Industria manufacturera	Mujeres	565	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	7	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	3	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	115	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	29	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	F	Construcción	Hombres	1525	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	F	Construcción	Mujeres	98	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	964	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1729	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	H	Transporte y almacenamiento	Hombres	789	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	H	Transporte y almacenamiento	Mujeres	270	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	I	Hostelería	Hombres	1754	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	I	Hostelería	Mujeres	2380	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	J	Información y comunicaciones	Hombres	201	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	J	Información y comunicaciones	Mujeres	122	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	K	Actividades financieras y de seguros	Hombres	49	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	K	Actividades financieras y de seguros	Mujeres	80	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	L	Actividades inmobiliarias	Hombres	18	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	L	Actividades inmobiliarias	Mujeres	25	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	M	Actividades profesionales, científicas y técnicas	Hombres	355	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	M	Actividades profesionales, científicas y técnicas	Mujeres	616	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	N	Actividades administrativas y servicios auxiliares	Hombres	3464	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	N	Actividades administrativas y servicios auxiliares	Mujeres	3731	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	219	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	365	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	P	Educación	Hombres	510	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	P	Educación	Mujeres	653	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	Q	Actividades sanitarias y de servicios sociales	Hombres	237	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	Q	Actividades sanitarias y de servicios sociales	Mujeres	1561	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	918	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	525	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	S	Otros servicios	Hombres	128	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	S	Otros servicios	Mujeres	366	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	36	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	54	CNAE - 2009	Aragón
Diciembre 2010	201012	Diciembre	2010	U	Actividades de organizaciones y organismos extraterritoriales	Hombres	2	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	A	Agricultura, ganadería, silvicultura y pesca	Hombres	1645	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	402	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	B	Industrias extractivas	Hombres	34	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	B	Industrias extractivas	Mujeres	3	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	C	Industria manufacturera	Hombres	1719	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	C	Industria manufacturera	Mujeres	868	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	8	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	6	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	146	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	30	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	F	Construcción	Hombres	2660	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	F	Construcción	Mujeres	145	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1142	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1925	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	H	Transporte y almacenamiento	Hombres	816	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	H	Transporte y almacenamiento	Mujeres	188	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	I	Hostelería	Hombres	1532	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	I	Hostelería	Mujeres	2377	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	J	Información y comunicaciones	Hombres	137	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	J	Información y comunicaciones	Mujeres	88	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	K	Actividades financieras y de seguros	Hombres	37	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	K	Actividades financieras y de seguros	Mujeres	43	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	L	Actividades inmobiliarias	Hombres	17	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	L	Actividades inmobiliarias	Mujeres	30	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	M	Actividades profesionales, científicas y técnicas	Hombres	355	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	M	Actividades profesionales, científicas y técnicas	Mujeres	640	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	N	Actividades administrativas y servicios auxiliares	Hombres	4666	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	N	Actividades administrativas y servicios auxiliares	Mujeres	4134	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	415	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	499	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	P	Educación	Hombres	662	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	P	Educación	Mujeres	1019	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	Q	Actividades sanitarias y de servicios sociales	Hombres	249	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	Q	Actividades sanitarias y de servicios sociales	Mujeres	1258	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	820	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	502	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	S	Otros servicios	Hombres	174	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	S	Otros servicios	Mujeres	392	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	37	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	56	CNAE - 2009	Aragón
Noviembre 2010	201011	Noviembre	2010	U	Actividades de organizaciones y organismos extraterritoriales	Mujeres	2	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	A	Agricultura, ganadería, silvicultura y pesca	Hombres	2111	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	514	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	B	Industrias extractivas	Hombres	24	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	B	Industrias extractivas	Mujeres	4	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	C	Industria manufacturera	Hombres	1922	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	C	Industria manufacturera	Mujeres	840	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	15	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	232	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	39	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	F	Construcción	Hombres	2439	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	F	Construcción	Mujeres	147	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1169	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1953	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	H	Transporte y almacenamiento	Hombres	737	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	H	Transporte y almacenamiento	Mujeres	198	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	I	Hostelería	Hombres	2099	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	I	Hostelería	Mujeres	2997	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	J	Información y comunicaciones	Hombres	185	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	J	Información y comunicaciones	Mujeres	101	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	K	Actividades financieras y de seguros	Hombres	52	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	K	Actividades financieras y de seguros	Mujeres	61	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	L	Actividades inmobiliarias	Hombres	20	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	L	Actividades inmobiliarias	Mujeres	47	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	M	Actividades profesionales, científicas y técnicas	Hombres	341	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	M	Actividades profesionales, científicas y técnicas	Mujeres	642	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	N	Actividades administrativas y servicios auxiliares	Hombres	4515	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	N	Actividades administrativas y servicios auxiliares	Mujeres	4005	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	461	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	564	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	P	Educación	Hombres	939	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	P	Educación	Mujeres	1574	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	Q	Actividades sanitarias y de servicios sociales	Hombres	282	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	Q	Actividades sanitarias y de servicios sociales	Mujeres	1473	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1060	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	767	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	S	Otros servicios	Hombres	200	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	S	Otros servicios	Mujeres	448	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	54	CNAE - 2009	Aragón
Octubre 2010	201010	Octubre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	48	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	A	Agricultura, ganadería, silvicultura y pesca	Hombres	4539	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1233	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	B	Industrias extractivas	Hombres	32	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	B	Industrias extractivas	Mujeres	4	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	C	Industria manufacturera	Hombres	2207	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	C	Industria manufacturera	Mujeres	1082	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	3	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	3	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	91	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	103	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	F	Construcción	Hombres	2982	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	F	Construcción	Mujeres	138	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1135	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2052	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	H	Transporte y almacenamiento	Hombres	912	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	H	Transporte y almacenamiento	Mujeres	276	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	I	Hostelería	Hombres	2233	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	I	Hostelería	Mujeres	3333	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	J	Información y comunicaciones	Hombres	161	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	J	Información y comunicaciones	Mujeres	155	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	K	Actividades financieras y de seguros	Hombres	35	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	K	Actividades financieras y de seguros	Mujeres	61	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	L	Actividades inmobiliarias	Hombres	20	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	L	Actividades inmobiliarias	Mujeres	32	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	M	Actividades profesionales, científicas y técnicas	Hombres	400	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	M	Actividades profesionales, científicas y técnicas	Mujeres	699	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	N	Actividades administrativas y servicios auxiliares	Hombres	4687	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	N	Actividades administrativas y servicios auxiliares	Mujeres	4344	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	285	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	558	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	P	Educación	Hombres	873	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	P	Educación	Mujeres	1805	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	Q	Actividades sanitarias y de servicios sociales	Hombres	256	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	Q	Actividades sanitarias y de servicios sociales	Mujeres	1624	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1551	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	686	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	S	Otros servicios	Hombres	182	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	S	Otros servicios	Mujeres	506	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	84	CNAE - 2009	Aragón
Septiembre 2010	201009	Septiembre	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	66	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	A	Agricultura, ganadería, silvicultura y pesca	Hombres	3983	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1301	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	B	Industrias extractivas	Hombres	29	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	B	Industrias extractivas	Mujeres	2	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	C	Industria manufacturera	Hombres	1679	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	C	Industria manufacturera	Mujeres	680	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	31	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	53	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	52	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	F	Construcción	Hombres	2226	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	F	Construcción	Mujeres	108	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	972	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	1629	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	H	Transporte y almacenamiento	Hombres	663	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	H	Transporte y almacenamiento	Mujeres	139	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	I	Hostelería	Hombres	1508	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	I	Hostelería	Mujeres	2190	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	J	Información y comunicaciones	Hombres	146	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	J	Información y comunicaciones	Mujeres	70	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	K	Actividades financieras y de seguros	Hombres	28	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	K	Actividades financieras y de seguros	Mujeres	27	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	L	Actividades inmobiliarias	Hombres	13	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	L	Actividades inmobiliarias	Mujeres	17	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	M	Actividades profesionales, científicas y técnicas	Hombres	289	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	M	Actividades profesionales, científicas y técnicas	Mujeres	366	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	N	Actividades administrativas y servicios auxiliares	Hombres	3863	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	N	Actividades administrativas y servicios auxiliares	Mujeres	3795	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	179	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	379	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	P	Educación	Hombres	133	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	P	Educación	Mujeres	216	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	Q	Actividades sanitarias y de servicios sociales	Hombres	215	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	Q	Actividades sanitarias y de servicios sociales	Mujeres	1300	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1388	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	613	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	S	Otros servicios	Hombres	139	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	S	Otros servicios	Mujeres	270	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	134	CNAE - 2009	Aragón
Agosto 2010	201008	Agosto	2010	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	101	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	A	Agricultura, ganadería, silvicultura y pesca	Hombres	3297	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1206	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	B	Industrias extractivas	Hombres	36	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	B	Industrias extractivas	Mujeres	5	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	C	Industria manufacturera	Hombres	1999	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	C	Industria manufacturera	Mujeres	831	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	8	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	112	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	97	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	F	Construcción	Hombres	3395	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	F	Construcción	Mujeres	172	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	1586	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2541	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	H	Transporte y almacenamiento	Hombres	918	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	H	Transporte y almacenamiento	Mujeres	227	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	I	Hostelería	Hombres	2433	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	I	Hostelería	Mujeres	3277	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	J	Información y comunicaciones	Hombres	309	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	J	Información y comunicaciones	Mujeres	181	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	K	Actividades financieras y de seguros	Hombres	57	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	K	Actividades financieras y de seguros	Mujeres	97	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	L	Actividades inmobiliarias	Hombres	22	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	L	Actividades inmobiliarias	Mujeres	36	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	M	Actividades profesionales, científicas y técnicas	Hombres	405	CNAE - 2009	Aragón
Julio 2010	201007	Julio	2010	M	Actividades profesionales, científicas y técnicas	Mujeres	548	CNAE - 2009	Aragón
