Comarca código	Comarca nombre	Tipo variación	Sexo	Año	Variaciones
18	Ribera Baja del Ebro	Externa	Hombres	2017	159
18	Ribera Baja del Ebro	Externa	Mujeres	2017	171
18	Ribera Baja del Ebro	Interna	Hombres	2017	8
18	Ribera Baja del Ebro	Interna	Mujeres	2017	14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2017	394
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2017	240
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2017	34
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2017	21
20	Comunidad de Calatayud	Externa	Hombres	2017	887
20	Comunidad de Calatayud	Externa	Mujeres	2017	632
20	Comunidad de Calatayud	Interna	Hombres	2017	202
20	Comunidad de Calatayud	Interna	Mujeres	2017	183
21	Campo de Cariñena	Externa	Hombres	2017	230
21	Campo de Cariñena	Externa	Mujeres	2017	210
21	Campo de Cariñena	Interna	Hombres	2017	9
21	Campo de Cariñena	Interna	Mujeres	2017	14
22	Campo de Belchite	Externa	Hombres	2017	121
22	Campo de Belchite	Externa	Mujeres	2017	115
22	Campo de Belchite	Interna	Hombres	2017	13
22	Campo de Belchite	Interna	Mujeres	2017	12
23	Bajo Martín	Externa	Hombres	2017	114
23	Bajo Martín	Externa	Mujeres	2017	123
23	Bajo Martín	Interna	Hombres	2017	16
23	Bajo Martín	Interna	Mujeres	2017	10
24	Campo de Daroca	Externa	Hombres	2017	113
24	Campo de Daroca	Externa	Mujeres	2017	130
24	Campo de Daroca	Interna	Hombres	2017	16
24	Campo de Daroca	Interna	Mujeres	2017	22
25	Jiloca	Externa	Hombres	2017	250
25	Jiloca	Externa	Mujeres	2017	257
25	Jiloca	Interna	Hombres	2017	53
25	Jiloca	Interna	Mujeres	2017	57
26	Cuencas Mineras	Externa	Hombres	2017	191
26	Cuencas Mineras	Externa	Mujeres	2017	157
26	Cuencas Mineras	Interna	Hombres	2017	39
26	Cuencas Mineras	Interna	Mujeres	2017	19
27	Andorra-Sierra de Arcos	Externa	Hombres	2017	250
27	Andorra-Sierra de Arcos	Externa	Mujeres	2017	239
27	Andorra-Sierra de Arcos	Interna	Hombres	2017	25
27	Andorra-Sierra de Arcos	Interna	Mujeres	2017	26
28	Bajo Aragón	Externa	Hombres	2017	485
28	Bajo Aragón	Externa	Mujeres	2017	490
28	Bajo Aragón	Interna	Hombres	2017	75
28	Bajo Aragón	Interna	Mujeres	2017	95
29	Comunidad de Teruel	Externa	Hombres	2017	696
29	Comunidad de Teruel	Externa	Mujeres	2017	664
29	Comunidad de Teruel	Interna	Hombres	2017	169
29	Comunidad de Teruel	Interna	Mujeres	2017	155
30	Maestrazgo	Externa	Hombres	2017	61
30	Maestrazgo	Externa	Mujeres	2017	53
30	Maestrazgo	Interna	Hombres	2017	15
30	Maestrazgo	Interna	Mujeres	2017	5
31	Sierra de Albarracín	Externa	Hombres	2017	129
31	Sierra de Albarracín	Externa	Mujeres	2017	92
31	Sierra de Albarracín	Interna	Hombres	2017	12
31	Sierra de Albarracín	Interna	Mujeres	2017	10
32	Gúdar-Javalambre	Externa	Hombres	2017	191
32	Gúdar-Javalambre	Externa	Mujeres	2017	172
32	Gúdar-Javalambre	Interna	Hombres	2017	27
32	Gúdar-Javalambre	Interna	Mujeres	2017	15
33	Matarraña / Matarranya	Externa	Hombres	2017	170
33	Matarraña / Matarranya	Externa	Mujeres	2017	130
33	Matarraña / Matarranya	Interna	Hombres	2017	39
33	Matarraña / Matarranya	Interna	Mujeres	2017	43
01	La Jacetania	Externa	Hombres	2016	401
01	La Jacetania	Externa	Mujeres	2016	377
01	La Jacetania	Interna	Hombres	2016	42
01	La Jacetania	Interna	Mujeres	2016	57
02	Alto Gállego	Externa	Hombres	2016	228
02	Alto Gállego	Externa	Mujeres	2016	241
02	Alto Gállego	Interna	Hombres	2016	37
02	Alto Gállego	Interna	Mujeres	2016	25
03	Sobrarbe	Externa	Hombres	2016	141
03	Sobrarbe	Externa	Mujeres	2016	123
03	Sobrarbe	Interna	Hombres	2016	35
03	Sobrarbe	Interna	Mujeres	2016	29
04	La Ribagorza	Externa	Hombres	2016	273
04	La Ribagorza	Externa	Mujeres	2016	231
04	La Ribagorza	Interna	Hombres	2016	80
04	La Ribagorza	Interna	Mujeres	2016	70
05	Cinco Villas	Externa	Hombres	2016	366
05	Cinco Villas	Externa	Mujeres	2016	336
05	Cinco Villas	Interna	Hombres	2016	58
05	Cinco Villas	Interna	Mujeres	2016	61
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	2016	950
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	2016	947
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	2016	286
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	2016	271
07	Somontano de Barbastro	Externa	Hombres	2016	299
07	Somontano de Barbastro	Externa	Mujeres	2016	317
07	Somontano de Barbastro	Interna	Hombres	2016	68
07	Somontano de Barbastro	Interna	Mujeres	2016	70
08	Cinca Medio	Externa	Hombres	2016	428
08	Cinca Medio	Externa	Mujeres	2016	338
08	Cinca Medio	Interna	Hombres	2016	56
08	Cinca Medio	Interna	Mujeres	2016	55
09	La Litera / La Llitera	Externa	Hombres	2016	370
09	La Litera / La Llitera	Externa	Mujeres	2016	282
09	La Litera / La Llitera	Interna	Hombres	2016	50
09	La Litera / La Llitera	Interna	Mujeres	2016	47
10	Los Monegros	Externa	Hombres	2016	318
10	Los Monegros	Externa	Mujeres	2016	346
10	Los Monegros	Interna	Hombres	2016	31
10	Los Monegros	Interna	Mujeres	2016	34
11	Bajo Cinca / Baix Cinca	Externa	Hombres	2016	523
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	2016	407
11	Bajo Cinca / Baix Cinca	Interna	Hombres	2016	55
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	2016	44
12	Tarazona y el Moncayo	Externa	Hombres	2016	243
12	Tarazona y el Moncayo	Externa	Mujeres	2016	203
12	Tarazona y el Moncayo	Interna	Hombres	2016	37
12	Tarazona y el Moncayo	Interna	Mujeres	2016	49
13	Campo de Borja	Externa	Hombres	2016	207
13	Campo de Borja	Externa	Mujeres	2016	198
13	Campo de Borja	Interna	Hombres	2016	53
13	Campo de Borja	Interna	Mujeres	2016	49
14	Aranda	Externa	Hombres	2016	102
14	Aranda	Externa	Mujeres	2016	103
14	Aranda	Interna	Hombres	2016	16
14	Aranda	Interna	Mujeres	2016	19
15	Ribera Alta del Ebro	Externa	Hombres	2016	479
15	Ribera Alta del Ebro	Externa	Mujeres	2016	485
15	Ribera Alta del Ebro	Interna	Hombres	2016	70
15	Ribera Alta del Ebro	Interna	Mujeres	2016	82
16	Valdejalón	Externa	Hombres	2016	656
16	Valdejalón	Externa	Mujeres	2016	588
16	Valdejalón	Interna	Hombres	2016	86
16	Valdejalón	Interna	Mujeres	2016	84
17	Central	Externa	Hombres	2016	9228
17	Central	Externa	Mujeres	2016	7552
17	Central	Interna	Hombres	2016	2162
17	Central	Interna	Mujeres	2016	2269
18	Ribera Baja del Ebro	Externa	Hombres	2016	147
18	Ribera Baja del Ebro	Externa	Mujeres	2016	159
18	Ribera Baja del Ebro	Interna	Hombres	2016	3
18	Ribera Baja del Ebro	Interna	Mujeres	2016	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2016	336
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2016	241
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2016	29
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2016	11
20	Comunidad de Calatayud	Externa	Hombres	2016	970
20	Comunidad de Calatayud	Externa	Mujeres	2016	717
20	Comunidad de Calatayud	Interna	Hombres	2016	205
20	Comunidad de Calatayud	Interna	Mujeres	2016	188
21	Campo de Cariñena	Externa	Hombres	2016	157
21	Campo de Cariñena	Externa	Mujeres	2016	137
21	Campo de Cariñena	Interna	Hombres	2016	14
21	Campo de Cariñena	Interna	Mujeres	2016	16
22	Campo de Belchite	Externa	Hombres	2016	104
22	Campo de Belchite	Externa	Mujeres	2016	100
22	Campo de Belchite	Interna	Hombres	2016	11
22	Campo de Belchite	Interna	Mujeres	2016	4
23	Bajo Martín	Externa	Hombres	2016	137
23	Bajo Martín	Externa	Mujeres	2016	107
23	Bajo Martín	Interna	Hombres	2016	11
23	Bajo Martín	Interna	Mujeres	2016	7
24	Campo de Daroca	Externa	Hombres	2016	131
24	Campo de Daroca	Externa	Mujeres	2016	126
24	Campo de Daroca	Interna	Hombres	2016	21
24	Campo de Daroca	Interna	Mujeres	2016	16
25	Jiloca	Externa	Hombres	2016	256
25	Jiloca	Externa	Mujeres	2016	205
25	Jiloca	Interna	Hombres	2016	56
25	Jiloca	Interna	Mujeres	2016	45
26	Cuencas Mineras	Externa	Hombres	2016	184
26	Cuencas Mineras	Externa	Mujeres	2016	144
26	Cuencas Mineras	Interna	Hombres	2016	32
26	Cuencas Mineras	Interna	Mujeres	2016	26
27	Andorra-Sierra de Arcos	Externa	Hombres	2016	169
27	Andorra-Sierra de Arcos	Externa	Mujeres	2016	167
27	Andorra-Sierra de Arcos	Interna	Hombres	2016	9
27	Andorra-Sierra de Arcos	Interna	Mujeres	2016	15
28	Bajo Aragón	Externa	Hombres	2016	504
28	Bajo Aragón	Externa	Mujeres	2016	486
28	Bajo Aragón	Interna	Hombres	2016	75
28	Bajo Aragón	Interna	Mujeres	2016	59
29	Comunidad de Teruel	Externa	Hombres	2016	722
29	Comunidad de Teruel	Externa	Mujeres	2016	628
29	Comunidad de Teruel	Interna	Hombres	2016	163
29	Comunidad de Teruel	Interna	Mujeres	2016	157
30	Maestrazgo	Externa	Hombres	2016	73
30	Maestrazgo	Externa	Mujeres	2016	70
30	Maestrazgo	Interna	Hombres	2016	6
30	Maestrazgo	Interna	Mujeres	2016	7
31	Sierra de Albarracín	Externa	Hombres	2016	111
31	Sierra de Albarracín	Externa	Mujeres	2016	102
31	Sierra de Albarracín	Interna	Hombres	2016	11
31	Sierra de Albarracín	Interna	Mujeres	2016	8
32	Gúdar-Javalambre	Externa	Hombres	2016	214
32	Gúdar-Javalambre	Externa	Mujeres	2016	193
32	Gúdar-Javalambre	Interna	Hombres	2016	22
32	Gúdar-Javalambre	Interna	Mujeres	2016	29
33	Matarraña / Matarranya	Externa	Hombres	2016	143
33	Matarraña / Matarranya	Externa	Mujeres	2016	150
33	Matarraña / Matarranya	Interna	Hombres	2016	28
33	Matarraña / Matarranya	Interna	Mujeres	2016	36
01	La Jacetania	Externa	Hombres	2015	450
01	La Jacetania	Externa	Mujeres	2015	374
01	La Jacetania	Interna	Hombres	2015	50
01	La Jacetania	Interna	Mujeres	2015	59
02	Alto Gállego	Externa	Hombres	2015	275
02	Alto Gállego	Externa	Mujeres	2015	257
02	Alto Gállego	Interna	Hombres	2015	44
02	Alto Gállego	Interna	Mujeres	2015	33
03	Sobrarbe	Externa	Hombres	2015	232
03	Sobrarbe	Externa	Mujeres	2015	193
03	Sobrarbe	Interna	Hombres	2015	34
03	Sobrarbe	Interna	Mujeres	2015	39
04	La Ribagorza	Externa	Hombres	2015	304
04	La Ribagorza	Externa	Mujeres	2015	278
04	La Ribagorza	Interna	Hombres	2015	66
04	La Ribagorza	Interna	Mujeres	2015	50
05	Cinco Villas	Externa	Hombres	2015	408
05	Cinco Villas	Externa	Mujeres	2015	403
05	Cinco Villas	Interna	Hombres	2015	43
05	Cinco Villas	Interna	Mujeres	2015	60
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	2015	908
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	2015	903
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	2015	281
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	2015	288
07	Somontano de Barbastro	Externa	Hombres	2015	315
07	Somontano de Barbastro	Externa	Mujeres	2015	324
07	Somontano de Barbastro	Interna	Hombres	2015	67
07	Somontano de Barbastro	Interna	Mujeres	2015	77
08	Cinca Medio	Externa	Hombres	2015	448
08	Cinca Medio	Externa	Mujeres	2015	306
08	Cinca Medio	Interna	Hombres	2015	30
08	Cinca Medio	Interna	Mujeres	2015	44
09	La Litera / La Llitera	Externa	Hombres	2015	341
09	La Litera / La Llitera	Externa	Mujeres	2015	236
09	La Litera / La Llitera	Interna	Hombres	2015	45
09	La Litera / La Llitera	Interna	Mujeres	2015	42
10	Los Monegros	Externa	Hombres	2015	333
10	Los Monegros	Externa	Mujeres	2015	316
10	Los Monegros	Interna	Hombres	2015	39
10	Los Monegros	Interna	Mujeres	2015	19
11	Bajo Cinca / Baix Cinca	Externa	Hombres	2015	541
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	2015	405
11	Bajo Cinca / Baix Cinca	Interna	Hombres	2015	52
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	2015	43
12	Tarazona y el Moncayo	Externa	Hombres	2015	183
12	Tarazona y el Moncayo	Externa	Mujeres	2015	196
12	Tarazona y el Moncayo	Interna	Hombres	2015	41
12	Tarazona y el Moncayo	Interna	Mujeres	2015	43
13	Campo de Borja	Externa	Hombres	2015	208
13	Campo de Borja	Externa	Mujeres	2015	206
13	Campo de Borja	Interna	Hombres	2015	49
13	Campo de Borja	Interna	Mujeres	2015	43
14	Aranda	Externa	Hombres	2015	101
14	Aranda	Externa	Mujeres	2015	90
14	Aranda	Interna	Hombres	2015	17
14	Aranda	Interna	Mujeres	2015	15
15	Ribera Alta del Ebro	Externa	Hombres	2015	517
15	Ribera Alta del Ebro	Externa	Mujeres	2015	495
15	Ribera Alta del Ebro	Interna	Hombres	2015	58
15	Ribera Alta del Ebro	Interna	Mujeres	2015	67
16	Valdejalón	Externa	Hombres	2015	779
16	Valdejalón	Externa	Mujeres	2015	712
16	Valdejalón	Interna	Hombres	2015	87
16	Valdejalón	Interna	Mujeres	2015	110
17	Central	Externa	Hombres	2015	8668
17	Central	Externa	Mujeres	2015	7117
17	Central	Interna	Hombres	2015	2420
17	Central	Interna	Mujeres	2015	2407
18	Ribera Baja del Ebro	Externa	Hombres	2015	172
18	Ribera Baja del Ebro	Externa	Mujeres	2015	177
18	Ribera Baja del Ebro	Interna	Hombres	2015	11
18	Ribera Baja del Ebro	Interna	Mujeres	2015	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2015	505
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2015	304
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2015	38
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2015	25
20	Comunidad de Calatayud	Externa	Hombres	2015	1143
20	Comunidad de Calatayud	Externa	Mujeres	2015	915
20	Comunidad de Calatayud	Interna	Hombres	2015	191
20	Comunidad de Calatayud	Interna	Mujeres	2015	149
21	Campo de Cariñena	Externa	Hombres	2015	224
21	Campo de Cariñena	Externa	Mujeres	2015	185
21	Campo de Cariñena	Interna	Hombres	2015	33
21	Campo de Cariñena	Interna	Mujeres	2015	24
22	Campo de Belchite	Externa	Hombres	2015	111
22	Campo de Belchite	Externa	Mujeres	2015	119
22	Campo de Belchite	Interna	Hombres	2015	7
22	Campo de Belchite	Interna	Mujeres	2015	5
23	Bajo Martín	Externa	Hombres	2015	116
23	Bajo Martín	Externa	Mujeres	2015	105
23	Bajo Martín	Interna	Hombres	2015	8
23	Bajo Martín	Interna	Mujeres	2015	13
24	Campo de Daroca	Externa	Hombres	2015	148
24	Campo de Daroca	Externa	Mujeres	2015	144
24	Campo de Daroca	Interna	Hombres	2015	16
24	Campo de Daroca	Interna	Mujeres	2015	12
25	Jiloca	Externa	Hombres	2015	256
25	Jiloca	Externa	Mujeres	2015	234
25	Jiloca	Interna	Hombres	2015	56
25	Jiloca	Interna	Mujeres	2015	56
26	Cuencas Mineras	Externa	Hombres	2015	176
26	Cuencas Mineras	Externa	Mujeres	2015	160
26	Cuencas Mineras	Interna	Hombres	2015	18
26	Cuencas Mineras	Interna	Mujeres	2015	17
27	Andorra-Sierra de Arcos	Externa	Hombres	2015	246
27	Andorra-Sierra de Arcos	Externa	Mujeres	2015	223
27	Andorra-Sierra de Arcos	Interna	Hombres	2015	17
27	Andorra-Sierra de Arcos	Interna	Mujeres	2015	12
28	Bajo Aragón	Externa	Hombres	2015	529
28	Bajo Aragón	Externa	Mujeres	2015	512
28	Bajo Aragón	Interna	Hombres	2015	67
28	Bajo Aragón	Interna	Mujeres	2015	66
29	Comunidad de Teruel	Externa	Hombres	2015	638
29	Comunidad de Teruel	Externa	Mujeres	2015	621
29	Comunidad de Teruel	Interna	Hombres	2015	195
29	Comunidad de Teruel	Interna	Mujeres	2015	182
30	Maestrazgo	Externa	Hombres	2015	83
30	Maestrazgo	Externa	Mujeres	2015	70
30	Maestrazgo	Interna	Hombres	2015	1
30	Maestrazgo	Interna	Mujeres	2015	3
31	Sierra de Albarracín	Externa	Hombres	2015	137
31	Sierra de Albarracín	Externa	Mujeres	2015	131
31	Sierra de Albarracín	Interna	Hombres	2015	10
31	Sierra de Albarracín	Interna	Mujeres	2015	5
32	Gúdar-Javalambre	Externa	Hombres	2015	260
32	Gúdar-Javalambre	Externa	Mujeres	2015	223
32	Gúdar-Javalambre	Interna	Hombres	2015	16
32	Gúdar-Javalambre	Interna	Mujeres	2015	26
33	Matarraña / Matarranya	Externa	Hombres	2015	183
33	Matarraña / Matarranya	Externa	Mujeres	2015	142
33	Matarraña / Matarranya	Interna	Hombres	2015	27
33	Matarraña / Matarranya	Interna	Mujeres	2015	21
01	La Jacetania	Externa	Hombres	2014	431
01	La Jacetania	Externa	Mujeres	2014	426
01	La Jacetania	Interna	Hombres	2014	49
01	La Jacetania	Interna	Mujeres	2014	47
02	Alto Gállego	Externa	Hombres	2014	245
02	Alto Gállego	Externa	Mujeres	2014	244
02	Alto Gállego	Interna	Hombres	2014	29
02	Alto Gállego	Interna	Mujeres	2014	51
03	Sobrarbe	Externa	Hombres	2014	136
03	Sobrarbe	Externa	Mujeres	2014	143
03	Sobrarbe	Interna	Hombres	2014	42
03	Sobrarbe	Interna	Mujeres	2014	47
04	La Ribagorza	Externa	Hombres	2014	274
04	La Ribagorza	Externa	Mujeres	2014	233
04	La Ribagorza	Interna	Hombres	2014	66
04	La Ribagorza	Interna	Mujeres	2014	54
05	Cinco Villas	Externa	Hombres	2014	454
05	Cinco Villas	Externa	Mujeres	2014	391
05	Cinco Villas	Interna	Hombres	2014	43
05	Cinco Villas	Interna	Mujeres	2014	45
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	2014	1212
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	2014	1001
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	2014	298
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	2014	292
07	Somontano de Barbastro	Externa	Hombres	2014	289
07	Somontano de Barbastro	Externa	Mujeres	2014	297
07	Somontano de Barbastro	Interna	Hombres	2014	68
07	Somontano de Barbastro	Interna	Mujeres	2014	79
08	Cinca Medio	Externa	Hombres	2014	399
08	Cinca Medio	Externa	Mujeres	2014	363
08	Cinca Medio	Interna	Hombres	2014	48
08	Cinca Medio	Interna	Mujeres	2014	49
09	La Litera / La Llitera	Externa	Hombres	2014	402
09	La Litera / La Llitera	Externa	Mujeres	2014	293
09	La Litera / La Llitera	Interna	Hombres	2014	51
09	La Litera / La Llitera	Interna	Mujeres	2014	41
10	Los Monegros	Externa	Hombres	2014	345
10	Los Monegros	Externa	Mujeres	2014	329
10	Los Monegros	Interna	Hombres	2014	38
10	Los Monegros	Interna	Mujeres	2014	45
11	Bajo Cinca / Baix Cinca	Externa	Hombres	2014	520
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	2014	433
11	Bajo Cinca / Baix Cinca	Interna	Hombres	2014	51
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	2014	45
12	Tarazona y el Moncayo	Externa	Hombres	2014	281
12	Tarazona y el Moncayo	Externa	Mujeres	2014	240
12	Tarazona y el Moncayo	Interna	Hombres	2014	38
12	Tarazona y el Moncayo	Interna	Mujeres	2014	43
13	Campo de Borja	Externa	Hombres	2014	223
13	Campo de Borja	Externa	Mujeres	2014	198
13	Campo de Borja	Interna	Hombres	2014	47
13	Campo de Borja	Interna	Mujeres	2014	39
14	Aranda	Externa	Hombres	2014	89
14	Aranda	Externa	Mujeres	2014	80
14	Aranda	Interna	Hombres	2014	18
14	Aranda	Interna	Mujeres	2014	15
15	Ribera Alta del Ebro	Externa	Hombres	2014	522
15	Ribera Alta del Ebro	Externa	Mujeres	2014	514
15	Ribera Alta del Ebro	Interna	Hombres	2014	75
15	Ribera Alta del Ebro	Interna	Mujeres	2014	66
16	Valdejalón	Externa	Hombres	2014	924
16	Valdejalón	Externa	Mujeres	2014	682
16	Valdejalón	Interna	Hombres	2014	104
16	Valdejalón	Interna	Mujeres	2014	98
17	Central	Externa	Hombres	2014	7992
17	Central	Externa	Mujeres	2014	7024
17	Central	Interna	Hombres	2014	2253
17	Central	Interna	Mujeres	2014	2293
18	Ribera Baja del Ebro	Externa	Hombres	2014	164
18	Ribera Baja del Ebro	Externa	Mujeres	2014	182
18	Ribera Baja del Ebro	Interna	Hombres	2014	9
18	Ribera Baja del Ebro	Interna	Mujeres	2014	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2014	355
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2014	249
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2014	39
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2014	35
20	Comunidad de Calatayud	Externa	Hombres	2014	888
20	Comunidad de Calatayud	Externa	Mujeres	2014	687
20	Comunidad de Calatayud	Interna	Hombres	2014	247
20	Comunidad de Calatayud	Interna	Mujeres	2014	232
21	Campo de Cariñena	Externa	Hombres	2014	247
21	Campo de Cariñena	Externa	Mujeres	2014	205
21	Campo de Cariñena	Interna	Hombres	2014	16
21	Campo de Cariñena	Interna	Mujeres	2014	22
22	Campo de Belchite	Externa	Hombres	2014	109
22	Campo de Belchite	Externa	Mujeres	2014	97
22	Campo de Belchite	Interna	Hombres	2014	8
22	Campo de Belchite	Interna	Mujeres	2014	9
23	Bajo Martín	Externa	Hombres	2014	105
23	Bajo Martín	Externa	Mujeres	2014	104
23	Bajo Martín	Interna	Hombres	2014	9
23	Bajo Martín	Interna	Mujeres	2014	11
24	Campo de Daroca	Externa	Hombres	2014	155
24	Campo de Daroca	Externa	Mujeres	2014	128
24	Campo de Daroca	Interna	Hombres	2014	28
24	Campo de Daroca	Interna	Mujeres	2014	21
25	Jiloca	Externa	Hombres	2014	276
25	Jiloca	Externa	Mujeres	2014	235
25	Jiloca	Interna	Hombres	2014	55
25	Jiloca	Interna	Mujeres	2014	60
26	Cuencas Mineras	Externa	Hombres	2014	180
26	Cuencas Mineras	Externa	Mujeres	2014	140
26	Cuencas Mineras	Interna	Hombres	2014	39
26	Cuencas Mineras	Interna	Mujeres	2014	22
27	Andorra-Sierra de Arcos	Externa	Hombres	2014	279
27	Andorra-Sierra de Arcos	Externa	Mujeres	2014	219
27	Andorra-Sierra de Arcos	Interna	Hombres	2014	14
27	Andorra-Sierra de Arcos	Interna	Mujeres	2014	13
28	Bajo Aragón	Externa	Hombres	2014	461
28	Bajo Aragón	Externa	Mujeres	2014	456
28	Bajo Aragón	Interna	Hombres	2014	82
28	Bajo Aragón	Interna	Mujeres	2014	69
29	Comunidad de Teruel	Externa	Hombres	2014	704
29	Comunidad de Teruel	Externa	Mujeres	2014	603
29	Comunidad de Teruel	Interna	Hombres	2014	143
29	Comunidad de Teruel	Interna	Mujeres	2014	177
30	Maestrazgo	Externa	Hombres	2014	73
30	Maestrazgo	Externa	Mujeres	2014	73
30	Maestrazgo	Interna	Hombres	2014	10
30	Maestrazgo	Interna	Mujeres	2014	7
31	Sierra de Albarracín	Externa	Hombres	2014	135
31	Sierra de Albarracín	Externa	Mujeres	2014	112
