Inscripción CCAA código	Inscripción CCAA nombre	Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Sexo	Personas
02	Aragón	2015	4	Asia	07	Asia	413	Irán	Mujer	2
02	Aragón	2015	4	Asia	07	Asia	414	Israel	Hombre	12
02	Aragón	2015	4	Asia	07	Asia	414	Israel	Mujer	11
02	Aragón	2015	4	Asia	07	Asia	415	Japón	Hombre	23
02	Aragón	2015	4	Asia	07	Asia	415	Japón	Mujer	18
02	Aragón	2015	4	Asia	07	Asia	416	Jordania	Hombre	34
02	Aragón	2015	4	Asia	07	Asia	416	Jordania	Mujer	43
02	Aragón	2015	4	Asia	07	Asia	417	Camboya	Hombre	5
02	Aragón	2015	4	Asia	07	Asia	417	Camboya	Mujer	1
02	Aragón	2015	4	Asia	07	Asia	418	Kuwait	Hombre	4
02	Aragón	2015	4	Asia	07	Asia	418	Kuwait	Mujer	5
02	Aragón	2015	4	Asia	07	Asia	420	Líbano	Hombre	15
02	Aragón	2015	4	Asia	07	Asia	420	Líbano	Mujer	19
02	Aragón	2015	4	Asia	07	Asia	421	Malasia	Hombre	6
02	Aragón	2015	4	Asia	07	Asia	421	Malasia	Mujer	11
02	Aragón	2015	4	Asia	07	Asia	424	Nepal	Mujer	1
02	Aragón	2015	4	Asia	07	Asia	425	Omán	Hombre	1
02	Aragón	2015	4	Asia	07	Asia	426	Pakistán	Hombre	4
02	Aragón	2015	4	Asia	07	Asia	426	Pakistán	Mujer	5
02	Aragón	2015	4	Asia	07	Asia	427	Qatar	Hombre	9
02	Aragón	2015	4	Asia	07	Asia	427	Qatar	Mujer	7
02	Aragón	2015	4	Asia	07	Asia	430	República de Corea	Hombre	4
02	Aragón	2015	4	Asia	07	Asia	430	República de Corea	Mujer	2
02	Aragón	2015	4	Asia	07	Asia	432	Singapur	Hombre	16
02	Aragón	2015	4	Asia	07	Asia	432	Singapur	Mujer	11
02	Aragón	2015	4	Asia	07	Asia	433	Siria	Hombre	19
02	Aragón	2015	4	Asia	07	Asia	433	Siria	Mujer	9
02	Aragón	2015	4	Asia	07	Asia	435	Tailandia	Hombre	13
02	Aragón	2015	4	Asia	07	Asia	435	Tailandia	Mujer	2
02	Aragón	2015	4	Asia	07	Asia	437	Vietnam	Hombre	4
02	Aragón	2015	4	Asia	07	Asia	437	Vietnam	Mujer	2
02	Aragón	2015	4	Asia	07	Asia	442	Azerbaiyan	Hombre	1
02	Aragón	2015	4	Asia	07	Asia	443	Kazajstan	Hombre	2
02	Aragón	2015	4	Asia	07	Asia	499	Países sin relaciones diplomáticas	Hombre	7
02	Aragón	2015	4	Asia	07	Asia	499	Países sin relaciones diplomáticas	Mujer	2
02	Aragón	2015	5	Oceanía	08	Oceanía	501	Australia	Hombre	124
02	Aragón	2015	5	Oceanía	08	Oceanía	501	Australia	Mujer	135
02	Aragón	2015	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Hombre	8
02	Aragón	2015	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Mujer	9
02	Aragón	2015	9	Apátridas y no consta	09	Apátridas y no consta	600	Palestina	Hombre	15
02	Aragón	2015	9	Apátridas y no consta	09	Apátridas y no consta	600	Palestina	Mujer	13
02	Aragón	2016	1	Europa	01	UE-28	102	Austria	Hombre	74
02	Aragón	2016	1	Europa	01	UE-28	102	Austria	Mujer	88
02	Aragón	2016	1	Europa	01	UE-28	103	Bélgica	Hombre	428
02	Aragón	2016	1	Europa	01	UE-28	103	Bélgica	Mujer	454
02	Aragón	2016	1	Europa	01	UE-28	104	Bulgaria	Hombre	3
02	Aragón	2016	1	Europa	01	UE-28	104	Bulgaria	Mujer	3
02	Aragón	2016	1	Europa	01	UE-28	106	Chipre	Hombre	1
02	Aragón	2016	1	Europa	01	UE-28	106	Chipre	Mujer	1
02	Aragón	2016	1	Europa	01	UE-28	107	Dinamarca	Hombre	42
02	Aragón	2016	1	Europa	01	UE-28	107	Dinamarca	Mujer	58
02	Aragón	2016	1	Europa	01	UE-28	109	Finlandia	Hombre	47
02	Aragón	2016	1	Europa	01	UE-28	109	Finlandia	Mujer	29
02	Aragón	2016	1	Europa	01	UE-28	110	Francia	Hombre	3992
02	Aragón	2016	1	Europa	01	UE-28	110	Francia	Mujer	4043
02	Aragón	2016	1	Europa	01	UE-28	111	Grecia	Hombre	22
02	Aragón	2016	1	Europa	01	UE-28	111	Grecia	Mujer	30
02	Aragón	2016	1	Europa	01	UE-28	112	Hungría	Hombre	6
02	Aragón	2016	1	Europa	01	UE-28	112	Hungría	Mujer	8
02	Aragón	2016	1	Europa	01	UE-28	113	Irlanda	Hombre	75
02	Aragón	2016	1	Europa	01	UE-28	113	Irlanda	Mujer	96
02	Aragón	2016	1	Europa	01	UE-28	115	Italia	Hombre	201
02	Aragón	2016	1	Europa	01	UE-28	115	Italia	Mujer	362
02	Aragón	2016	1	Europa	01	UE-28	117	Luxemburgo	Hombre	50
02	Aragón	2016	1	Europa	01	UE-28	117	Luxemburgo	Mujer	64
02	Aragón	2016	1	Europa	01	UE-28	118	Malta	Hombre	4
02	Aragón	2016	1	Europa	01	UE-28	118	Malta	Mujer	4
02	Aragón	2016	1	Europa	01	UE-28	121	Países Bajos	Hombre	196
02	Aragón	2016	1	Europa	01	UE-28	121	Países Bajos	Mujer	258
02	Aragón	2016	1	Europa	01	UE-28	122	Polonia	Hombre	37
02	Aragón	2016	1	Europa	01	UE-28	122	Polonia	Mujer	17
02	Aragón	2016	1	Europa	01	UE-28	123	Portugal	Hombre	74
02	Aragón	2016	1	Europa	01	UE-28	123	Portugal	Mujer	84
02	Aragón	2016	1	Europa	01	UE-28	125	Reino Unido	Hombre	997
02	Aragón	2016	1	Europa	01	UE-28	125	Reino Unido	Mujer	1153
02	Aragón	2016	1	Europa	01	UE-28	126	Alemania	Hombre	1297
02	Aragón	2016	1	Europa	01	UE-28	126	Alemania	Mujer	1380
02	Aragón	2016	1	Europa	01	UE-28	128	Rumanía	Hombre	18
02	Aragón	2016	1	Europa	01	UE-28	128	Rumanía	Mujer	6
02	Aragón	2016	1	Europa	01	UE-28	131	Suecia	Hombre	102
02	Aragón	2016	1	Europa	01	UE-28	131	Suecia	Mujer	78
02	Aragón	2016	1	Europa	01	UE-28	136	Letonia	Hombre	1
02	Aragón	2016	1	Europa	01	UE-28	136	Letonia	Mujer	1
02	Aragón	2016	1	Europa	01	UE-28	141	Estonia	Hombre	1
02	Aragón	2016	1	Europa	01	UE-28	142	Lituania	Hombre	4
02	Aragón	2016	1	Europa	01	UE-28	142	Lituania	Mujer	1
02	Aragón	2016	1	Europa	01	UE-28	143	República Checa	Hombre	22
02	Aragón	2016	1	Europa	01	UE-28	143	República Checa	Mujer	12
02	Aragón	2016	1	Europa	01	UE-28	144	Eslovaquia	Hombre	9
02	Aragón	2016	1	Europa	01	UE-28	144	Eslovaquia	Mujer	1
02	Aragón	2016	1	Europa	01	UE-28	146	Croacia	Hombre	1
02	Aragón	2016	1	Europa	01	UE-28	146	Croacia	Mujer	3
02	Aragón	2016	1	Europa	01	UE-28	147	Eslovenia	Hombre	1
02	Aragón	2016	1	Europa	01	UE-28	147	Eslovenia	Mujer	2
02	Aragón	2016	1	Europa	02	Resto de Europa	101	Albania	Hombre	1
02	Aragón	2016	1	Europa	02	Resto de Europa	114	Islandia	Hombre	3
02	Aragón	2016	1	Europa	02	Resto de Europa	114	Islandia	Mujer	4
02	Aragón	2016	1	Europa	02	Resto de Europa	120	Noruega	Hombre	27
02	Aragón	2016	1	Europa	02	Resto de Europa	120	Noruega	Mujer	28
02	Aragón	2016	1	Europa	02	Resto de Europa	124	Andorra	Hombre	347
02	Aragón	2016	1	Europa	02	Resto de Europa	124	Andorra	Mujer	351
02	Aragón	2016	1	Europa	02	Resto de Europa	132	Suiza	Hombre	498
02	Aragón	2016	1	Europa	02	Resto de Europa	132	Suiza	Mujer	624
02	Aragón	2016	1	Europa	02	Resto de Europa	135	Ucrania	Hombre	6
02	Aragón	2016	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Hombre	2
02	Aragón	2016	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Mujer	1
02	Aragón	2016	1	Europa	02	Resto de Europa	154	Rusia	Hombre	19
02	Aragón	2016	1	Europa	02	Resto de Europa	154	Rusia	Mujer	20
02	Aragón	2016	1	Europa	02	Resto de Europa	157	Serbia	Hombre	3
02	Aragón	2016	1	Europa	02	Resto de Europa	436	Turquía	Hombre	20
02	Aragón	2016	1	Europa	02	Resto de Europa	436	Turquía	Mujer	12
02	Aragón	2016	2	África	03	Magreb	203	Argelia	Hombre	6
02	Aragón	2016	2	África	03	Magreb	203	Argelia	Mujer	7
02	Aragón	2016	2	África	03	Magreb	228	Marruecos	Hombre	68
02	Aragón	2016	2	África	03	Magreb	228	Marruecos	Mujer	62
02	Aragón	2016	2	África	03	Magreb	230	Mauritania	Hombre	8
02	Aragón	2016	2	África	03	Magreb	230	Mauritania	Mujer	1
02	Aragón	2016	2	África	03	Magreb	248	Túnez	Hombre	17
02	Aragón	2016	2	África	03	Magreb	248	Túnez	Mujer	14
02	Aragón	2016	2	África	04	Resto de África	202	Angola	Hombre	6
02	Aragón	2016	2	África	04	Resto de África	202	Angola	Mujer	2
02	Aragón	2016	2	África	04	Resto de África	204	Benin	Hombre	2
02	Aragón	2016	2	África	04	Resto de África	207	Cabo Verde	Hombre	2
02	Aragón	2016	2	África	04	Resto de África	207	Cabo Verde	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	208	Camerún	Hombre	2
02	Aragón	2016	2	África	04	Resto de África	208	Camerún	Mujer	2
02	Aragón	2016	2	África	04	Resto de África	211	Costa de Marfil	Hombre	6
02	Aragón	2016	2	África	04	Resto de África	211	Costa de Marfil	Mujer	6
02	Aragón	2016	2	África	04	Resto de África	213	Egipto	Hombre	3
02	Aragón	2016	2	África	04	Resto de África	213	Egipto	Mujer	4
02	Aragón	2016	2	África	04	Resto de África	214	Etiopía	Hombre	1
02	Aragón	2016	2	África	04	Resto de África	214	Etiopía	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	215	Gabón	Hombre	2
02	Aragón	2016	2	África	04	Resto de África	215	Gabón	Mujer	4
02	Aragón	2016	2	África	04	Resto de África	216	Gambia	Hombre	57
02	Aragón	2016	2	África	04	Resto de África	216	Gambia	Mujer	16
02	Aragón	2016	2	África	04	Resto de África	217	Ghana	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	218	Guinea	Hombre	1
02	Aragón	2016	2	África	04	Resto de África	218	Guinea	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	219	Guinea Bissau	Hombre	3
02	Aragón	2016	2	África	04	Resto de África	219	Guinea Bissau	Mujer	4
02	Aragón	2016	2	África	04	Resto de África	220	Guinea Ecuatorial	Hombre	48
02	Aragón	2016	2	África	04	Resto de África	220	Guinea Ecuatorial	Mujer	46
02	Aragón	2016	2	África	04	Resto de África	221	Kenia	Hombre	3
02	Aragón	2016	2	África	04	Resto de África	221	Kenia	Mujer	7
02	Aragón	2016	2	África	04	Resto de África	225	Madagascar	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	226	Malawi	Hombre	1
02	Aragón	2016	2	África	04	Resto de África	227	Mali	Hombre	5
02	Aragón	2016	2	África	04	Resto de África	227	Mali	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	231	Mozambique	Hombre	2
02	Aragón	2016	2	África	04	Resto de África	231	Mozambique	Mujer	5
02	Aragón	2016	2	África	04	Resto de África	232	Namibia	Hombre	3
02	Aragón	2016	2	África	04	Resto de África	232	Namibia	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	234	Nigeria	Mujer	2
02	Aragón	2016	2	África	04	Resto de África	236	Sudáfrica	Hombre	21
02	Aragón	2016	2	África	04	Resto de África	236	Sudáfrica	Mujer	27
02	Aragón	2016	2	África	04	Resto de África	239	Senegal	Hombre	29
02	Aragón	2016	2	África	04	Resto de África	239	Senegal	Mujer	11
02	Aragón	2016	2	África	04	Resto de África	243	Sudán	Hombre	3
02	Aragón	2016	2	África	04	Resto de África	243	Sudán	Mujer	2
02	Aragón	2016	2	África	04	Resto de África	245	Tanzania	Hombre	1
02	Aragón	2016	2	África	04	Resto de África	245	Tanzania	Mujer	2
02	Aragón	2016	2	África	04	Resto de África	246	Chad	Hombre	1
02	Aragón	2016	2	África	04	Resto de África	246	Chad	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	247	Togo	Hombre	2
02	Aragón	2016	2	África	04	Resto de África	249	Uganda	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	250	Rep. Democrática del Congo	Hombre	1
02	Aragón	2016	2	África	04	Resto de África	250	Rep. Democrática del Congo	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	251	Zambia	Hombre	1
02	Aragón	2016	2	África	04	Resto de África	251	Zambia	Mujer	1
02	Aragón	2016	2	África	04	Resto de África	252	Zimbabwe	Hombre	2
02	Aragón	2016	3	América	05	América del Norte	301	Canadá	Hombre	260
02	Aragón	2016	3	América	05	América del Norte	301	Canadá	Mujer	214
02	Aragón	2016	3	América	05	América del Norte	302	Estados Unidos de América	Hombre	984
02	Aragón	2016	3	América	05	América del Norte	302	Estados Unidos de América	Mujer	1289
02	Aragón	2016	3	América	06	Resto de América	303	México	Hombre	785
02	Aragón	2016	3	América	06	Resto de América	303	México	Mujer	794
02	Aragón	2016	3	América	06	Resto de América	314	Costa Rica	Hombre	58
02	Aragón	2016	3	América	06	Resto de América	314	Costa Rica	Mujer	58
02	Aragón	2016	3	América	06	Resto de América	315	Cuba	Hombre	179
02	Aragón	2016	3	América	06	Resto de América	315	Cuba	Mujer	204
02	Aragón	2016	3	América	06	Resto de América	317	El Salvador	Hombre	15
02	Aragón	2016	3	América	06	Resto de América	317	El Salvador	Mujer	11
02	Aragón	2016	3	América	06	Resto de América	319	Guatemala	Hombre	61
02	Aragón	2016	3	América	06	Resto de América	319	Guatemala	Mujer	60
02	Aragón	2016	3	América	06	Resto de América	320	Haití	Hombre	3
02	Aragón	2016	3	América	06	Resto de América	320	Haití	Mujer	1
02	Aragón	2016	3	América	06	Resto de América	321	Honduras	Hombre	47
02	Aragón	2016	3	América	06	Resto de América	321	Honduras	Mujer	38
02	Aragón	2016	3	América	06	Resto de América	322	Jamaica	Mujer	1
02	Aragón	2016	3	América	06	Resto de América	323	Nicaragua	Hombre	27
02	Aragón	2016	3	América	06	Resto de América	323	Nicaragua	Mujer	14
02	Aragón	2016	3	América	06	Resto de América	324	Panamá	Hombre	135
02	Aragón	2016	3	América	06	Resto de América	324	Panamá	Mujer	134
02	Aragón	2016	3	América	06	Resto de América	326	República Dominicana	Hombre	132
02	Aragón	2016	3	América	06	Resto de América	326	República Dominicana	Mujer	125
02	Aragón	2016	3	América	06	Resto de América	328	Santa Lucia	Hombre	1
02	Aragón	2016	3	América	06	Resto de América	328	Santa Lucia	Mujer	2
02	Aragón	2016	3	América	06	Resto de América	329	San Cristóbal y Nieves	Hombre	1
02	Aragón	2016	3	América	06	Resto de América	340	Argentina	Hombre	2699
02	Aragón	2016	3	América	06	Resto de América	340	Argentina	Mujer	3136
02	Aragón	2016	3	América	06	Resto de América	341	Bolivia	Hombre	91
02	Aragón	2016	3	América	06	Resto de América	341	Bolivia	Mujer	77
02	Aragón	2016	3	América	06	Resto de América	342	Brasil	Hombre	993
02	Aragón	2016	3	América	06	Resto de América	342	Brasil	Mujer	1004
02	Aragón	2016	3	América	06	Resto de América	343	Colombia	Hombre	284
02	Aragón	2016	3	América	06	Resto de América	343	Colombia	Mujer	293
02	Aragón	2016	3	América	06	Resto de América	344	Chile	Hombre	834
02	Aragón	2016	3	América	06	Resto de América	344	Chile	Mujer	776
02	Aragón	2016	3	América	06	Resto de América	345	Ecuador	Hombre	660
02	Aragón	2016	3	América	06	Resto de América	345	Ecuador	Mujer	636
02	Aragón	2016	3	América	06	Resto de América	347	Paraguay	Hombre	108
02	Aragón	2016	3	América	06	Resto de América	347	Paraguay	Mujer	90
02	Aragón	2016	3	América	06	Resto de América	348	Perú	Hombre	257
02	Aragón	2016	3	América	06	Resto de América	348	Perú	Mujer	240
02	Aragón	2016	3	América	06	Resto de América	350	Uruguay	Hombre	195
02	Aragón	2016	3	América	06	Resto de América	350	Uruguay	Mujer	219
02	Aragón	2016	3	América	06	Resto de América	351	Venezuela	Hombre	1066
02	Aragón	2016	3	América	06	Resto de América	351	Venezuela	Mujer	1039
02	Aragón	2016	4	Asia	07	Asia	401	Afganistán	Mujer	1
02	Aragón	2016	4	Asia	07	Asia	402	Arabia Saudí	Hombre	40
02	Aragón	2016	4	Asia	07	Asia	402	Arabia Saudí	Mujer	21
02	Aragón	2016	4	Asia	07	Asia	403	Bahrein	Hombre	1
02	Aragón	2016	4	Asia	07	Asia	403	Bahrein	Mujer	3
02	Aragón	2016	4	Asia	07	Asia	404	Bangladesh	Mujer	2
02	Aragón	2016	4	Asia	07	Asia	407	China	Hombre	55
02	Aragón	2016	4	Asia	07	Asia	407	China	Mujer	24
02	Aragón	2016	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Hombre	34
02	Aragón	2016	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Mujer	30
02	Aragón	2016	4	Asia	07	Asia	409	Filipinas	Hombre	42
02	Aragón	2016	4	Asia	07	Asia	409	Filipinas	Mujer	25
02	Aragón	2016	4	Asia	07	Asia	410	India	Hombre	9
02	Aragón	2016	4	Asia	07	Asia	410	India	Mujer	15
02	Aragón	2016	4	Asia	07	Asia	411	Indonesia	Hombre	8
02	Aragón	2016	4	Asia	07	Asia	411	Indonesia	Mujer	4
02	Aragón	2016	4	Asia	07	Asia	413	Irán	Mujer	2
02	Aragón	2016	4	Asia	07	Asia	414	Israel	Hombre	11
02	Aragón	2016	4	Asia	07	Asia	414	Israel	Mujer	13
02	Aragón	2016	4	Asia	07	Asia	415	Japón	Hombre	30
02	Aragón	2016	4	Asia	07	Asia	415	Japón	Mujer	22
02	Aragón	2016	4	Asia	07	Asia	416	Jordania	Hombre	33
02	Aragón	2016	4	Asia	07	Asia	416	Jordania	Mujer	39
02	Aragón	2016	4	Asia	07	Asia	417	Camboya	Hombre	8
02	Aragón	2016	4	Asia	07	Asia	417	Camboya	Mujer	1
02	Aragón	2016	4	Asia	07	Asia	418	Kuwait	Hombre	4
02	Aragón	2016	4	Asia	07	Asia	418	Kuwait	Mujer	3
02	Aragón	2016	4	Asia	07	Asia	419	Laos	Hombre	1
02	Aragón	2016	4	Asia	07	Asia	420	Líbano	Hombre	17
02	Aragón	2016	4	Asia	07	Asia	420	Líbano	Mujer	19
02	Aragón	2016	4	Asia	07	Asia	421	Malasia	Hombre	7
02	Aragón	2016	4	Asia	07	Asia	421	Malasia	Mujer	10
02	Aragón	2016	4	Asia	07	Asia	424	Nepal	Mujer	1
02	Aragón	2016	4	Asia	07	Asia	425	Omán	Hombre	1
02	Aragón	2016	4	Asia	07	Asia	425	Omán	Mujer	1
02	Aragón	2016	4	Asia	07	Asia	426	Pakistán	Hombre	9
02	Aragón	2016	4	Asia	07	Asia	426	Pakistán	Mujer	10
02	Aragón	2016	4	Asia	07	Asia	427	Qatar	Hombre	20
02	Aragón	2016	4	Asia	07	Asia	427	Qatar	Mujer	11
02	Aragón	2016	4	Asia	07	Asia	430	República de Corea	Hombre	6
02	Aragón	2016	4	Asia	07	Asia	430	República de Corea	Mujer	2
02	Aragón	2016	4	Asia	07	Asia	432	Singapur	Hombre	18
02	Aragón	2016	4	Asia	07	Asia	432	Singapur	Mujer	13
02	Aragón	2016	4	Asia	07	Asia	433	Siria	Hombre	19
02	Aragón	2016	4	Asia	07	Asia	433	Siria	Mujer	7
02	Aragón	2016	4	Asia	07	Asia	435	Tailandia	Hombre	13
02	Aragón	2016	4	Asia	07	Asia	435	Tailandia	Mujer	2
02	Aragón	2016	4	Asia	07	Asia	437	Vietnam	Hombre	4
02	Aragón	2016	4	Asia	07	Asia	437	Vietnam	Mujer	4
02	Aragón	2016	4	Asia	07	Asia	443	Kazajstan	Hombre	3
02	Aragón	2016	4	Asia	07	Asia	499	Países sin relaciones diplomáticas	Hombre	6
02	Aragón	2016	4	Asia	07	Asia	499	Países sin relaciones diplomáticas	Mujer	2
02	Aragón	2016	5	Oceanía	08	Oceanía	501	Australia	Hombre	137
02	Aragón	2016	5	Oceanía	08	Oceanía	501	Australia	Mujer	147
02	Aragón	2016	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Hombre	8
02	Aragón	2016	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Mujer	11
02	Aragón	2016	9	Apátridas y no consta	09	Apátridas y no consta	600	Palestina	Hombre	14
02	Aragón	2016	9	Apátridas y no consta	09	Apátridas y no consta	600	Palestina	Mujer	14
02	Aragón	2017	1	Europa	01	UE-28	102	Austria	Hombre	86
02	Aragón	2017	1	Europa	01	UE-28	102	Austria	Mujer	95
02	Aragón	2017	1	Europa	01	UE-28	103	Bélgica	Hombre	450
02	Aragón	2017	1	Europa	01	UE-28	103	Bélgica	Mujer	475
02	Aragón	2017	1	Europa	01	UE-28	104	Bulgaria	Hombre	4
02	Aragón	2017	1	Europa	01	UE-28	104	Bulgaria	Mujer	3
02	Aragón	2017	1	Europa	01	UE-28	106	Chipre	Hombre	1
02	Aragón	2017	1	Europa	01	UE-28	106	Chipre	Mujer	1
02	Aragón	2017	1	Europa	01	UE-28	107	Dinamarca	Hombre	48
02	Aragón	2017	1	Europa	01	UE-28	107	Dinamarca	Mujer	62
02	Aragón	2017	1	Europa	01	UE-28	109	Finlandia	Hombre	50
02	Aragón	2017	1	Europa	01	UE-28	109	Finlandia	Mujer	29
02	Aragón	2017	1	Europa	01	UE-28	110	Francia	Hombre	4210
02	Aragón	2017	1	Europa	01	UE-28	110	Francia	Mujer	4235
02	Aragón	2017	1	Europa	01	UE-28	111	Grecia	Hombre	25
02	Aragón	2017	1	Europa	01	UE-28	111	Grecia	Mujer	33
02	Aragón	2017	1	Europa	01	UE-28	112	Hungría	Hombre	7
02	Aragón	2017	1	Europa	01	UE-28	112	Hungría	Mujer	7
02	Aragón	2017	1	Europa	01	UE-28	113	Irlanda	Hombre	85
02	Aragón	2017	1	Europa	01	UE-28	113	Irlanda	Mujer	109
02	Aragón	2017	1	Europa	01	UE-28	115	Italia	Hombre	199
02	Aragón	2017	1	Europa	01	UE-28	115	Italia	Mujer	367
02	Aragón	2017	1	Europa	01	UE-28	117	Luxemburgo	Hombre	55
02	Aragón	2017	1	Europa	01	UE-28	117	Luxemburgo	Mujer	64
02	Aragón	2017	1	Europa	01	UE-28	118	Malta	Hombre	5
02	Aragón	2017	1	Europa	01	UE-28	118	Malta	Mujer	3
02	Aragón	2017	1	Europa	01	UE-28	121	Países Bajos	Hombre	201
02	Aragón	2017	1	Europa	01	UE-28	121	Países Bajos	Mujer	269
02	Aragón	2017	1	Europa	01	UE-28	122	Polonia	Hombre	40
02	Aragón	2017	1	Europa	01	UE-28	122	Polonia	Mujer	17
02	Aragón	2017	1	Europa	01	UE-28	123	Portugal	Hombre	80
02	Aragón	2017	1	Europa	01	UE-28	123	Portugal	Mujer	95
02	Aragón	2017	1	Europa	01	UE-28	125	Reino Unido	Hombre	1179
02	Aragón	2017	1	Europa	01	UE-28	125	Reino Unido	Mujer	1319
02	Aragón	2017	1	Europa	01	UE-28	126	Alemania	Hombre	1425
02	Aragón	2017	1	Europa	01	UE-28	126	Alemania	Mujer	1460
02	Aragón	2017	1	Europa	01	UE-28	128	Rumanía	Hombre	17
02	Aragón	2017	1	Europa	01	UE-28	128	Rumanía	Mujer	7
02	Aragón	2017	1	Europa	01	UE-28	131	Suecia	Hombre	113
02	Aragón	2017	1	Europa	01	UE-28	131	Suecia	Mujer	87
02	Aragón	2017	1	Europa	01	UE-28	136	Letonia	Hombre	1
02	Aragón	2017	1	Europa	01	UE-28	141	Estonia	Hombre	2
02	Aragón	2017	1	Europa	01	UE-28	142	Lituania	Hombre	4
02	Aragón	2017	1	Europa	01	UE-28	142	Lituania	Mujer	1
02	Aragón	2017	1	Europa	01	UE-28	143	República Checa	Hombre	24
02	Aragón	2017	1	Europa	01	UE-28	143	República Checa	Mujer	15
02	Aragón	2017	1	Europa	01	UE-28	144	Eslovaquia	Hombre	12
02	Aragón	2017	1	Europa	01	UE-28	144	Eslovaquia	Mujer	1
02	Aragón	2017	1	Europa	01	UE-28	146	Croacia	Hombre	1
02	Aragón	2017	1	Europa	01	UE-28	146	Croacia	Mujer	3
02	Aragón	2017	1	Europa	01	UE-28	147	Eslovenia	Hombre	4
02	Aragón	2017	1	Europa	01	UE-28	147	Eslovenia	Mujer	2
02	Aragón	2017	1	Europa	02	Resto de Europa	114	Islandia	Hombre	3
02	Aragón	2017	1	Europa	02	Resto de Europa	114	Islandia	Mujer	4
02	Aragón	2017	1	Europa	02	Resto de Europa	120	Noruega	Hombre	26
02	Aragón	2017	1	Europa	02	Resto de Europa	120	Noruega	Mujer	35
02	Aragón	2017	1	Europa	02	Resto de Europa	124	Andorra	Hombre	353
02	Aragón	2017	1	Europa	02	Resto de Europa	124	Andorra	Mujer	354
02	Aragón	2017	1	Europa	02	Resto de Europa	132	Suiza	Hombre	533
02	Aragón	2017	1	Europa	02	Resto de Europa	132	Suiza	Mujer	666
02	Aragón	2017	1	Europa	02	Resto de Europa	135	Ucrania	Hombre	7
02	Aragón	2017	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Hombre	2
02	Aragón	2017	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Mujer	1
02	Aragón	2017	1	Europa	02	Resto de Europa	154	Rusia	Hombre	22
02	Aragón	2017	1	Europa	02	Resto de Europa	154	Rusia	Mujer	22
02	Aragón	2017	1	Europa	02	Resto de Europa	157	Serbia	Hombre	2
02	Aragón	2017	1	Europa	02	Resto de Europa	436	Turquía	Hombre	15
02	Aragón	2017	1	Europa	02	Resto de Europa	436	Turquía	Mujer	8
02	Aragón	2017	2	África	03	Magreb	203	Argelia	Hombre	10
02	Aragón	2017	2	África	03	Magreb	203	Argelia	Mujer	7
02	Aragón	2017	2	África	03	Magreb	228	Marruecos	Hombre	79
02	Aragón	2017	2	África	03	Magreb	228	Marruecos	Mujer	70
02	Aragón	2017	2	África	03	Magreb	230	Mauritania	Hombre	7
02	Aragón	2017	2	África	03	Magreb	230	Mauritania	Mujer	1
02	Aragón	2017	2	África	03	Magreb	248	Túnez	Hombre	18
02	Aragón	2017	2	África	03	Magreb	248	Túnez	Mujer	14
02	Aragón	2017	2	África	04	Resto de África	202	Angola	Hombre	6
02	Aragón	2017	2	África	04	Resto de África	202	Angola	Mujer	3
02	Aragón	2017	2	África	04	Resto de África	204	Benin	Hombre	2
02	Aragón	2017	2	África	04	Resto de África	207	Cabo Verde	Hombre	2
02	Aragón	2017	2	África	04	Resto de África	207	Cabo Verde	Mujer	1
02	Aragón	2017	2	África	04	Resto de África	208	Camerún	Hombre	3
02	Aragón	2017	2	África	04	Resto de África	208	Camerún	Mujer	4
02	Aragón	2017	2	África	04	Resto de África	211	Costa de Marfil	Hombre	5
02	Aragón	2017	2	África	04	Resto de África	211	Costa de Marfil	Mujer	6
02	Aragón	2017	2	África	04	Resto de África	213	Egipto	Hombre	4
02	Aragón	2017	2	África	04	Resto de África	213	Egipto	Mujer	7
02	Aragón	2017	2	África	04	Resto de África	214	Etiopía	Hombre	1
02	Aragón	2017	2	África	04	Resto de África	214	Etiopía	Mujer	1
02	Aragón	2017	2	África	04	Resto de África	215	Gabón	Hombre	3
02	Aragón	2017	2	África	04	Resto de África	215	Gabón	Mujer	4
02	Aragón	2017	2	África	04	Resto de África	216	Gambia	Hombre	93
