Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
22139	Laperdiguera	2017	Regadío	17	17	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
22139	Laperdiguera	2017	Secano	1112	972	864	84	24	16	0	0	16	78	0	32	46	46	0	11	29	6
22141	Lascellas-Ponzano	2017	Regadío	5	1	1	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0
22141	Lascellas-Ponzano	2017	Secano	2714	1884	1448	224	212	152	0	7	145	494	378	46	70	184	0	24	149	11
22142	Lascuarre	2017	Regadío	12	6	2	3	1	0	0	0	0	6	6	0	0	0	0	0	0	0
22142	Lascuarre	2017	Secano	3209	836	675	91	70	0	0	0	0	2249	1152	826	271	124	0	16	49	59
22143	Laspaúles	2017	Regadío	33	29	25	4	0	1	1	0	0	3	3	0	0	0	0	0	0	0
22143	Laspaúles	2017	Secano	8101	423	367	56	0	390	390	0	0	7014	2903	712	3399	274	0	92	126	56
22144	Laspuña	2017	Regadío	30	29	17	12	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22144	Laspuña	2017	Secano	4330	320	294	26	0	108	108	0	0	3461	2850	218	393	441	0	318	41	82
22149	Loarre	2017	Regadío	169	168	102	32	34	0	0	0	0	1	1	0	0	0	0	0	0	0
22149	Loarre	2017	Secano	7259	2286	1544	215	527	1603	0	22	1581	2970	1987	382	601	400	0	39	210	151
22150	Loporzano	2017	Regadío	62	57	44	11	2	0	0	0	0	5	5	0	0	0	0	0	0	0
22150	Loporzano	2017	Secano	16915	5088	4058	510	520	6578	0	71	6507	4410	3501	506	403	839	0	392	212	235
22151	Loscorrales	2017	Regadío	435	430	395	10	25	0	0	0	0	5	5	0	0	0	0	0	0	0
22151	Loscorrales	2017	Secano	3583	2716	2204	315	197	247	0	14	233	387	136	88	163	233	0	22	108	103
22155	Monesma y Cajigar	2017	Regadío	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22155	Monesma y Cajigar	2017	Secano	6300	1411	1202	198	11	32	32	0	0	4724	2012	1572	1140	133	0	43	45	45
22156	Monflorite-Lascasas	2017	Regadío	1359	1357	1296	59	2	0	0	0	0	2	2	0	0	0	0	0	0	0
22156	Monflorite-Lascasas	2017	Secano	1542	1008	936	65	7	131	0	10	121	172	16	71	85	231	0	22	107	102
22157	Montanuy	2017	Regadío	11	11	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22157	Montanuy	2017	Secano	17342	629	629	0	0	397	397	0	0	13807	4054	930	8823	2509	0	2021	103	385
22158	Monzón	2017	Regadío	10828	10740	9226	1145	369	0	0	0	0	88	88	0	0	0	0	0	0	0
22158	Monzón	2017	Secano	4714	671	365	238	68	802	0	85	717	1289	272	199	818	1952	0	425	1017	510
22160	Naval	2017	Regadío	14	10	7	3	0	0	0	0	0	4	4	0	0	0	0	0	0	0
22160	Naval	2017	Secano	4743	644	372	114	158	429	0	13	416	3265	3170	74	21	405	0	19	106	280
22162	Novales	2017	Regadío	302	295	232	18	45	0	0	0	0	7	7	0	0	0	0	0	0	0
22162	Novales	2017	Secano	1664	1325	1253	59	13	29	0	1	28	223	46	13	164	87	0	14	58	15
22163	Nueno	2017	Regadío	235	235	191	27	17	0	0	0	0	0	0	0	0	0	0	0	0	0
22163	Nueno	2017	Secano	14515	1308	813	192	303	4891	0	41	4850	7822	6016	563	1243	494	0	125	222	147
22164	Olvena	2017	Regadío	79	79	38	16	25	0	0	0	0	0	0	0	0	0	0	0	0	0
22164	Olvena	2017	Secano	1496	218	35	61	122	431	0	1	430	750	647	94	9	97	0	8	20	69
22165	Ontiñena	2017	Regadío	2718	2718	2081	155	482	0	0	0	0	0	0	0	0	0	0	0	0	0
22165	Ontiñena	2017	Secano	11060	4852	2006	2715	131	3587	0	1975	1612	2066	1509	557	0	555	0	57	345	153
22167	Osso de Cinca	2017	Regadío	2103	2091	937	159	995	0	0	0	0	12	12	0	0	0	0	0	0	0
22167	Osso de Cinca	2017	Secano	655	82	19	46	17	185	0	62	123	58	57	1	0	330	0	119	88	123
22168	Palo	2017	Regadío	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22168	Palo	2017	Secano	1331	269	232	34	3	4	4	0	0	1000	715	177	108	58	0	5	28	25
22170	Panticosa	2017	Regadío	23	5	5	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0
22170	Panticosa	2017	Secano	9658	44	16	28	0	180	180	0	0	4426	1366	122	2938	5008	0	4657	51	300
22172	Peñalba	2017	Regadío	3049	3049	2939	97	13	0	0	0	0	0	0	0	0	0	0	0	0	0
22172	Peñalba	2017	Secano	12615	7700	3634	4060	6	3760	0	962	2798	144	144	0	0	1011	0	113	643	255
22173	Peñas de Riglos (Las)	2017	Regadío	108	107	53	53	1	0	0	0	0	1	1	0	0	0	0	0	0	0
22173	Peñas de Riglos (Las)	2017	Secano	21721	1354	759	523	72	5022	0	82	4940	14555	12905	981	669	790	0	108	261	421
22174	Peralta de Alcofea	2017	Regadío	2514	2514	2334	152	28	0	0	0	0	0	0	0	0	0	0	0	0	0
22174	Peralta de Alcofea	2017	Secano	9133	5839	4974	651	214	1200	0	36	1164	1377	61	113	1203	717	0	115	394	208
22175	Peralta de Calasanz	2017	Regadío	63	62	29	33	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22175	Peralta de Calasanz	2017	Secano	11469	3295	2386	635	274	1964	0	25	1939	5984	1748	3773	463	226	0	28	134	64
22176	Peraltilla	2017	Regadío	137	137	117	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0
22176	Peraltilla	2017	Secano	1472	642	422	102	118	302	0	10	292	414	9	55	350	114	0	18	52	44
22177	Perarrúa	2017	Regadío	124	120	106	12	2	4	4	0	0	0	0	0	0	0	0	0	0	0
22177	Perarrúa	2017	Secano	2924	384	221	122	41	33	33	0	0	2401	1828	72	501	106	0	5	34	67
22178	Pertusa	2017	Regadío	849	848	830	18	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22178	Pertusa	2017	Secano	2074	1497	1330	155	12	97	0	3	94	312	29	72	211	168	0	41	74	53
22181	Piracés	2017	Regadío	725	725	695	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22181	Piracés	2017	Secano	1762	849	791	54	4	290	0	10	280	446	5	46	395	177	0	50	47	80
22182	Plan	2017	Regadío	44	42	40	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
22182	Plan	2017	Secano	9498	104	98	6	0	506	506	0	0	6960	4354	1553	1053	1928	0	1745	61	122
22184	Poleñino	2017	Regadío	2604	2604	2444	149	11	0	0	0	0	0	0	0	0	0	0	0	0	0
22184	Poleñino	2017	Secano	705	82	24	57	1	407	0	191	216	14	13	1	0	202	0	42	82	78
22186	Pozán de Vero	2017	Regadío	24	23	3	20	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22186	Pozán de Vero	2017	Secano	1461	820	434	122	264	181	0	5	176	406	49	305	52	54	0	13	29	12
22187	Puebla de Castro (La)	2017	Regadío	10	10	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22187	Puebla de Castro (La)	2017	Secano	2874	780	457	172	151	31	31	0	0	1658	809	484	365	405	0	18	168	219
22188	Puente de Montañana	2017	Regadío	19	19	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22188	Puente de Montañana	2017	Secano	4856	504	431	72	1	17	17	0	0	4167	1653	1341	1173	168	0	19	61	88
22189	Puértolas	2017	Regadío	26	26	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22189	Puértolas	2017	Secano	9954	146	124	20	2	203	203	0	0	8790	4493	635	3662	815	0	467	87	261
22190	Pueyo de Araguás (El)	2017	Regadío	87	80	77	2	1	6	6	0	0	1	1	0	0	0	0	0	0	0
22190	Pueyo de Araguás (El)	2017	Secano	6219	520	455	53	12	51	51	0	0	5002	2746	1028	1228	646	0	488	50	108
22193	Pueyo de Santa Cruz	2017	Regadío	630	624	506	85	33	0	0	0	0	6	6	0	0	0	0	0	0	0
22193	Pueyo de Santa Cruz	2017	Secano	307	23	10	12	1	40	0	0	40	190	106	4	80	54	0	11	32	11
22195	Quicena	2017	Regadío	214	214	168	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22195	Quicena	2017	Secano	766	216	207	8	1	293	0	1	292	163	7	0	156	94	0	25	39	30
22197	Robres	2017	Regadío	1501	1501	1269	230	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22197	Robres	2017	Secano	4905	2561	1869	643	49	1483	0	536	947	424	367	57	0	437	0	116	189	132
22199	Sabiñánigo	2017	Regadío	371	371	281	66	24	0	0	0	0	0	0	0	0	0	0	0	0	0
22199	Sabiñánigo	2017	Secano	58507	4393	3610	756	27	830	830	0	0	49423	33090	1511	14822	3861	0	1525	1436	900
22200	Sahún	2017	Regadío	3	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
22200	Sahún	2017	Secano	7306	94	79	15	0	194	194	0	0	4911	2075	495	2341	2107	0	1935	57	115
22201	Salas Altas	2017	Regadío	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22201	Salas Altas	2017	Secano	2128	1225	274	185	766	456	0	1	455	369	266	79	24	78	0	10	50	18
22202	Salas Bajas	2017	Regadío	36	36	3	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0
22202	Salas Bajas	2017	Secano	1207	776	231	128	417	56	0	2	54	312	265	20	27	63	0	12	39	12
22203	Salillas	2017	Regadío	910	904	730	52	122	0	0	0	0	6	6	0	0	0	0	0	0	0
22203	Salillas	2017	Secano	1959	950	801	139	10	121	0	5	116	694	20	505	169	194	0	39	77	78
22204	Sallent de Gállego	2017	Regadío	51	38	28	10	0	13	13	0	0	0	0	0	0	0	0	0	0	0
22204	Sallent de Gállego	2017	Secano	16246	174	114	60	0	417	417	0	0	11324	1913	753	8658	4331	0	3725	210	396
22205	San Esteban de Litera	2017	Regadío	2215	2215	2020	132	63	0	0	0	0	0	0	0	0	0	0	0	0	0
22205	San Esteban de Litera	2017	Secano	4990	2267	1920	269	78	627	0	16	611	1689	468	724	497	407	0	147	171	89
22206	Sangarrén	2017	Regadío	2021	2021	1801	204	16	0	0	0	0	0	0	0	0	0	0	0	0	0
22206	Sangarrén	2017	Secano	1203	585	502	82	1	203	0	2	201	180	2	12	166	235	0	35	102	98
22207	San Juan de Plan	2017	Regadío	28	20	20	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0
22207	San Juan de Plan	2017	Secano	5570	149	142	7	0	108	108	0	0	4266	1252	1173	1841	1047	0	907	30	110
22208	Santa Cilia	2017	Regadío	81	77	76	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0
22208	Santa Cilia	2017	Secano	2735	915	846	65	4	12	12	0	0	1476	872	187	417	332	0	55	160	117
22209	Santa Cruz de la Serós	2017	Regadío	69	54	41	13	0	0	0	0	0	15	15	0	0	0	0	0	0	0
22209	Santa Cruz de la Serós	2017	Secano	2658	337	329	7	1	1	1	0	0	2170	1014	987	169	150	0	10	92	48
22212	Santaliestra y San Quílez	2017	Regadío	23	18	7	10	1	5	5	0	0	0	0	0	0	0	0	0	0	0
22212	Santaliestra y San Quílez	2017	Secano	2445	121	57	40	24	5	5	0	0	2218	1681	177	360	101	0	8	38	55
22213	Sariñena	2017	Regadío	14213	14203	12969	995	239	0	0	0	0	10	10	0	0	0	0	0	0	0
22213	Sariñena	2017	Secano	13355	4118	2132	1916	70	5585	0	2564	3021	1219	958	261	0	2433	0	575	935	923
22214	Secastilla	2017	Regadío	5	4	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22214	Secastilla	2017	Secano	4763	455	256	112	87	27	27	0	0	3715	3005	149	561	566	0	17	52	497
22215	Seira	2017	Regadío	3	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
22215	Seira	2017	Secano	6728	110	73	37	0	53	53	0	0	5563	3379	860	1324	1002	0	896	46	60
22217	Sena	2017	Regadío	3771	3758	3366	273	119	0	0	0	0	13	13	0	0	0	0	0	0	0
22217	Sena	2017	Secano	6762	3056	1271	1676	109	2210	0	957	1253	874	873	1	0	622	0	109	243	270
22218	Senés de Alcubierre	2017	Regadío	431	431	366	49	16	0	0	0	0	0	0	0	0	0	0	0	0	0
22218	Senés de Alcubierre	2017	Secano	1576	824	635	173	16	574	0	237	337	49	15	34	0	129	0	16	42	71
22220	Sesa	2017	Regadío	314	313	261	52	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22220	Sesa	2017	Secano	2770	2059	1832	215	12	51	0	3	48	541	175	155	211	119	0	26	61	32
22221	Sesué	2017	Regadío	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
22221	Sesué	2017	Secano	476	88	73	15	0	84	84	0	0	264	141	19	104	40	0	9	18	13
22222	Siétamo	2017	Regadío	83	82	57	20	5	0	0	0	0	1	1	0	0	0	0	0	0	0
22222	Siétamo	2017	Secano	4870	3199	2728	351	120	548	0	6	542	857	234	415	208	266	0	25	180	61
22223	Sopeira	2017	Regadío	2	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22223	Sopeira	2017	Secano	4393	357	268	85	4	72	72	0	0	3570	1693	539	1338	394	0	94	53	247
22225	Tamarite de Litera	2017	Regadío	8085	8083	7321	302	460	0	0	0	0	2	2	0	0	0	0	0	0	0
22225	Tamarite de Litera	2017	Secano	3132	928	612	174	142	728	0	7	721	380	2	94	284	1096	0	496	413	187
22226	Tardienta	2017	Regadío	1159	1143	810	312	21	0	0	0	0	16	16	0	0	0	0	0	0	0
22226	Tardienta	2017	Secano	7917	3904	2928	861	115	3088	0	2606	482	461	369	92	0	464	0	86	242	136
22227	Tella-Sin	2017	Regadío	15	14	12	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
22227	Tella-Sin	2017	Secano	9940	83	67	16	0	182	182	0	0	8732	5148	401	3183	943	0	735	66	142
22228	Tierz	2017	Regadío	315	315	299	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22228	Tierz	2017	Secano	343	147	131	8	8	71	0	0	71	55	0	0	55	70	0	10	32	28
22229	Tolva	2017	Regadío	8	7	0	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0
22229	Tolva	2017	Secano	5912	1552	1291	220	41	14	14	0	0	4137	2209	824	1104	209	0	22	124	63
22230	Torla-Ordesa	2017	Regadío	42	36	29	7	0	6	6	0	0	0	0	0	0	0	0	0	0	0
22230	Torla-Ordesa	2017	Secano	18409	77	66	11	0	324	324	0	0	12848	5770	57	7021	5160	0	4715	96	349
22232	Torralba de Aragón	2017	Regadío	1010	1010	908	95	7	0	0	0	0	0	0	0	0	0	0	0	0	0
22232	Torralba de Aragón	2017	Secano	3069	1007	706	290	11	1816	0	1466	350	64	58	6	0	182	0	25	108	49
22233	Torre la Ribera	2017	Regadío	24	24	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22233	Torre la Ribera	2017	Secano	3415	228	183	44	1	71	71	0	0	2919	1207	232	1480	197	0	25	61	111
22234	Torrente de Cinca	2017	Regadío	679	679	12	130	537	0	0	0	0	0	0	0	0	0	0	0	0	0
22234	Torrente de Cinca	2017	Secano	5082	2195	1017	967	211	2002	0	911	1091	555	283	272	0	330	0	49	176	105
22235	Torres de Alcanadre	2017	Regadío	905	900	879	20	1	0	0	0	0	5	5	0	0	0	0	0	0	0
22235	Torres de Alcanadre	2017	Secano	846	497	443	44	10	72	0	4	68	188	10	7	171	89	0	15	40	34
22236	Torres de Barbués	2017	Regadío	1172	1172	1085	85	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22236	Torres de Barbués	2017	Secano	233	12	11	0	1	33	0	11	22	53	22	0	31	135	0	38	62	35
22239	Tramaced	2017	Regadío	1044	1044	1003	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22239	Tramaced	2017	Secano	540	159	125	32	2	149	0	1	148	128	0	3	125	104	0	33	47	24
22242	Valfarta	2017	Regadío	1509	1509	1428	50	31	0	0	0	0	0	0	0	0	0	0	0	0	0
22242	Valfarta	2017	Secano	1813	907	262	560	85	701	0	610	91	80	80	0	0	125	0	14	85	26
22243	Valle de Bardají	2017	Regadío	33	15	15	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0
22243	Valle de Bardají	2017	Secano	4316	173	172	1	0	26	26	0	0	3523	1883	598	1042	594	0	503	32	59
22244	Valle de Lierp	2017	Regadío	11	10	9	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
22244	Valle de Lierp	2017	Secano	3213	347	310	35	2	19	19	0	0	2502	1403	103	996	345	0	239	68	38
22245	Velilla de Cinca	2017	Regadío	664	661	175	110	376	0	0	0	0	3	3	0	0	0	0	0	0	0
22245	Velilla de Cinca	2017	Secano	1000	70	1	57	12	757	0	62	695	42	40	2	0	131	0	14	53	64
22246	Beranuy	2017	Regadío	8	7	5	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
22246	Beranuy	2017	Secano	6318	159	129	27	3	272	272	0	0	5652	3042	592	2018	235	0	39	118	78
22247	Viacamp y Litera	2017	Regadío	3	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
22247	Viacamp y Litera	2017	Secano	10813	703	584	50	69	16	16	0	0	9176	4699	2747	1730	918	0	72	123	723
22248	Vicién	2017	Regadío	593	593	576	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22248	Vicién	2017	Secano	781	464	450	13	1	139	0	1	138	29	2	0	27	149	0	26	34	89
22249	Villanova	2017	Regadío	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
22249	Villanova	2017	Secano	774	31	28	3	0	87	87	0	0	606	402	52	152	50	0	14	18	18
22250	Villanúa	2017	Regadío	23	22	7	15	0	1	1	0	0	0	0	0	0	0	0	0	0	0
22250	Villanúa	2017	Secano	5838	124	98	26	0	109	109	0	0	5026	3257	337	1432	579	0	382	121	76
22251	Villanueva de Sigena	2017	Regadío	4061	4061	3265	547	249	0	0	0	0	0	0	0	0	0	0	0	0	0
22251	Villanueva de Sigena	2017	Secano	10569	5486	2874	2447	165	3008	0	1138	1870	1395	1375	20	0	680	0	176	271	233
22252	Yebra de Basa	2017	Regadío	36	36	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22252	Yebra de Basa	2017	Secano	9048	310	215	95	0	109	109	0	0	8405	4778	905	2722	224	0	31	130	63
22253	Yésero	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22253	Yésero	2017	Secano	3015	21	15	6	0	38	38	0	0	2792	2016	113	663	164	0	97	20	47
22254	Zaidín	2017	Regadío	6095	6095	2557	1014	2524	0	0	0	0	0	0	0	0	0	0	0	0	0
22254	Zaidín	2017	Secano	3160	373	85	140	148	1663	0	608	1055	84	55	29	0	1040	0	287	330	423
22901	Valle de Hecho	2017	Regadío	105	85	64	21	0	20	20	0	0	0	0	0	0	0	0	0	0	0
22901	Valle de Hecho	2017	Secano	23257	404	283	120	1	450	450	0	0	20254	12420	1907	5927	2149	0	1450	206	493
22902	Puente la Reina de Jaca	2017	Regadío	177	171	157	14	0	0	0	0	0	6	6	0	0	0	0	0	0	0
22902	Puente la Reina de Jaca	2017	Secano	4639	2108	1743	326	39	6	6	0	0	2069	1070	41	958	456	0	80	143	233
22903	San Miguel del Cinca	2017	Regadío	7997	7993	7059	720	214	0	0	0	0	4	4	0	0	0	0	0	0	0
22903	San Miguel del Cinca	2017	Secano	2630	271	71	32	168	471	0	39	432	695	138	8	549	1193	0	146	308	739
22904	Sotonera (La)	2017	Regadío	713	712	345	121	246	0	0	0	0	1	1	0	0	0	0	0	0	0
22904	Sotonera (La)	2017	Secano	15839	9435	7815	646	974	2484	0	19	2465	3270	2068	547	655	650	0	154	308	188
22905	Lupiñén-Ortilla	2017	Regadío	1551	1517	1366	118	33	0	0	0	0	34	34	0	0	0	0	0	0	0
22905	Lupiñén-Ortilla	2017	Secano	9518	6924	6390	399	135	277	0	4	273	1075	331	124	620	1242	0	761	154	327
22906	Santa María de Dulcis	2017	Regadío	51	51	15	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22906	Santa María de Dulcis	2017	Secano	2650	1016	366	275	375	1011	0	5	1006	509	304	145	60	114	0	15	46	53
22907	Aínsa-Sobrarbe	2017	Regadío	304	304	233	67	4	0	0	0	0	0	0	0	0	0	0	0	0	0
22907	Aínsa-Sobrarbe	2017	Secano	28213	3765	3076	576	113	227	227	0	0	21915	9954	2125	9836	2306	0	347	437	1522
22908	Hoz y Costeán	2017	Regadío	30	30	12	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0
22908	Hoz y Costeán	2017	Secano	5751	1833	933	308	592	1276	0	10	1266	2509	779	1652	78	133	0	22	90	21
22909	Vencillón	2017	Regadío	812	809	748	19	42	0	0	0	0	3	3	0	0	0	0	0	0	0
22909	Vencillón	2017	Secano	185	0	0	0	0	21	0	1	20	55	38	0	17	109	0	59	40	10
44001	Ababuj	2017	Regadío	19	19	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44001	Ababuj	2017	Secano	5386	1984	1221	763	0	2930	0	2789	141	341	340	1	0	131	0	10	69	52
44002	Abejuela	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44002	Abejuela	2017	Secano	8673	292	82	79	131	1658	0	1212	446	6401	3472	2929	0	322	0	11	210	101
44003	Aguatón	2017	Regadío	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44003	Aguatón	2017	Secano	2201	550	284	261	5	102	0	2	100	1483	494	302	687	66	0	1	30	35
44004	Aguaviva	2017	Regadío	423	421	282	127	12	0	0	0	0	2	2	0	0	0	0	0	0	0
44004	Aguaviva	2017	Secano	3732	821	332	425	64	2196	0	1301	895	496	364	132	0	219	0	62	81	76
44005	Aguilar del Alfambra	2017	Regadío	80	80	70	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44005	Aguilar del Alfambra	2017	Secano	3891	1168	612	551	5	2350	0	2031	319	218	217	1	0	155	0	2	70	83
44006	Alacón	2017	Regadío	107	107	20	69	18	0	0	0	0	0	0	0	0	0	0	0	0	0
44006	Alacón	2017	Secano	4655	1774	742	880	152	2453	0	532	1921	295	236	59	0	133	0	19	81	33
44007	Alba	2017	Regadío	904	902	482	416	4	0	0	0	0	2	2	0	0	0	0	0	0	0
44007	Alba	2017	Secano	6094	1685	850	826	9	2968	0	13	2955	1183	2	0	1181	258	0	23	156	79
44008	Albalate del Arzobispo	2017	Regadío	670	670	53	280	337	0	0	0	0	0	0	0	0	0	0	0	0	0
44008	Albalate del Arzobispo	2017	Secano	19940	9549	3374	4277	1898	5210	0	2173	3037	4690	4260	430	0	491	0	105	328	58
44009	Albarracín	2017	Regadío	81	81	44	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44009	Albarracín	2017	Secano	45211	4029	2295	1374	360	9029	0	7486	1543	31664	17766	13898	0	489	0	72	358	59
44010	Albentosa	2017	Regadío	94	94	46	9	39	0	0	0	0	0	0	0	0	0	0	0	0	0
44010	Albentosa	2017	Secano	6813	1357	322	468	567	2299	0	1428	871	2576	2176	400	0	581	0	46	479	56
44011	Alcaine	2017	Regadío	24	24	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44011	Alcaine	2017	Secano	5768	758	246	510	2	3685	0	3557	128	1041	388	653	0	284	0	17	53	214
44012	Alcalá de la Selva	2017	Regadío	36	34	6	28	0	2	2	0	0	0	0	0	0	0	0	0	0	0
44012	Alcalá de la Selva	2017	Secano	10427	595	391	204	0	2925	0	2246	679	6272	5509	763	0	635	0	9	567	59
44013	Alcañiz	2017	Regadío	7295	7261	4256	897	2108	0	0	0	0	34	34	0	0	0	0	0	0	0
44013	Alcañiz	2017	Secano	39853	17234	6017	6548	4669	11790	0	4588	7202	8064	2932	5132	0	2765	0	779	1353	633
44014	Alcorisa	2017	Regadío	327	327	85	154	88	0	0	0	0	0	0	0	0	0	0	0	0	0
44014	Alcorisa	2017	Secano	11793	5411	1896	1897	1618	4321	0	2909	1412	1591	1301	290	0	470	0	100	349	21
44016	Alfambra	2017	Regadío	392	361	297	59	5	0	0	0	0	31	31	0	0	0	0	0	0	0
44016	Alfambra	2017	Secano	11853	6009	2997	2889	123	4105	0	1062	3043	1225	611	614	0	514	0	76	227	211
44017	Aliaga	2017	Regadío	55	54	8	46	0	0	0	0	0	1	1	0	0	0	0	0	0	0
44017	Aliaga	2017	Secano	19374	1680	945	663	72	10851	0	8316	2535	6415	4385	2030	0	428	0	74	241	113
44018	Almohaja	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44018	Almohaja	2017	Secano	2555	417	228	188	1	899	0	666	233	1169	34	1135	0	70	0	4	49	17
44019	Alobras	2017	Regadío	6	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44019	Alobras	2017	Secano	3046	338	152	186	0	880	0	298	582	1763	525	1238	0	65	0	4	38	23
44020	Alpeñés	2017	Regadío	15	15	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44020	Alpeñés	2017	Secano	2810	935	536	397	2	411	0	17	394	1395	373	7	1015	69	0	9	42	18
44021	Allepuz	2017	Regadío	50	50	24	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44021	Allepuz	2017	Secano	6684	1031	544	477	10	4096	0	3055	1041	1342	814	528	0	215	0	15	163	37
44022	Alloza	2017	Regadío	85	85	21	44	20	0	0	0	0	0	0	0	0	0	0	0	0	0
44022	Alloza	2017	Secano	8018	2662	731	882	1049	2809	0	1212	1597	2177	1354	823	0	370	0	160	187	23
44023	Allueva	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44023	Allueva	2017	Secano	1874	437	252	185	0	133	0	1	132	1271	680	27	564	33	0	1	18	14
44024	Anadón	2017	Regadío	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44024	Anadón	2017	Secano	2460	338	176	162	0	1595	0	1329	266	487	418	69	0	40	0	1	39	0
44025	Andorra	2017	Regadío	69	69	15	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0
44025	Andorra	2017	Secano	14118	7222	3027	3365	830	3805	0	2164	1641	1746	1644	102	0	1345	0	285	1058	2
44026	Arcos de las Salinas	2017	Regadío	85	85	18	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44026	Arcos de las Salinas	2017	Secano	11104	118	79	32	7	5472	0	3229	2243	5253	1770	3483	0	261	0	17	139	105
44027	Arens de Lledó	2017	Regadío	20	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44027	Arens de Lledó	2017	Secano	3395	983	62	155	766	494	0	42	452	1814	1791	23	0	104	0	10	45	49
44028	Argente	2017	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44028	Argente	2017	Secano	6245	3817	2611	1198	8	222	0	10	212	2019	17	358	1644	187	0	5	153	29
44029	Ariño	2017	Regadío	135	135	24	99	12	0	0	0	0	0	0	0	0	0	0	0	0	0
44029	Ariño	2017	Secano	8077	699	327	219	153	3976	0	2802	1174	2438	2438	0	0	964	0	770	113	81
44031	Azaila	2017	Regadío	208	208	15	182	11	0	0	0	0	0	0	0	0	0	0	0	0	0
