Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
44262	Villarroya de los Pinares	2009	Secano	6625	497	329	168	0	2986	340	192	2454	3071	2089	164	818	71	0	2	61	8
44263	Villastar	2009	Regadío	144	144	97	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0
44263	Villastar	2009	Secano	3747	771	323	435	13	1666	0	147	1519	1179	549	124	506	131	0	11	77	43
44264	Villel	2009	Regadío	259	259	94	160	5	0	0	0	0	0	0	0	0	0	0	0	0	0
44264	Villel	2009	Secano	8236	430	139	177	114	4187	0	614	3573	3407	1645	571	1191	212	0	13	102	97
44265	Vinaceite	2009	Regadío	142	142	60	43	39	0	0	0	0	0	0	0	0	0	0	0	0	0
44265	Vinaceite	2009	Secano	4875	4333	2466	1834	33	239	0	29	210	77	6	1	70	226	0	43	89	94
44266	Visiedo	2009	Regadío	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44266	Visiedo	2009	Secano	5567	3502	2028	1474	0	1329	0	759	570	566	15	361	190	170	0	10	138	22
44267	Vivel del Río Martín	2009	Regadío	99	99	64	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44267	Vivel del Río Martín	2009	Secano	5023	1353	681	664	8	1482	0	178	1304	2061	1475	151	435	127	0	15	76	36
44268	Zoma (La)	2009	Regadío	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44268	Zoma (La)	2009	Secano	1451	158	26	132	0	442	0	78	364	836	649	66	121	15	0	0	14	1
50001	Abanto	2009	Regadío	91	91	81	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50001	Abanto	2009	Secano	6293	1329	993	273	63	2436	0	445	1991	2370	1298	434	638	158	0	19	92	47
50002	Acered	2009	Regadío	4	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50002	Acered	2009	Secano	3036	1189	104	117	968	1097	0	436	661	652	72	412	168	98	0	2	56	40
50003	Agón	2009	Regadío	621	621	289	112	220	0	0	0	0	0	0	0	0	0	0	0	0	0
50003	Agón	2009	Secano	1234	861	340	320	201	244	0	36	208	36	1	0	35	93	0	29	41	23
50004	Aguarón	2009	Regadío	272	272	29	2	241	0	0	0	0	0	0	0	0	0	0	0	0	0
50004	Aguarón	2009	Secano	3389	1402	181	69	1152	717	0	92	625	1095	1033	21	41	175	0	13	111	51
50005	Aguilón	2009	Regadío	11	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
50005	Aguilón	2009	Secano	5934	3715	1884	1664	167	1099	0	73	1026	1005	705	10	290	115	0	16	81	18
50006	Ainzón	2009	Regadío	341	339	59	41	239	0	0	0	0	2	2	0	0	0	0	0	0	0
50006	Ainzón	2009	Secano	3705	2320	375	317	1628	992	0	23	969	242	25	3	214	151	0	31	97	23
50007	Aladrén	2009	Regadío	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
50007	Aladrén	2009	Secano	2103	268	76	59	133	1034	0	182	852	703	325	148	230	98	0	3	95	0
50008	Alagón	2009	Regadío	1484	1463	1431	0	32	0	0	0	0	21	21	0	0	0	0	0	0	0
50008	Alagón	2009	Secano	938	140	12	128	0	49	0	7	42	160	143	3	14	589	0	40	335	214
50009	Alarba	2009	Regadío	12	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
50009	Alarba	2009	Secano	1888	1003	45	197	761	345	0	146	199	452	380	6	66	88	0	4	48	36
50010	Alberite de San Juan	2009	Regadío	152	152	9	7	136	0	0	0	0	0	0	0	0	0	0	0	0	0
50010	Alberite de San Juan	2009	Secano	971	476	120	198	158	364	0	8	356	81	1	0	80	50	0	9	32	9
50011	Albeta	2009	Regadío	49	49	4	5	40	0	0	0	0	0	0	0	0	0	0	0	0	0
50011	Albeta	2009	Secano	216	111	8	77	26	57	0	0	57	26	7	0	19	22	0	9	12	1
50012	Alborge	2009	Regadío	138	138	87	3	48	0	0	0	0	0	0	0	0	0	0	0	0	0
50012	Alborge	2009	Secano	346	97	31	64	2	107	0	10	97	76	31	4	41	66	0	4	20	42
50013	Alcalá de Ebro	2009	Regadío	490	486	470	16	0	0	0	0	0	4	4	0	0	0	0	0	0	0
50013	Alcalá de Ebro	2009	Secano	487	58	0	58	0	47	0	5	42	245	231	0	14	137	0	13	39	85
50014	Alcalá de Moncayo	2009	Regadío	111	111	75	12	24	0	0	0	0	0	0	0	0	0	0	0	0	0
50014	Alcalá de Moncayo	2009	Secano	1264	379	121	165	93	550	0	21	529	271	125	0	146	64	0	4	32	28
50015	Alconchel de Ariza	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50015	Alconchel de Ariza	2009	Secano	3485	2037	1291	746	0	889	0	292	597	434	9	275	150	125	0	10	99	16
50016	Aldehuela de Liestos	2009	Regadío	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50016	Aldehuela de Liestos	2009	Secano	3802	934	755	177	2	1526	0	718	808	1253	296	691	266	89	0	3	55	31
50017	Alfajarín	2009	Regadío	1107	1107	1073	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50017	Alfajarín	2009	Secano	12650	6013	3507	2464	42	4093	0	13	4080	2013	653	0	1360	531	0	38	467	26
50018	Alfamén	2009	Regadío	3385	3385	1482	61	1842	0	0	0	0	0	0	0	0	0	0	0	0	0
50018	Alfamén	2009	Secano	6818	5287	2204	2105	978	1068	0	13	1055	189	46	0	143	274	0	32	209	33
50019	Alforque	2009	Regadío	98	98	92	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50019	Alforque	2009	Secano	964	422	210	209	3	327	0	5	322	124	17	0	107	91	0	2	32	57
50020	Alhama de Aragón	2009	Regadío	34	34	13	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0
50020	Alhama de Aragón	2009	Secano	3080	559	115	357	87	1205	0	126	1079	1119	365	394	360	197	0	58	130	9
50021	Almochuel	2009	Regadío	63	63	37	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0
50021	Almochuel	2009	Secano	3137	2674	1421	1246	7	271	0	2	269	54	0	0	54	138	0	5	73	60
50022	Almolda (La)	2009	Regadío	362	356	354	2	0	0	0	0	0	6	6	0	0	0	0	0	0	0
50022	Almolda (La)	2009	Secano	12419	9238	4688	4443	107	1755	0	91	1664	679	167	52	460	747	0	24	603	120
50023	Almonacid de la Cuba	2009	Regadío	181	181	11	4	166	0	0	0	0	0	0	0	0	0	0	0	0	0
50023	Almonacid de la Cuba	2009	Secano	5341	3484	1674	1614	196	1308	0	25	1283	399	22	0	377	150	0	24	97	29
50024	Almonacid de la Sierra	2009	Regadío	1585	1585	497	112	976	0	0	0	0	0	0	0	0	0	0	0	0	0
50024	Almonacid de la Sierra	2009	Secano	3827	1829	210	242	1377	1123	0	33	1090	675	488	15	172	200	0	56	109	35
50025	Almunia de Doña Godina (La)	2009	Regadío	2573	2568	517	36	2015	0	0	0	0	5	5	0	0	0	0	0	0	0
50025	Almunia de Doña Godina (La)	2009	Secano	3087	657	29	300	328	1230	0	51	1179	691	578	3	110	509	0	159	291	59
50026	Alpartir	2009	Regadío	20	20	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
50026	Alpartir	2009	Secano	2684	715	19	4	692	664	0	131	533	1194	837	101	256	111	0	18	52	41
50027	Ambel	2009	Regadío	278	278	64	19	195	0	0	0	0	0	0	0	0	0	0	0	0	0
50027	Ambel	2009	Secano	5867	1703	608	765	330	1902	0	448	1454	2182	1355	410	417	80	0	7	69	4
50028	Anento	2009	Regadío	11	11	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50028	Anento	2009	Secano	2141	1102	902	164	36	770	0	17	753	215	86	10	119	54	0	2	47	5
50029	Aniñón	2009	Regadío	108	108	3	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0
50029	Aniñón	2009	Secano	5137	1806	35	103	1668	1322	0	79	1243	1869	1025	430	414	140	0	12	76	52
50030	Añón de Moncayo	2009	Regadío	81	81	51	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0
50030	Añón de Moncayo	2009	Secano	6338	450	106	325	19	2762	0	1081	1681	2954	1353	1041	560	172	0	8	111	53
50031	Aranda de Moncayo	2009	Regadío	52	52	25	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0
50031	Aranda de Moncayo	2009	Secano	9068	1239	298	855	86	3936	0	929	3007	3571	1851	718	1002	322	0	55	83	184
50032	Arándiga	2009	Regadío	146	146	27	5	114	0	0	0	0	0	0	0	0	0	0	0	0	0
50032	Arándiga	2009	Secano	4880	790	116	450	224	3101	0	126	2975	781	10	3	768	208	0	21	112	75
50033	Ardisa	2009	Regadío	176	176	161	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0
50033	Ardisa	2009	Secano	2552	587	347	183	57	821	0	136	685	1054	706	134	214	90	0	4	28	58
50034	Ariza	2009	Regadío	414	414	355	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50034	Ariza	2009	Secano	9894	3934	2513	1384	37	2673	0	824	1849	2541	1341	686	514	746	0	15	451	280
50035	Artieda	2009	Regadío	78	78	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50035	Artieda	2009	Secano	1279	476	428	48	0	373	0	200	173	314	72	199	43	116	0	40	20	56
50036	Asín	2009	Regadío	48	48	43	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50036	Asín	2009	Secano	1799	612	460	137	15	800	0	68	732	348	37	67	244	39	0	1	28	10
50037	Atea	2009	Regadío	4	2	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0
50037	Atea	2009	Secano	3461	1411	635	223	553	1071	0	117	954	866	560	79	227	113	0	4	69	40
50038	Ateca	2009	Regadío	205	199	51	32	116	0	0	0	0	6	6	0	0	0	0	0	0	0
50038	Ateca	2009	Secano	8266	1756	498	879	379	3830	0	214	3616	2400	1260	35	1105	280	0	40	160	80
50039	Azuara	2009	Regadío	476	475	242	204	29	0	0	0	0	1	1	0	0	0	0	0	0	0
50039	Azuara	2009	Secano	16104	11440	5831	5330	279	2672	0	143	2529	1432	595	102	735	560	0	34	296	230
50040	Badules	2009	Regadío	35	35	32	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50040	Badules	2009	Secano	1974	1205	889	316	0	511	0	39	472	185	1	36	148	73	0	3	52	18
50041	Bagüés	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50041	Bagüés	2009	Secano	3072	184	128	56	0	1046	0	369	677	1769	1179	364	226	73	0	2	34	37
50042	Balconchán	2009	Regadío	21	21	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50042	Balconchán	2009	Secano	1919	704	419	238	47	762	0	67	695	391	157	2	232	62	0	1	36	25
50043	Bárboles	2009	Regadío	877	874	720	5	149	0	0	0	0	3	3	0	0	0	0	0	0	0
50043	Bárboles	2009	Secano	689	279	108	114	57	153	0	9	144	34	16	3	15	223	0	120	65	38
50044	Bardallur	2009	Regadío	249	248	181	18	49	0	0	0	0	1	1	0	0	0	0	0	0	0
50044	Bardallur	2009	Secano	2483	1036	511	432	93	1002	0	74	928	279	29	4	246	166	0	28	96	42
50045	Belchite	2009	Regadío	2539	2539	758	329	1452	0	0	0	0	0	0	0	0	0	0	0	0	0
50045	Belchite	2009	Secano	24823	17715	11382	6037	296	4574	0	77	4497	1623	426	32	1165	911	0	109	542	260
50046	Belmonte de Gracián	2009	Regadío	103	103	14	4	85	0	0	0	0	0	0	0	0	0	0	0	0	0
50046	Belmonte de Gracián	2009	Secano	4261	1196	272	410	514	1523	0	137	1386	1414	857	112	445	128	0	6	67	55
50047	Berdejo	2009	Regadío	8	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50047	Berdejo	2009	Secano	1931	379	185	192	2	753	0	270	483	767	365	241	161	32	0	1	22	9
50048	Berrueco	2009	Regadío	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50048	Berrueco	2009	Secano	1949	870	741	129	0	296	0	180	116	311	126	146	39	472	0	5	35	432
50050	Bijuesca	2009	Regadío	161	161	26	128	7	0	0	0	0	0	0	0	0	0	0	0	0	0
50050	Bijuesca	2009	Secano	5546	1633	738	869	26	2221	0	407	1814	1584	882	191	511	108	0	5	41	62
50051	Biota	2009	Regadío	3971	3960	3713	243	4	0	0	0	0	11	11	0	0	0	0	0	0	0
50051	Biota	2009	Secano	8909	4847	4020	707	120	2769	0	19	2750	576	138	0	438	717	0	65	338	314
50052	Bisimbre	2009	Regadío	371	371	160	143	68	0	0	0	0	0	0	0	0	0	0	0	0	0
50052	Bisimbre	2009	Secano	751	383	140	207	36	260	0	14	246	37	1	0	36	71	0	29	30	12
50053	Boquiñeni	2009	Regadío	809	784	718	32	34	0	0	0	0	25	25	0	0	0	0	0	0	0
50053	Boquiñeni	2009	Secano	1068	324	131	193	0	436	0	18	418	95	70	2	23	213	0	42	96	75
50054	Bordalba	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50054	Bordalba	2009	Secano	4158	2557	1932	618	7	905	0	89	816	573	283	21	269	123	0	3	59	61
50055	Borja	2009	Regadío	1905	1904	429	377	1098	0	0	0	0	1	1	0	0	0	0	0	0	0
50055	Borja	2009	Secano	8816	2844	647	760	1437	3091	0	245	2846	2381	1598	115	668	500	0	200	240	60
50056	Botorrita	2009	Regadío	163	161	113	40	8	0	0	0	0	2	2	0	0	0	0	0	0	0
50056	Botorrita	2009	Secano	1818	802	440	340	22	622	0	5	617	187	15	1	171	207	0	24	138	45
50057	Brea de Aragón	2009	Regadío	7	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
50057	Brea de Aragón	2009	Secano	1336	241	0	160	81	774	0	11	763	226	4	0	222	95	0	14	68	13
50058	Bubierca	2009	Regadío	74	74	10	53	11	0	0	0	0	0	0	0	0	0	0	0	0	0
50058	Bubierca	2009	Secano	2880	104	41	45	18	1632	0	68	1564	1027	500	49	478	117	0	26	47	44
50059	Bujaraloz	2009	Regadío	1455	1455	1452	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
50059	Bujaraloz	2009	Secano	10637	8213	3955	4253	5	1285	0	45	1240	263	3	0	260	876	0	169	584	123
50060	Bulbuente	2009	Regadío	257	256	22	23	211	0	0	0	0	1	1	0	0	0	0	0	0	0
50060	Bulbuente	2009	Secano	2285	932	261	169	502	981	0	71	910	289	30	32	227	83	0	33	47	3
50061	Bureta	2009	Regadío	283	282	54	65	163	0	0	0	0	1	1	0	0	0	0	0	0	0
50061	Bureta	2009	Secano	908	516	115	191	210	265	0	13	252	67	12	0	55	60	0	18	40	2
50062	Burgo de Ebro (El)	2009	Regadío	1205	1185	1072	101	12	0	0	0	0	20	20	0	0	0	0	0	0	0
50062	Burgo de Ebro (El)	2009	Secano	1271	71	64	7	0	368	0	12	356	106	55	0	51	726	0	68	402	256
50063	Buste (El)	2009	Regadío	12	12	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0
50063	Buste (El)	2009	Secano	749	328	66	111	151	286	0	23	263	78	3	13	62	57	0	33	24	0
50064	Cabañas de Ebro	2009	Regadío	535	511	507	2	2	0	0	0	0	24	24	0	0	0	0	0	0	0
50064	Cabañas de Ebro	2009	Secano	311	0	0	0	0	23	0	7	16	136	131	0	5	152	0	38	55	59
50065	Cabolafuente	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50065	Cabolafuente	2009	Secano	3924	2225	1328	849	48	1112	0	2	1110	393	76	0	317	194	0	19	115	60
50066	Cadrete	2009	Regadío	56	56	30	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0
50066	Cadrete	2009	Secano	1130	62	27	35	0	589	0	4	585	168	4	3	161	311	0	52	238	21
50067	Calatayud	2009	Regadío	1014	1010	321	195	494	0	0	0	0	4	4	0	0	0	0	0	0	0
50067	Calatayud	2009	Secano	14407	1302	380	615	307	6724	0	849	5875	4729	2415	687	1627	1652	0	491	950	211
50068	Calatorao	2009	Regadío	1685	1680	589	117	974	0	0	0	0	5	5	0	0	0	0	0	0	0
50068	Calatorao	2009	Secano	3130	1822	696	913	213	867	0	30	837	57	19	0	38	384	0	97	249	38
50069	Calcena	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50069	Calcena	2009	Secano	6474	9	0	9	0	3781	0	983	2798	2579	772	891	916	105	0	2	59	44
50070	Calmarza	2009	Regadío	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50070	Calmarza	2009	Secano	2813	996	809	178	9	1239	0	57	1182	521	131	11	379	57	0	4	44	9
50071	Campillo de Aragón	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50071	Campillo de Aragón	2009	Secano	3686	2291	1825	452	14	1007	0	2	1005	315	0	0	315	73	0	6	64	3
50072	Carenas	2009	Regadío	7	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
50072	Carenas	2009	Secano	3115	109	0	41	68	1389	0	3	1386	1225	793	2	430	392	0	5	55	332
50073	Cariñena	2009	Regadío	1985	1985	197	30	1758	0	0	0	0	0	0	0	0	0	0	0	0	0
50073	Cariñena	2009	Secano	6265	4832	853	787	3192	680	0	10	670	102	47	0	55	651	0	147	392	112
50074	Caspe	2009	Regadío	6912	6908	2956	610	3342	0	0	0	0	4	4	0	0	0	0	0	0	0
50074	Caspe	2009	Secano	43396	15965	7261	6900	1804	13743	0	1811	11932	7654	2207	1685	3762	6034	0	255	1302	4477
50075	Castejón de Alarba	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50075	Castejón de Alarba	2009	Secano	1760	775	203	196	376	529	0	28	501	398	228	3	167	58	0	3	36	19
50076	Castejón de las Armas	2009	Regadío	14	14	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0
50076	Castejón de las Armas	2009	Secano	1605	147	0	99	48	1016	0	3	1013	330	4	1	325	112	0	13	58	41
50077	Castejón de Valdejasa	2009	Regadío	61	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50077	Castejón de Valdejasa	2009	Secano	9950	3896	1984	1788	124	1883	0	415	1468	4004	3125	390	489	167	0	49	84	34
50078	Castiliscar	2009	Regadío	1248	1248	1007	240	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50078	Castiliscar	2009	Secano	2820	863	697	153	13	1236	0	26	1210	479	128	0	351	242	0	15	90	137
50079	Cervera de la Cañada	2009	Regadío	96	96	23	13	60	0	0	0	0	0	0	0	0	0	0	0	0	0
50079	Cervera de la Cañada	2009	Secano	2825	1721	305	664	752	720	0	277	443	129	10	0	119	255	0	84	49	122
50080	Cerveruela	2009	Regadío	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50080	Cerveruela	2009	Secano	2336	99	37	54	8	682	0	74	608	1468	1202	63	203	87	0	6	45	36
50081	Cetina	2009	Regadío	385	385	339	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50081	Cetina	2009	Secano	7523	3347	1806	1487	54	2473	0	932	1541	1371	248	718	405	332	0	28	198	106
50082	Cimballa	2009	Regadío	44	44	39	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50082	Cimballa	2009	Secano	3151	626	422	190	14	1636	0	193	1443	817	185	178	454	72	0	4	52	16
50083	Cinco Olivas	2009	Regadío	82	82	73	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
50083	Cinco Olivas	2009	Secano	143	35	13	22	0	47	0	2	45	15	6	0	9	46	0	3	14	29
50084	Clarés de Ribota	2009	Regadío	8	8	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50084	Clarés de Ribota	2009	Secano	1062	570	165	288	117	75	0	35	40	368	241	3	124	49	0	2	32	15
50085	Codo	2009	Regadío	408	408	205	160	43	0	0	0	0	0	0	0	0	0	0	0	0	0
50085	Codo	2009	Secano	728	297	181	106	10	304	0	32	272	44	0	0	44	83	0	7	47	29
50086	Codos	2009	Regadío	69	69	4	7	58	0	0	0	0	0	0	0	0	0	0	0	0	0
50086	Codos	2009	Secano	6199	722	50	427	245	2608	0	942	1666	2633	1302	781	550	236	0	21	121	94
50087	Contamina	2009	Regadío	165	165	130	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50087	Contamina	2009	Secano	1204	381	168	201	12	501	0	152	349	228	49	83	96	94	0	6	64	24
50088	Cosuenda	2009	Regadío	210	210	16	9	185	0	0	0	0	0	0	0	0	0	0	0	0	0
50088	Cosuenda	2009	Secano	2958	1183	115	214	854	560	0	140	420	1079	938	84	57	136	0	10	88	38
50089	Cuarte de Huerva	2009	Regadío	105	105	9	82	14	0	0	0	0	0	0	0	0	0	0	0	0	0
50089	Cuarte de Huerva	2009	Secano	787	16	0	6	10	175	0	0	175	66	8	0	58	530	0	14	507	9
50090	Cubel	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50090	Cubel	2009	Secano	5862	3022	2663	359	0	1782	0	500	1282	926	11	488	427	132	0	15	92	25
50091	Cuerlas (Las)	2009	Regadío	31	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50091	Cuerlas (Las)	2009	Secano	1826	1715	1430	285	0	72	0	31	41	24	0	0	24	15	0	5	5	5
50092	Chiprana	2009	Regadío	1341	1341	659	200	482	0	0	0	0	0	0	0	0	0	0	0	0	0
50092	Chiprana	2009	Secano	2556	905	411	489	5	873	0	12	861	285	7	12	266	493	0	23	107	363
50093	Chodes	2009	Regadío	52	51	9	1	41	0	0	0	0	1	1	0	0	0	0	0	0	0
50093	Chodes	2009	Secano	1545	156	0	100	56	1001	0	18	983	309	18	0	291	79	0	10	47	22
50094	Daroca	2009	Regadío	428	419	357	39	23	0	0	0	0	9	9	0	0	0	0	0	0	0
50094	Daroca	2009	Secano	4776	1146	569	269	308	1638	0	284	1354	1564	1073	156	335	428	0	133	216	79
50095	Ejea de los Caballeros	2009	Regadío	33536	33529	30257	2727	545	0	0	0	0	7	7	0	0	0	0	0	0	0
50095	Ejea de los Caballeros	2009	Secano	27456	9345	5881	3426	38	8369	0	8282	87	4249	4211	1	37	5493	0	1114	2265	2114
50096	Embid de Ariza	2009	Regadío	99	99	94	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50096	Embid de Ariza	2009	Secano	4027	1041	601	432	8	2177	0	44	2133	718	51	0	667	91	0	3	47	41
50098	Encinacorba	2009	Regadío	30	30	2	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0
50098	Encinacorba	2009	Secano	3643	927	78	281	568	1834	0	74	1760	735	287	1	447	147	0	11	96	40
50099	Épila	2009	Regadío	2928	2928	1391	259	1278	0	0	0	0	0	0	0	0	0	0	0	0	0
50099	Épila	2009	Secano	16496	9596	4547	4247	802	3466	0	124	3342	2288	755	555	978	1146	0	179	873	94
50100	Erla	2009	Regadío	1465	1434	1248	184	2	0	0	0	0	31	31	0	0	0	0	0	0	0
50100	Erla	2009	Secano	521	130	40	90	0	164	0	10	154	43	16	2	25	184	0	54	80	50
50101	Escatrón	2009	Regadío	705	705	118	122	465	0	0	0	0	0	0	0	0	0	0	0	0	0
50101	Escatrón	2009	Secano	8759	3903	1766	2063	74	2929	0	374	2555	1150	63	354	733	777	0	65	387	325
50102	Fabara	2009	Regadío	467	467	36	5	426	0	0	0	0	0	0	0	0	0	0	0	0	0
50102	Fabara	2009	Secano	9686	3152	34	116	3002	4472	0	291	4181	1689	316	270	1103	373	0	136	182	55
50104	Farlete	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50104	Farlete	2009	Secano	10412	6610	3412	3169	29	1550	0	1200	350	1731	532	1198	1	521	0	26	409	86
50105	Fayón	2009	Regadío	6	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
50105	Fayón	2009	Secano	6713	1008	87	256	665	1945	0	1174	771	3213	1934	1165	114	547	0	9	128	410
50106	Fayos (Los)	2009	Regadío	5	5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
50106	Fayos (Los)	2009	Secano	383	11	0	10	1	204	0	52	152	61	37	1	23	107	0	25	10	72
50107	Figueruelas	2009	Regadío	788	788	703	22	63	0	0	0	0	0	0	0	0	0	0	0	0	0
50107	Figueruelas	2009	Secano	908	34	27	5	2	302	0	56	246	25	14	0	11	547	0	354	141	52
50108	Fombuena	2009	Regadío	10	6	4	1	1	0	0	0	0	4	4	0	0	0	0	0	0	0
50108	Fombuena	2009	Secano	2627	242	152	90	0	1360	0	580	780	945	107	577	261	80	0	1	44	35
50109	Frago (El)	2009	Regadío	50	50	43	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50109	Frago (El)	2009	Secano	3326	205	122	81	2	804	0	528	276	2215	1605	521	89	102	0	4	60	38
50110	Frasno (El)	2009	Regadío	231	228	0	0	228	0	0	0	0	3	3	0	0	0	0	0	0	0
50110	Frasno (El)	2009	Secano	4630	1418	1	506	911	1578	0	534	1044	1345	770	385	190	289	0	8	225	56
50111	Fréscano	2009	Regadío	797	796	670	80	46	0	0	0	0	1	1	0	0	0	0	0	0	0
50111	Fréscano	2009	Secano	1044	722	406	297	19	168	0	17	151	88	35	6	47	66	0	9	40	17
50113	Fuendejalón	2009	Regadío	672	672	15	20	637	0	0	0	0	0	0	0	0	0	0	0	0	0
50113	Fuendejalón	2009	Secano	6911	5280	1222	1350	2708	998	0	68	930	392	135	40	217	241	0	21	186	34
50114	Fuendetodos	2009	Regadío	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50114	Fuendetodos	2009	Secano	6220	2443	1182	1255	6	1771	0	126	1645	1842	1220	90	532	164	0	28	135	1
50115	Fuentes de Ebro	2009	Regadío	3861	3861	2855	744	262	0	0	0	0	0	0	0	0	0	0	0	0	0
50115	Fuentes de Ebro	2009	Secano	10307	4713	2585	2100	28	3763	0	70	3693	1130	78	0	1052	701	0	206	402	93
50116	Fuentes de Jiloca	2009	Regadío	184	170	52	15	103	0	0	0	0	14	14	0	0	0	0	0	0	0
50116	Fuentes de Jiloca	2009	Secano	2550	267	89	85	93	1353	0	305	1048	780	183	299	298	150	0	11	64	75
50117	Gallocanta	2009	Regadío	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50117	Gallocanta	2009	Secano	2951	1675	1555	118	2	409	0	178	231	236	8	171	57	631	0	29	70	532
50118	Gallur	2009	Regadío	2045	2031	1987	33	11	0	0	0	0	14	14	0	0	0	0	0	0	0
50118	Gallur	2009	Secano	2116	945	767	167	11	444	0	3	441	154	100	0	54	573	0	135	275	163
50119	Gelsa	2009	Regadío	2591	2591	2494	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0
50119	Gelsa	2009	Secano	4613	2013	1120	887	6	1605	0	17	1588	444	19	0	425	551	0	100	284	167
50120	Godojos	2009	Regadío	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
50120	Godojos	2009	Secano	1676	546	163	236	147	749	0	47	702	293	82	0	211	88	0	6	41	41
50121	Gotor	2009	Regadío	24	24	7	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
50121	Gotor	2009	Secano	1527	367	11	176	180	718	0	48	670	369	214	8	147	73	0	10	37	26
