Mes y año	Mes (código)	Mes nombre	Año	Sexo	Provincia código	Provincia nombre	Temporalidad	Modalidad	Grupo de tipo de contrato	Número de contratos
Marzo 2013	201303	Marzo	2013	Hombres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	4
Marzo 2013	201303	Marzo	2013	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	2
Marzo 2013	201303	Marzo	2013	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	7
Marzo 2013	201303	Marzo	2013	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	1
Marzo 2013	201303	Marzo	2013	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	2
Marzo 2013	201303	Marzo	2013	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	2
Marzo 2013	201303	Marzo	2013	Hombres	22	Huesca	Temporal	Ligados a la formación	Formación	6
Marzo 2013	201303	Marzo	2013	Hombres	22	Huesca	Temporal	Ligados a la formación	Prácticas	5
Marzo 2013	201303	Marzo	2013	Mujeres	22	Huesca	Temporal	Ligados a la formación	Formación	3
Marzo 2013	201303	Marzo	2013	Mujeres	22	Huesca	Temporal	Ligados a la formación	Prácticas	2
Marzo 2013	201303	Marzo	2013	Hombres	22	Huesca	Temporal	Otros	Otros	21
Marzo 2013	201303	Marzo	2013	Mujeres	22	Huesca	Temporal	Otros	Otros	5
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	58
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	68
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	34
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	75
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Indefinido	Discapacitados	Minusválidos	1
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Indefinido	Discapacitados	Minusválidos	3
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	401
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	196
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	765
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	540
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Temporal	Interinidad	Interinidad	49
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Temporal	Interinidad	Interinidad	98
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	5
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	5
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	1
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	4
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Temporal	Ligados a la formación	Formación	4
Marzo 2013	201303	Marzo	2013	Hombres	44	Teruel	Temporal	Ligados a la formación	Prácticas	2
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Temporal	Ligados a la formación	Formación	1
Marzo 2013	201303	Marzo	2013	Mujeres	44	Teruel	Temporal	Ligados a la formación	Prácticas	1
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	495
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	402
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	427
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	611
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	13
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	6
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	3304
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	2192
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	4172
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	3413
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	545
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	1690
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	18
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	13
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	57
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	31
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	3
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	26
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	23
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	2
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Formación	20
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	28
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Formación	12
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	25
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Otros	Otros	30
Marzo 2013	201303	Marzo	2013	Hombres	50	Zaragoza	Temporal	Otros	Temp. Inserción	2
Marzo 2013	201303	Marzo	2013	Mujeres	50	Zaragoza	Temporal	Otros	Otros	20
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	111
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	119
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	67
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	107
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Indefinido	Discapacitados	Minusválidos	3
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Indefinido	Discapacitados	Minusválidos	1
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	793
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	394
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	806
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	716
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Interinidad	Interinidad	81
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Interinidad	Interinidad	274
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	3
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	4
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	4
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	1
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Ligados a la formación	Formación	7
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Ligados a la formación	Prácticas	6
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Ligados a la formación	Formación	5
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Ligados a la formación	Prácticas	7
Febrero 2013	201302	Febrero	2013	Hombres	22	Huesca	Temporal	Otros	Otros	10
Febrero 2013	201302	Febrero	2013	Mujeres	22	Huesca	Temporal	Otros	Otros	1
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	43
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	49
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	29
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	43
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Indefinido	Discapacitados	Minusválidos	1
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	327
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	155
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	606
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	356
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Interinidad	Interinidad	38
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Temporal	Interinidad	Interinidad	107
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Discapacitados	Temp. Minusv	2
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	1
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	2
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Ligados a la formación	Formación	1
Febrero 2013	201302	Febrero	2013	Hombres	44	Teruel	Temporal	Ligados a la formación	Prácticas	3
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Temporal	Ligados a la formación	Formación	1
Febrero 2013	201302	Febrero	2013	Mujeres	44	Teruel	Temporal	Ligados a la formación	Prácticas	8
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	418
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	402
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	303
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	610
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	6
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	6
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	3330
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	2076
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	3704
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	3030
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	582
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	1786
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	9
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	8
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	30
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	24
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	1
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	12
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	16
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Formación	15
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	32
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Formación	9
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	43
Febrero 2013	201302	Febrero	2013	Hombres	50	Zaragoza	Temporal	Otros	Otros	36
Febrero 2013	201302	Febrero	2013	Mujeres	50	Zaragoza	Temporal	Otros	Otros	19
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	126
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	149
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	87
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	131
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Indefinido	Discapacitados	Minusválidos	5
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Indefinido	Discapacitados	Minusválidos	2
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	920
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	575
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	885
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	818
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Interinidad	Interinidad	71
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Interinidad	Interinidad	337
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	4
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	1
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	12
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	6
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	1
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	1
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Sust. Jubilación	1
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Ligados a la formación	Formación	5
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Ligados a la formación	Prácticas	6
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Ligados a la formación	Formación	4
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Ligados a la formación	Prácticas	6
Enero 2013	201301	Enero	2013	Hombres	22	Huesca	Temporal	Otros	Otros	12
Enero 2013	201301	Enero	2013	Mujeres	22	Huesca	Temporal	Otros	Otros	1
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	72
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	48
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	44
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	40
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Indefinido	Discapacitados	Minusválidos	1
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	372
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	190
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	786
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	366
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Interinidad	Interinidad	54
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Temporal	Interinidad	Interinidad	153
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Discapacitados	Temp. Minusv	1
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	3
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	2
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	1
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	2
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Ligados a la formación	Formación	2
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Ligados a la formación	Prácticas	4
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Temporal	Ligados a la formación	Formación	1
Enero 2013	201301	Enero	2013	Mujeres	44	Teruel	Temporal	Ligados a la formación	Prácticas	1
Enero 2013	201301	Enero	2013	Hombres	44	Teruel	Temporal	Otros	Otros	1
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	461
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	569
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	430
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	649
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	10
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	3
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	4116
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	2735
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	4573
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	3730
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	606
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	2054
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	11
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	10
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	60
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	35
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la jubilación	Sust. Jubilación	5
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Jubilación parcial	21
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la jubilación	Relevo	17
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Formación	17
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	34
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Formación	25
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Ligados a la formación	Prácticas	43
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Otros	Otros	33
Enero 2013	201301	Enero	2013	Hombres	50	Zaragoza	Temporal	Otros	Temp. Inserción	2
Enero 2013	201301	Enero	2013	Mujeres	50	Zaragoza	Temporal	Otros	Otros	12
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	73
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	158
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Fomento	54
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Indefinido	Indefinido	Indef. Ordinario	105
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Indefinido	Discapacitados	Minusválidos	3
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	885
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Obra o servicio	Obra o servicio	666
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	763
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Eventual por circunstancias de la producción	Eventual producción	831
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Interinidad	Interinidad	94
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Interinidad	Interinidad	430
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	2
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Discapacitados	Temp. Minusv	1
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	23
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	9
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Ligados a la jubilación	Sust. Jubilación	2
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Jubilación parcial	6
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Relevo	3
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Ligados a la jubilación	Sust. Jubilación	3
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Ligados a la formación	Formación	25
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Ligados a la formación	Prácticas	3
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Ligados a la formación	Formación	11
Diciembre 2012	201212	Diciembre	2012	Hombres	22	Huesca	Temporal	Otros	Otros	20
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Otros	Otros	3
Diciembre 2012	201212	Diciembre	2012	Mujeres	22	Huesca	Temporal	Otros	Temp. Inserción	1
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	23
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	42
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Fomento	37
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Indefinido	Indefinido	Indef. Ordinario	29
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	369
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Temporal	Obra o servicio	Obra o servicio	196
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	535
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Temporal	Eventual por circunstancias de la producción	Eventual producción	397
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Temporal	Interinidad	Interinidad	57
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Temporal	Interinidad	Interinidad	243
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	18
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	5
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Jubilación parcial	2
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Temporal	Ligados a la jubilación	Relevo	3
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Temporal	Ligados a la formación	Prácticas	3
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Temporal	Ligados a la formación	Formación	4
Diciembre 2012	201212	Diciembre	2012	Mujeres	44	Teruel	Temporal	Ligados a la formación	Prácticas	1
Diciembre 2012	201212	Diciembre	2012	Hombres	44	Teruel	Temporal	Otros	Otros	1
Diciembre 2012	201212	Diciembre	2012	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	399
Diciembre 2012	201212	Diciembre	2012	Hombres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	387
Diciembre 2012	201212	Diciembre	2012	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Fomento	336
Diciembre 2012	201212	Diciembre	2012	Mujeres	50	Zaragoza	Indefinido	Indefinido	Indef. Ordinario	553
Diciembre 2012	201212	Diciembre	2012	Hombres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	11
Diciembre 2012	201212	Diciembre	2012	Mujeres	50	Zaragoza	Indefinido	Discapacitados	Minusválidos	4
Diciembre 2012	201212	Diciembre	2012	Hombres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	3257
Diciembre 2012	201212	Diciembre	2012	Mujeres	50	Zaragoza	Temporal	Obra o servicio	Obra o servicio	2206
Diciembre 2012	201212	Diciembre	2012	Hombres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	3996
Diciembre 2012	201212	Diciembre	2012	Mujeres	50	Zaragoza	Temporal	Eventual por circunstancias de la producción	Eventual producción	3663
Diciembre 2012	201212	Diciembre	2012	Hombres	50	Zaragoza	Temporal	Interinidad	Interinidad	689
Diciembre 2012	201212	Diciembre	2012	Mujeres	50	Zaragoza	Temporal	Interinidad	Interinidad	2105
Diciembre 2012	201212	Diciembre	2012	Hombres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	13
Diciembre 2012	201212	Diciembre	2012	Mujeres	50	Zaragoza	Temporal	Discapacitados	Temp. Minusv	3
