Año	Provincia código	Provincia nombre	División (2 dígitos) código	División (2 dígitos) descripción	Año
2012	50	Zaragoza	20	Industria química	155
2012	50	Zaragoza	21	Fabricación de productos farmacéuticos	26
2012	50	Zaragoza	22	Fabricación de productos de caucho y plásticos	235
2012	50	Zaragoza	23	Fabricación de otros productos minerales no metálicos	259
2012	50	Zaragoza	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	60
2012	50	Zaragoza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	1570
2012	50	Zaragoza	26	Fabricación de productos informáticos, electrónicos y ópticos	118
2012	50	Zaragoza	27	Fabricación de material y equipo eléctrico	177
2012	50	Zaragoza	28	Fabricación de maquinaria y equipo n.c.o.p.	508
2012	50	Zaragoza	29	Fabricación de vehículos de motor, remolques y semirremolques	182
2012	50	Zaragoza	30	Fabricación de otro material de transporte	32
2012	50	Zaragoza	31	Fabricación de muebles	511
2012	50	Zaragoza	32	Otras industrias manufactureras	316
2012	50	Zaragoza	33	Reparación e instalación de maquinaria y equipo	410
2012	50	Zaragoza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1089
2012	50	Zaragoza	36	Captación, depuración y distribución de agua	34
2012	50	Zaragoza	37	Recogida y tratamiento de aguas residuales	105
2012	50	Zaragoza	38	Recogida, tratamiento y eliminación de residuos; valorización	100
2012	50	Zaragoza	39	Actividades de descontaminación y otros servicios de gestión de residuos	74
2012	50	Zaragoza	41	Construcción de edificios	4983
2012	50	Zaragoza	42	Ingeniería civil	823
2012	50	Zaragoza	43	Actividades de construcción especializada	8990
2012	50	Zaragoza	45	Venta y reparación de vehículos de motor y motocicletas	2371
2012	50	Zaragoza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	7898
2012	50	Zaragoza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	18972
2012	50	Zaragoza	49	Transporte terrestre y por tubería	5265
2012	50	Zaragoza	50	Transporte marítimo y por vías navegables interiores	4
2012	50	Zaragoza	51	Transporte aéreo	16
2012	50	Zaragoza	52	Almacenamiento y actividades anexas al transporte	698
2012	50	Zaragoza	53	Actividades postales y de correos	195
2012	50	Zaragoza	55	Servicios de alojamiento	580
2012	50	Zaragoza	56	Servicios de comidas y bebidas	7212
2012	50	Zaragoza	58	Edición	326
2012	50	Zaragoza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	230
2012	50	Zaragoza	60	Actividades de programación y emisión de radio y televisión	65
2012	50	Zaragoza	61	Telecomunicaciones	120
2012	50	Zaragoza	62	Programación, consultoría y otras actividades relacionadas con la informática	875
2012	50	Zaragoza	63	Servicios de información	82
2012	50	Zaragoza	64	Servicios financieros, excepto seguros y fondos de pensiones	1050
2012	50	Zaragoza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	137
2012	50	Zaragoza	66	Actividades auxiliares a los servicios financieros y a los seguros	1902
2012	50	Zaragoza	68	Actividades inmobiliarias	11141
2012	50	Zaragoza	69	Actividades jurídicas y de contabilidad	4215
2012	50	Zaragoza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	3365
2012	50	Zaragoza	72	Investigación y desarrollo	471
2012	50	Zaragoza	73	Publicidad y estudios de mercado	948
2012	50	Zaragoza	74	Otras actividades profesionales, científicas y técnicas	1334
2012	50	Zaragoza	75	Actividades veterinarias	306
2012	50	Zaragoza	77	Actividades de alquiler	1110
2012	50	Zaragoza	78	Actividades relacionadas con el empleo	143
2012	50	Zaragoza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	298
2012	50	Zaragoza	80	Actividades de seguridad e investigación	92
2012	50	Zaragoza	81	Servicios a edificios y actividades de jardinería	821
2012	50	Zaragoza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	3034
2012	50	Zaragoza	85	Educación	2881
2012	50	Zaragoza	86	Actividades sanitarias	2601
2012	50	Zaragoza	87	Asistencia en establecimientos residenciales	289
2012	50	Zaragoza	88	Actividades de servicios sociales sin alojamiento	219
2012	50	Zaragoza	90	Actividades de creación, artísticas y espectáculos	962
2012	50	Zaragoza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	179
2012	50	Zaragoza	92	Actividades de juegos de azar y apuestas	459
2012	50	Zaragoza	93	Actividades deportivas, recreativas y de entretenimiento	672
2012	50	Zaragoza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	982
2012	50	Zaragoza	96	Otros servicios personales	3688
2013	22	Huesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	3827
2013	22	Huesca	02	Silvicultura y explotación forestal	73
2013	22	Huesca	05	Extracción de antracita, hulla y lignito	6
2013	22	Huesca	06	Extracción de crudo de petróleo y gas natural	4
2013	22	Huesca	08	Otras industrias extractivas	56
2013	22	Huesca	10	Industria de la alimentación	403
2013	22	Huesca	11	Fabricación de bebidas	76
2013	22	Huesca	13	Industria textil	41
2013	22	Huesca	14	Confección de prendas de vestir	72
2013	22	Huesca	15	Industria del cuero y del calzado	13
2013	22	Huesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	178
2013	22	Huesca	17	Industria del papel	14
2013	22	Huesca	18	Artes gráficas y reproducción de soportes grabados	100
2013	22	Huesca	20	Industria química	79
2013	22	Huesca	21	Fabricación de productos farmacéuticos	3
2013	22	Huesca	22	Fabricación de productos de caucho y plásticos	38
2013	22	Huesca	23	Fabricación de otros productos minerales no metálicos	126
2013	22	Huesca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	10
2013	22	Huesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	514
2013	22	Huesca	26	Fabricación de productos informáticos, electrónicos y ópticos	20
2013	22	Huesca	27	Fabricación de material y equipo eléctrico	28
2013	22	Huesca	28	Fabricación de maquinaria y equipo n.c.o.p.	92
2013	22	Huesca	29	Fabricación de vehículos de motor, remolques y semirremolques	44
2013	22	Huesca	30	Fabricación de otro material de transporte	11
2013	22	Huesca	31	Fabricación de muebles	106
2013	22	Huesca	32	Otras industrias manufactureras	63
2013	22	Huesca	33	Reparación e instalación de maquinaria y equipo	112
2013	22	Huesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	453
2013	22	Huesca	36	Captación, depuración y distribución de agua	34
2013	22	Huesca	37	Recogida y tratamiento de aguas residuales	51
2013	22	Huesca	38	Recogida, tratamiento y eliminación de residuos; valorización	23
2013	22	Huesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	56
2013	22	Huesca	41	Construcción de edificios	2025
2013	22	Huesca	42	Ingeniería civil	237
2013	22	Huesca	43	Actividades de construcción especializada	3492
2013	22	Huesca	45	Venta y reparación de vehículos de motor y motocicletas	1011
2013	22	Huesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	1917
2013	22	Huesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	7236
2013	22	Huesca	49	Transporte terrestre y por tubería	1281
2013	22	Huesca	52	Almacenamiento y actividades anexas al transporte	119
2013	22	Huesca	53	Actividades postales y de correos	54
2013	22	Huesca	55	Servicios de alojamiento	1010
2013	22	Huesca	56	Servicios de comidas y bebidas	3266
2013	22	Huesca	58	Edición	92
2013	22	Huesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	62
2013	22	Huesca	60	Actividades de programación y emisión de radio y televisión	33
2013	22	Huesca	61	Telecomunicaciones	33
2013	22	Huesca	62	Programación, consultoría y otras actividades relacionadas con la informática	180
2013	22	Huesca	63	Servicios de información	32
2013	22	Huesca	64	Servicios financieros, excepto seguros y fondos de pensiones	312
2013	22	Huesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	35
2013	22	Huesca	66	Actividades auxiliares a los servicios financieros y a los seguros	623
2013	22	Huesca	68	Actividades inmobiliarias	3246
2013	22	Huesca	69	Actividades jurídicas y de contabilidad	758
2013	22	Huesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	986
2013	22	Huesca	72	Investigación y desarrollo	117
2013	22	Huesca	73	Publicidad y estudios de mercado	243
2013	22	Huesca	74	Otras actividades profesionales, científicas y técnicas	394
2013	22	Huesca	75	Actividades veterinarias	111
2013	22	Huesca	77	Actividades de alquiler	473
2013	22	Huesca	78	Actividades relacionadas con el empleo	41
2013	22	Huesca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	129
2013	22	Huesca	80	Actividades de seguridad e investigación	38
2013	22	Huesca	81	Servicios a edificios y actividades de jardinería	389
2013	22	Huesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	652
2013	22	Huesca	85	Educación	1236
2013	22	Huesca	86	Actividades sanitarias	681
2013	22	Huesca	87	Asistencia en establecimientos residenciales	59
2013	22	Huesca	88	Actividades de servicios sociales sin alojamiento	58
2013	22	Huesca	90	Actividades de creación, artísticas y espectáculos	371
2013	22	Huesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	108
2013	22	Huesca	92	Actividades de juegos de azar y apuestas	151
2013	22	Huesca	93	Actividades deportivas, recreativas y de entretenimiento	359
2013	22	Huesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	339
2013	22	Huesca	96	Otros servicios personales	1094
2013	44	Teruel	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	1414
2013	44	Teruel	02	Silvicultura y explotación forestal	64
2013	44	Teruel	05	Extracción de antracita, hulla y lignito	14
2013	44	Teruel	08	Otras industrias extractivas	137
2013	44	Teruel	10	Industria de la alimentación	418
2013	44	Teruel	11	Fabricación de bebidas	40
2013	44	Teruel	13	Industria textil	26
2013	44	Teruel	14	Confección de prendas de vestir	32
2013	44	Teruel	15	Industria del cuero y del calzado	8
2013	44	Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	167
2013	44	Teruel	17	Industria del papel	11
2013	44	Teruel	18	Artes gráficas y reproducción de soportes grabados	66
2013	44	Teruel	20	Industria química	31
2013	44	Teruel	21	Fabricación de productos farmacéuticos	2
2013	44	Teruel	22	Fabricación de productos de caucho y plásticos	15
2013	44	Teruel	23	Fabricación de otros productos minerales no metálicos	134
2013	44	Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	10
2013	44	Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	248
2013	44	Teruel	26	Fabricación de productos informáticos, electrónicos y ópticos	6
2013	44	Teruel	27	Fabricación de material y equipo eléctrico	9
2013	44	Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	42
2013	44	Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	19
2013	44	Teruel	30	Fabricación de otro material de transporte	5
2013	44	Teruel	31	Fabricación de muebles	69
2013	44	Teruel	32	Otras industrias manufactureras	24
2013	44	Teruel	33	Reparación e instalación de maquinaria y equipo	33
2013	44	Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	360
2013	44	Teruel	36	Captación, depuración y distribución de agua	24
2013	44	Teruel	37	Recogida y tratamiento de aguas residuales	61
2013	44	Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	30
2013	44	Teruel	39	Actividades de descontaminación y otros servicios de gestión de residuos	24
2013	44	Teruel	41	Construcción de edificios	1364
2013	44	Teruel	42	Ingeniería civil	168
2013	44	Teruel	43	Actividades de construcción especializada	2105
2013	44	Teruel	45	Venta y reparación de vehículos de motor y motocicletas	551
2013	44	Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	864
2013	44	Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	4319
2013	44	Teruel	49	Transporte terrestre y por tubería	820
2013	44	Teruel	52	Almacenamiento y actividades anexas al transporte	65
2013	44	Teruel	53	Actividades postales y de correos	20
2013	44	Teruel	55	Servicios de alojamiento	547
2013	44	Teruel	56	Servicios de comidas y bebidas	1841
2013	44	Teruel	58	Edición	41
2013	44	Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	30
2013	44	Teruel	60	Actividades de programación y emisión de radio y televisión	15
2013	44	Teruel	61	Telecomunicaciones	14
2013	44	Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	95
2013	44	Teruel	63	Servicios de información	16
2013	44	Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	232
2013	44	Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	23
2013	44	Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	324
2013	44	Teruel	68	Actividades inmobiliarias	1297
2013	44	Teruel	69	Actividades jurídicas y de contabilidad	361
2013	44	Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	478
2013	44	Teruel	72	Investigación y desarrollo	64
2013	44	Teruel	73	Publicidad y estudios de mercado	96
2013	44	Teruel	74	Otras actividades profesionales, científicas y técnicas	143
2013	44	Teruel	75	Actividades veterinarias	81
2013	44	Teruel	77	Actividades de alquiler	222
2013	44	Teruel	78	Actividades relacionadas con el empleo	22
2013	44	Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	39
2013	44	Teruel	80	Actividades de seguridad e investigación	23
2013	44	Teruel	81	Servicios a edificios y actividades de jardinería	140
2013	44	Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	308
2013	44	Teruel	85	Educación	532
2013	44	Teruel	86	Actividades sanitarias	321
2013	44	Teruel	87	Asistencia en establecimientos residenciales	32
2013	44	Teruel	88	Actividades de servicios sociales sin alojamiento	36
2013	44	Teruel	90	Actividades de creación, artísticas y espectáculos	162
2013	44	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	47
2013	44	Teruel	92	Actividades de juegos de azar y apuestas	70
2013	44	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	160
2013	44	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	136
2013	44	Teruel	96	Otros servicios personales	636
2013	50	Zaragoza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	3039
2013	50	Zaragoza	02	Silvicultura y explotación forestal	60
2013	50	Zaragoza	05	Extracción de antracita, hulla y lignito	18
2013	50	Zaragoza	06	Extracción de crudo de petróleo y gas natural	1
2013	50	Zaragoza	07	Extracción de minerales metálicos	2
2013	50	Zaragoza	08	Otras industrias extractivas	123
2013	50	Zaragoza	09	Actividades de apoyo a las industrias extractivas	1
2013	50	Zaragoza	10	Industria de la alimentación	769
2013	50	Zaragoza	11	Fabricación de bebidas	169
2013	50	Zaragoza	13	Industria textil	194
2013	50	Zaragoza	14	Confección de prendas de vestir	407
2013	50	Zaragoza	15	Industria del cuero y del calzado	200
2013	50	Zaragoza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	298
2013	50	Zaragoza	17	Industria del papel	69
2013	50	Zaragoza	18	Artes gráficas y reproducción de soportes grabados	487
2013	50	Zaragoza	20	Industria química	162
2013	50	Zaragoza	21	Fabricación de productos farmacéuticos	25
2013	50	Zaragoza	22	Fabricación de productos de caucho y plásticos	239
2013	50	Zaragoza	23	Fabricación de otros productos minerales no metálicos	270
2013	50	Zaragoza	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	61
2013	50	Zaragoza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	1627
2013	50	Zaragoza	26	Fabricación de productos informáticos, electrónicos y ópticos	127
2013	50	Zaragoza	27	Fabricación de material y equipo eléctrico	186
2013	50	Zaragoza	28	Fabricación de maquinaria y equipo n.c.o.p.	520
2013	50	Zaragoza	29	Fabricación de vehículos de motor, remolques y semirremolques	186
2013	50	Zaragoza	30	Fabricación de otro material de transporte	41
2013	50	Zaragoza	31	Fabricación de muebles	525
2013	50	Zaragoza	32	Otras industrias manufactureras	375
2013	50	Zaragoza	33	Reparación e instalación de maquinaria y equipo	458
2013	50	Zaragoza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	1093
2013	50	Zaragoza	36	Captación, depuración y distribución de agua	36
2013	50	Zaragoza	37	Recogida y tratamiento de aguas residuales	178
2013	50	Zaragoza	38	Recogida, tratamiento y eliminación de residuos; valorización	98
2013	50	Zaragoza	39	Actividades de descontaminación y otros servicios de gestión de residuos	83
2013	50	Zaragoza	41	Construcción de edificios	5346
2013	50	Zaragoza	42	Ingeniería civil	830
2013	50	Zaragoza	43	Actividades de construcción especializada	10747
2013	50	Zaragoza	45	Venta y reparación de vehículos de motor y motocicletas	2654
2013	50	Zaragoza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	8888
2013	50	Zaragoza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	22036
2013	50	Zaragoza	49	Transporte terrestre y por tubería	5620
2013	50	Zaragoza	50	Transporte marítimo y por vías navegables interiores	4
2013	50	Zaragoza	51	Transporte aéreo	15
2013	50	Zaragoza	52	Almacenamiento y actividades anexas al transporte	748
2013	50	Zaragoza	53	Actividades postales y de correos	254
2013	50	Zaragoza	55	Servicios de alojamiento	629
2013	50	Zaragoza	56	Servicios de comidas y bebidas	8708
2013	50	Zaragoza	58	Edición	351
2013	50	Zaragoza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	287
2013	50	Zaragoza	60	Actividades de programación y emisión de radio y televisión	66
2013	50	Zaragoza	61	Telecomunicaciones	154
2013	50	Zaragoza	62	Programación, consultoría y otras actividades relacionadas con la informática	1108
2013	50	Zaragoza	63	Servicios de información	137
2013	50	Zaragoza	64	Servicios financieros, excepto seguros y fondos de pensiones	1046
2013	50	Zaragoza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	135
2013	50	Zaragoza	66	Actividades auxiliares a los servicios financieros y a los seguros	2498
2013	50	Zaragoza	68	Actividades inmobiliarias	12489
2013	50	Zaragoza	69	Actividades jurídicas y de contabilidad	4699
2013	50	Zaragoza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	4012
2013	50	Zaragoza	72	Investigación y desarrollo	687
2013	50	Zaragoza	73	Publicidad y estudios de mercado	1174
2013	50	Zaragoza	74	Otras actividades profesionales, científicas y técnicas	1819
2013	50	Zaragoza	75	Actividades veterinarias	362
2013	50	Zaragoza	77	Actividades de alquiler	1181
2013	50	Zaragoza	78	Actividades relacionadas con el empleo	197
2013	50	Zaragoza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	313
2013	50	Zaragoza	80	Actividades de seguridad e investigación	95
2013	50	Zaragoza	81	Servicios a edificios y actividades de jardinería	949
2013	50	Zaragoza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	3710
2013	50	Zaragoza	85	Educación	3943
2013	50	Zaragoza	86	Actividades sanitarias	3666
2013	50	Zaragoza	87	Asistencia en establecimientos residenciales	314
2013	50	Zaragoza	88	Actividades de servicios sociales sin alojamiento	245
2013	50	Zaragoza	90	Actividades de creación, artísticas y espectáculos	1379
2013	50	Zaragoza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	232
2013	50	Zaragoza	92	Actividades de juegos de azar y apuestas	509
2013	50	Zaragoza	93	Actividades deportivas, recreativas y de entretenimiento	826
2013	50	Zaragoza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	1176
2013	50	Zaragoza	96	Otros servicios personales	4261
