Mes y año	Sexo	Provincia código	Provincia nombre	Sector de actividad	Afiliaciones en alta
Diciembre 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	4676
Diciembre 2020	Hombres	44	Teruel	Industria y energía	6951
Diciembre 2020	Hombres	44	Teruel	Construcción	4039
Diciembre 2020	Hombres	44	Teruel	Servicios	14102
Diciembre 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	13372
Diciembre 2020	Hombres	50	Zaragoza	Industria y energía	56314
Diciembre 2020	Hombres	50	Zaragoza	Construcción	19881
Diciembre 2020	Hombres	50	Zaragoza	Servicios	129602
Diciembre 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2422
Diciembre 2020	Mujeres	22	Huesca	Industria y energía	3540
Diciembre 2020	Mujeres	22	Huesca	Construcción	742
Diciembre 2020	Mujeres	22	Huesca	Servicios	34793
Diciembre 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1452
Diciembre 2020	Mujeres	44	Teruel	Industria y energía	2083
Diciembre 2020	Mujeres	44	Teruel	Construcción	330
Diciembre 2020	Mujeres	44	Teruel	Servicios	19614
Diciembre 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	3737
Diciembre 2020	Mujeres	50	Zaragoza	Industria y energía	20344
Diciembre 2020	Mujeres	50	Zaragoza	Construcción	2782
Diciembre 2020	Mujeres	50	Zaragoza	Servicios	167945
Noviembre 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	11178
Noviembre 2020	Hombres	22	Huesca	Industria y energía	11321
Noviembre 2020	Hombres	22	Huesca	Construcción	7025
Noviembre 2020	Hombres	22	Huesca	Servicios	24924
Noviembre 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	4918
Noviembre 2020	Hombres	44	Teruel	Industria y energía	6984
Noviembre 2020	Hombres	44	Teruel	Construcción	4200
Noviembre 2020	Hombres	44	Teruel	Servicios	14235
Noviembre 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	13811
Noviembre 2020	Hombres	50	Zaragoza	Industria y energía	57058
Noviembre 2020	Hombres	50	Zaragoza	Construcción	20685
Noviembre 2020	Hombres	50	Zaragoza	Servicios	131545
Noviembre 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2533
Noviembre 2020	Mujeres	22	Huesca	Industria y energía	3578
Noviembre 2020	Mujeres	22	Huesca	Construcción	744
Noviembre 2020	Mujeres	22	Huesca	Servicios	34733
Noviembre 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1448
Noviembre 2020	Mujeres	44	Teruel	Industria y energía	2089
Noviembre 2020	Mujeres	44	Teruel	Construcción	344
Noviembre 2020	Mujeres	44	Teruel	Servicios	19630
Noviembre 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	3777
Noviembre 2020	Mujeres	50	Zaragoza	Industria y energía	20707
Noviembre 2020	Mujeres	50	Zaragoza	Construcción	2804
Noviembre 2020	Mujeres	50	Zaragoza	Servicios	168129
Octubre 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	10963
Octubre 2020	Hombres	22	Huesca	Industria y energía	11278
Octubre 2020	Hombres	22	Huesca	Construcción	7000
Octubre 2020	Hombres	22	Huesca	Servicios	25282
Octubre 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	5017
Octubre 2020	Hombres	44	Teruel	Industria y energía	6980
Octubre 2020	Hombres	44	Teruel	Construcción	4258
Octubre 2020	Hombres	44	Teruel	Servicios	14548
Octubre 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	13553
Octubre 2020	Hombres	50	Zaragoza	Industria y energía	57516
Octubre 2020	Hombres	50	Zaragoza	Construcción	20697
Octubre 2020	Hombres	50	Zaragoza	Servicios	131493
Octubre 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2531
Octubre 2020	Mujeres	22	Huesca	Industria y energía	3569
Octubre 2020	Mujeres	22	Huesca	Construcción	741
Octubre 2020	Mujeres	22	Huesca	Servicios	35376
Octubre 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1547
Octubre 2020	Mujeres	44	Teruel	Industria y energía	2093
Octubre 2020	Mujeres	44	Teruel	Construcción	346
Octubre 2020	Mujeres	44	Teruel	Servicios	20013
Octubre 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	3734
Octubre 2020	Mujeres	50	Zaragoza	Industria y energía	20864
Octubre 2020	Mujeres	50	Zaragoza	Construcción	2798
Octubre 2020	Mujeres	50	Zaragoza	Servicios	168739
Septiembre 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	10862
Septiembre 2020	Hombres	22	Huesca	Industria y energía	11161
Septiembre 2020	Hombres	22	Huesca	Construcción	6957
Septiembre 2020	Hombres	22	Huesca	Servicios	25248
Septiembre 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	5095
Septiembre 2020	Hombres	44	Teruel	Industria y energía	6892
Septiembre 2020	Hombres	44	Teruel	Construcción	4248
Septiembre 2020	Hombres	44	Teruel	Servicios	14478
Septiembre 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	14903
Septiembre 2020	Hombres	50	Zaragoza	Industria y energía	57306
Septiembre 2020	Hombres	50	Zaragoza	Construcción	20565
Septiembre 2020	Hombres	50	Zaragoza	Servicios	129832
Septiembre 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2530
Septiembre 2020	Mujeres	22	Huesca	Industria y energía	3555
Septiembre 2020	Mujeres	22	Huesca	Construcción	734
Septiembre 2020	Mujeres	22	Huesca	Servicios	35240
Septiembre 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1650
Septiembre 2020	Mujeres	44	Teruel	Industria y energía	2045
Septiembre 2020	Mujeres	44	Teruel	Construcción	342
Septiembre 2020	Mujeres	44	Teruel	Servicios	19911
Septiembre 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	4237
Septiembre 2020	Mujeres	50	Zaragoza	Industria y energía	20800
Septiembre 2020	Mujeres	50	Zaragoza	Construcción	2787
Septiembre 2020	Mujeres	50	Zaragoza	Servicios	166978
Agosto 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	12652
Agosto 2020	Hombres	22	Huesca	Industria y energía	11213
Agosto 2020	Hombres	22	Huesca	Construcción	6955
Agosto 2020	Hombres	22	Huesca	Servicios	25928
Agosto 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	5184
Agosto 2020	Hombres	44	Teruel	Industria y energía	7018
Agosto 2020	Hombres	44	Teruel	Construcción	4270
Agosto 2020	Hombres	44	Teruel	Servicios	14293
Agosto 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	16041
Agosto 2020	Hombres	50	Zaragoza	Industria y energía	57305
Agosto 2020	Hombres	50	Zaragoza	Construcción	20599
Agosto 2020	Hombres	50	Zaragoza	Servicios	127552
Agosto 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	3014
Agosto 2020	Mujeres	22	Huesca	Industria y energía	3599
Agosto 2020	Mujeres	22	Huesca	Construcción	742
Agosto 2020	Mujeres	22	Huesca	Servicios	35085
Agosto 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1674
Agosto 2020	Mujeres	44	Teruel	Industria y energía	2056
Agosto 2020	Mujeres	44	Teruel	Construcción	340
Agosto 2020	Mujeres	44	Teruel	Servicios	19372
Agosto 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	4629
Agosto 2020	Mujeres	50	Zaragoza	Industria y energía	20454
Agosto 2020	Mujeres	50	Zaragoza	Construcción	2781
Agosto 2020	Mujeres	50	Zaragoza	Servicios	160629
Julio 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	14407
Julio 2020	Hombres	22	Huesca	Industria y energía	11289
Julio 2020	Hombres	22	Huesca	Construcción	6989
Julio 2020	Hombres	22	Huesca	Servicios	27055
Julio 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	5225
Julio 2020	Hombres	44	Teruel	Industria y energía	7052
Julio 2020	Hombres	44	Teruel	Construcción	4282
Julio 2020	Hombres	44	Teruel	Servicios	14653
Julio 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	16072
Julio 2020	Hombres	50	Zaragoza	Industria y energía	57227
Julio 2020	Hombres	50	Zaragoza	Construcción	20879
Julio 2020	Hombres	50	Zaragoza	Servicios	128555
Julio 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	3517
Julio 2020	Mujeres	22	Huesca	Industria y energía	3625
Julio 2020	Mujeres	22	Huesca	Construcción	740
Julio 2020	Mujeres	22	Huesca	Servicios	36996
Julio 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1705
Julio 2020	Mujeres	44	Teruel	Industria y energía	2073
Julio 2020	Mujeres	44	Teruel	Construcción	340
Julio 2020	Mujeres	44	Teruel	Servicios	20143
Julio 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	4615
Julio 2020	Mujeres	50	Zaragoza	Industria y energía	20165
Julio 2020	Mujeres	50	Zaragoza	Construcción	2781
Julio 2020	Mujeres	50	Zaragoza	Servicios	162851
Junio 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	15085
Junio 2020	Hombres	22	Huesca	Industria y energía	11125
Junio 2020	Hombres	22	Huesca	Construcción	6908
Junio 2020	Hombres	22	Huesca	Servicios	25748
Junio 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	5382
Junio 2020	Hombres	44	Teruel	Industria y energía	7078
Junio 2020	Hombres	44	Teruel	Construcción	4275
Junio 2020	Hombres	44	Teruel	Servicios	14132
Junio 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	18000
Junio 2020	Hombres	50	Zaragoza	Industria y energía	57376
Junio 2020	Hombres	50	Zaragoza	Construcción	20764
Junio 2020	Hombres	50	Zaragoza	Servicios	127777
Junio 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	3646
Junio 2020	Mujeres	22	Huesca	Industria y energía	3517
Junio 2020	Mujeres	22	Huesca	Construcción	732
Junio 2020	Mujeres	22	Huesca	Servicios	35202
Junio 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1731
Junio 2020	Mujeres	44	Teruel	Industria y energía	2065
Junio 2020	Mujeres	44	Teruel	Construcción	348
Junio 2020	Mujeres	44	Teruel	Servicios	19447
Junio 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	5575
Junio 2020	Mujeres	50	Zaragoza	Industria y energía	20131
Junio 2020	Mujeres	50	Zaragoza	Construcción	2751
Junio 2020	Mujeres	50	Zaragoza	Servicios	161917
Mayo 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	14835
Mayo 2020	Hombres	22	Huesca	Industria y energía	10996
Mayo 2020	Hombres	22	Huesca	Construcción	6728
Mayo 2020	Hombres	22	Huesca	Servicios	25028
Mayo 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	5280
Mayo 2020	Hombres	44	Teruel	Industria y energía	7106
Mayo 2020	Hombres	44	Teruel	Construcción	4134
Mayo 2020	Hombres	44	Teruel	Servicios	13980
Mayo 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	18547
Mayo 2020	Hombres	50	Zaragoza	Industria y energía	57228
Mayo 2020	Hombres	50	Zaragoza	Construcción	20068
Mayo 2020	Hombres	50	Zaragoza	Servicios	128034
Mayo 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	3448
Mayo 2020	Mujeres	22	Huesca	Industria y energía	3473
Mayo 2020	Mujeres	22	Huesca	Construcción	735
Mayo 2020	Mujeres	22	Huesca	Servicios	34768
Mayo 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1648
Mayo 2020	Mujeres	44	Teruel	Industria y energía	2077
Mayo 2020	Mujeres	44	Teruel	Construcción	353
Mayo 2020	Mujeres	44	Teruel	Servicios	19526
Mayo 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	5604
Mayo 2020	Mujeres	50	Zaragoza	Industria y energía	20114
Mayo 2020	Mujeres	50	Zaragoza	Construcción	2739
Mayo 2020	Mujeres	50	Zaragoza	Servicios	165688
Marzo 2020	Hombres	22	Huesca	Agricultura, ganadería y pesca	10726
Marzo 2020	Hombres	22	Huesca	Industria y energía	10911
Marzo 2020	Hombres	22	Huesca	Construcción	6590
Marzo 2020	Hombres	22	Huesca	Servicios	24403
Marzo 2020	Hombres	44	Teruel	Agricultura, ganadería y pesca	4859
Marzo 2020	Hombres	44	Teruel	Industria y energía	7201
Marzo 2020	Hombres	44	Teruel	Construcción	3965
Marzo 2020	Hombres	44	Teruel	Servicios	13943
Marzo 2020	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	13389
Marzo 2020	Hombres	50	Zaragoza	Industria y energía	57561
Marzo 2020	Hombres	50	Zaragoza	Construcción	19269
Marzo 2020	Hombres	50	Zaragoza	Servicios	126785
Marzo 2020	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2451
Marzo 2020	Mujeres	22	Huesca	Industria y energía	3423
Marzo 2020	Mujeres	22	Huesca	Construcción	749
Marzo 2020	Mujeres	22	Huesca	Servicios	34272
Marzo 2020	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1476
Marzo 2020	Mujeres	44	Teruel	Industria y energía	2133
Marzo 2020	Mujeres	44	Teruel	Construcción	340
Marzo 2020	Mujeres	44	Teruel	Servicios	19648
Marzo 2020	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	3690
Marzo 2020	Mujeres	50	Zaragoza	Industria y energía	20157
Marzo 2020	Mujeres	50	Zaragoza	Construcción	2732
Marzo 2020	Mujeres	50	Zaragoza	Servicios	165621
Diciembre 2019	Hombres	22	Huesca	Agricultura, ganadería y pesca	10811
Diciembre 2019	Hombres	22	Huesca	Industria y energía	10849
Diciembre 2019	Hombres	22	Huesca	Construcción	6768
Diciembre 2019	Hombres	22	Huesca	Servicios	27386
Diciembre 2019	Hombres	44	Teruel	Agricultura, ganadería y pesca	4674
Diciembre 2019	Hombres	44	Teruel	Industria y energía	7328
Diciembre 2019	Hombres	44	Teruel	Construcción	4108
Diciembre 2019	Hombres	44	Teruel	Servicios	14452
Diciembre 2019	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	13311
Diciembre 2019	Hombres	50	Zaragoza	Industria y energía	57790
Diciembre 2019	Hombres	50	Zaragoza	Construcción	20196
Diciembre 2019	Hombres	50	Zaragoza	Servicios	132445
Diciembre 2019	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2438
Diciembre 2019	Mujeres	22	Huesca	Industria y energía	3388
Diciembre 2019	Mujeres	22	Huesca	Construcción	767
Diciembre 2019	Mujeres	22	Huesca	Servicios	37093
Diciembre 2019	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1489
Diciembre 2019	Mujeres	44	Teruel	Industria y energía	2124
Diciembre 2019	Mujeres	44	Teruel	Construcción	336
Diciembre 2019	Mujeres	44	Teruel	Servicios	19937
Diciembre 2019	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	3645
Diciembre 2019	Mujeres	50	Zaragoza	Industria y energía	20134
Diciembre 2019	Mujeres	50	Zaragoza	Construcción	2759
Diciembre 2019	Mujeres	50	Zaragoza	Servicios	172711
Septiembre 2019	Hombres	22	Huesca	Agricultura, ganadería y pesca	11349
Septiembre 2019	Hombres	22	Huesca	Industria y energía	10622
Septiembre 2019	Hombres	22	Huesca	Construcción	7128
Septiembre 2019	Hombres	22	Huesca	Servicios	26158
Septiembre 2019	Hombres	44	Teruel	Agricultura, ganadería y pesca	5012
Septiembre 2019	Hombres	44	Teruel	Industria y energía	7263
Septiembre 2019	Hombres	44	Teruel	Construcción	4242
Septiembre 2019	Hombres	44	Teruel	Servicios	14614
Septiembre 2019	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	15932
Septiembre 2019	Hombres	50	Zaragoza	Industria y energía	57335
Septiembre 2019	Hombres	50	Zaragoza	Construcción	20968
Septiembre 2019	Hombres	50	Zaragoza	Servicios	131729
Septiembre 2019	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2756
Septiembre 2019	Mujeres	22	Huesca	Industria y energía	3284
Septiembre 2019	Mujeres	22	Huesca	Construcción	768
Septiembre 2019	Mujeres	22	Huesca	Servicios	36311
Septiembre 2019	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1650
Septiembre 2019	Mujeres	44	Teruel	Industria y energía	2102
Septiembre 2019	Mujeres	44	Teruel	Construcción	339
Septiembre 2019	Mujeres	44	Teruel	Servicios	19957
Septiembre 2019	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	4523
Septiembre 2019	Mujeres	50	Zaragoza	Industria y energía	20738
Septiembre 2019	Mujeres	50	Zaragoza	Construcción	2739
Septiembre 2019	Mujeres	50	Zaragoza	Servicios	169606
Junio 2019	Hombres	22	Huesca	Agricultura, ganadería y pesca	15537
Junio 2019	Hombres	22	Huesca	Industria y energía	10225
Junio 2019	Hombres	22	Huesca	Construcción	7346
Junio 2019	Hombres	22	Huesca	Servicios	27786
Junio 2019	Hombres	44	Teruel	Agricultura, ganadería y pesca	5279
Junio 2019	Hombres	44	Teruel	Industria y energía	7393
Junio 2019	Hombres	44	Teruel	Construcción	4358
Junio 2019	Hombres	44	Teruel	Servicios	14844
Junio 2019	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	18966
Junio 2019	Hombres	50	Zaragoza	Industria y energía	59027
Junio 2019	Hombres	50	Zaragoza	Construcción	21673
Junio 2019	Hombres	50	Zaragoza	Servicios	134134
Junio 2019	Mujeres	22	Huesca	Agricultura, ganadería y pesca	3691
Junio 2019	Mujeres	22	Huesca	Industria y energía	3143
Junio 2019	Mujeres	22	Huesca	Construcción	767
Junio 2019	Mujeres	22	Huesca	Servicios	37592
Junio 2019	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1732
Junio 2019	Mujeres	44	Teruel	Industria y energía	2099
Junio 2019	Mujeres	44	Teruel	Construcción	348
Junio 2019	Mujeres	44	Teruel	Servicios	20240
Junio 2019	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	6031
Junio 2019	Mujeres	50	Zaragoza	Industria y energía	20541
Junio 2019	Mujeres	50	Zaragoza	Construcción	2743
Junio 2019	Mujeres	50	Zaragoza	Servicios	168889
Marzo 2019	Hombres	22	Huesca	Agricultura, ganadería y pesca	11006
Marzo 2019	Hombres	22	Huesca	Industria y energía	10023
Marzo 2019	Hombres	22	Huesca	Construcción	7165
Marzo 2019	Hombres	22	Huesca	Servicios	26857
Marzo 2019	Hombres	44	Teruel	Agricultura, ganadería y pesca	4949
Marzo 2019	Hombres	44	Teruel	Industria y energía	7396
Marzo 2019	Hombres	44	Teruel	Construcción	4187
Marzo 2019	Hombres	44	Teruel	Servicios	14598
Marzo 2019	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	13436
Marzo 2019	Hombres	50	Zaragoza	Industria y energía	59397
Marzo 2019	Hombres	50	Zaragoza	Construcción	20983
Marzo 2019	Hombres	50	Zaragoza	Servicios	131839
Marzo 2019	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2431
Marzo 2019	Mujeres	22	Huesca	Industria y energía	3062
Marzo 2019	Mujeres	22	Huesca	Construcción	750
Marzo 2019	Mujeres	22	Huesca	Servicios	36430
Marzo 2019	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1482
Marzo 2019	Mujeres	44	Teruel	Industria y energía	2063
Marzo 2019	Mujeres	44	Teruel	Construcción	341
Marzo 2019	Mujeres	44	Teruel	Servicios	19824
Marzo 2019	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	3564
Marzo 2019	Mujeres	50	Zaragoza	Industria y energía	20512
Marzo 2019	Mujeres	50	Zaragoza	Construcción	2698
Marzo 2019	Mujeres	50	Zaragoza	Servicios	169964
Diciembre 2018	Hombres	22	Huesca	Agricultura, ganadería y pesca	10852
Diciembre 2018	Hombres	22	Huesca	Industria y energía	9882
Diciembre 2018	Hombres	22	Huesca	Construcción	6885
Diciembre 2018	Hombres	22	Huesca	Servicios	26514
Diciembre 2018	Hombres	44	Teruel	Agricultura, ganadería y pesca	4707
Diciembre 2018	Hombres	44	Teruel	Industria y energía	7376
Diciembre 2018	Hombres	44	Teruel	Construcción	4154
Diciembre 2018	Hombres	44	Teruel	Servicios	14442
Diciembre 2018	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	13375
Diciembre 2018	Hombres	50	Zaragoza	Industria y energía	57503
Diciembre 2018	Hombres	50	Zaragoza	Construcción	19905
Diciembre 2018	Hombres	50	Zaragoza	Servicios	130146
Diciembre 2018	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2374
Diciembre 2018	Mujeres	22	Huesca	Industria y energía	2981
Diciembre 2018	Mujeres	22	Huesca	Construcción	740
Diciembre 2018	Mujeres	22	Huesca	Servicios	36363
Diciembre 2018	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1499
Diciembre 2018	Mujeres	44	Teruel	Industria y energía	2073
Diciembre 2018	Mujeres	44	Teruel	Construcción	337
Diciembre 2018	Mujeres	44	Teruel	Servicios	19785
Diciembre 2018	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	3580
Diciembre 2018	Mujeres	50	Zaragoza	Industria y energía	19392
Diciembre 2018	Mujeres	50	Zaragoza	Construcción	2638
Diciembre 2018	Mujeres	50	Zaragoza	Servicios	170484
Septiembre 2018	Hombres	22	Huesca	Agricultura, ganadería y pesca	11188
Septiembre 2018	Hombres	22	Huesca	Industria y energía	9984
Septiembre 2018	Hombres	22	Huesca	Construcción	7115
Septiembre 2018	Hombres	22	Huesca	Servicios	25829
Septiembre 2018	Hombres	44	Teruel	Agricultura, ganadería y pesca	5206
Septiembre 2018	Hombres	44	Teruel	Industria y energía	7364
Septiembre 2018	Hombres	44	Teruel	Construcción	4277
Septiembre 2018	Hombres	44	Teruel	Servicios	14436
Septiembre 2018	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	16020
Septiembre 2018	Hombres	50	Zaragoza	Industria y energía	58224
Septiembre 2018	Hombres	50	Zaragoza	Construcción	20352
Septiembre 2018	Hombres	50	Zaragoza	Servicios	131520
Septiembre 2018	Mujeres	22	Huesca	Agricultura, ganadería y pesca	2586
Septiembre 2018	Mujeres	22	Huesca	Industria y energía	3026
Septiembre 2018	Mujeres	22	Huesca	Construcción	738
Septiembre 2018	Mujeres	22	Huesca	Servicios	36056
Septiembre 2018	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1720
Septiembre 2018	Mujeres	44	Teruel	Industria y energía	2063
Septiembre 2018	Mujeres	44	Teruel	Construcción	362
Septiembre 2018	Mujeres	44	Teruel	Servicios	20029
Septiembre 2018	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	4544
Septiembre 2018	Mujeres	50	Zaragoza	Industria y energía	20068
Septiembre 2018	Mujeres	50	Zaragoza	Construcción	2597
Septiembre 2018	Mujeres	50	Zaragoza	Servicios	168598
Junio 2018	Hombres	22	Huesca	Agricultura, ganadería y pesca	14782
Junio 2018	Hombres	22	Huesca	Industria y energía	10036
Junio 2018	Hombres	22	Huesca	Construcción	7038
Junio 2018	Hombres	22	Huesca	Servicios	26845
Junio 2018	Hombres	44	Teruel	Agricultura, ganadería y pesca	5441
Junio 2018	Hombres	44	Teruel	Industria y energía	7330
Junio 2018	Hombres	44	Teruel	Construcción	4281
Junio 2018	Hombres	44	Teruel	Servicios	14540
Junio 2018	Hombres	50	Zaragoza	Agricultura, ganadería y pesca	19347
Junio 2018	Hombres	50	Zaragoza	Industria y energía	58393
Junio 2018	Hombres	50	Zaragoza	Construcción	20179
Junio 2018	Hombres	50	Zaragoza	Servicios	132358
Junio 2018	Mujeres	22	Huesca	Agricultura, ganadería y pesca	3469
Junio 2018	Mujeres	22	Huesca	Industria y energía	3020
Junio 2018	Mujeres	22	Huesca	Construcción	737
Junio 2018	Mujeres	22	Huesca	Servicios	36916
Junio 2018	Mujeres	44	Teruel	Agricultura, ganadería y pesca	1847
Junio 2018	Mujeres	44	Teruel	Industria y energía	2058
Junio 2018	Mujeres	44	Teruel	Construcción	366
Junio 2018	Mujeres	44	Teruel	Servicios	19874
Junio 2018	Mujeres	50	Zaragoza	Agricultura, ganadería y pesca	6156
Junio 2018	Mujeres	50	Zaragoza	Industria y energía	19822
Junio 2018	Mujeres	50	Zaragoza	Construcción	2575
Junio 2018	Mujeres	50	Zaragoza	Servicios	165655
