Año	Código del municipio	Nombre del municipio	Unidades ganaderas	Ganado bovino (cabezas)	Ganado bovino-vacas lecheras (cabezas)	Ganado bovino-resto bovino (cabezas)	Ganado ovino (cabezas)	Ganado caprino (cabezas)	Ganado porcino (cabezas)	Ganado porcino-cerdas madres (cabezas)	Ganado porcino-resto porcino (cabezas)	Ganado equino (cabezas)	Miles de aves	Conejas madres (cabezas)
1989	50247	Sobradiel	856	325	80	245	4225	4	610	2	608	2	0	16
1989	50248	Sos del Rey Católico	916	131	52	79	7476	255	71	65	6	3	0	20
1989	50249	Tabuenca	1128	8	0	8	7739	686	1448	433	1015	8	0	16
1989	50250	Talamantes	65	0	0	0	400	0	940	0	940	0	0	0
1989	50251	Tarazona	6686	880	53	827	14115	676	8931	1835	7096	37	218	184
1989	50252	Tauste	18608	3916	1876	2040	38163	715	47625	5899	41726	12	3	235
1989	50253	Terrer	173	0	0	0	1713	0	0	0	0	3	0	1
1989	50254	Tierga	410	9	1	8	3056	171	352	107	245	16	0	44
1989	50255	Tobed	623	0	0	0	715	21	700	0	700	6	48	0
1989	50256	Torralba de los Frailes	325	0	0	0	3136	28	18	0	18	0	0	5
1989	50257	Torralba de Ribota	173	6	6	0	1484	8	0	0	0	29	0	0
1989	50258	Torralbilla	165	0	0	0	1608	23	5	0	5	0	0	2
1989	50259	Torrehermosa	361	43	0	43	3287	58	20	0	20	2	0	13
1989	50260	Torrelapaja	68	0	0	0	657	20	0	0	0	0	0	0
1989	50261	Torrellas	142	100	0	100	155	0	4	4	0	0	12	3
1989	50262	Torres de Berrellén	1222	720	72	648	5665	229	1644	90	1554	1	0	100
1989	50263	Torrijo de la Cañada	976	32	6	26	4339	74	1704	250	1454	72	1	58
1989	50264	Tosos	266	0	0	0	1286	27	0	0	0	3	19	0
1989	50265	Trasmoz	244	0	0	0	2087	40	52	47	5	4	0	36
1989	50266	Trasobares	446	0	0	0	3129	141	297	183	114	29	0	12
1989	50267	Uncastillo	981	44	24	20	8149	932	1100	0	1100	1	1	67
1989	50268	Undués de Lerda	125	0	0	0	1230	12	0	0	0	0	0	0
1989	50269	Urrea de Jalón	208	42	9	33	600	0	354	200	154	0	0	4
1989	50270	Urriés	59	0	0	0	545	28	0	0	0	2	0	0
1989	50271	Used	1256	0	0	0	3731	82	3822	540	3282	0	0	54
1989	50272	Utebo	784	667	111	556	2934	0	35	6	29	0	3	361
1989	50273	Valdehorna	53	0	0	0	468	0	4	0	4	5	0	24
1989	50274	Val de San Martín	153	0	0	0	1459	40	0	0	0	1	0	22
1989	50275	Valmadrid	217	0	0	0	405	14	7	0	7	1	24	18
1989	50276	Valpalmas	578	0	0	0	3419	132	15	0	15	0	30	21
1989	50277	Valtorres	30	0	0	0	230	0	3	0	3	8	0	0
1989	50278	Velilla de Ebro	813	0	0	0	3125	0	1200	0	1200	0	10	0
1989	50279	Velilla de Jiloca	80	0	0	0	738	28	0	0	0	5	0	10
1989	50280	Vera de Moncayo	784	8	4	4	2213	75	1145	514	631	6	13	0
1989	50281	Vierlas	215	0	0	0	170	2	6	0	6	0	14	3
1989	50282	Vilueña (La)	3	0	0	0	0	1	0	0	0	3	0	0
1989	50283	Villadoz	157	0	0	0	1535	14	5	0	5	0	0	6
1989	50284	Villafeliche	95	0	0	0	809	21	4	0	4	10	0	160
1989	50285	Villafranca de Ebro	635	8	8	0	855	25	1662	160	1502	0	0	5
1989	50286	Villalba de Perejil	268	0	0	0	358	0	550	60	490	1	14	431
1989	50287	Villalengua	99	0	0	0	903	14	0	0	0	11	0	5
1989	50288	Villanueva de Gállego	4189	410	0	410	5884	50	9345	908	8437	0	95	11
1989	50289	Villanueva de Jiloca	17	0	0	0	0	0	91	20	71	0	0	31
1989	50290	Villanueva de Huerva	541	0	0	0	2926	221	2	0	2	3	30	554
1989	50291	Villar de los Navarros	675	0	0	0	4033	96	712	175	537	1	22	6
1989	50292	Villarreal de Huerva	5914	0	0	0	355	10	3026	10	3016	0	370	31
1989	50293	Villarroya de la Sierra	866	133	80	53	4481	53	866	106	760	41	0	22
1989	50294	Villarroya del Campo	147	0	0	0	1408	16	8	0	8	0	0	20
1989	50295	Vistabella	6	0	0	0	60	0	0	0	0	0	0	0
1989	50296	Zaida (La)	256	0	0	0	2520	25	0	0	0	0	0	100
1989	50297	Zaragoza	15798	6498	2281	4217	39279	516	14021	539	13482	16	256	798
1989	50298	Zuera	5744	2476	544	1932	19144	347	6736	459	6277	10	69	1014
1989	50901	Biel	143	0	0	0	1043	205	4	2	2	4	0	804
1999	22001	Abiego	2194	0	0	0	3488	80	5493	569	4924	5	0,202	81
1999	22002	Abizanda	976	119	0	119	2514	20	1416	29	1387	0	0,36	38
1999	22003	Adahuesca	205	0	0	0	2032	0	0	0	0	0	0,137	11
1999	22004	Agüero	187	45	0	45	1266	145	2	0	2	10	0,072	1
1999	22006	Aísa	459	174	0	174	3119	81	10	0	10	0	0,19	56
1999	22007	Albalate de Cinca	8331	4610	269	4341	2103	281	6484	113	6371	0	195,02	0
1999	22008	Albalatillo	1957	1089	0	1089	0	0	5903	486	5417	0	17,047	0
1999	22009	Albelda	17403	3791	181	3610	7488	159	37080	1147	35933	15	189,082	786
1999	22011	Albero Alto	1653	0	0	0	0	0	4460	0	4460	0	45	0
1999	22012	Albero Bajo	1431	295	0	295	680	0	3900	0	3900	0	0	0
1999	22013	Alberuela de Tubo	2315	1087	0	1087	4020	15	5005	102	4903	0	0,601	10
1999	22014	Alcalá de Gurrea	147	120	0	120	892	36	7	0	7	1	0,145	0
1999	22015	Alcalá del Obispo	10129	932	0	932	3383	18	29811	2310	27501	0	75,016	0
1999	22016	Alcampell	9148	1706	6	1700	5240	139	27729	1637	26092	12	4,075	17
1999	22017	Alcolea de Cinca	9651	1851	31	1820	3947	7	26723	204	26519	0	156,157	1268
1999	22018	Alcubierre	12522	248	36	212	4433	68	41946	1218	40728	0	0,025	500
1999	22019	Alerre	32	0	0	0	315	0	0	0	0	0	0	0
1999	22020	Alfántega	2888	180	0	180	327	5	12505	350	12155	0	0,096	0
1999	22021	Almudévar	5189	2498	220	2278	16117	411	7715	290	7425	5	12,542	705
1999	22022	Almunia de San Juan	6284	2099	0	2099	4583	61	12376	615	11761	0	84,345	3
1999	22023	Almuniente	10622	148	38	110	7730	33	35362	2710	32652	0	17,03	0
1999	22024	Alquézar	376	0	0	0	2974	58	329	105	224	0	0,192	219
1999	22025	Altorricón	22959	11651	169	11482	3808	48	61418	3788	57630	0	122,12	12
1999	22027	Angüés	1333	711	0	711	650	36	3579	590	2989	0	17,589	2
1999	22028	Ansó	1278	877	0	877	6102	318	3	0	3	8	0,065	0
1999	22029	Antillón	857	0	0	0	1036	31	2500	0	2500	0	0	0
1999	22032	Aragüés del Puerto	194	262	0	262	22	48	10	0	10	1	0,073	6
1999	22035	Arén	4484	893	60	833	19409	719	8030	641	7389	2	0,668	130
1999	22036	Argavieso	619	0	0	0	1374	22	1599	0	1599	0	0,01	0
1999	22037	Arguis	363	116	0	116	912	14	680	80	600	58	0,12	4
1999	22039	Ayerbe	391	92	15	77	1747	156	657	184	473	19	0,54	54
1999	22040	Azanuy-Alins	1568	430	0	430	1247	56	3385	0	3385	0	34,028	600
1999	22041	Azara	595	1	1	0	23	0	2377	577	1800	0	0,254	17
1999	22042	Azlor	324	183	26	157	1405	46	492	132	360	1	0,195	15
1999	22043	Baells	1587	120	0	120	417	4	4190	0	4190	0	30,23	4
1999	22044	Bailo	2014	822	0	822	13615	247	61	31	30	32	0,225	21
1999	22045	Baldellou	693	0	0	0	934	2	2120	150	1970	1	0,172	603
1999	22046	Ballobar	2912	1052	19	1033	14998	204	4332	160	4172	0	25,1	2820
1999	22047	Banastás	5	0	0	0	49	0	0	0	0	0	0	0
1999	22048	Barbastro	12656	2399	63	2336	7217	209	36292	3246	33046	24	2,001	1346
1999	22049	Barbués	1376	28	22	6	558	10	4360	20	4340	1	0,238	0
1999	22050	Barbuñales	4	0	0	0	0	0	0	0	0	0	0	200
1999	22051	Bárcabo	1270	988	1	987	2592	0	2716	293	2423	0	0,054	37
1999	22052	Belver de Cinca	16472	5935	170	5765	11768	188	42624	6	42618	1	0,03	105
1999	22053	Benabarre	12124	1639	0	1639	8401	638	39166	5046	34120	0	114,602	826
1999	22054	Benasque	917	644	0	644	4382	97	0	0	0	55	0,264	21
1999	22055	Berbegal	2066	762	45	717	2640	20	3712	180	3532	3	31,231	0
1999	22057	Bielsa	636	602	2	600	1539	480	0	0	0	13	0,163	23
1999	22058	Bierge	830	46	0	46	3953	186	1128	115	1013	3	16,332	69
1999	22059	Biescas	1227	1097	0	1097	3938	123	10	0	10	21	0,234	37
1999	22060	Binaced	11151	4399	400	3999	4289	9	27356	813	26543	14	133,505	730
1999	22061	Binéfar	11219	9325	54	9271	1337	600	23864	1829	22035	0	0,049	970
1999	22062	Bisaurri	3749	1844	64	1780	5396	169	6500	0	6500	30	0,436	247
1999	22063	Biscarrués	3150	0	0	0	3259	111	8008	51	7957	0	63,763	312
1999	22064	Blecua y Torres	2284	540	0	540	1691	26	6865	580	6285	0	0,094	0
1999	22066	Boltaña	1572	1351	22	1329	4159	964	550	64	486	31	0,305	77
1999	22067	Bonansa	1033	791	0	791	4191	146	3	0	3	1	0,127	422
1999	22068	Borau	343	198	10	188	1951	79	2	2	0	5	0,081	7
1999	22069	Broto	1876	2189	20	2169	3216	398	6	0	6	21	0,469	69
1999	22072	Caldearenas	797	167	0	167	4135	88	1219	479	740	0	0,077	19
1999	22074	Campo	1428	190	80	110	2800	80	2601	300	2301	0	45	0
1999	22075	Camporrells	3150	75	0	75	796	9	9923	117	9806	0	0,152	733
1999	22076	Canal de Berdún	925	241	0	241	7196	278	42	6	36	4	1,121	52
1999	22077	Candasnos	5145	100	0	100	4551	73	13772	700	13072	2	35,076	230
1999	22078	Canfranc	19	24	5	19	0	0	0	0	0	0	0,035	0
1999	22079	Capdesaso	545	333	48	285	237	0	1070	0	1070	14	0	0
1999	22080	Capella	3030	350	0	350	1465	21	9904	1364	8540	1	40,134	40
1999	22081	Casbas de Huesca	2352	305	80	225	3523	105	6084	121	5963	3	0,241	2
1999	22082	Castejón del Puente	1262	90	0	90	4311	166	3998	640	3358	0	0,009	0
1999	22083	Castejón de Monegros	4031	202	0	202	9395	216	11083	1830	9253	23	38,166	132
1999	22084	Castejón de Sos	645	515	0	515	2905	71	0	0	0	0	0,311	22
1999	22085	Castelflorite	744	96	60	36	2443	259	1300	0	1300	0	0,109	0
1999	22086	Castiello de Jaca	559	8	8	0	1198	129	124	33	91	0	26,861	85
1999	22087	Castigaleu	591	600	0	600	1896	29	908	165	743	0	0,006	4
1999	22088	Castillazuelo	1081	722	0	722	0	0	1840	30	1810	1	0,045	2
1999	22089	Castillonroy	3636	350	0	350	757	19	11916	381	11535	0	0,028	465
1999	22090	Colungo	614	81	0	81	1702	35	1330	306	1024	0	0	400
1999	22094	Chalamera	2131	814	42	772	1925	0	4650	0	4650	0	20	0
1999	22095	Chía	547	568	0	568	1582	46	0	0	0	11	0,131	224
1999	22096	Chimillas	0	0	0	0	0	0	0	0	0	0	0,004	0
1999	22099	Esplús	9658	6119	0	6119	2710	29	17965	864	17101	3	156,157	150
1999	22102	Estada	2065	0	0	0	197	2	5091	223	4868	1	90,341	938
1999	22103	Estadilla	7767	4338	54	4284	4323	134	20315	1092	19223	4	1,019	762
1999	22105	Estopiñán del Castillo	6167	172	0	172	2415	143	27972	3498	24474	1	1,543	4
1999	22106	Fago	131	172	0	172	0	36	0	0	0	10	0	0
1999	22107	Fanlo	220	233	0	233	233	347	0	0	0	1	0,058	7
1999	22109	Fiscal	1723	1796	6	1790	2275	231	832	17	815	3	0,593	71
1999	22110	Fonz	10861	2962	16	2946	6135	50	28044	876	27168	0	36,37	202
1999	22111	Foradada del Toscar	5260	1237	184	1053	9190	246	11674	1236	10438	0	77,788	104
1999	22112	Fraga	60042	6481	212	6269	15621	1174	108438	6790	101648	55	1337,521	1462
1999	22113	Fueva (La)	5844	2118	122	1996	12332	249	17431	2215	15216	66	2,347	288
1999	22114	Gistaín	703	399	0	399	3786	329	4	0	4	9	0,247	79
1999	22115	Grado (El)	2085	116	0	116	2108	35	5156	653	4503	2	0,664	38
1999	22116	Grañén	13879	5415	316	5099	15309	158	33444	1253	32191	2	60,793	846
1999	22117	Graus	7568	1716	67	1649	14374	402	14199	2189	12010	1	189,467	655
1999	22119	Gurrea de Gállego	3092	1235	20	1215	15860	124	2531	307	2224	16	11,166	45
1999	22122	Hoz de Jaca	126	102	0	102	410	0	0	0	0	0	0	574
1999	22124	Huerto	2288	233	65	168	3089	35	5756	3	5753	3	14,275	12
1999	22125	Huesca	12141	3096	27	3069	12383	563	45983	8194	37789	20	61,789	513
1999	22126	Ibieca	1580	0	0	0	1903	39	2278	0	2278	0	50,2	0
1999	22127	Igriés	5018	100	0	100	404	16	6292	50	6242	20	100,032	0
1999	22128	Ilche	2655	1149	0	1149	7098	48	5924	700	5224	0	0,259	8
1999	22129	Isábena	2402	507	0	507	11657	802	2757	444	2313	0	32,589	80
1999	22130	Jaca	6556	967	20	947	35177	601	5953	626	5327	101	44,509	2033
1999	22131	Jasa	274	374	0	374	39	75	0	0	0	1	0,068	16
1999	22133	Labuerda	183	77	46	31	1168	11	0	0	0	0	0,015	5
1999	22135	Laluenga	1429	90	0	90	2481	43	4026	237	3789	2	0,444	17
1999	22136	Lalueza	11240	2003	214	1789	12916	150	29177	493	28684	3	30,15	752
1999	22137	Lanaja	8035	1509	80	1429	11261	219	23900	585	23315	1	0,585	7
1999	22139	Laperdiguera	1659	347	0	347	0	0	5707	242	5465	0	0,032	0
1999	22141	Lascellas-Ponzano	1576	264	0	264	532	1	6072	125	5947	0	0,328	15
1999	22142	Lascuarre	968	196	0	196	338	38	2978	535	2443	0	0	90
1999	22143	Laspaúles	1718	1469	13	1456	7476	219	4	0	4	31	0,358	59
1999	22144	Laspuña	467	245	0	245	2132	546	16	0	16	18	0,203	43
1999	22149	Loarre	2657	127	0	127	2114	132	5118	466	4652	2	127,427	32
1999	22150	Loporzano	1067	0	0	0	6077	114	632	30	602	8	35,091	6
1999	22151	Loscorrales	152	0	0	0	1315	45	90	24	66	0	0,054	5
1999	22155	Monesma y Cajigar	1400	0	0	0	6107	50	1778	453	1325	0	20,011	4
1999	22156	Monflorite-Lascasas	1581	70	0	70	1403	0	1701	305	1396	3	84,126	2
1999	22157	Montanuy	4503	3310	8	3302	19149	402	1123	5	1118	55	0,822	153
1999	22158	Monzón	17655	13081	544	12537	11280	169	34955	1848	33107	30	156,6	1189
1999	22160	Naval	1800	116	3	113	2904	51	1191	241	950	16	164,236	401
1999	22162	Novales	1535	0	0	0	0	0	5346	95	5251	0	0	0
1999	22163	Nueno	1015	0	0	0	3048	344	2488	270	2218	17	0,145	12
1999	22164	Olvena	1246	242	0	242	915	6	4017	176	3841	0	0,057	253
1999	22165	Ontiñena	3393	3122	21	3101	8139	126	4471	406	4065	2	10,278	270
1999	22167	Osso de Cinca	15234	6553	240	6313	1250	50	8699	63	8636	28	374,54	0
1999	22168	Palo	182	160	0	160	61	19	1734	120	1614	0	0,063	5
1999	22170	Panticosa	637	895	0	895	1238	305	0	0	0	2	0,024	201
1999	22172	Peñalba	3430	553	0	553	7203	110	6430	230	6200	1	94,18	0
1999	22173	Peñas de Riglos (Las)	826	352	0	352	3573	318	769	0	769	3	0,428	18
1999	22174	Peralta de Alcofea	6684	393	0	393	5462	184	17360	52	17308	0	36,01	300
1999	22175	Peralta de Calasanz	1275	871	0	871	3518	7	1893	185	1708	2	0,348	1247
1999	22176	Peraltilla	871	57	0	57	267	11	2939	243	2696	2	0,144	7
1999	22177	Perarrúa	880	0	0	0	548	42	2490	323	2167	0	14,423	43
1999	22178	Pertusa	1050	361	0	361	1260	15	4000	335	3665	0	0,012	0
1999	22181	Piracés	1165	90	0	90	0	0	3577	463	3114	0	20,01	270
1999	22182	Plan	1018	798	0	798	3655	580	5	0	5	33	0,35	78
1999	22184	Poleñino	5608	283	0	283	2781	41	14819	751	14068	0	20,063	17
1999	22186	Pozán de Vero	564	0	0	0	0	0	1571	20	1551	0	0,153	5
1999	22187	Puebla de Castro (La)	885	0	0	0	912	10	532	0	532	12	88,715	33
1999	22188	Puente de Montañana	310	0	0	0	3040	56	0	0	0	0	0	0
1999	22189	Puértolas	1639	789	3	786	2923	834	2462	6	2456	51	0,236	20
1999	22190	Pueyo de Araguás (El)	901	524	0	524	5834	363	132	57	75	3	0,208	68
1999	22193	Pueyo de Santa Cruz	1398	475	65	410	1515	0	3604	500	3104	0	0	0
1999	22195	Quicena	450	22	0	22	2415	130	610	0	610	0	0	0
1999	22197	Robres	18778	876	0	876	13540	92	59136	2944	56192	1	90,282	15
1999	22199	Sabiñánigo	4248	1859	0	1859	19634	664	3798	149	3649	69	2,505	97
1999	22200	Sahún	642	523	8	515	2665	62	0	0	0	0	0,486	50
1999	22201	Salas Altas	223	0	0	0	0	0	525	5	520	0	8,822	30
1999	22202	Salas Bajas	3	0	0	0	25	0	0	0	0	0	0,012	2
1999	22203	Salillas	1463	0	0	0	0	0	5917	1123	4794	0	0,008	640
1999	22204	Sallent de Gállego	1038	1189	4	1185	633	294	7	0	7	110	0,374	324
1999	22205	San Esteban de Litera	9683	5252	20	5232	3265	13	16036	1575	14461	25	100,243	147
1999	22206	Sangarrén	3370	230	100	130	1922	0	6860	460	6400	0	120,02	0
1999	22207	San Juan de Plan	700	547	0	547	2870	240	0	0	0	16	0,314	75
1999	22208	Santa Cilia	241	0	0	0	2217	50	53	14	39	0	0,178	23
1999	22209	Santa Cruz de la Serós	423	0	0	0	4061	26	31	6	25	0	0,221	229
1999	22212	Santaliestra y San Quílez	493	0	0	0	0	0	1040	101	939	0	27,077	17
1999	22213	Sariñena	13745	3182	218	2964	20071	485	29585	350	29235	3	194,563	244
1999	22214	Secastilla	1428	118	0	118	2495	13	4031	165	3866	0	0,167	62
1999	22215	Seira	250	133	0	133	1116	362	0	0	0	7	0,139	26
1999	22217	Sena	1902	797	137	660	7175	129	2000	750	1250	2	0	110
1999	22218	Senés de Alcubierre	2751	423	0	423	300	0	8526	1445	7081	0	0,094	0
1999	22220	Sesa	949	120	0	120	1592	24	2311	382	1929	0	60	0
1999	22221	Sesué	229	322	5	317	28	0	0	0	0	2	0,135	23
1999	22222	Siétamo	3214	0	0	0	4513	102	9364	198	9166	27	0	0
1999	22223	Sopeira	721	457	0	457	1901	216	1485	329	1156	0	0,159	58
1999	22225	Tamarite de Litera	42417	16175	1640	14535	10798	308	108127	4444	103683	100	71,976	410
1999	22226	Tardienta	1946	1303	32	1271	10753	283	1336	360	976	10	1,036	20
1999	22227	Tella-Sin	242	164	0	164	792	311	0	0	0	14	0,098	29
1999	22228	Tierz	687	0	0	0	335	0	2178	0	2178	0	0,018	0
1999	22229	Tolva	2325	45	0	45	4097	90	5882	1612	4270	0	0,041	13
1999	22230	Torla-Ordesa	999	1153	52	1101	1616	104	0	0	0	0	0,2	35
1999	22232	Torralba de Aragón	983	354	100	254	5504	67	626	0	626	0	5,098	0
1999	22233	Torre la Ribera	578	222	0	222	3983	118	12	9	3	11	0,298	108
1999	22234	Torrente de Cinca	3301	0	0	0	900	0	7350	400	6950	0	80,304	575
1999	22235	Torres de Alcanadre	1351	0	0	0	0	0	5184	495	4689	0	0	0
1999	22236	Torres de Barbués	1692	231	0	231	3234	0	3750	650	3100	0	0	0
1999	22239	Tramaced	3505	1006	0	1006	1468	4	7503	3	7500	0	80,113	0
1999	22242	Valfarta	860	0	0	0	1800	12	2260	0	2260	1	0	0
1999	22243	Valle de Bardají	647	616	285	331	2027	120	6	6	0	1	0,004	1
1999	22244	Valle de Lierp	393	456	42	414	1677	110	2	0	2	0	0	0
1999	22245	Velilla de Cinca	466	0	0	0	755	0	1300	0	1300	0	0	0
1999	22246	Beranuy	988	0	0	0	3657	295	2483	807	1676	3	0,469	156
1999	22247	Viacamp y Litera	1171	701	0	701	3126	49	2118	198	1920	0	0,006	0
1999	22248	Vicién	667	850	0	850	3175	0	45	14	31	0	0,09	6
1999	22249	Villanova	222	259	0	259	402	12	0	0	0	6	0,065	10
1999	22250	Villanúa	112	56	0	56	417	52	32	21	11	0	0,361	50
1999	22251	Villanueva de Sigena	4236	1584	0	1584	13868	165	7000	215	6785	0	0	0
1999	22252	Yebra de Basa	343	302	0	302	1353	0	6	0	6	0	0,175	7
1999	22253	Yésero	172	247	14	233	0	0	2	0	2	0	0	130
1999	22254	Zaidín	27369	2555	0	2555	6308	100	72767	1516	71251	1	601,032	0
1999	22901	Valle de Hecho	2631	1967	0	1967	11452	680	59	0	59	10	0,345	68
1999	22902	Puente la Reina de Jaca	1890	0	0	0	14318	145	2104	563	1541	1	0,201	30
1999	22903	San Miguel del Cinca	9168	1299	0	1299	4274	87	21307	1486	19821	0	92,039	430
1999	22904	Sotonera (La)	2626	234	1	233	14990	120	3552	457	3095	2	0,245	18
1999	22905	Lupiñén-Ortilla	1084	21	0	21	6852	18	8	0	8	0	51,961	870
1999	22906	Santa María de Dulcis	215	46	32	14	1467	10	59	19	40	0	0,418	122
1999	22907	Aínsa-Sobrarbe	3471	1459	21	1438	15013	387	5494	711	4783	48	9,927	171
1999	22908	Hoz y Costeán	618	499	0	499	2460	4	944	252	692	0	0,088	500
1999	22909	Vencillón	9061	5689	0	5689	6544	35	22334	1108	21226	3	0,657	20
1999	44001	Ababuj	288	105	0	105	2296	27	49	11	38	0	0,024	4
1999	44002	Abejuela	265	0	0	0	2629	15	0	0	0	0	0,02	4
1999	44003	Aguatón	122	0	0	0	1195	0	4	0	4	0	0,059	11
1999	44004	Aguaviva	4978	305	0	305	2563	15	17583	2255	15328	0	0,417	1100
1999	44005	Aguilar del Alfambra	243	2	0	2	2227	3	64	15	49	0	0	500
1999	44006	Alacón	3798	0	0	0	5290	99	11808	1772	10036	0	0,091	0
1999	44007	Alba	1916	0	0	0	14065	19	1637	101	1536	13	0,436	38
1999	44008	Albalate del Arzobispo	1218	0	0	0	3655	95	1000	0	1000	0	52,06	518
1999	44009	Albarracín	1205	34	8	26	10964	666	16	3	13	3	0,61	39
1999	44010	Albentosa	704	146	0	146	3791	37	785	115	670	1	0,177	22
1999	44011	Alcaine	484	0	0	0	1417	420	1000	0	1000	0	0	0
1999	44012	Alcalá de la Selva	628	309	46	263	3662	22	0	0	0	18	0,089	292
1999	44013	Alcañiz	13725	1903	30	1873	31171	990	28302	1762	26540	16	128,726	2194
1999	44014	Alcorisa	3340	210	124	86	12060	146	7303	741	6562	15	1,124	494
1999	44016	Alfambra	2572	76	0	76	19293	903	1912	404	1508	5	0,605	318
1999	44017	Aliaga	1349	729	0	729	8086	101	8	2	6	25	0,49	57
1999	44018	Almohaja	222	0	0	0	2193	29	0	0	0	0	0,018	0
1999	44019	Alobras	369	0	0	0	3433	250	0	0	0	0	0,018	10
1999	44020	Alpeñés	98	0	0	0	983	0	0	0	0	0	0	0
1999	44021	Allepuz	1015	151	0	151	6837	88	1163	304	859	5	0,161	27
1999	44022	Alloza	679	0	0	0	3442	227	993	3	990	2	0,681	78
1999	44023	Allueva	0	0	0	0	0	0	0	0	0	0	0	0
1999	44024	Anadón	96	0	0	0	954	8	0	0	0	0	0	0
1999	44025	Andorra	2875	87	0	87	12474	293	5122	0	5122	8	1,242	92
1999	44026	Arcos de las Salinas	465	0	0	0	4387	175	0	0	0	0	0,01	450
1999	44027	Arens de Lledó	1174	0	0	0	264	8	3325	150	3175	1	20,05	910
1999	44028	Argente	732	0	0	0	4957	3	2600	0	2600	0	0,008	70
1999	44029	Ariño	70	0	0	0	570	126	0	0	0	0	0	0
1999	44031	Azaila	408	199	0	199	863	19	800	0	800	0	0,017	0
1999	44032	Bádenas	107	0	0	0	1018	47	0	0	0	0	0	0
1999	44033	Báguena	1029	0	0	0	2076	4	3387	500	2887	2	0	0
1999	44034	Bañón	1181	0	0	0	3164	0	3086	503	2583	0	0,201	322
1999	44035	Barrachina	528	0	0	0	1487	3	1951	392	1559	0	0,1	140
1999	44036	Bea	168	0	0	0	1625	0	0	0	0	0	0	250
1999	44037	Beceite	4065	312	0	312	834	161	8853	247	8606	1	166,076	878
1999	44038	Belmonte de San José	1811	0	0	0	1085	345	4765	585	4180	0	18,041	88
1999	44039	Bello	654	40	0	40	5617	31	264	63	201	0	0,448	571
1999	44040	Berge	681	3	0	3	2241	69	532	0	532	3	40,253	33
1999	44041	Bezas	12	0	0	0	0	0	4	0	4	4	0,055	353
1999	44042	Blancas	628	0	0	0	3829	0	2292	386	1906	0	0	0
1999	44043	Blesa	190	0	0	0	1825	28	0	0	0	3	0,145	1
1999	44044	Bordón	1946	11	0	11	2591	379	6980	712	6268	6	0,147	16
1999	44045	Bronchales	431	69	0	69	3590	132	15	0	15	0	0,027	0
1999	44046	Bueña	689	0	0	0	3763	282	956	154	802	0	0,104	328
1999	44047	Burbáguena	210	0	0	0	937	230	358	123	235	3	0,213	926
1999	44048	Cabra de Mora	161	0	0	0	1216	38	66	41	25	0	0,133	35
1999	44049	Calaceite	3505	10	0	10	3153	326	9175	315	8860	1	65,757	4276
1999	44050	Calamocha	11450	649	0	649	17259	228	28730	3410	25320	5	0,042	2888
1999	44051	Calanda	6869	0	0	0	5565	182	20340	1545	18795	0	165,016	2261
1999	44052	Calomarde	277	0	0	0	2688	32	8	4	4	0	0,058	7
1999	44053	Camañas	538	0	0	0	5360	13	2	0	2	0	0,025	2
1999	44054	Camarena de la Sierra	266	0	0	0	2319	292	10	0	10	1	0,078	10
1999	44055	Camarillas	266	0	0	0	1997	5	133	29	104	0	0	0
1999	44056	Caminreal	8278	526	0	526	5570	0	26806	3044	23762	1	0,02	619
1999	44059	Cantavieja	5119	1221	0	1221	8707	1305	13312	2024	11288	22	1,435	1434
1999	44060	Cañada de Benatanduz	774	272	0	272	3911	43	640	264	376	2	0,412	49
1999	44061	Cañada de Verich (La)	1075	0	0	0	106	0	4787	736	4051	0	0,01	3
1999	44062	Cañada Vellida	344	0	0	0	3395	25	4	2	2	0	0	0
1999	44063	Cañizar del Olivar	229	59	0	59	1840	0	0	0	0	0	0	0
1999	44064	Cascante del Río	351	0	0	0	3441	5	2	0	2	3	0,167	34
1999	44065	Castejón de Tornos	43	0	0	0	226	12	98	23	75	0	0,139	116
1999	44066	Castel de Cabra	691	400	0	400	2777	61	0	0	0	0	18,059	11
1999	44067	Castelnou	448	0	0	0	4457	21	0	0	0	0	0	0
1999	44068	Castelserás	4983	450	0	450	1939	13	16881	1640	15241	0	0,02	503
1999	44070	Castellar (El)	225	38	0	38	1932	47	0	0	0	2	0,034	20
1999	44071	Castellote	4591	350	0	350	8910	183	11085	540	10545	16	13,782	1400
1999	44074	Cedrillas	1687	302	2	300	5189	30	3627	521	3106	6	0,008	302
1999	44075	Celadas	1287	0	0	0	11764	220	330	85	245	2	0,665	72
1999	44076	Cella	3935	697	95	602	11861	33	7253	1378	5875	50	41,635	1671
1999	44077	Cerollera (La)	416	72	0	72	923	9	970	150	820	0	0	310
1999	44080	Codoñera (La)	2721	0	0	0	2057	193	8605	251	8354	1	24,192	47
1999	44082	Corbalán	460	225	0	225	2920	42	19	0	19	4	0,203	15
1999	44084	Cortes de Aragón	619	0	0	0	673	0	1100	0	1100	0	0,084	2
1999	44085	Cosa	598	0	0	0	4780	3	593	195	398	0	0,18	327
1999	44086	Cretas	4950	109	0	109	3448	27	13603	2503	11100	0	108	4520
1999	44087	Crivillén	272	0	0	0	2628	82	0	0	0	0	0,044	0
1999	44088	Cuba (La)	1344	56	0	56	2	0	3906	701	3205	0	10,023	787
1999	44089	Cubla	157	0	0	0	1452	4	57	16	41	0	0,099	12
