Provincia código	Provincia nombre	Nacionalidad Continente codigo	Nacionalidad Continente	Tipo variación	Sexo	Año	Variaciones
50	Zaragoza	1	Europa	Interna	Mujeres	2016	6050
50	Zaragoza	2	África	Externa	Hombres	2016	1606
50	Zaragoza	2	África	Externa	Mujeres	2016	856
50	Zaragoza	2	África	Interna	Hombres	2016	390
50	Zaragoza	2	África	Interna	Mujeres	2016	224
50	Zaragoza	3	América	Externa	Hombres	2016	1261
50	Zaragoza	3	América	Externa	Mujeres	2016	2105
50	Zaragoza	3	América	Interna	Hombres	2016	182
50	Zaragoza	3	América	Interna	Mujeres	2016	403
50	Zaragoza	4	Asia	Externa	Hombres	2016	902
50	Zaragoza	4	Asia	Externa	Mujeres	2016	387
50	Zaragoza	4	Asia	Interna	Hombres	2016	70
50	Zaragoza	4	Asia	Interna	Mujeres	2016	30
50	Zaragoza	5	Otros continentes	Externa	Hombres	2016	7
50	Zaragoza	5	Otros continentes	Externa	Mujeres	2016	1
22	Huesca	1	Europa	Externa	Hombres	2015	1698
22	Huesca	1	Europa	Externa	Mujeres	2015	1612
22	Huesca	1	Europa	Interna	Hombres	2015	1698
22	Huesca	1	Europa	Interna	Mujeres	2015	1695
22	Huesca	2	África	Externa	Hombres	2015	606
22	Huesca	2	África	Externa	Mujeres	2015	214
22	Huesca	2	África	Interna	Hombres	2015	177
22	Huesca	2	África	Interna	Mujeres	2015	90
22	Huesca	3	América	Externa	Hombres	2015	166
22	Huesca	3	América	Externa	Mujeres	2015	286
22	Huesca	3	América	Interna	Hombres	2015	50
22	Huesca	3	América	Interna	Mujeres	2015	121
22	Huesca	4	Asia	Externa	Hombres	2015	44
22	Huesca	4	Asia	Externa	Mujeres	2015	33
22	Huesca	4	Asia	Interna	Hombres	2015	12
22	Huesca	4	Asia	Interna	Mujeres	2015	6
22	Huesca	5	Otros continentes	Externa	Hombres	2015	1
22	Huesca	5	Otros continentes	Externa	Mujeres	2015	2
22	Huesca	5	Otros continentes	Interna	Hombres	2015	2
44	Teruel	1	Europa	Externa	Hombres	2015	954
44	Teruel	1	Europa	Externa	Mujeres	2015	947
44	Teruel	1	Europa	Interna	Hombres	2015	990
44	Teruel	1	Europa	Interna	Mujeres	2015	1039
44	Teruel	2	África	Externa	Hombres	2015	173
44	Teruel	2	África	Externa	Mujeres	2015	100
44	Teruel	2	África	Interna	Hombres	2015	163
44	Teruel	2	África	Interna	Mujeres	2015	99
44	Teruel	3	América	Externa	Hombres	2015	83
44	Teruel	3	América	Externa	Mujeres	2015	106
44	Teruel	3	América	Interna	Hombres	2015	21
44	Teruel	3	América	Interna	Mujeres	2015	43
44	Teruel	4	Asia	Externa	Hombres	2015	52
44	Teruel	4	Asia	Externa	Mujeres	2015	21
44	Teruel	4	Asia	Interna	Hombres	2015	14
44	Teruel	4	Asia	Interna	Mujeres	2015	12
44	Teruel	5	Otros continentes	Interna	Hombres	2015	1
50	Zaragoza	1	Europa	Externa	Hombres	2015	5865
50	Zaragoza	1	Europa	Externa	Mujeres	2015	5469
50	Zaragoza	1	Europa	Interna	Hombres	2015	6302
50	Zaragoza	1	Europa	Interna	Mujeres	2015	6488
50	Zaragoza	2	África	Externa	Hombres	2015	1463
50	Zaragoza	2	África	Externa	Mujeres	2015	716
50	Zaragoza	2	África	Interna	Hombres	2015	386
50	Zaragoza	2	África	Interna	Mujeres	2015	237
50	Zaragoza	3	América	Externa	Hombres	2015	873
50	Zaragoza	3	América	Externa	Mujeres	2015	1364
50	Zaragoza	3	América	Interna	Hombres	2015	197
50	Zaragoza	3	América	Interna	Mujeres	2015	422
50	Zaragoza	4	Asia	Externa	Hombres	2015	758
50	Zaragoza	4	Asia	Externa	Mujeres	2015	352
50	Zaragoza	4	Asia	Interna	Hombres	2015	65
50	Zaragoza	4	Asia	Interna	Mujeres	2015	41
50	Zaragoza	5	Otros continentes	Externa	Hombres	2015	5
50	Zaragoza	5	Otros continentes	Externa	Mujeres	2015	5
50	Zaragoza	5	Otros continentes	Interna	Hombres	2015	1
22	Huesca	1	Europa	Externa	Hombres	2014	1736
22	Huesca	1	Europa	Externa	Mujeres	2014	1687
22	Huesca	1	Europa	Interna	Hombres	2014	1719
22	Huesca	1	Europa	Interna	Mujeres	2014	1778
22	Huesca	2	África	Externa	Hombres	2014	561
22	Huesca	2	África	Externa	Mujeres	2014	240
22	Huesca	2	África	Interna	Hombres	2014	194
22	Huesca	2	África	Interna	Mujeres	2014	90
22	Huesca	3	América	Externa	Hombres	2014	162
22	Huesca	3	América	Externa	Mujeres	2014	207
22	Huesca	3	América	Interna	Hombres	2014	57
22	Huesca	3	América	Interna	Mujeres	2014	125
22	Huesca	4	Asia	Externa	Hombres	2014	44
22	Huesca	4	Asia	Externa	Mujeres	2014	53
22	Huesca	4	Asia	Interna	Hombres	2014	8
22	Huesca	4	Asia	Interna	Mujeres	2014	9
22	Huesca	5	Otros continentes	Externa	Hombres	2014	3
22	Huesca	5	Otros continentes	Externa	Mujeres	2014	6
22	Huesca	5	Otros continentes	Interna	Hombres	2014	2
22	Huesca	5	Otros continentes	Interna	Mujeres	2014	3
44	Teruel	1	Europa	Externa	Hombres	2014	976
44	Teruel	1	Europa	Externa	Mujeres	2014	952
44	Teruel	1	Europa	Interna	Hombres	2014	967
44	Teruel	1	Europa	Interna	Mujeres	2014	990
44	Teruel	2	África	Externa	Hombres	2014	178
44	Teruel	2	África	Externa	Mujeres	2014	110
44	Teruel	2	África	Interna	Hombres	2014	149
44	Teruel	2	África	Interna	Mujeres	2014	119
44	Teruel	3	América	Externa	Hombres	2014	90
44	Teruel	3	América	Externa	Mujeres	2014	118
44	Teruel	3	América	Interna	Hombres	2014	32
44	Teruel	3	América	Interna	Mujeres	2014	80
44	Teruel	4	Asia	Externa	Hombres	2014	53
44	Teruel	4	Asia	Externa	Mujeres	2014	24
44	Teruel	4	Asia	Interna	Hombres	2014	21
44	Teruel	4	Asia	Interna	Mujeres	2014	15
44	Teruel	5	Otros continentes	Externa	Hombres	2014	1
44	Teruel	5	Otros continentes	Externa	Mujeres	2014	1
50	Zaragoza	1	Europa	Externa	Hombres	2014	5755
50	Zaragoza	1	Europa	Externa	Mujeres	2014	5347
50	Zaragoza	1	Europa	Interna	Hombres	2014	6083
50	Zaragoza	1	Europa	Interna	Mujeres	2014	6036
50	Zaragoza	2	África	Externa	Hombres	2014	2000
50	Zaragoza	2	África	Externa	Mujeres	2014	749
50	Zaragoza	2	África	Interna	Hombres	2014	420
50	Zaragoza	2	África	Interna	Mujeres	2014	213
50	Zaragoza	3	América	Externa	Hombres	2014	762
50	Zaragoza	3	América	Externa	Mujeres	2014	1196
50	Zaragoza	3	América	Interna	Hombres	2014	209
50	Zaragoza	3	América	Interna	Mujeres	2014	361
50	Zaragoza	4	Asia	Externa	Hombres	2014	752
50	Zaragoza	4	Asia	Externa	Mujeres	2014	344
50	Zaragoza	4	Asia	Interna	Hombres	2014	85
50	Zaragoza	4	Asia	Interna	Mujeres	2014	47
50	Zaragoza	5	Otros continentes	Externa	Hombres	2014	5
50	Zaragoza	5	Otros continentes	Externa	Mujeres	2014	2
50	Zaragoza	5	Otros continentes	Interna	Hombres	2014	1
22	Huesca	1	Europa	Externa	Hombres	2013	1678
22	Huesca	1	Europa	Externa	Mujeres	2013	1641
22	Huesca	1	Europa	Interna	Hombres	2013	1720
22	Huesca	1	Europa	Interna	Mujeres	2013	1669
22	Huesca	2	África	Externa	Hombres	2013	566
22	Huesca	2	África	Externa	Mujeres	2013	197
22	Huesca	2	África	Interna	Hombres	2013	171
22	Huesca	2	África	Interna	Mujeres	2013	107
22	Huesca	3	América	Externa	Hombres	2013	174
22	Huesca	3	América	Externa	Mujeres	2013	239
22	Huesca	3	América	Interna	Hombres	2013	48
22	Huesca	3	América	Interna	Mujeres	2013	118
22	Huesca	4	Asia	Externa	Hombres	2013	67
22	Huesca	4	Asia	Externa	Mujeres	2013	48
22	Huesca	4	Asia	Interna	Hombres	2013	17
22	Huesca	4	Asia	Interna	Mujeres	2013	7
22	Huesca	5	Otros continentes	Externa	Hombres	2013	2
22	Huesca	5	Otros continentes	Externa	Mujeres	2013	2
22	Huesca	5	Otros continentes	Interna	Hombres	2013	2
22	Huesca	5	Otros continentes	Interna	Mujeres	2013	3
44	Teruel	1	Europa	Externa	Hombres	2013	930
44	Teruel	1	Europa	Externa	Mujeres	2013	935
44	Teruel	1	Europa	Interna	Hombres	2013	967
44	Teruel	1	Europa	Interna	Mujeres	2013	953
44	Teruel	2	África	Externa	Hombres	2013	184
44	Teruel	2	África	Externa	Mujeres	2013	134
44	Teruel	2	África	Interna	Hombres	2013	172
44	Teruel	2	África	Interna	Mujeres	2013	119
44	Teruel	3	América	Externa	Hombres	2013	91
44	Teruel	3	América	Externa	Mujeres	2013	142
44	Teruel	3	América	Interna	Hombres	2013	46
44	Teruel	3	América	Interna	Mujeres	2013	69
44	Teruel	4	Asia	Externa	Hombres	2013	84
44	Teruel	4	Asia	Externa	Mujeres	2013	27
44	Teruel	4	Asia	Interna	Hombres	2013	23
44	Teruel	4	Asia	Interna	Mujeres	2013	6
44	Teruel	5	Otros continentes	Externa	Hombres	2013	1
50	Zaragoza	1	Europa	Externa	Hombres	2013	5085
50	Zaragoza	1	Europa	Externa	Mujeres	2013	4863
50	Zaragoza	1	Europa	Interna	Hombres	2013	6227
50	Zaragoza	1	Europa	Interna	Mujeres	2013	6109
50	Zaragoza	2	África	Externa	Hombres	2013	1536
50	Zaragoza	2	África	Externa	Mujeres	2013	659
50	Zaragoza	2	África	Interna	Hombres	2013	411
50	Zaragoza	2	África	Interna	Mujeres	2013	247
50	Zaragoza	3	América	Externa	Hombres	2013	781
50	Zaragoza	3	América	Externa	Mujeres	2013	1179
50	Zaragoza	3	América	Interna	Hombres	2013	260
50	Zaragoza	3	América	Interna	Mujeres	2013	473
50	Zaragoza	4	Asia	Externa	Hombres	2013	962
50	Zaragoza	4	Asia	Externa	Mujeres	2013	547
50	Zaragoza	4	Asia	Interna	Hombres	2013	104
50	Zaragoza	4	Asia	Interna	Mujeres	2013	56
50	Zaragoza	5	Otros continentes	Externa	Hombres	2013	2
50	Zaragoza	5	Otros continentes	Externa	Mujeres	2013	1
22	Huesca	1	Europa	Externa	Hombres	2012	1643
22	Huesca	1	Europa	Externa	Mujeres	2012	1721
22	Huesca	1	Europa	Interna	Hombres	2012	1652
22	Huesca	1	Europa	Interna	Mujeres	2012	1556
22	Huesca	2	África	Externa	Hombres	2012	567
22	Huesca	2	África	Externa	Mujeres	2012	201
22	Huesca	2	África	Interna	Hombres	2012	165
22	Huesca	2	África	Interna	Mujeres	2012	87
22	Huesca	3	América	Externa	Hombres	2012	207
22	Huesca	3	América	Externa	Mujeres	2012	254
22	Huesca	3	América	Interna	Hombres	2012	64
22	Huesca	3	América	Interna	Mujeres	2012	136
22	Huesca	4	Asia	Externa	Hombres	2012	71
22	Huesca	4	Asia	Externa	Mujeres	2012	28
22	Huesca	4	Asia	Interna	Hombres	2012	10
22	Huesca	4	Asia	Interna	Mujeres	2012	8
22	Huesca	5	Otros continentes	Externa	Mujeres	2012	1
22	Huesca	5	Otros continentes	Interna	Hombres	2012	1
22	Huesca	5	Otros continentes	Interna	Mujeres	2012	1
44	Teruel	1	Europa	Externa	Hombres	2012	992
44	Teruel	1	Europa	Externa	Mujeres	2012	932
44	Teruel	1	Europa	Interna	Hombres	2012	868
44	Teruel	1	Europa	Interna	Mujeres	2012	857
44	Teruel	2	África	Externa	Hombres	2012	211
44	Teruel	2	África	Externa	Mujeres	2012	154
44	Teruel	2	África	Interna	Hombres	2012	221
44	Teruel	2	África	Interna	Mujeres	2012	116
44	Teruel	3	América	Externa	Hombres	2012	113
44	Teruel	3	América	Externa	Mujeres	2012	191
44	Teruel	3	América	Interna	Hombres	2012	78
44	Teruel	3	América	Interna	Mujeres	2012	104
44	Teruel	4	Asia	Externa	Hombres	2012	91
44	Teruel	4	Asia	Externa	Mujeres	2012	41
44	Teruel	4	Asia	Interna	Hombres	2012	19
44	Teruel	4	Asia	Interna	Mujeres	2012	14
44	Teruel	5	Otros continentes	Interna	Mujeres	2012	1
50	Zaragoza	1	Europa	Externa	Hombres	2012	5189
50	Zaragoza	1	Europa	Externa	Mujeres	2012	5041
50	Zaragoza	1	Europa	Interna	Hombres	2012	5884
50	Zaragoza	1	Europa	Interna	Mujeres	2012	5996
50	Zaragoza	2	África	Externa	Hombres	2012	1648
50	Zaragoza	2	África	Externa	Mujeres	2012	698
50	Zaragoza	2	África	Interna	Hombres	2012	435
50	Zaragoza	2	África	Interna	Mujeres	2012	266
50	Zaragoza	3	América	Externa	Hombres	2012	998
50	Zaragoza	3	América	Externa	Mujeres	2012	1438
50	Zaragoza	3	América	Interna	Hombres	2012	342
50	Zaragoza	3	América	Interna	Mujeres	2012	491
50	Zaragoza	4	Asia	Externa	Hombres	2012	956
50	Zaragoza	4	Asia	Externa	Mujeres	2012	420
50	Zaragoza	4	Asia	Interna	Hombres	2012	71
50	Zaragoza	4	Asia	Interna	Mujeres	2012	23
50	Zaragoza	5	Otros continentes	Externa	Hombres	2012	1
22	Huesca	1	Europa	Externa	Hombres	2011	1890
22	Huesca	1	Europa	Externa	Mujeres	2011	1924
22	Huesca	1	Europa	Interna	Hombres	2011	1755
22	Huesca	1	Europa	Interna	Mujeres	2011	1889
22	Huesca	2	África	Externa	Hombres	2011	554
22	Huesca	2	África	Externa	Mujeres	2011	215
22	Huesca	2	África	Interna	Hombres	2011	214
22	Huesca	2	África	Interna	Mujeres	2011	105
22	Huesca	3	América	Externa	Hombres	2011	229
22	Huesca	3	América	Externa	Mujeres	2011	347
22	Huesca	3	América	Interna	Hombres	2011	80
22	Huesca	3	América	Interna	Mujeres	2011	142
22	Huesca	4	Asia	Externa	Hombres	2011	88
22	Huesca	4	Asia	Externa	Mujeres	2011	55
22	Huesca	4	Asia	Interna	Hombres	2011	7
22	Huesca	4	Asia	Interna	Mujeres	2011	7
22	Huesca	5	Otros continentes	Interna	Hombres	2011	2
22	Huesca	5	Otros continentes	Interna	Mujeres	2011	1
44	Teruel	1	Europa	Externa	Hombres	2011	1061
44	Teruel	1	Europa	Externa	Mujeres	2011	1055
44	Teruel	1	Europa	Interna	Hombres	2011	1044
44	Teruel	1	Europa	Interna	Mujeres	2011	999
44	Teruel	2	África	Externa	Hombres	2011	225
44	Teruel	2	África	Externa	Mujeres	2011	138
44	Teruel	2	África	Interna	Hombres	2011	234
44	Teruel	2	África	Interna	Mujeres	2011	124
44	Teruel	3	América	Externa	Hombres	2011	127
44	Teruel	3	América	Externa	Mujeres	2011	184
44	Teruel	3	América	Interna	Hombres	2011	81
44	Teruel	3	América	Interna	Mujeres	2011	121
44	Teruel	4	Asia	Externa	Hombres	2011	83
44	Teruel	4	Asia	Externa	Mujeres	2011	31
44	Teruel	4	Asia	Interna	Hombres	2011	22
44	Teruel	4	Asia	Interna	Mujeres	2011	9
44	Teruel	5	Otros continentes	Externa	Mujeres	2011	1
50	Zaragoza	1	Europa	Externa	Hombres	2011	6330
50	Zaragoza	1	Europa	Externa	Mujeres	2011	6220
50	Zaragoza	1	Europa	Interna	Hombres	2011	6669
50	Zaragoza	1	Europa	Interna	Mujeres	2011	6769
50	Zaragoza	2	África	Externa	Hombres	2011	1667
50	Zaragoza	2	África	Externa	Mujeres	2011	849
50	Zaragoza	2	África	Interna	Hombres	2011	507
50	Zaragoza	2	África	Interna	Mujeres	2011	238
50	Zaragoza	3	América	Externa	Hombres	2011	1267
50	Zaragoza	3	América	Externa	Mujeres	2011	1997
50	Zaragoza	3	América	Interna	Hombres	2011	382
50	Zaragoza	3	América	Interna	Mujeres	2011	607
50	Zaragoza	4	Asia	Externa	Hombres	2011	931
50	Zaragoza	4	Asia	Externa	Mujeres	2011	470
50	Zaragoza	4	Asia	Interna	Hombres	2011	78
50	Zaragoza	4	Asia	Interna	Mujeres	2011	38
50	Zaragoza	5	Otros continentes	Externa	Hombres	2011	5
22	Huesca	1	Europa	Externa	Hombres	2010	2014
22	Huesca	1	Europa	Externa	Mujeres	2010	1978
22	Huesca	1	Europa	Interna	Hombres	2010	1738
22	Huesca	1	Europa	Interna	Mujeres	2010	1930
22	Huesca	2	África	Externa	Hombres	2010	674
22	Huesca	2	África	Externa	Mujeres	2010	246
22	Huesca	2	África	Interna	Hombres	2010	222
22	Huesca	2	África	Interna	Mujeres	2010	88
22	Huesca	3	América	Externa	Hombres	2010	265
22	Huesca	3	América	Externa	Mujeres	2010	387
22	Huesca	3	América	Interna	Hombres	2010	119
22	Huesca	3	América	Interna	Mujeres	2010	173
22	Huesca	4	Asia	Externa	Hombres	2010	85
22	Huesca	4	Asia	Externa	Mujeres	2010	45
22	Huesca	4	Asia	Interna	Hombres	2010	9
22	Huesca	4	Asia	Interna	Mujeres	2010	10
22	Huesca	5	Otros continentes	Externa	Hombres	2010	2
22	Huesca	5	Otros continentes	Externa	Mujeres	2010	1
22	Huesca	5	Otros continentes	Interna	Hombres	2010	1
44	Teruel	1	Europa	Externa	Hombres	2010	1279
44	Teruel	1	Europa	Externa	Mujeres	2010	1237
44	Teruel	1	Europa	Interna	Hombres	2010	1074
44	Teruel	1	Europa	Interna	Mujeres	2010	1039
44	Teruel	2	África	Externa	Hombres	2010	400
44	Teruel	2	África	Externa	Mujeres	2010	187
44	Teruel	2	África	Interna	Hombres	2010	290
44	Teruel	2	África	Interna	Mujeres	2010	137
44	Teruel	3	América	Externa	Hombres	2010	160
44	Teruel	3	América	Externa	Mujeres	2010	209
44	Teruel	3	América	Interna	Hombres	2010	86
44	Teruel	3	América	Interna	Mujeres	2010	111
44	Teruel	4	Asia	Externa	Hombres	2010	130
44	Teruel	4	Asia	Externa	Mujeres	2010	79
44	Teruel	4	Asia	Interna	Hombres	2010	21
44	Teruel	4	Asia	Interna	Mujeres	2010	9
44	Teruel	5	Otros continentes	Externa	Mujeres	2010	1
50	Zaragoza	1	Europa	Externa	Hombres	2010	5656
50	Zaragoza	1	Europa	Externa	Mujeres	2010	5782
50	Zaragoza	1	Europa	Interna	Hombres	2010	6567
50	Zaragoza	1	Europa	Interna	Mujeres	2010	6625
50	Zaragoza	2	África	Externa	Hombres	2010	1651
50	Zaragoza	2	África	Externa	Mujeres	2010	871
50	Zaragoza	2	África	Interna	Hombres	2010	485
50	Zaragoza	2	África	Interna	Mujeres	2010	216
50	Zaragoza	3	América	Externa	Hombres	2010	1262
50	Zaragoza	3	América	Externa	Mujeres	2010	2079
50	Zaragoza	3	América	Interna	Hombres	2010	398
50	Zaragoza	3	América	Interna	Mujeres	2010	648
50	Zaragoza	4	Asia	Externa	Hombres	2010	852
50	Zaragoza	4	Asia	Externa	Mujeres	2010	493
50	Zaragoza	4	Asia	Interna	Hombres	2010	41
50	Zaragoza	4	Asia	Interna	Mujeres	2010	31
50	Zaragoza	5	Otros continentes	Externa	Hombres	2010	4
50	Zaragoza	5	Otros continentes	Externa	Mujeres	2010	4
50	Zaragoza	5	Otros continentes	Interna	Hombres	2010	2
50	Zaragoza	5	Otros continentes	Interna	Mujeres	2010	3
22	Huesca	1	Europa	Externa	Hombres	2009	1814
22	Huesca	1	Europa	Externa	Mujeres	2009	1783
22	Huesca	1	Europa	Interna	Hombres	2009	1699
22	Huesca	1	Europa	Interna	Mujeres	2009	1768
22	Huesca	2	África	Externa	Hombres	2009	733
22	Huesca	2	África	Externa	Mujeres	2009	260
22	Huesca	2	África	Interna	Hombres	2009	212
22	Huesca	2	África	Interna	Mujeres	2009	109
22	Huesca	3	América	Externa	Hombres	2009	346
22	Huesca	3	América	Externa	Mujeres	2009	417
22	Huesca	3	América	Interna	Hombres	2009	121
22	Huesca	3	América	Interna	Mujeres	2009	176
22	Huesca	4	Asia	Externa	Hombres	2009	85
22	Huesca	4	Asia	Externa	Mujeres	2009	35
22	Huesca	4	Asia	Interna	Hombres	2009	3
22	Huesca	4	Asia	Interna	Mujeres	2009	1
22	Huesca	5	Otros continentes	Externa	Hombres	2009	2
22	Huesca	5	Otros continentes	Externa	Mujeres	2009	3
44	Teruel	1	Europa	Externa	Hombres	2009	1104
44	Teruel	1	Europa	Externa	Mujeres	2009	1067
44	Teruel	1	Europa	Interna	Hombres	2009	970
44	Teruel	1	Europa	Interna	Mujeres	2009	909
44	Teruel	2	África	Externa	Hombres	2009	475
44	Teruel	2	África	Externa	Mujeres	2009	286
44	Teruel	2	África	Interna	Hombres	2009	350
44	Teruel	2	África	Interna	Mujeres	2009	126
44	Teruel	3	América	Externa	Hombres	2009	254
44	Teruel	3	América	Externa	Mujeres	2009	319
44	Teruel	3	América	Interna	Hombres	2009	127
44	Teruel	3	América	Interna	Mujeres	2009	153
44	Teruel	4	Asia	Externa	Hombres	2009	78
44	Teruel	4	Asia	Externa	Mujeres	2009	40
44	Teruel	4	Asia	Interna	Hombres	2009	26
44	Teruel	4	Asia	Interna	Mujeres	2009	10
44	Teruel	5	Otros continentes	Interna	Mujeres	2009	1
50	Zaragoza	1	Europa	Externa	Hombres	2009	5303
50	Zaragoza	1	Europa	Externa	Mujeres	2009	5413
50	Zaragoza	1	Europa	Interna	Hombres	2009	6176
50	Zaragoza	1	Europa	Interna	Mujeres	2009	6337
50	Zaragoza	2	África	Externa	Hombres	2009	2416
50	Zaragoza	2	África	Externa	Mujeres	2009	1288
50	Zaragoza	2	África	Interna	Hombres	2009	535
50	Zaragoza	2	África	Interna	Mujeres	2009	259
50	Zaragoza	3	América	Externa	Hombres	2009	1757
50	Zaragoza	3	América	Externa	Mujeres	2009	2406
50	Zaragoza	3	América	Interna	Hombres	2009	464
50	Zaragoza	3	América	Interna	Mujeres	2009	686
50	Zaragoza	4	Asia	Externa	Hombres	2009	771
50	Zaragoza	4	Asia	Externa	Mujeres	2009	475
50	Zaragoza	4	Asia	Interna	Hombres	2009	30
50	Zaragoza	4	Asia	Interna	Mujeres	2009	19
50	Zaragoza	5	Otros continentes	Externa	Hombres	2009	2
50	Zaragoza	5	Otros continentes	Externa	Mujeres	2009	3
50	Zaragoza	5	Otros continentes	Interna	Hombres	2009	1
22	Huesca	1	Europa	Externa	Hombres	2008	2433
22	Huesca	1	Europa	Externa	Mujeres	2008	2145
22	Huesca	1	Europa	Interna	Hombres	2008	1777
22	Huesca	1	Europa	Interna	Mujeres	2008	1818
22	Huesca	2	África	Externa	Hombres	2008	1183
22	Huesca	2	África	Externa	Mujeres	2008	394
22	Huesca	2	África	Interna	Hombres	2008	213
22	Huesca	2	África	Interna	Mujeres	2008	76
22	Huesca	3	América	Externa	Hombres	2008	482
22	Huesca	3	América	Externa	Mujeres	2008	606
22	Huesca	3	América	Interna	Hombres	2008	124
22	Huesca	3	América	Interna	Mujeres	2008	142
22	Huesca	4	Asia	Externa	Hombres	2008	73
22	Huesca	4	Asia	Externa	Mujeres	2008	36
22	Huesca	4	Asia	Interna	Hombres	2008	9
22	Huesca	4	Asia	Interna	Mujeres	2008	3
22	Huesca	5	Otros continentes	Externa	Hombres	2008	2
44	Teruel	1	Europa	Externa	Hombres	2008	1338
44	Teruel	1	Europa	Externa	Mujeres	2008	1200
44	Teruel	1	Europa	Interna	Hombres	2008	989
44	Teruel	1	Europa	Interna	Mujeres	2008	958
44	Teruel	2	África	Externa	Hombres	2008	963
44	Teruel	2	África	Externa	Mujeres	2008	375
44	Teruel	2	África	Interna	Hombres	2008	299
44	Teruel	2	África	Interna	Mujeres	2008	100
44	Teruel	3	América	Externa	Hombres	2008	500
44	Teruel	3	América	Externa	Mujeres	2008	519
44	Teruel	3	América	Interna	Hombres	2008	127
44	Teruel	3	América	Interna	Mujeres	2008	127
44	Teruel	4	Asia	Externa	Hombres	2008	174
44	Teruel	4	Asia	Externa	Mujeres	2008	71
44	Teruel	4	Asia	Interna	Hombres	2008	21
44	Teruel	4	Asia	Interna	Mujeres	2008	4
50	Zaragoza	1	Europa	Externa	Hombres	2008	7597
50	Zaragoza	1	Europa	Externa	Mujeres	2008	6912
50	Zaragoza	1	Europa	Interna	Hombres	2008	6284
50	Zaragoza	1	Europa	Interna	Mujeres	2008	6383
50	Zaragoza	2	África	Externa	Hombres	2008	4009
50	Zaragoza	2	África	Externa	Mujeres	2008	1733
50	Zaragoza	2	África	Interna	Hombres	2008	507
50	Zaragoza	2	África	Interna	Mujeres	2008	178
50	Zaragoza	3	América	Externa	Hombres	2008	3383
50	Zaragoza	3	América	Externa	Mujeres	2008	3730
50	Zaragoza	3	América	Interna	Hombres	2008	422
50	Zaragoza	3	América	Interna	Mujeres	2008	614
50	Zaragoza	4	Asia	Externa	Hombres	2008	1119
50	Zaragoza	4	Asia	Externa	Mujeres	2008	673
50	Zaragoza	4	Asia	Interna	Hombres	2008	29
50	Zaragoza	4	Asia	Interna	Mujeres	2008	15
50	Zaragoza	5	Otros continentes	Externa	Hombres	2008	5
50	Zaragoza	5	Otros continentes	Externa	Mujeres	2008	2
