Año	Municipio código	Municipio nombre	Contenedores de papel y cartón	Kg recogidos papel y cartón
2011	22072	Caldearenas	11	9774,25
2011	22074	Campo	14	9367,69
2011	22075	Camporrells	1	4090,26
2011	22076	Canal de Berdún	9	15734,16
2011	22077	Candasnos	2	5062,25
2011	22078	Canfranc	14	24793,22
2011	22079	Capdesaso	3	3646,6
2011	22080	Capella	8	9657,96
2011	22081	Casbas de Huesca	3	6548,13
2011	22082	Castejón del Puente	2	6402,94
2011	22083	Castejón de Monegros	8	14787,75
2011	22084	Castejón de Sos	24	20793,64
2011	22085	Castelflorite	3	2908,33
2011	22086	Castiello de Jaca	6	10171,58
2011	22087	Castigaleu	1	3140,16
2011	22088	Castillazuelo	0	0
2011	22089	Castillonroy	1	8010,97
2011	22090	Colungo	0	0
2011	22094	Chalamera	0	0
2011	22095	Chía	2	2770,73
2011	22096	Chimillas	3	7862,14
2011	22099	Esplús	3	14347,69
2011	22102	Estada	0	0
2011	22103	Estadilla	2	13800,81
2011	22105	Estopiñán del Castillo	7	4670,65
2011	22106	Fago	1	1033,05
2011	22107	Fanlo	0	0
2011	22109	Fiscal	4	8508,78
2011	22110	Fonz	3	13239,67
2011	22111	Foradada del Toscar	7	5673,39
2011	22112	Fraga	41	179951,37
2011	22113	Fueva (La)	2	16614,94
2011	22114	Gistaín	1	3892,03
2011	22115	Grado (El)	2	7911,4
2011	22116	Grañén	36	43177,55
2011	22117	Graus	88	97635,09
2011	22119	Gurrea de Gállego	14	36441,79
2011	22122	Hoz de Jaca	3	2821,02
2011	22124	Huerto	6	6085,13
2011	22125	Huesca	448	1992686,07
2011	22126	Ibieca	1	2365,21
2011	22127	Igriés	7	13731,37
2011	22128	Ilche	0	0
2011	22129	Isábena	11	8259,4
2011	22130	Jaca	75	406634,95
2011	22131	Jasa	4	4609
2011	22133	Labuerda	2	4482,54
2011	22135	Laluenga	0	0
2011	22136	Lalueza	18	24631,34
2011	22137	Lanaja	12	31700,82
2011	22139	Laperdiguera	0	0
2011	22141	Lascellas-Ponzano	0	0
2011	22142	Lascuarre	3	4142,89
2011	22143	Laspaúles	9	7837,2
2011	22144	Laspuña	2	7757,22
2011	22149	Loarre	3	8124,94
2011	22150	Loporzano	5	11826,06
2011	22151	Loscorrales	1	2365,21
2011	22155	Monesma y Cajigar	1	2797,11
2011	22156	Monflorite-Lascasas	4	6832,84
2011	22157	Montanuy	23	7520,54
2011	22158	Monzón	46	290838
2011	22160	Naval	0	0
2011	22162	Novales	2	3963,92
2011	22163	Nueno	4	12198,36
2011	22164	Olvena	0	0
2011	22165	Ontiñena	3	7253,01
2011	22167	Osso de Cinca	5	9097,2
2011	22168	Palo	0	0
2011	22170	Panticosa	36	32541,1
2011	22172	Peñalba	11	17024,93
2011	22173	Peñas de Riglos (Las)	6	5869,23
2011	22174	Peralta de Alcofea	2	9917,33
2011	22175	Peralta de Calasanz	2	4980,37
2011	22176	Peraltilla	0	0
2011	22177	Perarrúa	3	2955,44
2011	22178	Pertusa	1	2474,71
2011	22181	Piracés	2	2277,61
2011	22182	Plan	1	9018,77
2011	22184	Poleñino	12	5056,02
2011	22186	Pozán de Vero	0	0
2011	22187	Puebla de Castro (La)	7	11425,94
2011	22188	Puente de Montañana	5	3905,4
2011	22189	Puértolas	1	6468,82
2011	22190	Pueyo de Araguás (El)	1	4026,24
2011	22193	Pueyo de Santa Cruz	1	4720,23
2011	22195	Quicena	2	6613,84
2011	22197	Robres	11	14094,23
2011	22199	Sabiñánigo	155	412544,91
2011	22200	Sahún	9	9499,63
2011	22201	Salas Altas	0	0
2011	22202	Salas Bajas	0	0
2011	22203	Salillas	1	2409,01
2011	22204	Sallent de Gállego	103	61267,87
2011	22205	San Esteban de Litera	1	11147,54
2011	22206	Sangarrén	4	5413,97
2011	22207	San Juan de Plan	2	4106,76
2011	22208	Santa Cilia	9	8304,14
2011	22209	Santa Cruz de la Serós	5	5403,65
2011	22212	Santaliestra y San Quílez	3	2797,11
2011	22213	Sariñena	79	99062,28
2011	22214	Secastilla	5	3958,18
2011	22215	Seira	8	4116,51
2011	22217	Sena	10	12259,74
2011	22218	Senés de Alcubierre	1	1521,28
2011	22220	Sesa	2	4927,53
2011	22221	Sesué	4	3351,26
2011	22222	Siétamo	5	14563,58
2011	22223	Sopeira	5	3166,54
2011	22225	Tamarite de Litera	13	79050,07
2011	22226	Tardienta	21	22528,39
2011	22227	Tella-Sin	2	7139,86
2011	22228	Tierz	4	15132,98
2011	22229	Tolva	5	4512,32
2011	22230	Torla-Ordesa	4	8804,04
2011	22232	Torralba de Aragón	5	2483,27
2011	22233	Torre la Ribera	11	3087,38
2011	22234	Torrente de Cinca	6	15793,24
2011	22235	Torres de Alcanadre	0	0
2011	22236	Torres de Barbués	9	6778,65
2011	22239	Tramaced	1	2190,01
2011	22242	Valfarta	2	1946,35
2011	22243	Valle de Bardají	4	1319,39
2011	22244	Valle de Lierp	3	1715,21
2011	22245	Velilla de Cinca	2	5569,72
2011	22246	Beranuy	2	2744,34
2011	22247	Viacamp y Litera	3	1266,62
2011	22248	Vicién	1	2671,81
2011	22249	Villanova	4	4063,73
2011	22250	Villanúa	14	19548,5
2011	22251	Villanueva de Sigena	9	11454,36
2011	22252	Yebra de Basa	1	6158,57
2011	22253	Yésero	1	2821,02
2011	22254	Zaidín	8	21152,55
2011	22901	Valle de Hecho	15	38143,42
2011	22902	Puente la Reina de Jaca	6	8542,54
2011	22903	San Miguel del Cinca	2	10847,58
2011	22904	Sotonera (La)	10	23236,02
2011	22905	Lupiñén-Ortilla	4	8694,35
2011	22906	Santa María de Dulcis	0	0
2011	22907	Aínsa-Sobrarbe	19	58514,65
2011	22908	Hoz y Costeán	0	0
2011	22909	Vencillón	1	9939,54
2011	44001	Ababuj	1	985,28
2011	44002	Abejuela	0	0
2011	44003	Aguatón	1	268,71
2011	44004	Aguaviva	7	11740,47
2011	44005	Aguilar del Alfambra	1	857,32
2011	44006	Alacón	6	640,41
2011	44007	Alba	1	3173,37
2011	44008	Albalate del Arzobispo	28	37654,1
2011	44009	Albarracín	6	14024,23
2011	44010	Albentosa	2	3966,71
2011	44011	Alcaine	1	882,91
2011	44012	Alcalá de la Selva	5	6564,26
2011	44013	Alcañiz	35	235773
2011	44014	Alcorisa	33	61700,99
2011	44016	Alfambra	5	8649,98
2011	44017	Aliaga	5	4875,21
2011	44018	Almohaja	1	371,08
2011	44019	Alobras	1	895,71
2011	44020	Alpeñés	1	345,49
2011	44021	Allepuz	2	1701,85
2011	44022	Alloza	9	1261,31
2011	44023	Allueva	0	0
2011	44024	Anadón	1	268,71
2011	44025	Andorra	66	14843,06
2011	44026	Arcos de las Salinas	2	1420,34
2011	44027	Arens de Lledó	3	4612,09
2011	44028	Argente	1	2968,63
2011	44029	Ariño	15	1640,95
2011	44031	Azaila	8	2428,73
2011	44032	Bádenas	0	0
2011	44033	Báguena	1	4006,01
2011	44034	Bañón	0	0
2011	44035	Barrachina	0	0
2011	44036	Bea	0	0
2011	44037	Beceite	7	13165,02
2011	44038	Belmonte de San José	2	2320,99
2011	44039	Bello	0	0
2011	44040	Berge	3	4641,97
2011	44041	Bezas	1	1010,87
2011	44042	Blancas	0	0
2011	44043	Blesa	1	1548,3
2011	44044	Bordón	2	1804,21
2011	44045	Bronchales	4	6142
2011	44046	Bueña	0	0
2011	44047	Burbáguena	0	0
2011	44048	Cabra de Mora	2	1126,03
2011	44049	Calaceite	12	24792,67
2011	44050	Calamocha	9	46793,79
2011	44051	Calanda	33	67833,81
2011	44052	Calomarde	1	1074,85
2011	44053	Camañas	1	1599,48
2011	44054	Camarena de la Sierra	0	0
2011	44055	Camarillas	1	1522,7
2011	44056	Caminreal	5	7629,53
2011	44059	Cantavieja	10	9571,28
2011	44060	Cañada de Benatanduz	2	537,42
2011	44061	Cañada de Verich (La)	2	1880,51
2011	44062	Cañada Vellida	1	537,42
2011	44063	Cañizar del Olivar	1	1394,75
2011	44064	Cascante del Río	1	1010,87
2011	44065	Castejón de Tornos	0	0
2011	44066	Castel de Cabra	1	1791,42
2011	44067	Castelnou	3	2096,75
2011	44068	Castelserás	11	14078,4
2011	44070	Castellar (El)	2	870,12
2011	44071	Castellote	15	10287,85
2011	44074	Cedrillas	7	7971,8
2011	44075	Celadas	3	5630,17
2011	44076	Cella	13	37760,5
2011	44077	Cerollera (La)	2	1914,39
2011	44080	Codoñera (La)	4	6725,78
2011	44082	Corbalán	1	1266,79
2011	44084	Cortes de Aragón	1	959,69
2011	44085	Cosa	0	0
2011	44086	Cretas	7	13381,55
2011	44087	Crivillén	5	164,98
2011	44088	Cuba (La)	2	665,38
2011	44089	Cubla	1	780,55
2011	44090	Cucalón	0	0
2011	44092	Cuervo (El)	1	1369,15
2011	44093	Cuevas de Almudén	1	1701,85
2011	44094	Cuevas Labradas	1	1804,21
2011	44096	Ejulve	6	351,25
2011	44097	Escorihuela	1	2367,23
2011	44099	Escucha	5	12987,77
2011	44100	Estercuel	6	480,75
2011	44101	Ferreruela de Huerva	0	0
2011	44102	Fonfría	0	0
2011	44103	Formiche Alto	2	2431,21
2011	44105	Fórnoles	2	2230,26
2011	44106	Fortanete	2	2866,27
2011	44107	Foz-Calanda	3	5014,69
2011	44108	Fresneda (La)	6	11064,68
2011	44109	Frías de Albarracín	1	1996,15
2011	44110	Fuenferrada	1	473,45
2011	44111	Fuentes Calientes	1	1522,7
2011	44112	Fuentes Claras	0	0
2011	44113	Fuentes de Rubielos	2	1625,07
2011	44114	Fuentespalda	4	7383,67
2011	44115	Galve	2	1970,56
2011	44116	Gargallo	8	209,33
2011	44117	Gea de Albarracín	4	5502,21
2011	44118	Ginebrosa (La)	3	3879,61
2011	44119	Griegos	1	1714,64
2011	44120	Guadalaviar	2	3109,39
2011	44121	Gúdar	2	1074,85
2011	44122	Híjar	34	33181,04
2011	44123	Hinojosa de Jarque	2	1932,17
2011	44124	Hoz de la Vieja (La)	1	1126,03
2011	44125	Huesa del Común	1	1151,62
2011	44126	Iglesuela del Cid (La)	5	6461,89
2011	44127	Jabaloyas	1	1036,46
2011	44128	Jarque de la Val	1	1151,62
2011	44129	Jatiel	3	908,59
2011	44130	Jorcas	1	550,22
2011	44131	Josa	1	435,06
2011	44132	Lagueruela	0	0
2011	44133	Lanzuela	0	0
2011	44135	Libros	1	1957,76
2011	44136	Lidón	1	729,36
2011	44137	Linares de Mora	2	4005,09
2011	44138	Loscos	0	0
2011	44141	Lledó	2	3681,01
2011	44142	Maicas	1	537,42
2011	44143	Manzanera	8	7050,5
2011	44144	Martín del Río	3	6001,24
2011	44145	Mas de las Matas	16	23972,24
2011	44146	Mata de los Olmos (La)	3	4896,1
2011	44147	Mazaleón	6	12688,65
2011	44148	Mezquita de Jarque	1	1535,5
2011	44149	Mirambel	2	1599,48
2011	44150	Miravete de la Sierra	3	486,24
2011	44151	Molinos	1	3877,14
2011	44152	Monforte de Moyuela	0	0
2011	44153	Monreal del Campo	5	27830,68
2011	44154	Monroyo	6	8206,48
2011	44155	Montalbán	7	18016,53
2011	44156	Monteagudo del Castillo	1	908,5
2011	44157	Monterde de Albarracín	1	882,91
2011	44158	Mora de Rubielos	14	21829,69
2011	44159	Moscardón	1	908,5
2011	44160	Mosqueruela	7	7779,86
2011	44161	Muniesa	4	8560,41
2011	44163	Noguera de Albarracín	1	1714,64
2011	44164	Nogueras	0	0
2011	44165	Nogueruelas	2	3032,61
2011	44167	Obón	1	460,65
2011	44168	Odón	0	0
2011	44169	Ojos Negros	0	0
2011	44171	Olba	3	3032,61
2011	44172	Oliete	6	849,75
2011	44173	Olmos (Los)	2	2168,51
2011	44174	Orihuela del Tremedal	5	7216,85
2011	44175	Orrios	1	2034,54
2011	44176	Palomar de Arroyos	1	2533,57
2011	44177	Pancrudo	3	1740,23
2011	44178	Parras de Castellote (Las)	2	1236,73
2011	44179	Peñarroya de Tastavins	7	11194,59
2011	44180	Peracense	0	0
2011	44181	Peralejos	1	998,07
2011	44182	Perales del Alfambra	2	3570,04
2011	44183	Pitarque	2	1228,4
2011	44184	Plou	1	550,22
2011	44185	Pobo (El)	1	1778,62
2011	44187	Portellada (La)	2	5673,08
2011	44189	Pozondón	1	1062,05
2011	44190	Pozuel del Campo	0	0
2011	44191	Puebla de Híjar (La)	18	17577,74
2011	44192	Puebla de Valverde (La)	8	7306,42
2011	44193	Puertomingalvo	2	2648,74
2011	44194	Ráfales	3	3681,01
2011	44195	Rillo	2	1445,93
2011	44196	Riodeva	1	2303,25
2011	44197	Ródenas	1	1010,87
2011	44198	Royuela	1	3173,37
2011	44199	Rubiales	1	729,36
2011	44200	Rubielos de la Cérida	0	0
2011	44201	Rubielos de Mora	9	9878,38
2011	44203	Salcedillo	1	102,37
2011	44204	Saldón	1	371,08
2011	44205	Samper de Calanda	16	16162,43
2011	44206	San Agustín	2	1919,37
2011	44207	San Martín del Río	0	0
2011	44208	Santa Cruz de Nogueras	0	0
2011	44209	Santa Eulalia	8	14740,8
2011	44210	Sarrión	13	14587,25
2011	44211	Segura de los Baños	1	511,83
2011	44212	Seno	2	830,13
2011	44213	Singra	0	0
2011	44215	Terriente	1	2380,02
2011	44216	Teruel	117	450937,86
2011	44217	Toril y Masegoso	1	435,06
2011	44218	Tormón	1	409,47
2011	44219	Tornos	0	0
2011	44220	Torralba de los Sisones	0	0
2011	44221	Torrecilla de Alcañiz	5	7454,27
2011	44222	Torrecilla del Rebollar	0	0
2011	44223	Torre de Arcas	2	2078,69
2011	44224	Torre de las Arcas	1	473,45
2011	44225	Torre del Compte	2	3312,91
2011	44226	Torrelacárcel	1	2853,47
2011	44227	Torre los Negros	0	0
2011	44228	Torremocha de Jiloca	1	1893,78
2011	44229	Torres de Albarracín	1	2239,27
2011	44230	Torrevelilla	3	3625,48
2011	44231	Torrijas	2	844,52
2011	44232	Torrijo del Campo	0	0
2011	44234	Tramacastiel	1	1253,99
2011	44235	Tramacastilla	1	1369,15
2011	44236	Tronchón	2	1356,36
2011	44237	Urrea de Gaén	6	9173,27
2011	44238	Utrillas	16	42341,4
2011	44239	Valacloche	1	383,87
2011	44240	Valbona	2	2866,27
2011	44241	Valdealgorfa	7	11604,94
2011	44243	Valdecuenca	1	716,57
2011	44244	Valdelinares	3	1484,32
2011	44245	Valdeltormo	4	7102,18
2011	44246	Valderrobres	20	49585,34
2011	44247	Valjunquera	4	8726,15
2011	44249	Vallecillo (El)	1	601,4
2011	44250	Veguillas de la Sierra	1	358,28
2011	44251	Villafranca del Campo	0	0
2011	44252	Villahermosa del Campo	0	0
2011	44256	Villanueva del Rebollar de la Sierra	1	678,18
2011	44257	Villar del Cobo	1	2661,53
2011	44258	Villar del Salz	0	0
2011	44260	Villarluengo	4	2405,62
2011	44261	Villarquemado	4	12028,08
2011	44262	Villarroya de los Pinares	3	2264,86
2011	44263	Villastar	2	5758,12
2011	44264	Villel	2	4683,27
2011	44265	Vinaceite	4	5486,49
2011	44266	Visiedo	1	1906,58
2011	44267	Vivel del Río Martín	1	1100,44
2011	44268	Zoma (La)	1	281,51
2011	50001	Abanto	2	1270,37
2011	50002	Acered	1	2141,47
2011	50003	Agón	3	5426,03
2011	50004	Aguarón	2	10345,6
2011	50005	Aguilón	2	2996,99
2011	50006	Ainzón	15	41479,71
2011	50007	Aladrén	1	743,25
2011	50008	Alagón	82	148058,66
2011	50009	Alarba	2	1587,96
2011	50010	Alberite de San Juan	4	3301,38
2011	50011	Albeta	6	4608,86
2011	50012	Alborge	1	1615,4
2011	50013	Alcalá de Ebro	5	5692,98
2011	50014	Alcalá de Moncayo	2	3014,94
2011	50015	Alconchel de Ariza	1	1014,25
2011	50016	Aldehuela de Liestos	1	642,44
2011	50017	Alfajarín	9	27641,85
2011	50018	Alfamén	5	18089,82
2011	50019	Alforque	1	1038,47
2011	50020	Alhama de Aragón	6	12007,05
2011	50021	Almochuel	0	0
2011	50022	Almolda (La)	8	13848,14
2011	50023	Almonacid de la Cuba	2	2516,94
2011	50024	Almonacid de la Sierra	3	5879,01
2011	50025	Almunia de Doña Godina (La)	11	59805
2011	50026	Alpartir	2	4197,17
2011	50027	Ambel	5	9969,51
2011	50028	Anento	1	1820,25
2011	50029	Aniñón	3	8380,35
2011	50030	Añón de Moncayo	4	4039,62
2011	50031	Aranda de Moncayo	0	0
2011	50032	Arándiga	2	4159,44
2011	50033	Ardisa	0	0
2011	50034	Ariza	5	13103,26
2011	50035	Artieda	1	3734,88
2011	50036	Asín	0	0
2011	50037	Atea	1	1673,03
2011	50038	Ateca	7	22036,83
2011	50039	Azuara	3	6234,53
2011	50040	Badules	1	1271,5
2011	50041	Bagüés	0	0
2011	50042	Balconchán	1	160,61
2011	50043	Bárboles	4	6868,7
2011	50044	Bardallur	1	2433,46
2011	50045	Belchite	7	14808,13
2011	50046	Belmonte de Gracián	2	2417,8
2011	50047	Berdejo	1	655,68
2011	50048	Berrueco	1	575,52
2011	50050	Bijuesca	1	1157,68
2011	50051	Biota	4	10953,56
2011	50052	Bisimbre	3	3562,87
2011	50053	Boquiñeni	8	20523,6
2011	50054	Bordalba	1	758,12
2011	50055	Borja	75	164807,47
2011	50056	Botorrita	3	1534,71
2011	50057	Brea de Aragón	4	14239,41
2011	50058	Bubierca	1	850,33
2011	50059	Bujaraloz	19	23602,24
2011	50060	Bulbuente	6	8106,36
2011	50061	Bureta	6	8792,78
2011	50062	Burgo de Ebro (El)	11	18109,51
2011	50063	Buste (El)	1	1734,08
2011	50064	Cabañas de Ebro	10	11468,46
2011	50065	Cabolafuente	1	502
2011	50066	Cadrete	12	8744,44
2011	50067	Calatayud	65	222489,02
2011	50068	Calatorao	10	23024,89
2011	50069	Calcena	0	0
2011	50070	Calmarza	1	788,86
2011	50071	Campillo de Aragón	2	1577,72
2011	50072	Carenas	3	1997,76
2011	50073	Cariñena	14	44655,12
2011	50074	Caspe	29	97495,19
2011	50075	Castejón de Alarba	1	1004
2011	50076	Castejón de las Armas	1	1249,88
2011	50077	Castejón de Valdejasa	1	2780,14
2011	50078	Castiliscar	1	3320,45
2011	50079	Cervera de la Cañada	2	3186,17
2011	50080	Cerveruela	1	548,75
2011	50081	Cetina	2	7140,71
2011	50082	Cimballa	2	1301,11
2011	50083	Cinco Olivas	1	1576,93
2011	50084	Clarés de Ribota	1	1034,74
2011	50085	Codo	1	1876,59
2011	50086	Codos	2	2622,7
2011	50087	Contamina	1	389,31
2011	50088	Cosuenda	3	4663,31
2011	50089	Cuarte de Huerva	39	24790,22
2011	50090	Cubel	1	2569,77
2011	50091	Cuerlas (Las)	1	883,36
2011	50092	Chiprana	2	2693,83
2011	50093	Chodes	1	1108,83
2011	50094	Daroca	8	30783,67
2011	50095	Ejea de los Caballeros	55	170384,4
2011	50096	Embid de Ariza	1	573,72
2011	50098	Encinacorba	2	3020,96
2011	50099	Épila	12	35460,12
2011	50100	Erla	1	4135,83
2011	50101	Escatrón	5	14512,91
2011	50102	Fabara	5	12249,12
2011	50104	Farlete	6	9821,22
2011	50105	Fayón	2	3972,42
2011	50106	Fayos (Los)	3	3014,94
2011	50107	Figueruelas	16	27474,8
2011	50108	Fombuena	1	695,98
2011	50109	Frago (El)	0	0
2011	50110	Frasno (El)	3	4876,58
2011	50111	Fréscano	5	7191,12
2011	50113	Fuendejalón	15	31150,64
2011	50114	Fuendetodos	4	1547,52
2011	50115	Fuentes de Ebro	54	88384,1
2011	50116	Fuentes de Jiloca	2	2868,58
2011	50117	Gallocanta	1	2034,4
2011	50118	Gallur	44	62024,58
2011	50119	Gelsa	7	15397,54
2011	50120	Godojos	1	471,27
2011	50121	Gotor	0	0
2011	50122	Grisel	1	1556,73
2011	50123	Grisén	6	11427,21
2011	50124	Herrera de los Navarros	2	8244,67
2011	50125	Ibdes	2	5020,01
2011	50126	Illueca	8	25713,88
2011	50128	Isuerre	0	0
2011	50129	Jaraba	3	3688,17
2011	50130	Jarque de Moncayo	1	4224,2
2011	50131	Jaulín	2	924,84
2011	50132	Joyosa (La)	16	19306,62
2011	50133	Lagata	1	1191,77
2011	50134	Langa del Castillo	1	2021,02
2011	50135	Layana	0	0
2011	50136	Lécera	5	6803,74
2011	50137	Leciñena	10	29195,18
2011	50138	Lechón	1	762,9
2011	50139	Letux	2	3779,85
2011	50140	Litago	4	3606,1
2011	50141	Lituénigo	3	2463,18
2011	50142	Lobera de Onsella	0	0
2011	50143	Longares	5	10741,21
2011	50144	Longás	0	0
2011	50146	Lucena de Jalón	1	2299,51
2011	50147	Luceni	15	22648,15
2011	50148	Luesia	2	3546,4
2011	50149	Luesma	1	508,6
2011	50150	Lumpiaque	3	6972,96
2011	50151	Luna	2	8310,95
2011	50152	Maella	8	19793,8
2011	50153	Magallón	18	39387,74
2011	50154	Mainar	1	2235,16
2011	50155	Malanquilla	1	1301,11
2011	50156	Maleján	5	11244,3
2011	50157	Malón	9	7468,37
2011	50159	Maluenda	3	11207,95
2011	50160	Mallén	51	121072,37
2011	50161	Manchones	1	1646,26
2011	50162	Mara	2	2110,45
2011	50163	María de Huerva	18	13540,42
2011	50164	Mediana de Aragón	2	3752,98
2011	50165	Mequinenza	11	30880,99
2011	50166	Mesones de Isuela	0	0
2011	50167	Mezalocha	2	2709,28
2011	50168	Mianos	1	1629,04
2011	50169	Miedes de Aragón	2	4866,34
2011	50170	Monegrillo	9	10716,09
2011	50171	Moneva	2	1085,04
2011	50172	Monreal de Ariza	2	1936,29
2011	50173	Monterde	2	1987,52
2011	50174	Montón	2	1352,33
2011	50175	Morata de Jalón	7	10061,3
2011	50176	Morata de Jiloca	2	3083,72
2011	50177	Morés	3	4477,03
2011	50178	Moros	2	4804,87
2011	50179	Moyuela	2	2312,38
2011	50180	Mozota	2	326,41
2011	50181	Muel	9	16603,31
2011	50182	Muela (La)	40	134742,84
2011	50183	Munébrega	3	4999,52
2011	50184	Murero	1	1954,09
2011	50185	Murillo de Gállego	4	4139,12
2011	50186	Navardún	0	0
2011	50187	Nigüella	1	829,84
2011	50188	Nombrevilla	1	468,45
2011	50189	Nonaspe	4	10355,63
2011	50190	Novallas	14	18109,33
2011	50191	Novillas	12	20462,01
2011	50192	Nuévalos	3	3647,19
2011	50193	Nuez de Ebro	12	10212,69
2011	50194	Olvés	1	1178,17
2011	50195	Orcajo	1	441,68
2011	50196	Orera	1	1321,6
2011	50197	Orés	0	0
2011	50198	Oseja	0	0
2011	50199	Osera de Ebro	3	6030,72
2011	50200	Paniza	2	9098,86
2011	50201	Paracuellos de Jiloca	2	5901,08
2011	50202	Paracuellos de la Ribera	1	1987,52
2011	50203	Pastriz	10	17645,9
2011	50204	Pedrola	41	76752,06
2011	50205	Pedrosas (Las)	0	0
2011	50206	Perdiguera	9	14854,87
2011	50207	Piedratajada	0	0
2011	50208	Pina de Ebro	12	34038,68
2011	50209	Pinseque	42	71801,65
2011	50210	Pintanos (Los)	0	0
2011	50211	Plasencia de Jalón	1	3006,48
2011	50212	Pleitas	1	990,08
2011	50213	Plenas	1	1173,98
2011	50214	Pomer	0	0
2011	50215	Pozuel de Ariza	1	204,9
2011	50216	Pozuelo de Aragón	6	11178,93
2011	50217	Pradilla de Ebro	6	12747,32
2011	50218	Puebla de Albortón	1	1111,72
2011	50219	Puebla de Alfindén (La)	14	66937,14
2011	50220	Puendeluna	0	0
2011	50221	Purujosa	0	0
2011	50222	Quinto	9	27064,28
2011	50223	Remolinos	12	24731,45
2011	50224	Retascón	1	1057,35
2011	50225	Ricla	6	26552,3
2011	50227	Romanos	1	1512,42
2011	50228	Rueda de Jalón	1	2626,95
2011	50229	Ruesca	1	768,37
2011	50230	Sádaba	7	16415,61
2011	50231	Salillas de Jalón	1	2790,67
2011	50232	Salvatierra de Esca	6	9337,19
2011	50233	Samper del Salz	1	1138,4
2011	50234	San Martín de la Virgen de Moncayo	4	5813,11
2011	50235	San Mateo de Gállego	23	48288,76
2011	50236	Santa Cruz de Grío	1	1220,45
2011	50237	Santa Cruz de Moncayo	3	2482,89
2011	50238	Santa Eulalia de Gállego	1	2737,51
2011	50239	Santed	1	816,44
2011	50240	Sástago	7	16153,95
2011	50241	Saviñán	5	8124,22
2011	50242	Sediles	1	1147,43
2011	50243	Sestrica	1	3087,51
2011	50244	Sierra de Luna	0	0
2011	50245	Sigüés	4	5244,72
2011	50246	Sisamón	1	512,25
2011	50247	Sobradiel	9	20606,1
2011	50248	Sos del Rey Católico	2	6503,37
2011	50249	Tabuenca	5	13467,01
2011	50250	Talamantes	2	1993,9
2011	50251	Tarazona	50	206282
2011	50252	Tauste	22	74336,87
2011	50253	Terrer	2	5317,12
2011	50254	Tierga	0	0
2011	50255	Tobed	2	2622,7
2011	50256	Torralba de los Frailes	1	1284,88
2011	50257	Torralba de Ribota	2	2028,49
2011	50258	Torralbilla	1	856,59
2011	50259	Torrehermosa	1	850,33
2011	50260	Torrelapaja	1	461,02
2011	50261	Torrellas	8	5773,7
2011	50262	Torres de Berrellén	20	30857,59
2011	50263	Torrijo de la Cañada	2	2837,84
2011	50264	Tosos	2	2937,05
2011	50265	Trasmoz	1	1537,03
2011	50266	Trasobares	0	0
2011	50267	Uncastillo	2	7672,41
2011	50268	Undués de Lerda	0	0
2011	50269	Urrea de Jalón	1	3080,9
2011	50270	Urriés	0	0
2011	50271	Used	2	4390,02
2011	50272	Utebo	52	217216,46
2011	50273	Valdehorna	1	468,45
2011	50274	Val de San Martín	1	1057,35
2011	50275	Valmadrid	2	969,42
2011	50276	Valpalmas	0	0
2011	50277	Valtorres	1	1167,92
2011	50278	Velilla de Ebro	3	3256,43
2011	50279	Velilla de Jiloca	1	1044,98
2011	50280	Vera de Moncayo	11	8256,59
2011	50281	Vierlas	2	2049,37
2011	50282	Vilueña (La)	1	1167,92
2011	50283	Villadoz	1	1110,89
2011	50284	Villafeliche	2	2048,98
2011	50285	Villafranca de Ebro	3	10671,69
2011	50286	Villalba de Perejil	1	1147,43
2011	50287	Villalengua	2	4005,77
2011	50288	Villanueva de Gállego	26	68629,95
2011	50289	Villanueva de Jiloca	1	923,51
2011	50290	Villanueva de Huerva	5	6737,23
2011	50291	Villar de los Navarros	1	1606,1
2011	50292	Villarreal de Huerva	1	2703,61
2011	50293	Villarroya de la Sierra	3	5788,38
2011	50294	Villarroya del Campo	1	1003,82
2011	50295	Vistabella	0	0
2011	50296	Zaida (La)	4	6525,68
2011	50297	Zaragoza	1671	16932001
2011	50298	Zuera	49	117781,29
2011	50901	Biel	0	0
2011	50902	Marracos	0	0
2011	50903	Villamayor de Gállego	14	45680
2012	22001	Abiego	0	0
2012	22002	Abizanda	2	3193,46
2012	22003	Adahuesca	0	0
2012	22004	Agüero	2	4190,21
2012	22006	Aísa	17	10495,45
2012	22007	Albalate de Cinca	14	14310,13
2012	22008	Albalatillo	5	5089,15
2012	22009	Albelda	3	18689,29
2012	22011	Albero Alto	1	3509,3
2012	22012	Albero Bajo	3	2340,58
2012	22013	Alberuela de Tubo	9	7622,99
2012	22014	Alcalá de Gurrea	4	7201,93
2012	22015	Alcalá del Obispo	3	10763,61
2012	22016	Alcampell	3	16974,06
2012	22017	Alcolea de Cinca	14	12923,44
2012	22018	Alcubierre	5	9426,73
2012	22019	Alerre	2	5813,92
2012	22020	Alfántega	3	1477,61
2012	22021	Almudévar	16	67043,42
2012	22022	Almunia de San Juan	7	7513,1
2012	22023	Almuniente	11	11810,26
2012	22024	Alquézar	0	0
2012	22025	Altorricón	5	33235,3
2012	22027	Angüés	3	11496,9
2012	22028	Ansó	10	13153,93
2012	22029	Antillón	1	3823,57
2012	22032	Aragüés del Puerto	2	3683,1
2012	22035	Arén	16	9253,25
2012	22036	Argavieso	1	3090,28
2012	22037	Arguis	2	3064,09
2012	22039	Ayerbe	7	29462,44
2012	22040	Azanuy-Alins	2	4031,9
