Año	Código del municipio	Nombre del municipio	Personas que son mano de obra familiar	Personas mano obra familiar sólo trabajan en la explotación	Personas mano obra familiar trabajan también en otra activ. lucrativa	Personas mano obra familiar trabajan en otra actividad como principal	Personas mano obra familiar trabajan en otra actividad como secundaria	Personas mano obra familiar titulares que sólo trabajan en la explotación	Personas mano obra familiar titulares que trabajan también en otra activ. lucrativa	Personas mano obra familiar titulares que trabajan en otra actividad como principal	Personas mano obra familiar titulares que trabajan en otra actividad como secundaria	Personas mano obra familiar cónyuges que sólo trabajan en la explotación	Personas mano obra familiar cónyuges que trabajan también en otra activ. Lucrativa	Personas mano obra familiar cónyuges que trabajan en otra actividad como principal	Personas mano obra familiar cónyuges que trabajan en otra actividad como secundaria	Personas mano obra familiar otros, que sólo trabajan en la explotación	Personas mano obra familiar otros, que  trabajan también en otra activ. lucrativa	Personas mano obra familiar otros,  trabajan en otra actividad como principal	Personas mano obra familiar otros, que trabajan en otra actividad como secundaria	Personas mano obra familiar con <25% trabajando en explotación	Personas mano obra familiar con >24,99 y <50% trabajando en explotación	Personas mano obra familiar con >49,99 y <75% trabajando en explotación	Personas mano obra familiar con >74,99 y <100% trabajando en explotación	Personas mano obra familiar con 100% trabajando en explotación
1999	44252	Villahermosa del Campo	39	34	5	5	0	33	1	1	0	0	3	3	0	1	1	1	0	15	8	10	1	4
1999	44256	Villanueva del Rebollar de la Sierra	18	15	3	3	0	14	0	0	0	1	3	3	0	0	0	0	0	14	1	0	0	3
1999	44257	Villar del Cobo	44	28	16	3	13	23	7	1	6	4	5	1	4	1	4	1	3	6	5	4	7	22
1999	44258	Villar del Salz	26	18	8	8	0	8	5	5	0	4	0	0	0	6	3	3	0	17	3	1	0	5
1999	44260	Villarluengo	49	40	9	8	1	38	8	7	1	2	1	1	0	0	0	0	0	12	6	0	2	28
1999	44261	Villarquemado	224	163	61	54	7	134	39	33	6	23	7	6	1	6	15	15	0	123	14	3	46	28
1999	44262	Villarroya de los Pinares	38	21	17	16	1	19	14	14	0	1	1	1	0	1	2	1	1	14	3	1	14	5
1999	44263	Villastar	74	19	55	55	0	14	36	36	0	3	5	5	0	2	14	14	0	55	6	2	0	9
1999	44264	Villel	67	24	43	42	1	15	25	25	0	6	2	2	0	3	16	15	1	46	11	0	0	10
1999	44265	Vinaceite	82	55	27	24	3	50	24	21	3	5	2	2	0	0	1	1	0	48	15	3	2	13
1999	44266	Visiedo	92	68	24	23	1	43	14	13	1	18	1	1	0	7	9	9	0	45	11	4	8	20
1999	44267	Vivel del Río Martín	30	22	8	8	0	14	5	5	0	3	1	1	0	5	2	2	0	15	3	4	0	8
1999	44268	Zoma (La)	10	9	1	1	0	5	1	1	0	4	0	0	0	0	0	0	0	5	0	0	3	1
1999	50001	Abanto	43	34	9	8	1	24	4	4	0	9	3	2	1	1	2	2	0	17	0	2	1	23
1999	50002	Acered	183	108	75	68	7	71	32	26	6	25	14	13	1	12	29	29	0	118	19	10	5	30
1999	50003	Agón	98	47	51	50	1	26	29	28	1	10	7	7	0	11	15	15	0	83	5	5	1	4
1999	50004	Aguarón	445	217	228	208	20	173	149	133	16	25	27	26	1	19	52	49	3	335	43	12	11	30
1999	50005	Aguilón	109	79	30	27	3	59	20	20	0	13	4	2	2	7	6	5	1	80	9	2	1	13
1999	50006	Ainzón	633	276	357	347	10	158	132	126	6	47	41	39	2	71	184	182	2	554	34	11	6	25
1999	50007	Aladrén	54	29	25	24	1	22	17	16	1	5	0	0	0	2	8	8	0	47	3	1	1	2
1999	50008	Alagón	400	233	167	165	2	219	142	141	1	7	12	11	1	7	13	13	0	332	11	4	9	29
1999	50009	Alarba	107	65	42	36	6	43	23	18	5	12	5	5	0	10	14	13	1	62	17	2	7	18
1999	50010	Alberite de San Juan	58	32	26	25	1	19	8	7	1	9	4	4	0	4	14	14	0	41	7	3	2	5
1999	50011	Albeta	16	6	10	10	0	4	4	4	0	1	1	1	0	1	5	5	0	15	0	0	0	1
1999	50012	Alborge	19	11	8	6	2	6	4	3	1	3	0	0	0	2	4	3	1	11	2	0	2	2
1999	50013	Alcalá de Ebro	110	53	57	57	0	39	33	33	0	3	2	2	0	11	22	22	0	97	2	5	1	5
1999	50014	Alcalá de Moncayo	104	57	47	43	4	34	21	17	4	19	4	4	0	4	22	22	0	76	4	7	3	11
1999	50015	Alconchel de Ariza	44	39	5	5	0	29	1	1	0	7	1	1	0	3	3	3	0	10	9	6	8	11
1999	50016	Aldehuela de Liestos	27	20	7	6	1	18	6	5	1	2	0	0	0	0	1	1	0	16	2	0	3	5
1999	50017	Alfajarín	230	118	112	109	3	104	78	75	3	4	9	9	0	10	25	25	0	156	15	12	23	16
1999	50018	Alfamén	746	379	367	338	29	200	169	148	21	72	43	40	3	107	155	150	5	537	69	27	17	49
1999	50019	Alforque	19	13	6	5	1	7	4	3	1	5	0	0	0	1	2	2	0	5	4	2	3	3
1999	50020	Alhama de Aragón	80	47	33	30	3	37	22	21	1	0	1	1	0	10	10	8	2	64	5	3	2	6
1999	50021	Almochuel	21	16	5	3	2	12	4	2	2	3	0	0	0	1	1	1	0	8	4	3	3	3
1999	50022	Almolda (La)	240	157	83	79	4	143	60	57	3	7	6	5	1	7	17	17	0	164	18	18	9	30
1999	50023	Almonacid de la Cuba	140	87	53	48	5	73	33	28	5	10	7	7	0	4	13	13	0	98	21	5	11	3
1999	50024	Almonacid de la Sierra	593	312	281	274	7	211	150	144	6	51	41	40	1	50	90	90	0	508	24	8	13	35
1999	50025	Almunia de Doña Godina (La)	1671	809	862	822	40	350	320	292	28	160	91	87	4	299	451	443	8	1346	133	41	35	70
1999	50026	Alpartir	473	251	222	208	14	140	110	103	7	39	27	25	2	72	85	80	5	297	84	22	17	19
1999	50027	Ambel	288	150	138	137	1	105	93	92	1	28	7	7	0	17	38	38	0	239	18	4	1	23
1999	50028	Anento	68	30	38	38	0	14	28	28	0	9	2	2	0	7	8	8	0	54	7	2	0	3
1999	50029	Aniñón	770	445	325	319	6	234	118	113	5	159	47	47	0	52	160	159	1	572	121	24	25	27
1999	50030	Añón de Moncayo	84	50	34	34	0	29	22	22	0	13	3	3	0	8	9	9	0	67	4	1	4	6
1999	50031	Aranda de Moncayo	131	55	76	71	5	41	61	56	5	9	6	6	0	5	9	9	0	99	8	1	3	20
1999	50032	Arándiga	209	142	67	66	1	119	44	43	1	15	3	3	0	8	20	20	0	162	12	0	1	30
1999	50033	Ardisa	23	13	10	8	2	11	8	6	2	2	1	1	0	0	1	1	0	12	1	0	2	7
1999	50034	Ariza	146	97	49	47	2	77	32	30	2	8	7	7	0	12	10	10	0	76	16	14	11	26
1999	50035	Artieda	17	12	5	5	0	10	4	4	0	1	0	0	0	1	1	1	0	13	2	0	1	1
1999	50036	Asín	33	15	18	18	0	13	11	11	0	0	0	0	0	2	7	7	0	28	1	1	1	1
1999	50037	Atea	199	106	93	87	6	80	55	49	6	20	12	12	0	6	26	26	0	167	9	6	3	12
1999	50038	Ateca	487	223	264	252	12	130	110	108	2	44	30	25	5	49	124	119	5	404	39	8	1	27
1999	50039	Azuara	222	125	97	89	8	95	65	57	8	16	8	8	0	14	24	24	0	137	20	21	14	26
1999	50040	Badules	47	32	15	14	1	28	11	10	1	1	3	3	0	3	1	1	0	36	4	2	2	3
1999	50041	Bagüés	6	4	2	1	1	3	2	1	1	1	0	0	0	0	0	0	0	5	0	1	0	0
1999	50042	Balconchán	38	31	7	5	2	22	5	4	1	5	1	0	1	4	1	1	0	22	7	0	6	2
1999	50043	Bárboles	84	44	40	40	0	40	31	31	0	2	0	0	0	2	9	9	0	71	2	3	0	8
1999	50044	Bardallur	110	61	49	48	1	50	33	33	0	9	5	4	1	2	11	11	0	81	7	1	0	16
1999	50045	Belchite	751	406	345	327	18	288	186	173	13	76	45	44	1	42	114	110	4	456	139	39	22	62
1999	50046	Belmonte de Gracián	149	97	52	47	5	64	27	24	3	11	6	5	1	22	19	18	1	99	12	12	4	22
1999	50047	Berdejo	9	3	6	6	0	3	6	6	0	0	0	0	0	0	0	0	0	8	0	1	0	0
1999	50048	Berrueco	26	16	10	9	1	13	6	5	1	1	0	0	0	2	4	4	0	12	6	2	1	3
1999	50050	Bijuesca	38	24	14	14	0	18	7	7	0	1	3	3	0	5	4	4	0	24	5	0	0	7
1999	50051	Biota	278	160	118	108	10	126	74	66	8	7	8	7	1	27	36	35	1	101	65	3	20	84
1999	50052	Bisimbre	63	41	22	21	1	22	11	10	1	8	3	3	0	11	8	8	0	38	15	1	1	6
1999	50053	Boquiñeni	227	126	101	97	4	76	72	70	2	30	8	6	2	20	21	21	0	160	19	8	8	28
1999	50054	Bordalba	22	20	2	2	0	17	1	1	0	2	0	0	0	1	1	1	0	8	0	0	7	7
1999	50055	Borja	1085	527	558	546	12	319	272	262	10	102	76	75	1	106	210	209	1	847	93	37	26	74
1999	50056	Botorrita	53	41	12	12	0	31	8	8	0	7	2	2	0	3	2	2	0	32	3	1	4	10
1999	50057	Brea de Aragón	162	75	87	79	8	64	53	48	5	7	10	7	3	4	24	24	0	97	41	15	7	2
1999	50058	Bubierca	37	24	13	12	1	21	11	10	1	0	1	1	0	3	1	1	0	25	2	1	0	9
1999	50059	Bujaraloz	246	142	104	86	18	111	51	40	11	7	17	13	4	24	36	33	3	110	42	28	25	27
1999	50060	Bulbuente	198	112	86	85	1	91	53	52	1	16	8	8	0	5	25	25	0	164	14	6	5	8
1999	50061	Bureta	170	94	76	72	4	47	38	37	1	20	9	6	3	27	29	29	0	113	24	11	4	18
1999	50062	Burgo de Ebro (El)	123	69	54	51	3	57	41	39	2	7	5	5	0	5	8	7	1	84	11	1	1	21
1999	50063	Buste (El)	53	32	21	21	0	21	6	6	0	8	5	5	0	3	10	10	0	49	1	1	0	1
1999	50064	Cabañas de Ebro	122	58	64	64	0	46	43	43	0	5	1	1	0	7	20	20	0	89	15	5	1	11
1999	50065	Cabolafuente	26	22	4	4	0	16	2	2	0	2	0	0	0	4	2	2	0	8	0	7	5	5
1999	50066	Cadrete	49	30	19	19	0	21	11	11	0	7	1	1	0	2	7	7	0	41	3	0	4	1
1999	50067	Calatayud	613	321	292	288	4	258	207	203	4	30	19	19	0	33	66	66	0	503	34	10	4	60
1999	50068	Calatorao	798	410	388	367	21	254	208	191	17	85	32	32	0	71	148	144	4	630	71	17	6	52
1999	50069	Calcena	23	15	8	7	1	14	4	3	1	0	1	1	0	1	3	3	0	17	1	2	2	1
1999	50070	Calmarza	28	19	9	9	0	18	5	5	0	0	2	2	0	1	2	2	0	15	3	2	4	3
1999	50071	Campillo de Aragón	62	46	16	14	2	33	9	9	0	5	1	1	0	8	6	4	2	20	13	8	8	13
1999	50072	Carenas	58	35	23	21	2	28	12	10	2	7	1	1	0	0	10	10	0	42	4	2	1	6
1999	50073	Cariñena	869	407	462	393	69	299	323	263	60	57	45	42	3	51	94	88	6	617	85	40	21	49
1999	50074	Caspe	1400	885	515	466	49	562	366	324	42	176	52	49	3	147	97	93	4	732	270	69	41	284
1999	50075	Castejón de Alarba	75	52	23	20	3	36	15	12	3	13	2	2	0	3	6	6	0	47	6	5	4	13
1999	50076	Castejón de las Armas	48	34	14	12	2	24	11	10	1	6	1	0	1	4	2	2	0	36	8	2	0	2
1999	50077	Castejón de Valdejasa	133	79	54	49	5	75	48	43	5	2	3	3	0	2	3	3	0	106	11	2	3	11
1999	50078	Castiliscar	131	101	30	29	1	86	19	18	1	3	4	4	0	12	7	7	0	100	11	0	4	8
1999	50079	Cervera de la Cañada	234	146	88	77	11	90	52	44	8	20	6	6	0	36	30	27	3	166	19	10	16	22
1999	50080	Cerveruela	6	4	2	2	0	4	2	2	0	0	0	0	0	0	0	0	0	5	0	0	0	1
1999	50081	Cetina	82	64	18	10	8	57	17	9	8	3	0	0	0	4	1	1	0	30	7	5	4	36
1999	50082	Cimballa	47	31	16	16	0	21	13	13	0	3	0	0	0	7	3	3	0	29	10	2	1	5
1999	50083	Cinco Olivas	14	7	7	6	1	5	7	6	1	2	0	0	0	0	0	0	0	6	6	2	0	0
1999	50084	Clarés de Ribota	113	55	58	56	2	32	36	34	2	10	5	5	0	13	17	17	0	93	4	1	1	11
1999	50085	Codo	36	19	17	17	0	14	13	13	0	3	1	1	0	2	3	3	0	26	5	0	1	2
1999	50086	Codos	174	117	57	52	5	80	38	34	4	18	6	6	0	19	13	12	1	126	19	3	4	19
1999	50087	Contamina	21	13	8	8	0	11	5	5	0	1	0	0	0	1	3	3	0	15	3	0	2	1
1999	50088	Cosuenda	412	191	221	214	7	124	125	119	6	39	30	29	1	28	66	66	0	358	28	5	5	6
1999	50089	Cuarte de Huerva	16	6	10	10	0	4	8	8	0	1	0	0	0	1	2	2	0	15	1	0	0	0
1999	50090	Cubel	89	74	15	14	1	59	12	11	1	7	1	1	0	8	2	2	0	48	4	4	6	26
1999	50091	Cuerlas (Las)	42	32	10	10	0	28	9	9	0	2	0	0	0	2	1	1	0	26	3	1	4	7
1999	50092	Chiprana	53	40	13	10	3	35	10	7	3	4	3	3	0	1	0	0	0	21	6	2	10	13
1999	50093	Chodes	113	71	42	41	1	49	21	20	1	14	5	5	0	8	16	16	0	93	11	1	1	4
1999	50094	Daroca	305	183	122	115	7	157	98	92	6	11	5	5	0	15	19	18	1	250	20	7	12	10
1999	50095	Ejea de los Caballeros	1925	1222	703	619	84	851	394	325	69	144	44	43	1	227	265	251	14	996	201	130	136	428
1999	50096	Embid de Ariza	29	23	6	6	0	18	3	3	0	4	0	0	0	1	3	3	0	20	1	0	0	8
1999	50098	Encinacorba	280	146	134	130	4	93	71	67	4	26	9	9	0	27	54	54	0	223	28	8	5	10
1999	50099	Épila	1043	548	495	480	15	352	219	211	8	100	44	41	3	96	232	228	4	764	80	16	29	113
1999	50100	Erla	46	23	23	21	2	20	19	17	2	1	2	2	0	2	2	2	0	37	1	0	1	3
1999	50101	Escatrón	311	189	122	119	3	108	63	62	1	52	22	21	1	29	37	36	1	255	32	5	8	6
1999	50102	Fabara	509	397	112	91	21	226	66	51	15	104	25	22	3	67	21	18	3	194	136	21	50	107
1999	50104	Farlete	182	79	103	92	11	60	37	32	5	4	6	5	1	15	60	55	5	119	31	6	7	18
1999	50105	Fayón	195	144	51	48	3	95	27	26	1	31	13	12	1	18	11	10	1	121	38	11	8	16
1999	50106	Fayos (Los)	89	50	39	34	5	39	12	10	2	7	0	0	0	4	27	24	3	85	2	1	1	0
1999	50107	Figueruelas	164	83	81	81	0	48	43	43	0	14	2	2	0	21	36	36	0	152	5	1	2	3
1999	50108	Fombuena	5	3	2	2	0	3	2	2	0	0	0	0	0	0	0	0	0	4	0	1	0	0
1999	50109	Frago (El)	20	15	5	5	0	14	4	4	0	1	0	0	0	0	1	1	0	17	1	0	0	2
1999	50110	Frasno (El)	508	275	233	221	12	166	124	113	11	65	26	25	1	44	83	83	0	407	40	11	8	32
1999	50111	Fréscano	66	46	20	17	3	34	9	8	1	5	6	5	1	7	5	4	1	26	11	7	3	19
1999	50113	Fuendejalón	442	314	128	100	28	245	79	64	15	34	21	16	5	35	28	20	8	265	96	54	11	7
1999	50114	Fuendetodos	62	44	18	17	1	31	10	9	1	5	0	0	0	8	8	8	0	31	11	3	3	8
1999	50115	Fuentes de Ebro	645	256	389	264	125	227	309	204	105	13	22	12	10	16	58	48	10	407	118	28	30	52
1999	50116	Fuentes de Jiloca	104	72	32	28	4	53	23	20	3	10	2	2	0	9	7	6	1	61	10	1	6	26
1999	50117	Gallocanta	42	35	7	6	1	28	6	5	1	7	0	0	0	0	1	1	0	12	6	0	8	15
1999	50118	Gallur	344	213	131	126	5	175	104	99	5	23	9	9	0	15	18	18	0	253	27	13	6	40
1999	50119	Gelsa	273	202	71	67	4	156	39	37	2	27	15	14	1	19	17	16	1	172	43	40	7	9
1999	50120	Godojos	60	34	26	26	0	30	17	17	0	1	2	2	0	3	7	7	0	52	2	1	0	4
1999	50121	Gotor	178	65	113	109	4	38	72	68	4	15	12	12	0	12	29	29	0	145	14	4	1	10
1999	50122	Grisel	60	31	29	28	1	22	25	24	1	7	1	1	0	2	3	3	0	48	8	2	0	2
1999	50123	Grisén	84	41	43	43	0	28	15	15	0	4	3	3	0	9	25	25	0	78	3	1	2	0
1999	50124	Herrera de los Navarros	194	153	41	35	6	131	27	21	6	15	3	3	0	7	11	11	0	103	17	11	7	49
1999	50125	Ibdes	203	94	109	106	3	84	85	83	2	5	6	6	0	5	18	17	1	147	26	4	5	20
1999	50126	Illueca	343	90	253	250	3	62	182	179	3	10	23	23	0	18	48	48	0	300	32	3	3	5
1999	50128	Isuerre	24	19	5	4	1	17	3	3	0	0	0	0	0	2	2	1	1	19	0	0	4	1
1999	50129	Jaraba	53	23	30	28	2	17	24	24	0	2	1	1	0	4	5	3	2	41	2	1	1	7
1999	50130	Jarque de Moncayo	364	227	137	130	7	138	57	56	1	57	21	19	2	32	59	55	4	218	70	23	34	17
1999	50131	Jaulín	51	32	19	17	2	24	10	9	1	4	5	4	1	4	4	4	0	21	10	4	2	14
1999	50132	Joyosa (La)	52	32	20	18	2	26	13	11	2	3	6	6	0	3	1	1	0	34	3	7	1	7
1999	50133	Lagata	44	30	14	12	2	29	11	9	2	0	1	1	0	1	2	2	0	23	2	0	5	11
1999	50134	Langa del Castillo	106	72	34	30	4	60	27	24	3	1	3	2	1	11	4	4	0	81	3	9	2	11
1999	50135	Layana	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
1999	50136	Lécera	245	149	96	93	3	121	74	71	3	20	4	4	0	8	18	18	0	163	31	13	18	17
1999	50137	Leciñena	326	198	128	113	15	182	89	75	14	8	21	20	1	8	18	18	0	174	34	15	17	37
1999	50138	Lechón	17	17	0	0	0	13	0	0	0	1	0	0	0	3	0	0	0	7	4	1	3	2
1999	50139	Letux	190	109	81	78	3	81	41	38	3	21	11	11	0	7	29	29	0	141	20	3	2	16
1999	50140	Litago	71	43	28	28	0	29	19	19	0	11	4	4	0	3	5	5	0	52	5	3	8	3
1999	50141	Lituénigo	163	70	93	92	1	42	52	51	1	12	18	18	0	16	23	23	0	127	12	0	1	1
1999	50142	Lobera de Onsella	44	29	15	15	0	26	10	10	0	1	0	0	0	2	5	5	0	35	1	0	0	5
1999	50143	Longares	424	219	205	181	24	137	115	99	16	46	16	15	1	36	74	67	7	290	37	25	13	46
1999	50144	Longás	20	14	6	6	0	14	5	5	0	0	0	0	0	0	1	1	0	16	0	0	1	3
1999	50146	Lucena de Jalón	75	47	28	28	0	29	17	17	0	6	5	5	0	12	6	6	0	55	10	1	0	9
1999	50147	Luceni	177	94	83	74	9	83	50	45	5	6	11	11	0	5	22	18	4	135	11	4	4	16
1999	50148	Luesia	93	56	37	32	5	42	29	24	5	3	3	3	0	11	5	5	0	51	5	2	13	20
1999	50149	Luesma	7	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3
1999	50150	Lumpiaque	254	149	105	104	1	105	64	63	1	29	16	16	0	15	25	25	0	211	13	4	15	0
1999	50151	Luna	347	213	134	118	16	204	120	104	16	3	1	1	0	6	13	13	0	218	40	8	10	68
1999	50152	Maella	994	692	302	261	41	390	162	136	26	150	57	50	7	152	83	75	8	584	139	62	46	162
1999	50153	Magallón	660	348	312	302	10	205	125	117	8	62	33	33	0	81	154	152	2	524	67	19	19	28
1999	50154	Mainar	39	30	9	7	2	26	7	5	2	0	1	1	0	4	1	1	0	20	2	5	7	5
1999	50155	Malanquilla	35	20	15	15	0	15	13	13	0	1	0	0	0	4	2	2	0	23	4	2	1	2
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	201	98	103	103	0	44	40	40	0	23	2	2	0	31	61	61	0	181	12	1	1	2
1999	50159	Maluenda	365	241	124	122	2	163	79	77	2	43	7	7	0	35	38	38	0	264	40	9	18	33
1999	50160	Mallén	384	228	156	148	8	187	116	109	7	18	15	15	0	23	25	24	1	235	54	18	22	52
1999	50161	Manchones	63	43	20	19	1	41	19	18	1	0	0	0	0	2	1	1	0	44	4	4	8	2
1999	50162	Mara	130	78	52	48	4	57	32	29	3	13	9	9	0	8	11	10	1	100	9	3	4	14
1999	50163	María de Huerva	71	49	22	19	3	39	16	14	2	6	2	1	1	4	4	4	0	33	9	4	2	19
1999	50164	Mediana de Aragón	115	80	35	30	5	64	24	20	4	7	4	3	1	9	7	7	0	59	12	8	4	31
1999	50165	Mequinenza	867	592	275	229	46	303	108	80	28	179	35	29	6	110	132	120	12	375	202	122	48	116
1999	50166	Mesones de Isuela	164	85	79	72	7	64	51	45	6	14	6	6	0	7	22	21	1	105	6	1	3	49
1999	50167	Mezalocha	133	82	51	35	16	62	35	26	9	13	5	2	3	7	11	7	4	50	23	15	11	22
1999	50168	Mianos	17	14	3	2	1	12	3	2	1	1	0	0	0	1	0	0	0	9	0	1	0	7
1999	50169	Miedes de Aragón	262	176	86	84	2	115	36	35	1	31	7	6	1	30	43	43	0	161	32	4	3	62
1999	50170	Monegrillo	206	156	50	48	2	116	29	29	0	5	4	3	1	35	17	16	1	61	46	10	12	45
1999	50171	Moneva	67	29	38	34	4	24	29	26	3	3	4	3	1	2	5	5	0	38	10	2	5	10
1999	50172	Monreal de Ariza	91	70	21	19	2	55	8	7	1	9	3	3	0	6	10	9	1	36	15	6	10	24
1999	50173	Monterde	84	48	36	33	3	35	25	23	2	8	3	2	1	5	8	8	0	63	7	0	0	14
1999	50174	Montón	62	36	26	24	2	20	10	8	2	5	2	2	0	11	14	14	0	38	7	1	3	12
1999	50175	Morata de Jalón	596	354	242	234	8	241	111	105	6	48	23	22	1	65	108	107	1	447	64	33	7	36
1999	50176	Morata de Jiloca	143	85	58	53	5	53	34	29	5	21	6	6	0	11	18	18	0	90	22	4	5	21
1999	50177	Morés	178	92	86	84	2	76	60	59	1	9	6	6	0	7	20	19	1	159	7	2	1	5
1999	50178	Moros	356	210	146	138	8	133	81	73	8	28	10	10	0	49	55	55	0	273	31	7	7	34
1999	50179	Moyuela	102	60	42	40	2	56	23	21	2	1	4	4	0	3	15	15	0	62	16	2	12	2
1999	50180	Mozota	19	16	3	3	0	14	2	2	0	2	0	0	0	0	1	1	0	12	2	0	0	5
1999	50181	Muel	377	225	152	149	3	140	64	63	1	34	14	13	1	51	74	73	1	275	28	4	9	24
1999	50182	Muela (La)	400	215	185	177	8	114	78	72	6	44	14	14	0	57	93	91	2	314	23	10	7	30
1999	50183	Munébrega	311	130	181	160	21	83	121	105	16	32	13	12	1	15	47	43	4	208	43	26	10	21
1999	50184	Murero	68	39	29	22	7	37	24	19	5	0	2	2	0	2	3	1	2	47	10	2	5	3
1999	50185	Murillo de Gállego	46	24	22	20	2	20	19	17	2	2	1	1	0	2	2	2	0	35	5	1	0	5
1999	50186	Navardún	39	34	5	5	0	30	3	3	0	0	1	1	0	4	1	1	0	25	5	0	2	5
1999	50187	Nigüella	41	23	18	17	1	19	14	13	1	1	2	2	0	3	2	2	0	22	5	2	1	11
1999	50188	Nombrevilla	21	12	9	8	1	9	6	5	1	1	1	1	0	2	2	2	0	6	9	1	1	4
1999	50189	Nonaspe	363	253	110	97	13	170	55	46	9	63	26	22	4	20	29	29	0	238	60	16	13	35
1999	50190	Novallas	296	171	125	123	2	134	77	75	2	19	7	7	0	18	41	41	0	197	36	9	2	10
1999	50191	Novillas	263	133	130	120	10	116	96	87	9	6	17	16	1	11	17	17	0	154	36	26	20	27
1999	50192	Nuévalos	22	9	13	12	1	8	11	10	1	0	0	0	0	1	2	2	0	16	3	0	0	3
1999	50193	Nuez de Ebro	40	19	21	21	0	18	19	19	0	0	2	2	0	1	0	0	0	25	5	2	0	6
1999	50194	Olvés	107	62	45	42	3	40	24	21	3	14	6	6	0	8	15	15	0	73	11	8	3	12
1999	50195	Orcajo	68	35	33	32	1	23	20	19	1	11	5	5	0	1	8	8	0	48	6	2	0	10
1999	50196	Orera	113	59	54	52	2	36	27	26	1	15	5	5	0	8	22	21	1	97	8	2	0	6
1999	50197	Orés	71	34	37	26	11	23	21	14	7	2	1	1	0	9	15	11	4	51	5	4	6	2
1999	50198	Oseja	39	11	28	27	1	9	16	15	1	2	4	4	0	0	8	8	0	29	4	2	0	2
1999	50199	Osera de Ebro	39	26	13	13	0	22	12	12	0	1	0	0	0	3	1	1	0	31	3	3	0	2
1999	50200	Paniza	531	313	218	209	9	164	105	98	7	50	26	26	0	99	87	85	2	378	69	28	25	18
1999	50201	Paracuellos de Jiloca	235	134	101	101	0	88	61	61	0	25	9	9	0	21	31	31	0	203	15	2	1	13
1999	50202	Paracuellos de la Ribera	182	107	75	62	13	94	49	39	10	8	9	8	1	5	17	15	2	130	15	6	7	15
1999	50203	Pastriz	110	56	54	49	5	50	39	34	5	2	7	7	0	4	8	8	0	86	6	4	4	7
1999	50204	Pedrola	422	231	191	185	6	179	124	118	6	33	28	28	0	19	39	39	0	363	17	7	5	28
1999	50205	Pedrosas (Las)	28	23	5	4	1	23	1	1	0	0	3	2	1	0	1	1	0	12	4	1	1	8
1999	50206	Perdiguera	120	63	57	49	8	61	38	33	5	2	6	5	1	0	13	11	2	68	12	6	9	8
1999	50207	Piedratajada	23	14	9	8	1	13	8	7	1	0	1	1	0	1	0	0	0	10	3	1	6	2
1999	50208	Pina de Ebro	541	331	210	206	4	298	159	156	3	14	14	14	0	19	37	36	1	379	48	13	7	56
1999	50209	Pinseque	175	101	74	74	0	84	54	54	0	12	7	7	0	5	13	13	0	118	8	12	14	21
1999	50210	Pintanos (Los)	48	41	7	7	0	39	3	3	0	0	0	0	0	2	4	4	0	32	3	1	4	7
1999	50211	Plasencia de Jalón	139	73	66	65	1	45	41	40	1	18	5	5	0	10	20	20	0	108	8	3	3	15
1999	50212	Pleitas	22	15	7	7	0	12	5	5	0	3	0	0	0	0	2	2	0	14	0	0	0	6
1999	50213	Plenas	82	55	27	24	3	47	20	17	3	3	4	4	0	5	3	3	0	65	5	7	1	2
1999	50214	Pomer	3	2	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1
1999	50215	Pozuel de Ariza	9	8	1	1	0	5	1	1	0	1	0	0	0	2	0	0	0	2	5	0	1	1
1999	50216	Pozuelo de Aragón	133	88	45	45	0	50	14	14	0	8	2	2	0	30	29	29	0	58	37	7	3	28
1999	50217	Pradilla de Ebro	143	85	58	52	6	70	42	37	5	6	7	6	1	9	9	9	0	105	12	2	5	17
1999	50218	Puebla de Albortón	71	56	15	13	2	40	8	7	1	13	3	3	0	3	4	3	1	33	6	3	12	14
1999	50219	Puebla de Alfindén (La)	73	40	33	23	10	37	29	20	9	3	2	1	1	0	2	2	0	52	6	3	7	4
1999	50220	Puendeluna	20	12	8	8	0	10	5	5	0	1	1	1	0	1	2	2	0	17	0	1	2	0
1999	50221	Purujosa	5	1	4	4	0	1	4	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0
1999	50222	Quinto	284	186	98	90	8	168	84	76	8	8	8	8	0	10	6	6	0	184	7	21	22	41
1999	50223	Remolinos	132	70	62	56	6	50	39	33	6	10	7	7	0	10	16	16	0	93	15	11	6	5
1999	50224	Retascón	58	33	25	25	0	27	13	13	0	3	4	4	0	3	8	8	0	41	3	1	5	6
1999	50225	Ricla	927	582	345	338	7	354	141	135	6	101	40	39	1	127	164	164	0	676	85	14	20	96
1999	50227	Romanos	35	30	5	4	1	30	5	4	1	0	0	0	0	0	0	0	0	30	3	1	1	0
1999	50228	Rueda de Jalón	301	178	123	114	9	105	63	56	7	38	15	14	1	35	45	44	1	214	29	19	9	23
1999	50229	Ruesca	47	27	20	20	0	18	9	9	0	1	1	1	0	8	10	10	0	32	5	3	0	7
