Año	Municipio código	Municipio nombre	Contenedores de vidrio	Kg vidrio doméstico
2014	44036	Bea	2	382
2014	44037	Beceite	7	16885
2014	44038	Belmonte de San José	2	1950
2014	44039	Bello	2	4130
2014	44040	Berge	2	2786
2014	44041	Bezas	1	
2014	44042	Blancas	2	2845
2014	44043	Blesa	2	2985
2014	44044	Bordón	3	2000
2014	44045	Bronchales	8	9045
2014	44046	Bueña	2	2560
2014	44047	Burbáguena	3	4991
2014	44048	Cabra de Mora	1	822
2014	44049	Calaceite	7	24325
2014	44050	Calamocha	44	64820
2014	44051	Calanda	14	33834
2014	44052	Calomarde	1	1438
2014	44053	Camañas	1	393
2014	44054	Camarena de la Sierra	6	4455
2014	44055	Camarillas	1	1888
2014	44056	Caminreal	6	11546
2014	44059	Cantavieja	8	15721
2014	44060	Cañada de Benatanduz	2	232
2014	44061	Cañada de Verich (La)	3	1798
2014	44062	Cañada Vellida	1	
2014	44063	Cañizar del Olivar	2	1547
2014	44064	Cascante del Río	2	876
2014	44065	Castejón de Tornos	1	185
2014	44066	Castel de Cabra	2	836
2014	44067	Castelnou	1	1954
2014	44068	Castelserás	7	17144
2014	44070	Castellar (El)	1	
2014	44071	Castellote	7	8768
2014	44074	Cedrillas	5	12501
2014	44075	Celadas	2	3210
2014	44076	Cella	11	35332
2014	44077	Cerollera (La)	2	1175
2014	44080	Codoñera (La)	3	4058
2014	44082	Corbalán	1	2974
2014	44084	Cortes de Aragón	2	3080
2014	44085	Cosa	2	869
2014	44086	Cretas	3	9673
2014	44087	Crivillén	1	2875
2014	44088	Cuba (La)	2	2011
2014	44089	Cubla	1	1338
2014	44090	Cucalón	2	2348
2014	44092	Cuervo (El)	1	588
2014	44093	Cuevas de Almudén	2	902
2014	44094	Cuevas Labradas	1	295
2014	44096	Ejulve	2	3363
2014	44097	Escorihuela	1	1015
2014	44099	Escucha	3	3350
2014	44100	Estercuel	4	5420
2014	44101	Ferreruela de Huerva	3	3895
2014	44102	Fonfría	2	
2014	44103	Formiche Alto	4	2028
2014	44105	Fórnoles	1	1081
2014	44106	Fortanete	2	3686
2014	44107	Foz-Calanda	3	3377
2014	44108	Fresneda (La)	3	12079
2014	44109	Frías de Albarracín	1	1938
2014	44110	Fuenferrada	1	503
2014	44111	Fuentes Calientes	1	1598
2014	44112	Fuentes Claras	2	7291
2014	44113	Fuentes de Rubielos	3	3419
2014	44114	Fuentespalda	3	5671
2014	44115	Galve	3	3098
2014	44116	Gargallo	1	2216
2014	44117	Gea de Albarracín	3	7416
2014	44118	Ginebrosa (La)	3	2709
2014	44119	Griegos	1	968
2014	44120	Guadalaviar	2	2725
2014	44121	Gúdar	3	1941
2014	44122	Híjar	6	22492
2014	44123	Hinojosa de Jarque	2	1796
2014	44124	Hoz de la Vieja (La)	2	967
2014	44125	Huesa del Común	2	538
2014	44126	Iglesuela del Cid (La)	7	9845
2014	44127	Jabaloyas	1	1738
2014	44128	Jarque de la Val	1	2031
2014	44129	Jatiel	1	350
2014	44130	Jorcas	1	
2014	44131	Josa	1	1315
2014	44132	Lagueruela	2	1058
2014	44133	Lanzuela	1	901
2014	44135	Libros	1	3093
2014	44136	Lidón	1	941
2014	44137	Linares de Mora	4	6880
2014	44138	Loscos	2	1985
2014	44141	Lledó	1	4478
2014	44142	Maicas	1	711
2014	44143	Manzanera	9	16548
2014	44144	Martín del Río	4	4966
2014	44145	Mas de las Matas	7	16761
2014	44146	Mata de los Olmos (La)	3	1959
2014	44147	Mazaleón	3	7859
2014	44148	Mezquita de Jarque	1	1492
2014	44149	Mirambel	2	3470
2014	44150	Miravete de la Sierra	1	1045
2014	44151	Molinos	4	2772
2014	44152	Monforte de Moyuela	1	249
2014	44153	Monreal del Campo	16	30482
2014	44154	Monroyo	4	8606
2014	44155	Montalbán	6	12525
2014	44156	Monteagudo del Castillo	1	974
2014	44157	Monterde de Albarracín	1	1183
2014	44158	Mora de Rubielos	11	37022
2014	44159	Moscardón	1	1259
2014	44160	Mosqueruela	6	8129
2014	44161	Muniesa	5	6381
2014	44163	Noguera de Albarracín	1	1896
2014	44164	Nogueras	2	1862
2014	44165	Nogueruelas	5	5191
2014	44167	Obón	2	2876
2014	44168	Odón	2	2027
2014	44169	Ojos Negros	3	5921
2014	44171	Olba	8	6471
2014	44172	Oliete	3	4993
2014	44173	Olmos (Los)	2	1952
2014	44174	Orihuela del Tremedal	5	8284
2014	44175	Orrios	2	3118
2014	44176	Palomar de Arroyos	2	333
2014	44177	Pancrudo	4	1428
2014	44178	Parras de Castellote (Las)	2	469
2014	44179	Peñarroya de Tastavins	4	8560
2014	44180	Peracense	2	1316
2014	44181	Peralejos	1	1599
2014	44182	Perales del Alfambra	4	3403
2014	44183	Pitarque	2	1601
2014	44184	Plou	1	232
2014	44185	Pobo (El)	1	2951
2014	44187	Portellada (La)	2	4865
2014	44189	Pozondón	1	1416
2014	44190	Pozuel del Campo	2	2177
2014	44191	Puebla de Híjar (La)	5	8327
2014	44192	Puebla de Valverde (La)	7	12568
2014	44193	Puertomingalvo	3	6744
2014	44194	Ráfales	2	3848
2014	44195	Rillo	2	1318
2014	44196	Riodeva	2	965
2014	44197	Ródenas	1	1187
2014	44198	Royuela	1	1772
2014	44199	Rubiales	1	572
2014	44200	Rubielos de la Cérida	2	
2014	44201	Rubielos de Mora	5	16506
2014	44203	Salcedillo	1	
2014	44204	Saldón	1	680
2014	44205	Samper de Calanda	5	8053
2014	44206	San Agustín	3	1610
2014	44207	San Martín del Río	2	2135
2014	44208	Santa Cruz de Nogueras	2	499
2014	44209	Santa Eulalia	12	23238
2014	44210	Sarrión	11	25261
2014	44211	Segura de los Baños	2	1853
2014	44212	Seno	1	
2014	44213	Singra	2	539
2014	44215	Terriente	3	3640
2014	44216	Teruel	200	393943
2014	44217	Toril y Masegoso	1	
2014	44218	Tormón	1	196
2014	44219	Tornos	2	2502
2014	44220	Torralba de los Sisones	2	1824
2014	44221	Torrecilla de Alcañiz	3	10982
2014	44222	Torrecilla del Rebollar	2	1629
2014	44223	Torre de Arcas	2	2435
2014	44224	Torre de las Arcas	1	
2014	44225	Torre del Compte	1	3276
2014	44226	Torrelacárcel	1	1606
2014	44227	Torre los Negros	2	1976
2014	44228	Torremocha de Jiloca	1	1364
2014	44229	Torres de Albarracín	1	3531
2014	44230	Torrevelilla	2	2687
2014	44231	Torrijas	2	1792
2014	44232	Torrijo del Campo	2	7219
2014	44234	Tramacastiel	2	673
2014	44235	Tramacastilla	1	1359
2014	44236	Tronchón	3	2488
2014	44237	Urrea de Gaén	2	7683
2014	44238	Utrillas	11	19994
2014	44239	Valacloche	1	1316
2014	44240	Valbona	4	5941
2014	44241	Valdealgorfa	4	9532
2014	44243	Valdecuenca	1	429
2014	44244	Valdelinares	3	1311
2014	44245	Valdeltormo	4	8600
2014	44246	Valderrobres	14	48650
2014	44247	Valjunquera	3	4822
2014	44249	Vallecillo (El)	2	286
2014	44250	Veguillas de la Sierra	1	1297
2014	44251	Villafranca del Campo	4	2754
2014	44252	Villahermosa del Campo	2	468
2014	44256	Villanueva del Rebollar de la Sierra	1	1302
2014	44257	Villar del Cobo	2	2564
2014	44258	Villar del Salz	2	2255
2014	44260	Villarluengo	4	2342
2014	44261	Villarquemado	7	11390
2014	44262	Villarroya de los Pinares	2	1885
2014	44263	Villastar	3	4292
2014	44264	Villel	2	4283
2014	44265	Vinaceite	3	6566
2014	44266	Visiedo	3	2460
2014	44267	Vivel del Río Martín	1	963
2014	44268	Zoma (La)	1	704
2014	50001	Abanto	1	2466
2014	50002	Acered	1	1292
2014	50003	Agón	1	2836
2014	50004	Aguarón	6	10988
2014	50005	Aguilón	2	2552
2014	50006	Ainzón	7	20764
2014	50007	Aladrén	2	4110
2014	50008	Alagón	29	80369
2014	50009	Alarba	2	2141
2014	50010	Alberite de San Juan	1	656
2014	50011	Albeta	3	1932
2014	50012	Alborge	1	2713
2014	50013	Alcalá de Ebro	4	6828
2014	50014	Alcalá de Moncayo	2	1991
2014	50015	Alconchel de Ariza	1	1347
2014	50016	Aldehuela de Liestos	1	2895
2014	50017	Alfajarín	20	22598
2014	50018	Alfamén	11	15418
2014	50019	Alforque	1	1274
2014	50020	Alhama de Aragón	5	9313
2014	50021	Almochuel	2	
2014	50022	Almolda (La)	4	8231
2014	50023	Almonacid de la Cuba	2	3171
2014	50024	Almonacid de la Sierra	5	11697
2014	50025	Almunia de Doña Godina (La)	34	80582
2014	50026	Alpartir	4	4317
2014	50027	Ambel	2	5603
2014	50028	Anento	2	725
2014	50029	Aniñón	4	10920
2014	50030	Añón de Moncayo	4	6645
2014	50031	Aranda de Moncayo	2	129
2014	50032	Arándiga	3	4822
2014	50033	Ardisa	1	2112
2014	50034	Ariza	10	9886
2014	50035	Artieda	1	1953
2014	50036	Asín	1	2312
2014	50037	Atea	1	1467
2014	50038	Ateca	8	27811
2014	50039	Azuara	4	4124
2014	50040	Badules	1	1336
2014	50041	Bagüés	1	83
2014	50042	Balconchán	1	233
2014	50043	Bárboles	2	1856
2014	50044	Bardallur	2	2566
2014	50045	Belchite	10	24086
2014	50046	Belmonte de Gracián	1	999
2014	50047	Berdejo	1	1018
2014	50048	Berrueco	1	1016
2014	50050	Bijuesca	1	844
2014	50051	Biota	6	13191
2014	50052	Bisimbre	1	1405
2014	50053	Boquiñeni	4	8606
2014	50054	Bordalba	1	1233
2014	50055	Borja	22	71484
2014	50056	Botorrita	5	5077
2014	50057	Brea de Aragón	10	13131
2014	50058	Bubierca	1	1869
2014	50059	Bujaraloz	7	12781
2014	50060	Bulbuente	6	6622
2014	50061	Bureta	2	2330
2014	50062	Burgo de Ebro (El)	15	24770
2014	50063	Buste (El)	1	2933
2014	50064	Cabañas de Ebro	4	9976
2014	50065	Cabolafuente	1	1086
2014	50066	Cadrete	23	14347
2014	50067	Calatayud	85	212991
2014	50068	Calatorao	8	16852
2014	50069	Calcena	2	1805
2014	50070	Calmarza	1	456
2014	50071	Campillo de Aragón	1	5377
2014	50072	Carenas	2	1784
2014	50073	Cariñena	24	45271
2014	50074	Caspe	52	99326
2014	50075	Castejón de Alarba	1	548
2014	50076	Castejón de las Armas	1	2183
2014	50077	Castejón de Valdejasa	2	1709
2014	50078	Castiliscar	2	2762
2014	50079	Cervera de la Cañada	2	4752
2014	50080	Cerveruela	1	1332
2014	50081	Cetina	3	6742
2014	50082	Cimballa	1	1254
2014	50083	Cinco Olivas	2	1555
2014	50084	Clarés de Ribota	1	1276
2014	50085	Codo	1	1033
2014	50086	Codos	1	3748
2014	50087	Contamina	1	1393
2014	50088	Cosuenda	4	2611
2014	50089	Cuarte de Huerva	26	58326
2014	50090	Cubel	2	1870
2014	50091	Cuerlas (Las)	1	441
2014	50092	Chiprana	3	4082
2014	50093	Chodes	1	1610
2014	50094	Daroca	13	33217
2014	50095	Ejea de los Caballeros	78	197356
2014	50096	Embid de Ariza	1	243
2014	50098	Encinacorba	2	2612
2014	50099	Épila	13	18708
2014	50100	Erla	5	6850
2014	50101	Escatrón	13	15741
2014	50102	Fabara	6	11653
2014	50104	Farlete	3	4609
2014	50105	Fayón	3	9850
2014	50106	Fayos (Los)	2	4288
2014	50107	Figueruelas	7	14321
2014	50108	Fombuena	1	718
2014	50109	Frago (El)	1	2145
2014	50110	Frasno (El)	5	2257
2014	50111	Fréscano	2	3046
2014	50113	Fuendejalón	7	11735
2014	50114	Fuendetodos	4	4295
2014	50115	Fuentes de Ebro	22	45420
2014	50116	Fuentes de Jiloca	1	1833
2014	50117	Gallocanta	2	1912
2014	50118	Gallur	19	30452
2014	50119	Gelsa	5	13765
2014	50120	Godojos	1	843
2014	50121	Gotor	1	1347
2014	50122	Grisel	1	547
2014	50123	Grisén	3	6926
2014	50124	Herrera de los Navarros	4	6835
2014	50125	Ibdes	3	5969
2014	50126	Illueca	13	23299
2014	50128	Isuerre	2	167
2014	50129	Jaraba	8	14587
2014	50130	Jarque de Moncayo	3	3834
2014	50131	Jaulín	2	4430
2014	50132	Joyosa (La)	6	15097
2014	50133	Lagata	1	726
2014	50134	Langa del Castillo	2	2574
2014	50135	Layana	1	2141
2014	50136	Lécera	4	5532
2014	50137	Leciñena	7	13950
2014	50138	Lechón	1	544
2014	50139	Letux	1	1564
2014	50140	Litago	2	4143
2014	50141	Lituénigo	2	3035
2014	50142	Lobera de Onsella	1	1763
2014	50143	Longares	7	10841
2014	50144	Longás	1	1912
2014	50146	Lucena de Jalón	1	2331
2014	50147	Luceni	6	14889
2014	50148	Luesia	3	8261
2014	50149	Luesma	2	1229
2014	50150	Lumpiaque	4	8379
2014	50151	Luna	6	10687
2014	50152	Maella	9	18852
2014	50153	Magallón	9	14059
2014	50154	Mainar	1	2018
2014	50155	Malanquilla	3	3331
2014	50156	Maleján	4	8824
2014	50157	Malón	4	5514
2014	50159	Maluenda	3	9335
2014	50160	Mallén	12	15695
2014	50161	Manchones	1	1167
2014	50162	Mara	2	2889
2014	50163	María de Huerva	19	30046
2014	50164	Mediana de Aragón	3	4043
2014	50165	Mequinenza	18	40017
2014	50166	Mesones de Isuela	2	2464
2014	50167	Mezalocha	3	1755
2014	50168	Mianos	1	1824
2014	50169	Miedes de Aragón	3	7598
2014	50170	Monegrillo	4	8450
2014	50171	Moneva	2	884
2014	50172	Monreal de Ariza	2	3493
2014	50173	Monterde	1	2174
2014	50174	Montón	1	1239
2014	50175	Morata de Jalón	7	14537
2014	50176	Morata de Jiloca	1	3164
2014	50177	Morés	1	1523
2014	50178	Moros	3	3901
2014	50179	Moyuela	1	998
2014	50180	Mozota	2	2466
2014	50181	Muel	6	15110
2014	50182	Muela (La)	19	30753
2014	50183	Munébrega	3	4767
2014	50184	Murero	1	4979
2014	50185	Murillo de Gállego	5	8942
2014	50186	Navardún	2	2222
2014	50187	Nigüella	1	729
2014	50188	Nombrevilla	1	684
2014	50189	Nonaspe	3	6635
2014	50190	Novallas	3	16475
2014	50191	Novillas	5	9709
2014	50192	Nuévalos	6	11463
2014	50193	Nuez de Ebro	12	9706
2014	50194	Olvés	1	1747
2014	50195	Orcajo	1	1203
2014	50196	Orera	1	1043
2014	50197	Orés	1	2357
2014	50198	Oseja	1	764
2014	50199	Osera de Ebro	5	6654
2014	50200	Paniza	2	10102
2014	50201	Paracuellos de Jiloca	2	3128
2014	50202	Paracuellos de la Ribera	1	3081
2014	50203	Pastriz	12	12794
2014	50204	Pedrola	8	30402
2014	50205	Pedrosas (Las)	2	2001
2014	50206	Perdiguera	3	7078
2014	50207	Piedratajada	2	1759
2014	50208	Pina de Ebro	14	23455
2014	50209	Pinseque	15	22872
2014	50210	Pintanos (Los)	2	710
2014	50211	Plasencia de Jalón	1	1338
2014	50212	Pleitas	1	751
2014	50213	Plenas	2	1894
2014	50214	Pomer	1	1424
2014	50215	Pozuel de Ariza	1	1067
2014	50216	Pozuelo de Aragón	3	2249
2014	50217	Pradilla de Ebro	2	3437
2014	50218	Puebla de Albortón	2	249
2014	50219	Puebla de Alfindén (La)	27	37114
2014	50220	Puendeluna	2	1705
2014	50221	Purujosa	1	1015
2014	50222	Quinto	11	17986
2014	50223	Remolinos	5	23158
2014	50224	Retascón	1	2329
2014	50225	Ricla	8	11127
2014	50227	Romanos	3	1927
2014	50228	Rueda de Jalón	1	2993
2014	50229	Ruesca	1	878
2014	50230	Sádaba	10	18886
2014	50231	Salillas de Jalón	1	4544
2014	50232	Salvatierra de Esca	2	8375
2014	50233	Samper del Salz	1	506
2014	50234	San Martín de la Virgen de Moncayo	2	9538
2014	50235	San Mateo de Gállego	11	37923
2014	50236	Santa Cruz de Grío	1	1245
2014	50237	Santa Cruz de Moncayo	2	5094
2014	50238	Santa Eulalia de Gállego	1	2730
2014	50239	Santed	1	2497
2014	50240	Sástago	8	12429
2014	50241	Saviñán	5	5032
2014	50242	Sediles	1	1282
2014	50243	Sestrica	2	1318
2014	50244	Sierra de Luna	2	2163
2014	50245	Sigüés	4	4036
2014	50246	Sisamón	1	440
2014	50247	Sobradiel	6	14142
2014	50248	Sos del Rey Católico	5	9142
2014	50249	Tabuenca	2	6190
2014	50250	Talamantes	1	454
2014	50251	Tarazona	52	168016
2014	50252	Tauste	33	54014
2014	50253	Terrer	4	8826
2014	50254	Tierga	1	541
2014	50255	Tobed	1	1875
2014	50256	Torralba de los Frailes	1	1797
2014	50257	Torralba de Ribota	2	3586
2014	50258	Torralbilla	1	1001
2014	50259	Torrehermosa	1	681
2014	50260	Torrelapaja	1	869
2014	50261	Torrellas	2	6072
2014	50262	Torres de Berrellén	5	21663
2014	50263	Torrijo de la Cañada	3	3417
2014	50264	Tosos	3	2807
2014	50265	Trasmoz	2	2589
2014	50266	Trasobares	2	2379
2014	50267	Uncastillo	5	15901
2014	50268	Undués de Lerda	2	796
2014	50269	Urrea de Jalón	1	2994
2014	50270	Urriés	2	2287
2014	50271	Used	3	4861
2014	50272	Utebo	58	135763
2014	50273	Valdehorna	1	773
2014	50274	Val de San Martín	1	1575
2014	50275	Valmadrid	2	956
2014	50276	Valpalmas	1	3154
2014	50277	Valtorres	1	1944
2014	50278	Velilla de Ebro	2	1447
2014	50279	Velilla de Jiloca	1	2725
2014	50280	Vera de Moncayo	2	7267
2014	50281	Vierlas	2	4662
2014	50282	Vilueña (La)	1	2220
2014	50283	Villadoz	2	2197
2014	50284	Villafeliche	1	2591
2014	50285	Villafranca de Ebro	6	8507
2014	50286	Villalba de Perejil	1	865
2014	50287	Villalengua	2	5314
2014	50288	Villanueva de Gállego	15	39938
2014	50289	Villanueva de Jiloca	1	981
2014	50290	Villanueva de Huerva	9	7486
2014	50291	Villar de los Navarros	2	1914
2014	50292	Villarreal de Huerva	1	4018
2014	50293	Villarroya de la Sierra	3	8315
2014	50294	Villarroya del Campo	1	1527
2014	50295	Vistabella	1	1903
2014	50296	Zaida (La)	5	7516
2014	50297	Zaragoza	1721	7586098
2014	50298	Zuera	60	88371
2014	50901	Biel	1	2846
2014	50902	Marracos	1	1419
2014	50903	Villamayor de Gállego	13	22284
2013	22001	Abiego	1	4293
2013	22002	Abizanda	6	
2013	22003	Adahuesca	2	4908
2013	22004	Agüero	3	5186
2013	22006	Aísa	21	5964
2013	22007	Albalate de Cinca	5	35049
2013	22008	Albalatillo	2	7630
2013	22009	Albelda	8	17788
2013	22011	Albero Alto	1	1728
2013	22012	Albero Bajo	1	2199
2013	22013	Alberuela de Tubo	3	7477
2013	22014	Alcalá de Gurrea	4	9173
2013	22015	Alcalá del Obispo	5	7878
2013	22016	Alcampell	5	17628
2013	22017	Alcolea de Cinca	5	24165
2013	22018	Alcubierre	2	9025
2013	22019	Alerre	3	7084
2013	22020	Alfántega	1	1749
2013	22021	Almudévar	17	40614
2013	22022	Almunia de San Juan	4	15678
2013	22023	Almuniente	3	5173
2013	22024	Alquézar	6	20068
2013	22025	Altorricón	11	33097
2013	22027	Angüés	5	6974
2013	22028	Ansó	6	29823
2013	22029	Antillón	1	1096
2013	22032	Aragüés del Puerto	1	2693
2013	22035	Arén	6	16001
2013	22036	Argavieso	1	2077
2013	22037	Arguis	3	4301
2013	22039	Ayerbe	14	39004
2013	22040	Azanuy-Alins	2	3828
2013	22041	Azara	1	2501
2013	22042	Azlor	1	2191
2013	22043	Baells	3	2990
2013	22044	Bailo	2	7909
2013	22045	Baldellou	1	2019
2013	22046	Ballobar	6	29369
2013	22047	Banastás	3	11862
2013	22048	Barbastro	85	315740
2013	22049	Barbués	1	1542
2013	22050	Barbuñales	1	2628
2013	22051	Bárcabo	3	
2013	22052	Belver de Cinca	6	31850
2013	22053	Benabarre	15	40049
2013	22054	Benasque	20	141434
2013	22055	Berbegal	3	6189
2013	22057	Bielsa	10	
2013	22058	Bierge	11	26162
2013	22059	Biescas	43	
2013	22060	Binaced	6	35501
2013	22061	Binéfar	58	200916
2013	22062	Bisaurri	3	7171
2013	22063	Biscarrués	2	5450
2013	22064	Blecua y Torres	2	3278
2013	22066	Boltaña	11	
2013	22067	Bonansa	1	4323
2013	22068	Borau	2	2971
2013	22069	Broto	7	
2013	22072	Caldearenas	7	
2013	22074	Campo	4	17703
2013	22075	Camporrells	3	4162
2013	22076	Canal de Berdún	4	21599
2013	22077	Candasnos	5	14877
2013	22078	Canfranc	9	53765
2013	22079	Capdesaso	1	2486
2013	22080	Capella	3	10721
2013	22081	Casbas de Huesca	9	10561
2013	22082	Castejón del Puente	5	13466
2013	22083	Castejón de Monegros	3	10882
2013	22084	Castejón de Sos	7	28483
2013	22085	Castelflorite	1	4179
2013	22086	Castiello de Jaca	8	22128
2013	22087	Castigaleu	2	1375
2013	22088	Castillazuelo	1	3085
2013	22089	Castillonroy	3	11678
2013	22090	Colungo	1	2909
2013	22094	Chalamera	3	2523
2013	22095	Chía	2	6271
2013	22096	Chimillas	3	9778
2013	22099	Esplús	6	17642
2013	22102	Estada	2	4329
2013	22103	Estadilla	5	23547
2013	22105	Estopiñán del Castillo	2	5730
2013	22106	Fago	1	3204
2013	22107	Fanlo	3	
2013	22109	Fiscal	5	
2013	22110	Fonz	6	22435
2013	22111	Foradada del Toscar	1	3024
2013	22112	Fraga	44	219216
2013	22113	Fueva (La)	5	
2013	22114	Gistaín	1	
2013	22115	Grado (El)	8	25358
2013	22116	Grañén	15	27596
2013	22117	Graus	43	103746
2013	22119	Gurrea de Gállego	17	51244
2013	22122	Hoz de Jaca	2	
2013	22124	Huerto	1	4905
2013	22125	Huesca	294	845800
2013	22126	Ibieca	1	2285
2013	22127	Igriés	4	14320
2013	22128	Ilche	3	3841
2013	22129	Isábena	8	20094
2013	22130	Jaca	79	298060
2013	22131	Jasa	2	5919
2013	22133	Labuerda	5	
2013	22135	Laluenga	1	3519
2013	22136	Lalueza	8	24618
2013	22137	Lanaja	8	27829
2013	22139	Laperdiguera	1	876
2013	22141	Lascellas-Ponzano	5	7388
2013	22142	Lascuarre	1	4971
2013	22143	Laspaúles	3	8522
2013	22144	Laspuña	4	
2013	22149	Loarre	7	14048
2013	22150	Loporzano	12	15161
2013	22151	Loscorrales	1	1266
2013	22155	Monesma y Cajigar	2	1246
2013	22156	Monflorite-Lascasas	8	9738
2013	22157	Montanuy	2	7034
2013	22158	Monzón	68	419230
2013	22160	Naval	3	7499
2013	22162	Novales	2	2200
2013	22163	Nueno	9	22695
2013	22164	Olvena	1	1756
2013	22165	Ontiñena	3	13626
2013	22167	Osso de Cinca	4	17537
2013	22168	Palo	1	
2013	22170	Panticosa	33	
2013	22172	Peñalba	3	18127
2013	22173	Peñas de Riglos (Las)	10	15746
2013	22174	Peralta de Alcofea	4	10239
2013	22175	Peralta de Calasanz	4	4528
2013	22176	Peraltilla	3	2680
2013	22177	Perarrúa	2	2203
2013	22178	Pertusa	1	3433
2013	22181	Piracés	1	2736
2013	22182	Plan	5	
2013	22184	Poleñino	2	6013
2013	22186	Pozán de Vero	1	3495
2013	22187	Puebla de Castro (La)	7	24236
2013	22188	Puente de Montañana	4	11063
2013	22189	Puértolas	6	
2013	22190	Pueyo de Araguás (El)	3	
2013	22193	Pueyo de Santa Cruz	3	8561
2013	22195	Quicena	3	5865
2013	22197	Robres	6	13543
2013	22199	Sabiñánigo	86	410440
2013	22200	Sahún	3	12907
2013	22201	Salas Altas	2	4906
2013	22202	Salas Bajas	1	4833
2013	22203	Salillas	1	1899
2013	22204	Sallent de Gállego	53	
2013	22205	San Esteban de Litera	3	7102
2013	22206	Sangarrén	1	4211
2013	22207	San Juan de Plan	2	
2013	22208	Santa Cilia	5	8713
2013	22209	Santa Cruz de la Serós	3	10890
2013	22212	Santaliestra y San Quílez	1	1033
2013	22213	Sariñena	13	85632
2013	22214	Secastilla	4	7112
2013	22215	Seira	3	7234
2013	22217	Sena	3	13419
2013	22218	Senés de Alcubierre	1	1967
2013	22220	Sesa	1	2468
2013	22221	Sesué	3	9527
2013	22222	Siétamo	5	11732
2013	22223	Sopeira	2	2185
2013	22225	Tamarite de Litera	24	72240
2013	22226	Tardienta	5	17963
2013	22227	Tella-Sin	3	
2013	22228	Tierz	3	7477
2013	22229	Tolva	4	9644
2013	22230	Torla-Ordesa	10	
2013	22232	Torralba de Aragón	2	3893
2013	22233	Torre la Ribera	4	3436
2013	22234	Torrente de Cinca	7	28441
2013	22235	Torres de Alcanadre	1	5197
2013	22236	Torres de Barbués	6	4238
2013	22239	Tramaced	1	3020
2013	22242	Valfarta	1	1644
2013	22243	Valle de Bardají	2	0
2013	22244	Valle de Lierp	2	2116
2013	22245	Velilla de Cinca	3	10473
2013	22246	Beranuy	3	8746
2013	22247	Viacamp y Litera	1	1783
2013	22248	Vicién	1	1822
2013	22249	Villanova	4	8138
2013	22250	Villanúa	16	45197
2013	22251	Villanueva de Sigena	3	9658
2013	22252	Yebra de Basa	4	
2013	22253	Yésero	2	
2013	22254	Zaidín	6	30344
2013	22901	Valle de Hecho	12	44061
2013	22902	Puente la Reina de Jaca	3	10759
2013	22903	San Miguel del Cinca	7	20126
2013	22904	Sotonera (La)	14	37392
2013	22905	Lupiñén-Ortilla	4	8863
2013	22906	Santa María de Dulcis	2	4540
2013	22907	Aínsa-Sobrarbe	15	254850
2013	22908	Hoz y Costeán	2	3739
2013	22909	Vencillón	5	6108
2013	44001	Ababuj	1	1713
2013	44002	Abejuela	1	1952
2013	44003	Aguatón	1	313
2013	44004	Aguaviva	5	11862
2013	44005	Aguilar del Alfambra	1	1201
2013	44006	Alacón	3	4792
2013	44007	Alba	1	1416
2013	44008	Albalate del Arzobispo	7	21507
2013	44009	Albarracín	5	31959
2013	44010	Albentosa	9	10117
2013	44011	Alcaine	2	4143
2013	44012	Alcalá de la Selva	10	16502
2013	44013	Alcañiz	66	275282
2013	44014	Alcorisa	11	57108
2013	44016	Alfambra	3	8777
2013	44017	Aliaga	4	11871
2013	44018	Almohaja	1	0
2013	44019	Alobras	1	1526
2013	44020	Alpeñés	1	1244
2013	44021	Allepuz	4	2190
2013	44022	Alloza	3	11098
2013	44023	Allueva	1	1478
2013	44024	Anadón	1	1768
2013	44025	Andorra	31	126410
2013	44026	Arcos de las Salinas	2	3930
2013	44027	Arens de Lledó	2	4473
2013	44028	Argente	2	3613
2013	44029	Ariño	6	7517
2013	44031	Azaila	2	3541
2013	44032	Bádenas	2	208
2013	44033	Báguena	2	5273
2013	44034	Bañón	2	4669
2013	44035	Barrachina	3	4015
2013	44036	Bea	2	1061
2013	44037	Beceite	5	15058
2013	44038	Belmonte de San José	2	4167
2013	44039	Bello	2	5742
2013	44040	Berge	2	7382
2013	44041	Bezas	1	2316
2013	44042	Blancas	2	1864
2013	44043	Blesa	2	4338
2013	44044	Bordón	3	4893
2013	44045	Bronchales	6	10493
2013	44046	Bueña	2	2385
2013	44047	Burbáguena	2	5850
2013	44048	Cabra de Mora	1	1000
2013	44049	Calaceite	6	29465
2013	44050	Calamocha	37	96375
2013	44051	Calanda	13	50809
2013	44052	Calomarde	1	1121
2013	44053	Camañas	1	2747
2013	44054	Camarena de la Sierra	5	6434
2013	44055	Camarillas	1	3403
2013	44056	Caminreal	2	12445
2013	44059	Cantavieja	8	32834
2013	44060	Cañada de Benatanduz	2	1769
2013	44061	Cañada de Verich (La)	3	5431
2013	44062	Cañada Vellida	1	599
2013	44063	Cañizar del Olivar	1	2885
2013	44064	Cascante del Río	1	2020
2013	44065	Castejón de Tornos	1	1913
2013	44066	Castel de Cabra	2	1892
2013	44067	Castelnou	1	3568
2013	44068	Castelserás	6	22022
2013	44070	Castellar (El)	1	1815
2013	44071	Castellote	7	20525
2013	44074	Cedrillas	5	10558
2013	44075	Celadas	2	4084
2013	44076	Cella	8	44224
2013	44077	Cerollera (La)	2	3893
2013	44080	Codoñera (La)	3	8039
2013	44082	Corbalán	1	2045
2013	44084	Cortes de Aragón	2	2432
2013	44085	Cosa	2	1388
