Municipio código	Municipio nombre	Explotaciones	Formación jefe explotación
50241	Saviñán	6	Otra formación agraria o cursos agrarios
50242	Sediles	26	Experiencia agraria exclusivamente
50242	Sediles	1	Otra formación agraria o cursos agrarios
50243	Sestrica	1	Estudios profesionales agrarios
50243	Sestrica	109	Experiencia agraria exclusivamente
50243	Sestrica	14	Otra formación agraria o cursos agrarios
50244	Sierra de Luna	6	Estudios profesionales agrarios
50244	Sierra de Luna	2	Estudios universitarios agrarios
50244	Sierra de Luna	40	Experiencia agraria exclusivamente
50244	Sierra de Luna	8	Otra formación agraria o cursos agrarios
50245	Sigüés	1	Estudios profesionales agrarios
50245	Sigüés	2	Estudios universitarios agrarios
50245	Sigüés	15	Experiencia agraria exclusivamente
50245	Sigüés	2	Otra formación agraria o cursos agrarios
50246	Sisamón	7	Experiencia agraria exclusivamente
50246	Sisamón	4	Otra formación agraria o cursos agrarios
50247	Sobradiel	24	Experiencia agraria exclusivamente
50247	Sobradiel	2	Otra formación agraria o cursos agrarios
50248	Sos del Rey Católico	16	Estudios profesionales agrarios
50248	Sos del Rey Católico	11	Estudios universitarios agrarios
50248	Sos del Rey Católico	128	Experiencia agraria exclusivamente
50248	Sos del Rey Católico	20	Otra formación agraria o cursos agrarios
50249	Tabuenca	4	Estudios profesionales agrarios
50249	Tabuenca	144	Experiencia agraria exclusivamente
50249	Tabuenca	6	Otra formación agraria o cursos agrarios
50250	Talamantes	10	Experiencia agraria exclusivamente
50250	Talamantes	1	Otra formación agraria o cursos agrarios
50251	Tarazona	9	Estudios profesionales agrarios
50251	Tarazona	1	Estudios universitarios agrarios
50251	Tarazona	289	Experiencia agraria exclusivamente
50251	Tarazona	23	Otra formación agraria o cursos agrarios
50252	Tauste	78	Estudios profesionales agrarios
50252	Tauste	21	Estudios universitarios agrarios
50252	Tauste	571	Experiencia agraria exclusivamente
50252	Tauste	188	Otra formación agraria o cursos agrarios
50253	Terrer	3	Estudios profesionales agrarios
50253	Terrer	47	Experiencia agraria exclusivamente
50253	Terrer	15	Otra formación agraria o cursos agrarios
50254	Tierga	4	Estudios profesionales agrarios
50254	Tierga	52	Experiencia agraria exclusivamente
50254	Tierga	6	Otra formación agraria o cursos agrarios
50255	Tobed	35	Experiencia agraria exclusivamente
50255	Tobed	12	Otra formación agraria o cursos agrarios
50256	Torralba de los Frailes	4	Estudios profesionales agrarios
50256	Torralba de los Frailes	41	Experiencia agraria exclusivamente
50256	Torralba de los Frailes	8	Otra formación agraria o cursos agrarios
50257	Torralba de Ribota	3	Estudios profesionales agrarios
50257	Torralba de Ribota	1	Estudios universitarios agrarios
50257	Torralba de Ribota	53	Experiencia agraria exclusivamente
50257	Torralba de Ribota	5	Otra formación agraria o cursos agrarios
50258	Torralbilla	9	Experiencia agraria exclusivamente
50258	Torralbilla	1	Otra formación agraria o cursos agrarios
50259	Torrehermosa	1	Estudios profesionales agrarios
50259	Torrehermosa	13	Experiencia agraria exclusivamente
50259	Torrehermosa	4	Otra formación agraria o cursos agrarios
50260	Torrelapaja	6	Experiencia agraria exclusivamente
50260	Torrelapaja	2	Otra formación agraria o cursos agrarios
50261	Torrellas	17	Experiencia agraria exclusivamente
50261	Torrellas	2	Otra formación agraria o cursos agrarios
50262	Torres de Berrellén	7	Estudios profesionales agrarios
50262	Torres de Berrellén	2	Estudios universitarios agrarios
50262	Torres de Berrellén	56	Experiencia agraria exclusivamente
50262	Torres de Berrellén	4	Otra formación agraria o cursos agrarios
50263	Torrijo de la Cañada	2	Estudios universitarios agrarios
50263	Torrijo de la Cañada	39	Experiencia agraria exclusivamente
50263	Torrijo de la Cañada	5	Otra formación agraria o cursos agrarios
50264	Tosos	4	Estudios profesionales agrarios
50264	Tosos	2	Estudios universitarios agrarios
50264	Tosos	83	Experiencia agraria exclusivamente
50264	Tosos	4	Otra formación agraria o cursos agrarios
50265	Trasmoz	19	Experiencia agraria exclusivamente
50265	Trasmoz	2	Otra formación agraria o cursos agrarios
50266	Trasobares	1	Estudios profesionales agrarios
50266	Trasobares	39	Experiencia agraria exclusivamente
50266	Trasobares	4	Otra formación agraria o cursos agrarios
50267	Uncastillo	14	Estudios profesionales agrarios
50267	Uncastillo	1	Estudios universitarios agrarios
50267	Uncastillo	61	Experiencia agraria exclusivamente
50267	Uncastillo	24	Otra formación agraria o cursos agrarios
50268	Undués de Lerda	1	Estudios universitarios agrarios
50268	Undués de Lerda	10	Experiencia agraria exclusivamente
50268	Undués de Lerda	1	Otra formación agraria o cursos agrarios
50269	Urrea de Jalón	2	Estudios profesionales agrarios
50269	Urrea de Jalón	45	Experiencia agraria exclusivamente
50269	Urrea de Jalón	7	Otra formación agraria o cursos agrarios
50270	Urriés	1	Estudios profesionales agrarios
50270	Urriés	16	Experiencia agraria exclusivamente
50270	Urriés	1	Otra formación agraria o cursos agrarios
50271	Used	15	Estudios profesionales agrarios
50271	Used	79	Experiencia agraria exclusivamente
50271	Used	7	Otra formación agraria o cursos agrarios
50272	Utebo	4	Estudios profesionales agrarios
50272	Utebo	1	Estudios universitarios agrarios
50272	Utebo	48	Experiencia agraria exclusivamente
50272	Utebo	8	Otra formación agraria o cursos agrarios
50273	Valdehorna	16	Experiencia agraria exclusivamente
50273	Valdehorna	1	Otra formación agraria o cursos agrarios
50274	Val de San Martín	20	Experiencia agraria exclusivamente
50274	Val de San Martín	1	Otra formación agraria o cursos agrarios
50275	Valmadrid	1	Estudios profesionales agrarios
50275	Valmadrid	16	Experiencia agraria exclusivamente
50276	Valpalmas	1	Estudios profesionales agrarios
50276	Valpalmas	29	Experiencia agraria exclusivamente
50277	Valtorres	14	Experiencia agraria exclusivamente
50277	Valtorres	1	Otra formación agraria o cursos agrarios
50278	Velilla de Ebro	2	Estudios profesionales agrarios
50278	Velilla de Ebro	23	Experiencia agraria exclusivamente
50278	Velilla de Ebro	8	Otra formación agraria o cursos agrarios
50279	Velilla de Jiloca	1	Estudios profesionales agrarios
50279	Velilla de Jiloca	19	Experiencia agraria exclusivamente
50279	Velilla de Jiloca	6	Otra formación agraria o cursos agrarios
50280	Vera de Moncayo	6	Estudios profesionales agrarios
50280	Vera de Moncayo	2	Estudios universitarios agrarios
50280	Vera de Moncayo	56	Experiencia agraria exclusivamente
50280	Vera de Moncayo	8	Otra formación agraria o cursos agrarios
50281	Vierlas	18	Experiencia agraria exclusivamente
50281	Vierlas	4	Otra formación agraria o cursos agrarios
50282	Vilueña (La)	1	Estudios profesionales agrarios
50282	Vilueña (La)	1	Estudios universitarios agrarios
50282	Vilueña (La)	33	Experiencia agraria exclusivamente
50282	Vilueña (La)	2	Otra formación agraria o cursos agrarios
50283	Villadoz	1	Estudios profesionales agrarios
50283	Villadoz	21	Experiencia agraria exclusivamente
50283	Villadoz	2	Otra formación agraria o cursos agrarios
50284	Villafeliche	2	Estudios profesionales agrarios
50284	Villafeliche	17	Experiencia agraria exclusivamente
50284	Villafeliche	4	Otra formación agraria o cursos agrarios
50285	Villafranca de Ebro	14	Estudios profesionales agrarios
50285	Villafranca de Ebro	1	Estudios universitarios agrarios
50285	Villafranca de Ebro	42	Experiencia agraria exclusivamente
50285	Villafranca de Ebro	3	Otra formación agraria o cursos agrarios
50286	Villalba de Perejil	14	Experiencia agraria exclusivamente
50286	Villalba de Perejil	11	Otra formación agraria o cursos agrarios
50287	Villalengua	1	Estudios profesionales agrarios
50287	Villalengua	51	Experiencia agraria exclusivamente
50287	Villalengua	15	Otra formación agraria o cursos agrarios
50288	Villanueva de Gállego	9	Estudios profesionales agrarios
50288	Villanueva de Gállego	1	Estudios universitarios agrarios
50288	Villanueva de Gállego	74	Experiencia agraria exclusivamente
50288	Villanueva de Gállego	13	Otra formación agraria o cursos agrarios
50289	Villanueva de Jiloca	13	Experiencia agraria exclusivamente
50289	Villanueva de Jiloca	2	Otra formación agraria o cursos agrarios
50290	Villanueva de Huerva	4	Estudios profesionales agrarios
50290	Villanueva de Huerva	74	Experiencia agraria exclusivamente
50290	Villanueva de Huerva	14	Otra formación agraria o cursos agrarios
50291	Villar de los Navarros	3	Estudios profesionales agrarios
50291	Villar de los Navarros	2	Estudios universitarios agrarios
50291	Villar de los Navarros	37	Experiencia agraria exclusivamente
50291	Villar de los Navarros	4	Otra formación agraria o cursos agrarios
50292	Villarreal de Huerva	14	Experiencia agraria exclusivamente
50292	Villarreal de Huerva	4	Otra formación agraria o cursos agrarios
50293	Villarroya de la Sierra	1	Estudios profesionales agrarios
50293	Villarroya de la Sierra	1	Estudios universitarios agrarios
50293	Villarroya de la Sierra	120	Experiencia agraria exclusivamente
50293	Villarroya de la Sierra	11	Otra formación agraria o cursos agrarios
50294	Villarroya del Campo	2	Estudios profesionales agrarios
50294	Villarroya del Campo	18	Experiencia agraria exclusivamente
50294	Villarroya del Campo	1	Otra formación agraria o cursos agrarios
50295	Vistabella	6	Experiencia agraria exclusivamente
50296	Zaida (La)	1	Estudios profesionales agrarios
50296	Zaida (La)	32	Experiencia agraria exclusivamente
50296	Zaida (La)	1	Otra formación agraria o cursos agrarios
50297	Zaragoza	38	Estudios profesionales agrarios
50297	Zaragoza	24	Estudios universitarios agrarios
50297	Zaragoza	793	Experiencia agraria exclusivamente
50297	Zaragoza	66	Otra formación agraria o cursos agrarios
50298	Zuera	38	Estudios profesionales agrarios
50298	Zuera	9	Estudios universitarios agrarios
50298	Zuera	277	Experiencia agraria exclusivamente
50298	Zuera	42	Otra formación agraria o cursos agrarios
50901	Biel	2	Estudios profesionales agrarios
50901	Biel	1	Estudios universitarios agrarios
50901	Biel	24	Experiencia agraria exclusivamente
50901	Biel	1	Otra formación agraria o cursos agrarios
50902	Marracos	5	Estudios profesionales agrarios
50902	Marracos	1	Estudios universitarios agrarios
50902	Marracos	9	Experiencia agraria exclusivamente
50902	Marracos	2	Otra formación agraria o cursos agrarios
50903	Villamayor de Gállego	3	Estudios profesionales agrarios
50903	Villamayor de Gállego	1	Estudios universitarios agrarios
50903	Villamayor de Gállego	144	Experiencia agraria exclusivamente
50903	Villamayor de Gállego	19	Otra formación agraria o cursos agrarios
