Municipio código	Municipio nombre	Subespecie ganadería descripción	Especie ganadería descripción	Subespecie ganadería código	Especie ganadería código	Número de cabezas
44199	Rubiales	Ovejas madres y corderas para reposición	Ovinos	21	2	462
44200	Rubielos de la Cérida	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	6
44200	Rubielos de la Cérida	Ovejas madres y corderas para reposición	Ovinos	21	2	619
44201	Rubielos de Mora	Bovinos de entre uno y dos años	Bovinos	13	1	26
44201	Rubielos de Mora	Bovinos de menos de un año	Bovinos	14	1	69
44201	Rubielos de Mora	Cabras madres y chivas de reposición	Caprinos	31	3	109
44201	Rubielos de Mora	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	35
44201	Rubielos de Mora	Conejas madres	Conejas madres	71	7	4
44201	Rubielos de Mora	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
44201	Rubielos de Mora	Gallinas ponedoras	Aves	61	6	16
44201	Rubielos de Mora	Lechones de menos de 20 kg	Porcinos	52	5	60
44201	Rubielos de Mora	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	6
44201	Rubielos de Mora	Otros bovinos de dos años o más	Bovinos	12	1	48
44201	Rubielos de Mora	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	17
44201	Rubielos de Mora	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	38
44201	Rubielos de Mora	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1802
44201	Rubielos de Mora	Ovejas madres y corderas para reposición	Ovinos	21	2	869
44201	Rubielos de Mora	Pollos de carne	Aves	62	6	15
44201	Rubielos de Mora	Vacas	Bovinos	11	1	267
44203	Salcedillo	Cabras madres y chivas de reposición	Caprinos	31	3	5
44203	Salcedillo	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44203	Salcedillo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	10
44203	Salcedillo	Ovejas madres y corderas para reposición	Ovinos	21	2	630
44205	Samper de Calanda	Bovinos de entre uno y dos años	Bovinos	13	1	90
44205	Samper de Calanda	Bovinos de menos de un año	Bovinos	14	1	430
44205	Samper de Calanda	Cabras madres y chivas de reposición	Caprinos	31	3	81
44205	Samper de Calanda	Conejas madres	Conejas madres	71	7	4
44205	Samper de Calanda	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
44205	Samper de Calanda	Gallinas ponedoras	Aves	61	6	42716
44205	Samper de Calanda	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	8
44205	Samper de Calanda	Otros bovinos de dos años o más	Bovinos	12	1	1
44205	Samper de Calanda	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
44205	Samper de Calanda	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	764
44205	Samper de Calanda	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	13060
44205	Samper de Calanda	Ovejas madres y corderas para reposición	Ovinos	21	2	7048
44205	Samper de Calanda	Vacas	Bovinos	11	1	1
44206	San Agustín	Cabras madres y chivas de reposición	Caprinos	31	3	49
44206	San Agustín	Colmenas	Colmenas	81	8	85
44206	San Agustín	Conejas madres	Conejas madres	71	7	43
44206	San Agustín	Gallinas ponedoras	Aves	61	6	40
44206	San Agustín	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	4
44206	San Agustín	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44206	San Agustín	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	25
44206	San Agustín	Ovejas madres y corderas para reposición	Ovinos	21	2	1332
44207	San Martín del Río	Gallinas ponedoras	Aves	61	6	20
44207	San Martín del Río	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1
44207	San Martín del Río	Ovejas madres y corderas para reposición	Ovinos	21	2	10
44207	San Martín del Río	Pollos de carne	Aves	62	6	20
44209	Santa Eulalia	Bovinos de menos de un año	Bovinos	14	1	37
44209	Santa Eulalia	Cabras madres y chivas de reposición	Caprinos	31	3	9
44209	Santa Eulalia	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	60
44209	Santa Eulalia	Conejas madres	Conejas madres	71	7	602
44209	Santa Eulalia	Equinos (caballos, mulas y asnos)	Equinos	41	4	15
44209	Santa Eulalia	Gallinas ponedoras	Aves	61	6	47
44209	Santa Eulalia	Lechones de menos de 20 kg	Porcinos	52	5	80
44209	Santa Eulalia	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	27320
44209	Santa Eulalia	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
44209	Santa Eulalia	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	65
44209	Santa Eulalia	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4843
44209	Santa Eulalia	Ovejas madres y corderas para reposición	Ovinos	21	2	4417
44209	Santa Eulalia	Pollos de carne	Aves	62	6	72
44210	Sarrión	Bovinos de menos de un año	Bovinos	14	1	60
44210	Sarrión	Cabras madres y chivas de reposición	Caprinos	31	3	32
44210	Sarrión	Colmenas	Colmenas	81	8	60
44210	Sarrión	Equinos (caballos, mulas y asnos)	Equinos	41	4	12
44210	Sarrión	Gallinas ponedoras	Aves	61	6	38
44210	Sarrión	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	6
44210	Sarrión	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
44210	Sarrión	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	703
44210	Sarrión	Ovejas madres y corderas para reposición	Ovinos	21	2	7867
44210	Sarrión	Pollos de carne	Aves	62	6	12
44211	Segura de los Baños	Colmenas	Colmenas	81	8	16
44211	Segura de los Baños	Gallinas ponedoras	Aves	61	6	7
44212	Seno	Conejas madres	Conejas madres	71	7	6
44212	Seno	Gallinas ponedoras	Aves	61	6	16
44212	Seno	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	203
44212	Seno	Ovejas madres y corderas para reposición	Ovinos	21	2	922
44213	Singra	Conejas madres	Conejas madres	71	7	1
44213	Singra	Gallinas ponedoras	Aves	61	6	7
44213	Singra	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	5
44213	Singra	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	400
44213	Singra	Ovejas madres y corderas para reposición	Ovinos	21	2	1519
44213	Singra	Pollos de carne	Aves	62	6	7
44215	Terriente	Cabras madres y chivas de reposición	Caprinos	31	3	87
44215	Terriente	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	325
44215	Terriente	Conejas madres	Conejas madres	71	7	2
44215	Terriente	Gallinas ponedoras	Aves	61	6	77
44215	Terriente	Lechones de menos de 20 kg	Porcinos	52	5	650
44215	Terriente	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	7
44215	Terriente	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	9
44215	Terriente	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	222
44215	Terriente	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2155
44215	Terriente	Ovejas madres y corderas para reposición	Ovinos	21	2	5843
44215	Terriente	Pollos de carne	Aves	62	6	65
44216	Teruel	Bovinos de entre uno y dos años	Bovinos	13	1	67
44216	Teruel	Bovinos de menos de un año	Bovinos	14	1	287
44216	Teruel	Cabras madres y chivas de reposición	Caprinos	31	3	310
44216	Teruel	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	153
44216	Teruel	Colmenas	Colmenas	81	8	19
44216	Teruel	Conejas madres	Conejas madres	71	7	448
44216	Teruel	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
44216	Teruel	Gallinas ponedoras	Aves	61	6	312
44216	Teruel	Lechones de menos de 20 kg	Porcinos	52	5	2254
44216	Teruel	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	99
44216	Teruel	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	21
44216	Teruel	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	3634
44216	Teruel	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	7503
44216	Teruel	Ovejas madres y corderas para reposición	Ovinos	21	2	21823
44216	Teruel	Pollos de carne	Aves	62	6	111
44216	Teruel	Vacas	Bovinos	11	1	70
44217	Toril y Masegoso	Cabras madres y chivas de reposición	Caprinos	31	3	31
44217	Toril y Masegoso	Gallinas ponedoras	Aves	61	6	12
44217	Toril y Masegoso	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
44217	Toril y Masegoso	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	19
44217	Toril y Masegoso	Ovejas madres y corderas para reposición	Ovinos	21	2	1294
44219	Tornos	Bovinos de menos de un año	Bovinos	14	1	181
44219	Tornos	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	45
44219	Tornos	Gallinas ponedoras	Aves	61	6	49
44219	Tornos	Lechones de menos de 20 kg	Porcinos	52	5	120
44219	Tornos	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2
44220	Torralba de los Sisones	Bovinos de menos de un año	Bovinos	14	1	73
44220	Torralba de los Sisones	Cabras madres y chivas de reposición	Caprinos	31	3	13
44220	Torralba de los Sisones	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	108
44220	Torralba de los Sisones	Conejas madres	Conejas madres	71	7	300
44220	Torralba de los Sisones	Lechones de menos de 20 kg	Porcinos	52	5	180
44220	Torralba de los Sisones	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44220	Torralba de los Sisones	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	79
44220	Torralba de los Sisones	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2404
44220	Torralba de los Sisones	Ovejas madres y corderas para reposición	Ovinos	21	2	6216
44221	Torrecilla de Alcañiz	Bovinos de entre uno y dos años	Bovinos	13	1	125
44221	Torrecilla de Alcañiz	Bovinos de menos de un año	Bovinos	14	1	243
44221	Torrecilla de Alcañiz	Cabras madres y chivas de reposición	Caprinos	31	3	33
44221	Torrecilla de Alcañiz	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1000
44221	Torrecilla de Alcañiz	Colmenas	Colmenas	81	8	477
44221	Torrecilla de Alcañiz	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
44221	Torrecilla de Alcañiz	Lechones de menos de 20 kg	Porcinos	52	5	1200
44221	Torrecilla de Alcañiz	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
44221	Torrecilla de Alcañiz	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	529
44221	Torrecilla de Alcañiz	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2850
44221	Torrecilla de Alcañiz	Ovejas madres y corderas para reposición	Ovinos	21	2	1374
44222	Torrecilla del Rebollar	Conejas madres	Conejas madres	71	7	4
44222	Torrecilla del Rebollar	Gallinas ponedoras	Aves	61	6	22
44222	Torrecilla del Rebollar	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1018
44222	Torrecilla del Rebollar	Ovejas madres y corderas para reposición	Ovinos	21	2	2725
44222	Torrecilla del Rebollar	Pollos de carne	Aves	62	6	6
44223	Torre de Arcas	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	115
44223	Torre de Arcas	Colmenas	Colmenas	81	8	122
44223	Torre de Arcas	Conejas madres	Conejas madres	71	7	326
44223	Torre de Arcas	Gallinas ponedoras	Aves	61	6	2
44223	Torre de Arcas	Lechones de menos de 20 kg	Porcinos	52	5	354
44223	Torre de Arcas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	23
44223	Torre de Arcas	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4013
44223	Torre de Arcas	Ovejas madres y corderas para reposición	Ovinos	21	2	2017
44223	Torre de Arcas	Pollos de carne	Aves	62	6	58000
44224	Torre de las Arcas	Cabras madres y chivas de reposición	Caprinos	31	3	30
44224	Torre de las Arcas	Colmenas	Colmenas	81	8	145
44224	Torre de las Arcas	Gallinas ponedoras	Aves	61	6	5
44224	Torre de las Arcas	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
44224	Torre de las Arcas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	17
44224	Torre de las Arcas	Ovejas madres y corderas para reposición	Ovinos	21	2	1128
44225	Torre del Compte	Colmenas	Colmenas	81	8	70
44225	Torre del Compte	Conejas madres	Conejas madres	71	7	300
44225	Torre del Compte	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	12
44225	Torre del Compte	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	920
44225	Torre del Compte	Ovejas madres y corderas para reposición	Ovinos	21	2	576
44226	Torrelacárcel	Equinos (caballos, mulas y asnos)	Equinos	41	4	4
44226	Torrelacárcel	Gallinas ponedoras	Aves	61	6	28
44226	Torrelacárcel	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	437
44226	Torrelacárcel	Ovejas madres y corderas para reposición	Ovinos	21	2	3049
44227	Torre los Negros	Cabras madres y chivas de reposición	Caprinos	31	3	26
44227	Torre los Negros	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44227	Torre los Negros	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	19
44227	Torre los Negros	Ovejas madres y corderas para reposición	Ovinos	21	2	1757
44228	Torremocha de Jiloca	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
44228	Torremocha de Jiloca	Gallinas ponedoras	Aves	61	6	10
44228	Torremocha de Jiloca	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	14
44228	Torremocha de Jiloca	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1660
44228	Torremocha de Jiloca	Ovejas madres y corderas para reposición	Ovinos	21	2	1191
44229	Torres de Albarracín	Bovinos de entre uno y dos años	Bovinos	13	1	60
44229	Torres de Albarracín	Bovinos de menos de un año	Bovinos	14	1	90
44229	Torres de Albarracín	Cabras madres y chivas de reposición	Caprinos	31	3	100
44229	Torres de Albarracín	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	19
44229	Torres de Albarracín	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	161
44229	Torres de Albarracín	Ovejas madres y corderas para reposición	Ovinos	21	2	842
44230	Torrevelilla	Cabras madres y chivas de reposición	Caprinos	31	3	170
44230	Torrevelilla	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	850
44230	Torrevelilla	Colmenas	Colmenas	81	8	2
44230	Torrevelilla	Gallinas ponedoras	Aves	61	6	15
44230	Torrevelilla	Lechones de menos de 20 kg	Porcinos	52	5	2300
44230	Torrevelilla	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	21
44230	Torrevelilla	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	25
44230	Torrevelilla	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	7325
44230	Torrevelilla	Ovejas madres y corderas para reposición	Ovinos	21	2	870
44230	Torrevelilla	Pollos de carne	Aves	62	6	75120
44231	Torrijas	Cabras madres y chivas de reposición	Caprinos	31	3	7
44231	Torrijas	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44231	Torrijas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	8
44231	Torrijas	Ovejas madres y corderas para reposición	Ovinos	21	2	365
44232	Torrijo del Campo	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1388
44232	Torrijo del Campo	Conejas madres	Conejas madres	71	7	7238
44232	Torrijo del Campo	Gallinas ponedoras	Aves	61	6	19
44232	Torrijo del Campo	Lechones de menos de 20 kg	Porcinos	52	5	3130
44232	Torrijo del Campo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	428
44232	Torrijo del Campo	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	18973
44232	Torrijo del Campo	Ovejas madres y corderas para reposición	Ovinos	21	2	4699
44232	Torrijo del Campo	Pollos de carne	Aves	62	6	22
44234	Tramacastiel	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1200
44234	Tramacastiel	Colmenas	Colmenas	81	8	700
44234	Tramacastiel	Conejas madres	Conejas madres	71	7	1
44234	Tramacastiel	Gallinas ponedoras	Aves	61	6	20
44234	Tramacastiel	Pollos de carne	Aves	62	6	8
44235	Tramacastilla	Cabras madres y chivas de reposición	Caprinos	31	3	73
44235	Tramacastilla	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	3005
44235	Tramacastilla	Conejas madres	Conejas madres	71	7	3
44235	Tramacastilla	Gallinas ponedoras	Aves	61	6	12
44235	Tramacastilla	Lechones de menos de 20 kg	Porcinos	52	5	2200
44235	Tramacastilla	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	5
44235	Tramacastilla	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	11
44235	Tramacastilla	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	649
44235	Tramacastilla	Ovejas madres y corderas para reposición	Ovinos	21	2	862
44236	Tronchón	Bovinos de entre uno y dos años	Bovinos	13	1	29
44236	Tronchón	Bovinos de menos de un año	Bovinos	14	1	176
44236	Tronchón	Cabras madres y chivas de reposición	Caprinos	31	3	15
44236	Tronchón	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	460
44236	Tronchón	Colmenas	Colmenas	81	8	4
44236	Tronchón	Conejas madres	Conejas madres	71	7	16
44236	Tronchón	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
44236	Tronchón	Lechones de menos de 20 kg	Porcinos	52	5	790
44236	Tronchón	Otros bovinos de dos años o más	Bovinos	12	1	85
44236	Tronchón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
44236	Tronchón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	162
44236	Tronchón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2779
44236	Tronchón	Ovejas madres y corderas para reposición	Ovinos	21	2	924
44236	Tronchón	Vacas	Bovinos	11	1	694
44237	Urrea de Gaén	Bovinos de menos de un año	Bovinos	14	1	1645
44237	Urrea de Gaén	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	740
44237	Urrea de Gaén	Gallinas ponedoras	Aves	61	6	12
44237	Urrea de Gaén	Lechones de menos de 20 kg	Porcinos	52	5	6000
44238	Utrillas	Cabras madres y chivas de reposición	Caprinos	31	3	19
44238	Utrillas	Colmenas	Colmenas	81	8	15
44238	Utrillas	Conejas madres	Conejas madres	71	7	1
44238	Utrillas	Gallinas ponedoras	Aves	61	6	10
44238	Utrillas	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	6
44238	Utrillas	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	650
