Municipio código	Municipio nombre	Año de construcción	Número de edificios
44237	Urrea de Gaén	2000	1
44238	Utrillas	 Antes de 1900	68
44238	Utrillas	1900 - 1920	140
44238	Utrillas	1921 - 1940	61
44238	Utrillas	1941 - 1950	50
44238	Utrillas	1951 - 1960	181
44238	Utrillas	1961 - 1970	52
44238	Utrillas	1971 - 1980	65
44238	Utrillas	1981 - 1990	43
44238	Utrillas	1991	1
44238	Utrillas	1993	1
44238	Utrillas	1995	2
44238	Utrillas	1996	6
44238	Utrillas	1997	1
44238	Utrillas	1998	3
44238	Utrillas	1999	2
44238	Utrillas	2000	22
44238	Utrillas	2001	10
44239	Valacloche	 Antes de 1900	40
44239	Valacloche	1900 - 1920	16
44239	Valacloche	1941 - 1950	1
44239	Valacloche	1951 - 1960	1
44239	Valacloche	1961 - 1970	6
44239	Valacloche	1971 - 1980	1
44239	Valacloche	1991	1
44239	Valacloche	1996	1
44239	Valacloche	2000	1
44240	Valbona	 Antes de 1900	128
44240	Valbona	1900 - 1920	24
44240	Valbona	1921 - 1940	1
44240	Valbona	1941 - 1950	5
44240	Valbona	1951 - 1960	6
44240	Valbona	1961 - 1970	5
44240	Valbona	1971 - 1980	17
44240	Valbona	1981 - 1990	24
44240	Valbona	1991	5
44240	Valbona	1992	6
44240	Valbona	1993	1
44240	Valbona	1994	5
44240	Valbona	1995	1
44240	Valbona	1996	3
44240	Valbona	1997	6
44240	Valbona	1999	5
44240	Valbona	2000	3
44240	Valbona	2001	1
44241	Valdealgorfa	 Antes de 1900	248
44241	Valdealgorfa	1900 - 1920	10
44241	Valdealgorfa	1921 - 1940	12
44241	Valdealgorfa	1941 - 1950	9
44241	Valdealgorfa	1951 - 1960	3
44241	Valdealgorfa	1961 - 1970	16
44241	Valdealgorfa	1971 - 1980	34
44241	Valdealgorfa	1981 - 1990	33
44241	Valdealgorfa	1992	2
44241	Valdealgorfa	1993	1
44241	Valdealgorfa	1994	2
44241	Valdealgorfa	1995	4
44241	Valdealgorfa	1996	1
44241	Valdealgorfa	1997	1
44241	Valdealgorfa	1998	1
44241	Valdealgorfa	1999	1
44241	Valdealgorfa	2000	5
44241	Valdealgorfa	2001	6
44243	Valdecuenca	 Antes de 1900	62
44243	Valdecuenca	1900 - 1920	17
44243	Valdecuenca	1921 - 1940	1
44243	Valdecuenca	1981 - 1990	1
44243	Valdecuenca	1999	1
44244	Valdelinares	 Antes de 1900	18
44244	Valdelinares	1900 - 1920	2
44244	Valdelinares	1941 - 1950	11
44244	Valdelinares	1951 - 1960	58
44244	Valdelinares	1961 - 1970	3
44244	Valdelinares	1971 - 1980	12
44244	Valdelinares	1981 - 1990	33
44244	Valdelinares	1991	1
44244	Valdelinares	1995	2
44244	Valdelinares	1998	1
44244	Valdelinares	1999	1
44244	Valdelinares	2001	1
44245	Valdeltormo	 Antes de 1900	78
44245	Valdeltormo	1900 - 1920	24
44245	Valdeltormo	1921 - 1940	28
44245	Valdeltormo	1941 - 1950	27
44245	Valdeltormo	1951 - 1960	14
44245	Valdeltormo	1961 - 1970	10
44245	Valdeltormo	1971 - 1980	22
44245	Valdeltormo	1981 - 1990	20
44245	Valdeltormo	1992	2
44245	Valdeltormo	1993	1
44245	Valdeltormo	1998	2
44245	Valdeltormo	2000	1
44246	Valderrobres	 Antes de 1900	166
44246	Valderrobres	1900 - 1920	86
44246	Valderrobres	1921 - 1940	35
44246	Valderrobres	1941 - 1950	46
44246	Valderrobres	1951 - 1960	86
44246	Valderrobres	1961 - 1970	78
44246	Valderrobres	1971 - 1980	125
44246	Valderrobres	1981 - 1990	197
44246	Valderrobres	1991	14
44246	Valderrobres	1992	10
44246	Valderrobres	1993	8
44246	Valderrobres	1994	7
44246	Valderrobres	1995	21
44246	Valderrobres	1996	15
44246	Valderrobres	1997	7
44246	Valderrobres	1998	15
44246	Valderrobres	1999	21
44246	Valderrobres	2000	9
44246	Valderrobres	2001	8
44247	Valjunquera	 Antes de 1900	17
44247	Valjunquera	1900 - 1920	32
44247	Valjunquera	1921 - 1940	54
44247	Valjunquera	1941 - 1950	25
44247	Valjunquera	1951 - 1960	18
44247	Valjunquera	1961 - 1970	25
44247	Valjunquera	1971 - 1980	28
44247	Valjunquera	1981 - 1990	57
44247	Valjunquera	1991	1
44247	Valjunquera	1992	2
44247	Valjunquera	1993	4
44247	Valjunquera	1994	3
44247	Valjunquera	1995	10
44247	Valjunquera	1996	2
44247	Valjunquera	1997	4
44247	Valjunquera	1998	1
44247	Valjunquera	1999	2
44247	Valjunquera	2000	1
44247	Valjunquera	2001	3
44249	Vallecillo (El)	 Antes de 1900	72
44249	Vallecillo (El)	1951 - 1960	1
44249	Vallecillo (El)	1997	1
44249	Vallecillo (El)	1998	2
44249	Vallecillo (El)	2000	2
44250	Veguillas de la Sierra	 Antes de 1900	47
44250	Veguillas de la Sierra	1900 - 1920	1
44250	Veguillas de la Sierra	1993	1
44251	Villafranca del Campo	 Antes de 1900	94
44251	Villafranca del Campo	1900 - 1920	42
44251	Villafranca del Campo	1921 - 1940	30
44251	Villafranca del Campo	1941 - 1950	27
44251	Villafranca del Campo	1951 - 1960	14
44251	Villafranca del Campo	1961 - 1970	16
44251	Villafranca del Campo	1971 - 1980	27
44251	Villafranca del Campo	1981 - 1990	17
44251	Villafranca del Campo	1991	2
44251	Villafranca del Campo	1993	1
44251	Villafranca del Campo	1996	2
44251	Villafranca del Campo	1998	1
44251	Villafranca del Campo	1999	1
44251	Villafranca del Campo	2000	1
44251	Villafranca del Campo	2001	1
44252	Villahermosa del Campo	 Antes de 1900	18
44252	Villahermosa del Campo	1900 - 1920	10
44252	Villahermosa del Campo	1921 - 1940	14
44252	Villahermosa del Campo	1941 - 1950	12
44252	Villahermosa del Campo	1951 - 1960	5
44252	Villahermosa del Campo	1961 - 1970	1
44252	Villahermosa del Campo	1971 - 1980	2
44252	Villahermosa del Campo	1981 - 1990	1
44256	Villanueva del Rebollar de la Sierra	 Antes de 1900	53
44256	Villanueva del Rebollar de la Sierra	1900 - 1920	19
44256	Villanueva del Rebollar de la Sierra	1921 - 1940	10
44256	Villanueva del Rebollar de la Sierra	1941 - 1950	1
44256	Villanueva del Rebollar de la Sierra	1961 - 1970	2
44256	Villanueva del Rebollar de la Sierra	1971 - 1980	3
44256	Villanueva del Rebollar de la Sierra	1981 - 1990	3
44257	Villar del Cobo	1921 - 1940	13
44257	Villar del Cobo	1941 - 1950	12
44257	Villar del Cobo	1951 - 1960	14
44257	Villar del Cobo	1961 - 1970	26
44257	Villar del Cobo	1971 - 1980	20
44257	Villar del Cobo	1981 - 1990	32
44257	Villar del Cobo	1991	3
44257	Villar del Cobo	1992	1
44257	Villar del Cobo	1994	1
44257	Villar del Cobo	1995	2
44257	Villar del Cobo	1996	2
44257	Villar del Cobo	1997	1
44257	Villar del Cobo	1998	1
44257	Villar del Cobo	1999	1
44257	Villar del Cobo	2000	1
44257	Villar del Cobo	2001	1
44258	Villar del Salz	 Antes de 1900	20
44258	Villar del Salz	1900 - 1920	41
44258	Villar del Salz	1921 - 1940	7
44258	Villar del Salz	1941 - 1950	4
44258	Villar del Salz	1951 - 1960	2
44258	Villar del Salz	1961 - 1970	8
44258	Villar del Salz	1971 - 1980	10
44258	Villar del Salz	1981 - 1990	5
44260	Villarluengo	 Antes de 1900	159
44260	Villarluengo	1900 - 1920	2
44260	Villarluengo	1921 - 1940	1
44260	Villarluengo	1941 - 1950	2
44260	Villarluengo	1951 - 1960	7
44260	Villarluengo	1961 - 1970	1
44260	Villarluengo	1981 - 1990	9
44260	Villarluengo	1991	1
44260	Villarluengo	1996	1
44261	Villarquemado	 Antes de 1900	28
44261	Villarquemado	1900 - 1920	37
44261	Villarquemado	1921 - 1940	50
44261	Villarquemado	1941 - 1950	65
44261	Villarquemado	1951 - 1960	74
44261	Villarquemado	1961 - 1970	99
44261	Villarquemado	1971 - 1980	71
44261	Villarquemado	1981 - 1990	34
44261	Villarquemado	1991	5
44261	Villarquemado	1992	4
44261	Villarquemado	1993	8
44261	Villarquemado	1994	2
44261	Villarquemado	1995	4
44261	Villarquemado	1996	4
44261	Villarquemado	1997	4
44261	Villarquemado	1998	2
44261	Villarquemado	1999	3
44261	Villarquemado	2001	8
44262	Villarroya de los Pinares	 Antes de 1900	18
44262	Villarroya de los Pinares	1900 - 1920	3
44262	Villarroya de los Pinares	1921 - 1940	1
44262	Villarroya de los Pinares	1941 - 1950	4
44262	Villarroya de los Pinares	1951 - 1960	21
44262	Villarroya de los Pinares	1961 - 1970	20
44262	Villarroya de los Pinares	1971 - 1980	62
44262	Villarroya de los Pinares	1981 - 1990	38
44262	Villarroya de los Pinares	1991	2
44262	Villarroya de los Pinares	1992	2
44262	Villarroya de los Pinares	1993	3
44262	Villarroya de los Pinares	1994	2
44262	Villarroya de los Pinares	1996	1
44262	Villarroya de los Pinares	1997	2
44262	Villarroya de los Pinares	1999	2
44262	Villarroya de los Pinares	2000	6
44262	Villarroya de los Pinares	2001	1
44263	Villastar	 Antes de 1900	60
44263	Villastar	1900 - 1920	53
44263	Villastar	1921 - 1940	38
44263	Villastar	1941 - 1950	7
44263	Villastar	1951 - 1960	14
44263	Villastar	1961 - 1970	8
44263	Villastar	1971 - 1980	18
44263	Villastar	1981 - 1990	20
44263	Villastar	1992	4
44263	Villastar	1993	2
44263	Villastar	1994	2
44263	Villastar	1995	3
44263	Villastar	1996	2
44263	Villastar	1997	4
44263	Villastar	1998	3
44263	Villastar	1999	1
44263	Villastar	2000	1
44263	Villastar	2001	3
44264	Villel	 Antes de 1900	82
44264	Villel	1900 - 1920	3
44264	Villel	1921 - 1940	33
44264	Villel	1941 - 1950	101
44264	Villel	1951 - 1960	21
44264	Villel	1961 - 1970	21
44264	Villel	1971 - 1980	31
44264	Villel	1981 - 1990	27
44264	Villel	1992	1
44264	Villel	1993	2
44264	Villel	1994	2
44264	Villel	1995	3
44264	Villel	1997	2
44264	Villel	1998	1
44264	Villel	1999	3
44264	Villel	2000	1
44264	Villel	2001	2
44265	Vinaceite	1900 - 1920	4
44265	Vinaceite	1921 - 1940	7
44265	Vinaceite	1941 - 1950	19
44265	Vinaceite	1951 - 1960	21
44265	Vinaceite	1961 - 1970	35
44265	Vinaceite	1971 - 1980	52
44265	Vinaceite	1981 - 1990	33
44265	Vinaceite	1991	1
44265	Vinaceite	1992	1
44265	Vinaceite	1995	5
44265	Vinaceite	1996	2
44265	Vinaceite	1997	1
44265	Vinaceite	1998	1
44265	Vinaceite	2000	3
44266	Visiedo	 Antes de 1900	103
44266	Visiedo	1900 - 1920	2
44266	Visiedo	1921 - 1940	1
44266	Visiedo	1941 - 1950	6
44266	Visiedo	1951 - 1960	8
44266	Visiedo	1961 - 1970	6
44266	Visiedo	1971 - 1980	5
44266	Visiedo	1981 - 1990	9
44266	Visiedo	1993	1
44266	Visiedo	1998	1
44266	Visiedo	1999	2
44266	Visiedo	2000	1
44267	Vivel del Río Martín	 Antes de 1900	176
44267	Vivel del Río Martín	1900 - 1920	20
44267	Vivel del Río Martín	1921 - 1940	3
44267	Vivel del Río Martín	1951 - 1960	2
44267	Vivel del Río Martín	1961 - 1970	3
44267	Vivel del Río Martín	1971 - 1980	7
44267	Vivel del Río Martín	1981 - 1990	3
44268	Zoma (La)	 Antes de 1900	3
44268	Zoma (La)	1900 - 1920	4
44268	Zoma (La)	1921 - 1940	1
44268	Zoma (La)	1941 - 1950	6
44268	Zoma (La)	1951 - 1960	5
44268	Zoma (La)	1981 - 1990	1
50001	Abanto	 Antes de 1900	4
50001	Abanto	1900 - 1920	2
50001	Abanto	1921 - 1940	11
50001	Abanto	1941 - 1950	15
50001	Abanto	1951 - 1960	18
50001	Abanto	1961 - 1970	7
50001	Abanto	1971 - 1980	22
50001	Abanto	1981 - 1990	63
50001	Abanto	1991	3
50001	Abanto	1992	1
50001	Abanto	1996	1
50001	Abanto	1997	1
50001	Abanto	1998	1
50002	Acered	 Antes de 1900	8
50002	Acered	1900 - 1920	5
50002	Acered	1921 - 1940	6
50002	Acered	1941 - 1950	21
50002	Acered	1951 - 1960	25
50002	Acered	1961 - 1970	13
50002	Acered	1971 - 1980	59
50002	Acered	1981 - 1990	50
50002	Acered	1991	3
50002	Acered	1993	1
50002	Acered	1994	1
50002	Acered	1995	1
50002	Acered	1997	3
50002	Acered	1998	3
50002	Acered	2001	3
50003	Agón	 Antes de 1900	43
50003	Agón	1900 - 1920	15
50003	Agón	1921 - 1940	4
50003	Agón	1941 - 1950	2
50003	Agón	1951 - 1960	11
50003	Agón	1961 - 1970	11
50003	Agón	1971 - 1980	17
50003	Agón	1981 - 1990	5
50003	Agón	1991	1
50003	Agón	1997	1
50004	Aguarón	 Antes de 1900	258
50004	Aguarón	1900 - 1920	68
50004	Aguarón	1921 - 1940	16
50004	Aguarón	1941 - 1950	9
50004	Aguarón	1951 - 1960	17
50004	Aguarón	1961 - 1970	11
50004	Aguarón	1971 - 1980	31
50004	Aguarón	1981 - 1990	38
50004	Aguarón	1991	1
50004	Aguarón	1992	4
50004	Aguarón	1993	5
50004	Aguarón	1994	2
50004	Aguarón	1995	1
50004	Aguarón	1996	2
50004	Aguarón	1997	1
50004	Aguarón	1998	4
50004	Aguarón	1999	1
50004	Aguarón	2000	6
50005	Aguilón	 Antes de 1900	10
50005	Aguilón	1900 - 1920	19
50005	Aguilón	1921 - 1940	92
50005	Aguilón	1941 - 1950	83
50005	Aguilón	1951 - 1960	20
50005	Aguilón	1961 - 1970	8
50005	Aguilón	1971 - 1980	1
50005	Aguilón	1981 - 1990	1
50005	Aguilón	1991	2
50005	Aguilón	1992	2
50005	Aguilón	1999	2
50005	Aguilón	2000	4
50006	Ainzón	 Antes de 1900	185
50006	Ainzón	1900 - 1920	50
50006	Ainzón	1921 - 1940	23
50006	Ainzón	1941 - 1950	26
50006	Ainzón	1951 - 1960	35
50006	Ainzón	1961 - 1970	24
50006	Ainzón	1971 - 1980	57
50006	Ainzón	1981 - 1990	53
50006	Ainzón	1991	4
50006	Ainzón	1992	12
50006	Ainzón	1993	3
50006	Ainzón	1994	9
50006	Ainzón	1995	26
50006	Ainzón	1996	1
50006	Ainzón	1997	3
50006	Ainzón	1998	8
50006	Ainzón	1999	5
50006	Ainzón	2000	14
50006	Ainzón	2001	5
50007	Aladrén	 Antes de 1900	59
50007	Aladrén	1900 - 1920	41
50007	Aladrén	1921 - 1940	45
50007	Aladrén	1941 - 1950	1
50007	Aladrén	1951 - 1960	2
50007	Aladrén	1971 - 1980	2
50008	Alagón	 Antes de 1900	215
50008	Alagón	1900 - 1920	126
50008	Alagón	1921 - 1940	109
50008	Alagón	1941 - 1950	59
50008	Alagón	1951 - 1960	218
50008	Alagón	1961 - 1970	133
50008	Alagón	1971 - 1980	249
50008	Alagón	1981 - 1990	154
50008	Alagón	1991	20
50008	Alagón	1992	20
50008	Alagón	1993	15
50008	Alagón	1994	16
50008	Alagón	1995	38
50008	Alagón	1996	22
50008	Alagón	1997	22
50008	Alagón	1998	41
50008	Alagón	1999	20
50008	Alagón	2000	38
50008	Alagón	2001	54
50009	Alarba	 Antes de 1900	36
50009	Alarba	1900 - 1920	29
50009	Alarba	1921 - 1940	34
50009	Alarba	1941 - 1950	9
50009	Alarba	1951 - 1960	23
50009	Alarba	1961 - 1970	26
50009	Alarba	1971 - 1980	20
50009	Alarba	1981 - 1990	4
50009	Alarba	1991	1
50009	Alarba	1993	1
50009	Alarba	1994	1
50009	Alarba	1995	2
50009	Alarba	1997	2
50009	Alarba	1998	1
50009	Alarba	2001	1
50010	Alberite de San Juan	 Antes de 1900	25
50010	Alberite de San Juan	1900 - 1920	3
50010	Alberite de San Juan	1921 - 1940	4
50010	Alberite de San Juan	1941 - 1950	2
50010	Alberite de San Juan	1951 - 1960	2
50010	Alberite de San Juan	1961 - 1970	5
50010	Alberite de San Juan	1971 - 1980	14
50010	Alberite de San Juan	1981 - 1990	5
50010	Alberite de San Juan	1991	1
50010	Alberite de San Juan	1993	1
50010	Alberite de San Juan	1996	1
50010	Alberite de San Juan	2001	2
50011	Albeta	 Antes de 1900	24
50011	Albeta	1900 - 1920	5
50011	Albeta	1921 - 1940	12
50011	Albeta	1941 - 1950	8
50011	Albeta	1951 - 1960	4
50011	Albeta	1961 - 1970	8
50011	Albeta	1971 - 1980	6
50011	Albeta	1981 - 1990	1
50011	Albeta	1992	1
50011	Albeta	1993	1
50011	Albeta	1994	1
50011	Albeta	1996	1
50011	Albeta	2001	1
50012	Alborge	 Antes de 1900	2
50012	Alborge	1900 - 1920	12
50012	Alborge	1921 - 1940	16
50012	Alborge	1941 - 1950	1
50012	Alborge	1951 - 1960	3
50012	Alborge	1961 - 1970	9
50012	Alborge	1971 - 1980	16
50012	Alborge	1981 - 1990	15
50012	Alborge	1991	4
50012	Alborge	1992	2
50012	Alborge	1993	2
50012	Alborge	1994	4
50012	Alborge	1996	1
50012	Alborge	1998	5
50012	Alborge	1999	3
50012	Alborge	2000	2
50012	Alborge	2001	3
50013	Alcalá de Ebro	 Antes de 1900	54
50013	Alcalá de Ebro	1900 - 1920	44
50013	Alcalá de Ebro	1921 - 1940	14
50013	Alcalá de Ebro	1941 - 1950	5
50013	Alcalá de Ebro	1951 - 1960	20
50013	Alcalá de Ebro	1961 - 1970	19
50013	Alcalá de Ebro	1971 - 1980	5
50013	Alcalá de Ebro	1981 - 1990	8
50013	Alcalá de Ebro	1995	1
50013	Alcalá de Ebro	1997	1
50013	Alcalá de Ebro	1998	1
50013	Alcalá de Ebro	1999	1
50013	Alcalá de Ebro	2000	1
50013	Alcalá de Ebro	2001	2
50014	Alcalá de Moncayo	 Antes de 1900	8
50014	Alcalá de Moncayo	1900 - 1920	15
50014	Alcalá de Moncayo	1921 - 1940	18
50014	Alcalá de Moncayo	1941 - 1950	5
50014	Alcalá de Moncayo	1951 - 1960	9
50014	Alcalá de Moncayo	1961 - 1970	7
50014	Alcalá de Moncayo	1971 - 1980	4
50014	Alcalá de Moncayo	1981 - 1990	5
50014	Alcalá de Moncayo	2001	2
50015	Alconchel de Ariza	 Antes de 1900	96
50015	Alconchel de Ariza	1900 - 1920	44
50015	Alconchel de Ariza	1921 - 1940	7
50015	Alconchel de Ariza	1941 - 1950	2
50015	Alconchel de Ariza	1951 - 1960	4
50015	Alconchel de Ariza	1961 - 1970	2
50015	Alconchel de Ariza	1971 - 1980	3
50015	Alconchel de Ariza	1991	2
50015	Alconchel de Ariza	1994	1
50015	Alconchel de Ariza	1996	1
50015	Alconchel de Ariza	1997	1
50016	Aldehuela de Liestos	 Antes de 1900	2
50016	Aldehuela de Liestos	1900 - 1920	1
50016	Aldehuela de Liestos	1921 - 1940	3
50016	Aldehuela de Liestos	1941 - 1950	6
50016	Aldehuela de Liestos	1951 - 1960	26
50016	Aldehuela de Liestos	1961 - 1970	9
50016	Aldehuela de Liestos	1971 - 1980	20
50016	Aldehuela de Liestos	1981 - 1990	29
50016	Aldehuela de Liestos	1995	2
50017	Alfajarín	 Antes de 1900	4
50017	Alfajarín	1900 - 1920	3
50017	Alfajarín	1921 - 1940	10
50017	Alfajarín	1941 - 1950	16
50017	Alfajarín	1951 - 1960	70
50017	Alfajarín	1961 - 1970	116
50017	Alfajarín	1971 - 1980	204
50017	Alfajarín	1981 - 1990	108
50017	Alfajarín	1991	10
50017	Alfajarín	1992	12
50017	Alfajarín	1993	16
50017	Alfajarín	1994	16
50017	Alfajarín	1995	23
50017	Alfajarín	1996	8
50017	Alfajarín	1997	5
50017	Alfajarín	1998	13
50017	Alfajarín	1999	16
50017	Alfajarín	2000	10
50017	Alfajarín	2001	26
50018	Alfamén	 Antes de 1900	11
50018	Alfamén	1900 - 1920	6
50018	Alfamén	1921 - 1940	20
50018	Alfamén	1941 - 1950	19
50018	Alfamén	1951 - 1960	42
50018	Alfamén	1961 - 1970	108
50018	Alfamén	1971 - 1980	158
50018	Alfamén	1981 - 1990	93
50018	Alfamén	1991	8
50018	Alfamén	1992	9
50018	Alfamén	1993	8
50018	Alfamén	1994	6
50018	Alfamén	1995	7
50018	Alfamén	1996	17
50018	Alfamén	1997	5
50018	Alfamén	1998	4
50018	Alfamén	1999	6
50018	Alfamén	2000	3
50018	Alfamén	2001	6
50019	Alforque	 Antes de 1900	16
50019	Alforque	1900 - 1920	14
50019	Alforque	1921 - 1940	14
50019	Alforque	1941 - 1950	15
50019	Alforque	1951 - 1960	11
50019	Alforque	1961 - 1970	10
50019	Alforque	1971 - 1980	11
50019	Alforque	1981 - 1990	5
50019	Alforque	1991	1
50019	Alforque	1992	3
50019	Alforque	1994	8
50020	Alhama de Aragón	 Antes de 1900	146
50020	Alhama de Aragón	1900 - 1920	78
50020	Alhama de Aragón	1921 - 1940	21
50020	Alhama de Aragón	1941 - 1950	16
50020	Alhama de Aragón	1951 - 1960	68
50020	Alhama de Aragón	1961 - 1970	31
50020	Alhama de Aragón	1971 - 1980	56
50020	Alhama de Aragón	1981 - 1990	46
50020	Alhama de Aragón	1991	4
50020	Alhama de Aragón	1992	9
50020	Alhama de Aragón	1993	8
50020	Alhama de Aragón	1994	6
50020	Alhama de Aragón	1995	23
50020	Alhama de Aragón	1996	8
50020	Alhama de Aragón	1997	7
50020	Alhama de Aragón	1998	4
50020	Alhama de Aragón	1999	9
50020	Alhama de Aragón	2000	6
50020	Alhama de Aragón	2001	3
50021	Almochuel	 Antes de 1900	1
50021	Almochuel	1941 - 1950	1
50021	Almochuel	1951 - 1960	21
50021	Almochuel	1961 - 1970	2
50021	Almochuel	1971 - 1980	4
50021	Almochuel	1981 - 1990	1
50022	Almolda (La)	 Antes de 1900	52
50022	Almolda (La)	1900 - 1920	12
50022	Almolda (La)	1921 - 1940	25
50022	Almolda (La)	1941 - 1950	29
50022	Almolda (La)	1951 - 1960	67
50022	Almolda (La)	1961 - 1970	65
50022	Almolda (La)	1971 - 1980	45
50022	Almolda (La)	1981 - 1990	16
50022	Almolda (La)	1991	2
50022	Almolda (La)	1992	1
50022	Almolda (La)	1993	2
50022	Almolda (La)	1994	2
50022	Almolda (La)	1995	2
50022	Almolda (La)	1996	1
50022	Almolda (La)	1997	2
50022	Almolda (La)	1998	2
50022	Almolda (La)	1999	2
50022	Almolda (La)	2000	1
50023	Almonacid de la Cuba	 Antes de 1900	10
50023	Almonacid de la Cuba	1900 - 1920	37
50023	Almonacid de la Cuba	1921 - 1940	23
50023	Almonacid de la Cuba	1941 - 1950	17
50023	Almonacid de la Cuba	1951 - 1960	19
50023	Almonacid de la Cuba	1961 - 1970	9
50023	Almonacid de la Cuba	1971 - 1980	19
50023	Almonacid de la Cuba	1981 - 1990	16
50023	Almonacid de la Cuba	1991	1
50023	Almonacid de la Cuba	1992	1
50023	Almonacid de la Cuba	1995	1
50023	Almonacid de la Cuba	1996	3
50023	Almonacid de la Cuba	1998	3
50023	Almonacid de la Cuba	1999	1
50023	Almonacid de la Cuba	2000	1
50024	Almonacid de la Sierra	 Antes de 1900	349
50024	Almonacid de la Sierra	1900 - 1920	37
50024	Almonacid de la Sierra	1921 - 1940	10
50024	Almonacid de la Sierra	1941 - 1950	2
50024	Almonacid de la Sierra	1951 - 1960	2
50024	Almonacid de la Sierra	1961 - 1970	4
50024	Almonacid de la Sierra	1971 - 1980	23
50024	Almonacid de la Sierra	1981 - 1990	30
50024	Almonacid de la Sierra	1991	1
50024	Almonacid de la Sierra	1992	5
50024	Almonacid de la Sierra	1993	5
50024	Almonacid de la Sierra	1994	2
50024	Almonacid de la Sierra	1995	1
50024	Almonacid de la Sierra	1996	1
50024	Almonacid de la Sierra	1998	5
50024	Almonacid de la Sierra	2000	2
50024	Almonacid de la Sierra	2001	1
50025	Almunia de Doña Godina (La)	 Antes de 1900	268
50025	Almunia de Doña Godina (La)	1900 - 1920	119
50025	Almunia de Doña Godina (La)	1921 - 1940	15
50025	Almunia de Doña Godina (La)	1941 - 1950	27
50025	Almunia de Doña Godina (La)	1951 - 1960	110
50025	Almunia de Doña Godina (La)	1961 - 1970	281
50025	Almunia de Doña Godina (La)	1971 - 1980	255
50025	Almunia de Doña Godina (La)	1981 - 1990	320
50025	Almunia de Doña Godina (La)	1991	38
50025	Almunia de Doña Godina (La)	1992	71
50025	Almunia de Doña Godina (La)	1993	31
50025	Almunia de Doña Godina (La)	1994	33
50025	Almunia de Doña Godina (La)	1995	15
50025	Almunia de Doña Godina (La)	1996	41
50025	Almunia de Doña Godina (La)	1997	30
50025	Almunia de Doña Godina (La)	1998	27
50025	Almunia de Doña Godina (La)	1999	27
50025	Almunia de Doña Godina (La)	2000	19
50025	Almunia de Doña Godina (La)	2001	31
50026	Alpartir	 Antes de 1900	40
50026	Alpartir	1900 - 1920	13
50026	Alpartir	1921 - 1940	3
50026	Alpartir	1941 - 1950	10
50026	Alpartir	1951 - 1960	20
50026	Alpartir	1961 - 1970	57
50026	Alpartir	1971 - 1980	99
50026	Alpartir	1981 - 1990	30
50026	Alpartir	1991	3
50026	Alpartir	1992	7
50026	Alpartir	1993	1
50026	Alpartir	1994	5
50026	Alpartir	1996	1
50026	Alpartir	1997	4
50026	Alpartir	1998	5
50026	Alpartir	1999	4
50026	Alpartir	2000	8
50026	Alpartir	2001	5
50027	Ambel	 Antes de 1900	139
50027	Ambel	1900 - 1920	16
50027	Ambel	1921 - 1940	8
50027	Ambel	1941 - 1950	12
50027	Ambel	1951 - 1960	9
50027	Ambel	1961 - 1970	10
50027	Ambel	1971 - 1980	35
50027	Ambel	1981 - 1990	17
50027	Ambel	1991	2
50027	Ambel	1992	1
50027	Ambel	1995	1
50027	Ambel	1996	1
50027	Ambel	1997	5
50027	Ambel	1999	1
50027	Ambel	2001	1
50028	Anento	 Antes de 1900	31
50028	Anento	1900 - 1920	30
50028	Anento	1921 - 1940	31
50028	Anento	1941 - 1950	3
50028	Anento	1951 - 1960	10
50028	Anento	1961 - 1970	6
50028	Anento	1971 - 1980	8
50028	Anento	1981 - 1990	15
50028	Anento	1992	1
50028	Anento	1998	2
50028	Anento	2000	1
50029	Aniñón	 Antes de 1900	316
50029	Aniñón	1900 - 1920	7
50029	Aniñón	1941 - 1950	7
50029	Aniñón	1951 - 1960	9
50029	Aniñón	1961 - 1970	10
50029	Aniñón	1971 - 1980	20
50029	Aniñón	1981 - 1990	33
50029	Aniñón	1991	3
50029	Aniñón	1992	2
50029	Aniñón	1993	4
50029	Aniñón	1994	3
50029	Aniñón	1995	5
50029	Aniñón	1996	2
50029	Aniñón	1997	1
50029	Aniñón	1998	8
50029	Aniñón	2000	4
50029	Aniñón	2001	4
50030	Añón de Moncayo	 Antes de 1900	19
50030	Añón de Moncayo	1900 - 1920	35
50030	Añón de Moncayo	1921 - 1940	45
50030	Añón de Moncayo	1941 - 1950	13
50030	Añón de Moncayo	1951 - 1960	23
50030	Añón de Moncayo	1961 - 1970	9
50030	Añón de Moncayo	1971 - 1980	12
50030	Añón de Moncayo	1981 - 1990	25
50030	Añón de Moncayo	1993	2
50030	Añón de Moncayo	1994	1
50030	Añón de Moncayo	1997	1
50030	Añón de Moncayo	1998	1
50030	Añón de Moncayo	1999	2
50030	Añón de Moncayo	2000	2
50030	Añón de Moncayo	2001	1
50031	Aranda de Moncayo	 Antes de 1900	167
50031	Aranda de Moncayo	1900 - 1920	96
50031	Aranda de Moncayo	1921 - 1940	18
50031	Aranda de Moncayo	1941 - 1950	1
50031	Aranda de Moncayo	1951 - 1960	1
50031	Aranda de Moncayo	1961 - 1970	3
50031	Aranda de Moncayo	1971 - 1980	9
50031	Aranda de Moncayo	1981 - 1990	1
50031	Aranda de Moncayo	1995	1
50031	Aranda de Moncayo	1999	1
50032	Arándiga	 Antes de 1900	1
50032	Arándiga	1900 - 1920	10
50032	Arándiga	1921 - 1940	16
