Año	Municipio código	Municipio nombre	Rústica   Base imponible (miles de euros)	Rústica   Cuota (euros)
2001	22066	Boltaña	939,52	6107
2001	22067	Bonansa	308,3	1850
2001	22068	Borau	221,94	666
2001	22069	Broto	764,4	4739
2001	22072	Caldearenas	1634,99	10627
2001	22074	Campo	191,46	574
2001	22075	Camporrells	530,88	2654
2001	22076	Canal de Berdún	2819,53	18327
2001	22077	Candasnos	3609,29	10828
2001	22078	Canfranc	315,71	1579
2001	22079	Capdesaso	1533,33	7667
2001	22080	Capella	849,66	6797
2001	22081	Casbas de Huesca	2395,92	11980
2001	22082	Castejón del Puente	2461,83	10586
2001	22083	Castejón de Monegros	6105,37	36632
2001	22084	Castejón de Sos	468,35	3747
2001	22085	Castelflorite	3795,91	17082
2001	22086	Castiello de Jaca	250,58	1503
2001	22087	Castigaleu	521,9	3653
2001	22088	Castillazuelo	473,24	2603
2001	22089	Castillonroy	1252,32	3757
2001	22090	Colungo	380,87	2285
2001	22094	Chalamera	1500,71	8254
2001	22095	Chía	120,82	665
2001	22096	Chimillas	763,3	4580
2001	22099	Esplús	15033,56	120268
2001	22102	Estada	359	2334
2001	22103	Estadilla	2595,47	15054
2001	22105	Estopiñán del Castillo	1421,87	11375
2001	22106	Fago	22,17	133
2001	22107	Fanlo	451,54	2935
2001	22109	Fiscal	1374,29	8246
2001	22110	Fonz	3556,49	23473
2001	22111	Foradada del Toscar	657,9	3947
2001	22112	Fraga	51918,27	384195
2001	22113	Fueva (La)	2512,22	20098
2001	22114	Gistaín	239,29	1555
2001	22115	Grado (El)	1406,75	8441
2001	22116	Grañén	16935,13	81289
2001	22117	Graus	4884,33	34190
2001	22119	Gurrea de Gállego	15771,02	102512
2001	22122	Hoz de Jaca	55,65	250
2001	22124	Huerto	6943,03	45130
2001	22125	Huesca	15385,58	95391
2001	22126	Ibieca	460,36	2302
2001	22127	Igriés	896,43	2689
2001	22128	Ilche	7599,23	45595
2001	22129	Isábena	1009,68	3029
2001	22130	Jaca	8685,77	52115
2001	22131	Jasa	23,68	142
2001	22133	Labuerda	169,91	1019
2001	22135	Laluenga	2663,17	17311
2001	22136	Lalueza	10581,04	90997
2001	22137	Lanaja	14542,38	85800
2001	22139	Laperdiguera	664,76	4321
2001	22141	Lascellas-Ponzano	864,38	4322
2001	22142	Lascuarre	447,29	3578
2001	22143	Laspaúles	579,67	2319
2001	22144	Laspuña	210,1	1681
2001	22149	Loarre	1906,13	12390
2001	22150	Loporzano	3826,2	15305
2001	22151	Loscorrales	2584,84	15509
2001	22155	Monesma y Cajigar	659,54	4617
2001	22156	Monflorite-Lascasas	3309,86	14894
2001	22157	Montanuy	1245,61	7474
2001	22158	Monzón	27607,26	160122
2001	22160	Naval	364,07	2913
2001	22162	Novales	1411,35	6916
2001	22163	Nueno	1814,51	5444
2001	22164	Olvena	217,08	1411
2001	22165	Ontiñena	4502,5	22512
2001	22167	Osso de Cinca	7184,73	43108
2001	22168	Palo	160,97	1046
2001	22170	Panticosa	92,32	415
2001	22172	Peñalba	4419,44	24749
2001	22173	Peñas de Riglos (Las)	1648,13	7417
2001	22174	Peralta de Alcofea	6356,45	36867
2001	22175	Peralta de Calasanz	1794,73	11666
2001	22176	Peraltilla	622,88	2056
2001	22177	Perarrúa	453,41	3627
2001	22178	Pertusa	2432,87	17760
2001	22181	Piracés	1544,82	9887
2001	22182	Plan	346,32	2251
2001	22184	Poleñino	4593,91	37211
2001	22186	Pozán de Vero	494,07	2964
2001	22187	Puebla de Castro (La)	434,27	2606
2001	22188	Puente de Montañana	487,98	2928
2001	22189	Puértolas	376,24	3010
2001	22190	Pueyo de Araguás (El)	653,29	3920
2001	22193	Pueyo de Santa Cruz	1577,72	9466
2001	22195	Quicena	673,42	2828
2001	22197	Robres	4985,27	23431
2001	22199	Sabiñánigo	4359,75	32698
2001	22200	Sahún	508,73	1781
2001	22201	Salas Altas	592,14	3849
2001	22202	Salas Bajas	402,26	2615
2001	22203	Salillas	1831,67	10074
2001	22204	Sallent de Gállego	701,08	2103
2001	22205	San Esteban de Litera	7071,35	49499
2001	22206	Sangarrén	4178,38	33427
2001	22207	San Juan de Plan	176,3	1146
2001	22208	Santa Cilia	915,59	5036
2001	22209	Santa Cruz de la Serós	319,31	1756
2001	22212	Santaliestra y San Quílez	170,68	1024
2001	22213	Sariñena	29398,3	191089
2001	22214	Secastilla	284,32	853
2001	22215	Seira	178,76	1073
2001	22217	Sena	11646,26	81524
2001	22218	Senés de Alcubierre	954,1	5152
2001	22220	Sesa	1602,77	8815
2001	22221	Sesué	167,77	1007
2001	22222	Siétamo	2159,19	14035
2001	22223	Sopeira	314,44	1887
2001	22225	Tamarite de Litera	19259,63	121336
2001	22226	Tardienta	4428,07	28782
2001	22227	Tella-Sin	325,3	976
2001	22228	Tierz	795,17	3578
2001	22229	Tolva	903,04	5870
2001	22230	Torla-Ordesa	612,05	3978
2001	22232	Torralba de Aragón	1955,64	8996
2001	22233	Torre la Ribera	237,85	951
2001	22234	Torrente de Cinca	7377,52	47954
2001	22235	Torres de Alcanadre	2071,29	13463
2001	22236	Torres de Barbués	1886,26	11318
2001	22239	Tramaced	2079,19	13515
2001	22242	Valfarta	2053,62	11500
2001	22243	Valle de Bardají	112,93	598
2001	22244	Valle de Lierp	215,61	1143
2001	22245	Velilla de Cinca	4039,15	32313
2001	22246	Beranuy	310,88	1554
2001	22247	Viacamp y Litera	610,83	3665
2001	22248	Vicién	1018,35	4073
2001	22249	Villanova	160,41	642
2001	22250	Villanúa	486,16	3160
2001	22251	Villanueva de Sigena	10518,45	63111
2001	22252	Yebra de Basa	546,43	4645
2001	22253	Yésero	127,25	382
2001	22254	Zaidín	18832,44	94162
2001	22901	Valle de Hecho	886,31	5318
2001	22902	Puente la Reina de Jaca	1525,17	6863
2001	22903	San Miguel del Cinca	16972,87	62800
2001	22904	Sotonera (La)	9808,36	73563
2001	22905	Lupiñén-Ortilla	8617,04	43947
2001	22906	Santa María de Dulcis	658,67	3952
2001	22907	Aínsa-Sobrarbe	3991	23946
2001	22908	Hoz y Costeán	1180,54	7673
2001	22909	Vencillón	1805,18	11734
2001	44001	Ababuj	856,52	6852
2001	44002	Abejuela	216,19	1405
2001	44003	Aguatón	194,58	1557
2001	44004	Aguaviva	1182,87	5914
2001	44005	Aguilar del Alfambra	1329,3	10634
2001	44006	Alacón	1222	3666
2001	44007	Alba	2238,08	8952
2001	44008	Albalate del Arzobispo	5276,73	23745
2001	44009	Albarracín	2882,82	15856
2001	44010	Albentosa	657,31	3944
2001	44011	Alcaine	425,08	1700
2001	44012	Alcalá de la Selva	705,46	6067
2001	44013	Alcañiz	17053,25	68213
2001	44014	Alcorisa	2734,09	17772
2001	44016	Alfambra	2417,16	15712
2001	44017	Aliaga	1300,45	7933
2001	44018	Almohaja	112,82	338
2001	44019	Alobras	62,52	188
2001	44020	Alpeñés	452,01	2034
2001	44021	Allepuz	1204,14	6021
2001	44022	Alloza	754,58	3320
2001	44023	Allueva	199,1	1593
2001	44024	Anadón	166,71	1000
2001	44025	Andorra	3404,68	32685
2001	44026	Arcos de las Salinas	315,73	1894
2001	44027	Arens de Lledó	481,58	3853
2001	44028	Argente	1693,92	11010
2001	44029	Ariño	595,45	3573
2001	44031	Azaila	1632,79	10613
2001	44032	Bádenas	388,99	2139
2001	44033	Báguena	1073,59	6978
2001	44034	Bañón	1017,59	4070
2001	44035	Barrachina	484,7	1454
2001	44036	Bea	206,27	1650
2001	44037	Beceite	274	1233
2001	44038	Belmonte de San José	94,63	615
2001	44039	Bello	1692,28	13538
2001	44040	Berge	533,3	3466
2001	44041	Bezas	32,86	99
2001	44042	Blancas	1019,53	3059
2001	44043	Blesa	1231,44	4310
2001	44044	Bordón	210,16	1807
2001	44045	Bronchales	370,32	2407
2001	44046	Bueña	467,72	3040
2001	44047	Burbáguena	930,15	4651
2001	44048	Cabra de Mora	550,91	3305
2001	44049	Calaceite	1470,54	8382
2001	44050	Calamocha	7876,2	51195
2001	44051	Calanda	3370,51	22245
2001	44052	Calomarde	118,49	355
2001	44053	Camañas	682,26	4435
2001	44054	Camarena de la Sierra	234,02	1170
2001	44055	Camarillas	855,83	6847
2001	44056	Caminreal	1644,66	10690
2001	44059	Cantavieja	1116,06	7254
2001	44060	Cañada de Benatanduz	412,68	1238
2001	44061	Cañada de Verich (La)	67,13	403
2001	44062	Cañada Vellida	413,29	2810
2001	44063	Cañizar del Olivar	180,47	1263
2001	44064	Cascante del Río	673,33	4040
2001	44065	Castejón de Tornos	627,44	3137
2001	44066	Castel de Cabra	462,87	2314
2001	44067	Castelnou	1642,87	10679
2001	44068	Castelserás	1016,25	4065
2001	44070	Castellar (El)	189,35	1136
2001	44071	Castellote	2182,82	16371
2001	44074	Cedrillas	987,84	4445
2001	44075	Celadas	1998,91	15991
2001	44076	Cella	6203,27	31016
2001	44077	Cerollera (La)	94,38	283
2001	44080	Codoñera (La)	144,71	941
2001	44082	Corbalán	577,73	2600
2001	44084	Cortes de Aragón	359,54	2337
2001	44085	Cosa	1157	3471
2001	44086	Cretas	1161,11	7547
2001	44087	Crivillén	482,58	3137
2001	44088	Cuba (La)	45,8	298
2001	44089	Cubla	573,95	1722
2001	44090	Cucalón	681,28	3747
2001	44092	Cuervo (El)	133,33	400
2001	44093	Cuevas de Almudén	500,4	2502
2001	44094	Cuevas Labradas	356,08	2136
2001	44096	Ejulve	626,61	5013
2001	44097	Escorihuela	398,47	2391
2001	44099	Escucha	306,23	1837
2001	44100	Estercuel	273,18	2185
2001	44101	Ferreruela de Huerva	868,73	6950
2001	44102	Fonfría	199,36	1595
2001	44103	Formiche Alto	563,27	3380
2001	44105	Fórnoles	147,29	884
2001	44106	Fortanete	1515,02	12120
2001	44107	Foz-Calanda	636,31	2863
2001	44108	Fresneda (La)	409,93	1230
2001	44109	Frías de Albarracín	273,21	820
2001	44110	Fuenferrada	647,87	2591
2001	44111	Fuentes Calientes	513,67	2568
2001	44112	Fuentes Claras	1472,47	9571
2001	44113	Fuentes de Rubielos	149,38	896
2001	44114	Fuentespalda	420,59	1262
2001	44115	Galve	705,49	4515
2001	44116	Gargallo	396,52	3172
2001	44117	Gea de Albarracín	1015,88	6603
2001	44118	Ginebrosa (La)	1308,81	7853
2001	44119	Griegos	168,16	504
2001	44120	Guadalaviar	53,29	160
2001	44121	Gúdar	897,73	5835
2001	44122	Híjar	7185,63	56048
2001	44123	Hinojosa de Jarque	697,52	3488
2001	44124	Hoz de la Vieja (La)	515,73	3352
2001	44125	Huesa del Común	1237,87	8046
2001	44126	Iglesuela del Cid (La)	196,25	589
2001	44127	Jabaloyas	65,62	197
2001	44128	Jarque de la Val	559,59	2798
2001	44129	Jatiel	339,84	2413
2001	44130	Jorcas	743,33	5947
2001	44131	Josa	414,55	2695
2001	44132	Lagueruela	528,65	4229
2001	44133	Lanzuela	317,94	2544
2001	44135	Libros	405,22	1216
2001	44136	Lidón	385,18	1849
2001	44137	Linares de Mora	1098,93	6594
2001	44138	Loscos	1416,85	4251
2001	44141	Lledó	394,61	1776
2001	44142	Maicas	114,07	741
2001	44143	Manzanera	608,25	2737
2001	44144	Martín del Río	1078,68	5178
2001	44145	Mas de las Matas	1379,36	5517
2001	44146	Mata de los Olmos (La)	257,38	772
2001	44147	Mazaleón	1773,79	7095
2001	44148	Mezquita de Jarque	718,97	3595
2001	44149	Mirambel	871,61	3051
2001	44150	Miravete de la Sierra	407,07	2850
2001	44151	Molinos	834,99	5010
2001	44152	Monforte de Moyuela	987,75	2963
2001	44153	Monreal del Campo	2616,99	14917
2001	44154	Monroyo	875,67	7005
2001	44155	Montalbán	652,74	5222
2001	44156	Monteagudo del Castillo	673,33	2020
2001	44157	Monterde de Albarracín	191,98	576
2001	44158	Mora de Rubielos	1054,01	6851
2001	44159	Moscardón	171,63	687
2001	44160	Mosqueruela	1082,08	6492
2001	44161	Muniesa	2483,15	19865
2001	44163	Noguera de Albarracín	254,71	764
2001	44164	Nogueras	183,95	1104
2001	44165	Nogueruelas	846,38	2539
2001	44167	Obón	1167,03	9336
2001	44168	Odón	1315,74	10526
2001	44169	Ojos Negros	1089,03	6534
2001	44171	Olba	77,5	465
2001	44172	Oliete	1319,8	8579
2001	44173	Olmos (Los)	652,15	3913
2001	44174	Orihuela del Tremedal	217,39	1413
2001	44175	Orrios	569,66	3076
2001	44176	Palomar de Arroyos	458,92	2295
2001	44177	Pancrudo	1686,27	7588
2001	44178	Parras de Castellote (Las)	266,99	1201
2001	44179	Peñarroya de Tastavins	441,39	1766
2001	44180	Peracense	231,01	1502
2001	44181	Peralejos	342,91	2057
2001	44182	Perales del Alfambra	1767,2	8836
2001	44183	Pitarque	282,3	847
2001	44184	Plou	193,39	1257
2001	44185	Pobo (El)	810,68	5269
2001	44187	Portellada (La)	256,9	771
2001	44189	Pozondón	461,17	1384
2001	44190	Pozuel del Campo	553,6	1661
2001	44191	Puebla de Híjar (La)	2659,67	20213
2001	44192	Puebla de Valverde (La)	2982,84	20880
2001	44193	Puertomingalvo	280,43	1683
2001	44194	Ráfales	212,71	638
2001	44195	Rillo	669,09	3279
2001	44196	Riodeva	151,66	607
2001	44197	Ródenas	458,45	1375
2001	44198	Royuela	324,72	2111
2001	44199	Rubiales	68,58	206
2001	44200	Rubielos de la Cérida	604,2	2417
2001	44201	Rubielos de Mora	677,05	4062
2001	44203	Salcedillo	175,28	1402
2001	44204	Saldón	169	507
2001	44205	Samper de Calanda	4465,23	24559
2001	44206	San Agustín	750,53	4878
2001	44207	San Martín del Río	533,42	3467
2001	44208	Santa Cruz de Nogueras	187,19	936
2001	44209	Santa Eulalia	3183,5	12734
2001	44210	Sarrión	495,53	3221
2001	44211	Segura de los Baños	602,31	2409
2001	44212	Seno	174,28	871
2001	44213	Singra	1694,32	11013
2001	44215	Terriente	323,92	972
2001	44216	Teruel	9534,15	45764
2001	44217	Toril y Masegoso	87,01	261
2001	44218	Tormón	41,37	124
2001	44219	Tornos	906,42	4532
2001	44220	Torralba de los Sisones	1141,92	4568
2001	44221	Torrecilla de Alcañiz	369,87	1479
2001	44222	Torrecilla del Rebollar	1254,84	5019
2001	44223	Torre de Arcas	185,36	1483
2001	44224	Torre de las Arcas	258,84	1346
2001	44225	Torre del Compte	534,57	2673
2001	44226	Torrelacárcel	1223,04	9784
2001	44227	Torre los Negros	640,63	3203
2001	44228	Torremocha de Jiloca	799,89	6399
2001	44229	Torres de Albarracín	202,11	606
2001	44230	Torrevelilla	157,28	1022
2001	44231	Torrijas	294,07	1764
2001	44232	Torrijo del Campo	1423,41	7117
2001	44234	Tramacastiel	271,99	1632
2001	44235	Tramacastilla	227,44	682
2001	44236	Tronchón	805,22	2818
2001	44237	Urrea de Gaén	1457,26	6558
2001	44238	Utrillas	309,56	2012
2001	44239	Valacloche	74,09	445
2001	44240	Valbona	445,37	2672
2001	44241	Valdealgorfa	615,03	2460
2001	44243	Valdecuenca	116,62	350
2001	44244	Valdelinares	669,55	2009
2001	44245	Valdeltormo	203,08	914
2001	44246	Valderrobres	2363,83	14183
2001	44247	Valjunquera	680,74	3404
2001	44249	Vallecillo (El)	91,93	276
2001	44250	Veguillas de la Sierra	43,9	132
2001	44251	Villafranca del Campo	3093,84	18563
2001	44252	Villahermosa del Campo	557,94	4464
2001	44256	Villanueva del Rebollar de la Sierra	408,26	1633
2001	44257	Villar del Cobo	340,6	1022
2001	44258	Villar del Salz	260,91	1565
2001	44260	Villarluengo	1600,98	4803
2001	44261	Villarquemado	4104,31	18469
2001	44262	Villarroya de los Pinares	626,46	4072
2001	44263	Villastar	902,68	5867
2001	44264	Villel	1017,21	8138
2001	44265	Vinaceite	2062,29	16498
2001	44266	Visiedo	823,57	4118
2001	44267	Vivel del Río Martín	745,46	2982
2001	44268	Zoma (La)	109,63	329
2001	50001	Abanto	817,2	2452
2001	50002	Acered	607,66	4254
2001	50003	Agón	1256,28	8166
2001	50004	Aguarón	1414,24	9193
2001	50005	Aguilón	1185,24	5926
2001	50006	Ainzón	1504,2	8273
2001	50007	Aladrén	112,85	564
2001	50008	Alagón	7606,11	45637
2001	50009	Alarba	378,85	1137
2001	50010	Alberite de San Juan	420,43	2943
2001	50011	Albeta	118,23	828
2001	50012	Alborge	550,95	3140
2001	50013	Alcalá de Ebro	2626,74	15760
2001	50014	Alcalá de Moncayo	556,01	4448
2001	50015	Alconchel de Ariza	736,13	3681
2001	50016	Aldehuela de Liestos	502,79	1508
2001	50017	Alfajarín	5753,3	31643
2001	50018	Alfamén	12467,98	87276
2001	50019	Alforque	602,05	1806
2001	50020	Alhama de Aragón	788,59	5126
2001	50021	Almochuel	757,31	5301
2001	50022	Almolda (La)	3022,63	19647
2001	50023	Almonacid de la Cuba	1737,31	10424
2001	50024	Almonacid de la Sierra	7554,43	45327
2001	50025	Almunia de Doña Godina (La)	16712,73	145401
2001	50026	Alpartir	703,05	4570
2001	50027	Ambel	983,05	6390
2001	50028	Anento	670,99	4361
2001	50029	Aniñón	1048,4	3145
2001	50030	Añón de Moncayo	637,64	3188
2001	50031	Aranda de Moncayo	1158,33	4402
2001	50032	Arándiga	1401,04	7005
2001	50033	Ardisa	542,82	3420
2001	50034	Ariza	2185,94	9837
2001	50035	Artieda	464,46	2787
2001	50036	Asín	597,17	3882
2001	50037	Atea	726,01	2178
2001	50038	Ateca	2589,09	16829
2001	50039	Azuara	4659,89	37279
2001	50040	Badules	592	1776
2001	50041	Bagüés	202,57	891
2001	50042	Balconchán	228,82	686
2001	50043	Bárboles	4097,03	20075
2001	50044	Bardallur	2029,52	6089
2001	50045	Belchite	8216,32	53406
2001	50046	Belmonte de Gracián	949,12	2847
2001	50047	Berdejo	130,03	390
2001	50048	Berrueco	198,48	1191
2001	50050	Bijuesca	791,88	4751
2001	50051	Biota	8341,99	58394
2001	50052	Bisimbre	840,86	5466
2001	50053	Boquiñeni	3153,58	14979
2001	50054	Bordalba	684,59	4450
2001	50055	Borja	6258,25	48439
2001	50056	Botorrita	1348,17	8089
2001	50057	Brea de Aragón	192,89	849
2001	50058	Bubierca	731,77	2195
2001	50059	Bujaraloz	3723,05	21221
2001	50060	Bulbuente	873,86	5680
2001	50061	Bureta	544,23	3810
2001	50062	Burgo de Ebro (El)	4985,85	22436
2001	50063	Buste (El)	76,06	228
2001	50064	Cabañas de Ebro	2582,71	15496
2001	50065	Cabolafuente	677,76	3389
2001	50066	Cadrete	737,26	3686
2001	50067	Calatayud	6925,62	34628
2001	50068	Calatorao	8970,49	26911
2001	50069	Calcena	130,63	588
2001	50070	Calmarza	383,62	3069
2001	50071	Campillo de Aragón	642,19	3211
2001	50072	Carenas	272,3	1634
2001	50073	Cariñena	7275,79	21827
2001	50074	Caspe	22725,54	174987
2001	50075	Castejón de Alarba	304,75	914
2001	50076	Castejón de las Armas	227,63	1366
2001	50077	Castejón de Valdejasa	2547,4	16558
2001	50078	Castiliscar	3581,6	25071
2001	50079	Cervera de la Cañada	1170,99	7026
2001	50080	Cerveruela	160,56	482
2001	50081	Cetina	2136,43	6409
2001	50082	Cimballa	642,15	2569
2001	50083	Cinco Olivas	356,59	1070
2001	50084	Clarés de Ribota	321,63	965
2001	50085	Codo	578,62	2314
2001	50086	Codos	586,45	2932
2001	50087	Contamina	494,26	2966
2001	50088	Cosuenda	866,33	5198
2001	50089	Cuarte de Huerva	542,56	2713
2001	50090	Cubel	1047,18	3142
2001	50091	Cuerlas (Las)	871,7	5230
2001	50092	Chiprana	4299,3	12898
2001	50093	Chodes	908,32	2725
2001	50094	Daroca	3059,28	18356
2001	50095	Ejea de los Caballeros	83097,62	465347
2001	50096	Embid de Ariza	724,24	2173
2001	50098	Encinacorba	470,72	1883
2001	50099	Épila	17208,41	115296
2001	50100	Erla	2283,5	14843
2001	50101	Escatrón	2002,72	17223
2001	50102	Fabara	3545,17	17371
2001	50104	Farlete	2277,71	18222
2001	50105	Fayón	546,83	4375
2001	50106	Fayos (Los)	35,69	143
2001	50107	Figueruelas	3491,96	10476
2001	50108	Fombuena	135,6	407
2001	50109	Frago (El)	324,95	1950
2001	50110	Frasno (El)	996,24	5977
2001	50111	Fréscano	1888,02	8968
2001	50113	Fuendejalón	2782,6	12800
2001	50114	Fuendetodos	970,24	7762
2001	50115	Fuentes de Ebro	8413	54685
2001	50116	Fuentes de Jiloca	1092,09	6553
2001	50117	Gallocanta	471,55	2829
2001	50118	Gallur	8055,8	64446
2001	50119	Gelsa	3402,16	29259
2001	50120	Godojos	250,11	750
2001	50121	Gotor	377,42	1887
2001	50122	Grisel	576	2880
2001	50123	Grisén	1598,13	9589
2001	50124	Herrera de los Navarros	2544,69	16540
2001	50125	Ibdes	1757,93	10548
2001	50126	Illueca	362,46	1450
2001	50128	Isuerre	379,45	1138
2001	50129	Jaraba	739,68	5917
2001	50130	Jarque	996,36	3985
2001	50131	Jaulín	1100,36	6052
2001	50132	Joyosa (La)	1843,01	8054
2001	50133	Lagata	742,1	4824
2001	50134	Langa del Castillo	1237,23	3712
2001	50135	Layana	488,57	2589
2001	50136	Lécera	2416,67	19333
2001	50137	Leciñena	4669,2	28015
2001	50138	Lechón	763,26	2671
2001	50139	Letux	1262,74	8208
2001	50140	Litago	540,34	2702
2001	50141	Lituénigo	194,91	780
2001	50142	Lobera de Onsella	423,39	1863
2001	50143	Longares	2257,83	10160
2001	50144	Longás	337,9	1487
2001	50146	Lucena de Jalón	3178,06	15890
2001	50147	Luceni	4889,31	31292
2001	50148	Luesia	2124,12	16993
2001	50149	Luesma	244,19	733
2001	50150	Lumpiaque	1375,55	8941
2001	50151	Luna	16786,14	134289
2001	50152	Maella	5833,28	23333
2001	50153	Magallón	3968,38	27779
2001	50154	Mainar	988,5	2965
2001	50155	Malanquilla	483,05	1449
2001	50156	Maleján	0	0
2001	50157	Malón	898,42	4941
2001	50159	Maluenda	1999,4	9997
2001	50160	Mallén	6647,51	46533
2001	50161	Manchones	691,2	3802
2001	50162	Mara	1039,77	4159
2001	50163	María de Huerva	2007,19	12043
2001	50164	Mediana de Aragón	1753,79	14030
2001	50165	Mequinenza	5224,61	20898
2001	50166	Mesones de Isuela	1004,68	5023
2001	50167	Mezalocha	1805,88	14447
2001	50168	Mianos	388,16	2523
2001	50169	Miedes de Aragón	1576,67	4730
2001	50170	Monegrillo	3770,31	16966
2001	50171	Moneva	864,2	6179
2001	50172	Monreal de Ariza	2575,58	10302
2001	50173	Monterde	1487,72	9670
2001	50174	Montón	899,08	4495
2001	50175	Morata de Jalón	1346	4038
2001	50176	Morata de Jiloca	1199,75	5399
2001	50177	Morés	823,93	3708
2001	50178	Moros	3249,79	19499
2001	50179	Moyuela	1056,13	6865
2001	50180	Mozota	435,91	2398
2001	50181	Muel	2809,88	12644
2001	50182	Muela (La)	3235,48	9706
2001	50183	Munébrega	1030,91	8247
2001	50184	Murero	522,63	2874
2001	50185	Murillo de Gállego	578,53	3471
2001	50186	Navardún	610,42	2686
2001	50187	Nigüella	540,11	2431
2001	50188	Nombrevilla	288,88	1011
2001	50189	Nonaspe	2306,43	17068
2001	50190	Novallas	2284,45	14849
2001	50191	Novillas	8114,34	43006
2001	50192	Nuévalos	580,1	1740
2001	50193	Nuez de Ebro	2010,37	11057
2001	50194	Olvés	441,71	2209
2001	50195	Orcajo	240,67	722
2001	50196	Orera	313,53	941
2001	50197	Orés	884,25	5748
2001	50198	Oseja	53,81	188
2001	50199	Osera de Ebro	4137,53	22343
2001	50200	Paniza	1171,4	6677
2001	50201	Paracuellos de Jiloca	1745,63	11347
2001	50202	Paracuellos de la Ribera	512,07	3072
2001	50203	Pastriz	4515,16	27091
2001	50204	Pedrola	7068,79	35344
2001	50205	Pedrosas (Las)	833,21	5416
2001	50206	Perdiguera	2794,92	16769
2001	50207	Piedratajada	1111,5	4446
2001	50208	Pina de Ebro	20085,86	130558
2001	50209	Pinseque	4097,32	22535
2001	50210	Pintanos (Los)	642,94	1929
2001	50211	Plasencia de Jalón	2487,61	12438
2001	50212	Pleitas	785,76	5272
2001	50213	Plenas	712,32	4630
2001	50214	Pomer	137,78	413
2001	50215	Pozuel de Ariza	419,65	2728
2001	50216	Pozuelo de Aragón	939,57	4698
2001	50217	Pradilla de Ebro	2262,55	19458
2001	50218	Puebla de Albortón	1082,83	3248
2001	50219	Puebla de Alfindén (La)	2600,33	12482
2001	50220	Puendeluna	340,14	2143
2001	50221	Purujosa	90,82	272
2001	50222	Quinto	11416,26	45665
2001	50223	Remolinos	1473,12	11785
2001	50224	Retascón	727,76	2547
2001	50225	Ricla	9985,57	44935
2001	50227	Romanos	776,41	2329
2001	50228	Rueda de Jalón	6079,5	30397
2001	50229	Ruesca	266,49	799
2001	50230	Sádaba	15860,42	97066
2001	50231	Salillas de Jalón	1050,53	5253
2001	50232	Salvatierra de Esca	656,44	4267
2001	50233	Samper del Salz	377,12	2451
2001	50234	San Martín de la Virgen de Moncayo	160,15	1041
2001	50235	San Mateo de Gállego	4233,68	33869
2001	50236	Santa Cruz de Grío	193,41	1257
2001	50237	Santa Cruz de Moncayo	273,79	958
2001	50238	Santa Eulalia de Gállego	305,85	1835
2001	50239	Santed	387,11	2323
2001	50240	Sástago	7937,43	36512
2001	50241	Saviñán	1247,15	9229
2001	50242	Sediles	78,32	470
2001	50243	Sestrica	475,54	2140
2001	50244	Sierra de Luna	2208,7	17670
2001	50245	Sigüés	1093,81	7110
2001	50246	Sisamón	602,71	1808
2001	50247	Sobradiel	2834,17	11337
