Año	Municipio código	Municipio nombre	Rústica   Base imponible (miles de euros)	Rústica   Cuota (euros)
2002	50262	Torres de Berrellén	6796	31262
2002	50263	Torrijo de la Cañada	1510	7550
2002	50264	Tosos	1409	8454
2002	50265	Trasmoz	919	2757
2002	50266	Trasobares	486	3159
2002	50267	Uncastillo	5167	41336
2002	50268	Undués de Lerda	561	2468
2002	50269	Urrea de Jalón	2193	12062
2002	50270	Urriés	625	1875
2002	50271	Used	2613	7839
2002	50272	Utebo	4159	15388
2002	50273	Valdehorna	67	201
2002	50274	Val de San Martín	324	972
2002	50275	Valmadrid	459	1377
2002	50276	Valpalmas	1507	9796
2002	50277	Valtorres	10	60
2002	50278	Velilla de Ebro	1835	11928
2002	50279	Velilla de Jiloca	933	3732
2002	50280	Vera de Moncayo	1852	6482
2002	50281	Vierlas	691	3801
2002	50282	Vilueña (La)	307	1842
2002	50283	Villadoz	705	2115
2002	50284	Villafeliche	730	3285
2002	50285	Villafranca de Ebro	3072	13517
2002	50286	Villalba de Perejil	547	1641
2002	50287	Villalengua	1640	9840
2002	50288	Villanueva de Gállego	5448	26804
2002	50289	Villanueva de Jiloca	302	906
2002	50290	Villanueva de Huerva	1777	8885
2002	50291	Villar de los Navarros	1297	10376
2002	50292	Villarreal de Huerva	761	2283
2002	50293	Villarroya de la Sierra	2061	12366
2002	50294	Villarroya del Campo	706	2118
2002	50295	Vistabella	122	671
2002	50296	Zaida (La)	1056	6864
2002	50297	Zaragoza	72574	508018
2002	50298	Zuera	18119	77912
2002	50901	Biel	765	4590
2002	50902	Marracos	1305	5873
