Año	Residencia CCAA nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2000	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	64126
2000	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	40137
2000	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13221
2000	Aragón	65 y más	Mujeres	4 - Distinta CA	26033
2000	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	950
2001	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	57300
2001	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	15845
2001	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	2281
2001	Aragón	0 a 15	Hombres	4 - Distinta CA	4938
2001	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	1738
2001	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	54675
2001	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	14888
2001	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	2126
2001	Aragón	0 a 15	Mujeres	4 - Distinta CA	4693
2001	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	1582
2001	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	203595
2001	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	85756
2001	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	24133
2001	Aragón	16 a 64	Hombres	4 - Distinta CA	67047
2001	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	16626
2001	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	186419
2001	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	88930
2001	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	25458
2001	Aragón	16 a 64	Mujeres	4 - Distinta CA	67692
2001	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	12844
2001	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	56079
2001	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27168
2001	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9488
2001	Aragón	65 y más	Hombres	4 - Distinta CA	19042
2001	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	770
2001	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	65049
2001	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	40673
2001	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13489
2001	Aragón	65 y más	Mujeres	4 - Distinta CA	26667
2001	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1026
2002	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	58230
2002	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	14940
2002	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	2151
2002	Aragón	0 a 15	Hombres	4 - Distinta CA	4751
2002	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	3072
2002	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	55714
2002	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	14024
2002	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	2016
2002	Aragón	0 a 15	Mujeres	4 - Distinta CA	4560
2002	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	2958
2002	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	202520
2002	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	86174
2002	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	23891
2002	Aragón	16 a 64	Hombres	4 - Distinta CA	66911
2002	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	26217
2002	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	185586
2002	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	88520
2002	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	25162
2002	Aragón	16 a 64	Mujeres	4 - Distinta CA	67298
2002	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	19320
2002	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	56247
2002	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27308
2002	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9634
2002	Aragón	65 y más	Hombres	4 - Distinta CA	19438
2002	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	841
2002	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	65186
2002	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	41023
2002	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13771
2002	Aragón	65 y más	Mujeres	4 - Distinta CA	27252
2002	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1169
2003	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	59402
2003	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	14060
2003	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	2031
2003	Aragón	0 a 15	Hombres	4 - Distinta CA	4759
2003	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	4553
2003	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	56509
2003	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	13330
2003	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1943
2003	Aragón	0 a 15	Mujeres	4 - Distinta CA	4480
2003	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	4559
2003	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	200206
2003	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	86762
2003	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	23782
2003	Aragón	16 a 64	Hombres	4 - Distinta CA	66835
2003	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	34070
2003	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	184088
2003	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	88549
2003	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	25093
2003	Aragón	16 a 64	Mujeres	4 - Distinta CA	67034
2003	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	25585
2003	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	55902
2003	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27382
2003	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9825
2003	Aragón	65 y más	Hombres	4 - Distinta CA	19711
2003	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	930
2003	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	64788
2003	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	41126
2003	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13884
2003	Aragón	65 y más	Mujeres	4 - Distinta CA	27614
2003	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1298
2004	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	61018
2004	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	13284
2004	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1906
2004	Aragón	0 a 15	Hombres	4 - Distinta CA	4639
2004	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	5742
2004	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	57701
2004	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	12548
2004	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1852
2004	Aragón	0 a 15	Mujeres	4 - Distinta CA	4371
2004	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	5648
2004	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	200793
2004	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	87955
2004	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	23916
2004	Aragón	16 a 64	Hombres	4 - Distinta CA	67371
2004	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	40816
2004	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	184803
2004	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	89152
2004	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	25141
2004	Aragón	16 a 64	Mujeres	4 - Distinta CA	67219
2004	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	31673
2004	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	55299
2004	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27211
2004	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9791
2004	Aragón	65 y más	Hombres	4 - Distinta CA	20107
2004	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1026
2004	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	64207
2004	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	40996
2004	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13863
2004	Aragón	65 y más	Mujeres	4 - Distinta CA	28069
2004	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1467
2005	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	62667
2005	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	12548
2005	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1799
2005	Aragón	0 a 15	Hombres	4 - Distinta CA	4577
2005	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	6718
2005	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	59323
2005	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	11682
2005	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1700
2005	Aragón	0 a 15	Mujeres	4 - Distinta CA	4315
2005	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	6642
2005	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	200153
2005	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	88930
2005	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	23955
2005	Aragón	16 a 64	Hombres	4 - Distinta CA	67928
2005	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	50438
2005	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	184609
2005	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	89484
2005	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	25171
2005	Aragón	16 a 64	Mujeres	4 - Distinta CA	67408
2005	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	38607
2005	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54626
2005	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	26906
2005	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9648
2005	Aragón	65 y más	Hombres	4 - Distinta CA	20079
2005	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1176
2005	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63458
2005	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	40722
2005	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13824
2005	Aragón	65 y más	Mujeres	4 - Distinta CA	28282
2005	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1652
2006	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	63981
2006	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	11829
2006	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1660
2006	Aragón	0 a 15	Hombres	4 - Distinta CA	4617
2006	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	7504
2006	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	60484
2006	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	11081
2006	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1613
2006	Aragón	0 a 15	Mujeres	4 - Distinta CA	4241
2006	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	7311
2006	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	198598
2006	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	89691
2006	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	23771
2006	Aragón	16 a 64	Hombres	4 - Distinta CA	67891
2006	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	54003
2006	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	183389
2006	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	89529
2006	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	24885
2006	Aragón	16 a 64	Mujeres	4 - Distinta CA	67236
2006	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	42642
2006	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54565
2006	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	26979
2006	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9733
2006	Aragón	65 y más	Hombres	4 - Distinta CA	20637
2006	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1200
2006	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63435
2006	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	40742
2006	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13833
2006	Aragón	65 y más	Mujeres	4 - Distinta CA	28740
2006	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1651
2007	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	65667
2007	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	11365
2007	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1619
2007	Aragón	0 a 15	Hombres	4 - Distinta CA	4627
2007	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	8596
2007	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	61991
2007	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10778
2007	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1549
2007	Aragón	0 a 15	Mujeres	4 - Distinta CA	4311
2007	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	8378
2007	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	196316
2007	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	91243
2007	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	23611
2007	Aragón	16 a 64	Hombres	4 - Distinta CA	68011
2007	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	62803
2007	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	181357
2007	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	90498
2007	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	24749
2007	Aragón	16 a 64	Mujeres	4 - Distinta CA	67203
2007	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	50568
2007	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54001
2007	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27159
2007	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9766
2007	Aragón	65 y más	Hombres	4 - Distinta CA	20869
2007	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1343
2007	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	62845
2007	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	40912
2007	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13889
2007	Aragón	65 y más	Mujeres	4 - Distinta CA	28800
2007	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1831
2008	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	67826
2008	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	10965
2008	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1551
2008	Aragón	0 a 15	Hombres	4 - Distinta CA	4653
2008	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	10397
2008	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63869
2008	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10315
2008	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1499
2008	Aragón	0 a 15	Mujeres	4 - Distinta CA	4389
2008	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	9961
2008	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	194247
2008	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	91361
2008	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	23288
2008	Aragón	16 a 64	Hombres	4 - Distinta CA	67701
2008	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	78973
2008	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	179993
2008	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	90250
2008	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	24469
2008	Aragón	16 a 64	Mujeres	4 - Distinta CA	67036
2008	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	62104
2008	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	53695
2008	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27193
2008	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	9857
2008	Aragón	65 y más	Hombres	4 - Distinta CA	21259
2008	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1437
2008	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	62488
2008	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	40868
2008	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	13944
2008	Aragón	65 y más	Mujeres	4 - Distinta CA	29340
2008	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	1990
2009	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	70338
2009	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	10600
2009	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1507
2009	Aragón	0 a 15	Hombres	4 - Distinta CA	4650
2009	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	11239
2009	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	66059
2009	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10099
2009	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1475
2009	Aragón	0 a 15	Mujeres	4 - Distinta CA	4340
2009	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	10735
2009	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	192938
2009	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	91349
2009	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	22836
2009	Aragón	16 a 64	Hombres	4 - Distinta CA	66952
2009	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	87302
2009	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	179458
2009	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	89925
2009	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	24168
2009	Aragón	16 a 64	Mujeres	4 - Distinta CA	66544
2009	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	68949
2009	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	53619
2009	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27278
2009	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10006
2009	Aragón	65 y más	Hombres	4 - Distinta CA	21660
2009	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1545
