Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Temporalidad	Duración contrato * 1.00 / Número de contratos	Días duración contrato	Número de contratos	Duración contrato	CCAA nombre
Enero 2012	201201	Enero	2012	2	Industria y energía	Hombres	Temporal	162,945454545454545454545454545454545455	1	1155	188202	Aragón
Enero 2012	201201	Enero	2012	2	Industria y energía	Mujeres	Temporal	0	0	256	0	Aragón
Enero 2012	201201	Enero	2012	2	Industria y energía	Mujeres	Temporal	64,527050610820244328097731239092495637	1	573	36974	Aragón
Enero 2012	201201	Enero	2012	3	Construcción	Hombres	Temporal	0	0	1185	0	Aragón
Enero 2012	201201	Enero	2012	3	Construcción	Hombres	Temporal	137,316602316602316602316602316602316602	1	259	35565	Aragón
Enero 2012	201201	Enero	2012	3	Construcción	Mujeres	Temporal	0	0	31	0	Aragón
Enero 2012	201201	Enero	2012	3	Construcción	Mujeres	Temporal	146,361111111111111111111111111111111111	1	36	5269	Aragón
Enero 2012	201201	Enero	2012	4	Servicios	Hombres	Temporal	0	0	2758	0	Aragón
Enero 2012	201201	Enero	2012	4	Servicios	Hombres	Temporal	56,90124524386025596679349705984088550675	1	5782	329003	Aragón
Enero 2012	201201	Enero	2012	4	Servicios	Mujeres	Temporal	0	0	3936	0	Aragón
Enero 2012	201201	Enero	2012	4	Servicios	Mujeres	Temporal	59,81684747925973197192086790044671346522	1	6268	374932	Aragón
Diciembre 2011	201112	Diciembre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	739	0	Aragón
Diciembre 2011	201112	Diciembre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	42,8452380952380952380952380952380952381	1	420	17995	Aragón
Diciembre 2011	201112	Diciembre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	94	0	Aragón
Diciembre 2011	201112	Diciembre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	34,13157894736842105263157894736842105263	1	76	2594	Aragón
Diciembre 2011	201112	Diciembre	2011	2	Industria y energía	Hombres	Temporal	0	0	438	0	Aragón
Diciembre 2011	201112	Diciembre	2011	2	Industria y energía	Hombres	Temporal	177,751025991792065663474692202462380301	1	731	129936	Aragón
Diciembre 2011	201112	Diciembre	2011	2	Industria y energía	Mujeres	Temporal	0	0	143	0	Aragón
Diciembre 2011	201112	Diciembre	2011	2	Industria y energía	Mujeres	Temporal	87,76519337016574585635359116022099447514	1	362	31771	Aragón
Diciembre 2011	201112	Diciembre	2011	3	Construcción	Hombres	Temporal	0	0	950	0	Aragón
Diciembre 2011	201112	Diciembre	2011	3	Construcción	Hombres	Temporal	95,44700460829493087557603686635944700461	1	217	20712	Aragón
Diciembre 2011	201112	Diciembre	2011	3	Construcción	Mujeres	Temporal	0	0	14	0	Aragón
Diciembre 2011	201112	Diciembre	2011	3	Construcción	Mujeres	Temporal	145,392857142857142857142857142857142857	1	28	4071	Aragón
Diciembre 2011	201112	Diciembre	2011	4	Servicios	Hombres	Temporal	0	0	2696	0	Aragón
Diciembre 2011	201112	Diciembre	2011	4	Servicios	Hombres	Temporal	55,88830624016780283167278447823807026744	1	5721	319737	Aragón
Diciembre 2011	201112	Diciembre	2011	4	Servicios	Mujeres	Temporal	0	0	3615	0	Aragón
Diciembre 2011	201112	Diciembre	2011	4	Servicios	Mujeres	Temporal	46,57010147205945405173645848220665999714	1	6997	325851	Aragón
Noviembre 2011	201111	Noviembre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1036	0	Aragón
Noviembre 2011	201111	Noviembre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	46,64107883817427385892116182572614107884	1	482	22481	Aragón
Noviembre 2011	201111	Noviembre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	155	0	Aragón
Noviembre 2011	201111	Noviembre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	32,44864864864864864864864864864864864865	1	185	6003	Aragón
Noviembre 2011	201111	Noviembre	2011	2	Industria y energía	Hombres	Temporal	0	0	628	0	Aragón
Noviembre 2011	201111	Noviembre	2011	2	Industria y energía	Hombres	Temporal	148,723046488625123639960435212660731949	1	1011	150359	Aragón
Noviembre 2011	201111	Noviembre	2011	2	Industria y energía	Mujeres	Temporal	0	0	253	0	Aragón
Noviembre 2011	201111	Noviembre	2011	2	Industria y energía	Mujeres	Temporal	77,21106557377049180327868852459016393443	1	488	37679	Aragón
Noviembre 2011	201111	Noviembre	2011	3	Construcción	Hombres	Temporal	0	0	1643	0	Aragón
Noviembre 2011	201111	Noviembre	2011	3	Construcción	Hombres	Temporal	101,013623978201634877384196185286103542	1	367	37072	Aragón
Noviembre 2011	201111	Noviembre	2011	3	Construcción	Mujeres	Temporal	0	0	44	0	Aragón
Noviembre 2011	201111	Noviembre	2011	3	Construcción	Mujeres	Temporal	137	1	35	4795	Aragón
Noviembre 2011	201111	Noviembre	2011	4	Servicios	Hombres	Temporal	0	0	3176	0	Aragón
Noviembre 2011	201111	Noviembre	2011	4	Servicios	Hombres	Temporal	55,99298417360091368901941589166258769783	1	6129	343181	Aragón
Noviembre 2011	201111	Noviembre	2011	4	Servicios	Mujeres	Temporal	0	0	4083	0	Aragón
Noviembre 2011	201111	Noviembre	2011	4	Servicios	Mujeres	Temporal	53,75098814229249011857707509881422924901	1	7337	394371	Aragón
Octubre 2011	201110	Octubre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	767	0	Aragón
Octubre 2011	201110	Octubre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	40,52436647173489278752436647173489278752	1	513	20789	Aragón
Octubre 2011	201110	Octubre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	144	0	Aragón
Octubre 2011	201110	Octubre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	35,31838565022421524663677130044843049327	1	223	7876	Aragón
Octubre 2011	201110	Octubre	2011	2	Industria y energía	Hombres	Temporal	0	0	682	0	Aragón
Octubre 2011	201110	Octubre	2011	2	Industria y energía	Hombres	Temporal	136,807829181494661921708185053380782918	1	843	115329	Aragón
Octubre 2011	201110	Octubre	2011	2	Industria y energía	Mujeres	Temporal	0	0	257	0	Aragón
Octubre 2011	201110	Octubre	2011	2	Industria y energía	Mujeres	Temporal	95,85028248587570621468926553672316384181	1	354	33931	Aragón
Octubre 2011	201110	Octubre	2011	3	Construcción	Hombres	Temporal	0	0	1564	0	Aragón
Octubre 2011	201110	Octubre	2011	3	Construcción	Hombres	Temporal	124,900584795321637426900584795321637427	1	342	42716	Aragón
Octubre 2011	201110	Octubre	2011	3	Construcción	Mujeres	Temporal	0	0	33	0	Aragón
Octubre 2011	201110	Octubre	2011	3	Construcción	Mujeres	Temporal	109,175	1	40	4367	Aragón
Octubre 2011	201110	Octubre	2011	4	Servicios	Hombres	Temporal	0	0	3978	0	Aragón
Octubre 2011	201110	Octubre	2011	4	Servicios	Hombres	Temporal	56,06713399838231329199245079536263143705	1	7418	415906	Aragón
Octubre 2011	201110	Octubre	2011	4	Servicios	Mujeres	Temporal	0	0	5636	0	Aragón
Octubre 2011	201110	Octubre	2011	4	Servicios	Mujeres	Temporal	58,47763634240336330725213126240803456732	1	8563	500744	Aragón
Septiembre 2011	201109	Septiembre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2592	0	Aragón
Septiembre 2011	201109	Septiembre	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	29,19593345656192236598890942698706099815	1	1082	31590	Aragón
Septiembre 2011	201109	Septiembre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	558	0	Aragón
Septiembre 2011	201109	Septiembre	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	30,82388059701492537313432835820895522388	1	335	10326	Aragón
Septiembre 2011	201109	Septiembre	2011	2	Industria y energía	Hombres	Temporal	0	0	890	0	Aragón
Septiembre 2011	201109	Septiembre	2011	2	Industria y energía	Hombres	Temporal	147,522887323943661971830985915492957746	1	1136	167586	Aragón
Septiembre 2011	201109	Septiembre	2011	2	Industria y energía	Mujeres	Temporal	0	0	400	0	Aragón
Septiembre 2011	201109	Septiembre	2011	2	Industria y energía	Mujeres	Temporal	81,24448897795591182364729458917835671343	1	499	40541	Aragón
Septiembre 2011	201109	Septiembre	2011	3	Construcción	Hombres	Temporal	0	0	1902	0	Aragón
Septiembre 2011	201109	Septiembre	2011	3	Construcción	Hombres	Temporal	113,598503740648379052369077306733167082	1	401	45553	Aragón
Septiembre 2011	201109	Septiembre	2011	3	Construcción	Mujeres	Temporal	0	0	36	0	Aragón
Septiembre 2011	201109	Septiembre	2011	3	Construcción	Mujeres	Temporal	118,568965517241379310344827586206896552	1	58	6877	Aragón
Septiembre 2011	201109	Septiembre	2011	4	Servicios	Hombres	Temporal	0	0	3923	0	Aragón
Septiembre 2011	201109	Septiembre	2011	4	Servicios	Hombres	Temporal	60,13896390866683034618217530076110974712	1	8146	489892	Aragón
Septiembre 2011	201109	Septiembre	2011	4	Servicios	Mujeres	Temporal	0	0	5524	0	Aragón
Septiembre 2011	201109	Septiembre	2011	4	Servicios	Mujeres	Temporal	73,32772647317502198768689533861037818821	1	9096	666989	Aragón
Agosto 2011	201108	Agosto	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2876	0	Aragón
Agosto 2011	201108	Agosto	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	23,85697329376854599406528189910979228487	1	1685	40199	Aragón
Agosto 2011	201108	Agosto	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	672	0	Aragón
Agosto 2011	201108	Agosto	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	24,07849829351535836177474402730375426621	1	586	14110	Aragón
Agosto 2011	201108	Agosto	2011	2	Industria y energía	Hombres	Temporal	0	0	593	0	Aragón
Agosto 2011	201108	Agosto	2011	2	Industria y energía	Hombres	Temporal	108,142372881355932203389830508474576271	1	885	95706	Aragón
Agosto 2011	201108	Agosto	2011	2	Industria y energía	Mujeres	Temporal	0	0	332	0	Aragón
Agosto 2011	201108	Agosto	2011	2	Industria y energía	Mujeres	Temporal	54,07785888077858880778588807785888077859	1	411	22226	Aragón
Agosto 2011	201108	Agosto	2011	3	Construcción	Hombres	Temporal	0	0	1703	0	Aragón
Agosto 2011	201108	Agosto	2011	3	Construcción	Hombres	Temporal	82,76876876876876876876876876876876876877	1	333	27562	Aragón
Agosto 2011	201108	Agosto	2011	3	Construcción	Mujeres	Temporal	0	0	33	0	Aragón
Agosto 2011	201108	Agosto	2011	3	Construcción	Mujeres	Temporal	96,26470588235294117647058823529411764706	1	34	3273	Aragón
Agosto 2011	201108	Agosto	2011	4	Servicios	Hombres	Temporal	0	0	3314	0	Aragón
Agosto 2011	201108	Agosto	2011	4	Servicios	Hombres	Temporal	38,68806841319397312338808198724039636216	1	7367	285015	Aragón
Agosto 2011	201108	Agosto	2011	4	Servicios	Mujeres	Temporal	0	0	3786	0	Aragón
Agosto 2011	201108	Agosto	2011	4	Servicios	Mujeres	Temporal	43,77835852521542590761406978386777793474	1	7079	309907	Aragón
Julio 2011	201107	Julio	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2131	0	Aragón
Julio 2011	201107	Julio	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	30,01909722222222222222222222222222222222	1	1152	34582	Aragón
Julio 2011	201107	Julio	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	659	0	Aragón
Julio 2011	201107	Julio	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	28,88164251207729468599033816425120772947	1	414	11957	Aragón
Julio 2011	201107	Julio	2011	2	Industria y energía	Hombres	Temporal	0	0	638	0	Aragón
Julio 2011	201107	Julio	2011	2	Industria y energía	Hombres	Temporal	111,392979452054794520547945205479452055	1	1168	130107	Aragón
Julio 2011	201107	Julio	2011	2	Industria y energía	Mujeres	Temporal	0	0	244	0	Aragón
Julio 2011	201107	Julio	2011	2	Industria y energía	Mujeres	Temporal	76,78260869565217391304347826086956521739	1	529	40618	Aragón
Julio 2011	201107	Julio	2011	3	Construcción	Hombres	Temporal	0	0	1900	0	Aragón
Julio 2011	201107	Julio	2011	3	Construcción	Hombres	Temporal	101,897435897435897435897435897435897436	1	468	47688	Aragón
Julio 2011	201107	Julio	2011	3	Construcción	Mujeres	Temporal	0	0	47	0	Aragón
Julio 2011	201107	Julio	2011	3	Construcción	Mujeres	Temporal	114,610169491525423728813559322033898305	1	59	6762	Aragón
Julio 2011	201107	Julio	2011	4	Servicios	Hombres	Temporal	0	0	3879	0	Aragón
Julio 2011	201107	Julio	2011	4	Servicios	Hombres	Temporal	49,21934430054836075137090187842725469607	1	8571	421859	Aragón
Julio 2011	201107	Julio	2011	4	Servicios	Mujeres	Temporal	0	0	4843	0	Aragón
Julio 2011	201107	Julio	2011	4	Servicios	Mujeres	Temporal	49,06684328510291420419808436926839209293	1	9814	481542	Aragón
Junio 2011	201106	Junio	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	3872	0	Aragón
Junio 2011	201106	Junio	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	31,11713191023535851122058018609742747674	1	1827	56851	Aragón
Junio 2011	201106	Junio	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1494	0	Aragón
Junio 2011	201106	Junio	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	30,75317604355716878402903811252268602541	1	551	16945	Aragón
Junio 2011	201106	Junio	2011	2	Industria y energía	Hombres	Temporal	0	0	758	0	Aragón
Junio 2011	201106	Junio	2011	2	Industria y energía	Hombres	Temporal	138,536382536382536382536382536382536383	1	962	133272	Aragón
Junio 2011	201106	Junio	2011	2	Industria y energía	Mujeres	Temporal	0	0	261	0	Aragón
Junio 2011	201106	Junio	2011	2	Industria y energía	Mujeres	Temporal	83,48477157360406091370558375634517766497	1	394	32893	Aragón
Junio 2011	201106	Junio	2011	3	Construcción	Hombres	Temporal	0	0	1792	0	Aragón
Junio 2011	201106	Junio	2011	3	Construcción	Hombres	Temporal	90,07283464566929133858267716535433070866	1	508	45757	Aragón
Junio 2011	201106	Junio	2011	3	Construcción	Mujeres	Temporal	0	0	56	0	Aragón
Junio 2011	201106	Junio	2011	3	Construcción	Mujeres	Temporal	117,08	1	50	5854	Aragón
Junio 2011	201106	Junio	2011	4	Servicios	Hombres	Temporal	0	0	3912	0	Aragón
Junio 2011	201106	Junio	2011	4	Servicios	Hombres	Temporal	50,88593481989708404802744425385934819897	1	8162	415331	Aragón
Junio 2011	201106	Junio	2011	4	Servicios	Mujeres	Temporal	0	0	5124	0	Aragón
Junio 2011	201106	Junio	2011	4	Servicios	Mujeres	Temporal	46,30025920165889061689994815966822187662	1	9645	446566	Aragón
Mayo 2011	201105	Mayo	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	5579	0	Aragón
Mayo 2011	201105	Mayo	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	40,88189533239038189533239038189533239038	1	1414	57807	Aragón
Mayo 2011	201105	Mayo	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	2264	0	Aragón
Mayo 2011	201105	Mayo	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	36,58093525179856115107913669064748201439	1	556	20339	Aragón
Mayo 2011	201105	Mayo	2011	2	Industria y energía	Hombres	Temporal	0	0	768	0	Aragón
Mayo 2011	201105	Mayo	2011	2	Industria y energía	Hombres	Temporal	168,752834467120181405895691609977324263	1	882	148840	Aragón
Mayo 2011	201105	Mayo	2011	2	Industria y energía	Mujeres	Temporal	0	0	408	0	Aragón
Mayo 2011	201105	Mayo	2011	2	Industria y energía	Mujeres	Temporal	81,99732620320855614973262032085561497326	1	374	30667	Aragón
Mayo 2011	201105	Mayo	2011	3	Construcción	Hombres	Temporal	0	0	1690	0	Aragón
Mayo 2011	201105	Mayo	2011	3	Construcción	Hombres	Temporal	110,466377440347071583514099783080260304	1	461	50925	Aragón
Mayo 2011	201105	Mayo	2011	3	Construcción	Mujeres	Temporal	0	0	44	0	Aragón
Mayo 2011	201105	Mayo	2011	3	Construcción	Mujeres	Temporal	131,14	1	50	6557	Aragón
Mayo 2011	201105	Mayo	2011	4	Servicios	Hombres	Temporal	0	0	3684	0	Aragón
Mayo 2011	201105	Mayo	2011	4	Servicios	Hombres	Temporal	53,52944175375987764465969920978842722406	1	7846	419992	Aragón
Mayo 2011	201105	Mayo	2011	4	Servicios	Mujeres	Temporal	0	0	4643	0	Aragón
Mayo 2011	201105	Mayo	2011	4	Servicios	Mujeres	Temporal	43,5748531139835487661574618096357226792	1	8510	370822	Aragón
Abril 2011	201104	Abril	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2021	0	Aragón
Abril 2011	201104	Abril	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	49,87458193979933110367892976588628762542	1	598	29825	Aragón
Abril 2011	201104	Abril	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	487	0	Aragón
Abril 2011	201104	Abril	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	23,87854251012145748987854251012145748988	1	247	5898	Aragón
Abril 2011	201104	Abril	2011	2	Industria y energía	Hombres	Temporal	0	0	650	0	Aragón
Abril 2011	201104	Abril	2011	2	Industria y energía	Hombres	Temporal	166,981182795698924731182795698924731183	1	744	124234	Aragón
Abril 2011	201104	Abril	2011	2	Industria y energía	Mujeres	Temporal	0	0	213	0	Aragón
Abril 2011	201104	Abril	2011	2	Industria y energía	Mujeres	Temporal	79,45268542199488491048593350383631713555	1	391	31066	Aragón
Abril 2011	201104	Abril	2011	3	Construcción	Hombres	Temporal	0	0	1415	0	Aragón
Abril 2011	201104	Abril	2011	3	Construcción	Hombres	Temporal	111,987341772151898734177215189873417722	1	316	35388	Aragón
Abril 2011	201104	Abril	2011	3	Construcción	Mujeres	Temporal	0	0	39	0	Aragón
Abril 2011	201104	Abril	2011	3	Construcción	Mujeres	Temporal	165,974358974358974358974358974358974359	1	39	6473	Aragón
Abril 2011	201104	Abril	2011	4	Servicios	Hombres	Temporal	0	0	2605	0	Aragón
Abril 2011	201104	Abril	2011	4	Servicios	Hombres	Temporal	57,30452889120249869859448204060385216033	1	5763	330246	Aragón
Abril 2011	201104	Abril	2011	4	Servicios	Mujeres	Temporal	0	0	3533	0	Aragón
Abril 2011	201104	Abril	2011	4	Servicios	Mujeres	Temporal	50,92994644666377189173541757128383268201	1	6909	351875	Aragón
Marzo 2011	201103	Marzo	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	799	0	Aragón
Marzo 2011	201103	Marzo	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	52,74736842105263157894736842105263157895	1	475	25055	Aragón
Marzo 2011	201103	Marzo	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	157	0	Aragón
Marzo 2011	201103	Marzo	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	29,03045685279187817258883248730964467005	1	197	5719	Aragón
Marzo 2011	201103	Marzo	2011	2	Industria y energía	Hombres	Temporal	0	0	702	0	Aragón
Marzo 2011	201103	Marzo	2011	2	Industria y energía	Hombres	Temporal	190,060141509433962264150943396226415094	1	848	161171	Aragón
Marzo 2011	201103	Marzo	2011	2	Industria y energía	Mujeres	Temporal	0	0	242	0	Aragón
Marzo 2011	201103	Marzo	2011	2	Industria y energía	Mujeres	Temporal	91,2431610942249240121580547112462006079	1	329	30019	Aragón
Marzo 2011	201103	Marzo	2011	3	Construcción	Hombres	Temporal	0	0	1885	0	Aragón
Marzo 2011	201103	Marzo	2011	3	Construcción	Hombres	Temporal	114,52956989247311827956989247311827957	1	372	42605	Aragón
Marzo 2011	201103	Marzo	2011	3	Construcción	Mujeres	Temporal	0	0	49	0	Aragón
Marzo 2011	201103	Marzo	2011	3	Construcción	Mujeres	Temporal	140,458333333333333333333333333333333333	1	48	6742	Aragón
Marzo 2011	201103	Marzo	2011	4	Servicios	Hombres	Temporal	0	0	2642	0	Aragón
Marzo 2011	201103	Marzo	2011	4	Servicios	Hombres	Temporal	58,32196019401237665161398227128282321458	1	5979	348707	Aragón
Marzo 2011	201103	Marzo	2011	4	Servicios	Mujeres	Temporal	0	0	3753	0	Aragón
Marzo 2011	201103	Marzo	2011	4	Servicios	Mujeres	Temporal	51,65486984498391342497806376133372331091	1	6838	353216	Aragón
Febrero 2011	201102	Febrero	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	574	0	Aragón
Febrero 2011	201102	Febrero	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	55,77506775067750677506775067750677506775	1	369	20581	Aragón
Febrero 2011	201102	Febrero	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	59	0	Aragón
Febrero 2011	201102	Febrero	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	32,68421052631578947368421052631578947368	1	95	3105	Aragón
Febrero 2011	201102	Febrero	2011	2	Industria y energía	Hombres	Temporal	0	0	689	0	Aragón
Febrero 2011	201102	Febrero	2011	2	Industria y energía	Hombres	Temporal	153,36328626444159178433889602053915276	1	779	119470	Aragón
Febrero 2011	201102	Febrero	2011	2	Industria y energía	Mujeres	Temporal	0	0	235	0	Aragón
Febrero 2011	201102	Febrero	2011	2	Industria y energía	Mujeres	Temporal	84,87405541561712846347607052896725440806	1	397	33695	Aragón
Febrero 2011	201102	Febrero	2011	3	Construcción	Hombres	Temporal	0	0	1763	0	Aragón
Febrero 2011	201102	Febrero	2011	3	Construcción	Hombres	Temporal	146,083916083916083916083916083916083916	1	286	41780	Aragón
Febrero 2011	201102	Febrero	2011	3	Construcción	Mujeres	Temporal	0	0	43	0	Aragón
Febrero 2011	201102	Febrero	2011	3	Construcción	Mujeres	Temporal	175,192307692307692307692307692307692308	1	52	9110	Aragón
Febrero 2011	201102	Febrero	2011	4	Servicios	Hombres	Temporal	0	0	2404	0	Aragón
Febrero 2011	201102	Febrero	2011	4	Servicios	Hombres	Temporal	63,62933333333333333333333333333333333333	1	4875	310193	Aragón
Febrero 2011	201102	Febrero	2011	4	Servicios	Mujeres	Temporal	0	0	3668	0	Aragón
Febrero 2011	201102	Febrero	2011	4	Servicios	Mujeres	Temporal	56,30190373563218390804597701149425287356	1	5568	313489	Aragón
Enero 2011	201101	Enero	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	700	0	Aragón
Enero 2011	201101	Enero	2011	1	Agricultura, ganadería y pesca	Hombres	Temporal	59,16873449131513647642679900744416873449	1	403	23845	Aragón
Enero 2011	201101	Enero	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	108	0	Aragón
Enero 2011	201101	Enero	2011	1	Agricultura, ganadería y pesca	Mujeres	Temporal	47,52873563218390804597701149425287356322	1	87	4135	Aragón
Enero 2011	201101	Enero	2011	2	Industria y energía	Hombres	Temporal	0	0	656	0	Aragón
Enero 2011	201101	Enero	2011	2	Industria y energía	Hombres	Temporal	205,947768281101614434947768281101614435	1	1053	216863	Aragón
Enero 2011	201101	Enero	2011	2	Industria y energía	Mujeres	Temporal	0	0	282	0	Aragón
Enero 2011	201101	Enero	2011	2	Industria y energía	Mujeres	Temporal	87,4714912280701754385964912280701754386	1	456	39887	Aragón
Enero 2011	201101	Enero	2011	3	Construcción	Hombres	Temporal	0	0	1675	0	Aragón
Enero 2011	201101	Enero	2011	3	Construcción	Hombres	Temporal	137,736486486486486486486486486486486486	1	296	40770	Aragón
Enero 2011	201101	Enero	2011	3	Construcción	Mujeres	Temporal	0	0	48	0	Aragón
Enero 2011	201101	Enero	2011	3	Construcción	Mujeres	Temporal	119,666666666666666666666666666666666667	1	48	5744	Aragón
Enero 2011	201101	Enero	2011	4	Servicios	Hombres	Temporal	0	0	2934	0	Aragón
Enero 2011	201101	Enero	2011	4	Servicios	Hombres	Temporal	65,18603308964986533282031550596383224317	1	5198	338837	Aragón
Enero 2011	201101	Enero	2011	4	Servicios	Mujeres	Temporal	0	0	4011	0	Aragón
Enero 2011	201101	Enero	2011	4	Servicios	Mujeres	Temporal	60,63915512957046503372381966631167909123	1	5634	341641	Aragón
Diciembre 2010	201012	Diciembre	2010	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	628	0	Aragón
Diciembre 2010	201012	Diciembre	2010	1	Agricultura, ganadería y pesca	Hombres	Temporal	62,50273224043715846994535519125683060109	1	366	22876	Aragón
Diciembre 2010	201012	Diciembre	2010	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	86	0	Aragón
Diciembre 2010	201012	Diciembre	2010	1	Agricultura, ganadería y pesca	Mujeres	Temporal	45,68131868131868131868131868131868131868	1	91	4157	Aragón
Diciembre 2010	201012	Diciembre	2010	2	Industria y energía	Hombres	Temporal	0	0	465	0	Aragón
Diciembre 2010	201012	Diciembre	2010	2	Industria y energía	Hombres	Temporal	244,066666666666666666666666666666666667	1	555	135457	Aragón
Diciembre 2010	201012	Diciembre	2010	2	Industria y energía	Mujeres	Temporal	0	0	174	0	Aragón
Diciembre 2010	201012	Diciembre	2010	2	Industria y energía	Mujeres	Temporal	108,608391608391608391608391608391608392	1	286	31062	Aragón
Diciembre 2010	201012	Diciembre	2010	3	Construcción	Hombres	Temporal	0	0	1072	0	Aragón
Diciembre 2010	201012	Diciembre	2010	3	Construcción	Hombres	Temporal	110,32319391634980988593155893536121673	1	263	29015	Aragón
Diciembre 2010	201012	Diciembre	2010	3	Construcción	Mujeres	Temporal	0	0	35	0	Aragón
Diciembre 2010	201012	Diciembre	2010	3	Construcción	Mujeres	Temporal	130,609756097560975609756097560975609756	1	41	5355	Aragón
Diciembre 2010	201012	Diciembre	2010	4	Servicios	Hombres	Temporal	0	0	2965	0	Aragón
Diciembre 2010	201012	Diciembre	2010	4	Servicios	Hombres	Temporal	60,6651615144147273358805140673845085099	1	5758	349310	Aragón
Diciembre 2010	201012	Diciembre	2010	4	Servicios	Mujeres	Temporal	0	0	4044	0	Aragón
Diciembre 2010	201012	Diciembre	2010	4	Servicios	Mujeres	Temporal	51,15901348957623654448834991143207521461	1	7339	375456	Aragón
Noviembre 2010	201011	Noviembre	2010	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1064	0	Aragón
Noviembre 2010	201011	Noviembre	2010	1	Agricultura, ganadería y pesca	Hombres	Temporal	52,43047619047619047619047619047619047619	1	525	27526	Aragón
Noviembre 2010	201011	Noviembre	2010	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	196	0	Aragón
Noviembre 2010	201011	Noviembre	2010	1	Agricultura, ganadería y pesca	Mujeres	Temporal	35,22277227722772277227722772277227722772	1	202	7115	Aragón
Noviembre 2010	201011	Noviembre	2010	2	Industria y energía	Hombres	Temporal	0	0	638	0	Aragón
Noviembre 2010	201011	Noviembre	2010	2	Industria y energía	Hombres	Temporal	152,495643756050338818973862536302032914	1	1033	157528	Aragón
Noviembre 2010	201011	Noviembre	2010	2	Industria y energía	Mujeres	Temporal	0	0	287	0	Aragón
Noviembre 2010	201011	Noviembre	2010	2	Industria y energía	Mujeres	Temporal	72,34971644612476370510396975425330812854	1	529	38273	Aragón
Noviembre 2010	201011	Noviembre	2010	3	Construcción	Hombres	Temporal	0	0	2039	0	Aragón
Noviembre 2010	201011	Noviembre	2010	3	Construcción	Hombres	Temporal	112,46683046683046683046683046683046683	1	407	45774	Aragón
Noviembre 2010	201011	Noviembre	2010	3	Construcción	Mujeres	Temporal	0	0	54	0	Aragón
Noviembre 2010	201011	Noviembre	2010	3	Construcción	Mujeres	Temporal	147,711864406779661016949152542372881356	1	59	8715	Aragón
