Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones con tierras	Explotaciones con tierras sin SAU	Explotaciones con tierras con SAU <5 hectáreas	Explotaciones con tierras con SAU >= 5 y < 10 hectáreas	Explotaciones con tierras con SAU >= 10 y < 20 hectáreas	Explotaciones con tierras con SAU >= 20 y < 50 hectáreas	Explotaciones con tierras con SAU >= 50 y < 100 hectáreas	Explotaciones con tierras con SAU >= 100 hectáreas	Explotaciones con tierras con SAU
1989	44229	Torres de Albarracín	39	39	5	17	5	6	4	2	0	34
1989	44230	Torrevelilla	93	93	1	42	19	13	12	3	3	92
1989	44231	Torrijas	34	34	2	15	6	3	5	0	3	32
1989	44232	Torrijo del Campo	141	141	1	30	25	25	40	19	1	140
1989	44234	Tramacastiel	175	175	8	158	5	2	1	0	1	167
1989	44235	Tramacastilla	25	25	7	3	5	7	3	0	0	18
1989	44236	Tronchón	49	49	3	7	10	5	7	6	11	46
1989	44237	Urrea de Gaén	142	139	4	82	9	9	19	10	6	135
1989	44238	Utrillas	72	72	8	37	10	6	4	3	4	64
1989	44239	Valacloche	68	68	45	21	2	0	0	0	0	23
1989	44240	Valbona	101	101	35	41	10	8	3	1	3	66
1989	44241	Valdealgorfa	208	208	4	82	37	48	32	4	1	204
1989	44243	Valdecuenca	6	6	0	1	2	0	0	0	3	6
1989	44244	Valdelinares	57	57	7	7	4	5	17	9	8	50
1989	44245	Valdeltormo	33	33	2	6	4	11	8	2	0	31
1989	44246	Valderrobres	389	385	54	125	70	88	44	4	0	331
1989	44247	Valjunquera	124	124	6	35	19	27	34	3	0	118
1989	44249	Vallecillo (El)	10	10	5	2	0	0	1	0	2	5
1989	44250	Veguillas de la Sierra	12	12	0	2	0	3	5	0	2	12
1989	44251	Villafranca del Campo	97	97	4	18	11	20	19	16	9	93
1989	44252	Villahermosa del Campo	26	25	2	0	0	1	5	14	3	23
1989	44256	Villanueva del Rebollar de la Sierra	13	13	1	0	2	0	1	5	4	12
1989	44257	Villar del Cobo	60	59	13	7	9	16	11	2	1	46
1989	44258	Villar del Salz	46	46	11	12	6	3	7	5	2	35
1989	44260	Villarluengo	93	93	9	21	8	14	8	11	22	84
1989	44261	Villarquemado	226	222	1	70	43	53	48	4	3	221
1989	44262	Villarroya de los Pinares	72	72	0	14	20	9	11	8	10	72
1989	44263	Villastar	64	64	3	26	13	7	10	1	4	61
1989	44264	Villel	412	410	194	183	15	4	6	1	7	216
1989	44265	Vinaceite	89	85	2	13	4	8	15	25	18	83
1989	44266	Visiedo	59	59	0	2	2	5	15	21	14	59
1989	44267	Vivel del Río Martín	34	34	3	4	0	7	6	9	5	31
1989	44268	Zoma (La)	29	29	2	9	6	6	5	0	1	27
1989	50001	Abanto	46	45	1	0	4	14	15	9	2	44
1989	50002	Acered	129	128	0	47	45	24	7	2	3	128
1989	50003	Agón	52	51	2	26	5	7	6	3	2	49
1989	50004	Aguarón	297	294	17	162	51	41	17	4	2	277
1989	50005	Aguilón	123	123	4	43	22	18	15	11	10	119
1989	50006	Ainzón	325	323	23	190	52	27	19	8	4	300
1989	50007	Aladrén	101	100	23	61	9	6	1	0	0	77
1989	50008	Alagón	772	756	14	661	57	18	5	1	0	742
1989	50009	Alarba	88	88	10	34	14	22	7	1	0	78
1989	50010	Alberite de San Juan	19	19	1	3	4	3	8	0	0	18
1989	50011	Albeta	5	5	2	2	0	0	1	0	0	3
1989	50012	Alborge	11	11	1	10	0	0	0	0	0	10
1989	50013	Alcalá de Ebro	112	112	2	84	22	4	0	0	0	110
1989	50014	Alcalá de Moncayo	47	47	1	16	9	8	11	1	1	46
1989	50015	Alconchel de Ariza	67	67	32	3	4	4	3	9	12	35
1989	50016	Aldehuela de Liestos	17	17	2	0	3	1	6	4	1	15
1989	50017	Alfajarín	237	230	0	116	39	17	18	11	29	230
1989	50018	Alfamén	357	357	11	87	91	82	57	12	17	346
1989	50019	Alforque	38	34	1	18	3	0	7	4	1	33
1989	50020	Alhama de Aragón	118	116	0	54	26	20	9	1	6	116
1989	50021	Almochuel	13	12	0	1	0	0	0	3	8	12
1989	50022	Almolda (La)	227	223	0	22	42	49	53	34	23	223
1989	50023	Almonacid de la Cuba	100	100	2	8	8	23	40	17	2	98
1989	50024	Almonacid de la Sierra	358	358	8	170	81	63	29	3	4	350
1989	50025	Almunia de Doña Godina (La)	840	835	35	670	70	40	14	4	2	800
1989	50026	Alpartir	243	243	4	145	70	18	3	1	2	239
1989	50027	Ambel	187	186	5	117	25	18	14	6	1	181
1989	50028	Anento	20	20	0	2	2	2	5	5	4	20
1989	50029	Aniñón	322	322	18	142	92	57	11	1	1	304
1989	50030	Añón de Moncayo	101	101	2	87	3	2	2	4	1	99
1989	50031	Aranda de Moncayo	96	89	0	41	14	19	11	1	3	89
1989	50032	Arándiga	228	228	3	165	34	13	4	3	6	225
1989	50033	Ardisa	38	38	2	17	4	5	4	3	3	36
1989	50034	Ariza	265	248	12	89	40	29	29	37	12	236
1989	50035	Artieda	14	14	1	2	3	1	4	2	1	13
1989	50036	Asín	25	25	1	15	1	0	3	4	1	24
1989	50037	Atea	187	186	15	97	33	20	16	5	0	171
1989	50038	Ateca	441	437	7	315	65	31	12	1	6	430
1989	50039	Azuara	211	203	2	88	15	14	22	29	33	201
1989	50040	Badules	31	30	0	2	1	5	7	8	7	30
1989	50041	Bagüés	31	31	8	8	3	7	3	2	0	23
1989	50042	Balconchán	24	24	1	12	1	2	5	1	2	23
1989	50043	Bárboles	70	67	1	37	3	9	10	5	2	66
1989	50044	Bardallur	78	78	1	39	11	10	9	3	5	77
1989	50045	Belchite	501	499	0	91	62	82	124	78	62	499
1989	50046	Belmonte de Gracián	123	121	8	48	32	23	8	1	1	113
1989	50047	Berdejo	17	16	10	3	0	1	1	0	1	6
1989	50048	Berrueco	14	14	2	1	1	1	5	4	0	12
1989	50050	Bijuesca	84	84	2	33	16	14	9	5	5	82
1989	50051	Biota	325	319	1	77	87	63	55	21	15	318
1989	50052	Bisimbre	37	37	0	14	7	7	7	2	0	37
1989	50053	Boquiñeni	275	275	17	196	30	18	13	0	1	258
1989	50054	Bordalba	31	29	0	0	0	2	2	15	10	29
1989	50055	Borja	579	579	8	354	94	65	42	11	5	571
1989	50056	Botorrita	34	30	1	14	2	3	8	1	1	29
1989	50057	Brea de Aragón	157	153	0	120	27	4	1	0	1	153
1989	50058	Bubierca	56	55	1	29	17	0	4	1	3	54
1989	50059	Bujaraloz	196	192	0	18	26	29	43	54	22	192
1989	50060	Bulbuente	231	231	4	174	22	12	14	3	2	227
1989	50061	Bureta	78	78	0	12	18	26	18	1	3	78
1989	50062	Burgo de Ebro (El)	336	330	6	265	18	24	9	7	1	324
1989	50063	Buste (El)	22	22	1	1	1	9	6	4	0	21
1989	50064	Cabañas de Ebro	119	119	4	86	21	6	2	0	0	115
1989	50065	Cabolafuente	34	31	0	4	3	4	3	10	7	31
1989	50066	Cadrete	65	64	3	51	8	0	2	0	0	61
1989	50067	Calatayud	726	723	117	491	51	22	26	4	12	606
1989	50068	Calatorao	678	676	3	477	91	68	32	4	1	673
1989	50069	Calcena	49	49	32	14	2	0	0	0	1	17
1989	50070	Calmarza	30	30	2	5	4	6	6	2	5	28
1989	50071	Campillo de Aragón	75	75	2	9	10	13	28	10	3	73
1989	50072	Carenas	116	115	4	91	15	3	1	0	1	111
1989	50073	Cariñena	646	640	36	363	126	51	36	23	5	604
1989	50074	Caspe	1179	1149	33	713	84	91	93	92	43	1116
1989	50075	Castejón de Alarba	62	62	1	19	20	15	5	2	0	61
1989	50076	Castejón de las Armas	85	85	0	55	18	7	4	0	1	85
1989	50077	Castejón de Valdejasa	155	154	1	50	31	29	28	12	3	153
1989	50078	Castiliscar	146	146	0	49	38	27	23	7	2	146
1989	50079	Cervera de la Cañada	168	166	9	69	39	29	18	1	1	157
1989	50080	Cerveruela	5	5	2	1	0	0	0	1	1	3
1989	50081	Cetina	207	199	20	69	16	27	31	30	6	179
1989	50082	Cimballa	41	41	1	10	3	9	11	3	4	40
1989	50083	Cinco Olivas	6	6	0	5	1	0	0	0	0	6
1989	50084	Clarés de Ribota	85	85	11	55	7	2	6	2	2	74
1989	50085	Codo	22	19	0	0	5	7	3	2	2	19
1989	50086	Codos	248	247	61	145	19	14	5	1	2	186
1989	50087	Contamina	30	29	0	7	3	7	11	0	1	29
1989	50088	Cosuenda	245	245	8	151	52	22	10	2	0	237
1989	50089	Cuarte de Huerva	26	25	1	13	6	4	1	0	0	24
1989	50090	Cubel	50	48	2	0	2	2	13	22	7	46
1989	50091	Cuerlas (Las)	25	24	2	0	4	1	4	7	6	22
1989	50092	Chiprana	40	40	1	23	2	4	5	0	5	39
1989	50093	Chodes	91	91	14	61	9	3	1	0	3	77
1989	50094	Daroca	240	237	47	132	21	25	9	2	1	190
1989	50095	Ejea de los Caballeros	3116	3072	9	1421	392	816	311	78	45	3063
1989	50096	Embid de Ariza	26	23	1	5	1	5	2	6	3	22
1989	50098	Encinacorba	175	173	16	85	45	23	3	1	0	157
1989	50099	Épila	792	763	9	344	122	137	97	35	19	754
1989	50100	Erla	50	47	2	22	8	6	4	3	2	45
1989	50101	Escatrón	281	281	14	218	16	7	10	8	8	267
1989	50102	Fabara	299	295	3	90	64	78	56	4	0	292
1989	50104	Farlete	114	113	1	1	4	5	68	19	15	112
1989	50105	Fayón	97	97	3	32	32	14	14	1	1	94
1989	50106	Fayos (Los)	79	79	23	54	1	0	0	0	1	56
1989	50107	Figueruelas	112	111	2	72	21	12	4	0	0	109
1989	50108	Fombuena	7	7	0	1	0	1	1	0	4	7
1989	50109	Frago (El)	35	35	2	9	10	6	6	2	0	33
1989	50110	Frasno (El)	365	363	43	200	62	44	13	0	1	320
1989	50111	Fréscano	66	65	2	17	11	17	12	3	3	63
1989	50113	Fuendejalón	250	248	5	65	33	50	77	17	1	243
1989	50114	Fuendetodos	51	46	0	7	2	6	13	13	5	46
1989	50115	Fuentes de Ebro	591	586	6	318	91	85	72	7	7	580
1989	50116	Fuentes de Jiloca	144	141	10	107	15	5	1	0	3	131
1989	50117	Gallocanta	42	40	1	4	3	5	7	18	2	39
1989	50118	Gallur	497	494	31	347	42	36	25	12	1	463
1989	50119	Gelsa	285	277	2	130	13	32	70	23	7	275
1989	50120	Godojos	63	62	0	7	24	18	7	5	1	62
1989	50121	Gotor	98	98	0	71	21	4	0	1	1	98
1989	50122	Grisel	39	39	6	24	0	1	4	3	1	33
1989	50123	Grisén	81	81	2	69	6	3	1	0	0	79
1989	50124	Herrera de los Navarros	233	229	35	80	13	13	32	33	23	194
1989	50125	Ibdes	223	221	24	106	42	31	13	2	3	197
1989	50126	Illueca	277	277	20	235	14	5	1	0	2	257
1989	50128	Isuerre	31	31	0	8	6	4	4	4	5	31
1989	50129	Jaraba	74	74	16	34	8	10	4	1	1	58
1989	50130	Jarque de Moncayo	183	181	0	99	53	22	5	1	1	181
1989	50131	Jaulín	57	53	1	7	3	8	14	17	3	52
1989	50132	Joyosa (La)	72	71	0	41	18	9	3	0	0	71
1989	50133	Lagata	46	46	3	8	8	4	7	11	5	43
1989	50134	Langa del Castillo	36	35	1	0	2	3	8	11	10	34
1989	50135	Layana	5	4	2	1	0	1	0	0	0	2
1989	50136	Lécera	195	188	2	33	23	26	50	27	27	186
1989	50137	Leciñena	229	221	2	24	11	27	67	55	35	219
1989	50138	Lechón	17	17	1	0	0	0	2	6	8	16
1989	50139	Letux	116	115	1	28	25	25	18	12	6	114
1989	50140	Litago	60	60	2	25	18	12	3	0	0	58
1989	50141	Lituénigo	49	49	1	8	20	15	5	0	0	48
1989	50142	Lobera de Onsella	70	70	1	1	11	16	31	8	2	69
1989	50143	Longares	307	304	1	107	84	42	51	14	5	303
1989	50144	Longás	59	59	1	18	15	10	9	4	2	58
1989	50146	Lucena de Jalón	85	84	4	42	21	11	5	0	1	80
1989	50147	Luceni	205	203	5	129	41	14	8	3	3	198
1989	50148	Luesia	104	100	1	39	8	13	17	9	13	99
1989	50149	Luesma	17	17	8	3	0	1	0	1	4	9
1989	50150	Lumpiaque	120	108	3	44	24	20	14	3	0	105
1989	50151	Luna	585	573	7	163	123	105	94	41	40	566
1989	50152	Maella	626	617	21	224	138	144	85	3	2	596
1989	50153	Magallón	280	278	6	138	40	33	36	18	7	272
1989	50154	Mainar	32	32	2	3	0	5	8	13	1	30
1989	50155	Malanquilla	52	51	11	4	8	11	4	6	7	40
1989	50156	Maleján	0	0	0	0	0	0	0	0	0	0
1989	50157	Malón	108	108	20	74	10	3	1	0	0	88
1989	50159	Maluenda	320	318	6	223	55	30	3	0	1	312
1989	50160	Mallén	437	433	3	263	85	49	26	3	4	430
1989	50161	Manchones	51	50	5	22	7	5	5	4	2	45
1989	50162	Mara	149	149	17	69	23	19	17	4	0	132
1989	50163	María de Huerva	121	117	7	38	13	17	15	16	11	110
1989	50164	Mediana de Aragón	154	153	1	76	17	9	23	20	7	152
1989	50165	Mequinenza	432	425	17	146	84	91	61	22	4	408
1989	50166	Mesones de Isuela	123	122	7	37	26	35	10	5	2	115
1989	50167	Mezalocha	76	75	2	26	8	10	18	5	6	73
1989	50168	Mianos	14	14	1	3	1	1	2	2	4	13
1989	50169	Miedes de Aragón	174	173	5	44	42	40	37	2	3	168
1989	50170	Monegrillo	146	145	2	6	22	34	32	32	17	143
1989	50171	Moneva	48	47	0	7	3	2	4	15	16	47
1989	50172	Monreal de Ariza	81	76	2	6	5	6	37	19	1	74
1989	50173	Monterde	38	38	0	1	6	6	13	7	5	38
1989	50174	Montón	65	65	8	43	4	5	4	0	1	57
1989	50175	Morata de Jalón	521	517	31	391	61	25	3	0	6	486
1989	50176	Morata de Jiloca	106	104	2	55	28	14	3	0	2	102
1989	50177	Morés	224	222	14	180	17	7	1	1	2	208
1989	50178	Moros	306	304	1	166	82	41	10	2	2	303
1989	50179	Moyuela	87	87	0	28	3	8	17	14	17	87
1989	50180	Mozota	52	52	2	27	2	5	9	5	2	50
1989	50181	Muel	202	199	6	78	15	16	32	37	15	193
1989	50182	Muela (La)	153	150	3	46	17	19	22	27	16	147
1989	50183	Munébrega	197	196	5	73	69	27	20	1	1	191
1989	50184	Murero	47	47	1	23	12	5	5	1	0	46
1989	50185	Murillo de Gállego	84	84	18	41	10	4	9	0	2	66
1989	50186	Navardún	33	33	3	8	3	6	3	5	5	30
1989	50187	Nigüella	51	51	1	26	6	7	6	2	3	50
1989	50188	Nombrevilla	13	13	1	1	1	1	4	3	2	12
1989	50189	Nonaspe	260	257	33	107	60	35	16	4	2	224
1989	50190	Novallas	186	186	16	134	20	12	3	1	0	170
1989	50191	Novillas	282	279	3	192	56	22	6	0	0	276
1989	50192	Nuévalos	18	18	1	8	2	1	4	0	2	17
1989	50193	Nuez de Ebro	77	77	2	58	8	6	2	1	0	75
1989	50194	Olvés	96	96	10	25	20	25	12	4	0	86
1989	50195	Orcajo	20	20	2	6	1	1	4	3	3	18
1989	50196	Orera	93	92	8	48	20	13	2	1	0	84
1989	50197	Orés	50	50	3	20	7	9	5	4	2	47
1989	50198	Oseja	49	49	0	23	22	3	0	0	1	49
1989	50199	Osera de Ebro	71	71	1	38	9	10	5	5	3	70
1989	50200	Paniza	400	399	5	213	103	63	14	1	0	394
1989	50201	Paracuellos de Jiloca	193	192	1	141	33	9	3	0	5	191
1989	50202	Paracuellos de la Ribera	205	204	21	134	34	14	0	0	1	183
1989	50203	Pastriz	193	193	1	164	15	6	5	1	1	192
1989	50204	Pedrola	368	367	5	188	37	39	53	28	17	362
1989	50205	Pedrosas (Las)	33	32	2	6	3	7	4	6	4	30
1989	50206	Perdiguera	96	90	2	11	2	15	18	15	27	88
1989	50207	Piedratajada	99	99	1	11	21	19	24	16	7	98
1989	50208	Pina de Ebro	571	567	2	260	85	87	73	24	36	565
1989	50209	Pinseque	213	210	1	147	33	20	7	2	0	209
1989	50210	Pintanos (Los)	66	65	2	8	11	12	10	14	8	63
1989	50211	Plasencia de Jalón	133	129	1	104	10	4	0	2	8	128
1989	50212	Pleitas	22	22	1	12	5	3	1	0	0	21
1989	50213	Plenas	57	57	0	24	4	2	6	12	9	57
1989	50214	Pomer	48	47	1	18	18	7	1	0	2	46
1989	50215	Pozuel de Ariza	10	10	1	1	0	1	4	2	1	9
1989	50216	Pozuelo de Aragón	80	77	2	13	3	11	18	19	11	75
1989	50217	Pradilla de Ebro	126	124	2	50	30	29	8	3	2	122
1989	50218	Puebla de Albortón	61	59	1	4	6	5	16	16	11	58
1989	50219	Puebla de Alfindén (La)	120	118	0	58	22	23	14	0	1	118
1989	50220	Puendeluna	28	28	1	14	3	2	5	1	2	27
1989	50221	Purujosa	3	2	1	0	0	0	0	0	1	1
1989	50222	Quinto	330	326	7	145	43	38	47	32	14	319
1989	50223	Remolinos	109	109	0	68	15	16	9	1	0	109
1989	50224	Retascón	44	44	1	2	6	7	14	11	3	43
1989	50225	Ricla	652	641	35	390	92	76	36	5	7	606
1989	50227	Romanos	39	39	0	4	3	5	13	11	3	39
1989	50228	Rueda de Jalón	210	208	2	63	27	37	46	18	15	206
1989	50229	Ruesca	42	42	8	12	9	7	6	0	0	34
1989	50230	Sádaba	299	292	2	38	46	75	75	38	18	290
1989	50231	Salillas de Jalón	57	56	0	48	6	2	0	0	0	56
1989	50232	Salvatierra de Esca	56	54	2	17	12	5	12	1	5	52
1989	50233	Samper del Salz	23	23	1	11	3	4	0	2	2	22
1989	50234	San Martín de la Virgen de Moncayo	29	29	2	17	7	2	0	0	1	27
1989	50235	San Mateo de Gállego	252	236	2	90	35	31	54	15	9	234
1989	50236	Santa Cruz de Grío	186	185	15	139	24	5	1	0	1	170
1989	50237	Santa Cruz de Moncayo	43	43	8	29	5	0	1	0	0	35
1989	50238	Santa Eulalia de Gállego	60	60	8	33	11	4	3	0	1	52
1989	50239	Santed	23	21	1	1	1	0	4	8	6	20
1989	50240	Sástago	273	265	7	93	8	12	42	48	55	258
1989	50241	Saviñán	260	257	5	200	32	12	7	0	1	252
1989	50242	Sediles	66	65	8	34	11	8	2	1	1	57
1989	50243	Sestrica	297	295	12	216	44	15	4	1	3	283
1989	50244	Sierra de Luna	97	93	1	19	13	15	15	18	12	92
1989	50245	Sigüés	58	55	3	25	7	6	10	2	2	52
1989	50246	Sisamón	25	23	0	0	2	3	4	2	12	23
1989	50247	Sobradiel	119	118	1	76	34	5	0	0	2	117
1989	50248	Sos del Rey Católico	224	221	3	49	23	25	44	32	45	218
1989	50249	Tabuenca	196	196	8	61	33	45	44	4	1	188
1989	50250	Talamantes	31	31	6	9	5	7	1	2	1	25
1989	50251	Tarazona	1233	1222	94	827	104	77	77	32	11	1128
1989	50252	Tauste	1197	1184	27	400	219	279	181	50	28	1157
1989	50253	Terrer	184	181	7	112	29	22	6	1	4	174
1989	50254	Tierga	139	139	12	64	15	19	21	4	4	127
1989	50255	Tobed	112	112	15	79	14	3	0	0	1	97
1989	50256	Torralba de los Frailes	39	35	1	1	0	3	9	13	8	34
1989	50257	Torralba de Ribota	97	95	13	29	30	17	4	1	1	82
1989	50258	Torralbilla	25	25	1	3	4	4	4	7	2	24
1989	50259	Torrehermosa	30	29	1	0	1	3	8	12	4	28
1989	50260	Torrelapaja	12	10	0	0	0	1	1	6	2	10
1989	50261	Torrellas	37	36	5	28	1	1	1	0	0	31
1989	50262	Torres de Berrellén	343	338	7	260	45	15	3	4	4	331
1989	50263	Torrijo de la Cañada	288	281	3	145	61	41	13	9	9	278
1989	50264	Tosos	180	179	2	78	41	24	19	7	8	177
1989	50265	Trasmoz	41	41	3	9	8	10	10	1	0	38
1989	50266	Trasobares	108	108	13	66	5	7	8	7	2	95
1989	50267	Uncastillo	406	395	56	158	42	30	52	25	32	339
1989	50268	Undués de Lerda	45	43	0	16	9	6	5	0	7	43
1989	50269	Urrea de Jalón	113	112	0	63	22	12	13	0	2	112
1989	50270	Urriés	35	35	1	8	7	9	6	2	2	34
1989	50271	Used	96	91	4	3	4	8	18	31	23	87
1989	50272	Utebo	271	271	0	215	28	18	9	0	1	271
1989	50273	Valdehorna	35	35	1	17	8	5	4	0	0	34
1989	50274	Val de San Martín	25	25	0	6	3	8	3	3	2	25
1989	50275	Valmadrid	38	38	1	6	3	8	14	4	2	37
1989	50276	Valpalmas	62	62	0	14	9	8	11	13	7	62
1989	50277	Valtorres	38	38	2	17	12	4	1	2	0	36
1989	50278	Velilla de Ebro	66	65	3	19	5	8	12	14	4	62
1989	50279	Velilla de Jiloca	57	57	7	39	8	1	1	0	1	50
1989	50280	Vera de Moncayo	133	132	4	56	17	24	27	3	1	128
1989	50281	Vierlas	25	25	2	18	3	1	1	0	0	23
1989	50282	Vilueña (La)	50	50	4	22	11	11	2	0	0	46
1989	50283	Villadoz	30	30	0	1	0	7	14	7	1	30
1989	50284	Villafeliche	101	100	9	75	5	7	3	1	0	91
1989	50285	Villafranca de Ebro	147	145	1	94	20	16	10	3	1	144
1989	50286	Villalba de Perejil	59	59	7	43	7	2	0	0	0	52
1989	50287	Villalengua	148	148	3	58	39	35	7	2	4	145
1989	50288	Villanueva de Gállego	411	409	3	30	248	73	43	11	1	406
1989	50289	Villanueva de Jiloca	53	53	3	41	6	3	0	0	0	50
1989	50290	Villanueva de Huerva	255	250	16	142	36	22	14	16	4	234
1989	50291	Villar de los Navarros	63	63	0	19	5	1	8	15	15	63
1989	50292	Villarreal de Huerva	26	26	1	3	1	2	12	2	5	25
1989	50293	Villarroya de la Sierra	356	351	41	154	75	67	11	0	3	310
1989	50294	Villarroya del Campo	28	28	1	0	1	3	13	7	3	27
1989	50295	Vistabella	124	124	3	79	33	6	3	0	0	121
1989	50296	Zaida (La)	60	60	2	28	4	7	12	5	2	58
1989	50297	Zaragoza	2310	2274	72	1240	348	257	235	68	54	2202
1989	50298	Zuera	690	658	1	219	81	111	157	66	23	657
1989	50901	Biel	52	51	1	13	9	12	10	4	2	50
1999	22001	Abiego	74	72	5	15	4	12	21	6	9	67
1999	22002	Abizanda	34	33	4	2	2	6	13	4	2	29
1999	22003	Adahuesca	47	47	1	14	8	5	9	5	5	46
1999	22004	Agüero	63	62	18	33	3	1	7	0	0	44
1999	22006	Aísa	29	28	2	5	3	7	7	0	4	26
1999	22007	Albalate de Cinca	235	221	10	93	43	40	26	4	5	211
1999	22008	Albalatillo	27	26	6	11	1	1	5	2	0	20
1999	22009	Albelda	293	291	4	122	74	59	19	9	4	287
1999	22011	Albero Alto	25	25	3	1	0	1	7	7	6	22
1999	22012	Albero Bajo	50	49	2	2	4	12	17	10	2	47
1999	22013	Alberuela de Tubo	54	54	2	3	1	12	25	7	4	52
1999	22014	Alcalá de Gurrea	48	48	5	8	1	5	8	7	14	43
1999	22015	Alcalá del Obispo	102	101	16	20	7	12	21	12	13	85
1999	22016	Alcampell	261	261	19	76	43	55	58	8	2	242
1999	22017	Alcolea de Cinca	223	220	19	63	10	33	51	32	12	201
1999	22018	Alcubierre	123	120	15	20	8	12	21	29	15	105
1999	22019	Alerre	14	14	1	3	1	1	1	6	1	13
1999	22020	Alfántega	33	28	1	7	9	3	7	0	1	27
1999	22021	Almudévar	474	467	20	154	69	67	70	45	42	447
1999	22022	Almunia de San Juan	136	129	9	74	9	6	15	10	6	120
1999	22023	Almuniente	131	129	8	19	17	46	30	6	3	121
1999	22024	Alquézar	74	74	8	29	19	4	11	1	2	66
1999	22025	Altorricón	221	211	17	75	47	38	26	5	3	194
1999	22027	Angüés	100	97	3	27	8	13	21	16	9	94
1999	22028	Ansó	29	27	8	12	2	2	0	0	3	19
1999	22029	Antillón	40	40	0	4	3	3	18	10	2	40
1999	22032	Aragüés del Puerto	14	14	1	8	1	3	0	0	1	13
1999	22035	Arén	90	87	9	13	19	14	12	10	10	78
1999	22036	Argavieso	33	33	4	5	2	9	10	0	3	29
1999	22037	Arguis	21	20	7	1	2	1	4	1	4	13
1999	22039	Ayerbe	157	155	18	71	13	16	19	9	9	137
1999	22040	Azanuy-Alins	103	101	20	32	11	7	10	13	8	81
1999	22041	Azara	55	55	5	15	11	8	12	4	0	50
1999	22042	Azlor	58	58	7	16	5	13	12	5	0	51
1999	22043	Baells	81	79	12	27	4	8	18	8	2	67
1999	22044	Bailo	85	81	3	7	8	12	26	8	17	78
1999	22045	Baldellou	88	87	11	43	12	12	5	4	0	76
1999	22046	Ballobar	177	176	4	54	12	18	26	40	22	172
1999	22047	Banastás	4	3	0	1	0	0	0	0	2	3
1999	22048	Barbastro	582	575	51	331	73	54	36	19	11	524
1999	22049	Barbués	41	41	2	2	8	9	8	7	5	39
1999	22050	Barbuñales	40	39	12	4	2	7	13	0	1	27
1999	22051	Bárcabo	48	45	12	4	1	2	10	8	8	33
1999	22052	Belver de Cinca	300	297	28	133	65	44	18	4	5	269
1999	22053	Benabarre	315	304	103	64	19	28	57	17	16	201
1999	22054	Benasque	32	31	3	7	6	6	6	0	3	28
1999	22055	Berbegal	105	102	3	28	11	16	16	17	11	99
1999	22057	Bielsa	32	32	2	7	7	6	6	1	3	30
1999	22058	Bierge	97	96	10	41	14	13	5	9	4	86
1999	22059	Biescas	110	108	5	26	26	33	12	0	6	103
1999	22060	Binaced	369	357	9	146	70	69	46	10	7	348
1999	22061	Binéfar	263	260	21	160	37	23	16	1	2	239
1999	22062	Bisaurri	60	59	5	2	3	13	26	6	4	54
1999	22063	Biscarrués	64	63	9	15	6	8	11	8	6	54
1999	22064	Blecua y Torres	57	56	0	23	3	4	9	8	9	56
1999	22066	Boltaña	47	47	7	6	7	6	7	3	11	40
1999	22067	Bonansa	15	14	1	0	1	1	5	2	4	13
1999	22068	Borau	10	10	0	0	0	1	7	0	2	10
1999	22069	Broto	55	55	2	7	14	16	11	2	3	53
1999	22072	Caldearenas	54	52	6	1	0	11	23	11	0	46
1999	22074	Campo	18	16	8	2	1	0	3	0	2	8
1999	22075	Camporrells	74	72	17	27	16	7	3	2	0	55
1999	22076	Canal de Berdún	106	105	3	8	6	28	24	22	14	102
1999	22077	Candasnos	95	93	8	7	3	5	20	28	22	85
1999	22078	Canfranc	3	3	0	0	0	0	2	0	1	3
1999	22079	Capdesaso	27	27	0	2	0	5	13	6	1	27
1999	22080	Capella	84	84	12	15	7	24	17	4	5	72
1999	22081	Casbas de Huesca	112	112	3	27	5	14	36	20	7	109
1999	22082	Castejón del Puente	64	63	3	17	4	13	17	5	4	60
1999	22083	Castejón de Monegros	148	143	7	29	10	19	28	29	21	136
1999	22084	Castejón de Sos	23	23	1	3	3	4	6	3	3	22
1999	22085	Castelflorite	60	60	3	7	3	10	24	12	1	57
1999	22086	Castiello de Jaca	16	15	1	2	5	2	3	1	1	14
1999	22087	Castigaleu	20	20	2	1	0	1	5	6	5	18
1999	22088	Castillazuelo	76	76	14	41	9	2	3	4	3	62
1999	22089	Castillonroy	94	91	7	25	10	16	21	9	3	84
1999	22090	Colungo	59	59	5	8	7	13	16	7	3	54
1999	22094	Chalamera	42	39	3	13	6	4	11	2	0	36
1999	22095	Chía	15	15	0	2	2	2	7	0	2	15
1999	22096	Chimillas	14	14	1	2	0	3	2	3	3	13
1999	22099	Esplús	180	176	14	99	23	12	14	5	9	162
1999	22102	Estada	42	42	4	17	11	7	2	0	1	38
1999	22103	Estadilla	172	165	8	64	34	27	24	5	3	157
1999	22105	Estopiñán del Castillo	96	96	13	23	12	21	19	6	2	83
1999	22106	Fago	5	5	0	4	1	0	0	0	0	5
1999	22107	Fanlo	13	13	3	2	2	1	0	1	4	10
1999	22109	Fiscal	42	42	3	7	4	3	8	8	9	39
1999	22110	Fonz	237	224	15	90	41	38	27	4	9	209
1999	22111	Foradada del Toscar	56	56	1	3	7	16	10	8	11	55
1999	22112	Fraga	1186	1181	86	616	169	112	80	67	51	1095
