Municipio código	Municipio nombre	Viviendas en el edificio	Número de edificios
50218	Puebla de Albortón	00	4
50218	Puebla de Albortón	01	93
50218	Puebla de Albortón	02	1
50219	Puebla de Alfindén (La)	00	326
50219	Puebla de Alfindén (La)	01	1341
50219	Puebla de Alfindén (La)	02	57
50219	Puebla de Alfindén (La)	03	11
50219	Puebla de Alfindén (La)	04	3
50219	Puebla de Alfindén (La)	05 a 09	13
50219	Puebla de Alfindén (La)	10 a 19	3
50219	Puebla de Alfindén (La)	20 a 39	1
50220	Puendeluna	00	1
50220	Puendeluna	01	62
50220	Puendeluna	02	6
50221	Purujosa	00	3
50221	Purujosa	01	31
50221	Purujosa	03	1
50222	Quinto	00	330
50222	Quinto	01	886
50222	Quinto	02	77
50222	Quinto	03	10
50222	Quinto	04	4
50222	Quinto	05 a 09	5
50222	Quinto	10 a 19	1
50223	Remolinos	00	38
50223	Remolinos	01	471
50223	Remolinos	02	38
50223	Remolinos	03	3
50223	Remolinos	04	2
50223	Remolinos	05 a 09	6
50223	Remolinos	10 a 19	1
50224	Retascón	00	3
50224	Retascón	01	88
50224	Retascón	02	5
50225	Ricla	00	117
50225	Ricla	01	677
50225	Ricla	02	138
50225	Ricla	03	26
50225	Ricla	04	10
50225	Ricla	05 a 09	11
50225	Ricla	10 a 19	3
50227	Romanos	00	7
50227	Romanos	01	93
50227	Romanos	02	3
50228	Rueda de Jalón	00	8
50228	Rueda de Jalón	01	202
50228	Rueda de Jalón	02	6
50229	Ruesca	00	2
50229	Ruesca	01	59
50229	Ruesca	02	1
50230	Sádaba	00	34
50230	Sádaba	01	579
50230	Sádaba	02	93
50230	Sádaba	03	12
50230	Sádaba	04	4
50230	Sádaba	05 a 09	23
50231	Salillas de Jalón	00	12
50231	Salillas de Jalón	01	189
50231	Salillas de Jalón	02	12
50231	Salillas de Jalón	04	1
50232	Salvatierra de Esca	00	5
50232	Salvatierra de Esca	01	215
50232	Salvatierra de Esca	02	12
50232	Salvatierra de Esca	05 a 09	1
50233	Samper del Salz	00	15
50233	Samper del Salz	01	116
50233	Samper del Salz	02	1
50234	San Martín de la Virgen de Moncayo	00	28
50234	San Martín de la Virgen de Moncayo	01	104
50234	San Martín de la Virgen de Moncayo	02	14
50234	San Martín de la Virgen de Moncayo	03	4
50235	San Mateo de Gállego	00	25
50235	San Mateo de Gállego	01	917
50235	San Mateo de Gállego	02	76
50235	San Mateo de Gállego	03	4
50235	San Mateo de Gállego	04	3
50235	San Mateo de Gállego	05 a 09	15
50235	San Mateo de Gállego	10 a 19	3
50236	Santa Cruz de Grío	00	2
50236	Santa Cruz de Grío	01	110
50236	Santa Cruz de Grío	02	13
50236	Santa Cruz de Grío	03	4
50236	Santa Cruz de Grío	04	6
50236	Santa Cruz de Grío	05 a 09	8
50237	Santa Cruz de Moncayo	00	9
50237	Santa Cruz de Moncayo	01	104
50237	Santa Cruz de Moncayo	02	5
50238	Santa Eulalia de Gállego	01	102
50238	Santa Eulalia de Gállego	02	7
50239	Santed	00	2
50239	Santed	01	76
50240	Sástago	00	57
50240	Sástago	01	697
50240	Sástago	02	33
50240	Sástago	03	4
50240	Sástago	05 a 09	4
50240	Sástago	10 a 19	3
50241	Saviñán	00	3
50241	Saviñán	01	385
50241	Saviñán	02	50
50241	Saviñán	03	8
50241	Saviñán	04	5
50241	Saviñán	05 a 09	3
50241	Saviñán	10 a 19	2
50242	Sediles	01	42
50242	Sediles	02	4
50242	Sediles	03	1
50243	Sestrica	00	6
50243	Sestrica	01	297
50243	Sestrica	02	18
50243	Sestrica	03	1
50243	Sestrica	04	2
50243	Sestrica	05 a 09	1
50244	Sierra de Luna	00	7
50244	Sierra de Luna	01	160
50244	Sierra de Luna	02	7
50245	Sigüés	00	16
50245	Sigüés	01	98
50245	Sigüés	02	10
50245	Sigüés	03	1
50245	Sigüés	04	2
50245	Sigüés	05 a 09	1
50245	Sigüés	10 a 19	1
50246	Sisamón	00	24
50246	Sisamón	01	166
50246	Sisamón	02	4
50247	Sobradiel	00	55
50247	Sobradiel	01	279
50247	Sobradiel	02	6
50247	Sobradiel	05 a 09	1
50248	Sos del Rey Católico	00	17
50248	Sos del Rey Católico	01	394
50248	Sos del Rey Católico	02	41
50248	Sos del Rey Católico	03	11
50248	Sos del Rey Católico	04	3
50248	Sos del Rey Católico	05 a 09	4
50248	Sos del Rey Católico	10 a 19	2
50249	Tabuenca	00	9
50249	Tabuenca	01	292
50249	Tabuenca	02	17
50249	Tabuenca	03	6
50249	Tabuenca	05 a 09	3
50250	Talamantes	01	79
50250	Talamantes	02	4
50251	Tarazona	00	189
50251	Tarazona	01	1565
50251	Tarazona	02	180
50251	Tarazona	03	96
50251	Tarazona	04	69
50251	Tarazona	05 a 09	207
50251	Tarazona	10 a 19	87
50251	Tarazona	20 a 39	11
50251	Tarazona	40 o más	3
50252	Tauste	00	162
50252	Tauste	01	1596
50252	Tauste	02	186
50252	Tauste	03	53
50252	Tauste	04	49
50252	Tauste	05 a 09	86
50252	Tauste	10 a 19	26
50252	Tauste	20 a 39	5
50253	Terrer	00	3
50253	Terrer	01	248
50253	Terrer	02	18
50253	Terrer	03	1
50253	Terrer	04	8
50253	Terrer	05 a 09	2
50253	Terrer	10 a 19	2
50254	Tierga	00	5
50254	Tierga	01	121
50254	Tierga	02	10
50255	Tobed	00	11
50255	Tobed	01	232
50255	Tobed	02	30
50255	Tobed	03	5
50256	Torralba de los Frailes	00	21
50256	Torralba de los Frailes	01	175
50256	Torralba de los Frailes	02	7
50256	Torralba de los Frailes	03	2
50256	Torralba de los Frailes	04	2
50257	Torralba de Ribota	00	6
50257	Torralba de Ribota	01	150
50257	Torralba de Ribota	02	4
50258	Torralbilla	00	2
50258	Torralbilla	01	133
50259	Torrehermosa	01	104
50259	Torrehermosa	02	6
50260	Torrelapaja	00	21
50260	Torrelapaja	01	84
50260	Torrelapaja	02	4
50261	Torrellas	00	10
50261	Torrellas	01	177
50261	Torrellas	02	18
50262	Torres de Berrellén	00	100
50262	Torres de Berrellén	01	485
50262	Torres de Berrellén	02	28
50262	Torres de Berrellén	03	7
50262	Torres de Berrellén	04	8
50262	Torres de Berrellén	05 a 09	5
50262	Torres de Berrellén	10 a 19	1
50263	Torrijo de la Cañada	01	387
50263	Torrijo de la Cañada	02	18
50263	Torrijo de la Cañada	03	3
50264	Tosos	00	61
50264	Tosos	01	223
50264	Tosos	02	4
50265	Trasmoz	00	3
50265	Trasmoz	01	78
50265	Trasmoz	02	5
50266	Trasobares	00	4
50266	Trasobares	01	177
50266	Trasobares	02	23
50266	Trasobares	03	3
50266	Trasobares	05 a 09	1
50267	Uncastillo	00	9
50267	Uncastillo	01	310
50267	Uncastillo	02	63
50267	Uncastillo	03	23
50267	Uncastillo	04	5
50267	Uncastillo	05 a 09	5
50268	Undués de Lerda	01	39
50268	Undués de Lerda	02	7
50269	Urrea de Jalón	00	6
50269	Urrea de Jalón	01	232
50269	Urrea de Jalón	02	5
50270	Urriés	00	3
50270	Urriés	01	70
50270	Urriés	02	2
50271	Used	00	63
50271	Used	01	308
50271	Used	02	13
50271	Used	05 a 09	1
50272	Utebo	00	233
50272	Utebo	01	1475
50272	Utebo	02	105
50272	Utebo	03	17
50272	Utebo	04	28
50272	Utebo	05 a 09	226
50272	Utebo	10 a 19	77
50272	Utebo	20 a 39	19
50272	Utebo	40 o más	5
50273	Valdehorna	00	17
50273	Valdehorna	01	51
50274	Val de San Martín	00	39
50274	Val de San Martín	01	89
50274	Val de San Martín	02	6
50274	Val de San Martín	03	1
50275	Valmadrid	00	3
50275	Valmadrid	01	77
50275	Valmadrid	02	1
50276	Valpalmas	00	5
50276	Valpalmas	01	114
50276	Valpalmas	02	12
50276	Valpalmas	03	2
50277	Valtorres	00	3
50277	Valtorres	01	81
50277	Valtorres	03	1
50278	Velilla de Ebro	00	17
50278	Velilla de Ebro	01	233
50278	Velilla de Ebro	02	6
50278	Velilla de Ebro	03	1
50279	Velilla de Jiloca	00	1
50279	Velilla de Jiloca	01	109
50279	Velilla de Jiloca	02	10
50280	Vera de Moncayo	00	13
50280	Vera de Moncayo	01	307
50280	Vera de Moncayo	02	20
50280	Vera de Moncayo	03	2
50280	Vera de Moncayo	04	4
50280	Vera de Moncayo	05 a 09	1
50281	Vierlas	01	78
50281	Vierlas	02	2
50282	Vilueña (La)	00	2
50282	Vilueña (La)	01	56
50282	Vilueña (La)	02	3
50283	Villadoz	00	29
50283	Villadoz	01	73
50283	Villadoz	02	5
50284	Villafeliche	00	11
50284	Villafeliche	01	255
50284	Villafeliche	02	8
50284	Villafeliche	04	2
50285	Villafranca de Ebro	01	272
50285	Villafranca de Ebro	02	16
50285	Villafranca de Ebro	03	4
50285	Villafranca de Ebro	04	1
50285	Villafranca de Ebro	10 a 19	1
50286	Villalba de Perejil	01	46
50286	Villalba de Perejil	02	2
50287	Villalengua	01	282
50287	Villalengua	02	19
50287	Villalengua	03	6
50287	Villalengua	05 a 09	1
50288	Villanueva de Gállego	00	196
50288	Villanueva de Gállego	01	934
50288	Villanueva de Gállego	02	83
50288	Villanueva de Gállego	03	13
50288	Villanueva de Gállego	04	16
50288	Villanueva de Gállego	05 a 09	27
50288	Villanueva de Gállego	10 a 19	7
50288	Villanueva de Gállego	20 a 39	1
50289	Villanueva de Jiloca	00	9
50289	Villanueva de Jiloca	01	128
50289	Villanueva de Jiloca	02	2
50290	Villanueva de Huerva	00	58
50290	Villanueva de Huerva	01	377
50290	Villanueva de Huerva	02	18
50290	Villanueva de Huerva	03	2
50290	Villanueva de Huerva	05 a 09	1
50291	Villar de los Navarros	00	4
50291	Villar de los Navarros	01	186
50291	Villar de los Navarros	02	7
50292	Villarreal de Huerva	00	21
50292	Villarreal de Huerva	01	126
50292	Villarreal de Huerva	02	5
50292	Villarreal de Huerva	03	1
50292	Villarreal de Huerva	04	1
50293	Villarroya de la Sierra	00	16
50293	Villarroya de la Sierra	01	361
50293	Villarroya de la Sierra	02	70
50293	Villarroya de la Sierra	03	17
50293	Villarroya de la Sierra	04	9
50293	Villarroya de la Sierra	05 a 09	5
50294	Villarroya del Campo	00	19
50294	Villarroya del Campo	01	67
50294	Villarroya del Campo	02	2
50295	Vistabella	00	7
50295	Vistabella	01	160
50295	Vistabella	02	4
50295	Vistabella	03	1
50296	Zaida (La)	00	18
50296	Zaida (La)	01	283
50296	Zaida (La)	02	11
50296	Zaida (La)	03	1
50296	Zaida (La)	05 a 09	2
50297	Zaragoza	00	2387
50297	Zaragoza	01	17794
50297	Zaragoza	02	1346
50297	Zaragoza	03	621
50297	Zaragoza	04	870
50297	Zaragoza	05 a 09	4795
50297	Zaragoza	10 a 19	5784
50297	Zaragoza	20 a 39	3268
50297	Zaragoza	40 o más	956
50298	Zuera	00	119
50298	Zuera	01	1833
50298	Zuera	02	141
50298	Zuera	03	33
50298	Zuera	04	32
50298	Zuera	05 a 09	44
50298	Zuera	10 a 19	12
50298	Zuera	20 a 39	1
50298	Zuera	40 o más	2
50901	Biel	00	9
50901	Biel	01	150
50901	Biel	02	16
50901	Biel	03	6
50901	Biel	05 a 09	2
50902	Marracos	00	2
50902	Marracos	01	61
50902	Marracos	02	10
50902	Marracos	03	1
50902	Marracos	10 a 19	1
