Año	Código	Comarca 	VAB	Sector VAB código	Sector VAB descripción
2007	09	La Litera / La Llitera	69251,2	30	Construcción
2007	09	La Litera / La Llitera	162573,8	40	Servicios
2007	10	Los Monegros	183165,4	10	Agricultura
2007	10	Los Monegros	10309,7	21	Energía
2007	10	Los Monegros	20592,4	22	Industria
2007	10	Los Monegros	68350,3	30	Construcción
2007	10	Los Monegros	94108,6	40	Servicios
2007	11	Bajo Cinca / Baix Cinca	129621,7	10	Agricultura
2007	11	Bajo Cinca / Baix Cinca	19338,9	21	Energía
2007	11	Bajo Cinca / Baix Cinca	165450,4	22	Industria
2007	11	Bajo Cinca / Baix Cinca	58092,9	30	Construcción
2007	11	Bajo Cinca / Baix Cinca	199975	40	Servicios
2007	12	Tarazona y el Moncayo	7366,9	10	Agricultura
2007	12	Tarazona y el Moncayo	4990,5	21	Energía
2007	12	Tarazona y el Moncayo	85737,7	22	Industria
2007	12	Tarazona y el Moncayo	26629,5	30	Construcción
2007	12	Tarazona y el Moncayo	92130,4	40	Servicios
2007	13	Campo de Borja	34419,7	10	Agricultura
2007	13	Campo de Borja	19406,6	21	Energía
2007	13	Campo de Borja	55910,9	22	Industria
2007	13	Campo de Borja	35031,7	30	Construcción
2007	13	Campo de Borja	86062,3	40	Servicios
2007	14	Aranda	3591,6	10	Agricultura
2007	14	Aranda	3345,7	21	Energía
2007	14	Aranda	26904,5	22	Industria
2007	14	Aranda	12501,7	30	Construcción
2007	14	Aranda	32344,4	40	Servicios
2007	15	Ribera Alta del Ebro	28036,9	10	Agricultura
2007	15	Ribera Alta del Ebro	34263,6	21	Energía
2007	15	Ribera Alta del Ebro	832713,5	22	Industria
2007	15	Ribera Alta del Ebro	90363,1	30	Construcción
2007	15	Ribera Alta del Ebro	275752,4	40	Servicios
2007	16	Valdejalón	55659,3	10	Agricultura
2007	16	Valdejalón	39740,1	21	Energía
2007	16	Valdejalón	265225,7	22	Industria
2007	16	Valdejalón	76614	30	Construcción
2007	16	Valdejalón	216962,1	40	Servicios
2007	17	Central	64163,1	10	Agricultura
2007	17	Central	235831,6	21	Energía
2007	17	Central	3203742,2	22	Industria
2007	17	Central	1947711,2	30	Construcción
2007	17	Central	12079419,9	40	Servicios
2007	18	Ribera Baja del Ebro	30717	10	Agricultura
2007	18	Ribera Baja del Ebro	11536,6	21	Energía
2007	18	Ribera Baja del Ebro	108636,3	22	Industria
2007	18	Ribera Baja del Ebro	19763,4	30	Construcción
2007	18	Ribera Baja del Ebro	56199,9	40	Servicios
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	46958,5	10	Agricultura
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2584,2	21	Energía
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	18897,8	22	Industria
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25706	30	Construcción
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	84975,9	40	Servicios
2007	20	Comunidad de Calatayud	42704,9	10	Agricultura
2007	20	Comunidad de Calatayud	14639	21	Energía
2007	20	Comunidad de Calatayud	96333	22	Industria
2007	20	Comunidad de Calatayud	74130,3	30	Construcción
2007	20	Comunidad de Calatayud	308505,4	40	Servicios
2007	21	Campo de Cariñena	29475,2	10	Agricultura
2007	21	Campo de Cariñena	17512,7	21	Energía
2007	21	Campo de Cariñena	83361,7	22	Industria
2007	21	Campo de Cariñena	15469,3	30	Construcción
2007	21	Campo de Cariñena	52603,2	40	Servicios
2007	22	Campo de Belchite	21720,4	10	Agricultura
2007	22	Campo de Belchite	12856,8	21	Energía
2007	22	Campo de Belchite	13269,6	22	Industria
2007	22	Campo de Belchite	5862,2	30	Construcción
2007	22	Campo de Belchite	19295,9	40	Servicios
2007	23	Bajo Martín	21074,3	10	Agricultura
2007	23	Bajo Martín	59207,6	21	Energía
2007	23	Bajo Martín	52740,1	22	Industria
2007	23	Bajo Martín	15509,5	30	Construcción
2007	23	Bajo Martín	40061,7	40	Servicios
2007	24	Campo de Daroca	41704	10	Agricultura
2007	24	Campo de Daroca	910,2	21	Energía
2007	24	Campo de Daroca	8141,5	22	Industria
2007	24	Campo de Daroca	6701,5	30	Construcción
2007	24	Campo de Daroca	40310,1	40	Servicios
2007	25	Jiloca	40491,2	10	Agricultura
2007	25	Jiloca	4942,5	21	Energía
2007	25	Jiloca	59422,3	22	Industria
2007	25	Jiloca	29378,2	30	Construcción
2007	25	Jiloca	65955,7	40	Servicios
2007	26	Cuencas Mineras	8624,2	10	Agricultura
2007	26	Cuencas Mineras	16508,4	21	Energía
2007	26	Cuencas Mineras	27714,6	22	Industria
2007	26	Cuencas Mineras	11819,1	30	Construcción
2007	26	Cuencas Mineras	40356,5	40	Servicios
2007	27	Andorra-Sierra de Arcos	6005,5	10	Agricultura
2007	27	Andorra-Sierra de Arcos	237630,8	21	Energía
2007	27	Andorra-Sierra de Arcos	18383,4	22	Industria
2007	27	Andorra-Sierra de Arcos	35243,4	30	Construcción
2007	27	Andorra-Sierra de Arcos	66659,3	40	Servicios
2007	28	Bajo Aragón	41746,3	10	Agricultura
2007	28	Bajo Aragón	9222	21	Energía
2007	28	Bajo Aragón	75587	22	Industria
2007	28	Bajo Aragón	104827,3	30	Construcción
2007	28	Bajo Aragón	242275,9	40	Servicios
2007	29	Comunidad de Teruel	27561,3	10	Agricultura
2007	29	Comunidad de Teruel	13741,7	21	Energía
2007	29	Comunidad de Teruel	150364,8	22	Industria
2007	29	Comunidad de Teruel	132494,3	30	Construcción
2007	29	Comunidad de Teruel	734096,9	40	Servicios
2007	30	Maestrazgo	7023,8	10	Agricultura
2007	30	Maestrazgo	1069,9	21	Energía
2007	30	Maestrazgo	3317,1	22	Industria
2007	30	Maestrazgo	7936,8	30	Construcción
2007	30	Maestrazgo	20230,2	40	Servicios
2007	31	Sierra de Albarracín	3032	10	Agricultura
2007	31	Sierra de Albarracín	847,4	21	Energía
2007	31	Sierra de Albarracín	3600,4	22	Industria
2007	31	Sierra de Albarracín	12458	30	Construcción
2007	31	Sierra de Albarracín	31459,6	40	Servicios
2007	32	Gúdar-Javalambre	4865,9	10	Agricultura
2007	32	Gúdar-Javalambre	5100,9	21	Energía
2007	32	Gúdar-Javalambre	28280,2	22	Industria
2007	32	Gúdar-Javalambre	34457,7	30	Construcción
2007	32	Gúdar-Javalambre	60367,6	40	Servicios
2007	33	Matarraña / Matarranya	34598,5	10	Agricultura
2007	33	Matarraña / Matarranya	2620,8	21	Energía
2007	33	Matarraña / Matarranya	15386,5	22	Industria
2007	33	Matarraña / Matarranya	20470,9	30	Construcción
2007	33	Matarraña / Matarranya	44764	40	Servicios
2006	01	La Jacetania	8222,6	10	Agricultura
2006	01	La Jacetania	5011,8	21	Energía
2006	01	La Jacetania	13916,5	22	Industria
2006	01	La Jacetania	51095	30	Construcción
2006	01	La Jacetania	200573,5	40	Servicios
2006	02	Alto Gállego	2319,5	10	Agricultura
2006	02	Alto Gállego	14286,5	21	Energía
2006	02	Alto Gállego	68182,4	22	Industria
2006	02	Alto Gállego	47633	30	Construcción
2006	02	Alto Gállego	158223	40	Servicios
2006	03	Sobrarbe	6916,3	10	Agricultura
2006	03	Sobrarbe	8510,9	21	Energía
2006	03	Sobrarbe	2624,6	22	Industria
2006	03	Sobrarbe	24442,7	30	Construcción
2006	03	Sobrarbe	67338,9	40	Servicios
2006	04	La Ribagorza	25089,5	10	Agricultura
2006	04	La Ribagorza	23839,9	21	Energía
2006	04	La Ribagorza	10917,5	22	Industria
2006	04	La Ribagorza	38528,6	30	Construcción
2006	04	La Ribagorza	122934,4	40	Servicios
2006	05	Cinco Villas	97819,6	10	Agricultura
2006	05	Cinco Villas	13774,8	21	Energía
2006	05	Cinco Villas	129603,2	22	Industria
2006	05	Cinco Villas	114410,4	30	Construcción
2006	05	Cinco Villas	164915,1	40	Servicios
2006	06	Hoya de Huesca / Plana de Uesca	68282	10	Agricultura
2006	06	Hoya de Huesca / Plana de Uesca	19187,3	21	Energía
2006	06	Hoya de Huesca / Plana de Uesca	99467,8	22	Industria
2006	06	Hoya de Huesca / Plana de Uesca	193514,5	30	Construcción
2006	06	Hoya de Huesca / Plana de Uesca	1105156,6	40	Servicios
2006	07	Somontano de Barbastro	41205,7	10	Agricultura
2006	07	Somontano de Barbastro	11693,6	21	Energía
2006	07	Somontano de Barbastro	91182,2	22	Industria
2006	07	Somontano de Barbastro	56971,6	30	Construcción
2006	07	Somontano de Barbastro	216768,9	40	Servicios
2006	08	Cinca Medio	69673	10	Agricultura
2006	08	Cinca Medio	7767,5	21	Energía
2006	08	Cinca Medio	76817,7	22	Industria
2006	08	Cinca Medio	75310,5	30	Construcción
2006	08	Cinca Medio	156371,1	40	Servicios
2006	09	La Litera / La Llitera	109880,4	10	Agricultura
2006	09	La Litera / La Llitera	8088,6	21	Energía
2006	09	La Litera / La Llitera	94093,9	22	Industria
2006	09	La Litera / La Llitera	61464,3	30	Construcción
2006	09	La Litera / La Llitera	146375,4	40	Servicios
2006	10	Los Monegros	163132,1	10	Agricultura
2006	10	Los Monegros	7766,3	21	Energía
2006	10	Los Monegros	21411	22	Industria
2006	10	Los Monegros	55409,8	30	Construcción
2006	10	Los Monegros	81521,4	40	Servicios
2006	11	Bajo Cinca / Baix Cinca	108412,7	10	Agricultura
2006	11	Bajo Cinca / Baix Cinca	19154,5	21	Energía
2006	11	Bajo Cinca / Baix Cinca	98337	22	Industria
2006	11	Bajo Cinca / Baix Cinca	51959,2	30	Construcción
2006	11	Bajo Cinca / Baix Cinca	177806,9	40	Servicios
2006	12	Tarazona y el Moncayo	6205,5	10	Agricultura
2006	12	Tarazona y el Moncayo	4330,4	21	Energía
2006	12	Tarazona y el Moncayo	67377	22	Industria
2006	12	Tarazona y el Moncayo	22407,6	30	Construcción
2006	12	Tarazona y el Moncayo	100740,2	40	Servicios
2006	13	Campo de Borja	28945,1	10	Agricultura
2006	13	Campo de Borja	15023,8	21	Energía
2006	13	Campo de Borja	44177,2	22	Industria
2006	13	Campo de Borja	30855,3	30	Construcción
2006	13	Campo de Borja	85517,2	40	Servicios
2006	14	Aranda	2874,2	10	Agricultura
2006	14	Aranda	2682,6	21	Energía
2006	14	Aranda	20205,7	22	Industria
2006	14	Aranda	11334	30	Construcción
2006	14	Aranda	31072,9	40	Servicios
2006	15	Ribera Alta del Ebro	23668,6	10	Agricultura
2006	15	Ribera Alta del Ebro	32935,7	21	Energía
2006	15	Ribera Alta del Ebro	733055,3	22	Industria
2006	15	Ribera Alta del Ebro	70840,7	30	Construcción
2006	15	Ribera Alta del Ebro	233245,6	40	Servicios
2006	16	Valdejalón	45250,2	10	Agricultura
2006	16	Valdejalón	33475,2	21	Energía
2006	16	Valdejalón	237958,4	22	Industria
2006	16	Valdejalón	67681,5	30	Construcción
2006	16	Valdejalón	187216,3	40	Servicios
2006	17	Central	53744	10	Agricultura
2006	17	Central	209992	21	Energía
2006	17	Central	3137799,8	22	Industria
2006	17	Central	1735080,2	30	Construcción
2006	17	Central	11130254,5	40	Servicios
2006	18	Ribera Baja del Ebro	25959,8	10	Agricultura
2006	18	Ribera Baja del Ebro	10546,8	21	Energía
2006	18	Ribera Baja del Ebro	55404,6	22	Industria
2006	18	Ribera Baja del Ebro	27094,7	30	Construcción
2006	18	Ribera Baja del Ebro	48626,7	40	Servicios
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	39955,7	10	Agricultura
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2218,4	21	Energía
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20019,1	22	Industria
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	22561,2	30	Construcción
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	72666,6	40	Servicios
2006	20	Comunidad de Calatayud	33750,3	10	Agricultura
2006	20	Comunidad de Calatayud	10722,5	21	Energía
2006	20	Comunidad de Calatayud	102388,4	22	Industria
2006	20	Comunidad de Calatayud	60797,9	30	Construcción
2006	20	Comunidad de Calatayud	291891,7	40	Servicios
2006	21	Campo de Cariñena	22987,1	10	Agricultura
2006	21	Campo de Cariñena	14480,4	21	Energía
2006	21	Campo de Cariñena	64697,8	22	Industria
2006	21	Campo de Cariñena	16029,3	30	Construcción
2006	21	Campo de Cariñena	45017,2	40	Servicios
2006	22	Campo de Belchite	18837,6	10	Agricultura
2006	22	Campo de Belchite	7710,7	21	Energía
2006	22	Campo de Belchite	27530,6	22	Industria
2006	22	Campo de Belchite	5774,7	30	Construcción
2006	22	Campo de Belchite	16801,8	40	Servicios
2006	23	Bajo Martín	18979	10	Agricultura
2006	23	Bajo Martín	35451,9	21	Energía
2006	23	Bajo Martín	38216,7	22	Industria
2006	23	Bajo Martín	19950,5	30	Construcción
2006	23	Bajo Martín	35954,7	40	Servicios
2006	24	Campo de Daroca	37399	10	Agricultura
2006	24	Campo de Daroca	792,6	21	Energía
2006	24	Campo de Daroca	7739	22	Industria
2006	24	Campo de Daroca	5962,3	30	Construcción
2006	24	Campo de Daroca	33264,1	40	Servicios
2006	25	Jiloca	35325,7	10	Agricultura
2006	25	Jiloca	3666,2	21	Energía
2006	25	Jiloca	50315,2	22	Industria
2006	25	Jiloca	26047,4	30	Construcción
2006	25	Jiloca	55457,9	40	Servicios
2006	26	Cuencas Mineras	7217,4	10	Agricultura
2006	26	Cuencas Mineras	25775,5	21	Energía
2006	26	Cuencas Mineras	28969,1	22	Industria
2006	26	Cuencas Mineras	12027,4	30	Construcción
2006	26	Cuencas Mineras	37164,4	40	Servicios
2006	27	Andorra-Sierra de Arcos	5099,7	10	Agricultura
2006	27	Andorra-Sierra de Arcos	206977,9	21	Energía
2006	27	Andorra-Sierra de Arcos	21776	22	Industria
2006	27	Andorra-Sierra de Arcos	32318,3	30	Construcción
2006	27	Andorra-Sierra de Arcos	58183,1	40	Servicios
2006	28	Bajo Aragón	36045	10	Agricultura
2006	28	Bajo Aragón	10851,4	21	Energía
2006	28	Bajo Aragón	64986,3	22	Industria
2006	28	Bajo Aragón	93737,6	30	Construcción
2006	28	Bajo Aragón	226887	40	Servicios
2006	29	Comunidad de Teruel	22981,4	10	Agricultura
2006	29	Comunidad de Teruel	16645,7	21	Energía
2006	29	Comunidad de Teruel	125087,8	22	Industria
2006	29	Comunidad de Teruel	116902,1	30	Construcción
2006	29	Comunidad de Teruel	714523,3	40	Servicios
2006	30	Maestrazgo	6546,4	10	Agricultura
2006	30	Maestrazgo	1010,1	21	Energía
2006	30	Maestrazgo	3285,5	22	Industria
2006	30	Maestrazgo	7297,1	30	Construcción
2006	30	Maestrazgo	17649,7	40	Servicios
2006	31	Sierra de Albarracín	2496,5	10	Agricultura
2006	31	Sierra de Albarracín	621,2	21	Energía
2006	31	Sierra de Albarracín	4602,8	22	Industria
2006	31	Sierra de Albarracín	11526	30	Construcción
2006	31	Sierra de Albarracín	27966,3	40	Servicios
2006	32	Gúdar-Javalambre	4189,1	10	Agricultura
2006	32	Gúdar-Javalambre	3395,9	21	Energía
2006	32	Gúdar-Javalambre	8659,3	22	Industria
2006	32	Gúdar-Javalambre	31662,6	30	Construcción
2006	32	Gúdar-Javalambre	56581	40	Servicios
2006	33	Matarraña / Matarranya	31999,2	10	Agricultura
2006	33	Matarraña / Matarranya	2022	21	Energía
2006	33	Matarraña / Matarranya	19605,6	22	Industria
2006	33	Matarraña / Matarranya	17630,4	30	Construcción
2006	33	Matarraña / Matarranya	39852,5	40	Servicios
2005	01	La Jacetania	8044,6	10	Agricultura
2005	01	La Jacetania	5340,6	21	Energía
2005	01	La Jacetania	10058	22	Industria
2005	01	La Jacetania	49466,9	30	Construcción
2005	01	La Jacetania	184627,3	40	Servicios
2005	02	Alto Gállego	2272,5	10	Agricultura
2005	02	Alto Gállego	17913	21	Energía
2005	02	Alto Gállego	65319,4	22	Industria
2005	02	Alto Gállego	40458,3	30	Construcción
2005	02	Alto Gállego	146609,4	40	Servicios
2005	03	Sobrarbe	6713,9	10	Agricultura
2005	03	Sobrarbe	10829,5	21	Energía
2005	03	Sobrarbe	1760,8	22	Industria
2005	03	Sobrarbe	21833,5	30	Construcción
2005	03	Sobrarbe	60037,2	40	Servicios
2005	04	La Ribagorza	24328	10	Agricultura
2005	04	La Ribagorza	22486,9	21	Energía
2005	04	La Ribagorza	14475,1	22	Industria
2005	04	La Ribagorza	35108,3	30	Construcción
2005	04	La Ribagorza	111641,8	40	Servicios
2005	05	Cinco Villas	95398,7	10	Agricultura
2005	05	Cinco Villas	15002	21	Energía
2005	05	Cinco Villas	74467,3	22	Industria
2005	05	Cinco Villas	101640,2	30	Construcción
2005	05	Cinco Villas	149875,4	40	Servicios
2005	06	Hoya de Huesca / Plana de Uesca	66525,7	10	Agricultura
2005	06	Hoya de Huesca / Plana de Uesca	19161,1	21	Energía
2005	06	Hoya de Huesca / Plana de Uesca	120492,5	22	Industria
2005	06	Hoya de Huesca / Plana de Uesca	160214,5	30	Construcción
2005	06	Hoya de Huesca / Plana de Uesca	1032034,8	40	Servicios
2005	07	Somontano de Barbastro	40134,6	10	Agricultura
2005	07	Somontano de Barbastro	15915,7	21	Energía
2005	07	Somontano de Barbastro	125385,8	22	Industria
2005	07	Somontano de Barbastro	49493,8	30	Construcción
2005	07	Somontano de Barbastro	199749,6	40	Servicios
2005	08	Cinca Medio	67893,3	10	Agricultura
2005	08	Cinca Medio	8410,8	21	Energía
2005	08	Cinca Medio	85139,4	22	Industria
2005	08	Cinca Medio	66382,4	30	Construcción
2005	08	Cinca Medio	146355,3	40	Servicios
2005	09	La Litera / La Llitera	106526,7	10	Agricultura
2005	09	La Litera / La Llitera	8440,3	21	Energía
2005	09	La Litera / La Llitera	62401,3	22	Industria
2005	09	La Litera / La Llitera	54919,6	30	Construcción
2005	09	La Litera / La Llitera	129040,3	40	Servicios
2005	10	Los Monegros	158549,2	10	Agricultura
2005	10	Los Monegros	8868,2	21	Energía
2005	10	Los Monegros	20324,8	22	Industria
2005	10	Los Monegros	52386,3	30	Construcción
2005	10	Los Monegros	74385,4	40	Servicios
2005	11	Bajo Cinca / Baix Cinca	105967,2	10	Agricultura
2005	11	Bajo Cinca / Baix Cinca	18210,4	21	Energía
2005	11	Bajo Cinca / Baix Cinca	62614,1	22	Industria
2005	11	Bajo Cinca / Baix Cinca	48415,4	30	Construcción
2005	11	Bajo Cinca / Baix Cinca	165153,5	40	Servicios
2005	12	Tarazona y el Moncayo	6061,5	10	Agricultura
2005	12	Tarazona y el Moncayo	4966,2	21	Energía
2005	12	Tarazona y el Moncayo	70990,5	22	Industria
2005	12	Tarazona y el Moncayo	19609,5	30	Construcción
2005	12	Tarazona y el Moncayo	89018,2	40	Servicios
2005	13	Campo de Borja	28277,9	10	Agricultura
2005	13	Campo de Borja	12143,6	21	Energía
2005	13	Campo de Borja	51424,4	22	Industria
2005	13	Campo de Borja	24269,5	30	Construcción
2005	13	Campo de Borja	80996,2	40	Servicios
2005	14	Aranda	2821,1	10	Agricultura
2005	14	Aranda	2402,1	21	Energía
2005	14	Aranda	29336,9	22	Industria
2005	14	Aranda	9831,1	30	Construcción
2005	14	Aranda	29906,1	40	Servicios
2005	15	Ribera Alta del Ebro	23114,8	10	Agricultura
2005	15	Ribera Alta del Ebro	32525	21	Energía
2005	15	Ribera Alta del Ebro	617733,5	22	Industria
2005	15	Ribera Alta del Ebro	56222,9	30	Construcción
2005	15	Ribera Alta del Ebro	199253,8	40	Servicios
2005	16	Valdejalón	44347,8	10	Agricultura
2005	16	Valdejalón	34296	21	Energía
2005	16	Valdejalón	184295,6	22	Industria
2005	16	Valdejalón	59775,6	30	Construcción
2005	16	Valdejalón	166780,7	40	Servicios
2005	17	Central	52524,5	10	Agricultura
2005	17	Central	231932,9	21	Energía
2005	17	Central	3011847,4	22	Industria
2005	17	Central	1542654	30	Construcción
2005	17	Central	10437312,8	40	Servicios
2005	18	Ribera Baja del Ebro	25349,8	10	Agricultura
2005	18	Ribera Baja del Ebro	11331,9	21	Energía
2005	18	Ribera Baja del Ebro	51138,4	22	Industria
2005	18	Ribera Baja del Ebro	24107,7	30	Construcción
2005	18	Ribera Baja del Ebro	43109,5	40	Servicios
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	38992,5	10	Agricultura
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2536,4	21	Energía
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	15495,9	22	Industria
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20379,1	30	Construcción
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	66707,8	40	Servicios
2005	20	Comunidad de Calatayud	33167,8	10	Agricultura
2005	20	Comunidad de Calatayud	10609,6	21	Energía
2005	20	Comunidad de Calatayud	98980,7	22	Industria
2005	20	Comunidad de Calatayud	48379,6	30	Construcción
2005	20	Comunidad de Calatayud	272187,6	40	Servicios
2005	21	Campo de Cariñena	22620	10	Agricultura
2005	21	Campo de Cariñena	10903	21	Energía
2005	21	Campo de Cariñena	56929	22	Industria
2005	21	Campo de Cariñena	14390,7	30	Construcción
2005	21	Campo de Cariñena	38146,8	40	Servicios
2005	22	Campo de Belchite	18351,7	10	Agricultura
2005	22	Campo de Belchite	4930,2	21	Energía
2005	22	Campo de Belchite	25293,2	22	Industria
2005	22	Campo de Belchite	4904,9	30	Construcción
2005	22	Campo de Belchite	14549,6	40	Servicios
2005	23	Bajo Martín	18427,9	10	Agricultura
2005	23	Bajo Martín	3063,5	21	Energía
2005	23	Bajo Martín	35509,2	22	Industria
2005	23	Bajo Martín	16975,1	30	Construcción
2005	23	Bajo Martín	31679,1	40	Servicios
2005	24	Campo de Daroca	36326,4	10	Agricultura
2005	24	Campo de Daroca	997,4	21	Energía
2005	24	Campo de Daroca	8807	22	Industria
2005	24	Campo de Daroca	5427,3	30	Construcción
2005	24	Campo de Daroca	32572	40	Servicios
2005	25	Jiloca	34396,2	10	Agricultura
2005	25	Jiloca	3834,2	21	Energía
2005	25	Jiloca	43951,3	22	Industria
2005	25	Jiloca	23238,8	30	Construcción
2005	25	Jiloca	48413	40	Servicios
2005	26	Cuencas Mineras	7054,2	10	Agricultura
2005	26	Cuencas Mineras	26990,6	21	Energía
2005	26	Cuencas Mineras	27112,4	22	Industria
2005	26	Cuencas Mineras	10435,8	30	Construcción
2005	26	Cuencas Mineras	30772,6	40	Servicios
2005	27	Andorra-Sierra de Arcos	4977,7	10	Agricultura
2005	27	Andorra-Sierra de Arcos	218674,2	21	Energía
2005	27	Andorra-Sierra de Arcos	18647,5	22	Industria
2005	27	Andorra-Sierra de Arcos	29075	30	Construcción
2005	27	Andorra-Sierra de Arcos	52608,2	40	Servicios
2005	28	Bajo Aragón	35129,3	10	Agricultura
2005	28	Bajo Aragón	15006,1	21	Energía
2005	28	Bajo Aragón	53024,5	22	Industria
2005	28	Bajo Aragón	80154,8	30	Construcción
2005	28	Bajo Aragón	206730,8	40	Servicios
2005	29	Comunidad de Teruel	22469,4	10	Agricultura
2005	29	Comunidad de Teruel	19646,4	21	Energía
2005	29	Comunidad de Teruel	114071	22	Industria
2005	29	Comunidad de Teruel	97875	30	Construcción
2005	29	Comunidad de Teruel	667882,4	40	Servicios
2005	30	Maestrazgo	6337,7	10	Agricultura
2005	30	Maestrazgo	1260,3	21	Energía
2005	30	Maestrazgo	2139,5	22	Industria
2005	30	Maestrazgo	5825,2	30	Construcción
2005	30	Maestrazgo	15503,8	40	Servicios
2005	31	Sierra de Albarracín	2443,7	10	Agricultura
2005	31	Sierra de Albarracín	649,6	21	Energía
2005	31	Sierra de Albarracín	2905,1	22	Industria
2005	31	Sierra de Albarracín	7573,8	30	Construcción
2005	31	Sierra de Albarracín	24602,3	40	Servicios
2005	32	Gúdar-Javalambre	4083,7	10	Agricultura
2005	32	Gúdar-Javalambre	2914,9	21	Energía
2005	32	Gúdar-Javalambre	13136,3	22	Industria
2005	32	Gúdar-Javalambre	28197,5	30	Construcción
2005	32	Gúdar-Javalambre	48279	40	Servicios
2005	33	Matarraña / Matarranya	30999,1	10	Agricultura
2005	33	Matarraña / Matarranya	2037,7	21	Energía
2005	33	Matarraña / Matarranya	16494	22	Industria
2005	33	Matarraña / Matarranya	15558	30	Construcción
2005	33	Matarraña / Matarranya	34962,5	40	Servicios
2004	01	La Jacetania	11594,9	10	Agricultura
2004	01	La Jacetania	5871,3	21	Energía
2004	01	La Jacetania	8521,6	22	Industria
2004	01	La Jacetania	37921,5	30	Construcción
2004	01	La Jacetania	169277	40	Servicios
2004	02	Alto Gállego	5506,5	10	Agricultura
2004	02	Alto Gállego	16795,4	21	Energía
2004	02	Alto Gállego	58458	22	Industria
2004	02	Alto Gállego	32265,6	30	Construcción
2004	02	Alto Gállego	131020,5	40	Servicios
2004	03	Sobrarbe	9565	10	Agricultura
2004	03	Sobrarbe	12768,5	21	Energía
2004	03	Sobrarbe	1796	22	Industria
2004	03	Sobrarbe	17906	30	Construcción
2004	03	Sobrarbe	53058,4	40	Servicios
2004	04	La Ribagorza	33917,7	10	Agricultura
2004	04	La Ribagorza	24584,3	21	Energía
2004	04	La Ribagorza	11437,2	22	Industria
2004	04	La Ribagorza	30246,8	30	Construcción
2004	04	La Ribagorza	102161,7	40	Servicios
2004	05	Cinco Villas	105466,3	10	Agricultura
2004	05	Cinco Villas	13197,7	21	Energía
2004	05	Cinco Villas	78647,8	22	Industria
2004	05	Cinco Villas	86562,4	30	Construcción
