Municipio código	Municipio nombre	Superficie agrícola utilizada código	Superficie agrícola utilizada	Explotaciones
22165	Ontiñena	08	c) >=2 a <5 Ha de SAU	1
22165	Ontiñena	09	d) >=5 a < 10 Ha de SAU	10
22165	Ontiñena	10	e) >=10 a <20 Ha de SAU	11
22165	Ontiñena	11	f) >=20 a < 30 Ha de SAU	13
22165	Ontiñena	12	g) >=30 a < 50 Ha de SAU	26
22165	Ontiñena	13	h) >=50 a < 100 Ha de SAU	21
22165	Ontiñena	14	h) >=50 a < 100 Ha de SAU	17
22165	Ontiñena	15	i) >=100 Ha de SAU	12
22165	Ontiñena	16	i) >=100 Ha de SAU	3
22165	Ontiñena	17	i) >=100 Ha de SAU	2
22165	Ontiñena	18	i) >=100 Ha de SAU	1
22167	Osso de Cinca	01	a) Sin SAU	3
22167	Osso de Cinca	02	b) <2 Ha de SAU	2
22167	Osso de Cinca	03	b) <2 Ha de SAU	2
22167	Osso de Cinca	04	b) <2 Ha de SAU	2
22167	Osso de Cinca	05	b) <2 Ha de SAU	7
22167	Osso de Cinca	06	c) >=2 a <5 Ha de SAU	9
22167	Osso de Cinca	07	c) >=2 a <5 Ha de SAU	5
22167	Osso de Cinca	08	c) >=2 a <5 Ha de SAU	6
22167	Osso de Cinca	09	d) >=5 a < 10 Ha de SAU	28
22167	Osso de Cinca	10	e) >=10 a <20 Ha de SAU	17
22167	Osso de Cinca	11	f) >=20 a < 30 Ha de SAU	13
22167	Osso de Cinca	12	g) >=30 a < 50 Ha de SAU	17
22167	Osso de Cinca	13	h) >=50 a < 100 Ha de SAU	8
22167	Osso de Cinca	14	h) >=50 a < 100 Ha de SAU	4
22167	Osso de Cinca	15	i) >=100 Ha de SAU	1
22168	Palo	07	c) >=2 a <5 Ha de SAU	1
22168	Palo	08	c) >=2 a <5 Ha de SAU	1
22168	Palo	09	d) >=5 a < 10 Ha de SAU	2
22168	Palo	10	e) >=10 a <20 Ha de SAU	2
22168	Palo	11	f) >=20 a < 30 Ha de SAU	2
22168	Palo	12	g) >=30 a < 50 Ha de SAU	3
22168	Palo	15	i) >=100 Ha de SAU	1
22170	Panticosa	01	a) Sin SAU	1
22170	Panticosa	06	c) >=2 a <5 Ha de SAU	1
22170	Panticosa	07	c) >=2 a <5 Ha de SAU	1
22170	Panticosa	08	c) >=2 a <5 Ha de SAU	1
22170	Panticosa	09	d) >=5 a < 10 Ha de SAU	4
22170	Panticosa	10	e) >=10 a <20 Ha de SAU	2
22170	Panticosa	11	f) >=20 a < 30 Ha de SAU	2
22170	Panticosa	14	h) >=50 a < 100 Ha de SAU	4
22170	Panticosa	16	i) >=100 Ha de SAU	1
22170	Panticosa	20	i) >=100 Ha de SAU	1
22170	Panticosa	21	i) >=100 Ha de SAU	1
22172	Peñalba	01	a) Sin SAU	4
22172	Peñalba	05	b) <2 Ha de SAU	1
22172	Peñalba	06	c) >=2 a <5 Ha de SAU	3
22172	Peñalba	08	c) >=2 a <5 Ha de SAU	2
22172	Peñalba	09	d) >=5 a < 10 Ha de SAU	13
22172	Peñalba	10	e) >=10 a <20 Ha de SAU	15
22172	Peñalba	11	f) >=20 a < 30 Ha de SAU	16
22172	Peñalba	12	g) >=30 a < 50 Ha de SAU	24
22172	Peñalba	13	h) >=50 a < 100 Ha de SAU	11
22172	Peñalba	14	h) >=50 a < 100 Ha de SAU	14
22172	Peñalba	15	i) >=100 Ha de SAU	14
22172	Peñalba	16	i) >=100 Ha de SAU	9
22172	Peñalba	17	i) >=100 Ha de SAU	6
22172	Peñalba	18	i) >=100 Ha de SAU	4
22172	Peñalba	19	i) >=100 Ha de SAU	1
22173	Peñas de Riglos (Las)	01	a) Sin SAU	1
22173	Peñas de Riglos (Las)	02	b) <2 Ha de SAU	1
22173	Peñas de Riglos (Las)	04	b) <2 Ha de SAU	1
22173	Peñas de Riglos (Las)	05	b) <2 Ha de SAU	3
22173	Peñas de Riglos (Las)	06	c) >=2 a <5 Ha de SAU	3
22173	Peñas de Riglos (Las)	07	c) >=2 a <5 Ha de SAU	3
22173	Peñas de Riglos (Las)	09	d) >=5 a < 10 Ha de SAU	7
22173	Peñas de Riglos (Las)	10	e) >=10 a <20 Ha de SAU	8
22173	Peñas de Riglos (Las)	11	f) >=20 a < 30 Ha de SAU	4
22173	Peñas de Riglos (Las)	12	g) >=30 a < 50 Ha de SAU	11
22173	Peñas de Riglos (Las)	14	h) >=50 a < 100 Ha de SAU	1
22173	Peñas de Riglos (Las)	15	i) >=100 Ha de SAU	3
22173	Peñas de Riglos (Las)	16	i) >=100 Ha de SAU	2
22173	Peñas de Riglos (Las)	18	i) >=100 Ha de SAU	1
22173	Peñas de Riglos (Las)	19	i) >=100 Ha de SAU	1
22174	Peralta de Alcofea	01	a) Sin SAU	3
22174	Peralta de Alcofea	05	b) <2 Ha de SAU	7
22174	Peralta de Alcofea	06	c) >=2 a <5 Ha de SAU	4
22174	Peralta de Alcofea	07	c) >=2 a <5 Ha de SAU	5
22174	Peralta de Alcofea	08	c) >=2 a <5 Ha de SAU	1
22174	Peralta de Alcofea	09	d) >=5 a < 10 Ha de SAU	9
22174	Peralta de Alcofea	10	e) >=10 a <20 Ha de SAU	14
22174	Peralta de Alcofea	11	f) >=20 a < 30 Ha de SAU	10
22174	Peralta de Alcofea	12	g) >=30 a < 50 Ha de SAU	27
22174	Peralta de Alcofea	13	h) >=50 a < 100 Ha de SAU	13
22174	Peralta de Alcofea	14	h) >=50 a < 100 Ha de SAU	13
22174	Peralta de Alcofea	15	i) >=100 Ha de SAU	16
22174	Peralta de Alcofea	16	i) >=100 Ha de SAU	11
22174	Peralta de Alcofea	17	i) >=100 Ha de SAU	6
22174	Peralta de Alcofea	18	i) >=100 Ha de SAU	1
22174	Peralta de Alcofea	20	i) >=100 Ha de SAU	1
22175	Peralta de Calasanz	01	a) Sin SAU	1
22175	Peralta de Calasanz	05	b) <2 Ha de SAU	10
22175	Peralta de Calasanz	06	c) >=2 a <5 Ha de SAU	5
22175	Peralta de Calasanz	07	c) >=2 a <5 Ha de SAU	6
22175	Peralta de Calasanz	08	c) >=2 a <5 Ha de SAU	3
22175	Peralta de Calasanz	09	d) >=5 a < 10 Ha de SAU	15
22175	Peralta de Calasanz	10	e) >=10 a <20 Ha de SAU	16
22175	Peralta de Calasanz	11	f) >=20 a < 30 Ha de SAU	20
22175	Peralta de Calasanz	12	g) >=30 a < 50 Ha de SAU	13
22175	Peralta de Calasanz	13	h) >=50 a < 100 Ha de SAU	6
22175	Peralta de Calasanz	14	h) >=50 a < 100 Ha de SAU	4
22175	Peralta de Calasanz	15	i) >=100 Ha de SAU	4
22175	Peralta de Calasanz	16	i) >=100 Ha de SAU	2
22175	Peralta de Calasanz	17	i) >=100 Ha de SAU	1
22176	Peraltilla	01	a) Sin SAU	1
22176	Peraltilla	05	b) <2 Ha de SAU	3
22176	Peraltilla	06	c) >=2 a <5 Ha de SAU	1
22176	Peraltilla	07	c) >=2 a <5 Ha de SAU	2
22176	Peraltilla	08	c) >=2 a <5 Ha de SAU	2
22176	Peraltilla	09	d) >=5 a < 10 Ha de SAU	5
22176	Peraltilla	10	e) >=10 a <20 Ha de SAU	7
22176	Peraltilla	11	f) >=20 a < 30 Ha de SAU	9
22176	Peraltilla	12	g) >=30 a < 50 Ha de SAU	3
22176	Peraltilla	13	h) >=50 a < 100 Ha de SAU	2
22176	Peraltilla	14	h) >=50 a < 100 Ha de SAU	1
22176	Peraltilla	15	i) >=100 Ha de SAU	1
22177	Perarrúa	01	a) Sin SAU	1
22177	Perarrúa	05	b) <2 Ha de SAU	2
22177	Perarrúa	06	c) >=2 a <5 Ha de SAU	1
22177	Perarrúa	08	c) >=2 a <5 Ha de SAU	2
22177	Perarrúa	09	d) >=5 a < 10 Ha de SAU	2
22177	Perarrúa	11	f) >=20 a < 30 Ha de SAU	7
22177	Perarrúa	12	g) >=30 a < 50 Ha de SAU	5
22177	Perarrúa	13	h) >=50 a < 100 Ha de SAU	1
22177	Perarrúa	15	i) >=100 Ha de SAU	4
22178	Pertusa	05	b) <2 Ha de SAU	1
22178	Pertusa	08	c) >=2 a <5 Ha de SAU	1
22178	Pertusa	10	e) >=10 a <20 Ha de SAU	3
22178	Pertusa	11	f) >=20 a < 30 Ha de SAU	3
22178	Pertusa	12	g) >=30 a < 50 Ha de SAU	8
22178	Pertusa	13	h) >=50 a < 100 Ha de SAU	8
22178	Pertusa	14	h) >=50 a < 100 Ha de SAU	3
22178	Pertusa	15	i) >=100 Ha de SAU	4
22178	Pertusa	18	i) >=100 Ha de SAU	2
22181	Piracés	01	a) Sin SAU	1
22181	Piracés	09	d) >=5 a < 10 Ha de SAU	1
22181	Piracés	10	e) >=10 a <20 Ha de SAU	2
22181	Piracés	11	f) >=20 a < 30 Ha de SAU	3
22181	Piracés	12	g) >=30 a < 50 Ha de SAU	5
22181	Piracés	13	h) >=50 a < 100 Ha de SAU	5
22181	Piracés	14	h) >=50 a < 100 Ha de SAU	4
22181	Piracés	15	i) >=100 Ha de SAU	4
22182	Plan	01	a) Sin SAU	1
22182	Plan	02	b) <2 Ha de SAU	3
22182	Plan	05	b) <2 Ha de SAU	2
22182	Plan	06	c) >=2 a <5 Ha de SAU	4
22182	Plan	07	c) >=2 a <5 Ha de SAU	3
22182	Plan	08	c) >=2 a <5 Ha de SAU	2
22182	Plan	09	d) >=5 a < 10 Ha de SAU	9
22182	Plan	10	e) >=10 a <20 Ha de SAU	5
22182	Plan	11	f) >=20 a < 30 Ha de SAU	2
22182	Plan	12	g) >=30 a < 50 Ha de SAU	2
22182	Plan	13	h) >=50 a < 100 Ha de SAU	1
22182	Plan	14	h) >=50 a < 100 Ha de SAU	3
22182	Plan	15	i) >=100 Ha de SAU	2
22182	Plan	18	i) >=100 Ha de SAU	1
22184	Poleñino	01	a) Sin SAU	1
22184	Poleñino	05	b) <2 Ha de SAU	1
22184	Poleñino	06	c) >=2 a <5 Ha de SAU	2
22184	Poleñino	07	c) >=2 a <5 Ha de SAU	1
22184	Poleñino	08	c) >=2 a <5 Ha de SAU	2
22184	Poleñino	09	d) >=5 a < 10 Ha de SAU	3
22184	Poleñino	10	e) >=10 a <20 Ha de SAU	8
22184	Poleñino	11	f) >=20 a < 30 Ha de SAU	8
22184	Poleñino	12	g) >=30 a < 50 Ha de SAU	14
22184	Poleñino	13	h) >=50 a < 100 Ha de SAU	6
22184	Poleñino	14	h) >=50 a < 100 Ha de SAU	5
22184	Poleñino	15	i) >=100 Ha de SAU	1
22184	Poleñino	16	i) >=100 Ha de SAU	1
22184	Poleñino	17	i) >=100 Ha de SAU	1
22184	Poleñino	18	i) >=100 Ha de SAU	1
22186	Pozán de Vero	01	a) Sin SAU	1
22186	Pozán de Vero	04	b) <2 Ha de SAU	1
22186	Pozán de Vero	05	b) <2 Ha de SAU	8
22186	Pozán de Vero	06	c) >=2 a <5 Ha de SAU	6
22186	Pozán de Vero	07	c) >=2 a <5 Ha de SAU	2
22186	Pozán de Vero	08	c) >=2 a <5 Ha de SAU	5
22186	Pozán de Vero	09	d) >=5 a < 10 Ha de SAU	10
22186	Pozán de Vero	10	e) >=10 a <20 Ha de SAU	13
22186	Pozán de Vero	11	f) >=20 a < 30 Ha de SAU	7
22186	Pozán de Vero	12	g) >=30 a < 50 Ha de SAU	3
22186	Pozán de Vero	13	h) >=50 a < 100 Ha de SAU	1
22186	Pozán de Vero	15	i) >=100 Ha de SAU	2
22186	Pozán de Vero	18	i) >=100 Ha de SAU	1
22187	Puebla de Castro (La)	05	b) <2 Ha de SAU	4
22187	Puebla de Castro (La)	06	c) >=2 a <5 Ha de SAU	3
22187	Puebla de Castro (La)	07	c) >=2 a <5 Ha de SAU	1
22187	Puebla de Castro (La)	08	c) >=2 a <5 Ha de SAU	3
22187	Puebla de Castro (La)	09	d) >=5 a < 10 Ha de SAU	9
22187	Puebla de Castro (La)	10	e) >=10 a <20 Ha de SAU	8
22187	Puebla de Castro (La)	11	f) >=20 a < 30 Ha de SAU	3
22187	Puebla de Castro (La)	12	g) >=30 a < 50 Ha de SAU	4
22187	Puebla de Castro (La)	13	h) >=50 a < 100 Ha de SAU	1
22187	Puebla de Castro (La)	14	h) >=50 a < 100 Ha de SAU	2
22187	Puebla de Castro (La)	15	i) >=100 Ha de SAU	2
22188	Puente de Montañana	06	c) >=2 a <5 Ha de SAU	1
22188	Puente de Montañana	10	e) >=10 a <20 Ha de SAU	1
22188	Puente de Montañana	11	f) >=20 a < 30 Ha de SAU	2
22188	Puente de Montañana	12	g) >=30 a < 50 Ha de SAU	1
22188	Puente de Montañana	13	h) >=50 a < 100 Ha de SAU	1
22188	Puente de Montañana	15	i) >=100 Ha de SAU	2
22188	Puente de Montañana	17	i) >=100 Ha de SAU	1
22188	Puente de Montañana	18	i) >=100 Ha de SAU	1
22189	Puértolas	01	a) Sin SAU	5
22189	Puértolas	06	c) >=2 a <5 Ha de SAU	1
22189	Puértolas	07	c) >=2 a <5 Ha de SAU	1
22189	Puértolas	08	c) >=2 a <5 Ha de SAU	1
22189	Puértolas	09	d) >=5 a < 10 Ha de SAU	3
22189	Puértolas	10	e) >=10 a <20 Ha de SAU	4
22189	Puértolas	11	f) >=20 a < 30 Ha de SAU	1
22189	Puértolas	13	h) >=50 a < 100 Ha de SAU	3
22189	Puértolas	15	i) >=100 Ha de SAU	1
22189	Puértolas	16	i) >=100 Ha de SAU	2
22189	Puértolas	17	i) >=100 Ha de SAU	2
22189	Puértolas	19	i) >=100 Ha de SAU	1
22190	Pueyo de Araguás (El)	01	a) Sin SAU	2
22190	Pueyo de Araguás (El)	02	b) <2 Ha de SAU	2
22190	Pueyo de Araguás (El)	05	b) <2 Ha de SAU	1
22190	Pueyo de Araguás (El)	09	d) >=5 a < 10 Ha de SAU	5
22190	Pueyo de Araguás (El)	10	e) >=10 a <20 Ha de SAU	7
22190	Pueyo de Araguás (El)	11	f) >=20 a < 30 Ha de SAU	3
22190	Pueyo de Araguás (El)	12	g) >=30 a < 50 Ha de SAU	4
22190	Pueyo de Araguás (El)	13	h) >=50 a < 100 Ha de SAU	3
22190	Pueyo de Araguás (El)	14	h) >=50 a < 100 Ha de SAU	3
22190	Pueyo de Araguás (El)	15	i) >=100 Ha de SAU	3
22190	Pueyo de Araguás (El)	16	i) >=100 Ha de SAU	1
22190	Pueyo de Araguás (El)	17	i) >=100 Ha de SAU	1
22190	Pueyo de Araguás (El)	19	i) >=100 Ha de SAU	1
22193	Pueyo de Santa Cruz	04	b) <2 Ha de SAU	1
22193	Pueyo de Santa Cruz	05	b) <2 Ha de SAU	2
22193	Pueyo de Santa Cruz	06	c) >=2 a <5 Ha de SAU	7
22193	Pueyo de Santa Cruz	07	c) >=2 a <5 Ha de SAU	3
22193	Pueyo de Santa Cruz	08	c) >=2 a <5 Ha de SAU	1
22193	Pueyo de Santa Cruz	09	d) >=5 a < 10 Ha de SAU	3
22193	Pueyo de Santa Cruz	10	e) >=10 a <20 Ha de SAU	6
22193	Pueyo de Santa Cruz	11	f) >=20 a < 30 Ha de SAU	5
22193	Pueyo de Santa Cruz	12	g) >=30 a < 50 Ha de SAU	3
22193	Pueyo de Santa Cruz	13	h) >=50 a < 100 Ha de SAU	2
22193	Pueyo de Santa Cruz	14	h) >=50 a < 100 Ha de SAU	1
22193	Pueyo de Santa Cruz	15	i) >=100 Ha de SAU	1
22193	Pueyo de Santa Cruz	16	i) >=100 Ha de SAU	1
22195	Quicena	05	b) <2 Ha de SAU	1
22195	Quicena	06	c) >=2 a <5 Ha de SAU	1
22195	Quicena	08	c) >=2 a <5 Ha de SAU	1
22195	Quicena	09	d) >=5 a < 10 Ha de SAU	1
22195	Quicena	10	e) >=10 a <20 Ha de SAU	3
22195	Quicena	11	f) >=20 a < 30 Ha de SAU	2
22195	Quicena	13	h) >=50 a < 100 Ha de SAU	4
22195	Quicena	14	h) >=50 a < 100 Ha de SAU	1
22195	Quicena	15	i) >=100 Ha de SAU	1
22197	Robres	01	a) Sin SAU	12
22197	Robres	04	b) <2 Ha de SAU	1
22197	Robres	05	b) <2 Ha de SAU	2
22197	Robres	07	c) >=2 a <5 Ha de SAU	3
22197	Robres	08	c) >=2 a <5 Ha de SAU	3
22197	Robres	09	d) >=5 a < 10 Ha de SAU	16
22197	Robres	10	e) >=10 a <20 Ha de SAU	15
22197	Robres	11	f) >=20 a < 30 Ha de SAU	13
22197	Robres	12	g) >=30 a < 50 Ha de SAU	32
22197	Robres	13	h) >=50 a < 100 Ha de SAU	16
22197	Robres	14	h) >=50 a < 100 Ha de SAU	6
22197	Robres	15	i) >=100 Ha de SAU	5
22197	Robres	16	i) >=100 Ha de SAU	2
22197	Robres	17	i) >=100 Ha de SAU	5
22199	Sabiñánigo	01	a) Sin SAU	5
22199	Sabiñánigo	02	b) <2 Ha de SAU	1
22199	Sabiñánigo	05	b) <2 Ha de SAU	3
22199	Sabiñánigo	06	c) >=2 a <5 Ha de SAU	5
22199	Sabiñánigo	07	c) >=2 a <5 Ha de SAU	4
22199	Sabiñánigo	08	c) >=2 a <5 Ha de SAU	2
22199	Sabiñánigo	09	d) >=5 a < 10 Ha de SAU	17
22199	Sabiñánigo	10	e) >=10 a <20 Ha de SAU	27
22199	Sabiñánigo	11	f) >=20 a < 30 Ha de SAU	13
22199	Sabiñánigo	12	g) >=30 a < 50 Ha de SAU	31
22199	Sabiñánigo	13	h) >=50 a < 100 Ha de SAU	12
22199	Sabiñánigo	14	h) >=50 a < 100 Ha de SAU	18
22199	Sabiñánigo	15	i) >=100 Ha de SAU	8
22199	Sabiñánigo	16	i) >=100 Ha de SAU	4
22199	Sabiñánigo	17	i) >=100 Ha de SAU	11
22199	Sabiñánigo	18	i) >=100 Ha de SAU	7
22199	Sabiñánigo	19	i) >=100 Ha de SAU	2
22200	Sahún	01	a) Sin SAU	1
22200	Sahún	05	b) <2 Ha de SAU	4
22200	Sahún	06	c) >=2 a <5 Ha de SAU	1
22200	Sahún	07	c) >=2 a <5 Ha de SAU	1
22200	Sahún	08	c) >=2 a <5 Ha de SAU	1
22200	Sahún	09	d) >=5 a < 10 Ha de SAU	7
22200	Sahún	10	e) >=10 a <20 Ha de SAU	2
22200	Sahún	11	f) >=20 a < 30 Ha de SAU	2
22200	Sahún	12	g) >=30 a < 50 Ha de SAU	5
22200	Sahún	20	i) >=100 Ha de SAU	1
22201	Salas Altas	05	b) <2 Ha de SAU	6
22201	Salas Altas	06	c) >=2 a <5 Ha de SAU	11
22201	Salas Altas	07	c) >=2 a <5 Ha de SAU	6
22201	Salas Altas	08	c) >=2 a <5 Ha de SAU	6
22201	Salas Altas	09	d) >=5 a < 10 Ha de SAU	25
22201	Salas Altas	10	e) >=10 a <20 Ha de SAU	26
22201	Salas Altas	11	f) >=20 a < 30 Ha de SAU	11
22201	Salas Altas	12	g) >=30 a < 50 Ha de SAU	4
22201	Salas Altas	13	h) >=50 a < 100 Ha de SAU	2
22202	Salas Bajas	05	b) <2 Ha de SAU	10
22202	Salas Bajas	06	c) >=2 a <5 Ha de SAU	3
22202	Salas Bajas	07	c) >=2 a <5 Ha de SAU	5
22202	Salas Bajas	08	c) >=2 a <5 Ha de SAU	3
22202	Salas Bajas	09	d) >=5 a < 10 Ha de SAU	12
22202	Salas Bajas	10	e) >=10 a <20 Ha de SAU	6
22202	Salas Bajas	11	f) >=20 a < 30 Ha de SAU	1
22202	Salas Bajas	12	g) >=30 a < 50 Ha de SAU	4
22202	Salas Bajas	15	i) >=100 Ha de SAU	1
22203	Salillas	01	a) Sin SAU	1
22203	Salillas	05	b) <2 Ha de SAU	1
22203	Salillas	09	d) >=5 a < 10 Ha de SAU	1
22203	Salillas	11	f) >=20 a < 30 Ha de SAU	1
22203	Salillas	12	g) >=30 a < 50 Ha de SAU	6
22203	Salillas	13	h) >=50 a < 100 Ha de SAU	2
22203	Salillas	14	h) >=50 a < 100 Ha de SAU	5
22203	Salillas	15	i) >=100 Ha de SAU	2
22203	Salillas	17	i) >=100 Ha de SAU	1
22203	Salillas	20	i) >=100 Ha de SAU	1
22204	Sallent de Gállego	01	a) Sin SAU	3
22204	Sallent de Gállego	02	b) <2 Ha de SAU	1
22204	Sallent de Gállego	05	b) <2 Ha de SAU	6
22204	Sallent de Gállego	06	c) >=2 a <5 Ha de SAU	3
22204	Sallent de Gállego	07	c) >=2 a <5 Ha de SAU	7
22204	Sallent de Gállego	08	c) >=2 a <5 Ha de SAU	5
22204	Sallent de Gállego	09	d) >=5 a < 10 Ha de SAU	16
22204	Sallent de Gállego	10	e) >=10 a <20 Ha de SAU	6
22204	Sallent de Gállego	11	f) >=20 a < 30 Ha de SAU	2
22204	Sallent de Gállego	12	g) >=30 a < 50 Ha de SAU	6
22204	Sallent de Gállego	13	h) >=50 a < 100 Ha de SAU	1
22204	Sallent de Gállego	15	i) >=100 Ha de SAU	1
22204	Sallent de Gállego	16	i) >=100 Ha de SAU	2
22204	Sallent de Gállego	17	i) >=100 Ha de SAU	2
22204	Sallent de Gállego	18	i) >=100 Ha de SAU	2
22204	Sallent de Gállego	21	i) >=100 Ha de SAU	1
22205	San Esteban de Litera	01	a) Sin SAU	15
22205	San Esteban de Litera	05	b) <2 Ha de SAU	41
22205	San Esteban de Litera	06	c) >=2 a <5 Ha de SAU	20
22205	San Esteban de Litera	07	c) >=2 a <5 Ha de SAU	13
22205	San Esteban de Litera	08	c) >=2 a <5 Ha de SAU	10
22205	San Esteban de Litera	09	d) >=5 a < 10 Ha de SAU	35
22205	San Esteban de Litera	10	e) >=10 a <20 Ha de SAU	33
22205	San Esteban de Litera	11	f) >=20 a < 30 Ha de SAU	21
22205	San Esteban de Litera	12	g) >=30 a < 50 Ha de SAU	23
22205	San Esteban de Litera	13	h) >=50 a < 100 Ha de SAU	7
22205	San Esteban de Litera	14	h) >=50 a < 100 Ha de SAU	13
22205	San Esteban de Litera	15	i) >=100 Ha de SAU	6
22205	San Esteban de Litera	16	i) >=100 Ha de SAU	2
22205	San Esteban de Litera	17	i) >=100 Ha de SAU	1
22206	Sangarrén	01	a) Sin SAU	2
22206	Sangarrén	05	b) <2 Ha de SAU	2
22206	Sangarrén	08	c) >=2 a <5 Ha de SAU	2
22206	Sangarrén	09	d) >=5 a < 10 Ha de SAU	2
22206	Sangarrén	10	e) >=10 a <20 Ha de SAU	9
22206	Sangarrén	11	f) >=20 a < 30 Ha de SAU	2
22206	Sangarrén	12	g) >=30 a < 50 Ha de SAU	11
22206	Sangarrén	13	h) >=50 a < 100 Ha de SAU	4
22206	Sangarrén	14	h) >=50 a < 100 Ha de SAU	8
22206	Sangarrén	15	i) >=100 Ha de SAU	3
22206	Sangarrén	16	i) >=100 Ha de SAU	2
22207	San Juan de Plan	02	b) <2 Ha de SAU	1
22207	San Juan de Plan	05	b) <2 Ha de SAU	2
22207	San Juan de Plan	06	c) >=2 a <5 Ha de SAU	1
22207	San Juan de Plan	08	c) >=2 a <5 Ha de SAU	1
22207	San Juan de Plan	09	d) >=5 a < 10 Ha de SAU	3
22207	San Juan de Plan	10	e) >=10 a <20 Ha de SAU	5
22207	San Juan de Plan	11	f) >=20 a < 30 Ha de SAU	5
22207	San Juan de Plan	12	g) >=30 a < 50 Ha de SAU	2
22207	San Juan de Plan	13	h) >=50 a < 100 Ha de SAU	1
22207	San Juan de Plan	14	h) >=50 a < 100 Ha de SAU	1
22207	San Juan de Plan	17	i) >=100 Ha de SAU	1
22207	San Juan de Plan	18	i) >=100 Ha de SAU	1
22208	Santa Cilia	01	a) Sin SAU	1
22208	Santa Cilia	06	c) >=2 a <5 Ha de SAU	1
22208	Santa Cilia	08	c) >=2 a <5 Ha de SAU	2
22208	Santa Cilia	09	d) >=5 a < 10 Ha de SAU	1
22208	Santa Cilia	10	e) >=10 a <20 Ha de SAU	5
22208	Santa Cilia	11	f) >=20 a < 30 Ha de SAU	4
22208	Santa Cilia	12	g) >=30 a < 50 Ha de SAU	6
22208	Santa Cilia	13	h) >=50 a < 100 Ha de SAU	3
22208	Santa Cilia	14	h) >=50 a < 100 Ha de SAU	2
22208	Santa Cilia	15	i) >=100 Ha de SAU	3
22208	Santa Cilia	16	i) >=100 Ha de SAU	1
22208	Santa Cilia	17	i) >=100 Ha de SAU	2
22209	Santa Cruz de la Serós	05	b) <2 Ha de SAU	1
22209	Santa Cruz de la Serós	09	d) >=5 a < 10 Ha de SAU	2
22209	Santa Cruz de la Serós	10	e) >=10 a <20 Ha de SAU	5
22209	Santa Cruz de la Serós	11	f) >=20 a < 30 Ha de SAU	2
22209	Santa Cruz de la Serós	12	g) >=30 a < 50 Ha de SAU	2
22209	Santa Cruz de la Serós	13	h) >=50 a < 100 Ha de SAU	2
22209	Santa Cruz de la Serós	14	h) >=50 a < 100 Ha de SAU	2
22209	Santa Cruz de la Serós	15	i) >=100 Ha de SAU	2
22209	Santa Cruz de la Serós	16	i) >=100 Ha de SAU	4
22212	Santaliestra y San Quílez	05	b) <2 Ha de SAU	2
22212	Santaliestra y San Quílez	06	c) >=2 a <5 Ha de SAU	1
22212	Santaliestra y San Quílez	07	c) >=2 a <5 Ha de SAU	1
22212	Santaliestra y San Quílez	09	d) >=5 a < 10 Ha de SAU	1
22212	Santaliestra y San Quílez	10	e) >=10 a <20 Ha de SAU	4
22212	Santaliestra y San Quílez	11	f) >=20 a < 30 Ha de SAU	1
22212	Santaliestra y San Quílez	12	g) >=30 a < 50 Ha de SAU	3
22212	Santaliestra y San Quílez	14	h) >=50 a < 100 Ha de SAU	1
22213	Sariñena	01	a) Sin SAU	12
22213	Sariñena	03	b) <2 Ha de SAU	4
22213	Sariñena	05	b) <2 Ha de SAU	19
22213	Sariñena	06	c) >=2 a <5 Ha de SAU	7
22213	Sariñena	07	c) >=2 a <5 Ha de SAU	9
22213	Sariñena	08	c) >=2 a <5 Ha de SAU	4
22213	Sariñena	09	d) >=5 a < 10 Ha de SAU	20
22213	Sariñena	10	e) >=10 a <20 Ha de SAU	80
22213	Sariñena	11	f) >=20 a < 30 Ha de SAU	58
22213	Sariñena	12	g) >=30 a < 50 Ha de SAU	49
22213	Sariñena	13	h) >=50 a < 100 Ha de SAU	38
22213	Sariñena	14	h) >=50 a < 100 Ha de SAU	38
22213	Sariñena	15	i) >=100 Ha de SAU	23
22213	Sariñena	16	i) >=100 Ha de SAU	10
22213	Sariñena	17	i) >=100 Ha de SAU	3
22213	Sariñena	18	i) >=100 Ha de SAU	6
22213	Sariñena	19	i) >=100 Ha de SAU	2
22213	Sariñena	20	i) >=100 Ha de SAU	1
22214	Secastilla	03	b) <2 Ha de SAU	1
22214	Secastilla	05	b) <2 Ha de SAU	4
22214	Secastilla	06	c) >=2 a <5 Ha de SAU	2
22214	Secastilla	07	c) >=2 a <5 Ha de SAU	3
22214	Secastilla	08	c) >=2 a <5 Ha de SAU	1
22214	Secastilla	09	d) >=5 a < 10 Ha de SAU	5
22214	Secastilla	10	e) >=10 a <20 Ha de SAU	1
22214	Secastilla	12	g) >=30 a < 50 Ha de SAU	3
22214	Secastilla	13	h) >=50 a < 100 Ha de SAU	3
22214	Secastilla	16	i) >=100 Ha de SAU	1
22214	Secastilla	17	i) >=100 Ha de SAU	1
22215	Seira	02	b) <2 Ha de SAU	1
22215	Seira	05	b) <2 Ha de SAU	1
22215	Seira	06	c) >=2 a <5 Ha de SAU	3
22215	Seira	08	c) >=2 a <5 Ha de SAU	2
22215	Seira	09	d) >=5 a < 10 Ha de SAU	4
22215	Seira	10	e) >=10 a <20 Ha de SAU	2
22215	Seira	11	f) >=20 a < 30 Ha de SAU	2
22215	Seira	12	g) >=30 a < 50 Ha de SAU	1
22215	Seira	13	h) >=50 a < 100 Ha de SAU	1
22215	Seira	14	h) >=50 a < 100 Ha de SAU	1
