Provincia código origen	Provincia nombre origen	Municipio código origen	Municipio nombre origen	Sexo	Año	Variaciones
22	Huesca	22143	Laspaúles	Hombres	2017	7
22	Huesca	22143	Laspaúles	Mujeres	2017	11
22	Huesca	22144	Laspuña	Hombres	2017	5
22	Huesca	22144	Laspuña	Mujeres	2017	3
22	Huesca	22149	Loarre	Hombres	2017	6
22	Huesca	22150	Loporzano	Hombres	2017	8
22	Huesca	22150	Loporzano	Mujeres	2017	19
22	Huesca	22151	Loscorrales	Hombres	2017	4
22	Huesca	22155	Monesma y Cajigar	Hombres	2017	1
22	Huesca	22155	Monesma y Cajigar	Mujeres	2017	2
22	Huesca	22156	Monflorite-Lascasas	Hombres	2017	32
22	Huesca	22156	Monflorite-Lascasas	Mujeres	2017	29
22	Huesca	22157	Montanuy	Hombres	2017	11
22	Huesca	22157	Montanuy	Mujeres	2017	6
22	Huesca	22158	Monzón	Hombres	2017	320
22	Huesca	22158	Monzón	Mujeres	2017	298
22	Huesca	22160	Naval	Hombres	2017	10
22	Huesca	22160	Naval	Mujeres	2017	9
22	Huesca	22162	Novales	Hombres	2017	1
22	Huesca	22162	Novales	Mujeres	2017	3
22	Huesca	22163	Nueno	Hombres	2017	12
22	Huesca	22163	Nueno	Mujeres	2017	15
22	Huesca	22165	Ontiñena	Hombres	2017	4
22	Huesca	22165	Ontiñena	Mujeres	2017	10
22	Huesca	22167	Osso de Cinca	Hombres	2017	21
22	Huesca	22167	Osso de Cinca	Mujeres	2017	12
22	Huesca	22168	Palo	Mujeres	2017	1
22	Huesca	22170	Panticosa	Hombres	2017	50
22	Huesca	22170	Panticosa	Mujeres	2017	33
22	Huesca	22172	Peñalba	Hombres	2017	9
22	Huesca	22172	Peñalba	Mujeres	2017	13
22	Huesca	22173	Peñas de Riglos (Las)	Hombres	2017	8
22	Huesca	22173	Peñas de Riglos (Las)	Mujeres	2017	4
22	Huesca	22174	Peralta de Alcofea	Hombres	2017	11
22	Huesca	22174	Peralta de Alcofea	Mujeres	2017	9
22	Huesca	22175	Peralta de Calasanz	Hombres	2017	3
22	Huesca	22175	Peralta de Calasanz	Mujeres	2017	7
22	Huesca	22176	Peraltilla	Hombres	2017	8
22	Huesca	22176	Peraltilla	Mujeres	2017	2
22	Huesca	22177	Perarrúa	Hombres	2017	3
22	Huesca	22177	Perarrúa	Mujeres	2017	3
22	Huesca	22178	Pertusa	Hombres	2017	2
22	Huesca	22181	Piracés	Hombres	2017	3
22	Huesca	22181	Piracés	Mujeres	2017	1
22	Huesca	22182	Plan	Hombres	2017	8
22	Huesca	22182	Plan	Mujeres	2017	4
22	Huesca	22184	Poleñino	Hombres	2017	4
22	Huesca	22184	Poleñino	Mujeres	2017	5
22	Huesca	22186	Pozán de Vero	Hombres	2017	5
22	Huesca	22186	Pozán de Vero	Mujeres	2017	7
22	Huesca	22187	Puebla de Castro (La)	Hombres	2017	6
22	Huesca	22187	Puebla de Castro (La)	Mujeres	2017	4
22	Huesca	22188	Puente de Montañana	Hombres	2017	3
22	Huesca	22188	Puente de Montañana	Mujeres	2017	1
22	Huesca	22189	Puértolas	Hombres	2017	7
22	Huesca	22189	Puértolas	Mujeres	2017	6
22	Huesca	22190	Pueyo de Araguás (El)	Hombres	2017	3
22	Huesca	22190	Pueyo de Araguás (El)	Mujeres	2017	2
22	Huesca	22193	Pueyo de Santa Cruz	Hombres	2017	9
22	Huesca	22193	Pueyo de Santa Cruz	Mujeres	2017	11
22	Huesca	22195	Quicena	Hombres	2017	7
22	Huesca	22195	Quicena	Mujeres	2017	4
22	Huesca	22197	Robres	Hombres	2017	16
22	Huesca	22197	Robres	Mujeres	2017	15
22	Huesca	22199	Sabiñánigo	Hombres	2017	185
22	Huesca	22199	Sabiñánigo	Mujeres	2017	178
22	Huesca	22200	Sahún	Hombres	2017	7
22	Huesca	22200	Sahún	Mujeres	2017	11
22	Huesca	22201	Salas Altas	Hombres	2017	7
22	Huesca	22201	Salas Altas	Mujeres	2017	8
22	Huesca	22202	Salas Bajas	Hombres	2017	5
22	Huesca	22202	Salas Bajas	Mujeres	2017	2
22	Huesca	22203	Salillas	Hombres	2017	1
22	Huesca	22203	Salillas	Mujeres	2017	3
22	Huesca	22204	Sallent de Gállego	Hombres	2017	59
22	Huesca	22204	Sallent de Gállego	Mujeres	2017	42
22	Huesca	22205	San Esteban de Litera	Hombres	2017	16
22	Huesca	22205	San Esteban de Litera	Mujeres	2017	15
22	Huesca	22206	Sangarrén	Hombres	2017	2
22	Huesca	22206	Sangarrén	Mujeres	2017	9
22	Huesca	22207	San Juan de Plan	Mujeres	2017	4
22	Huesca	22208	Santa Cilia	Hombres	2017	6
22	Huesca	22208	Santa Cilia	Mujeres	2017	5
22	Huesca	22209	Santa Cruz de la Serós	Hombres	2017	3
22	Huesca	22209	Santa Cruz de la Serós	Mujeres	2017	5
22	Huesca	22212	Santaliestra y San Quílez	Hombres	2017	5
22	Huesca	22212	Santaliestra y San Quílez	Mujeres	2017	3
22	Huesca	22213	Sariñena	Hombres	2017	99
22	Huesca	22213	Sariñena	Mujeres	2017	85
22	Huesca	22214	Secastilla	Hombres	2017	7
22	Huesca	22214	Secastilla	Mujeres	2017	4
22	Huesca	22215	Seira	Hombres	2017	4
22	Huesca	22215	Seira	Mujeres	2017	4
22	Huesca	22217	Sena	Hombres	2017	11
22	Huesca	22217	Sena	Mujeres	2017	4
22	Huesca	22218	Senés de Alcubierre	Mujeres	2017	1
22	Huesca	22220	Sesa	Hombres	2017	3
22	Huesca	22220	Sesa	Mujeres	2017	1
22	Huesca	22221	Sesué	Hombres	2017	2
22	Huesca	22221	Sesué	Mujeres	2017	3
22	Huesca	22222	Siétamo	Hombres	2017	20
22	Huesca	22222	Siétamo	Mujeres	2017	19
22	Huesca	22223	Sopeira	Hombres	2017	3
22	Huesca	22223	Sopeira	Mujeres	2017	5
22	Huesca	22225	Tamarite de Litera	Hombres	2017	77
22	Huesca	22225	Tamarite de Litera	Mujeres	2017	41
22	Huesca	22226	Tardienta	Hombres	2017	17
22	Huesca	22226	Tardienta	Mujeres	2017	16
22	Huesca	22227	Tella-Sin	Hombres	2017	5
22	Huesca	22227	Tella-Sin	Mujeres	2017	6
22	Huesca	22228	Tierz	Hombres	2017	9
22	Huesca	22228	Tierz	Mujeres	2017	13
22	Huesca	22229	Tolva	Hombres	2017	5
22	Huesca	22229	Tolva	Mujeres	2017	3
22	Huesca	22230	Torla-Ordesa	Hombres	2017	4
22	Huesca	22230	Torla-Ordesa	Mujeres	2017	6
22	Huesca	22232	Torralba de Aragón	Hombres	2017	7
22	Huesca	22232	Torralba de Aragón	Mujeres	2017	7
22	Huesca	22233	Torre la Ribera	Hombres	2017	1
22	Huesca	22233	Torre la Ribera	Mujeres	2017	2
22	Huesca	22234	Torrente de Cinca	Hombres	2017	45
22	Huesca	22234	Torrente de Cinca	Mujeres	2017	29
22	Huesca	22235	Torres de Alcanadre	Hombres	2017	1
22	Huesca	22236	Torres de Barbués	Hombres	2017	4
22	Huesca	22236	Torres de Barbués	Mujeres	2017	4
22	Huesca	22239	Tramaced	Hombres	2017	9
22	Huesca	22239	Tramaced	Mujeres	2017	7
22	Huesca	22242	Valfarta	Hombres	2017	1
22	Huesca	22242	Valfarta	Mujeres	2017	2
22	Huesca	22243	Valle de Bardají	Hombres	2017	1
22	Huesca	22244	Valle de Lierp	Hombres	2017	1
22	Huesca	22244	Valle de Lierp	Mujeres	2017	2
22	Huesca	22245	Velilla de Cinca	Hombres	2017	7
22	Huesca	22245	Velilla de Cinca	Mujeres	2017	9
22	Huesca	22246	Beranuy	Hombres	2017	2
22	Huesca	22248	Vicién	Hombres	2017	7
22	Huesca	22248	Vicién	Mujeres	2017	6
22	Huesca	22249	Villanova	Hombres	2017	3
22	Huesca	22249	Villanova	Mujeres	2017	6
22	Huesca	22250	Villanúa	Hombres	2017	32
22	Huesca	22250	Villanúa	Mujeres	2017	18
22	Huesca	22251	Villanueva de Sigena	Hombres	2017	9
22	Huesca	22251	Villanueva de Sigena	Mujeres	2017	6
22	Huesca	22252	Yebra de Basa	Hombres	2017	3
22	Huesca	22252	Yebra de Basa	Mujeres	2017	2
22	Huesca	22254	Zaidín	Hombres	2017	33
22	Huesca	22254	Zaidín	Mujeres	2017	32
22	Huesca	22901	Valle de Hecho	Hombres	2017	9
22	Huesca	22901	Valle de Hecho	Mujeres	2017	22
22	Huesca	22902	Puente la Reina de Jaca	Hombres	2017	7
22	Huesca	22902	Puente la Reina de Jaca	Mujeres	2017	4
22	Huesca	22903	San Miguel del Cinca	Hombres	2017	12
22	Huesca	22903	San Miguel del Cinca	Mujeres	2017	10
22	Huesca	22904	Sotonera (La)	Hombres	2017	17
22	Huesca	22904	Sotonera (La)	Mujeres	2017	23
22	Huesca	22905	Lupiñén-Ortilla	Hombres	2017	5
22	Huesca	22905	Lupiñén-Ortilla	Mujeres	2017	8
22	Huesca	22906	Santa María de Dulcis	Hombres	2017	5
22	Huesca	22906	Santa María de Dulcis	Mujeres	2017	5
22	Huesca	22907	Aínsa-Sobrarbe	Hombres	2017	84
22	Huesca	22907	Aínsa-Sobrarbe	Mujeres	2017	56
22	Huesca	22908	Hoz y Costeán	Hombres	2017	2
22	Huesca	22908	Hoz y Costeán	Mujeres	2017	6
22	Huesca	22909	Vencillón	Hombres	2017	8
22	Huesca	22909	Vencillón	Mujeres	2017	7
44	Teruel	44001	Ababuj	Mujeres	2017	2
44	Teruel	44002	Abejuela	Hombres	2017	3
44	Teruel	44002	Abejuela	Mujeres	2017	1
44	Teruel	44003	Aguatón	Hombres	2017	1
44	Teruel	44003	Aguatón	Mujeres	2017	1
44	Teruel	44004	Aguaviva	Hombres	2017	25
44	Teruel	44004	Aguaviva	Mujeres	2017	18
44	Teruel	44005	Aguilar del Alfambra	Hombres	2017	1
44	Teruel	44005	Aguilar del Alfambra	Mujeres	2017	3
44	Teruel	44006	Alacón	Hombres	2017	8
44	Teruel	44006	Alacón	Mujeres	2017	6
44	Teruel	44007	Alba	Hombres	2017	10
44	Teruel	44007	Alba	Mujeres	2017	6
44	Teruel	44008	Albalate del Arzobispo	Hombres	2017	20
44	Teruel	44008	Albalate del Arzobispo	Mujeres	2017	28
44	Teruel	44009	Albarracín	Hombres	2017	39
44	Teruel	44009	Albarracín	Mujeres	2017	19
44	Teruel	44010	Albentosa	Hombres	2017	6
44	Teruel	44010	Albentosa	Mujeres	2017	10
44	Teruel	44011	Alcaine	Hombres	2017	2
44	Teruel	44011	Alcaine	Mujeres	2017	2
44	Teruel	44012	Alcalá de la Selva	Hombres	2017	11
44	Teruel	44012	Alcalá de la Selva	Mujeres	2017	17
44	Teruel	44013	Alcañiz	Hombres	2017	287
44	Teruel	44013	Alcañiz	Mujeres	2017	315
44	Teruel	44014	Alcorisa	Hombres	2017	62
44	Teruel	44014	Alcorisa	Mujeres	2017	69
44	Teruel	44016	Alfambra	Hombres	2017	10
44	Teruel	44016	Alfambra	Mujeres	2017	18
44	Teruel	44017	Aliaga	Hombres	2017	6
44	Teruel	44017	Aliaga	Mujeres	2017	11
44	Teruel	44018	Almohaja	Hombres	2017	2
44	Teruel	44019	Alobras	Hombres	2017	3
44	Teruel	44019	Alobras	Mujeres	2017	3
44	Teruel	44020	Alpeñés	Hombres	2017	1
44	Teruel	44021	Allepuz	Hombres	2017	1
44	Teruel	44022	Alloza	Hombres	2017	15
44	Teruel	44022	Alloza	Mujeres	2017	17
44	Teruel	44023	Allueva	Mujeres	2017	1
44	Teruel	44024	Anadón	Hombres	2017	1
44	Teruel	44025	Andorra	Hombres	2017	201
44	Teruel	44025	Andorra	Mujeres	2017	190
44	Teruel	44026	Arcos de las Salinas	Hombres	2017	3
44	Teruel	44026	Arcos de las Salinas	Mujeres	2017	1
44	Teruel	44027	Arens de Lledó	Hombres	2017	6
44	Teruel	44027	Arens de Lledó	Mujeres	2017	6
44	Teruel	44028	Argente	Hombres	2017	2
44	Teruel	44028	Argente	Mujeres	2017	5
44	Teruel	44029	Ariño	Hombres	2017	21
44	Teruel	44029	Ariño	Mujeres	2017	20
44	Teruel	44031	Azaila	Hombres	2017	1
44	Teruel	44031	Azaila	Mujeres	2017	5
44	Teruel	44033	Báguena	Hombres	2017	14
44	Teruel	44033	Báguena	Mujeres	2017	14
44	Teruel	44034	Bañón	Mujeres	2017	2
44	Teruel	44035	Barrachina	Hombres	2017	1
44	Teruel	44035	Barrachina	Mujeres	2017	1
44	Teruel	44037	Beceite	Hombres	2017	6
44	Teruel	44037	Beceite	Mujeres	2017	7
44	Teruel	44038	Belmonte de San José	Hombres	2017	3
44	Teruel	44038	Belmonte de San José	Mujeres	2017	3
44	Teruel	44039	Bello	Hombres	2017	5
44	Teruel	44039	Bello	Mujeres	2017	12
44	Teruel	44040	Berge	Hombres	2017	7
44	Teruel	44040	Berge	Mujeres	2017	11
44	Teruel	44041	Bezas	Hombres	2017	2
44	Teruel	44041	Bezas	Mujeres	2017	1
44	Teruel	44042	Blancas	Hombres	2017	1
44	Teruel	44042	Blancas	Mujeres	2017	5
44	Teruel	44043	Blesa	Hombres	2017	2
44	Teruel	44043	Blesa	Mujeres	2017	1
44	Teruel	44044	Bordón	Hombres	2017	10
44	Teruel	44044	Bordón	Mujeres	2017	7
44	Teruel	44045	Bronchales	Hombres	2017	13
44	Teruel	44045	Bronchales	Mujeres	2017	10
44	Teruel	44046	Bueña	Hombres	2017	2
44	Teruel	44046	Bueña	Mujeres	2017	1
44	Teruel	44047	Burbáguena	Hombres	2017	4
44	Teruel	44047	Burbáguena	Mujeres	2017	14
44	Teruel	44048	Cabra de Mora	Hombres	2017	4
44	Teruel	44048	Cabra de Mora	Mujeres	2017	3
44	Teruel	44049	Calaceite	Hombres	2017	17
44	Teruel	44049	Calaceite	Mujeres	2017	21
44	Teruel	44050	Calamocha	Hombres	2017	103
44	Teruel	44050	Calamocha	Mujeres	2017	103
44	Teruel	44051	Calanda	Hombres	2017	71
44	Teruel	44051	Calanda	Mujeres	2017	67
44	Teruel	44052	Calomarde	Hombres	2017	2
44	Teruel	44052	Calomarde	Mujeres	2017	3
44	Teruel	44053	Camañas	Hombres	2017	3
44	Teruel	44053	Camañas	Mujeres	2017	6
44	Teruel	44054	Camarena de la Sierra	Hombres	2017	3
44	Teruel	44054	Camarena de la Sierra	Mujeres	2017	7
44	Teruel	44055	Camarillas	Hombres	2017	3
44	Teruel	44055	Camarillas	Mujeres	2017	3
44	Teruel	44056	Caminreal	Hombres	2017	5
44	Teruel	44056	Caminreal	Mujeres	2017	15
44	Teruel	44059	Cantavieja	Hombres	2017	15
44	Teruel	44059	Cantavieja	Mujeres	2017	9
44	Teruel	44060	Cañada de Benatanduz	Hombres	2017	2
44	Teruel	44063	Cañizar del Olivar	Hombres	2017	2
44	Teruel	44063	Cañizar del Olivar	Mujeres	2017	3
44	Teruel	44064	Cascante del Río	Hombres	2017	1
44	Teruel	44064	Cascante del Río	Mujeres	2017	2
44	Teruel	44065	Castejón de Tornos	Mujeres	2017	3
44	Teruel	44066	Castel de Cabra	Hombres	2017	3
44	Teruel	44066	Castel de Cabra	Mujeres	2017	2
44	Teruel	44067	Castelnou	Hombres	2017	3
44	Teruel	44068	Castelserás	Hombres	2017	10
44	Teruel	44068	Castelserás	Mujeres	2017	11
44	Teruel	44070	Castellar (El)	Hombres	2017	2
44	Teruel	44071	Castellote	Hombres	2017	10
44	Teruel	44071	Castellote	Mujeres	2017	13
44	Teruel	44074	Cedrillas	Hombres	2017	16
44	Teruel	44074	Cedrillas	Mujeres	2017	9
44	Teruel	44075	Celadas	Hombres	2017	8
44	Teruel	44075	Celadas	Mujeres	2017	10
44	Teruel	44076	Cella	Hombres	2017	45
44	Teruel	44076	Cella	Mujeres	2017	36
44	Teruel	44077	Cerollera (La)	Hombres	2017	10
44	Teruel	44077	Cerollera (La)	Mujeres	2017	8
44	Teruel	44080	Codoñera (La)	Hombres	2017	9
44	Teruel	44080	Codoñera (La)	Mujeres	2017	9
44	Teruel	44082	Corbalán	Hombres	2017	3
