Municipio código	Municipio nombre	Personas	Sexo	Jefe explotación
50295	Vistabella	1	Mujeres	1
50296	Zaida (La)	27	Hombres	1
50296	Zaida (La)	7	Mujeres	1
50297	Zaragoza	771	Hombres	1
50297	Zaragoza	150	Mujeres	1
50298	Zuera	338	Hombres	1
50298	Zuera	28	Mujeres	1
50901	Biel	26	Hombres	1
50901	Biel	2	Mujeres	1
50902	Marracos	17	Hombres	1
50903	Villamayor de Gállego	131	Hombres	1
50903	Villamayor de Gállego	36	Mujeres	1
