Municipio código	Municipio nombre	Año	Votos	Siglas	Candidatura
50006	Ainzón	2011	0	SXT	SOCIALISTAS POR TERUEL
50006	Ainzón	2015	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50006	Ainzón	2016	0	EB	ESCAÑOS EN BLANCO
50006	Ainzón	2016	0	VOX	VOX
50006	Ainzón	2016	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50006	Ainzón	2016	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50006	Ainzón	2016	0	MAS	MOVIMIENTO ARAGONÉS SOCIAL
50006	Ainzón	2016	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50006	Ainzón	2019	0	PUM+J	POR UN MUNDO MÁS JUSTO
50006	Ainzón	2019	0	FIA	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50006	Ainzón	2019	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50006	Ainzón	2019	0	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50007	Aladrén	2008	0	CHA	CHUNTA ARAGONESISTA
50007	Aladrén	2008	0	LV	LOS VERDES-GRUPO VERDE
50007	Aladrén	2008	0	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50007	Aladrén	2008	0	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
50007	Aladrén	2008	0	Cenb	CIUDADANOS EN BLANCO
50007	Aladrén	2008	0	PUM+J	POR UN MUNDO MAS JUSTO
50007	Aladrén	2008	0	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
50007	Aladrén	2008	0	DN	DEMOCRACIA NACIONAL
50007	Aladrén	2008	0	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50007	Aladrén	2008	0	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
50007	Aladrén	2008	0	PFyV	PARTIDO FAMILIA Y VIDA
50007	Aladrén	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50007	Aladrén	2008	0	AuN	ALIANZA NACIONAL
50007	Aladrén	2008	0	FA	FALANGE AUTENTICA
50007	Aladrén	2008	0	PH	PARTIDO HUMANISTA
50007	Aladrén	2008	0	AES	ALTERNATIVA ESPAÑOLA
50007	Aladrén	2008	0	FRENTE	FRENTE ESPAÑOL
50007	Aladrén	2008	0	E-2000	ESPAÑA 2000
50007	Aladrén	2008	0	PCTR	PARTIDO CENTRISTA
50007	Aladrén	2011	0	EQUO	EQUO
50007	Aladrén	2011	0	EB	ESCAÑOS EN BLANCO
50007	Aladrén	2011	0	PIRATA	PARTIDO PIRATA
50007	Aladrén	2011	0	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
50007	Aladrén	2011	0	DeC	DEMOS EL CAMBIO
50007	Aladrén	2011	0	PH	PARTIDO HUMANISTA
50007	Aladrén	2011	0	P-LIB	PARTIDO DE LA LIBERTAD INDIVIDUAL
50007	Aladrén	2011	0	SXT	SOCIALISTAS POR TERUEL
50007	Aladrén	2015	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50007	Aladrén	2015	0	EB	ESCAÑOS EN BLANCO
50007	Aladrén	2015	0	VOX	VOX
50007	Aladrén	2015	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50007	Aladrén	2015	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50007	Aladrén	2015	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50007	Aladrén	2016	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50007	Aladrén	2016	0	VOX	VOX
50007	Aladrén	2016	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50007	Aladrén	2016	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50007	Aladrén	2016	0	MAS	MOVIMIENTO ARAGONÉS SOCIAL
50007	Aladrén	2016	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50007	Aladrén	2019	0	VOX	VOX
50007	Aladrén	2019	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50007	Aladrén	2019	0	EB	ESCAÑOS EN BLANCO
50007	Aladrén	2019	0	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
50007	Aladrén	2019	0	PUM+J	POR UN MUNDO MÁS JUSTO
50007	Aladrén	2019	0	FIA	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50007	Aladrén	2019	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50007	Aladrén	2019	0	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50008	Alagón	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50008	Alagón	2008	0	AuN	ALIANZA NACIONAL
50008	Alagón	2008	0	AES	ALTERNATIVA ESPAÑOLA
50008	Alagón	2008	0	FRENTE	FRENTE ESPAÑOL
50008	Alagón	2008	0	E-2000	ESPAÑA 2000
50008	Alagón	2008	0	PCTR	PARTIDO CENTRISTA
50008	Alagón	2011	0	PIRATA	PARTIDO PIRATA
50008	Alagón	2011	0	SXT	SOCIALISTAS POR TERUEL
50009	Alarba	2008	0	IU	IZQUIERDA UNIDA-ALTERNATIVA
50009	Alarba	2008	0	UPyD	UNION PROGRESO Y DEMOCRACIA
50009	Alarba	2008	0	LV	LOS VERDES-GRUPO VERDE
50009	Alarba	2008	0	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50009	Alarba	2008	0	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
50009	Alarba	2008	0	Cenb	CIUDADANOS EN BLANCO
50009	Alarba	2008	0	PUM+J	POR UN MUNDO MAS JUSTO
50009	Alarba	2008	0	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
50009	Alarba	2008	0	DN	DEMOCRACIA NACIONAL
50009	Alarba	2008	0	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50009	Alarba	2008	0	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
50009	Alarba	2008	0	PFyV	PARTIDO FAMILIA Y VIDA
50009	Alarba	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50009	Alarba	2008	0	AuN	ALIANZA NACIONAL
50009	Alarba	2008	0	FA	FALANGE AUTENTICA
50009	Alarba	2008	0	PH	PARTIDO HUMANISTA
50009	Alarba	2008	0	AES	ALTERNATIVA ESPAÑOLA
50009	Alarba	2008	0	FRENTE	FRENTE ESPAÑOL
50009	Alarba	2008	0	E-2000	ESPAÑA 2000
50009	Alarba	2008	0	PCTR	PARTIDO CENTRISTA
50009	Alarba	2011	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50009	Alarba	2011	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50009	Alarba	2011	0	PUM+J	POR UN MUNDO MÁS JUSTO
50009	Alarba	2011	0	PIRATA	PARTIDO PIRATA
50009	Alarba	2011	0	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
50009	Alarba	2011	0	DeC	DEMOS EL CAMBIO
50009	Alarba	2011	0	PH	PARTIDO HUMANISTA
50009	Alarba	2011	0	P-LIB	PARTIDO DE LA LIBERTAD INDIVIDUAL
50009	Alarba	2011	0	SXT	SOCIALISTAS POR TERUEL
50009	Alarba	2015	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50009	Alarba	2015	0	VOX	VOX
50009	Alarba	2015	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50009	Alarba	2015	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50009	Alarba	2015	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50009	Alarba	2016	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50009	Alarba	2016	0	EB	ESCAÑOS EN BLANCO
50009	Alarba	2016	0	VOX	VOX
50009	Alarba	2016	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50009	Alarba	2016	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50009	Alarba	2016	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50009	Alarba	2016	0	MAS	MOVIMIENTO ARAGONÉS SOCIAL
50009	Alarba	2016	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50009	Alarba	2019	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50009	Alarba	2019	0	EB	ESCAÑOS EN BLANCO
50009	Alarba	2019	0	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
50009	Alarba	2019	0	PUM+J	POR UN MUNDO MÁS JUSTO
50009	Alarba	2019	0	PYLN	PUYALON
50009	Alarba	2019	0	FIA	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50009	Alarba	2019	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50009	Alarba	2019	0	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50010	Alberite de San Juan	2008	0	CHA	CHUNTA ARAGONESISTA
50010	Alberite de San Juan	2008	0	IU	IZQUIERDA UNIDA-ALTERNATIVA
50010	Alberite de San Juan	2008	0	UPyD	UNION PROGRESO Y DEMOCRACIA
50010	Alberite de San Juan	2008	0	LV	LOS VERDES-GRUPO VERDE
50010	Alberite de San Juan	2008	0	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50010	Alberite de San Juan	2008	0	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
50010	Alberite de San Juan	2008	0	Cenb	CIUDADANOS EN BLANCO
50010	Alberite de San Juan	2008	0	PUM+J	POR UN MUNDO MAS JUSTO
50010	Alberite de San Juan	2008	0	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
50010	Alberite de San Juan	2008	0	DN	DEMOCRACIA NACIONAL
50010	Alberite de San Juan	2008	0	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50010	Alberite de San Juan	2008	0	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
50010	Alberite de San Juan	2008	0	PFyV	PARTIDO FAMILIA Y VIDA
50010	Alberite de San Juan	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50010	Alberite de San Juan	2008	0	AuN	ALIANZA NACIONAL
50010	Alberite de San Juan	2008	0	PH	PARTIDO HUMANISTA
50010	Alberite de San Juan	2008	0	AES	ALTERNATIVA ESPAÑOLA
50010	Alberite de San Juan	2008	0	FRENTE	FRENTE ESPAÑOL
50010	Alberite de San Juan	2008	0	E-2000	ESPAÑA 2000
50010	Alberite de San Juan	2008	0	PCTR	PARTIDO CENTRISTA
50010	Alberite de San Juan	2011	0	EQUO	EQUO
50010	Alberite de San Juan	2011	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50010	Alberite de San Juan	2011	0	EB	ESCAÑOS EN BLANCO
50010	Alberite de San Juan	2011	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50010	Alberite de San Juan	2011	0	PUM+J	POR UN MUNDO MÁS JUSTO
50010	Alberite de San Juan	2011	0	PIRATA	PARTIDO PIRATA
50010	Alberite de San Juan	2011	0	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
50010	Alberite de San Juan	2011	0	DeC	DEMOS EL CAMBIO
50010	Alberite de San Juan	2011	0	PH	PARTIDO HUMANISTA
50010	Alberite de San Juan	2011	0	P-LIB	PARTIDO DE LA LIBERTAD INDIVIDUAL
50010	Alberite de San Juan	2011	0	SXT	SOCIALISTAS POR TERUEL
50010	Alberite de San Juan	2015	0	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
50010	Alberite de San Juan	2015	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50010	Alberite de San Juan	2015	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50010	Alberite de San Juan	2015	0	EB	ESCAÑOS EN BLANCO
50010	Alberite de San Juan	2015	0	VOX	VOX
50010	Alberite de San Juan	2015	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50010	Alberite de San Juan	2015	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50010	Alberite de San Juan	2016	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50010	Alberite de San Juan	2016	0	EB	ESCAÑOS EN BLANCO
50010	Alberite de San Juan	2016	0	VOX	VOX
50010	Alberite de San Juan	2016	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50010	Alberite de San Juan	2016	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50010	Alberite de San Juan	2016	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50010	Alberite de San Juan	2016	0	MAS	MOVIMIENTO ARAGONÉS SOCIAL
50010	Alberite de San Juan	2016	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50010	Alberite de San Juan	2019	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50010	Alberite de San Juan	2019	0	EB	ESCAÑOS EN BLANCO
50010	Alberite de San Juan	2019	0	PUM+J	POR UN MUNDO MÁS JUSTO
50010	Alberite de San Juan	2019	0	FIA	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50010	Alberite de San Juan	2019	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50010	Alberite de San Juan	2019	0	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50011	Albeta	2008	0	LV	LOS VERDES-GRUPO VERDE
50011	Albeta	2008	0	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50011	Albeta	2008	0	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
50011	Albeta	2008	0	Cenb	CIUDADANOS EN BLANCO
50011	Albeta	2008	0	PUM+J	POR UN MUNDO MAS JUSTO
50011	Albeta	2008	0	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
50011	Albeta	2008	0	DN	DEMOCRACIA NACIONAL
50011	Albeta	2008	0	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50011	Albeta	2008	0	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
50011	Albeta	2008	0	PFyV	PARTIDO FAMILIA Y VIDA
50011	Albeta	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50011	Albeta	2008	0	AuN	ALIANZA NACIONAL
50011	Albeta	2008	0	FA	FALANGE AUTENTICA
50011	Albeta	2008	0	PH	PARTIDO HUMANISTA
50011	Albeta	2008	0	AES	ALTERNATIVA ESPAÑOLA
50011	Albeta	2008	0	FRENTE	FRENTE ESPAÑOL
50011	Albeta	2008	0	E-2000	ESPAÑA 2000
50011	Albeta	2008	0	PCTR	PARTIDO CENTRISTA
50011	Albeta	2011	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50011	Albeta	2011	0	EQUO	EQUO
50011	Albeta	2011	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50011	Albeta	2011	0	EB	ESCAÑOS EN BLANCO
50011	Albeta	2011	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50011	Albeta	2011	0	PUM+J	POR UN MUNDO MÁS JUSTO
50011	Albeta	2011	0	PIRATA	PARTIDO PIRATA
50011	Albeta	2011	0	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
50011	Albeta	2011	0	DeC	DEMOS EL CAMBIO
50011	Albeta	2011	0	P-LIB	PARTIDO DE LA LIBERTAD INDIVIDUAL
50011	Albeta	2011	0	SXT	SOCIALISTAS POR TERUEL
50011	Albeta	2015	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50011	Albeta	2015	0	EB	ESCAÑOS EN BLANCO
50011	Albeta	2015	0	VOX	VOX
50011	Albeta	2015	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50011	Albeta	2015	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50011	Albeta	2015	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50011	Albeta	2016	0	VOX	VOX
50011	Albeta	2016	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50011	Albeta	2016	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50011	Albeta	2016	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50011	Albeta	2016	0	MAS	MOVIMIENTO ARAGONÉS SOCIAL
50011	Albeta	2016	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50011	Albeta	2019	0	EB	ESCAÑOS EN BLANCO
50011	Albeta	2019	0	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
50011	Albeta	2019	0	PUM+J	POR UN MUNDO MÁS JUSTO
50011	Albeta	2019	0	PYLN	PUYALON
50011	Albeta	2019	0	FIA	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50011	Albeta	2019	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50012	Alborge	2008	0	UPyD	UNION PROGRESO Y DEMOCRACIA
50012	Alborge	2008	0	LV	LOS VERDES-GRUPO VERDE
50012	Alborge	2008	0	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50012	Alborge	2008	0	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
50012	Alborge	2008	0	Cenb	CIUDADANOS EN BLANCO
50012	Alborge	2008	0	PUM+J	POR UN MUNDO MAS JUSTO
50012	Alborge	2008	0	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
50012	Alborge	2008	0	DN	DEMOCRACIA NACIONAL
50012	Alborge	2008	0	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50012	Alborge	2008	0	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
50012	Alborge	2008	0	PFyV	PARTIDO FAMILIA Y VIDA
50012	Alborge	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50012	Alborge	2008	0	AuN	ALIANZA NACIONAL
50012	Alborge	2008	0	FA	FALANGE AUTENTICA
50012	Alborge	2008	0	PH	PARTIDO HUMANISTA
50012	Alborge	2008	0	AES	ALTERNATIVA ESPAÑOLA
50012	Alborge	2008	0	FRENTE	FRENTE ESPAÑOL
50012	Alborge	2008	0	E-2000	ESPAÑA 2000
50012	Alborge	2008	0	PCTR	PARTIDO CENTRISTA
50012	Alborge	2011	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50012	Alborge	2011	0	EB	ESCAÑOS EN BLANCO
50012	Alborge	2011	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50012	Alborge	2011	0	PUM+J	POR UN MUNDO MÁS JUSTO
50012	Alborge	2011	0	PIRATA	PARTIDO PIRATA
50012	Alborge	2011	0	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
50012	Alborge	2011	0	DeC	DEMOS EL CAMBIO
50012	Alborge	2011	0	PH	PARTIDO HUMANISTA
50012	Alborge	2011	0	P-LIB	PARTIDO DE LA LIBERTAD INDIVIDUAL
50012	Alborge	2011	0	SXT	SOCIALISTAS POR TERUEL
50012	Alborge	2015	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50012	Alborge	2015	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50012	Alborge	2015	0	EB	ESCAÑOS EN BLANCO
50012	Alborge	2015	0	VOX	VOX
50012	Alborge	2015	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50012	Alborge	2015	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50012	Alborge	2016	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50012	Alborge	2016	0	EB	ESCAÑOS EN BLANCO
50012	Alborge	2016	0	VOX	VOX
50012	Alborge	2016	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50012	Alborge	2016	0	MAS	MOVIMIENTO ARAGONÉS SOCIAL
50012	Alborge	2016	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50012	Alborge	2019	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50012	Alborge	2019	0	EB	ESCAÑOS EN BLANCO
50012	Alborge	2019	0	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
50012	Alborge	2019	0	PUM+J	POR UN MUNDO MÁS JUSTO
50012	Alborge	2019	0	FIA	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50012	Alborge	2019	0	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50013	Alcalá de Ebro	2008	0	UPyD	UNION PROGRESO Y DEMOCRACIA
50013	Alcalá de Ebro	2008	0	LV	LOS VERDES-GRUPO VERDE
50013	Alcalá de Ebro	2008	0	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50013	Alcalá de Ebro	2008	0	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
50013	Alcalá de Ebro	2008	0	Cenb	CIUDADANOS EN BLANCO
50013	Alcalá de Ebro	2008	0	PUM+J	POR UN MUNDO MAS JUSTO
50013	Alcalá de Ebro	2008	0	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
50013	Alcalá de Ebro	2008	0	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50013	Alcalá de Ebro	2008	0	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
50013	Alcalá de Ebro	2008	0	PFyV	PARTIDO FAMILIA Y VIDA
50013	Alcalá de Ebro	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50013	Alcalá de Ebro	2008	0	AuN	ALIANZA NACIONAL
50013	Alcalá de Ebro	2008	0	FA	FALANGE AUTENTICA
50013	Alcalá de Ebro	2008	0	PH	PARTIDO HUMANISTA
50013	Alcalá de Ebro	2008	0	AES	ALTERNATIVA ESPAÑOLA
50013	Alcalá de Ebro	2008	0	FRENTE	FRENTE ESPAÑOL
50013	Alcalá de Ebro	2008	0	E-2000	ESPAÑA 2000
50013	Alcalá de Ebro	2008	0	PCTR	PARTIDO CENTRISTA
50013	Alcalá de Ebro	2011	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50013	Alcalá de Ebro	2011	0	EB	ESCAÑOS EN BLANCO
50013	Alcalá de Ebro	2011	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50013	Alcalá de Ebro	2011	0	PUM+J	POR UN MUNDO MÁS JUSTO
50013	Alcalá de Ebro	2011	0	PIRATA	PARTIDO PIRATA
50013	Alcalá de Ebro	2011	0	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
50013	Alcalá de Ebro	2011	0	DeC	DEMOS EL CAMBIO
50013	Alcalá de Ebro	2011	0	PH	PARTIDO HUMANISTA
50013	Alcalá de Ebro	2011	0	P-LIB	PARTIDO DE LA LIBERTAD INDIVIDUAL
50013	Alcalá de Ebro	2011	0	SXT	SOCIALISTAS POR TERUEL
50013	Alcalá de Ebro	2015	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50013	Alcalá de Ebro	2015	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50013	Alcalá de Ebro	2015	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50013	Alcalá de Ebro	2016	0	EB	ESCAÑOS EN BLANCO
50013	Alcalá de Ebro	2016	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50013	Alcalá de Ebro	2016	0	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
50013	Alcalá de Ebro	2016	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50013	Alcalá de Ebro	2016	0	MAS	MOVIMIENTO ARAGONÉS SOCIAL
50013	Alcalá de Ebro	2016	0	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
50013	Alcalá de Ebro	2019	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50013	Alcalá de Ebro	2019	0	EB	ESCAÑOS EN BLANCO
50013	Alcalá de Ebro	2019	0	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
50013	Alcalá de Ebro	2019	0	PUM+J	POR UN MUNDO MÁS JUSTO
50013	Alcalá de Ebro	2019	0	PYLN	PUYALON
50013	Alcalá de Ebro	2019	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50013	Alcalá de Ebro	2019	0	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50014	Alcalá de Moncayo	2008	0	LV	LOS VERDES-GRUPO VERDE
50014	Alcalá de Moncayo	2008	0	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50014	Alcalá de Moncayo	2008	0	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
50014	Alcalá de Moncayo	2008	0	Cenb	CIUDADANOS EN BLANCO
50014	Alcalá de Moncayo	2008	0	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
50014	Alcalá de Moncayo	2008	0	DN	DEMOCRACIA NACIONAL
50014	Alcalá de Moncayo	2008	0	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50014	Alcalá de Moncayo	2008	0	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
50014	Alcalá de Moncayo	2008	0	PFyV	PARTIDO FAMILIA Y VIDA
50014	Alcalá de Moncayo	2008	0	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50014	Alcalá de Moncayo	2008	0	AuN	ALIANZA NACIONAL
50014	Alcalá de Moncayo	2008	0	FA	FALANGE AUTENTICA
50014	Alcalá de Moncayo	2008	0	PH	PARTIDO HUMANISTA
50014	Alcalá de Moncayo	2008	0	AES	ALTERNATIVA ESPAÑOLA
50014	Alcalá de Moncayo	2008	0	FRENTE	FRENTE ESPAÑOL
50014	Alcalá de Moncayo	2008	0	E-2000	ESPAÑA 2000
50014	Alcalá de Moncayo	2008	0	PCTR	PARTIDO CENTRISTA
50014	Alcalá de Moncayo	2011	0	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50014	Alcalá de Moncayo	2011	0	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50014	Alcalá de Moncayo	2011	0	PUM+J	POR UN MUNDO MÁS JUSTO
50014	Alcalá de Moncayo	2011	0	PIRATA	PARTIDO PIRATA
50014	Alcalá de Moncayo	2011	0	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
50014	Alcalá de Moncayo	2011	0	DeC	DEMOS EL CAMBIO
