Año	Provincia código	Provincia nombre	Municipio código	Municipio nombre	Total viviendas	Viviendas nuevas	Viviendas de 2ª mano
2015	22	Huesca	22081	Casbas de Huesca	4	0	4
2015	22	Huesca	22082	Castejón del Puente	3	1	2
2015	22	Huesca	22083	Castejón de Monegros	0	0	0
2015	22	Huesca	22084	Castejón de Sos	10	2	8
2015	22	Huesca	22085	Castelflorite	0	0	0
2015	22	Huesca	22086	Castiello de Jaca	10	1	9
2015	22	Huesca	22087	Castigaleu	0	0	0
2015	22	Huesca	22088	Castillazuelo	0	0	0
2015	22	Huesca	22089	Castillonroy	4	0	4
2015	22	Huesca	22090	Colungo	1	0	1
2015	22	Huesca	22094	Chalamera	0	0	0
2015	22	Huesca	22095	Chía	0	0	0
2015	22	Huesca	22096	Chimillas	4	2	2
2015	22	Huesca	22099	Esplús	1	0	1
2015	22	Huesca	22102	Estada	0	0	0
2015	22	Huesca	22103	Estadilla	6	1	5
2015	22	Huesca	22105	Estopiñán del Castillo	0	0	0
2015	22	Huesca	22106	Fago	0	0	0
2015	22	Huesca	22107	Fanlo	1	1	0
2015	22	Huesca	22109	Fiscal	4	0	4
2015	22	Huesca	22110	Fonz	6	3	3
2015	22	Huesca	22111	Foradada del Toscar	3	0	3
2015	22	Huesca	22112	Fraga	65	0	65
2015	22	Huesca	22113	Fueva (La)	2	0	2
2015	22	Huesca	22114	Gistaín	0	0	0
2015	22	Huesca	22115	Grado (El)	7	0	7
2015	22	Huesca	22116	Grañén	1	1	0
2015	22	Huesca	22117	Graus	23	4	19
2015	22	Huesca	22119	Gurrea de Gállego	9	0	9
2015	22	Huesca	22122	Hoz de Jaca	1	0	1
2015	22	Huesca	22124	Huerto	1	0	1
2015	22	Huesca	22125	Huesca	498	183	315
2015	22	Huesca	22126	Ibieca	1	1	0
2015	22	Huesca	22127	Igriés	5	3	2
2015	22	Huesca	22128	Ilche	1	1	0
2015	22	Huesca	22129	Isábena	4	0	4
2015	22	Huesca	22130	Jaca	264	29	235
2015	22	Huesca	22131	Jasa	2	0	2
2015	22	Huesca	22133	Labuerda	2	2	0
2015	22	Huesca	22135	Laluenga	4	0	4
2015	22	Huesca	22136	Lalueza	1	0	1
2015	22	Huesca	22137	Lanaja	6	0	6
2015	22	Huesca	22139	Laperdiguera	0	0	0
2015	22	Huesca	22141	Lascellas-Ponzano	2	1	1
2015	22	Huesca	22142	Lascuarre	2	0	2
2015	22	Huesca	22143	Laspaúles	6	0	6
2015	22	Huesca	22144	Laspuña	2	1	1
2015	22	Huesca	22149	Loarre	5	4	1
2015	22	Huesca	22150	Loporzano	5	1	4
2015	22	Huesca	22151	Loscorrales	2	2	0
2015	22	Huesca	22155	Monesma y Cajigar	0	0	0
2015	22	Huesca	22156	Monflorite-Lascasas	31	29	2
2015	22	Huesca	22157	Montanuy	2	1	1
2015	22	Huesca	22158	Monzón	134	28	106
2015	22	Huesca	22160	Naval	2	0	2
2015	22	Huesca	22162	Novales	1	0	1
2015	22	Huesca	22163	Nueno	6	1	5
2015	22	Huesca	22164	Olvena	0	0	0
2015	22	Huesca	22165	Ontiñena	1	0	1
2015	22	Huesca	22167	Osso de Cinca	1	0	1
2015	22	Huesca	22168	Palo	0	0	0
2015	22	Huesca	22170	Panticosa	38	3	35
2015	22	Huesca	22172	Peñalba	4	0	4
2015	22	Huesca	22173	Peñas de Riglos (Las)	0	0	0
2015	22	Huesca	22174	Peralta de Alcofea	8	0	8
2015	22	Huesca	22175	Peralta de Calasanz	6	0	6
2015	22	Huesca	22176	Peraltilla	0	0	0
2015	22	Huesca	22177	Perarrúa	1	0	1
2015	22	Huesca	22178	Pertusa	1	0	1
2015	22	Huesca	22181	Piracés	0	0	0
2015	22	Huesca	22182	Plan	1	0	1
2015	22	Huesca	22184	Poleñino	3	1	2
2015	22	Huesca	22186	Pozán de Vero	2	0	2
2015	22	Huesca	22187	Puebla de Castro (La)	11	5	6
2015	22	Huesca	22188	Puente de Montañana	1	0	1
2015	22	Huesca	22189	Puértolas	2	0	2
2015	22	Huesca	22190	Pueyo de Araguás (El)	0	0	0
2015	22	Huesca	22193	Pueyo de Santa Cruz	2	0	2
2015	22	Huesca	22195	Quicena	2	0	2
2015	22	Huesca	22197	Robres	1	0	1
2015	22	Huesca	22199	Sabiñánigo	106	17	89
2015	22	Huesca	22200	Sahún	11	3	8
2015	22	Huesca	22201	Salas Altas	2	0	2
2015	22	Huesca	22202	Salas Bajas	0	0	0
2015	22	Huesca	22203	Salillas	0	0	0
2015	22	Huesca	22204	Sallent de Gállego	100	9	91
2015	22	Huesca	22205	San Esteban de Litera	2	0	2
2015	22	Huesca	22206	Sangarrén	1	0	1
2015	22	Huesca	22207	San Juan de Plan	1	0	1
2015	22	Huesca	22208	Santa Cilia	8	1	7
2015	22	Huesca	22209	Santa Cruz de la Serós	2	1	1
2015	22	Huesca	22212	Santaliestra y San Quílez	0	0	0
2015	22	Huesca	22213	Sariñena	20	6	14
2015	22	Huesca	22214	Secastilla	1	0	1
2015	22	Huesca	22215	Seira	5	0	5
2015	22	Huesca	22217	Sena	1	0	1
2015	22	Huesca	22218	Senés de Alcubierre	0	0	0
2015	22	Huesca	22220	Sesa	0	0	0
2015	22	Huesca	22221	Sesué	0	0	0
2015	22	Huesca	22222	Siétamo	9	1	8
2015	22	Huesca	22223	Sopeira	0	0	0
2015	22	Huesca	22225	Tamarite de Litera	16	2	14
2015	22	Huesca	22226	Tardienta	3	2	1
2015	22	Huesca	22227	Tella-Sin	0	0	0
2015	22	Huesca	22228	Tierz	2	0	2
2015	22	Huesca	22229	Tolva	1	0	1
2015	22	Huesca	22230	Torla-Ordesa	4	0	4
2015	22	Huesca	22232	Torralba de Aragón	0	0	0
2015	22	Huesca	22233	Torre la Ribera	0	0	0
2015	22	Huesca	22234	Torrente de Cinca	2	0	2
2015	22	Huesca	22235	Torres de Alcanadre	1	0	1
2015	22	Huesca	22236	Torres de Barbués	3	1	2
2015	22	Huesca	22239	Tramaced	1	0	1
2015	22	Huesca	22242	Valfarta	0	0	0
2015	22	Huesca	22243	Valle de Bardají	1	0	1
2015	22	Huesca	22244	Valle de Lierp	1	0	1
2015	22	Huesca	22245	Velilla de Cinca	1	0	1
2015	22	Huesca	22246	Beranuy	0	0	0
2015	22	Huesca	22247	Viacamp y Litera	1	0	1
2015	22	Huesca	22248	Vicién	0	0	0
2015	22	Huesca	22249	Villanova	0	0	0
2015	22	Huesca	22250	Villanúa	84	24	60
2015	22	Huesca	22251	Villanueva de Sigena	3	0	3
2015	22	Huesca	22252	Yebra de Basa	0	0	0
2015	22	Huesca	22253	Yésero	1	0	1
2015	22	Huesca	22254	Zaidín	2	0	2
2015	22	Huesca	22901	Valle de Hecho	9	1	8
2015	22	Huesca	22902	Puente la Reina de Jaca	1	0	1
2015	22	Huesca	22903	San Miguel del Cinca	2	0	2
2015	22	Huesca	22904	Sotonera (La)	6	5	1
2015	22	Huesca	22905	Lupiñén-Ortilla	2	2	0
2015	22	Huesca	22906	Santa María de Dulcis	1	0	1
2015	22	Huesca	22907	Aínsa-Sobrarbe	13	1	12
2015	22	Huesca	22908	Hoz y Costeán	1	0	1
2015	22	Huesca	22909	Vencillón	1	0	1
2015	44	Teruel	44001	Ababuj	0	0	0
2015	44	Teruel	44002	Abejuela	0	0	0
2015	44	Teruel	44003	Aguatón	0	0	0
2015	44	Teruel	44004	Aguaviva	5	1	4
2015	44	Teruel	44005	Aguilar del Alfambra	1	0	1
2015	44	Teruel	44006	Alacón	3	0	3
2015	44	Teruel	44007	Alba	3	0	3
2015	44	Teruel	44008	Albalate del Arzobispo	17	1	16
2015	44	Teruel	44009	Albarracín	7	0	7
2015	44	Teruel	44010	Albentosa	6	0	6
2015	44	Teruel	44011	Alcaine	1	0	1
2015	44	Teruel	44012	Alcalá de la Selva	44	8	36
2015	44	Teruel	44013	Alcañiz	93	6	87
2015	44	Teruel	44014	Alcorisa	43	4	39
2015	44	Teruel	44016	Alfambra	1	0	1
2015	44	Teruel	44017	Aliaga	6	0	6
2015	44	Teruel	44018	Almohaja	1	0	1
2015	44	Teruel	44019	Alobras	0	0	0
2015	44	Teruel	44020	Alpeñés	0	0	0
2015	44	Teruel	44021	Allepuz	0	0	0
2015	44	Teruel	44022	Alloza	6	0	6
2015	44	Teruel	44023	Allueva	2	0	2
2015	44	Teruel	44024	Anadón	0	0	0
2015	44	Teruel	44025	Andorra	29	7	22
2015	44	Teruel	44026	Arcos de las Salinas	10	0	10
2015	44	Teruel	44027	Arens de Lledó	0	0	0
2015	44	Teruel	44028	Argente	1	0	1
2015	44	Teruel	44029	Ariño	8	0	8
2015	44	Teruel	44031	Azaila	1	0	1
2015	44	Teruel	44032	Bádenas	0	0	0
2015	44	Teruel	44033	Báguena	2	0	2
2015	44	Teruel	44034	Bañón	1	0	1
2015	44	Teruel	44035	Barrachina	0	0	0
2015	44	Teruel	44036	Bea	0	0	0
2015	44	Teruel	44037	Beceite	1	0	1
2015	44	Teruel	44038	Belmonte de San José	2	0	2
2015	44	Teruel	44039	Bello	2	0	2
2015	44	Teruel	44040	Berge	0	0	0
2015	44	Teruel	44041	Bezas	0	0	0
2015	44	Teruel	44042	Blancas	3	0	3
2015	44	Teruel	44043	Blesa	1	0	1
2015	44	Teruel	44044	Bordón	2	1	1
2015	44	Teruel	44045	Bronchales	8	1	7
2015	44	Teruel	44046	Bueña	0	0	0
2015	44	Teruel	44047	Burbáguena	3	0	3
2015	44	Teruel	44048	Cabra de Mora	2	0	2
2015	44	Teruel	44049	Calaceite	11	0	11
2015	44	Teruel	44050	Calamocha	42	14	28
2015	44	Teruel	44051	Calanda	15	3	12
2015	44	Teruel	44052	Calomarde	4	0	4
2015	44	Teruel	44053	Camañas	0	0	0
2015	44	Teruel	44054	Camarena de la Sierra	9	0	9
2015	44	Teruel	44055	Camarillas	0	0	0
2015	44	Teruel	44056	Caminreal	4	0	4
2015	44	Teruel	44059	Cantavieja	9	5	4
2015	44	Teruel	44060	Cañada de Benatanduz	0	0	0
2015	44	Teruel	44061	Cañada de Verich (La)	0	0	0
2015	44	Teruel	44062	Cañada Vellida	0	0	0
2015	44	Teruel	44063	Cañizar del Olivar	1	1	0
2015	44	Teruel	44064	Cascante del Río	1	0	1
2015	44	Teruel	44065	Castejón de Tornos	1	0	1
2015	44	Teruel	44066	Castel de Cabra	0	0	0
2015	44	Teruel	44067	Castelnou	0	0	0
2015	44	Teruel	44068	Castelserás	2	0	2
2015	44	Teruel	44070	Castellar (El)	0	0	0
2015	44	Teruel	44071	Castellote	2	0	2
2015	44	Teruel	44074	Cedrillas	4	0	4
2015	44	Teruel	44075	Celadas	4	0	4
2015	44	Teruel	44076	Cella	6	2	4
2015	44	Teruel	44077	Cerollera (La)	0	0	0
2015	44	Teruel	44080	Codoñera (La)	1	0	1
2015	44	Teruel	44082	Corbalán	1	0	1
2015	44	Teruel	44084	Cortes de Aragón	4	0	4
2015	44	Teruel	44085	Cosa	0	0	0
2015	44	Teruel	44086	Cretas	1	0	1
2015	44	Teruel	44087	Crivillén	0	0	0
2015	44	Teruel	44088	Cuba (La)	0	0	0
2015	44	Teruel	44089	Cubla	1	0	1
2015	44	Teruel	44090	Cucalón	0	0	0
2015	44	Teruel	44092	Cuervo (El)	0	0	0
2015	44	Teruel	44093	Cuevas de Almudén	0	0	0
2015	44	Teruel	44094	Cuevas Labradas	0	0	0
2015	44	Teruel	44096	Ejulve	1	0	1
2015	44	Teruel	44097	Escorihuela	0	0	0
2015	44	Teruel	44099	Escucha	6	1	5
2015	44	Teruel	44100	Estercuel	4	0	4
2015	44	Teruel	44101	Ferreruela de Huerva	1	0	1
2015	44	Teruel	44102	Fonfría	0	0	0
2015	44	Teruel	44103	Formiche Alto	0	0	0
2015	44	Teruel	44105	Fórnoles	0	0	0
2015	44	Teruel	44106	Fortanete	1	0	1
2015	44	Teruel	44107	Foz-Calanda	1	0	1
2015	44	Teruel	44108	Fresneda (La)	0	0	0
2015	44	Teruel	44109	Frías de Albarracín	2	0	2
2015	44	Teruel	44110	Fuenferrada	1	1	0
2015	44	Teruel	44111	Fuentes Calientes	0	0	0
2015	44	Teruel	44112	Fuentes Claras	3	1	2
2015	44	Teruel	44113	Fuentes de Rubielos	1	0	1
2015	44	Teruel	44114	Fuentespalda	2	0	2
2015	44	Teruel	44115	Galve	2	0	2
2015	44	Teruel	44116	Gargallo	1	0	1
2015	44	Teruel	44117	Gea de Albarracín	1	0	1
2015	44	Teruel	44118	Ginebrosa (La)	1	0	1
2015	44	Teruel	44119	Griegos	1	0	1
2015	44	Teruel	44120	Guadalaviar	0	0	0
2015	44	Teruel	44121	Gúdar	12	9	3
2015	44	Teruel	44122	Híjar	13	1	12
2015	44	Teruel	44123	Hinojosa de Jarque	0	0	0
2015	44	Teruel	44124	Hoz de la Vieja (La)	2	0	2
2015	44	Teruel	44125	Huesa del Común	1	0	1
2015	44	Teruel	44126	Iglesuela del Cid (La)	2	0	2
2015	44	Teruel	44127	Jabaloyas	1	0	1
2015	44	Teruel	44128	Jarque de la Val	0	0	0
2015	44	Teruel	44129	Jatiel	1	0	1
2015	44	Teruel	44130	Jorcas	1	0	1
2015	44	Teruel	44131	Josa	2	0	2
2015	44	Teruel	44132	Lagueruela	1	0	1
2015	44	Teruel	44133	Lanzuela	0	0	0
2015	44	Teruel	44135	Libros	0	0	0
2015	44	Teruel	44136	Lidón	0	0	0
2015	44	Teruel	44137	Linares de Mora	2	2	0
2015	44	Teruel	44138	Loscos	2	0	2
2015	44	Teruel	44141	Lledó	2	0	2
2015	44	Teruel	44142	Maicas	1	1	0
2015	44	Teruel	44143	Manzanera	10	0	10
2015	44	Teruel	44144	Martín del Río	0	0	0
2015	44	Teruel	44145	Mas de las Matas	8	2	6
2015	44	Teruel	44146	Mata de los Olmos (La)	1	0	1
2015	44	Teruel	44147	Mazaleón	5	0	5
2015	44	Teruel	44148	Mezquita de Jarque	0	0	0
2015	44	Teruel	44149	Mirambel	0	0	0
2015	44	Teruel	44150	Miravete de la Sierra	1	0	1
2015	44	Teruel	44151	Molinos	0	0	0
2015	44	Teruel	44152	Monforte de Moyuela	3	0	3
2015	44	Teruel	44153	Monreal del Campo	17	2	15
2015	44	Teruel	44154	Monroyo	0	0	0
2015	44	Teruel	44155	Montalbán	11	2	9
2015	44	Teruel	44156	Monteagudo del Castillo	1	0	1
2015	44	Teruel	44157	Monterde de Albarracín	1	0	1
2015	44	Teruel	44158	Mora de Rubielos	23	2	21
2015	44	Teruel	44159	Moscardón	1	0	1
2015	44	Teruel	44160	Mosqueruela	1	0	1
2015	44	Teruel	44161	Muniesa	6	0	6
2015	44	Teruel	44163	Noguera de Albarracín	0	0	0
2015	44	Teruel	44164	Nogueras	1	0	1
2015	44	Teruel	44165	Nogueruelas	5	1	4
2015	44	Teruel	44167	Obón	5	2	3
2015	44	Teruel	44168	Odón	1	0	1
2015	44	Teruel	44169	Ojos Negros	2	0	2
2015	44	Teruel	44171	Olba	3	0	3
2015	44	Teruel	44172	Oliete	1	0	1
2015	44	Teruel	44173	Olmos (Los)	4	1	3
2015	44	Teruel	44174	Orihuela del Tremedal	3	0	3
2015	44	Teruel	44175	Orrios	0	0	0
2015	44	Teruel	44176	Palomar de Arroyos	0	0	0
2015	44	Teruel	44177	Pancrudo	1	0	1
2015	44	Teruel	44178	Parras de Castellote (Las)	2	0	2
2015	44	Teruel	44179	Peñarroya de Tastavins	1	0	1
2015	44	Teruel	44180	Peracense	0	0	0
2015	44	Teruel	44181	Peralejos	0	0	0
2015	44	Teruel	44182	Perales del Alfambra	2	0	2
2015	44	Teruel	44183	Pitarque	0	0	0
2015	44	Teruel	44184	Plou	0	0	0
2015	44	Teruel	44185	Pobo (El)	0	0	0
2015	44	Teruel	44187	Portellada (La)	2	0	2
2015	44	Teruel	44189	Pozondón	1	0	1
2015	44	Teruel	44190	Pozuel del Campo	0	0	0
2015	44	Teruel	44191	Puebla de Híjar (La)	8	0	8
2015	44	Teruel	44192	Puebla de Valverde (La)	4	0	4
2015	44	Teruel	44193	Puertomingalvo	5	0	5
2015	44	Teruel	44194	Ráfales	2	0	2
2015	44	Teruel	44195	Rillo	0	0	0
2015	44	Teruel	44196	Riodeva	1	0	1
2015	44	Teruel	44197	Ródenas	0	0	0
2015	44	Teruel	44198	Royuela	0	0	0
2015	44	Teruel	44199	Rubiales	2	0	2
2015	44	Teruel	44200	Rubielos de la Cérida	0	0	0
2015	44	Teruel	44201	Rubielos de Mora	16	6	10
2015	44	Teruel	44203	Salcedillo	0	0	0
2015	44	Teruel	44204	Saldón	0	0	0
2015	44	Teruel	44205	Samper de Calanda	4	0	4
2015	44	Teruel	44206	San Agustín	4	0	4
2015	44	Teruel	44207	San Martín del Río	3	0	3
2015	44	Teruel	44208	Santa Cruz de Nogueras	0	0	0
2015	44	Teruel	44209	Santa Eulalia	3	0	3
2015	44	Teruel	44210	Sarrión	11	1	10
2015	44	Teruel	44211	Segura de los Baños	0	0	0
2015	44	Teruel	44212	Seno	3	1	2
2015	44	Teruel	44213	Singra	0	0	0
2015	44	Teruel	44215	Terriente	2	0	2
2015	44	Teruel	44216	Teruel	337	124	213
2015	44	Teruel	44217	Toril y Masegoso	0	0	0
2015	44	Teruel	44218	Tormón	0	0	0
2015	44	Teruel	44219	Tornos	5	1	4
2015	44	Teruel	44220	Torralba de los Sisones	0	0	0
2015	44	Teruel	44221	Torrecilla de Alcañiz	1	0	1
2015	44	Teruel	44222	Torrecilla del Rebollar	1	0	1
2015	44	Teruel	44223	Torre de Arcas	0	0	0
2015	44	Teruel	44224	Torre de las Arcas	2	0	2
2015	44	Teruel	44225	Torre del Compte	4	0	4
2015	44	Teruel	44226	Torrelacárcel	2	0	2
2015	44	Teruel	44227	Torre los Negros	1	0	1
2015	44	Teruel	44228	Torremocha de Jiloca	0	0	0
2015	44	Teruel	44229	Torres de Albarracín	1	0	1
2015	44	Teruel	44230	Torrevelilla	1	0	1
2015	44	Teruel	44231	Torrijas	5	0	5
2015	44	Teruel	44232	Torrijo del Campo	6	0	6
2015	44	Teruel	44234	Tramacastiel	2	0	2
2015	44	Teruel	44235	Tramacastilla	0	0	0
2015	44	Teruel	44236	Tronchón	1	0	1
2015	44	Teruel	44237	Urrea de Gaén	4	0	4
2015	44	Teruel	44238	Utrillas	19	2	17
2015	44	Teruel	44239	Valacloche	1	1	0
2015	44	Teruel	44240	Valbona	3	0	3
2015	44	Teruel	44241	Valdealgorfa	4	1	3
2015	44	Teruel	44243	Valdecuenca	1	0	1
2015	44	Teruel	44244	Valdelinares	1	0	1
2015	44	Teruel	44245	Valdeltormo	3	0	3
2015	44	Teruel	44246	Valderrobres	23	0	23
2015	44	Teruel	44247	Valjunquera	0	0	0
2015	44	Teruel	44249	Vallecillo (El)	0	0	0
2015	44	Teruel	44250	Veguillas de la Sierra	0	0	0
2015	44	Teruel	44251	Villafranca del Campo	4	0	4
2015	44	Teruel	44252	Villahermosa del Campo	0	0	0
2015	44	Teruel	44256	Villanueva del Rebollar de la Sierra	0	0	0
2015	44	Teruel	44257	Villar del Cobo	1	0	1
2015	44	Teruel	44258	Villar del Salz	1	0	1
2015	44	Teruel	44260	Villarluengo	4	0	4
2015	44	Teruel	44261	Villarquemado	4	0	4
2015	44	Teruel	44262	Villarroya de los Pinares	0	0	0
2015	44	Teruel	44263	Villastar	7	3	4
2015	44	Teruel	44264	Villel	4	0	4
2015	44	Teruel	44265	Vinaceite	5	0	5
2015	44	Teruel	44266	Visiedo	0	0	0
2015	44	Teruel	44267	Vivel del Río Martín	1	0	1
2015	44	Teruel	44268	Zoma (La)	0	0	0
2015	50	Zaragoza	50001	Abanto	0	0	0
2015	50	Zaragoza	50002	Acered	0	0	0
2015	50	Zaragoza	50003	Agón	0	0	0
2015	50	Zaragoza	50004	Aguarón	2	0	2
2015	50	Zaragoza	50005	Aguilón	3	0	3
2015	50	Zaragoza	50006	Ainzón	6	5	1
2015	50	Zaragoza	50007	Aladrén	1	0	1
2015	50	Zaragoza	50008	Alagón	83	23	60
2015	50	Zaragoza	50009	Alarba	1	0	1
2015	50	Zaragoza	50010	Alberite de San Juan	1	1	0
2015	50	Zaragoza	50011	Albeta	2	1	1
2015	50	Zaragoza	50012	Alborge	0	0	0
2015	50	Zaragoza	50013	Alcalá de Ebro	0	0	0
2015	50	Zaragoza	50014	Alcalá de Moncayo	0	0	0
2015	50	Zaragoza	50015	Alconchel de Ariza	3	0	3
2015	50	Zaragoza	50016	Aldehuela de Liestos	0	0	0
2015	50	Zaragoza	50017	Alfajarín	13	0	13
2015	50	Zaragoza	50018	Alfamén	3	0	3
2015	50	Zaragoza	50019	Alforque	5	0	5
2015	50	Zaragoza	50020	Alhama de Aragón	3	1	2
2015	50	Zaragoza	50021	Almochuel	1	0	1
2015	50	Zaragoza	50022	Almolda (La)	1	0	1
2015	50	Zaragoza	50023	Almonacid de la Cuba	2	0	2
2015	50	Zaragoza	50024	Almonacid de la Sierra	5	0	5
2015	50	Zaragoza	50025	Almunia de Doña Godina (La)	41	4	37
2015	50	Zaragoza	50026	Alpartir	3	0	3
2015	50	Zaragoza	50027	Ambel	2	2	0
2015	50	Zaragoza	50028	Anento	2	0	2
2015	50	Zaragoza	50029	Aniñón	6	0	6
2015	50	Zaragoza	50030	Añón de Moncayo	8	0	8
2015	50	Zaragoza	50031	Aranda de Moncayo	2	0	2
2015	50	Zaragoza	50032	Arándiga	2	0	2
2015	50	Zaragoza	50033	Ardisa	1	0	1
2015	50	Zaragoza	50034	Ariza	7	1	6
2015	50	Zaragoza	50035	Artieda	1	0	1
2015	50	Zaragoza	50036	Asín	3	0	3
2015	50	Zaragoza	50037	Atea	1	0	1
2015	50	Zaragoza	50038	Ateca	14	0	14
2015	50	Zaragoza	50039	Azuara	9	0	9
2015	50	Zaragoza	50040	Badules	1	0	1
2015	50	Zaragoza	50041	Bagüés	0	0	0
2015	50	Zaragoza	50042	Balconchán	0	0	0
2015	50	Zaragoza	50043	Bárboles	1	0	1
2015	50	Zaragoza	50044	Bardallur	0	0	0
2015	50	Zaragoza	50045	Belchite	7	0	7
2015	50	Zaragoza	50046	Belmonte de Gracián	2	2	0
2015	50	Zaragoza	50047	Berdejo	1	0	1
2015	50	Zaragoza	50048	Berrueco	1	0	1
2015	50	Zaragoza	50050	Bijuesca	2	0	2
2015	50	Zaragoza	50051	Biota	3	1	2
2015	50	Zaragoza	50052	Bisimbre	0	0	0
2015	50	Zaragoza	50053	Boquiñeni	2	0	2
2015	50	Zaragoza	50054	Bordalba	0	0	0
2015	50	Zaragoza	50055	Borja	51	41	10
2015	50	Zaragoza	50056	Botorrita	2	0	2
2015	50	Zaragoza	50057	Brea de Aragón	10	1	9
2015	50	Zaragoza	50058	Bubierca	1	0	1
2015	50	Zaragoza	50059	Bujaraloz	7	0	7
2015	50	Zaragoza	50060	Bulbuente	2	1	1
2015	50	Zaragoza	50061	Bureta	1	1	0
2015	50	Zaragoza	50062	Burgo de Ebro (El)	30	3	27
2015	50	Zaragoza	50063	Buste (El)	0	0	0
2015	50	Zaragoza	50064	Cabañas de Ebro	5	0	5
2015	50	Zaragoza	50065	Cabolafuente	0	0	0
2015	50	Zaragoza	50066	Cadrete	63	1	62
2015	50	Zaragoza	50067	Calatayud	136	32	104
2015	50	Zaragoza	50068	Calatorao	10	0	10
2015	50	Zaragoza	50069	Calcena	0	0	0
2015	50	Zaragoza	50070	Calmarza	0	0	0
2015	50	Zaragoza	50071	Campillo de Aragón	3	0	3
2015	50	Zaragoza	50072	Carenas	2	0	2
2015	50	Zaragoza	50073	Cariñena	40	5	35
2015	50	Zaragoza	50074	Caspe	56	4	52
2015	50	Zaragoza	50075	Castejón de Alarba	0	0	0
2015	50	Zaragoza	50076	Castejón de las Armas	2	0	2
2015	50	Zaragoza	50077	Castejón de Valdejasa	4	0	4
2015	50	Zaragoza	50078	Castiliscar	0	0	0
2015	50	Zaragoza	50079	Cervera de la Cañada	3	0	3
2015	50	Zaragoza	50080	Cerveruela	1	0	1
2015	50	Zaragoza	50081	Cetina	6	0	6
2015	50	Zaragoza	50082	Cimballa	1	0	1
2015	50	Zaragoza	50083	Cinco Olivas	1	0	1
